lex,default
πρόγονος,祖先;祖宗
πρόδηλος,顯而易見的;十分清楚的;非常明顯的
πρόδρομος,先鋒;先驅
πρόθεσις,計劃;建議;目的
πρόθυμος,熱切;願意;樂意;情願;迫切地
πρόκειμαι,公然存在;顯然存在
πρόκριμα,看情面;不公平地作出決定;帶著偏見審判;偏心;成見;偏私
πρόνοια,事先考慮;預先籌謀;想去做;遠見;深謀遠慮;安排
πρός,到
πρόσκαιρος,短時間;短暫;暫時;一會兒;一些時候
πρόσκλισις,偏見;偏待
πρόσκομμα,絆腳石
πρόσλημψις,收納;接納
πρόσπεινος,飢餓;餓
πρόσφατος,新的;最近的;新且不同的
πρόσχυσις,倒(或者可能是灑)
πρόσωπον,臉;面
πρότερος,先前的;以前的;從前的
πρόφασις,假裝
πρύμνα,船尾
πρᾶγμα,事件
πρᾶξις,做;實行;履行;行為;所做的
πρῷρα,船頭
πτέρνα,腳後跟
πτέρυξ,翅膀
πταίω,跌倒;犯錯誤;犯罪
πτερύγιον,小尖塔;(聖殿的)頂點
πτηνός,鳥
πτοέω,驚惶;驚慌;恐慌;非常害怕
πτωχεία,貧窮;窮困;貧困;極窮
πτωχεύω,變窮;成為貧窮
πτωχός,貧窮的;窮困的;窮人
πτόησις,令人恐懼之物;恐怖的事;可怕的東西;令人害怕的事物
πτύον,簸箕
πτύρω,害怕;驚慌;驚嚇;受威嚇;受恐嚇
πτύσμα,口水;唾沫
πτύσσω,捲起來;捲好;使成為一卷
πτύω,吐唾沫;吐口水
πτῶμα,屍體
πτῶσις,毀滅
πυγμή,拳頭
πυκνός,經常;常常;屢次;頻繁
πυκτεύω,打拳;鬥拳
πυλών,門;閘門
πυνθάνομαι,詢問;查問;問
πυρά,火;篝火
πυρέσσω,發燒;熱病
πυρετός,發燒;熱病
πυρράζω,火紅色;(天空)發紅;(天色)通紅
πυρρός,鮮紅色的;紅色的
πυρόω,加熱;使熾熱;(金屬)冶煉
πωλέω,賣;售賣
πωρόω,使人完全不願意學習;使頭腦關閉;使心思頑梗
πόθεν,從哪裏?哪裏?
πόλεμος,開戰;作戰;戰爭;交戰
πόλις,"一種單位,音譯:斯他迪"
πόμα,飲料
πόνος,疼痛;痛苦
πόρνη,娼妓;妓女
πόρνος,有不道德性行為的人;淫亂的人
πόρρω,遠離;遠處
πόρρωθεν,很早之前;很久之前;從遠處;遠遠地
πόσις,飲料
πόσος,有多少;有許多......嗎
πότε,當......的時候;什麼時候;那時候
πότερον,如果
πότος,狂歡;宴樂
πύθων,占卜的靈
πύλη,門;閘門
πύργος,高樓;瞭望塔
πύρινος,火紅色;紅得像火
πύρωσις,燃燒;著火
πώποτε,任何時候;某些時候;從來
πώρωσις,不願意學習;思想頑固;頑梗;心裏剛硬
πᾶς,所有;每個;各樣;全部
πῆχυς,一肘;十八英吋;半米
πῦρ,火
πῶλος,驢駒;小驢
πῶς,如何?怎樣?
σάββατον,安息日;星期六
σάκκος,粗麻布
σάλος,波浪;波濤洶湧
σάλπιγξ,號筒;號角
σάπφιρος,藍寶石
σάρκινος,人的
σάρξ,肉體
σάτον,斗
σέβασμα,聖所;崇拜的場所
σέβω,敬拜;崇拜;崇敬;尊崇
σήμερον,"今天,今日"
σήπω,腐爛;朽壞;腐朽;壞了
σής,飛蛾
σίδηρος,鐵
σίκερα,濃酒;麥酒
σίναπι,芥子植物
σαίνω,放棄信仰;信仰動搖;背棄信仰
σαβαχθάνι,離棄;音譯「拉馬撒巴各大尼」
σαββατισμός,安息日的安息;一段安息的時間
σαγήνη,圍網
σαλεύω,搖動
σαλπίζω,吹號
σαλπιστής,吹號者
σανίς,木板
σανδάλιον,涼鞋
σαπρός,"壞的;有病的,並且可能是一棵苗木"
σαργάνη,筐子;大籃子
σαρδόνυξ,縞瑪瑙;紅條紋瑪瑙
σαρκικός,人的;人性的;本性的
σαρόω,打掃
σβέννυμι,滅火
σείω,搖動
σεαυτοῦ,你自己;屬於你;你的
σεβάζομαι,敬拜;崇拜;崇敬;尊崇
σεβαστός,皇帝的;皇家的;御用的
σεισμός,地震
σελήνη,月亮
σεληνιάζομαι,癲癇發作;患癲癇病
σεμίδαλις,細麵
σεμνός,高尚的;可尊敬的;好品格的
σεμνότης,端正;端莊;合適的行為
σημαίνω,清楚表示;說明
σημειόω,留意;記住;特別注意
σημεῖον,記號;預兆;神蹟
σητόβρωτος,蟲子咬;蟲蛀
σθενόω,使更加能夠;加強;賜力量
σιαγών,臉;面頰
σιγάω,對......閉口不談;對......不作聲
σιγή,靜默無聲;寂靜
σικάριος,刺客;恐怖分子
σιμικίνθιον,圍裙
σινδών,細麻布
σινιάζω,篩
σιρός,(金屬的)鏈子或(草織的)繩子
σιτίον,穀物;小麥
σιτευτός,肥的;養肥的;吃穀物長肥的
σιτιστός,肥的;養肥的;吃穀物長肥的
σιτομέτριον,定量的口糧
σιωπάω,保持靜默;不作聲;不言語;不說話
σκάνδαλον,機檻;陷阱
σκάπτω,挖掘;開鑿
σκάφη,"小船,小艇"
σκέλος,腿
σκέπασμα,衣服
σκήνωμα,居所
σκανδαλίζω,使人放棄信仰;使人不再相信
σκευή,器具;用具;裝備
σκεῦος,物件
σκηνή,帳棚
σκηνοπηγία,住棚節
σκηνοποιός,製造帳棚的人
σκηνόω,居住;來居住
σκιά,蔭;陰涼處
σκιρτάω,歡喜跳躍;歡欣雀躍
σκληροκαρδία,頑固的;完全不屈服的
σκληροτράχηλος,頑固的;完全不屈服的
σκληρός,嚴酷;強勁;猛烈
σκληρότης,頑梗;固執
σκληρύνω,使頑梗;使固執
σκολιός,彎曲的;曲折的;扭曲的;蜿蜒的
σκοπέω,留意;小心地注意;留心
σκοπός,目標
σκορπίζω,散開;使分散
σκορπίος,蝎子
σκοτία,黑暗
σκοτίζω,變黑;變暗
σκοτεινός,"黑暗,在黑暗中"
σκοτόω,變黑
σκυθρωπός,悲傷;沮喪;憂愁
σκωληκόβρωτος,被蟲子咬
σκόλοψ,刺;尖片
σκότος,黑暗
σκύβαλον,糞土;垃圾;廢物
σκύλλω,煩擾;騷擾;打擾
σκώληξ,蛆蟲;蠕蟲
σκῆνος,身體
σκῦλον,掠物;掠奪物;戰利品;贓物
σμάραγδος,綠寶石
σμαράγδινος,像綠寶石的;綠寶石的
σμυρνίζω,沒藥調和的酒
σμύρνα,沒藥
σορός,棺材;抬架;抬牀
σουδάριον,手巾;手帕;餐巾;面巾
σοφία,精明;智慧
σοφίζω,使人明白;使人有智慧;使人明智
σοφός,熟練;專家;內行的
σπάω,拖;拉;抽;拔
σπένδω,澆奠;奠祭;倒出祭物
σπέρμα,種子;籽粒
σπήλαιον,洞;穴;隱匿處
σπίλος,斑點;污點
σπαράσσω,使人抽搐;使人抽風
σπαργανόω,用布條包裹;用布包裹
σπαταλάω,生活放縱
σπείρω,撒種
σπεκουλάτωρ,信使;情報員;送信者
σπερμολόγος,無知的炫耀;冒充內行者;走江湖的;胡言亂語的
σπεύδω,急忙去做;快快去;快速地做
σπεῖρα,營;軍團;軍營;隊;一隊士兵
σπιλάς,看不見的危險;隱藏的危險
σπιλόω,留下污漬;弄污;玷污
σπλάγχνον,腸子
σπλαγχνίζομαι,動了慈心;慈愛;慈悲;憐憫;惻隱之心
σποδός,灰
σπορά,父母親的身分
σπουδάζω,急忙去做;快快去;快速地做
σπουδή,急忙去做;快快去;快速地做
σπουδαίως,盡力;竭力;趕緊;盡快
σπυρίς,大籃子;筐
σπόγγος,海綿
σπόριμος,禾稼;糧田;麥田
σπόρος,種子;籽粒
στάδιον,競技場;運動場
στάμνος,罐
στάσις,反抗;造反;叛亂
στάχυς,麥穗
στέγη,房頂
στέγω,忍受;忍耐
στέλλω,避免去做
στέμμα,花環;花圈
στέφανος,花冠;冠冕
στήκω,站立
στίγμα,烙印;傷痕;印記
στίλβω,閃閃發光;閃耀;閃爍
στατήρ,一塊錢;一個銀幣;原文音譯:司塔特(stater)
σταυρός,十字架
σταυρόω,釘十字架
σταφυλή,葡萄;葡萄串
στενάζω,呻吟;歎息;歎氣;憂愁
στεναγμός,呻吟;歎息;悲歎;哀聲
στενοχωρέω,生活在限制之下;受限制;局限於
στενοχωρία,悲痛;痛苦;困苦;困難
στενός,窄的
στερέωμα,堅定的立場;堅定;堅定不移;堅固
στερεός,固體的;堅實的;堅固的
στερεόω,使強壯;健壯
στεφανόω,頒獎;頒發獎賞;得獎
στεῖρα,不育;不生育的;不能生育
στηρίζω,使剛強;使更加堅固;堅固
στηριγμός,安全的地方;安全的位置
στιγμή,一剎那;一瞬間;霎時間
στοά,走廊;門廊
στοιχέω,生活;按照......準則行事;依循......行事
στοιχεῖον,元素;天然物質
στολή,長袍
στράτευμα,軍隊;軍兵
στρέφω,轉過來
στρατεία,戰事;戰爭;打仗;作戰
στρατεύω,戰事;戰爭;打仗;作戰
στρατηγός,地方官;地方法官;城市的統治者;官長
στρατιά,一大群天使;天使的行列
στρατιώτης,士兵;兵士;兵丁;警衛;侍衛
στρατολογέω,徵召入伍;招兵;徵兵
στρατόπεδον,軍隊;軍兵
στρεβλόω,曲解;扭曲;誤解;改變......的意思;錯誤地解釋
στρηνιάω,荒淫地生活;不節制地生活;情慾;荒淫的生活
στρουθίον,麻雀
στρωννύω,展開;鋪
στρῆνος,情慾;荒淫的生活
στυγητός,可恨的
στυγνάζω,變得陰暗
στόμα,口
στόμαχος,胃
στῆθος,胸部
στῦλος,柱石;柱子
συγγένεια,親屬;親族
συγγενής,親屬;親戚
συγγενίς,親屬;親戚
συγγνώμη,允許;讓步
συγκάθημαι,一起坐下;一起坐著;同坐
συγκάμπτω,被困難壓倒;被困難壓彎了腰
συγκαθίζω,一起坐下;一起坐著;同坐
συγκακοπαθέω,同受苦難;分擔痛苦;一同受苦
συγκακουχέομαι,同受苦難;分擔痛苦;一同受苦
συγκαλέω,召集
συγκαλύπτω,保持秘密;掩蓋;隱藏
συγκατάθεσις,聯合協議;聯合安排;雙方協議
συγκαταβαίνω,一同下去;作伴旅行;陪同
συγκατατίθεμαι,達成一致;一起安排;聯合協議;聯合安排;雙方協議
συγκαταψηφίζομαι,同列;包含在內;加入行列
συγκεράννυμι,組合;組成;構造;安置;配搭
συγκινέω,煽動;挑唆;聳動
συγκλείω,捕捉;用網捕
συγκληρονόμος,一同領受的人;領受者;同作後嗣
συγκοινωνέω,一同參與;與......合夥;與......交往
συγκοινωνός,夥伴;同夥;共同......的
συγκομίζω,埋葬
συγκρίνω,判斷相似的程度;比較;相比;相提並論
συγκυρία,偶然;碰巧
συγκύπτω,腰老是彎著;佝僂
συγχέω,引起驚恐;使驚慌失措;使困惑
συγχαίρω,一同歡喜;一同慶祝;與......同樂
συγχράομαι,交往;與......作伴;來往
συζάω,同生;同活;一同活著
συζεύγνυμι,使結婚;結合
συζητέω,爭論;爭辯;辯論
συζητητής,辯論家;雄辯家;爭論者
συζωοποιέω,與......一同復活
συκάμινος,桑樹
συκομορέα,"無花果桑樹,野桑樹"
συκοφαντέω,誣告;訛詐
συκῆ,無花果樹
συλάω,搶奪;掠奪;剝削
συλαγωγέω,完全控制;控制住;使成為俘虜;把......擄去
συλλέγω,採摘
συλλαλέω,交談;和......說話;談論
συλλαμβάνω,抓住;拿住;捉拿;拘捕;逮捕
συλλογίζομαι,交談;和......說話;談論
συλλυπέω,為......悲傷;因......難過
συμβάλλω,回想;想起;認真思考;深入思考;反覆思想
συμβαίνω,發生
συμβασιλεύω,一起作王;一同掌權
συμβιβάζω,集合;使成為一個整體;聯合;結合;連結
συμβουλεύω,建議;商議
συμβούλιον,商議;商量;策劃;設陰謀;計劃對付
συμμέτοχος,分享者;參與者;同伴;同夥
συμμαθητής,同作門徒的人;其他的門徒
συμμαρτυρέω,以見證作支持;提供支持的證據;作證支持
συμμερίζω,分享;分領;和別人一起擁有一部分
συμμιμητής,加入仿效別人;與其他人一起效法;一同效法別人的人
συμπάρειμι,在一起;同在
συμπάσχω,同受苦難;分擔痛苦;一同受苦
συμπέμπω,打發同去;差遣同去
συμπίνω,一起喝;同喝
συμπίπτω,掉落
συμπαθέω,與......一同受苦;分擔......的痛苦
συμπαθής,同情;體恤
συμπαραγίνομαι,聚在一起;聚會;聚集;相聚;集合
συμπαρακαλέω,一起得到鼓勵;同時得到鼓勵;互相獲得鼓勵
συμπαραλαμβάνω,帶上;帶著同行
συμπεριλαμβάνω,抱;擁抱
συμπληρόω,被水淹浸;被水灌滿;被水浸灌;船身快速進水
συμπνίγω,使植物死亡;擠住以至於死亡
συμπολίτης,同胞
συμπορεύομαι,同來;同去;同行
συμπρεσβύτερος,同作長老的人
συμπόσιον,一起吃飯的一群人
συμφέρω,集合;召集
συμφυλέτης,同胞
συμφωνέω,同意;協議
συμφωνία,音樂
συμφύω,一起生長;一同生長
συμφώνησις,協議
συμψηφίζω,計算;總計;合計;加起來;算出;估算
συνάγω,集合;召集
συνέδριον,市議會;由審判官組成的議會
συνέκδημος,旅伴
συνέπομαι,同行;跟隨
συνέρχομαι,聚在一起;聚會;聚集;相聚;集合
συνέχω,控制;限制
συνήδομαι,喜歡;喜愛;喜悅
συνήθεια,慣例;習俗;習慣;規矩
συνίημι,了解;理解;感知;洞察
συνίστημι,推薦;舉薦
συναίρω,算賬;結賬;計算賬目;清算賬目
συναγωγή,集會;會眾
συναγωνίζομαι,積極參加;一起懇切地;一同竭力
συναθλέω,並肩一起勞動;一同勞苦;一起辛勞
συναθροίζω,使聚集在一起;召集
συναιχμάλωτος,一起坐牢的人;一同被囚的
συνακολουθέω,同行;跟隨
συναλίζομαι,一起吃飯;同吃
συνανάκειμαι,一同坐席;和......一起吃飯;與......同席
συναναβαίνω,一起上去;同行;陪伴
συναναμίγνυμι,交往;與......作伴;來往
συναναπαύομαι,與其他人同得安息;與......一起休息
συναντάω,偶遇;碰巧
συναντιλαμβάνομαι,加入幫助;來幫助
συναπάγω,使人一起走入歧途;還要欺騙;與......一起誤入歧途
συναποθνῄσκω,與......同死;共死
συναποστέλλω,打發同去;差遣同去
συναπόλλυμι,一同毀滅;一同滅亡
συναρμολογέω,組合在一起;連接在一起;互相連接;互相配合
συναρπάζω,捉拿;抓住帶走
συναυξάνω,一起生長
συνδέω,和......一起坐牢;與......一同被囚禁
συνδοξάζω,和......一起受尊崇;和......一起被高舉
συνδρομή,一起跑來;迅速聚集
συνείδησις,知道;意識到;注意到;覺得
συνεγείρω,與......一同復活;與......一同再活過來
συνεισέρχομαι,一起進入
συνεκλεκτός,同被選中的人;同蒙揀選的
συνεπιμαρτυρέω,加上自己的見證;共同作見證
συνεπιτίθημι,達成一致;一起安排;聯合協議;聯合安排;雙方協議
συνεργέω,一同工作;一起積極地做;同工
συνεργός,同工;一起工作的
συνεσθίω,一起吃飯;同桌吃飯
συνετός,聰明;有洞察力;有理解力
συνευδοκέω,贊成;同意
συνευωχέομαι,一同歡宴;一起吃喝;一同坐席
συνεφίστημι,加入攻擊 ;一同攻擊
συνηλικιώτης,同時代的人;同輩;同歲的人
συνθάπτω,一同埋葬;一起埋葬
συνθλάω,打碎;碎裂
συνθλίβω,擁擠著;團團圍住
συνθρύπτω,使傷心;使人心碎
συνοδία,一群旅行者;一群同行的人
συνοδεύω,同行
συνοικέω,同住;同居;一同生活
συνοικοδομέω,一同被建造
συνομιλέω,交談;和......說話;談論
συνομορέω,靠近;鄰近
συνοχή,痛苦;憂傷;驚惶失措;惶恐不安
συντάσσω,命令;指示;告訴;吩咐
συντέλεια,結局;末日;終結;終局
συντέμνω,割短;縮短;速速地完結
συντίθημι,達成一致;一起安排;聯合協議;聯合安排;雙方協議
συντελέω,成全;完成;結束;完畢
συντηρέω,保全
συντρέχω,一起跑來;迅速聚集
συντρίβω,打碎;碎裂
συντυγχάνω,到達;接近
συντόμως,短暫地;在短時間內;簡短的
συνυποκρίνομαι,一起假裝;隨伙裝假
συνυπουργέω,加入幫助;來幫助
συνωδίνω,一同受苦
συνωμοσία,陰謀;同謀;共謀
συσπαράσσω,使人抽搐;使人抽風
συστέλλω,靠近;接近尾聲;將盡
συστατικός,稱讚的;推薦的
συσταυρόω,同釘十字架
συστενάζω,一同歎息;一同呻吟
συστοιχέω,相當於;代表;是......的形像;象徵;表示
συστρέφω,集合;召集
συστρατιώτης,共同奮鬥的人;共同執行艱巨任務的人;一同當兵的;一起服役的;戰友
συστροφή,騷動;叛亂
συσχηματίζω,塑造自己的行為;使生活順從......;同化;效法
σφάγιον,祭物;祭品
σφάζω,殺戮;殺害
σφαγή,殺戮;殺害
σφοδρῶς,極其;極度;非常;十分;猛烈地
σφραγίζω,封上;加封條;使安全
σφραγίς,印章;圖章
σφυδρόν,踝關節
σφόδρα,極其;極度;非常;十分;猛烈地
σχίζω,裂開;撕裂
σχίσμα,裂口
σχεδόν,幾乎;差不多;大約;快到;將近
σχοινίον,繩子
σχολάζω,花時間於;專心於
σχολή,講堂;學校
σχῆμα,形式;外形;樣子;形態;性質;結構
σωματικός,身體的;身體的形狀
σωματικῶς,身體的;身體的形狀
σωρεύω,使人感到羞愧;使人蒙羞;使人羞慚
σωτήρ,拯救者;救主
σωτήριος,拯救的;帶來拯救的;救恩的
σωτηρία,救;解救;救援;使安全;拯救
σωφρονέω,頭腦清醒;神智清醒;理智的;清晰地思考;正確地推論
σωφρονίζω,教導;訓練
σωφρονισμός,有良好的判斷力;明智;運用良好的判斷力;正確的判斷
σωφροσύνη,有良好的判斷力;明智;運用良好的判斷力;正確的判斷
σωφρόνως,明智的;明智地;適度的;適度地
σός,你的;屬於你的
σύγχυσις,騷動;叛亂
σύζυγος,同工;同事;一同做工的
σύμβουλος,顧問;謀士
σύμμορφος,有相似的形式;有相同的樣式;形像相似
σύμφημι,同意;承認
σύμφορος,集合;召集
σύμφυτος,與......相似;與......合而為一
σύμφωνος,協議
σύμψυχος,和諧;一致的心思;心靈合一
σύν,同;跟......一起
σύνδεσμος,捆綁;束縛;捆綁起來的東西
σύνδουλος,同作奴僕的
σύνειμι (II),聚在一起;聚會;聚集;相聚;集合
σύνεσις,理解;所理解的事
σύντριμμα,破壞;蹂躪
σύντροφος,同養兄弟或同養姊妹
σύρω,拖;拉;抽;拔
σύσσημον,信號;記號;暗號
σύσσωμος,同為成員
σώφρων,明智的;明智地;適度的;適度地
σῖτος,穀物;小麥
σῦκον,無花果
σῴζω,救;解救;救援;使安全;拯救
σῶμα,身體
τάγμα,正確的次序;良好的次序;按次序;有序地
τάλαντον,他連得
τάξις,依次;按照順序;按班次
τάραχος,騷動;暴亂;亂事;擾亂;嚴重的動亂
τάσσω,委派;指定;指派任務;設立
τάφος,墳墓;墓穴
τάχα,可能;也許;或許;或者
τάχος,非常短的時間;很快(與介詞 ἐν 配合使用)
τέ,和
τέκνον,孩子;兒女;後裔
τέκτων,建造者;建築者;木匠
τέλειος,完全的;完美的
τέλος,結局;末日;終結;終局
τέρας,徵兆;預兆;奇事;兆頭
τέσσαρες,四
τέταρτος,第四
τέχνη,手藝;工藝;職業;技巧
τήκω,變成液體;融化;熔化;熔解
τήρησις,看押;看守;拘留
τίθημι,放在
τίκτω,生(孩子);生產;分娩
τίλλω,拔下;採摘
τίμιος,珍貴的;貴重的;寶貴的
τίνω,受苦;得到報應
τίς,誰?什麼?
τίτλος,銘文;名號;題字;所寫的文字
ταβέρνη,客棧
τακτός,確定的;選定的;指定的
ταλαίπωρος,悲慘的;可憐的;真苦啊
ταλαιπωρέω,愁苦;悲傷;難過
ταλαιπωρία,苦難;困苦;悲慘;災難
ταλαντιαῖος,重一他連得
ταλιθά,音譯:大利大;女孩子;小女孩;閨女
ταμεῖον,内室;密室
ταπείνωσις,謙卑;謙卑的行為
ταπεινοφροσύνη,謙卑的態度;謙恭;不傲慢
ταπεινός,沮喪;灰心;灰心喪志;垂頭喪氣
ταπεινόφρων,謙卑的態度;謙恭;不傲慢
ταπεινόω,使低矮
ταράσσω,使移動;攪動
ταρταρόω,丟進地獄;囚禁於塔爾塔魯斯(Tartarus 音譯)
ταφή,墓地;墳地
ταχέως,很快;快快地;匆忙地;迅速地
ταχινός,很快;快快地;匆忙地;迅速地
ταχύς,很快;快快地;匆忙地;迅速地
ταῦρος,公牛
τεκμήριον,證據;憑據;確據
τεκνίον,小子;朋友;孩子;小夥子
τεκνογονέω,生(孩子);生產;分娩
τεκνογονία,生(孩子);生產;分娩
τεκνοτροφέω,撫養;養育;撫養直至長大
τελέω,成全;完成;結束;完畢
τελείως,完全;全然;徹底;完整地;整個
τελείωσις,使成為完全;成全
τελειωτής,完成者;成終者
τελειότης,成熟
τελειόω,使成為完全;成全
τελεσφορέω,結出成熟的果實
τελευτάω,死亡;死
τελευτή,死亡;死
τελώνης,稅吏;收稅的人;稅棍
τελώνιον,稅務署;稅關
τεσσαρεσκαιδέκατος,第十四
τεταρταῖος,在第四天
τετράγωνος,正方形;四方的
τετράδιον,班;四人小分隊
τετράμηνος,四個月
τετράπους,四足動物;四腳的牲畜;走獸
τετρακισχίλιοι,四千
τετρακόσιοι,四百
τετραπλοῦς,四倍
τεφρόω,焚燒成灰;化為灰燼
τεχνίτης,工匠;手藝人;技工;建造者
τεῖχος,城牆
τηλαυγῶς,清晰地;清清楚楚
τηλικοῦτος,"這麼大;那麼大;如此大,甚大"
τηρέω,使繼續;保留
τιμάω,尊崇;敬重
τιμή,尊榮;尊敬;身分
τιμιότης,財富;財物
τιμωρέω,"懲罰;責罰,譴責;受懲罰(與被動結構連用)"
τιμωρία,"懲罰;責罰,譴責;受懲罰(與被動結構連用)"
τοίνυν,為著這個緣故;因此;所以;正是為此;那麼
τοιγαροῦν,為著這個緣故;因此;所以;正是為此;那麼
τοιοῦτος,這樣的;像這樣的;像......一樣
τοιόσδε,這樣一種的;明顯不同的;獨特的;特殊的
τολμάω,放膽;大膽;膽敢
τολμηρός,放膽;大膽
τολμητής,大膽的人;膽大妄為的人
τομός,鋒利的;銳利的
τοπάζιον,黃玉
τοσοῦτος,如此多;這麼多
τοῖχος,牆
τράγος,公山羊
τράπεζα,桌子
τράχηλος,頸項;脖子
τρέμω,顫抖;震動
τρέφω,提供食物;給某人食物吃;養育;供養
τρέχω,跑;急速行進
τρίβολος,有刺植物;荊棘;蒺藜
τρίβος,路徑;踏平了的路
τρίζω,磨牙齒;咬牙切齒;牙關緊咬
τρίμηνος,三個月
τρίς,三次
τρίστεγον,三樓(美式說法);二樓(英式說法)
τρίτος,第三;老三
τρίχινος,多毛的
τραπεζίτης,兌換銀錢的人;銀行業者;錢莊商人
τραυματίζω,打傷;傷害
τραχηλίζω,容易被知道的;赤露敞開的;赤裸裸地暴露的
τραχύς,不平的;崎嶇的;高高低低的
τραῦμα,創傷
τρεῖς,三
τριάκοντα,三十
τριακόσιοι,三百
τριετία,三年的歲月;三年之久;三年來
τρισχίλιοι,三千
τροπή,轉動;變化
τροποφορέω,容忍;忍受;不厭其煩
τροφή,食物
τροφός,乳母;保姆
τροχιά,生活;行事;正確地行事
τροχός,路程;歷程;方式
τρυγάω,採摘;收取
τρυγών,鴿子
τρυμαλιά,孔
τρυφάω,狂歡作樂;過奢侈的生活
τρυφή,狂歡作樂;過奢侈的生活
τρόμος,顫抖;震動
τρόπος,態度;方法
τρύβλιον,碗;盤
τρώγω,吃東西;吃;吃喝
τρῆμα,孔
τυγχάνω,"經歷,發生在......身上"
τυμπανίζω,折磨;受痛苦;受酷刑
τυπικώς,傷痕;傷口
τυφλός,看不見;失明的;瞎眼的;盲的
τυφλόω,使某人不明白;消除某人的理解力
τυφωνικός,猛烈的;強風的
τυφόω,傲慢無禮;極其驕傲;非常傲慢
τόκος,利息
τόξον,弓
τόπος,空間;地方;空位
τότε,然後;後來;此後
τύπος,傷痕;傷口
τύπτω,打;捶;打擊;敲打
τύφω,慢燃;閃爍
τὶς,某人;某事;任何人;任何事
υἱοθεσία,收養
υἱός,兒子
φάγος,貪吃的人;貪吃暴食
φάντασμα,鬼
φάραγξ,山窪;山谷;深谷
φάρμακος,巫師;行邪術的人;行巫術的人
φάσις,報告;消息;話語;信息
φάσκω,聲明;堅持;聲稱;以為
φάτνη,飼料箱;馬槽;飼料槽
φέγγος,光
φέρω,攜帶;背負;帶上
φήμη,報告;消息;話語;信息
φίλανδρος,愛丈夫
φίλαυτος,自私自利;以自我為中心的愛;只顧自己
φίλημα,親嘴;親吻
φίλος,朋友
φαίνω,發光;光照;帶來光明
φανέρωσις,表明;表示;顯明;顯現;揭露;揭示;披露;啟示
φανερός,聲名遠播;廣為人知
φανερόω,使出現;使可見;讓人看到;顯現
φανερῶς,公開地;公然
φαντάζω,所顯現的;景象;所見的
φαντασία,大排儀仗;大張威勢
φανός,燈籠
φαρμακεία,行邪術;施法術;行巫術;魔法;邪術;巫術
φαῦλος,刻薄的;壞的;邪惡的
φείδομαι,寬容;防止麻煩發生在某人身上
φειδομένως,吝嗇的;有限地;很少
φεύγω,逃走
φημί,說;講;告訴
φθάνω,來到;到達
φθέγγομαι,說話;發出聲音
φθαρτός,容易腐壞的;會朽壞的;必死的
φθείρω,毀壞
φθινοπωρινός,深秋;晚秋
φθονέω,嫉妒
φθορά,敗壞;毀滅
φθόγγος,聲音
φθόνος,嫉妒
φιάλη,碗
φιλάγαθος,喜愛良善;喜歡做好事;喜愛美好的事物
φιλάδελφος,愛弟兄的人;相愛如弟兄;親愛如手足
φιλάργυρος,貪愛錢財;貪財的人;愛錢的人
φιλέω,愛;喜愛;鍾愛
φιλήδονος,愛宴樂;愛享樂;貪求快樂
φιλία,愛;喜愛;鍾愛
φιλαδελφία,基督徒之間的友愛;弟兄相愛的心
φιλανθρωπία,對人類的愛;對人的愛;仁愛
φιλανθρώπως,仁慈的;友好的
φιλαργυρία,貪財;貪愛金錢
φιλονεικία,"想要爭吵,準備好爭論;想爭吵;喜歡吵架"
φιλοξενία,顯示熱情好客;接待陌生人;熱情款待
φιλοπρωτεύω,喜歡為首的;想要命令他人;想做領袖
φιλοσοφία,人類的理解;人類的智慧;哲學
φιλοτιμέομαι,渴望;立志;以追求某事物為自己的心志
φιλοφρόνως,仁慈的;友好的
φιλόθεος,愛上帝
φιλόνεικος,喜歡吵架的;好爭論的;容易引起爭論的
φιλόξενος,好客的;樂意款待的;殷勤接待的
φιλόσοφος,哲學家;學者
φιλόστοργος,非常親愛;非常親密;相親相愛
φιλότεκνος,愛自己的兒女;愛兒女的人
φιμόω,給戴口套;籠住(動物的)嘴;阻止進食
φλογίζω,點燃;點火;生火;點燈
φλυαρέω,胡言亂語;胡扯
φλόξ,火焰
φλύαρος,胡言亂語的人;說長道短的;愛說閒話的
φοβέω,恐懼;害怕
φοβερός,可怕的;引起恐懼的
φονεύς,兇手
φονεύω,謀殺;犯謀殺罪
φορέω,穿(衣);穿上;穿著;披著
φορτίζω,使搬運;使負重擔
φορτίον,重擔;擔子;貨物(如船上的貨物)
φοῖνιξ,"棕樹,棕櫚樹"
φράζω,解釋;意義;解說
φράσσω,使停止;終止;阻擋;阻止
φρέαρ,井
φρήν,深思熟慮;思想方式;人生觀
φρίσσω,害怕得發抖;極度害怕;恐懼戰競
φραγέλλιον,鞭子
φραγελλόω,鞭打;鞭笞
φραγμός,籬笆;牆
φρεναπάτης,誤導的人;騙子
φρεναπατάω,誤導;欺哄;欺騙
φρονέω,有自己的看法;以某種獨特的方式來思考
φρονίμως,明智;聰明;有理解力;有洞察力
φροντίζω,沉思;仔細思想;專心思考;專心一意
φρουρέω,防範;把守;看守
φρυάσσω,咆哮;被激怒
φρόνημα,深思熟慮;思想方式;人生觀
φρόνησις,深思熟慮;思想方式;人生觀
φρόνιμος,明智;聰明;有理解力;有洞察力
φρύγανον,"乾柴,木柴"
φυγή,逃走
φυλάσσω,嚴密看守
φυλή,支族;部落;支派
φυλακή,監牢;監獄
φυλακίζω,約束;控制;囚禁;關進監獄
