strong	domain_type	domain	label	count	share
G3173	sdbg	078002	More Than, Less Than [Comparative Degree]	3	0.012
G3173	sdbg	087	Status	2	0.008
G3173	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	2	0.008
G3173	sdbg	025020	Surprise, Astonish	2	0.008
G3173	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	2	0.008
G3174	sdbg	078001	Much, Little [Positive-Negative Degree]	1	1.000
G3175	sdbg	087003	High Status or Rank [including persons of high status]	3	1.000
G3177	sdbg	033010	Interpret, Mean, Explain	8	1.000
G3178	sdbg	088037	Drunkenness	3	1.000
G3179	sdbg	013002	Change of State	2	0.333
G3179	sdbg	015001	Move, Come/Go	2	0.333
G3180	sdbg	088021	Mislead, Lead Astray, Deceive	2	1.000
G3182	sdbg	088037	Drunkenness	4	1.000
G3183	sdbg	088037	Drunkenness	2	1.000
G3184	sdbg	088037	Drunkenness	4	0.571
G3184	sdbg	023001	Eat, Drink	3	0.429
G3188	sdbg	006010	Instruments Used in Marking and Writing	3	1.000
G3189	sdbg	079007	Color	3	1.000
G3190	sdbg	093001	Persons	1	1.000
G3191	sdbg	030004	To Intend, To Purpose, To Plan	1	0.333
G3192	sdbg	005001	Food	4	1.000
G3194	sdbg	093002	Places	1	1.000
G3195	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	94	0.870
G3195	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	8	0.074
G3195	sdbg	071005	Necessary, Unnecessary	6	0.056
G3196	sdbg	008002	Parts of the Body	22	0.629
G3196	sdbg	063004	Part	13	0.371
G3197	sdbg	093001	Persons	2	1.000
G3198	sdbg	093001	Persons	8	1.000
G3199	sdbg	030002	To Think About, with the Implied Purpose of Responding Appropriately	5	0.500
G3199	sdbg	025021	Worry, Anxiety, Distress, Peace	5	0.500
G3200	sdbg	006010	Instruments Used in Marking and Writing	1	1.000
G3201	sdbg	033048	Accuse, Blame	2	1.000
G3202	sdbg	033048	Accuse, Blame	1	1.000
G3303	sdbg	089023	Contrast	85	0.491
G3303	sdbg	091002	Markers of Emphasis	34	0.197
G3303	sdbg	091001	Markers of Transition	32	0.185
G3303	sdbg	089017	Addition	22	0.127
G3304	sdbg	089023	Contrast	3	0.600
G3305	sdbg	089023	Contrast	8	1.000
G3306	sdbg	068002	Continue	50	0.424
G3306	sdbg	085003	Remain, Stay	44	0.373
G3306	sdbg	013003	Exist	24	0.203
G3307	sdbg	063006	Divide	9	0.692
G3307	sdbg	057008	Give	3	0.231
G3308	sdbg	025021	Worry, Anxiety, Distress, Peace	6	1.000
G3309	sdbg	025021	Worry, Anxiety, Distress, Peace	19	1.000
G3310	sdbg	063004	Part	4	0.800
G3311	sdbg	057008	Give	1	0.500
G3312	sdbg	063006	Divide	1	1.000
G3313	sdbg	063004	Part	27	0.600
G3313	sdbg	001011	Sociopolitical Areas	8	0.178
G3313	sdbg	078004	Completely, Enough [Completive Degree]	3	0.067
G3313	sdbg	011001	General	2	0.044
G3314	sdbg	067004	A Point of Time with Reference to Units of Time: Daybreak, Midday, Midnight, Late	2	0.667
G3315	sdbg	031003	Agree, Consent	1	1.000
G3316	sdbg	031003	Agree, Consent	5	0.833
G3317	sdbg	067004	A Point of Time with Reference to Units of Time: Daybreak, Midday, Midnight, Late	4	1.000
G3318	sdbg	093002	Places	2	1.000
G3319	sdbg	083003	Among, Between, In, Inside	58	1.000
G3320	sdbg	007006	Walls and Fences	1	1.000
G3321	sdbg	001002	Regions Above the Earth	3	1.000
G3322	sdbg	067007	Duration of Time with Reference to Some Unit of Time: During, In, While, Throughout	1	1.000
G3323	sdbg	053009	Roles and Functions	2	1.000
G3324	sdbg	059004	Full, Empty	4	0.444
G3324	sdbg	068006	Do Intensely or Extensively	3	0.333
G3324	sdbg	078004	Completely, Enough [Completive Degree]	2	0.222
G3325	sdbg	059004	Full, Empty	1	1.000
G3326	sdbg	089020	Association	202	0.495
G3326	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	91	0.223
G3326	sdbg	089013	Attendant Circumstances	48	0.118
G3326	sdbg	090013	Experiencer	29	0.071
G3326	sdbg	089022	Combinative Relation	12	0.029
G3326	sdbg	089012	Means	8	0.020
G3326	sdbg	083003	Among, Between, In, Inside	8	0.020
G3326	sdbg	090009	Benefaction	5	0.012
G3326	sdbg	090008	Opposition	4	0.010
G3327	sdbg	015001	Move, Come/Go	11	0.917
G3328	sdbg	031008	Change an Opinion Concerning Truth	1	1.000
G3329	sdbg	015023	Lead, Bring, Take	2	1.000
G3330	sdbg	057008	Give	5	1.000
G3331	sdbg	015001	Move, Come/Go	2	0.667
G3332	sdbg	015004	Leave, Depart, Flee, Escape, Send	2	1.000
G3333	sdbg	033029	Call	4	1.000
G3334	sdbg	013001	State	1	1.000
G3335	sdbg	057009	Receive	5	0.625
G3335	sdbg	090013	Experiencer	3	0.375
G3336	sdbg	057009	Receive	1	1.000
G3337	sdbg	057010	Exchange	1	0.500
G3338	sdbg	025023	Sorrow, Regret	5	0.625
G3338	sdbg	031008	Change an Opinion Concerning Truth	3	0.375
G3339	sdbg	058002	Appearance as an Outward Manifestation of Form	2	0.500
G3339	sdbg	013002	Change of State	2	0.500
G3340	sdbg	041005	Change Behavior	34	1.000
G3341	sdbg	041005	Change Behavior	22	1.000
G3342	sdbg	083003	Among, Between, In, Inside	4	0.444
G3342	sdbg	089020	Association	3	0.333
G3342	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	2	0.222
G3343	sdbg	015004	Leave, Depart, Flee, Escape, Send	9	1.000
G3344	sdbg	013002	Change of State	3	1.000
G3345	sdbg	058002	Appearance as an Outward Manifestation of Form	4	0.800
G3346	sdbg	015001	Move, Come/Go	3	0.500
G3346	sdbg	013002	Change of State	2	0.333
G3347	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	1	1.000
G3348	sdbg	057001	Have, Possess, Property, Owner	5	0.500
G3348	sdbg	023001	Eat, Drink	3	0.300
G3348	sdbg	034003	Belong To, Be Included in the Membership of, Be Excluded From	2	0.200
G3349	sdbg	025021	Worry, Anxiety, Distress, Peace	1	1.000
G3350	sdbg	085005	Dwell, Reside	4	1.000
G3351	sdbg	085005	Dwell, Reside	2	1.000
G3352	sdbg	034001	Associate	1	1.000
G3353	sdbg	034001	Associate	6	1.000
G3354	sdbg	081001	Measure, To Measure	6	0.545
G3354	sdbg	057008	Give	5	0.455
G3355	sdbg	081005	Specific Measures of Volume	1	1.000
G3356	sdbg	088008	Gentleness, Mildness	1	1.000
G3357	sdbg	078001	Much, Little [Positive-Negative Degree]	1	1.000
G3358	sdbg	081001	Measure, To Measure	14	0.933
G3359	sdbg	008002	Parts of the Body	8	1.000
G3360	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	12	0.706
G3360	sdbg	078005	Up To, As Much As, To the Degree That [Marked Extent of Degree]	4	0.235
G3361	sdbg	069002	Negation	589	0.884
G3361	sdbg	069005	Markers for a Negative Response to Questions	42	0.063
G3361	sdbg	089009	Purpose	32	0.048
G3365	sdbg	069002	Negation	2	1.000
G3366	sdbg	069003	Negation Combined with Clitics	56	1.000
G3367	sdbg	092004	Whom or What Spoken or Written About	90	1.000
G3368	sdbg	067001	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	1	1.000
G3369	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	1	1.000
G3370	sdbg	093002	Places	1	1.000
G3371	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	22	1.000
G3372	sdbg	081003	Long, Short, Far	3	1.000
G3373	sdbg	023011	Grow, Growth	1	1.000
G3374	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	1	1.000
G3375	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	1	1.000
G3376	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	18	1.000
G3377	sdbg	033015	Inform, Announce	4	1.000
G3380	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	2	1.000
G3382	sdbg	008002	Parts of the Body	1	1.000
G3383	sdbg	069003	Negation Combined with Clitics	34	1.000
G3384	sdbg	010002	Kinship Relations Involving Successive Generations	81	0.976
G3384	sdbg	058010	Archetype, Corresponding Type [Antitype]	2	0.024
G3385	sdbg	069005	Markers for a Negative Response to Questions	17	1.000
G3388	sdbg	008002	Parts of the Body	2	1.000
G3389	sdbg	020004	Kill	1	1.000
G3392	sdbg	088034	Impurity	4	0.800
G3393	sdbg	088034	Impurity	1	1.000
G3394	sdbg	088034	Impurity	1	1.000
G3395	sdbg	006021	Perfumes and Incense	1	0.333
G3396	sdbg	063003	Mix	4	1.000
G3398	sdbg	087004	Low Status or Rank [including persons of low status]	14	0.292
G3398	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	14	0.292
G3398	sdbg	079028	Large, Small	8	0.167
G3398	sdbg	081003	Long, Short, Far	4	0.083
G3398	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	4	0.083
G3398	sdbg	078001	Much, Little [Positive-Negative Degree]	4	0.083
G3399	sdbg	093002	Places	3	1.000
G3400	sdbg	081006	Specific Measures of Length	1	1.000
G3401	sdbg	041004	Imitate Behavior	4	1.000
G3402	sdbg	041004	Imitate Behavior	6	1.000
G3403	sdbg	029002	Recalling from Memory	20	0.769
G3403	sdbg	029004	Recalling and Responding with Appropriate Action	6	0.231
G3404	sdbg	088026	Hate, Hateful	40	1.000
G3405	sdbg	038002	Reward, Recompense	3	1.000
G3406	sdbg	038002	Reward, Recompense	1	1.000
G3407	sdbg	057013	Hire, Rent Out	2	1.000
G3408	sdbg	038002	Reward, Recompense	23	0.793
G3408	sdbg	057013	Hire, Rent Out	6	0.207
G3409	sdbg	057013	Hire, Rent Out	2	1.000
G3410	sdbg	057013	Hire, Rent Out	1	1.000
G3411	sdbg	057013	Hire, Rent Out	3	1.000
G3412	sdbg	093002	Places	1	1.000
G3413	sdbg	093001	Persons	2	1.000
G3414	sdbg	006011	Money and Monetary Units	9	1.000
G3416	sdbg	093001	Persons	1	1.000
G3417	sdbg	029004	Recalling and Responding with Appropriate Action	5	0.714
G3417	sdbg	029002	Recalling from Memory	2	0.286
G3418	sdbg	007007	Miscellaneous Constructions	10	1.000
G3419	sdbg	007007	Miscellaneous Constructions	38	1.000
G3420	sdbg	029002	Recalling from Memory	1	1.000
G3421	sdbg	029002	Recalling from Memory	14	0.636
G3421	sdbg	029004	Recalling and Responding with Appropriate Action	8	0.364
G3422	sdbg	029002	Recalling from Memory	3	1.000
G3423	sdbg	034010	Marriage, Divorce	3	1.000
G3424	sdbg	033006	Speak, Talk	1	1.000
G3426	sdbg	006016	Containers	3	1.000
G3428	sdbg	031009	Trust, Rely	4	0.571
G3428	sdbg	088036	Sexual Misbehavior	3	0.429
G3429	sdbg	088036	Sexual Misbehavior	4	1.000
G3430	sdbg	088036	Sexual Misbehavior	3	1.000
G3431	sdbg	088036	Sexual Misbehavior	15	1.000
G3432	sdbg	088036	Sexual Misbehavior	3	1.000
G3433	sdbg	022004	Difficult, Hard	5	0.714
G3433	sdbg	078003	About, Approximately, Almost, Hardly [Approximate Degree]	2	0.286
G3434	sdbg	093001	Persons	1	1.000
G3435	sdbg	053004	Defile, Unclean, Common	2	0.667
G3436	sdbg	053004	Defile, Unclean, Common	1	1.000
G3437	sdbg	033041	Complain	1	1.000
G3438	sdbg	085005	Dwell, Reside	2	1.000
G3439	sdbg	058007	Distinctive, Unique	9	1.000
G3440	sdbg	058007	Distinctive, Unique	12	1.000
G3441	sdbg	058007	Distinctive, Unique	45	1.000
G3442	sdbg	024001	See	2	1.000
G3443	sdbg	010001	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	1	1.000
G3444	sdbg	058001	Nature, Character	2	0.667
G3445	sdbg	058001	Nature, Character	1	1.000
G3446	sdbg	058001	Nature, Character	2	1.000
G3447	sdbg	006013	Images and Idols	1	1.000
G3448	sdbg	004001	Animals	6	1.000
G3449	sdbg	042004	Work, Toil	3	1.000
G3451	sdbg	014009	Sound	1	1.000
G3452	sdbg	008002	Parts of the Body	1	1.000
G3453	sdbg	027001	Learn	1	1.000
G3454	sdbg	033003	Discourse Types	5	1.000
G3455	sdbg	014009	Sound	1	1.000
G3456	sdbg	033044	Mock, Ridicule	1	1.000
G3457	sdbg	007007	Miscellaneous Constructions	1	1.000
G3458	sdbg	007007	Miscellaneous Constructions	5	1.000
G3460	sdbg	093002	Places	1	1.000
G3461	sdbg	060001	Number, Countless	6	0.750
G3461	sdbg	060002	One, Two, Three, Etc. [Cardinals]	2	0.250
G3462	sdbg	006021	Perfumes and Incense	1	1.000
G3463	sdbg	060002	One, Two, Three, Etc. [Cardinals]	2	0.667
G3464	sdbg	006021	Perfumes and Incense	14	1.000
G3465	sdbg	093002	Places	2	1.000
G3466	sdbg	028005	Not Able To Be Known, Secret	27	1.000
G3467	sdbg	032005	Lack of Capacity for Understanding	1	1.000
G3468	sdbg	020002	Harm, Wound	1	1.000
G3469	sdbg	033045	Criticize	2	1.000
G3470	sdbg	079012	Blemished, Unblemished	1	1.000
G3471	sdbg	079008	Sweet, Bitter, Tasteless	2	0.500
G3471	sdbg	032005	Lack of Capacity for Understanding	2	0.500
G3472	sdbg	032005	Lack of Capacity for Understanding	5	1.000
G3473	sdbg	033040	Foolish Talk	1	1.000
G3474	sdbg	032005	Lack of Capacity for Understanding	12	1.000
G3475	sdbg	093001	Persons	80	0.899
G3475	sdbg	033005	Written Language	9	0.101
G3476	sdbg	093001	Persons	3	1.000
G3477	sdbg	093001	Persons	1	1.000
G3478	sdbg	093002	Places	12	1.000
G3479	sdbg	093002	Places	6	1.000
G3480	sdbg	093002	Places	13	1.000
G3481	sdbg	093001	Persons	1	1.000
G3482	sdbg	093001	Persons	6	1.000
G3483	sdbg	069001	Affirmation	34	1.000
G3484	sdbg	093002	Places	1	1.000
G3485	sdbg	007002	Buildings	44	0.978
G3486	sdbg	093001	Persons	1	1.000
G3487	sdbg	006021	Perfumes and Incense	2	1.000
G3488	sdbg	093001	Persons	1	1.000
G3489	sdbg	054	Maritime Activities	2	1.000
G3490	sdbg	054	Maritime Activities	1	1.000
G3491	sdbg	006008	Boats and Parts of Boats	1	1.000
G3492	sdbg	054	Maritime Activities	3	1.000
G3493	sdbg	093001	Persons	1	1.000
G3494	sdbg	009002	Males	3	1.000
G3495	sdbg	009002	Males	11	1.000
G3497	sdbg	093001	Persons	1	1.000
G3498	sdbg	023007	Live, Die	117	0.907
G3498	sdbg	065004	Useful, Useless	7	0.054
G3498	sdbg	074	Able, Capable	5	0.039
G3499	sdbg	068004	Cease, Stop	3	1.000
G3500	sdbg	023003	Birth, Procreation	1	0.500
G3501	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	20	0.833
G3501	sdbg	058011	New, Old [primarily non-temporal]	3	0.125
G3502	sdbg	004002	Birds	1	1.000
G3503	sdbg	067008	Indefinite Units of Time: Age, Lifetime, Interval, Period	4	1.000
G3504	sdbg	011002	Socio-Religious	1	1.000
G3506	sdbg	033056	Non-Verbal Communication	2	1.000
G3507	sdbg	001005	Atmospheric Objects	26	1.000
G3508	sdbg	093002	Places	2	0.667
G3509	sdbg	011001	General	1	1.000
G3510	sdbg	026	Psychological Faculties	1	1.000
G3511	sdbg	053009	Roles and Functions	1	1.000
G3512	sdbg	067008	Indefinite Units of Time: Age, Lifetime, Interval, Period	1	1.000
G3513	sdbg	089006	Basis	1	1.000
G3514	sdbg	048	Activities Involving Cloth	2	1.000
G3515	sdbg	009004	Children	1	1.000
G3516	sdbg	009004	Children	14	1.000
G3517	sdbg	093001	Persons	1	1.000
G3518	sdbg	093001	Persons	1	1.000
G3519	sdbg	001009	Land in Contrast With the Sea	1	1.000
G3520	sdbg	001009	Land in Contrast With the Sea	9	1.000
G3521	sdbg	053008	Fasting	2	0.400
G3521	sdbg	023001	Eat, Drink	2	0.400
G3522	sdbg	053008	Fasting	20	1.000
G3523	sdbg	023001	Eat, Drink	2	1.000
G3524	sdbg	088011	Self-Control, Lack of Self-Control	3	1.000
G3525	sdbg	030001	To Think, Thought	5	0.556
G3525	sdbg	088011	Self-Control, Lack of Self-Control	4	0.444
G3526	sdbg	093001	Persons	1	1.000
G3527	sdbg	093001	Persons	1	1.000
G3528	sdbg	039012	Conquer	28	1.000
G3529	sdbg	039012	Conquer	1	1.000
G3530	sdbg	093001	Persons	5	1.000
G3531	sdbg	093001	Persons	2	1.000
G3532	sdbg	093001	Persons	1	1.000
G3533	sdbg	093002	Places	1	1.000
G3534	sdbg	039012	Conquer	4	1.000
G3536	sdbg	093002	Places	3	1.000
G3537	sdbg	006016	Containers	1	1.000
G3538	sdbg	047002	Use of Liquids	16	0.800
G3538	sdbg	088007	Humility	3	0.150
G3539	sdbg	032001	Understand	11	0.733
G3539	sdbg	030001	To Think, Thought	3	0.200
G3540	sdbg	026	Psychological Faculties	4	0.667
G3540	sdbg	030001	To Think, Thought	2	0.333
G3541	sdbg	010002	Kinship Relations Involving Successive Generations	1	1.000
G3542	sdbg	001015	Pastures and Cultivated Lands	1	0.500
G3543	sdbg	031005	Suppose, Think Possible	15	0.938
G3544	sdbg	033033	Law, Regulation, Ordinance	8	0.889
G3545	sdbg	072002	Accurate, Inaccurate	2	1.000
G3546	sdbg	006011	Money and Monetary Units	1	1.000
G3547	sdbg	033017	Teach	3	1.000
G3548	sdbg	033033	Law, Regulation, Ordinance	1	1.000
G3549	sdbg	033033	Law, Regulation, Ordinance	2	1.000
G3550	sdbg	033033	Law, Regulation, Ordinance	1	1.000
G3551	sdbg	033005	Written Language	162	0.822
G3551	sdbg	033033	Law, Regulation, Ordinance	35	0.178
G3552	sdbg	025001	Desire, Want, Wish	1	1.000
G3553	sdbg	023009	Sickness, Disease, Weakness	1	1.000
G3554	sdbg	023009	Sickness, Disease, Weakness	11	1.000
G3555	sdbg	004002	Birds	1	1.000
G3556	sdbg	004002	Birds	1	1.000
G3557	sdbg	057021	Steal, Rob	3	1.000
G3558	sdbg	082001	North, South, East, West	4	0.571
G3558	sdbg	014002	Wind	3	0.429
G3559	sdbg	033017	Teach	2	0.500
G3559	sdbg	033047	Warn	2	0.500
G3560	sdbg	033046	Rebuke	6	0.462
G3560	sdbg	033047	Warn	4	0.308
G3560	sdbg	033017	Teach	3	0.231
G3561	sdbg	051	Festivals	1	1.000
G3562	sdbg	032004	Capacity for Understanding	1	1.000
G3563	sdbg	026	Psychological Faculties	17	0.654
G3563	sdbg	030001	To Think, Thought	9	0.346
G3564	sdbg	093001	Persons	1	1.000
G3565	sdbg	010004	Kinship Relations Based upon Marriage	8	1.000
G3566	sdbg	010004	Kinship Relations Based upon Marriage	16	1.000
G3567	sdbg	007003	Parts and Areas of Buildings	4	1.000
G3568	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	146	1.000
G3570	sdbg	091001	Markers of Transition	10	0.556
G3570	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	8	0.444
G3571	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	39	0.629
G3571	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	16	0.258
G3571	sdbg	014007	Darkness	7	0.113
G3572	sdbg	019002	Pierce, Cut	1	1.000
G3573	sdbg	023005	Sleep, Waking	2	1.000
G3574	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	1	1.000
G3575	sdbg	093001	Persons	8	1.000
G3576	sdbg	088032	Laziness, Idleness	2	0.667
G3577	sdbg	008002	Parts of the Body	1	1.000
G3578	sdbg	007003	Parts and Areas of Buildings	2	0.667
G3579	sdbg	034008	Show Hospitality	7	0.700
G3579	sdbg	025020	Surprise, Astonish	3	0.300
G3580	sdbg	034008	Show Hospitality	1	1.000
G3581	sdbg	011003	Socio-Political	9	0.643
G3581	sdbg	028003	Well Known, Clearly Shown, Revealed	4	0.286
G3582	sdbg	006016	Containers	1	1.000
G3583	sdbg	079015	Wet, Dry	12	0.800
G3583	sdbg	023009	Sickness, Disease, Weakness	2	0.133
G3584	sdbg	023009	Sickness, Disease, Weakness	5	0.357
G3584	sdbg	001009	Land in Contrast With the Sea	2	0.143
G3584	sdbg	079015	Wet, Dry	2	0.143
G3585	sdbg	003006	Wood and Wood Products	2	1.000
G3586	sdbg	003002	Trees	7	0.333
G3586	sdbg	006007	Weapons and Armor	5	0.238
G3586	sdbg	003006	Wood and Wood Products	4	0.190
G3586	sdbg	006006	Instruments Used in Punishment and Execution	4	0.190
G3587	sdbg	019002	Pierce, Cut	3	1.000
G3588	sdbg	092004	Whom or What Spoken or Written About	19783	1.000
G3589	sdbg	060002	One, Two, Three, Etc. [Cardinals]	2	1.000
G3590	sdbg	060003	First, Second, Third, Etc. [Ordinals]	5	1.000
G3591	sdbg	013004	Happen	1	1.000
G3592	sdbg	092007	Demonstrative or Deictic Reference	10	1.000
G3593	sdbg	015002	Travel, Journey	1	1.000
G3594	sdbg	015023	Lead, Bring, Take	3	0.600
G3594	sdbg	027001	Learn	2	0.400
G3595	sdbg	036001	Guide, Lead	4	0.800
G3596	sdbg	015002	Travel, Journey	1	1.000
G3597	sdbg	015002	Travel, Journey	2	1.000
G3598	sdbg	001016	Thoroughfares: Roads, Streets, Paths, etc.	39	0.379
G3598	sdbg	015002	Travel, Journey	24	0.233
G3598	sdbg	041001	Behavior, Conduct	23	0.223
G3598	sdbg	041003	Particular Patterns of Behavior	11	0.107
G3598	sdbg	077	Ready, Prepared	2	0.019
G3598	sdbg	088002	Just, Righteous	2	0.019
G3599	sdbg	008002	Parts of the Body	12	1.000
G3600	sdbg	025021	Worry, Anxiety, Distress, Peace	2	0.500
G3600	sdbg	024006	Pain, Suffering	2	0.500
G3601	sdbg	025021	Worry, Anxiety, Distress, Peace	2	1.000
G3602	sdbg	052	Funerals and Burial	2	1.000
G3604	sdbg	093001	Persons	2	1.000
G3605	sdbg	079009	Fragrance, Odor	1	1.000
G3606	sdbg	084001	Extension From a Source	10	0.625
G3606	sdbg	089007	Cause and/or Reason	6	0.375
G3607	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	2	1.000
G3608	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	5	1.000
G3609	sdbg	010001	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	3	1.000
G3610	sdbg	046	Household Activities	4	1.000
G3611	sdbg	085005	Dwell, Reside	8	1.000
G3612	sdbg	007003	Parts and Areas of Buildings	1	1.000
G3613	sdbg	085005	Dwell, Reside	2	1.000
G3614	sdbg	007002	Buildings	82	0.872
G3614	sdbg	010001	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	11	0.117
G3615	sdbg	010001	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	2	1.000
G3616	sdbg	046	Household Activities	1	1.000
G3617	sdbg	057001	Have, Possess, Property, Owner	12	1.000
G3618	sdbg	045	Building, Constructing	32	0.780
G3618	sdbg	074	Able, Capable	9	0.220
G3619	sdbg	074	Able, Capable	9	0.500
G3619	sdbg	042003	Make, Create	5	0.278
G3619	sdbg	007001	Constructions [General Meaning]	4	0.222
G3621	sdbg	046	Household Activities	1	1.000
G3622	sdbg	030004	To Intend, To Purpose, To Plan	4	0.444
G3622	sdbg	046	Household Activities	3	0.333
G3622	sdbg	042002	Do, Perform	2	0.222
G3623	sdbg	046	Household Activities	5	0.500
G3623	sdbg	037003	Exercise Authority	4	0.400
G3624	sdbg	007002	Buildings	79	0.669
G3624	sdbg	010001	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	27	0.229
G3624	sdbg	011003	Socio-Political	7	0.059
G3624	sdbg	010002	Kinship Relations Involving Successive Generations	4	0.034
G3625	sdbg	001006	The Earth's Surface	10	0.588
G3625	sdbg	009001	Human Beings	5	0.294
G3625	sdbg	001012	Governmental Administrative Areas	2	0.118
G3626	sdbg	046	Household Activities	1	1.000
G3627	sdbg	088010	Mercy, Merciless	2	1.000
G3628	sdbg	088010	Mercy, Merciless	5	1.000
G3629	sdbg	088010	Mercy, Merciless	3	1.000
G3630	sdbg	088037	Drunkenness	2	1.000
G3631	sdbg	006019	Plant Products	33	0.971
G3632	sdbg	088037	Drunkenness	1	1.000
G3633	sdbg	031005	Suppose, Think Possible	3	1.000
G3634	sdbg	064	Comparison	10	0.714
G3634	sdbg	058004	Class, Kind	4	0.286
G3635	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	1	1.000
G3636	sdbg	088032	Laziness, Idleness	2	0.667
G3637	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	1	1.000
G3638	sdbg	060002	One, Two, Three, Etc. [Cardinals]	10	1.000
G3639	sdbg	020003	Destroy	4	1.000
G3640	sdbg	031009	Trust, Rely	6	1.000
G3641	sdbg	059001	Many, Few [Countables]	16	0.390
G3641	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	10	0.244
G3641	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	9	0.220
G3641	sdbg	078001	Much, Little [Positive-Negative Degree]	6	0.146
G3642	sdbg	025024	Discouragement	1	1.000
G3643	sdbg	088025	Despise, Scorn, Contempt	1	1.000
G3644	sdbg	020003	Destroy	1	1.000
G3645	sdbg	020003	Destroy	1	1.000
G3646	sdbg	053002	Offering, Sacrifice	3	1.000
G3647	sdbg	023008	Health, Vigor, Strength	1	1.000
G3648	sdbg	059003	All, Any, Each, Every [Totality]	2	1.000
G3649	sdbg	025012	Laugh, Cry, Groan	1	1.000
G3650	sdbg	063001	Whole	93	0.845
G3650	sdbg	059003	All, Any, Each, Every [Totality]	14	0.127
G3650	sdbg	078004	Completely, Enough [Completive Degree]	3	0.027
G3651	sdbg	078004	Completely, Enough [Completive Degree]	1	1.000
G3652	sdbg	093001	Persons	1	1.000
G3653	sdbg	003004	Fruit Parts of Plants	1	1.000
G3654	sdbg	070	Real, Unreal	3	0.600
G3654	sdbg	078004	Completely, Enough [Completive Degree]	2	0.400
G3655	sdbg	014003	Rain	1	1.000
G3656	sdbg	033011	Converse, Discuss	4	1.000
G3657	sdbg	034001	Associate	1	1.000
G3659	sdbg	008002	Parts of the Body	2	1.000
G3660	sdbg	033054	Swear, Put Under Oath, Vow	26	1.000
G3661	sdbg	031003	Agree, Consent	11	1.000
G3663	sdbg	025002	Desire Strongly	2	1.000
G3664	sdbg	064	Comparison	45	1.000
G3665	sdbg	064	Comparison	2	1.000
G3666	sdbg	064	Comparison	15	1.000
G3667	sdbg	064	Comparison	6	1.000
G3668	sdbg	064	Comparison	31	1.000
G3669	sdbg	064	Comparison	1	1.000
G3670	sdbg	033021	Profess Allegiance	17	0.607
G3670	sdbg	033016	Assert, Declare	7	0.250
G3670	sdbg	033022	Admit, Confess, Deny	4	0.143
G3671	sdbg	033021	Profess Allegiance	6	1.000
G3672	sdbg	033022	Admit, Confess, Deny	1	1.000
G3673	sdbg	042005	Craft, Trade	1	1.000
G3674	sdbg	089020	Association	4	1.000
G3675	sdbg	030001	To Think, Thought	1	1.000
G3676	sdbg	089011	Concession	3	0.600
G3676	sdbg	064	Comparison	2	0.400
