strong	domain_type	domain	label	count	share
G0414	sdbg	025015	Patience, Endurance, Perseverance	5	1.000
G0415	sdbg	088010	Mercy, Merciless	1	1.000
G0416	sdbg	015022	Drive Along, Carry Along	1	1.000
G0417	sdbg	014002	Wind	31	1.000
G0418	sdbg	071001	Possible, Impossible	1	1.000
G0419	sdbg	032003	Ease or Difficulty in Understanding	1	1.000
G0420	sdbg	025015	Patience, Endurance, Perseverance	1	1.000
G0421	sdbg	032003	Ease or Difficulty in Understanding	2	1.000
G0422	sdbg	025018	Shame, Disgrace, Humiliation	1	1.000
G0423	sdbg	033045	Criticize	3	1.000
G0424	sdbg	015010	Come/Go Up, Ascend	3	1.000
G0425	sdbg	022005	Relief from Trouble	4	0.800
G0426	sdbg	056004	Judicial Hearing, Inquiry	2	1.000
G0427	sdbg	089021	Dissociation	3	1.000
G0428	sdbg	065004	Useful, Useless	1	1.000
G0429	sdbg	027002	Learn the Location of Something	2	1.000
G0430	sdbg	025015	Patience, Endurance, Perseverance	13	0.867
G0430	sdbg	031007	Accept As True	2	0.133
G0431	sdbg	010003	Kinship Relations of the Same Generation	1	1.000
G0432	sdbg	003003	Plants That Are Not Trees	1	1.000
G0433	sdbg	066	Proper, Improper	3	1.000
G0434	sdbg	020001	Violence	1	1.000
G0435	sdbg	009002	Males	136	0.618
G0435	sdbg	010004	Kinship Relations Based upon Marriage	57	0.259
G0435	sdbg	009001	Human Beings	27	0.123
G0436	sdbg	039003	Resistance	9	0.643
G0436	sdbg	039001	Opposition, Hostility	5	0.357
G0437	sdbg	033036	Thanks	1	1.000
G0438	sdbg	003005	Non-Fruit Parts of Plants	4	1.000
G0439	sdbg	002003	Fire	2	1.000
G0440	sdbg	003006	Wood and Wood Products	1	1.000
G0441	sdbg	025008	Acceptable To, To Be Pleased With	2	1.000
G0442	sdbg	009001	Human Beings	7	1.000
G0443	sdbg	020004	Kill	3	1.000
G0444	sdbg	009001	Human Beings	397	0.724
G0444	sdbg	009002	Males	142	0.259
G0444	sdbg	041003	Particular Patterns of Behavior	3	0.005
G0444	sdbg	026	Psychological Faculties	3	0.005
G0444	sdbg	010004	Kinship Relations Based upon Marriage	2	0.004
G0446	sdbg	037004	Rule, Govern	5	1.000
G0447	sdbg	018002	Fasten, Stick To	2	0.500
G0448	sdbg	088010	Mercy, Merciless	1	1.000
G0449	sdbg	047002	Use of Liquids	2	1.000
G0450	sdbg	017001	Stand	44	0.407
G0450	sdbg	023007	Live, Die	33	0.306
G0450	sdbg	015004	Leave, Depart, Flee, Escape, Send	20	0.185
G0450	sdbg	013003	Exist	8	0.074
G0450	sdbg	039007	Rebellion	2	0.019
G0451	sdbg	093001	Persons	1	1.000
G0452	sdbg	093001	Persons	4	1.000
G0453	sdbg	032005	Lack of Capacity for Understanding	6	1.000
G0454	sdbg	088024	Anger, Be Indignant With	1	0.500
G0455	sdbg	079024	Open, Closed	49	0.645
G0455	sdbg	024001	See	12	0.158
G0455	sdbg	033004	Language Levels	8	0.105
G0455	sdbg	071001	Possible, Impossible	5	0.066
G0456	sdbg	045	Building, Constructing	2	1.000
G0457	sdbg	033004	Language Levels	1	1.000
G0458	sdbg	088018	Act Lawlessly	15	1.000
G0459	sdbg	088018	Act Lawlessly	5	0.385
G0459	sdbg	011002	Socio-Religious	4	0.308
G0459	sdbg	033005	Written Language	4	0.308
G0460	sdbg	033005	Written Language	2	1.000
G0461	sdbg	017008	Bend Over, Straighten Up	1	0.333
G0462	sdbg	053006	Dedicate, Consecrate	2	1.000
G0463	sdbg	025015	Patience, Endurance, Perseverance	2	1.000
G0464	sdbg	039005	Strife, Struggle	1	1.000
G0465	sdbg	057010	Exchange	2	1.000
G0466	sdbg	059003	All, Any, Each, Every [Totality]	1	1.000
G0467	sdbg	038002	Reward, Recompense	5	0.556
G0467	sdbg	057012	Pay, Price, Cost	4	0.444
G0468	sdbg	057012	Pay, Price, Cost	1	0.500
G0469	sdbg	038002	Reward, Recompense	1	1.000
G0470	sdbg	033014	Question, Answer	1	0.500
G0472	sdbg	034002	Join, Begin To Associate	2	0.500
G0473	sdbg	057010	Exchange	10	0.455
G0473	sdbg	089007	Cause and/or Reason	6	0.273
G0473	sdbg	090009	Benefaction	3	0.136
G0473	sdbg	089023	Contrast	2	0.091
G0474	sdbg	033011	Converse, Discuss	1	1.000
G0475	sdbg	039001	Opposition, Hostility	1	1.000
G0476	sdbg	056003	Accusation	3	0.600
G0476	sdbg	039001	Opposition, Hostility	2	0.400
G0477	sdbg	033052	Oppose, Contradict	1	1.000
G0478	sdbg	039003	Resistance	1	1.000
G0479	sdbg	033030	Invite	1	1.000
G0480	sdbg	039001	Opposition, Hostility	8	1.000
G0481	sdbg	083007	Opposite, Over Against, Across From, Offshore From	1	1.000
G0482	sdbg	035001	Help	2	0.500
G0483	sdbg	033052	Oppose, Contradict	11	1.000
G0484	sdbg	035001	Help	1	1.000
G0485	sdbg	033050	Dispute, Debate	2	0.333
G0485	sdbg	033052	Oppose, Contradict	2	0.333
G0485	sdbg	039007	Rebellion	2	0.333
G0486	sdbg	033042	Insult, Slander	1	1.000
G0487	sdbg	037010	Release, Set Free	1	1.000
G0488	sdbg	057008	Give	1	1.000
G0489	sdbg	038002	Reward, Recompense	2	1.000
G0490	sdbg	093002	Places	18	1.000
G0491	sdbg	093002	Places	1	1.000
G0492	sdbg	015003	Pass, Cross Over, Go Through, Go Around	2	1.000
G0493	sdbg	093001	Persons	1	1.000
G0494	sdbg	093002	Places	1	1.000
G0495	sdbg	083007	Opposite, Over Against, Across From, Offshore From	1	1.000
G0496	sdbg	039003	Resistance	1	1.000
G0497	sdbg	039001	Opposition, Hostility	1	1.000
G0498	sdbg	039001	Opposition, Hostility	5	1.000
G0499	sdbg	058010	Archetype, Corresponding Type [Antitype]	2	1.000
G0500	sdbg	053009	Roles and Functions	5	1.000
G0501	sdbg	047001	Movement of Liquids or Masses	4	1.000
G0502	sdbg	006016	Containers	1	1.000
G0503	sdbg	082002	Left, Right, Straight Ahead, Opposite	1	1.000
G0504	sdbg	002004	Water	4	1.000
G0505	sdbg	073	Genuine, Phony	6	1.000
G0506	sdbg	036003	Obey, Disobey	3	0.750
G0507	sdbg	083009	Above, Below	6	0.667
G0507	sdbg	084002	Extension To a Goal	3	0.333
G0508	sdbg	007003	Parts and Areas of Buildings	2	1.000
G0509	sdbg	084001	Extension From a Source	10	0.588
G0509	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	3	0.176
G0509	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	2	0.118
G0509	sdbg	041005	Change Behavior	2	0.118
G0510	sdbg	001009	Land in Contrast With the Sea	1	1.000
G0511	sdbg	087003	High Status or Rank [including persons of high status]	1	0.500
G0512	sdbg	065005	Advantageous, Not Advantageous	2	1.000
G0513	sdbg	006023	Miscellaneous	2	1.000
G0514	sdbg	065002	Worthy, Not Worthy	34	0.850
G0514	sdbg	066	Proper, Improper	6	0.150
G0515	sdbg	065002	Worthy, Not Worthy	5	0.714
G0516	sdbg	066	Proper, Improper	3	0.500
G0516	sdbg	065002	Worthy, Not Worthy	3	0.500
G0517	sdbg	024001	See	5	1.000
G0518	sdbg	033015	Inform, Announce	46	1.000
G0519	sdbg	020004	Kill	1	1.000
G0520	sdbg	015023	Lead, Bring, Take	8	0.533
G0520	sdbg	056008	Lead Off to Punishment	3	0.200
G0520	sdbg	084003	Extension Along a Path	2	0.133
G0521	sdbg	027001	Learn	1	1.000
G0522	sdbg	015023	Lead, Bring, Take	3	1.000
G0523	sdbg	033012	Ask For, Request	2	1.000
G0524	sdbg	025018	Shame, Disgrace, Humiliation	1	1.000
G0525	sdbg	040001	Reconciliation	1	0.333
G0526	sdbg	011003	Socio-Political	3	1.000
G0527	sdbg	079021	Soft, Tender	2	1.000
G0528	sdbg	015005	Come Near, Approach	2	1.000
G0529	sdbg	015005	Come Near, Approach	3	1.000
G0530	sdbg	060005	Once, Twice, Three Times, Etc. [Cardinals of Time]	14	1.000
G0531	sdbg	013002	Change of State	1	1.000
G0532	sdbg	077	Ready, Prepared	1	1.000
G0533	sdbg	033022	Admit, Confess, Deny	8	0.727
G0533	sdbg	030002	To Think About, with the Implied Purpose of Responding Appropriately	2	0.182
G0535	sdbg	068003	Complete, Finish, Succeed	1	1.000
G0536	sdbg	061	Sequence	5	0.625
G0536	sdbg	053002	Offering, Sacrifice	2	0.250
G0537	sdbg	059003	All, Any, Each, Every [Totality]	32	1.000
G0538	sdbg	031002	Hold a Wrong View, Be Mistaken	3	1.000
G0539	sdbg	031002	Hold a Wrong View, Be Mistaken	7	1.000
G0540	sdbg	010002	Kinship Relations Involving Successive Generations	1	1.000
G0541	sdbg	014006	Light	1	1.000
G0543	sdbg	036003	Obey, Disobey	6	0.667
G0543	sdbg	031010	Be a Believer, Christian Faith	3	0.333
G0544	sdbg	036003	Obey, Disobey	11	0.550
G0544	sdbg	031010	Be a Believer, Christian Faith	9	0.450
G0545	sdbg	036003	Obey, Disobey	6	1.000
G0546	sdbg	033026	Threaten	2	1.000
G0547	sdbg	033026	Threaten	3	1.000
G0548	sdbg	085001	Be in a Place	7	1.000
G0549	sdbg	015001	Move, Come/Go	1	1.000
G0550	sdbg	013004	Happen	1	0.500
G0551	sdbg	088038	Sin, Wrongdoing, Guilt	1	1.000
G0552	sdbg	028001	Know	1	1.000
G0553	sdbg	025004	Hope, Look Forward To	7	0.875
G0554	sdbg	049	Activities Involving Clothing and Adorning	2	1.000
G0555	sdbg	049	Activities Involving Clothing and Adorning	1	1.000
G0556	sdbg	015004	Leave, Depart, Flee, Escape, Send	1	1.000
G0557	sdbg	033045	Criticize	1	1.000
G0558	sdbg	087005	Slave, Free	1	1.000
G0559	sdbg	093001	Persons	1	1.000
G0560	sdbg	030003	To Think Concerning Future Contingencies	1	1.000
G0561	sdbg	083007	Opposite, Over Against, Across From, Offshore From	3	0.750
G0562	sdbg	061	Sequence	1	1.000
G0563	sdbg	030001	To Think, Thought	1	1.000
G0564	sdbg	088028	Stubbornness	1	1.000
G0565	sdbg	015004	Leave, Depart, Flee, Escape, Send	107	0.915
G0565	sdbg	013003	Exist	7	0.060
G0568	sdbg	085001	Be in a Place	8	0.400
G0568	sdbg	057009	Receive	5	0.250
G0568	sdbg	013004	Happen	5	0.250
G0569	sdbg	031010	Be a Believer, Christian Faith	4	0.444
G0569	sdbg	031006	Believe To Be True	3	0.333
G0569	sdbg	031009	Trust, Rely	2	0.222
G0570	sdbg	031009	Trust, Rely	7	0.583
G0570	sdbg	031010	Be a Believer, Christian Faith	5	0.417
G0571	sdbg	011002	Socio-Religious	11	0.407
G0571	sdbg	031010	Be a Believer, Christian Faith	9	0.333
G0571	sdbg	031009	Trust, Rely	6	0.222
G0572	sdbg	057008	Give	4	0.571
G0572	sdbg	088005	Honesty, Sincerity	3	0.429
G0573	sdbg	023008	Health, Vigor, Strength	2	0.500
G0573	sdbg	057008	Give	2	0.500
G0574	sdbg	057008	Give	1	1.000
G0575	sdbg	084001	Extension From a Source	179	0.331
G0575	sdbg	089021	Dissociation	114	0.211
G0575	sdbg	090003	Source of Event or Activity	79	0.146
G0575	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	71	0.131
G0575	sdbg	090001	Agent, Personal or Nonpersonal, Causative or Immediate, Direct or Indirect	30	0.056
G0575	sdbg	089007	Cause and/or Reason	22	0.041
G0575	sdbg	063004	Part	21	0.039
G0575	sdbg	090004	Responsibility	8	0.015
G0575	sdbg	090002	Instrument	6	0.011
G0575	sdbg	089025	Substance	3	0.006
G0575	sdbg	013002	Change of State	3	0.006
G0575	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	2	0.004
G0576	sdbg	015004	Leave, Depart, Flee, Escape, Send	2	0.500
G0576	sdbg	089008	Result	2	0.500
G0577	sdbg	049	Activities Involving Clothing and Adorning	1	0.500
G0578	sdbg	030001	To Think, Thought	1	1.000
G0579	sdbg	057009	Receive	1	1.000
G0580	sdbg	013003	Exist	1	0.500
G0581	sdbg	068004	Cease, Stop	1	0.500
G0582	sdbg	033005	Written Language	2	1.000
G0583	sdbg	033005	Written Language	4	1.000
G0584	sdbg	028004	Able To Be Known	2	0.500
G0585	sdbg	028003	Well Known, Clearly Shown, Revealed	1	1.000
G0586	sdbg	057008	Give	3	1.000
G0587	sdbg	025008	Acceptable To, To Be Pleased With	2	1.000
G0588	sdbg	034007	Welcome, Receive	5	0.714
G0589	sdbg	015004	Leave, Depart, Flee, Escape, Send	6	1.000
G0590	sdbg	085001	Be in a Place	1	1.000
G0591	sdbg	057012	Pay, Price, Cost	21	0.438
G0591	sdbg	038002	Reward, Recompense	14	0.292
G0591	sdbg	090011	Agent of a Numerable Event	6	0.125
G0591	sdbg	057015	Sell, Buy, Price	3	0.062
G0591	sdbg	013004	Happen	2	0.042
G0591	sdbg	057	Possess, Transfer, Exchange	2	0.042
G0592	sdbg	030007	To Distinguish, To Evaluate, To Judge	1	0.500
G0593	sdbg	030007	To Distinguish, To Evaluate, To Judge	9	1.000
G0594	sdbg	031007	Accept As True	2	1.000
G0595	sdbg	023007	Live, Die	2	1.000
G0596	sdbg	007002	Buildings	6	1.000
G0597	sdbg	065001	Valuable, Lacking in Value	1	1.000
G0598	sdbg	019005	Press	1	1.000
G0599	sdbg	023007	Live, Die	103	0.928
G0599	sdbg	074	Able, Capable	8	0.072
G0600	sdbg	013002	Change of State	7	0.875
G0601	sdbg	028003	Well Known, Clearly Shown, Revealed	26	1.000
G0602	sdbg	028003	Well Known, Clearly Shown, Revealed	18	1.000
G0603	sdbg	025004	Hope, Look Forward To	2	1.000
G0604	sdbg	040001	Reconciliation	3	1.000
G0605	sdbg	013002	Change of State	1	1.000
G0606	sdbg	085002	Put, Place	2	0.400
G0606	sdbg	013003	Exist	2	0.400
G0607	sdbg	020004	Kill	4	1.000
G0608	sdbg	079024	Open, Closed	1	1.000
G0609	sdbg	019002	Pierce, Cut	6	1.000
G0610	sdbg	056005	Judge, Condemn, Acquit	1	1.000
G0611	sdbg	033004	Language Levels	118	0.511
G0611	sdbg	033014	Question, Answer	113	0.489
G0612	sdbg	033014	Question, Answer	4	1.000
G0613	sdbg	028005	Not Able To Be Known, Secret	4	1.000
G0614	sdbg	028005	Not Able To Be Known, Secret	3	1.000
G0615	sdbg	020004	Kill	72	0.986
G0616	sdbg	013001	State	1	0.500
G0617	sdbg	015035	Roll	3	1.000
G0618	sdbg	057009	Receive	6	0.600
G0618	sdbg	090013	Experiencer	2	0.200
G0619	sdbg	025010	Enjoy, Take Pleasure In, Be Fond of Doing	2	1.000
G0620	sdbg	085004	Leave in a Place	4	0.571
G0621	sdbg	023002	Processes Involving the Mouth, Other Than Eating and Drinking	1	1.000
G0622	sdbg	020003	Destroy	38	0.409
G0622	sdbg	057007	Take, Obtain, Gain, Lose	21	0.226
G0622	sdbg	021006	Save in a Religious Sense	12	0.129
G0622	sdbg	023007	Live, Die	11	0.118
G0622	sdbg	027002	Learn the Location of Something	7	0.075
G0622	sdbg	013003	Exist	4	0.043
G0623	sdbg	093001	Persons	1	1.000
G0624	sdbg	093002	Places	1	1.000
G0625	sdbg	093001	Persons	10	1.000
G0626	sdbg	033049	Defend, Excuse	10	1.000
G0627	sdbg	033049	Defend, Excuse	8	1.000
G0628	sdbg	088003	Holy, Pure	2	1.000
G0629	sdbg	037010	Release, Set Free	10	1.000
G0630	sdbg	037010	Release, Set Free	29	0.439
G0630	sdbg	015004	Leave, Depart, Flee, Escape, Send	20	0.303
G0630	sdbg	034010	Marriage, Divorce	14	0.212
G0630	sdbg	040002	Forgiveness	3	0.045
G0631	sdbg	016	Non-Linear Movement	1	1.000
G0632	sdbg	090012	Agent in a Causative Role Marked by Verbs	1	1.000
G0633	sdbg	047002	Use of Liquids	1	1.000
G0634	sdbg	015012	Fall	1	1.000
G0635	sdbg	031002	Hold a Wrong View, Be Mistaken	1	0.500
G0636	sdbg	054	Maritime Activities	4	1.000
G0638	sdbg	023007	Live, Die	2	1.000
G0639	sdbg	032001	Understand	6	1.000
G0640	sdbg	032001	Understand	1	1.000
G0641	sdbg	015031	Jump, Leap	1	1.000
G0642	sdbg	085001	Be in a Place	1	1.000
G0643	sdbg	077	Ready, Prepared	1	1.000
G0644	sdbg	014007	Darkness	1	1.000
G0645	sdbg	015004	Leave, Depart, Flee, Escape, Send	2	0.400
G0646	sdbg	039007	Rebellion	2	1.000
G0647	sdbg	033005	Written Language	3	1.000
G0648	sdbg	045	Building, Constructing	1	1.000
G0649	sdbg	015004	Leave, Depart, Flee, Escape, Send	130	0.985
G0650	sdbg	057005	Need, Lack	4	0.571
G0650	sdbg	057021	Steal, Rob	3	0.429
G0651	sdbg	053009	Roles and Functions	4	1.000
G0652	sdbg	053009	Roles and Functions	75	0.949
G0652	sdbg	033015	Inform, Announce	4	0.051
G0653	sdbg	033014	Question, Answer	1	1.000
G0654	sdbg	068004	Cease, Stop	5	0.333
G0654	sdbg	031008	Change an Opinion Concerning Truth	3	0.200
G0654	sdbg	035001	Help	2	0.133
G0654	sdbg	034002	Join, Begin To Associate	2	0.133
G0655	sdbg	088026	Hate, Hateful	1	1.000
G0656	sdbg	011002	Socio-Religious	3	1.000
G0657	sdbg	015004	Leave, Depart, Flee, Escape, Send	3	0.500
G0657	sdbg	033003	Discourse Types	2	0.333
G0658	sdbg	068003	Complete, Finish, Succeed	2	1.000
G0659	sdbg	085002	Put, Place	6	0.600
G0659	sdbg	068004	Cease, Stop	4	0.400
G0660	sdbg	016	Non-Linear Movement	2	1.000
G0661	sdbg	057012	Pay, Price, Cost	1	1.000
G0662	sdbg	025014	Courage, Boldness	1	1.000
G0663	sdbg	088009	Kindness, Harshness	2	1.000
G0664	sdbg	088009	Kindness, Harshness	2	1.000
G0665	sdbg	034004	Limit or Avoid Association	1	1.000
G0666	sdbg	085001	Be in a Place	1	1.000
G0667	sdbg	015024	Carry, Bear	5	0.833
G0668	sdbg	021004	Become Safe, Free from Danger	3	1.000
G0669	sdbg	033006	Speak, Talk	3	1.000
G0670	sdbg	015024	Carry, Bear	1	1.000
G0671	sdbg	042002	Do, Perform	1	1.000
G0672	sdbg	015004	Leave, Depart, Flee, Escape, Send	3	1.000
G0673	sdbg	063007	Separate	2	0.667
G0674	sdbg	023009	Sickness, Disease, Weakness	1	0.500
G0675	sdbg	093002	Places	1	1.000
G0676	sdbg	015005	Come Near, Approach	1	1.000
G0677	sdbg	088038	Sin, Wrongdoing, Guilt	3	0.750
G0678	sdbg	088030	Show Favoritism, Prejudice	1	1.000
G0679	sdbg	088038	Sin, Wrongdoing, Guilt	1	1.000
G0680	sdbg	024005	Touch, Feel	32	0.914
G0680	sdbg	018001	Grasp, Hold	2	0.057
G0681	sdbg	014008	Burning	4	0.800
G0682	sdbg	093001	Persons	1	1.000
G0683	sdbg	031008	Change an Opinion Concerning Truth	5	0.833
G0684	sdbg	020003	Destroy	16	0.889
G0684	sdbg	065001	Valuable, Lacking in Value	2	0.111
G0685	sdbg	033055	Bless, Curse	1	1.000
G0686	sdbg	089008	Result	32	1.000
G0687	sdbg	089008	Result	5	0.278
G0687	sdbg	071001	Possible, Impossible	5	0.278
G0687	sdbg	071003	Certain, Uncertain	5	0.278
G0687	sdbg	069005	Markers for a Negative Response to Questions	3	0.167
G0688	sdbg	093002	Places	2	1.000
G0689	sdbg	093001	Persons	3	1.000
G0690	sdbg	093002	Places	1	1.000
G0691	sdbg	042001	Function	1	1.000
G0692	sdbg	042004	Work, Toil	3	0.300
G0692	sdbg	088032	Laziness, Idleness	3	0.300
G0692	sdbg	065004	Useful, Useless	2	0.200
G0693	sdbg	002007	Metals	3	1.000
G0694	sdbg	006011	Money and Monetary Units	20	0.952
G0695	sdbg	002007	Metals	1	1.000
G0696	sdbg	002007	Metals	3	0.750
G0697	sdbg	011003	Socio-Political	4	0.500
G0697	sdbg	093002	Places	4	0.500
G0698	sdbg	011003	Socio-Political	1	1.000
G0699	sdbg	025008	Acceptable To, To Be Pleased With	1	1.000
G0700	sdbg	025008	Acceptable To, To Be Pleased With	17	1.000
G0701	sdbg	025008	Acceptable To, To Be Pleased With	3	0.750
G0702	sdbg	093001	Persons	1	1.000
G0703	sdbg	088001	Goodness	5	0.833
G0704	sdbg	004001	Animals	1	1.000
G0705	sdbg	060001	Number, Countless	3	1.000
G0706	sdbg	060001	Number, Countless	18	1.000
G0707	sdbg	093002	Places	4	1.000
G0708	sdbg	093001	Persons	5	1.000
G0709	sdbg	023001	Eat, Drink	3	1.000
G0710	sdbg	082002	Left, Right, Straight Ahead, Opposite	4	0.667
G0710	sdbg	008002	Parts of the Body	2	0.333
G0711	sdbg	093001	Persons	1	1.000
G0712	sdbg	023001	Eat, Drink	3	1.000
G0713	sdbg	059005	Enough, Sufficient	3	1.000
G0714	sdbg	059005	Enough, Sufficient	4	0.500
G0714	sdbg	025007	Content, Satisfied	4	0.500
G0715	sdbg	004001	Animals	1	1.000
G0716	sdbg	006009	Vehicles	4	1.000
G0717	sdbg	093002	Places	1	1.000
G0718	sdbg	034010	Marriage, Divorce	1	1.000
G0719	sdbg	008002	Parts of the Body	1	1.000
G0720	sdbg	033022	Admit, Confess, Deny	19	0.487
G0720	sdbg	034005	Establish or Confirm a Relation	12	0.308
G0720	sdbg	036004	Follow, Be a Disciple	4	0.103
G0720	sdbg	030002	To Think About, with the Implied Purpose of Responding Appropriately	2	0.051
G0721	sdbg	004001	Animals	29	0.967
G0722	sdbg	043	Agriculture	3	1.000
G0723	sdbg	006002	Instruments Used in Agriculture and Husbandry	1	1.000
G0724	sdbg	057021	Steal, Rob	2	0.667
G0725	sdbg	057021	Steal, Rob	1	1.000
G0726	sdbg	018001	Grasp, Hold	9	0.643
G0726	sdbg	039010	Attack	2	0.143
G0726	sdbg	037001	Control, Restrain	2	0.143
G0727	sdbg	057021	Steal, Rob	5	0.556
G0727	sdbg	025002	Desire Strongly	3	0.333
G0728	sdbg	057012	Pay, Price, Cost	3	1.000
G0729	sdbg	048	Activities Involving Cloth	1	1.000
G0730	sdbg	079022	Male, Female	8	0.889
G0731	sdbg	033006	Speak, Talk	1	1.000
G0732	sdbg	023009	Sickness, Disease, Weakness	5	1.000
G0733	sdbg	088036	Sexual Misbehavior	2	1.000
G0734	sdbg	093001	Persons	1	1.000
G0735	sdbg	093001	Persons	5	1.000
G0736	sdbg	006008	Boats and Parts of Boats	1	1.000
G0737	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	34	0.971
G0738	sdbg	023003	Birth, Procreation	1	1.000
G0739	sdbg	075	Adequate, Qualified	1	1.000
G0740	sdbg	005001	Food	90	0.918
G0740	sdbg	053002	Offering, Sacrifice	4	0.041
G0740	sdbg	023001	Eat, Drink	3	0.031
G0741	sdbg	046	Household Activities	3	1.000
G0742	sdbg	093001	Persons	1	1.000
G0743	sdbg	012001	Supernatural Beings	2	1.000
G0744	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	11	1.000
G0745	sdbg	093001	Persons	1	1.000
G0746	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	30	0.508
G0746	sdbg	068001	Begin, Start	9	0.153
G0746	sdbg	037004	Rule, Govern	7	0.119
G0746	sdbg	012002	Supernatural Powers	7	0.119
G0746	sdbg	058003	Basic Principles or Features Defining the Nature of Something	3	0.051
G0746	sdbg	079023	Shapes	2	0.034
G0747	sdbg	068001	Begin, Start	3	0.500
G0747	sdbg	036001	Guide, Lead	3	0.500
G0748	sdbg	053009	Roles and Functions	1	1.000
G0749	sdbg	053009	Roles and Functions	122	1.000
G0750	sdbg	044	Animal Husbandry, Fishing	1	1.000
G0751	sdbg	093001	Persons	2	1.000
G0752	sdbg	053009	Roles and Functions	9	1.000
G0753	sdbg	045	Building, Constructing	1	1.000
G0754	sdbg	057014	Tax, Tribute	1	1.000
G0755	sdbg	046	Household Activities	3	1.000
G0756	sdbg	068001	Begin, Start	81	0.964
G0756	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	3	0.036
G0757	sdbg	037004	Rule, Govern	2	1.000
G0758	sdbg	037004	Rule, Govern	33	0.892
G0758	sdbg	056005	Judge, Condemn, Acquit	2	0.054
G0758	sdbg	012002	Supernatural Powers	2	0.054
G0759	sdbg	006021	Perfumes and Incense	4	1.000
G0760	sdbg	093001	Persons	2	1.000
G0761	sdbg	015001	Move, Come/Go	1	0.500
G0762	sdbg	014008	Burning	3	1.000
G0763	sdbg	053001	Religious Practice	6	1.000
G0764	sdbg	053001	Religious Practice	2	1.000
G0765	sdbg	053001	Religious Practice	9	1.000
G0766	sdbg	088036	Sexual Misbehavior	10	1.000
G0767	sdbg	087004	Low Status or Rank [including persons of low status]	1	1.000
G0768	sdbg	093001	Persons	2	1.000
G0769	sdbg	074	Able, Capable	13	0.542
G0769	sdbg	023009	Sickness, Disease, Weakness	10	0.417
G0770	sdbg	023009	Sickness, Disease, Weakness	19	0.559
G0770	sdbg	074	Able, Capable	15	0.441
G0771	sdbg	074	Able, Capable	1	1.000
G0772	sdbg	023009	Sickness, Disease, Weakness	7	0.259
G0772	sdbg	074	Able, Capable	7	0.259
G0772	sdbg	079013	Strong, Weak	7	0.259
G0772	sdbg	088015	Bad, Evil, Harmful, Damaging	5	0.185
G0773	sdbg	093002	Places	18	1.000
G0774	sdbg	093002	Places	1	1.000
G0775	sdbg	037004	Rule, Govern	1	1.000
G0776	sdbg	023001	Eat, Drink	1	1.000
G0777	sdbg	023001	Eat, Drink	1	1.000
G0778	sdbg	068006	Do Intensely or Extensively	1	1.000
G0779	sdbg	006016	Containers	12	1.000
G0780	sdbg	025011	Happy, Glad, Joyful	1	1.000
G0781	sdbg	032005	Lack of Capacity for Understanding	1	1.000
G0782	sdbg	033003	Discourse Types	58	0.951
G0782	sdbg	034007	Welcome, Receive	2	0.033
