strong	domain_type	domain	label	count	share
H4347	core	018	Body	20	0.163
H4347	core	040	Conflict	14	0.114
H4347	core	176	Warfare	14	0.114
H4347	core	132	Recompense	13	0.106
H4347	lex	002001001023	Impact	48	1.0
H4347	sdbg	022001	Trouble, Hardship, Distress	18	0.52
H4347	sdbg	019001	Hit, Strike	7	0.2
H4347	sdbg	020002	Harm, Wound	5	0.16
H4348	core	018	Body	5	0.333
H4348	core	060	Fire	5	0.333
H4348	core	069	Health and Sickness	5	0.333
H4348	lex	002001001023	Impact	5	1.0
H4349	core	155	Space	17	0.895
H4349	ctx	019	Building	16	0.516
H4349	ctx	141	Sanctuary	13	0.419
H4349	ctx	088	Justice	2	0.065
H4349	lex	002001001059	Steady	17	1.0
H4349	sdbg	077	Ready, Prepared	9	1.0
H4350	core	155	Space	2	1.0
H4350	ctx	141	Sanctuary	23	1.0
H4350	lex	002001001059	Steady	25	0.521
H4350	lex	001004001008	Furnishings	23	0.479
H4351	lex	001001002003005	Kinship	3	1.0
H4352	lex	003001007	Names of People	1	1.0
H4353	lex	003001007	Names of People	22	1.0
H4354	lex	003001006	Names of Groups	1	1.0
H4355	lex	002001001048	Shape	3	1.0
H4356	core	009	Animal	3	0.5
H4356	core	019	Building	3	0.5
H4356	lex	001005001007	Stalls	3	1.0
H4357	core	129	Quality	1	1.0
H4357	lex	002003001014	Pure	1	1.0
H4358	core	031	Clothing	2	0.5
H4358	core	176	Warfare	2	0.5
H4358	lex	002003001007	Dress	2	1.0
H4359	core	129	Quality	1	1.0
H4359	ctx	015	Beauty	1	0.5
H4359	lex	002001003019	Well	1	1.0
H4360	core	129	Quality	1	1.0
H4360	lex	001006003	Cloth	1	1.0
H4361	core	062	Food	1	1.0
H4361	lex	001004003	Food	1	1.0
H4362	core	120	Possession	1	0.5
H4362	lex	002003002020	Possess	1	1.0
H4363	lex	003001010	Names of Locations	11	1.0
H4364	core	009	Animal	2	0.333
H4364	core	036	Control	2	0.333
H4364	core	077	Hunting and Fishing	2	0.333
H4364	ctx	009003	Animal > Human	1	0.5
H4364	lex	001004001018	Traps	2	1.0
H4365	core	009	Animal	3	0.333
H4365	core	036	Control	3	0.333
H4365	core	077	Hunting and Fishing	3	0.333
H4365	ctx	009003	Animal > Human	2	0.286
H4365	ctx	077	Hunting and Fishing	2	0.286
H4365	lex	001004001018	Traps	3	1.0
H4366	lex	003001010	Names of Locations	2	1.0
H4367	lex	003001007	Names of People	1	1.0
H4368	lex	003001010	Names of Locations	1	1.0
H4370	core	031	Clothing	5	1.0
H4370	ctx	124	Priesthood	5	1.0
H4370	lex	001004001002	Clothing	5	1.0
H4371	core	130	Quantity	6	1.0
H4371	lex	002003001006	Divide	6	1.0
H4371	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	2	0.545
H4371	sdbg	089008	Result	1	0.182
H4372	ctx	141	Sanctuary	15	0.625
H4372	ctx	025	Crafts	8	0.333
H4372	lex	002003001005	Cover	16	1.0
H4372	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	3	1.0
H4373	core	035	Completeness	2	0.5
H4373	core	130	Quantity	2	0.5
H4373	lex	002003001006	Divide	2	1.0
H4374	core	025	Crafts	4	1.0
H4374	ctx	031	Clothing	2	0.333
H4374	lex	002003001005	Cover	4	1.0
H4375	lex	003001010	Names of Locations	6	1.0
H4375	sdbg	060006	Double, Four Times As Much, Etc. [Multiples]	3	1.0
H4376	lex	002003002019	Non-Possess	80	1.0
H4376	sdbg	057012	Pay, Price, Cost	14	0.399
H4376	sdbg	038002	Reward, Recompense	9	0.266
H4377	core	032	Commerce	1	0.5
H4377	lex	002001001028	Good	2	0.667
H4378	ctx	124	Priesthood	2	1.0
H4378	lex	002004002007	Know	2	1.0
H4379	lex	001005003	Landforms	1	1.0
H4380	core	005	Aggression	1	0.333
H4380	lex	001004001020	Weapons	1	0.5
H4381	lex	003001007	Names of People	1	1.0
H4382	lex	003001006	Names of Groups	1	1.0
H4383	core	161	Success and Failure	11	0.846
H4383	lex	002001001058	Stance	13	1.0
H4383	sdbg	088038	Sin, Wrongdoing, Guilt	2	0.714
H4383	sdbg	025016	Offend, Be Offended	1	0.286
H4384	core	019	Building	1	0.333
H4384	lex	002001001023	Impact	1	0.5
H4385	core	037	Communication	3	1.0
H4385	ctx	050	Divine	3	0.25
H4385	ctx	053	Errand	3	0.25
H4385	ctx	091	Law	3	0.25
H4385	lex	002001001069	Write	9	1.0
H4386	lex	001004001	Artifacts	1	1.0
H4387	lex	002004001009006	Sing	6	1.0
H4388	lex	001004001017	Tools	2	1.0
H4389	lex	001004001017	Tools	1	1.0
H4390	core	155	Space	114	0.919
H4390	core	185	Willingness	8	0.065
H4390	core	083	Intensity	2	0.016
H4390	lex	002002001003	Contain	248	0.996
H4390	sdbg	059004	Full, Empty	48	0.439
H4390	sdbg	013004	Happen	18	0.163
H4391	core	155	Space	1	1.0
H4391	lex	002002001003	Contain	2	1.0
H4392	core	155	Space	37	0.902
H4392	core	083	Intensity	2	0.049
H4392	lex	002002001003	Contain	62	1.0
H4392	sdbg	059004	Full, Empty	39	0.867
H4393	core	130	Quantity	33	1.0
H4393	lex	002002001003	Contain	38	1.0
H4393	sdbg	059004	Full, Empty	8	0.628
H4393	sdbg	059003	All, Any, Each, Every [Totality]	4	0.323
H4394	core	124	Priesthood	11	0.733
H4394	core	025	Crafts	4	0.267
H4394	lex	002002001003	Contain	4	1.0
H4395	core	006	Agriculture	3	1.0
H4395	lex	001004003002	Crops	3	1.0
H4396	core	025	Crafts	3	1.0
H4396	lex	002002001003	Contain	3	1.0
H4397	lex	001001002003007	Messengers	213	1.0
H4397	sdbg	012001	Supernatural Beings	184	0.951
H4398	lex	001001002003007	Messengers	2	1.0
H4399	sdbg	042002	Do, Perform	111	0.811
H4401	lex	003001007	Names of People	1	1.0
H4403	lex	001004001002	Clothing	8	1.0
H4404	core	080	Infrastructure	1	0.5
H4404	lex	001005001	Constructions	1	0.5
H4405	sdbg	033006	Speak, Talk	18	0.711
H4406	sdbg	092004	Whom or What Spoken or Written About	7	0.7
H4406	sdbg	033006	Speak, Talk	2	0.201
H4408	core	117	Plant	1	1.0
H4408	ctx	062	Food	1	0.5
H4408	lex	001003001	Plants	1	1.0
H4409	lex	003001007	Names of People	6	1.0
H4410	sdbg	037004	Rule, Govern	16	0.919
H4411	lex	002002003004	Non-Happen	1	1.0
H4413	lex	003001007	Names of People	2	1.0
H4416	lex	001006009	Minerals	3	1.0
H4417	core	066	Geography	1	1.0
H4417	ctx	091	Law	5	0.294
H4417	ctx	140	Sacrifices and Offerings	4	0.235
H4417	ctx	042	Covenant	2	0.118
H4417	ctx	112	Permanence	2	0.118
H4417	ctx	006	Agriculture	2	0.118
H4417	lex	001006009	Minerals	14	0.583
H4417	lex	003001015	Names of Waterbodies	9	0.375
H4417	sdbg	005002	Condiments	7	1.0
H4418	core	031	Clothing	2	1.0
H4418	lex	001004001002	Clothing	2	1.0
H4419	core	108	Navigation	4	0.5
H4419	core	188	Work	4	0.5
H4419	lex	001001002003010	Professions	4	1.0
H4421	core	176	Warfare	245	1.0
H4421	lex	002003002007	Conflict	319	1.0
H4421	sdbg	055002	To Fight	190	0.897
H4422	sdbg	021005	Cause To Be Safe, Free from Danger	29	0.533
H4422	sdbg	021006	Save in a Religious Sense	17	0.311
H4423	lex	001006005	Dust	1	1.0
H4424	lex	003001007	Names of People	1	1.0
H4427	core	014	Authority	346	0.997
H4427	ctx	075	Human	332	0.962
H4427	ctx	050	Divine	13	0.038
H4427	lex	002003002008	Control	346	0.997
H4427	sdbg	037004	Rule, Govern	188	0.724
H4427	sdbg	037001	Control, Restrain	71	0.272
H4428	core	014	Authority	2521	0.333
H4428	core	088	Justice	2521	0.333
H4428	core	158	Status	2521	0.333
H4428	ctx	075002	Human > Divine	40	0.93
H4428	ctx	075	Human	2	0.047
H4428	lex	001001002003006	Leaders	2521	0.998
H4428	sdbg	037004	Rule, Govern	2166	0.998
H4429	lex	003001007	Names of People	2	1.0
H4430	core	014	Authority	180	0.333
H4430	core	088	Justice	180	0.333
H4430	core	158	Status	180	0.333
H4430	lex	001001002003006	Leaders	180	1.0
H4430	sdbg	037004	Rule, Govern	61	0.526
H4430	sdbg	092004	Whom or What Spoken or Written About	55	0.474
H4432	lex	003001004	Names of Deities	8	1.0
H4432	sdbg	037004	Rule, Govern	4	0.892
H4433	lex	001001002003006	Leaders	2	1.0
H4434	core	009	Animal	1	0.333
H4434	ctx	009003	Animal > Human	1	0.5
H4434	lex	001004001018	Traps	1	1.0
H4435	lex	003001007	Names of People	11	1.0
H4436	lex	001001002003006	Leaders	35	1.0
H4436	sdbg	037004	Rule, Govern	21	1.0
H4437	sdbg	037004	Rule, Govern	17	0.571
H4437	sdbg	092004	Whom or What Spoken or Written About	11	0.367
H4438	sdbg	037004	Rule, Govern	63	0.914
H4439	lex	003001007	Names of People	3	1.0
H4440	lex	003001006	Names of Groups	1	1.0
H4441	lex	003001007	Names of People	16	1.0
H4443	lex	003001007	Names of People	1	1.0
H4445	lex	003001004	Names of Deities	6	0.857
H4445	sdbg	037004	Rule, Govern	3	1.0
H4446	ctx	046	Deity	5	0.5
H4446	ctx	078	Idolatry	5	0.5
H4446	lex	001001002003006	Leaders	5	1.0
H4446	sdbg	037004	Rule, Govern	4	1.0
H4447	lex	003001007	Names of People	1	1.0
H4449	sdbg	033006	Speak, Talk	4	1.0
H4450	lex	003001007	Names of People	1	1.0
H4451	core	009	Animal	1	0.5
H4451	ctx	036	Control	1	1.0
H4451	lex	001004001017	Tools	1	1.0
H4455	sdbg	057021	Steal, Rob	4	1.0
H4456	ctx	181	Weather	8	0.421
H4456	ctx	006	Agriculture	5	0.263
H4456	ctx	050	Divine	5	0.263
H4456	lex	001006011	Rain	8	1.0
H4456	sdbg	014003	Rain	4	1.0
H4459	core	018	Body	1	1.0
H4459	ctx	005	Aggression	1	0.5
H4459	lex	001001002	Creatures	1	1.0
H4460	core	159	Storage	1	1.0
H4460	lex	001005001001	Buildings	1	1.0
H4462	lex	003001007	Names of People	3	1.0
H4467	sdbg	037004	Rule, Govern	78	0.876
H4468	sdbg	037004	Rule, Govern	7	0.901
H4469	core	094	Liquids	2	1.0
H4469	ctx	007	Alcohol	1	0.25
H4469	lex	001004003005	Wine	2	0.5
H4469	lex	001006007	Liquids	2	0.5
H4471	lex	003001010	Names of Locations	8	0.8
H4471	lex	003001007	Names of People	2	0.2
H4475	sdbg	037003	Exercise Authority	3	0.636
H4477	core	094	Liquids	2	1.0
H4477	ctx	059	Festival	1	0.5
H4477	lex	001004003005	Wine	2	0.5
H4477	lex	001006007	Liquids	2	0.5
H4478	lex	001004003	Food	13	0.929
H4479	lex	003001	Object Referents	10	1.0
H4479	sdbg	092004	Whom or What Spoken or Written About	3	1.0
H4480	core	066	Geography	1	1.0
H4480	ctx	075	Human	2	0.25
H4480	lex	002003	Connection	1	0.333
H4480	sdbg	084001	Extension From a Source	1149	0.249
H4480	sdbg	090003	Source of Event or Activity	818	0.177
H4481	sdbg	084001	Extension From a Source	11	0.213
H4481	sdbg	090003	Source of Event or Activity	10	0.205
H4485	core	104	Music and Dance	1	0.5
H4485	lex	001004001013	Musical Instruments	1	1.0
H4486	core	099	Mind	4	1.0
H4486	lex	002004002007	Know	4	1.0
H4487	sdbg	060001	Number, Countless	6	0.6
H4487	sdbg	033032	Command, Order	3	0.3
H4490	sdbg	063004	Part	3	1.0
H4492	ctx	143	Security	1	1.0
H4492	lex	001005003	Landforms	1	1.0
H4493	core	018	Body	1	0.333
H4493	lex	002001002026	Shame	1	1.0
H4494	core	155	Space	7	0.538
H4494	core	103	Motion	6	0.462
H4494	lex	002002001013	Space	7	1.0
H4494	sdbg	023006	Tire, Rest	2	0.6
H4494	sdbg	022005	Relief from Trouble	1	0.4
H4495	lex	003001007	Names of People	18	1.0
H4496	sdbg	023006	Tire, Rest	8	0.745
H4496	sdbg	022005	Relief from Trouble	3	0.255
H4498	sdbg	015004	Leave, Depart, Flee, Escape, Send	3	1.0
H4500	core	025	Crafts	4	1.0
H4500	ctx	169	Tool	3	0.75
H4500	lex	001004001017	Tools	4	1.0
H4501	core	093	Light and Darkness	42	1.0
H4501	ctx	141	Sanctuary	40	0.976
H4501	lex	001004001012	Lamps	42	1.0
H4501	sdbg	006014	Lights and Light Holders	30	1.0
H4503	core	140	Sacrifices and Offerings	177	0.722
H4503	core	120	Possession	34	0.139
H4503	core	158	Status	34	0.139
H4503	ctx	062	Food	149	0.76
H4503	ctx	119	Politics	19	0.097
H4503	ctx	063	Freedom and Bondage	17	0.087
H4503	ctx	040	Conflict	9	0.046
H4503	ctx	126	Prophecy	2	0.01
H4503	lex	002003002019	Non-Possess	211	1.0
H4503	sdbg	053002	Offering, Sacrifice	109	0.813
H4503	sdbg	057008	Give	22	0.164
H4504	core	140	Sacrifices and Offerings	2	1.0
H4504	ctx	062	Food	1	1.0
H4504	lex	002003002019	Non-Possess	2	1.0
H4505	lex	003001007	Names of People	8	1.0
H4506	lex	003001007	Names of People	2	0.667
H4508	lex	003001006	Names of Groups	1	1.0
H4509	lex	003001007	Names of People	3	1.0
H4509	sdbg	093001	Persons	3	1.0
H4511	lex	003001010	Names of Locations	2	1.0
H4516	core	062	Food	1	0.5
H4516	ctx	016	Behavior	1	0.5
H4516	lex	002001001028	Good	1	1.0
H4517	core	104	Music and Dance	1	1.0
H4517	lex	001004001013	Musical Instruments	1	1.0
H4518	core	025	Crafts	4	0.5
H4518	core	159	Storage	4	0.5
H4518	ctx	141	Sanctuary	4	0.667
H4518	ctx	025	Crafts	2	0.333
H4518	lex	001004001003	Containers	4	1.0
H4519	ctx	075	Human	1	1.0
H4519	lex	003001007	Names of People	146	0.551
H4519	lex	003001006	Names of Groups	119	0.449
H4519	sdbg	093001	Persons	133	1.0
H4520	lex	003001006	Names of Groups	4	1.0
H4520	sdbg	093001	Persons	4	1.0
H4521	sdbg	063004	Part	5	1.0
H4522	lex	002003002024	Serve	22	0.957
H4522	sdbg	057014	Tax, Tribute	7	0.636
H4522	sdbg	093002	Places	4	0.364
H4523	core	003	Affection	1	0.333
H4523	lex	002001001053	Soft	1	0.25
H4524	core	155	Space	1	1.0
H4524	lex	002002001010	Orientation	4	0.667
H4525	core	025	Crafts	4	0.5
H4525	core	188	Work	4	0.5
H4525	lex	001001002003010	Professions	4	0.571
H4525	lex	001005001001	Buildings	3	0.429
H4526	lex	001004001008	Furnishings	14	0.824
H4526	lex	001005001003	Fortifications	3	0.176
H4527	core	025	Crafts	1	1.0
H4527	ctx	019	Building	1	0.5
H4527	lex	001005001	Constructions	1	1.0
H4528	lex	001005001001	Buildings	1	1.0
H4529	lex	002001001053	Soft	4	1.0
H4530	lex	002001001042	Quantity	1	1.0
H4531	lex	002004002013	Test	4	1.0
H4532	lex	003001010	Names of Locations	5	1.0
H4532	sdbg	088038	Sin, Wrongdoing, Guilt	2	0.56
H4532	sdbg	027004	Try To Learn	1	0.44
H4533	lex	001004001002	Clothing	3	1.0
H4533	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	3	1.0
H4534	core	117	Plant	1	1.0
H4534	ctx	117003	Plant > Human	1	0.5
H4534	lex	001003001	Plants	1	1.0
H4536	lex	002003002011	Exchange	1	1.0
H4537	lex	002003001012	Mixed	4	0.8
H4538	core	094	Liquids	1	1.0
H4538	ctx	007	Alcohol	2	0.4
H4538	lex	001004003005	Wine	1	0.5
H4539	ctx	141	Sanctuary	22	0.55
H4539	ctx	025	Crafts	16	0.4
H4539	ctx	109	Nomad	2	0.05
H4539	lex	001004001008	Furnishings	25	1.0
H4539	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	8	1.0
H4540	core	031	Clothing	1	1.0
H4540	lex	001004001002	Clothing	1	1.0
H4541	core	025	Crafts	25	0.325
H4541	core	078	Idolatry	25	0.325
H4541	core	137	Representation	25	0.325
H4541	core	154	Sleeping	2	0.026
H4541	ctx	016	Behavior	20	0.769
H4541	ctx	091	Law	4	0.154
H4541	lex	001004001006	Cult Objects	25	0.472
H4541	lex	001004001010	Images	25	0.472
H4541	lex	002003001005	Cover	2	0.038
H4542	core	180	Wealth and Poverty	4	1.0
H4542	ctx	187	Wisdom	4	1.0
H4542	lex	002001001040	Poor	4	1.0
H4542	sdbg	057006	Be Poor, Be Needy, Poverty	4	1.0
H4543	core	019	Building	7	0.5
H4543	core	159	Storage	7	0.5
H4543	lex	001005001	Constructions	7	1.0
H4544	core	180	Wealth and Poverty	1	1.0
H4544	lex	002001001040	Poor	1	1.0
H4545	core	025	Crafts	2	1.0
H4545	lex	001004001002	Clothing	2	1.0
H4546	lex	001005005	Roads	27	1.0
H4546	sdbg	001016	Thoroughfares: Roads, Streets, Paths, etc.	6	0.54
H4546	sdbg	015002	Travel, Journey	2	0.178
H4546	sdbg	041001	Behavior, Conduct	2	0.171
H4547	lex	001005005	Roads	1	1.0
H4548	core	025	Crafts	4	1.0
H4548	lex	001004001017	Tools	4	1.0
H4549	core	003	Affection	1	0.333
H4549	lex	002001001053	Soft	20	0.87
H4550	lex	002002001009	Move	12	1.0
H4551	core	025	Crafts	1	0.5
H4551	lex	001005	Scenery	1	0.5
H4552	lex	001005001001	Buildings	1	1.0
H4553	core	086	Joy and Grief	16	0.333
H4553	core	102	Mourning	16	0.333
H4553	core	184	Well-Being	16	0.333
H4553	ctx	092	Life and Death	4	1.0
H4553	lex	002001002014	Grieve	16	1.0
H4553	sdbg	052	Funerals and Burial	6	1.0
H4554	core	009	Animal	5	0.5
H4554	core	062	Food	5	0.5
H4554	ctx	085	Journey	5	1.0
H4554	lex	001004003	Food	5	1.0
H4554	sdbg	005001	Food	5	1.0
H4555	core	031	Clothing	2	1.0
H4555	ctx	097	Magic	2	1.0
H4555	lex	001004001002	Clothing	2	1.0
H4556	core	018	Body	3	0.5
H4556	core	069	Health and Sickness	3	0.5
H4556	lex	002001001065	Weak	3	1.0
H4557	core	130	Quantity	127	0.962
H4557	core	083	Intensity	5	0.038
H4557	lex	002001001042	Quantity	109	0.449
H4557	lex	002001003009	Frequency	109	0.449
H4557	lex	002004002009	Measure	21	0.086
H4557	lex	002004002007	Know	4	0.016
H4557	sdbg	060001	Number, Countless	111	1.0
H4558	lex	003001007	Names of People	1	1.0
H4559	lex	003001007	Names of People	1	1.0
H4560	lex	002004002012	Select	1	0.5
H4561	core	014	Authority	1	0.25
H4561	ctx	050	Divine	1	1.0
H4561	lex	002004002007	Know	1	1.0
H4562	core	014	Authority	1	1.0
H4562	ctx	042	Covenant	1	1.0
H4562	lex	002003002008	Control	1	1.0
H4563	core	143	Security	1	1.0
H4563	lex	002002001007	Hide	1	1.0
H4564	lex	002002001007	Hide	1	1.0
H4565	core	143	Security	10	1.0
H4565	lex	002002001007	Hide	10	1.0
H4565	sdbg	028005	Not Able To Be Known, Secret	4	1.0
H4569	lex	001005005	Roads	10	0.714
H4569	lex	001005003	Landforms	3	0.214
H4570	core	016	Behavior	10	0.769
H4570	core	085	Journey	3	0.231
H4570	lex	001005005	Roads	10	0.625
H4570	lex	002002001009	Move	6	0.375
H4572	lex	003001007	Names of People	1	1.0
H4573	lex	003001007	Names of People	1	1.0
H4574	core	086	Joy and Grief	3	0.5
H4574	core	184	Well-Being	3	0.5
H4574	ctx	062	Food	2	0.5
H4574	lex	002001002023	Rejoice	3	1.0
H4575	lex	001004001004	Cords	2	1.0
H4576	core	006	Agriculture	1	0.5
H4576	lex	001004001017	Tools	1	1.0
H4578	core	086	Joy and Grief	4	1.0
H4578	lex	001001002003	People	39	1.0
H4578	sdbg	008002	Parts of the Body	18	0.9
H4579	core	107	Nature	1	1.0
H4579	ctx	107	Nature	1	1.0
H4579	lex	002001001042	Quantity	1	1.0
H4581	core	143	Security	36	0.857
H4581	core	025	Crafts	2	0.048
H4581	core	031	Clothing	2	0.048
H4581	core	176	Warfare	2	0.048
H4581	lex	001005001003	Fortifications	34	0.895
H4581	lex	001004001002	Clothing	2	0.053
H4581	lex	001004001020	Weapons	2	0.053
H4581	sdbg	079013	Strong, Weak	2	0.7
H4581	sdbg	074	Able, Capable	1	0.3
H4582	lex	003001007	Names of People	1	1.0
H4583	core	039	Confidence and Fear	1	0.5
H4583	lex	002004001005	See	1	0.5
H4586	lex	003001007	Names of People	2	1.0
H4587	lex	003001007	Names of People	1	1.0
H4588	core	086	Joy and Grief	1	0.5
H4588	lex	002001001018	Dark	1	1.0
H4589	core	031	Clothing	1	1.0
H4589	ctx	007	Alcohol	1	1.0
H4589	lex	002003001017	Undress	1	1.0
H4590	lex	003001007	Names of People	2	1.0
H4592	core	083	Intensity	7	1.0
H4592	ctx	168	Time	26	1.0
H4592	lex	002001001042	Quantity	44	0.44
H4592	lex	002001003009	Frequency	37	0.37
H4592	lex	002001003017	Trivial	9	0.09
H4592	lex	002001003013	Lax	7	0.07
H4592	lex	004001	Affirmers	3	0.03
H4592	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	18	0.384
H4592	sdbg	059001	Many, Few [Countables]	11	0.246
H4592	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	8	0.183
H4595	core	031	Clothing	1	1.0
H4595	ctx	015	Beauty	1	1.0
H4595	lex	001004001002	Clothing	1	1.0
H4597	lex	003001007	Names of People	1	1.0
H4598	core	031	Clothing	28	0.5
H4598	core	158	Status	28	0.5
H4598	ctx	124	Priesthood	16	0.444
H4598	ctx	180	Wealth and Poverty	9	0.25
H4598	ctx	139	Royalty	7	0.194
H4598	ctx	031	Clothing	4	0.111
H4598	lex	001004001002	Clothing	28	1.0
H4599	core	094	Liquids	22	1.0
H4599	ctx	001	Access	4	0.286
H4599	ctx	062	Food	3	0.214
H4599	ctx	094	Liquids	3	0.214
H4599	ctx	173	Universe	2	0.143
H4599	lex	001005007	Waterbodies	22	1.0
H4599	sdbg	001010	Bodies of Water	14	0.8
H4599	sdbg	007005	Constructions for Holding Water	4	0.2
H4600	core	047	Destruction	1	1.0
H4600	ctx	018	Body	2	0.333
H4600	lex	002001001023	Impact	3	1.0
H4601	ctx	075	Human	1	1.0
H4601	lex	003001007	Names of People	17	0.773
H4601	lex	003001010	Names of Locations	4	0.182
H4602	lex	003001006	Names of Groups	8	1.0
H4603	core	016	Behavior	35	0.5
H4603	core	056	Faithfulness	35	0.5
H4603	ctx	050	Divine	32	0.865
H4603	ctx	075	Human	2	0.054
H4603	ctx	098	Marriage	2	0.054
H4603	lex	002001002028	Unfaithful	35	1.0
H4603	sdbg	015004	Leave, Depart, Flee, Escape, Send	4	0.469
H4603	sdbg	031009	Trust, Rely	2	0.211
H4603	sdbg	076	Power, Force	1	0.164
H4603	sdbg	034002	Join, Begin To Associate	1	0.156
H4604	core	016	Behavior	1	0.5
H4604	lex	002001002028	Unfaithful	1	1.0
H4605	sdbg	089017	Addition	31	0.364
H4605	sdbg	083009	Above, Below	21	0.251
H4605	sdbg	089015	Sequential Addition	17	0.203
H4609	lex	002001001042	Quantity	1	0.5
H4609	sdbg	007003	Parts and Areas of Buildings	21	0.808
H4609	sdbg	087001	Position, Rank	5	0.192
H4611	core	016	Behavior	39	1.0
H4611	lex	002002003003	Happen	41	1.0
H4614	ctx	034	Competition	1	1.0
H4614	lex	001006015	Stone	1	1.0
H4615	core	070	Heights and Depths	5	0.5
H4615	core	107	Nature	5	0.5
H4615	ctx	094	Liquids	4	0.571
H4615	ctx	107	Nature	3	0.429
H4615	lex	001005003	Landforms	5	1.0
H4615	sdbg	081002	High, Low, Deep	2	0.667
H4615	sdbg	078001	Much, Little [Positive-Negative Degree]	1	0.333
H4616	sdbg	089009	Purpose	162	0.666
H4618	core	006	Agriculture	1	1.0
H4618	ctx	006	Agriculture	1	1.0
H4618	lex	001005003	Landforms	1	1.0
H4619	lex	003001007	Names of People	1	1.0
H4621	core	025	Crafts	2	1.0
H4621	lex	001004001017	Tools	2	1.0
H4622	lex	002003002008	Control	1	1.0
H4623	lex	002003002008	Control	1	1.0
H4626	core	025	Crafts	1	0.333
H4626	lex	002003001018	Uncover	2	1.0
H4627	core	032	Commerce	8	1.0
H4627	lex	002003002020	Possess	8	1.0
H4628	core	066	Geography	14	1.0
H4628	ctx	103	Motion	4	0.5
H4628	ctx	173	Universe	4	0.5
H4628	lex	002002001010	Orientation	14	1.0
H4628	sdbg	082001	North, South, East, West	7	1.0
H4629	core	066	Geography	1	1.0
H4629	lex	002002001010	Orientation	1	1.0
H4631	ctx	143	Security	1	1.0
H4631	lex	001005003	Landforms	39	0.975
H4631	sdbg	001008	Depressions and Holes	22	1.0
H4632	lex	001005003	Landforms	1	1.0
H4635	sdbg	030004	To Intend, To Purpose, To Plan	3	0.667
H4635	sdbg	053002	Offering, Sacrifice	2	0.333
H4636	core	031	Clothing	1	0.5
H4636	lex	002003001017	Undress	1	1.0
H4638	lex	003001010	Names of Locations	1	1.0
H4639	sdbg	042002	Do, Perform	138	0.819
H4640	lex	003001007	Names of People	1	1.0
H4641	lex	003001007	Names of People	23	1.0
H4643	sdbg	060004	Half, Third, Fourth [Fractional Part]	6	1.0
H4644	lex	003001010	Names of Locations	1	1.0
H4645	core	005	Aggression	1	1.0
H4645	ctx	050	Divine	1	0.5
H4645	lex	002003002007	Conflict	1	1.0
H4646	ctx	092	Life and Death	1	0.5
H4646	lex	002001001019	Dead	1	1.0
H4647	core	025	Crafts	1	1.0
H4647	lex	001004001017	Tools	1	1.0
H4648	lex	003001007	Names of People	12	1.0
H4649	lex	003001007	Names of People	1	1.0
H4650	core	005	Aggression	1	0.5
H4650	ctx	169	Tool	1	1.0
H4650	lex	001004001020	Weapons	1	1.0
H4655	core	143	Security	1	0.5
H4655	ctx	181	Weather	1	0.5
H4655	lex	002003003017	Safe	1	1.0
H4659	lex	002002003003	Happen	2	1.0
H4659	sdbg	042002	Do, Perform	3	0.911
H4660	core	005	Aggression	1	0.333
H4660	lex	001004001020	Weapons	1	1.0
H4661	core	005	Aggression	1	0.333
H4661	lex	001004001020	Weapons	1	1.0
H4662	core	130	Quantity	2	0.5
H4662	ctx	140	Sacrifices and Offerings	1	0.5
H4662	lex	002004001005	See	3	0.75
H4663	lex	003001003	Names of Constructions	1	1.0
H4665	core	018	Body	1	1.0
H4665	lex	001001002	Creatures	1	1.0
H4666	core	108	Navigation	1	1.0
H4666	ctx	173	Universe	1	1.0
H4666	lex	002001001048	Shape	1	0.5
H4667	core	018	Body	1	1.0
H4667	ctx	031	Clothing	1	0.5
H4667	lex	001001002	Creatures	1	1.0
H4668	core	001	Access	3	0.333
H4668	core	019	Building	3	0.333
H4668	core	025	Crafts	3	0.333
H4668	ctx	169	Tool	2	0.5
H4668	lex	001004001017	Tools	3	1.0
H4669	core	018	Body	1	1.0
H4669	ctx	037	Communication	1	0.5
H4669	lex	002001001039	Open	1	1.0
H4670	lex	001005001001	Buildings	8	1.0
H4671	ctx	112	Permanence	8	0.5
H4671	ctx	186	Wind	8	0.5
H4672	core	155	Space	70	0.483
H4672	core	099	Mind	52	0.359
H4672	core	120	Possession	7	0.048
H4672	core	180	Wealth and Poverty	7	0.048
H4672	core	130	Quantity	3	0.021
H4672	core	039	Confidence and Fear	2	0.014
H4672	lex	002002001012	Search	453	0.998
H4672	sdbg	027002	Learn the Location of Something	173	0.61
H4672	sdbg	027001	Learn	58	0.205
H4674	core	019	Building	1	0.333
H4674	lex	001004001020	Weapons	1	1.0
H4675	lex	001001002003004	Groups	1	0.5
H4676	core	078	Idolatry	21	0.618
H4676	core	134	Remembrance	13	0.382
H4676	ctx	016	Behavior	21	0.778
H4676	ctx	091	Law	6	0.222
H4676	lex	001004001006	Cult Objects	21	0.618
H4676	lex	001005001004	Monuments	13	0.382
