# Directional BHSA construct chains (smikhut): regens (governing) -> rectum (dependent/genitive). Kind/part evidence, NOT IS-A. See build_hierarchy_relations.py.
regens_strong	rectum_strong	count
H3678	H1777	1
H3627	H3366	1
H3899	H8267	1
H4170	H0120	1
H5397	H0120	1
H3605	H2315	1
H3605	H0990	1
H8597	H0970	1
H1926	H2205	1
H2250	H6482	1
H4347	H2315	1
H4347	H0990	1
H7342	H3820	1
H5216	H7563	1
H4284	H2743	1
H3605	H0213	1
H6467	H0214	1
H1245	H4194	1
H7701	H7563	1
H1870	H2054	1
H5315	H7563	1
H2201	H1800	1
H0376	H4270	1
H0157	H8057	1
H0802	H3707	1
H5116	H2450	1
H5892	H1368	1
H5797	H4009	1
H5678	H2087	1
H8378	H6102	1
H5707	H3577	1
H6118	H6038	1
H6310	H1870	1
H2232	H5930	1
H2896	H5869	1
H2889	H3820	1
H2580	H8193	1
H6310	H2114	1
H3820	H5288	1
H7626	H4148	1
H7189	H0561	1
H7189	H0571	1
H0561	H0571	1
H1167	H0639	1
H8628	H3709	1
H6440	H2823	1
H1167	H5315	1
H3899	H3577	1
H3899	H7451	1
H3899	H5869	1
H0241	H3686	1
H7922	H4405	1
H7704	H3490	1
H5435	H3196	1
H0001	H6662	1
H3205	H2450	1
H7218	H2260	1
H0376	H7462	1
H3605	H5273	1
H0376	H1847	1
H1167	H4209	1
H2154	H0200	1
H5341	H5315	1
H6365	H8147	1
H7725	H1697	1
H7725	H5228	1
H7704	H0376	1
H3754	H0120	1
H1447	H0068	1
H3519	H4428	1
H4725	H1419	1
H8599	H2091	1
H2482	H3800	1
H6793	H7950	1
H4991	H8267	1
H0753	H0639	1
H3956	H5643	1
H1706	H7235	1
H2714	H3519	1
H5892	H6555	1
H3027	H7910	1
H7725	H2940	1
H0241	H3611	1
H0657	H6086	1
H0369	H7279	1
H0376	H4080	1
H3701	H5509	1
H1556	H0068	1
H3514	H0068	1
H5192	H2344	1
H0395	H2534	1
H7858	H0639	1
H6440	H7068	1
H6482	H0157	1
H5390	H8130	1
H6098	H5315	1
H7453	H0001	1
H8081	H3225	1
H5341	H8384	1
H8104	H0113	1
H6310	H4110	1
H6212	H2022	1
H4242	H7704	1
H1767	H2461	1
H1767	H5795	1
H2461	H5795	1
H6588	H0776	1
H6231	H1800	1
H5800	H8451	1
H6141	H1870	1
H5341	H8451	1
H2603	H1800	1
H2637	H8394	1
H7291	H7386	1
H0376	H0530	1
H7227	H1293	1
H0376	H5869	1
H3198	H0120	1
H7342	H5315	1
H5956	H5869	1
H7227	H3994	1
H0376	H8641	1
H6588	H0376	1
H1777	H1800	1
H3605	H8334	1
H0376	H8496	1
H0369	H2377	1
H0376	H0639	1
H7227	H6588	1
H1346	H0120	1
H2731	H0120	1
H6440	H4910	1
H8441	H6662	1
H0376	H5766	1
H8441	H7563	1
H0998	H0120	1
H3605	H0565	1
H0565	H0433	1
H1697	H3577	1
H3899	H2706	1
H6115	H7358	1
H3349	H0517	1
H6158	H5158	1
H1121	H5404	1
H1870	H5404	1
H1870	H5175	1
H1870	H0591	1
H1870	H1397	1
H1870	H5003	1
H6996	H0776	1
H3190	H6806	1
H4330	H2461	1
H4330	H0639	1
H1247	H0990	1
H1247	H5088	1
H1777	H6040	1
H3605	H6040	1
H1121	H6040	1
H1777	H2475	1
H3605	H2475	1
H1121	H2475	1
H3820	H1167	1
H2656	H3709	1
H0591	H5503	1
H6529	H3709	1
H8451	H2617	1
H1979	H1004	1
H3899	H6104	1
H6529	H3027	1
H4194	H0376	1
H3820	H8198	1
H0259	H8198	1
H6256	H0400	1
H6654	H7114	1
H1637	H8184	1
H7097	H6195	1
H7725	H5315	1
H5390	H6310	1
H5739	H2270	1
H6119	H6629	1
H7393	H6547	1
H5351	H3701	1
H6872	H4753	1
H0811	H3724	1
H6982	H1004	1
H7799	H6010	1
H6256	H2158	1
H6963	H8449	1
H5643	H4095	1
H2022	H1335	1
H2315	H2029	1
H6999	H4753	1
H6999	H3828	1
H3605	H0081	1
H3925	H4421	1
H3117	H2861	1
H3117	H3820	1
H0505	H4043	1
H7982	H1368	1
H2022	H4753	1
H1389	H3828	1
H4585	H0738	1
H2022	H5246	1
H0259	H6060	1
H7381	H8081	1
H7381	H8008	1
H6508	H7416	1
H6086	H3828	1
H4599	H1588	1
H7447	H3915	1
H3709	H4514	1
H8104	H2346	1
H4026	H4840	1
H1551	H2091	1
H6247	H8127	1
H0134	H6337	1
H5739	H7354	1
H1593	H0093	1
H0003	H5158	1
H4818	H5971	1
H4818	H5081	1
H5971	H5081	1
H1323	H5081	1
H2542	H3409	1
H0101	H5469	1
H6195	H2406	1
H4026	H8127	1
H1803	H7218	1
H0811	H1612	1
H7381	H0639	1
H8193	H3462	1
H3605	H4022	1
H6071	H7416	1
H7565	H0784	1
H2918	H3701	1
H3871	H0730	1
H3318	H7965	1
H2022	H1314	1
H1697	H6953	1
H3605	H2319	1
H6086	H3605	1
H6779	H6086	1
H5459	H4428	1
H5459	H4082	1
H8588	H1121	1
H8588	H0120	1
H3504	H0216	1
H4745	H3686	1
H6256	H4421	1
H6256	H7965	1
H3504	H6213	1
H4725	H4941	1
H4725	H6664	1
H1700	H1121	1
H1700	H0120	1
H4195	H0120	1
H7307	H1121	1
H7307	H0929	1
H1832	H6231	1
H3605	H3788	1
H3788	H4639	1
H7068	H0376	1
H4393	H5184	1
H3709	H5184	1
H1004	H0631	1
H7230	H6045	1
H7230	H2472	1
H7230	H1893	1
H6233	H7326	1
H1499	H4941	1
H1499	H6664	1
H3504	H0776	1
H8142	H5647	1
H3605	H5980	1
H5999	H0120	1
H4557	H1893	1
H7455	H6440	1
H3820	H2450	1
H1004	H8057	1
H1606	H2450	1
H7892	H3686	1
H7814	H3686	1
H0319	H1697	1
H0750	H7307	1
H2436	H3686	1
H7200	H8121	1
H3504	H1847	1
H3117	H2896	1
H6592	H1697	1
H2451	H0120	1
H5797	H6440	1
H1700	H7621	1
H1700	H0430	1
H7621	H0430	1
H4725	H6918	1
H4639	H7462	1
H4639	H7563	1
H4639	H6662	1
H3820	H2896	1
H2451	H4542	1
H2201	H4910	1
H3627	H7128	1
H2070	H4194	1
H5531	H4592	1
H7307	H4910	1
H6440	H7989	1
H3504	H3787	1
H1167	H3956	1
H6310	H2450	1
H8462	H1697	1
H8462	H6310	1
H0319	H6310	1
H5999	H3686	1
H1121	H2715	1
H8220	H3027	1
H8104	H7307	1
H1870	H7307	1
H0990	H4390	1
H6963	H2913	1
H6963	H6833	1
H1323	H7892	1
H1004	H5769	1
H2256	H3701	1
H1543	H2091	1
H1697	H2656	1
H1167	H0627	1
H3024	H1320	1
H3605	H5956	1
H7227	H5971	1
H7230	H5656	1
H1097	H0935	1
H1097	H4150	1
H0935	H4150	1
H3605	H1926	1
H6440	H7291	1
H3117	H4788	1
H5923	H6588	1
H3605	H0047	1
H3605	H5115	1
H4014	H1323	1
H0168	H1323	1
H2195	H0639	1
H2346	H0759	1
H2205	H1323	1
H7339	H7151	1
H2436	H0517	1
H4854	H7723	1
H7161	H6862	1
H5315	H5768	1
H1121	H0827	1
H0615	H0776	1
H4941	H1397	1
H6440	H5945	1
H6310	H5945	1
H0369	H2014	1
H7379	H5315	1
H3605	H5360	1
H8193	H6965	1
H4044	H3820	1
H0068	H6944	1
H3956	H3243	1
H5771	H1323	1
H2491	H7458	1
H3027	H7362	1
H5771	H3548	1
H1818	H6662	1
H5404	H8064	1
H2719	H4057	1
H6440	H2152	1
H2152	H7458	1
H4885	H3820	1
H6239	H3519	1
H6239	H4438	1
H3366	H8597	1
H3366	H1420	1
H8597	H1420	1
H2691	H1593	1
H2691	H1055	1
H1593	H4428	1
H1055	H4428	1
H2256	H0948	1
H2256	H0713	1
H1551	H3701	1
H4296	H2091	1
H4296	H3701	1
H3196	H4438	1
H7227	H1004	1
H4960	H0802	1
H7651	H5631	1
H3045	H6256	1
H6440	H3045	1
H6440	H1882	1
H6440	H1777	1
H3605	H1882	1
H3605	H1777	1
H3045	H1882	1
H3045	H1777	1
H7651	H8269	1
H1697	H4438	1
H3605	H5291	1
H1323	H1730	1
H4194	H0517	1
H2896	H1004	1
H2896	H0802	1
H2691	H0802	1
H1882	H0802	1
H8081	H4753	1
H8562	H0802	1
H8104	H6370	1
H3830	H8242	1
H6575	H3701	1
H3792	H1882	1
H5971	H4082	1
H5971	H4428	1
H7218	H8275	1
H3519	H6239	1
H7230	H1121	1
H8142	H4428	1
H2233	H3064	1
H5143	H4428	1
H6440	H4436	1
H6440	H7272	1
H2428	H4082	1
H7392	H7409	1
H8509	H0948	1
H8509	H0713	1
H6343	H3064	1
H0341	H3064	1
H1245	H7462	1
H3605	H6346	1
H4347	H2719	1
H4557	H2026	1
H7605	H4082	1
H7605	H4428	1
H1882	H3117	1
H7605	H3064	1
H5892	H6519	1
H3117	H2568	1
H6887	H3605	1
H8034	H6332	1
H3605	H0107	1
H1697	H0107	1
H8147	H3117	1
H8432	H3064	1
H0107	H6332	1
H1697	H2201	1
H1697	H6332	1
H4639	H8633	1
H4639	H1369	1
H6575	H1420	1
H7230	H0251	1
H7117	H3627	1
H7117	H1004	1
H7117	H0430	1
H3045	H1847	1
H3956	H3778	1
H6440	H5631	1
H4758	H3206	1
H7117	H6235	1
H3605	H3206	1
H3605	H2472	1
H3605	H0998	1
H1697	H2451	1
H1697	H0998	1
H2451	H0998	1
H3605	H7989	1
H3605	H0825	1
H7230	H2875	1
H6924	H8065	1
H7607	H2445	1
H3045	H0998	1
H0424	H0001	1
H0317	H3117	1
H0144	H7007	1
H3605	H0870	1
H5775	H8065	1
H7117	H4437	1
H2233	H0606	1
H4756	H4428	1
H7230	H5461	1
H8651	H4428	1
H5673	H4082	1
H6754	H0600	1
H1397	H2428	1
H1247	H0424	1
H8651	H5135	1
H8651	H3344	1
H1907	H4428	1
H7381	H5135	1
H6592	H2493	1
H3605	H7328	1
H2375	H2493	1
H5488	H3605	1
H6212	H0772	1
H1509	H5892	1
H8217	H0606	1
H2445	H4437	1
H1509	H5942	1
H7117	H3392	1
H1964	H4437	1
H1004	H4437	1
H3368	H1926	1
H6433	H4428	1
H2416	H5958	1
H2428	H8065	1
H3368	H4437	1
H4428	H8065	1
H2940	H2563	1
H3984	H3701	1
H3027	H0606	1
H3796	H1964	1
H6446	H3027	1
H7002	H2783	1
H2445	H4428	1
H7230	H0825	1
H7230	H3778	1
H3764	H4437	1
H4756	H8065	1
H7989	H8532	1
H1247	H8141	1
H1247	H8361	1
H1247	H8648	1
H6654	H4437	1
H3605	H7960	1
H3605	H5632	1
H5632	H4437	1
H7010	H4428	1
H4605	H8121	1
H3605	H7010	1
H6433	H1356	1
H5650	H0424	1
H5650	H2416	1
H6433	H0745	1
H3605	H1634	1
H7985	H4437	1
H3027	H0745	1
H7218	H4405	1
H7307	H8065	1
H3824	H0606	1
H5869	H0606	1
H7031	H4405	1
H7031	H7227	1
H6051	H8065	1
H6654	H5942	1
H4437	H8460	1
H4437	H3605	1
H4437	H8065	1
H8460	H3605	1
H3605	H8065	1
H5971	H6922	1
H5971	H5945	1
H7161	H2380	1
H2534	H3581	1
H8147	H7161	1
H4349	H4720	1
H4758	H1397	1
H6963	H0120	1
H0319	H2195	1
H4150	H7093	1
H0702	H4438	1
H0319	H4438	1
H5971	H6918	1
H0657	H3027	1
H6256	H4503	1
H8462	H8469	1
H6664	H5769	1
H4161	H1697	1
H5971	H5057	1
H7093	H4421	1
H2677	H7620	1
H3671	H8251	1
H3899	H2532	1
H3027	H1419	1
H4758	H1300	1
H8269	H4438	1
H0259	H7223	1
H3792	H0571	1
H4428	H1368	1
H1323	H5045	1
H3581	H2220	1
H5342	H8330	1
H4581	H4428	1
H4581	H6828	1
H1995	H2428	1
H7093	H6256	1
H1121	H6530	1
H6530	H5971	1
H2220	H5045	1
H5971	H4005	1
H8633	H3605	1
H8633	H4438	1
H4581	H0776	1
H1925	H4438	1
H2220	H7858	1
H5057	H1285	1
H4592	H1471	1
H4924	H4082	1
H0398	H6598	1
H5800	H1285	1
H5800	H6944	1
H7561	H1285	1
H5971	H3045	1
H3045	H0430	1
H2532	H0802	1
H0433	H4581	1
H4014	H4581	1
H0433	H5236	1
H7225	H1121	1
H0168	H0643	1
H2022	H6643	1
H6643	H6944	1
H3462	H0127	1
H3462	H6083	1
H0127	H6083	1
H1860	H5769	1
H2096	H7549	1
H6663	H7227	1
H7093	H6382	1
H3027	H6944	1
H0105	H2091	1
H0105	H3701	1
H1121	H7778	1
H5930	H3117	1
H4941	H1697	1
H4941	H3117	1
H3605	H6942	1
H7605	H0251	1
H8643	H8057	1
H1065	H5971	1
H7605	H7218	1
H7605	H0001	1
H8462	H4438	1
H7605	H3674	1
H3792	H5406	1
H7607	H0520	1
H0606	H5676	1
H0606	H5104	1
H4417	H1964	1
H6172	H4428	1
H8141	H8648	1
H5869	H0424	1
H1004	H7227	1
H0424	H0772	1
H7466	H4428	1
H1004	H5612	1
H3984	H1004	1
H3984	H0424	1
H6346	H3064	1
H5232	H4428	1
H4060	H5676	1
H4060	H5104	1
H1247	H8449	1
H8141	H8352	1
H7607	H1247	1
H6842	H5797	1
H4510	H7626	1
H3792	H5612	1
H2932	H1471	1
H2932	H0776	1
H3605	H1246	1
H8141	H7637	1
H3246	H4609	1
H5608	H1697	1
H5608	H4687	1
H5608	H2706	1
H1697	H4687	1
H1697	H2706	1
H3605	H5068	1
H6924	H7651	1
H3605	H1722	1
H7607	H3701	1
H7607	H1722	1
H7466	H0424	1
H6402	H1004	1
H6402	H0424	1
H7607	H1004	1
H7607	H0424	1
H3605	H1489	1
H2940	H8065	1
H1004	H8065	1
H4437	H4428	1
H3605	H2171	1
H3605	H8652	1
H6066	H5232	1
H6440	H3289	1
H0376	H7922	1
H8641	H1004	1
H8641	H0430	1
H3627	H2896	1
H4948	H3701	1
H4948	H3627	1
H3709	H0693	1
H3605	H4948	1
H8181	H2206	1
H0776	H5079	1
H5079	H5971	1
H5079	H0776	1
H5971	H8441	1
H0369	H7611	1
H0369	H6413	1
H6098	H8269	1
H6951	H1473	1
H2320	H8671	1
H7339	H1004	1
H7339	H0430	1
H2740	H0430	1
H7455	H3820	1
H1004	H6913	1
H5892	H6913	1
H5892	H0001	1
H8104	H6508	1
H8179	H1002	1
H0107	H4428	1
H1295	H4428	1
H3499	H6213	1
H3499	H4399	1
H5656	H0113	1
H3678	H6346	1
H3678	H5676	1
H3678	H5104	1
H1121	H7546	1
H2346	H1295	1
H2346	H7974	1
H1295	H7974	1
H5048	H6913	1
H1004	H1368	1
H8503	H1004	1
H0376	H3603	1
H5048	H4740	1
H5048	H8179	1
H5048	H4325	1
H5048	H1419	1
H8104	H8179	1
H8104	H4217	1
H8179	H4217	1
H1121	H6885	1
H1004	H5411	1
H8179	H4662	1
H6195	H6083	1
H2346	H0068	1
H0776	H7633	1
H5048	H1129	1
H3581	H5449	1
H2677	H5288	1
H0259	H3027	1
H0376	H4929	1
H6818	H5971	1
H6818	H0802	1
H4060	H4428	1
H1320	H0251	1
H2781	H1471	1
H6440	H3374	1
H3499	H0341	1
H0107	H6605	1
H8432	H1964	1
H3499	H5030	1
H1167	H7621	1
H8269	H1002	1
H4931	H3427	1
H5612	H3188	1
H7651	H8337	1
H0376	H0312	1
H7117	H7218	1
H7117	H0001	1
H6440	H7339	1
H4276	H3117	1
H4026	H6086	1
H4607	H3027	1
H5929	H8081	1
H5929	H1918	1
H5929	H8559	1
H5929	H5687	1
H6086	H5687	1
H7339	H4325	1
H7243	H3117	1
H4608	H3878	1
H0776	H1622	1
H6040	H0001	1
H0433	H5547	1
H0776	H4428	1
H0776	H7342	1
H0776	H8082	1
H3605	H7668	1
H4855	H3605	1
H4855	H3027	1
H7992	H8255	1
H1061	H6529	1
H1061	H6086	1
H7225	H8641	1
H7225	H6086	1
H4643	H0127	1
H5892	H5656	1
H8641	H1715	1
H8641	H8492	1
H8641	H3324	1
H3627	H4720	1
H7218	H4082	1
H1121	H1419	1
H7218	H8462	1
H6496	H3878	1
H5048	H0430	1
H7218	H3548	1
H2598	H2346	1
H1121	H7891	1
H2677	H8269	1
H4609	H5892	1
H2677	H5461	1
H4521	H8451	1
H4931	H0430	1
H4931	H2893	1
H7218	H7891	1
H4521	H7891	1
H4521	H7778	1
H4687	H3878	1
H4687	H7891	1
H4687	H7778	1
H8641	H3548	1
H3605	H4377	1
H6440	H7676	1
H0310	H7676	1
H4376	H3605	1
H4376	H4465	1
H3605	H4465	1
H5387	H1121	1
H2677	H4496	1
H4940	H5608	1
H0001	H1004	1
H0905	H6370	1
H0001	H1516	1
H0001	H2796	1
H4940	H5656	1
H4940	H0948	1
H1004	H5656	1
H1004	H0948	1
H5656	H0948	1
H4217	H1516	1
H7611	H6413	1
H3326	H0001	1
H3605	H4217	1
H6440	H4217	1
H3605	H4054	1
H1121	H2677	1
H3027	H7892	1
H4494	H0727	1
H4908	H1004	1
H4908	H0430	1
H4276	H2677	1
H4294	H2677	1
H4940	H2677	1
H1416	H6635	1
H1416	H4421	1
H7218	H5387	1
H8337	H8672	1
H1368	H5656	1
H1368	H1004	1
H1368	H0430	1
H2428	H5656	1
H2428	H1004	1
H2428	H0430	1
H1004	H0168	1
H0702	H1368	1
H0702	H7778	1
H1368	H7778	1
H5439	H1004	1
H5439	H0430	1
H1480	H1121	1
H7605	H5892	1
H7218	H1368	1
H0376	H2568	1
H5826	H4421	1
H4679	H4057	1
H7218	H6635	1
H7218	H1416	1
H6256	H3117	1
H4557	H2502	1
H7218	H2502	1
H3627	H6635	1
H5892	H4054	1
H8034	H3205	1
H4598	H0948	1
H7892	H0430	1
H0259	H8199	1
H5668	H5650	1
H8034	H1420	1
H8034	H3372	1
H6256	H8666	1
H6256	H8141	1
H4948	H3603	1
H0702	H1121	1
H4725	H1637	1
H8255	H2091	1
H2719	H4397	1
H0376	H4496	1
H4639	H5656	1
H3605	H4884	1
H3605	H4060	1
H8269	H0430	1
H0376	H4399	1
H3925	H7892	1
H5980	H6994	1
H5980	H1419	1
H5980	H8527	1
H1121	H3172	1
H5656	H4428	1
H3605	H4256	1
H1697	H4256	1
H4256	H2320	1
H4256	H8145	1
H4557	H1697	1
H6213	H7704	1
H5656	H0127	1
H7453	H4428	1
H8269	H4256	1
H8269	H3605	1
H1004	H4496	1
H1916	H0430	1
H7272	H0430	1
H0241	H0430	1
H8403	H0361	1
H1004	H3727	1
H3605	H3957	1
H4948	H5369	1
H4501	H3701	1
H7979	H3701	1
H8403	H4818	1
H4399	H8403	1
H0068	H6320	1
H0068	H7553	1
H3605	H7893	1
H0068	H7893	1
H3336	H3824	1
H3336	H5971	1
H4284	H3824	1
H4283	H3117	1
H7649	H6239	1
H7649	H3519	1
H0168	H0430	1
H4150	H0430	1
H4635	H8548	1
H3772	H6086	1
H3605	H6603	1
H2450	H0113	1
H3605	H6878	1
H3605	H1616	1
H8034	H3233	1
H8034	H8042	1
H1823	H1241	1
H4639	H5930	1
H4219	H2091	1
H2691	H3548	1
H3802	H3233	1
H3595	H5178	1
H8432	H5835	1
H8469	H5650	1
H8469	H5971	1
H2077	H1241	1
H1004	H2077	1
H7093	H6242	1
H5892	H2346	1
H8269	H7991	1
H4143	H1004	1
H2677	H4768	1
H2677	H2451	1
H4768	H2451	1
H0723	H4818	1
H7605	H1697	1
H0214	H3978	1
H3605	H6370	1
H3605	H4694	1
H1995	H0802	1
H5656	H4467	1
H5656	H0776	1
H6440	H4467	1
H4635	H3899	1
H3499	H1870	1
H4097	H5030	1
H4196	H5236	1
H5375	H4043	1
H0369	H3581	1
H0168	H4735	1
H0430	H0571	1
H3605	H7522	1
H4543	H5892	1
H1004	H4115	1
H4842	H4639	1
H4856	H6440	1
H4727	H7810	1
H6440	H2502	1
H0369	H4854	1
H4467	H0001	1
H7307	H6430	1
H7307	H6163	1
H3027	H3571	1
H6994	H1121	1
H8316	H0001	1
H7778	H5592	1
H8179	H3247	1
H1004	H7713	1
H3996	H8179	1
H6486	H1004	1
H8432	H5945	1
H6486	H4428	1
H6496	H3548	1
H6496	H7218	1
H6213	H5656	1
H6213	H1004	1
H2796	H5178	1
H7605	H3701	1
H3627	H5927	1
H4705	H0376	1
H4097	H5612	1
H4097	H4428	1
H1121	H1416	1
H4557	H6486	1
H4557	H0001	1
H3581	H2428	1
H7704	H6900	1
H4932	H4428	1
H3605	H3782	1
H0430	H4428	1
H7339	H4217	1
H1817	H0361	1
H3117	H8083	1
H3117	H8337	1
H4557	H5930	1
H3477	H3824	1
H7821	H6453	1
H4768	H5971	1
H2893	H6944	1
H3627	H5797	1
H3820	H3878	1
H0505	H6499	1
H4521	H4428	1
H5930	H6153	1
H4521	H3548	1
H7225	H1706	1
H7225	H7704	1
H4643	H3605	1
H5071	H0430	1
H4325	H5869	1
H3605	H6555	1
H8269	H4421	1
H2220	H1320	1
H1368	H5057	1
H1368	H8269	1
H4264	H4428	1
H1363	H3820	1
H8393	H1715	1
H8393	H8492	1
H8393	H3324	1
H3887	H8269	1
H4608	H6913	1
H4608	H1121	1
H6459	H5566	1
H6440	H3665	1
H6440	H6913	1
H3605	H2553	1
H0068	H4274	1
H0068	H6086	1
H3027	H6485	1
H0727	H6944	1
H6391	H1004	1
H6391	H0001	1
H2515	H1004	1
H2515	H0001	1
H1121	H5795	1
H4557	H0505	1
H7399	H4428	1
H6310	H0430	1
H7393	H4932	1
H2532	H1004	1
H1004	H4720	1
H0214	H8269	1
H3627	H4261	1
H3605	H8048	1
H3117	H8048	1
