# Directional BHSA construct chains (smikhut): regens (governing) -> rectum (dependent/genitive). Kind/part evidence, NOT IS-A. See build_hierarchy_relations.py.
regens_strong	rectum_strong	count
H4186	H2346	1
H1004	H2691	1
H7704	H0776	1
H1353	H5769	1
H4465	H1004	1
H5656	H5650	1
H0272	H0001	1
H4466	H5650	1
H1121	H8453	1
H3027	H1616	1
H3027	H8453	1
H6133	H4940	1
H6133	H1616	1
H4940	H1616	1
H8141	H4376	1
H3701	H4465	1
H3701	H4736	1
H7916	H8141	1
H0068	H4906	1
H6086	H0776	1
H5359	H1285	1
H2534	H7147	1
H6963	H5929	1
H4499	H2719	1
H1285	H7223	1
H6235	H8255	1
H3027	H5087	1
H2233	H8184	1
H7704	H2764	1
H7704	H4736	1
H4373	H6187	1
H0272	H0776	1
H3605	H6187	1
H4643	H0776	1
H7121	H5713	1
H4931	H5715	1
H5048	H5439	1
H4264	H3878	1
H6485	H4264	1
H4931	H5713	1
H3627	H4150	1
H4940	H6020	1
H4940	H3325	1
H4940	H5817	1
H8083	H8337	1
H8083	H3967	1
H6486	H8104	1
H6486	H6944	1
H6486	H1121	1
H0929	H1121	1
H6302	H7651	1
H6302	H3967	1
H3701	H6306	1
H6302	H3878	1
H3701	H6302	1
H0899	H3632	1
H7979	H6440	1
H7184	H5262	1
H3899	H8548	1
H0899	H8438	1
H0899	H8144	1
H3605	H8081	1
H3627	H8081	1
H3605	H8335	1
H4854	H1121	1
H6486	H4908	1
H7626	H4940	1
H7626	H6956	1
H8432	H3878	1
H6310	H1121	1
H3627	H4931	1
H3627	H4854	1
H6485	H6956	1
H5656	H4854	1
H3605	H6879	1
H3605	H2100	1
H0905	H0352	1
H0352	H3725	1
H7058	H8184	1
H7172	H4908	1
H7218	H0802	1
H7621	H0423	1
H8451	H7068	1
H5088	H5139	1
H2558	H3196	1
H2558	H7941	1
H3605	H4952	1
H3605	H6025	1
H4952	H6025	1
H3117	H5088	1
H5088	H5145	1
H6545	H8181	1
H6545	H7218	1
H8181	H5145	1
H2471	H0259	1
H3709	H5139	1
H6310	H5088	1
H8451	H5145	1
H5699	H6632	1
H8147	H5387	1
H8147	H5699	1
H0702	H1241	1
H0702	H5699	1
H8083	H1241	1
H3117	H6249	1
H3117	H8147	1
H4219	H3701	1
H3701	H3627	1
H2091	H3709	1
H3605	H8002	1
H1241	H2077	1
H1241	H8002	1
H7651	H5369	1
H4639	H4501	1
H1060	H3605	1
H6635	H5656	1
H3605	H6453	1
H8147	H2689	1
H4744	H5713	1
H5375	H4908	1
H5375	H4720	1
H7233	H0505	1
H5869	H0916	1
H2940	H3955	1
H2940	H8081	1
H3955	H8081	1
H4854	H3605	1
H5439	H0168	1
H3605	H4283	1
H3117	H4283	1
H0182	H0802	1
H0182	H3571	1
H7358	H0517	1
H2677	H1320	1
H3117	H6025	1
H1061	H6025	1
H0811	H6025	1
H0182	H0811	1
H6951	H1121	1
H1433	H2617	1
H0776	H4186	1
H3899	H0776	1
H8641	H1637	1
H6734	H3671	1
H7148	H4150	1
H5159	H7704	1
H5159	H3754	1
H0168	H0376	1
H4194	H3605	1
H6486	H0120	1
H0996	H8316	1
H4289	H2400	1
H7555	H6341	1
H4289	H5178	1
H8432	H4294	1
H1121	H4805	1
H5771	H4720	1
H5771	H3550	1
H7626	H0001	1
H1697	H4196	1
H5656	H4979	1
H4931	H8641	1
H3605	H0817	1
H8641	H4976	1
H3605	H8573	1
H8573	H1121	1
H3605	H3324	1
H2460	H3324	1
H3605	H8492	1
H2460	H8492	1
H2460	H1715	1
H1060	H2930	1
H3701	H2568	1
H1060	H3775	1
H1060	H5795	1
H4417	H5769	1
H4643	H1121	1
H8393	H1637	1
H8393	H3342	1
H5227	H6440	1
H5227	H0168	1
H5227	H4150	1
H6086	H0231	1
H6086	H8144	1
H6086	H8438	1
H8432	H8316	1
H8432	H6509	1
H8316	H6509	1
H3605	H6605	1
H6781	H6616	1
H6083	H8316	1
H5137	H4325	1
H5137	H5079	1
H4725	H2233	1
H4725	H8384	1
H4725	H1612	1
H4725	H7416	1
H6440	H5553	1
H5892	H7097	1
H3605	H5391	1
H5612	H4421	1
H0794	H5158	1
H5892	H0567	1
H1167	H1116	1
H3418	H7704	1
H0776	H5971	1
H4934	H3754	1
H7097	H5971	1
H7651	H4196	1
H7218	H6697	1
H4194	H3477	1
H8643	H4428	1
H1847	H5945	1
H6979	H3605	1
H6979	H1121	1
H6979	H8352	1
H3605	H8352	1
H3027	H3794	1
H7218	H0524	1
H1323	H5387	1
H3117	H4046	1
H4940	H2599	1
H4940	H6384	1
H4940	H3756	1
H4940	H7206	1
H7148	H5713	1
H4194	H5713	1
H4940	H5242	1
H4940	H3228	1
H4940	H3200	1
H4940	H7587	1
H4940	H8099	1
H4940	H6831	1
H4940	H2291	1
H4940	H7764	1
H4940	H0244	1
H4940	H6179	1
H4940	H0722	1
H4940	H0692	1
H4940	H8024	1
H4940	H6558	1
H4940	H2539	1
H4940	H8440	1
H4940	H6324	1
H4940	H3432	1
H4940	H8117	1
H4940	H5625	1
H4940	H0440	1
H4940	H3178	1
H4940	H2075	1
H4940	H4354	1
H4940	H1569	1
H4940	H0373	1
H4940	H2516	1
H4940	H0845	1
H4940	H7930	1
H4940	H8062	1
H4940	H2662	1
H4940	H8364	1
H4940	H1076	1
H4940	H8470	1
H4940	H6198	1
H4940	H1108	1
H4940	H0789	1
H4940	H0298	1
H4940	H7781	1
H4940	H2350	1
H4940	H0716	1
H4940	H5280	1
H3605	H7749	1
H4940	H3440	1
H4940	H1284	1
H4940	H2277	1
H4940	H4440	1
H4940	H3184	1
H4940	H1476	1
H4940	H3340	1
H4940	H8016	1
H6310	H6485	1
H8034	H4294	1
H6310	H1486	1
H4940	H4847	1
H8432	H4940	1
H4808	H5713	1
H4941	H0218	1
H8081	H3795	1
H5262	H7941	1
H0905	H2320	1
H0905	H4941	1
H5088	H0490	1
H5088	H1644	1
H3605	H7621	1
H5360	H1121	1
H3605	H2918	1
H3605	H4455	1
H3605	H5347	1
H7218	H4455	1
H7218	H7628	1
H4455	H7628	1
H0001	H5713	1
H8610	H4421	1
H3499	H0957	1
H4557	H6629	1
H8337	H2568	1
H8337	H7651	1
H4275	H5713	1
H0505	H6635	1
H7218	H4421	1
H3627	H4639	1
H2091	H8641	1
H4725	H4735	1
H0776	H4735	1
H8635	H0376	1
H8635	H2400	1
H6440	H3427	1
H1367	H5892	1
H5437	H8034	1
H3605	H4906	1
H3605	H6754	1
H3605	H4541	1
H6754	H4541	1
H3802	H3220	1
H4294	H7206	1
H1121	H7206	1
H4294	H1425	1
H1121	H1425	1
H5159	H0272	1
H7023	H5892	1
H7023	H2351	1
H8337	H4733	1
H0068	H3027	1
H3627	H3027	1
H5315	H7523	1
H1818	H8210	1
H4294	H4940	1
H0505	H6471	1
H3605	H4057	1
H1870	H2022	1
H1870	H0567	1
H1366	H0251	1
H4096	H3709	1
H4096	H7272	1
H1870	H6160	1
H3027	H5158	1
H5892	H6521	1
H6210	H1270	1
H0520	H0376	1
H3820	H8064	1
H8544	H5566	1
H3605	H5566	1
H8403	H2145	1
H8403	H5347	1
H8403	H6833	1
H8403	H3671	1
H8403	H1710	1
H5971	H5159	1
H6459	H3605	1
H6459	H8544	1
H5707	H7723	1
H8432	H6205	1
H8432	H2822	1
H4161	H6310	1
H0776	H2406	1
H0776	H8184	1
H0776	H1612	1
H0776	H8384	1
H0776	H7416	1
H0776	H8081	1
H2132	H8081	1
H6697	H2496	1
H7093	H3915	1
H8147	H1285	1
H7190	H5971	1
H0776	H2022	1
H0776	H1237	1
H4306	H8064	1
H7225	H8141	1
H1870	H3996	1
H1870	H8121	1
H3605	H4005	1
H7716	H3775	1
H7716	H5795	1
H8147	H6541	1
H8393	H2233	1
H1697	H8059	1
H4874	H3027	1
H0259	H0251	1
H1767	H4270	1
H1558	H1697	1
H3899	H6040	1
H5071	H3027	1
H4979	H3027	1
H5869	H2450	1
H6310	H0259	1
H3027	H5707	1
H1697	H7379	1
H6310	H8451	1
H2076	H2077	1
H7225	H1488	1
H7225	H6629	1
H1488	H6629	1
H0905	H4465	1
H1558	H8441	1
H3605	H7523	1
H1697	H7523	1
H8147	H5707	1
H3824	H0251	1
H5892	H1471	1
H5892	H5971	1
H5439	H2491	1
H0802	H3303	1
H0802	H8389	1
H8071	H7628	1
H1121	H0157	1
H6440	H8130	1
H4941	H1062	1
H6963	H0517	1
H2399	H4941	1
H7045	H0430	1
H7794	H0251	1
H0009	H0251	1
H2543	H0251	1
H2543	H7794	1
H3627	H1397	1
H8071	H0802	1
H7064	H6833	1
H8393	H3754	1
H0702	H3682	1
H3671	H3682	1
H1331	H5291	1
H1331	H1323	1
H6607	H0001	1
H3772	H8212	1
H7137	H3915	1
H4242	H3611	1
H5392	H3701	1
H5392	H0400	1
H5392	H3605	1
H5392	H1697	1
H3754	H7453	1
H4859	H3972	1
H0899	H0490	1
H1767	H7564	1
H1004	H2502	1
H1004	H5275	1
H2502	H5275	1
H0802	H0259	1
H3027	H5221	1
H3605	H5766	1
H6213	H5766	1
H8141	H4643	1
H5315	H1818	1
H8541	H3824	1
H2898	H3824	1
H3499	H1121	1
H0376	H2436	1
H4347	H2233	1
H3631	H5869	1
H1671	H5315	1
H6343	H3824	1
H0905	H1285	1
H1697	H0423	1
H0423	H1285	1
H4347	H0776	1
H2750	H1419	1
H3824	H2233	1
H4150	H8141	1
H4150	H8059	1
H5236	H0776	1
H6654	H0727	1
H6654	H1285	1
H2205	H7626	1
H0241	H6951	1
H0413	H0530	1
H0413	H0369	1
H0413	H5766	1
H0369	H5766	1
H8414	H3214	1
H8414	H3452	1
H3214	H3452	1
H2496	H6697	1
H2529	H1241	1
H2461	H6629	1
H2460	H3733	1
H3629	H2406	1
H3707	H1121	1
H3707	H1323	1
H1755	H8419	1
H4198	H7458	1
H3898	H7565	1
H3898	H6986	1
H3898	H4815	1
H8127	H0929	1
H2534	H2119	1
H2534	H6083	1
H2119	H6083	1
H0376	H7872	1
H3707	H0341	1
H6025	H7218	1
H2534	H8577	1
H7218	H0393	1
H0657	H6113	1
H0657	H5800	1
H3196	H5257	1
H1300	H2719	1
H1818	H7633	1
H7218	H6545	1
H6545	H0341	1
H7233	H6944	1
H0784	H1882	1
H0376	H2623	1
H4022	H8064	1
H4022	H8393	1
H4022	H8121	1
H8393	H8121	1
H4022	H1645	1
H4022	H3392	1
H1645	H3392	1
H7218	H6924	1
H4022	H1389	1
H4022	H5769	1
H4022	H0776	1
H7522	H7931	1
H7522	H5572	1
H7931	H5572	1
H8228	H3220	1
H8226	H2934	1
H8226	H2344	1
H2934	H2344	1
H2513	H2710	1
H2513	H5603	1
H7649	H7522	1
H7521	H0251	1
H0430	H6924	1
H2220	H5769	1
H4043	H5828	1
H2719	H1346	1
H3117	H1065	1
H1065	H0060	1
H3605	H2389	1
H3605	H4172	1
H7860	H5971	1
H6593	H6086	1
H0226	H0571	1
H7023	H2346	1
H8615	H2339	1
H6240	H0376	1
H5375	H5715	1
H7097	H4217	1
H4428	H3669	1
H1389	H6190	1
H7161	H3104	1
H8628	H7782	1
H8432	H6010	1
H6440	H6160	1
H4196	H8004	1
H3605	H2348	1
H2348	H1419	1
H3605	H6718	1
H3899	H6718	1
H0259	H4467	1
H2568	H0567	1
H2677	H8064	1
H6963	H0376	1
H7101	H0376	1
H7101	H4421	1
H6677	H4428	1
H7218	H4467	1
H5892	H4428	1
H3605	H5045	1
H1552	H6430	1
H3605	H1651	1
H8672	H7626	1
H2022	H6010	1
H2677	H0776	1
H7411	H4708	1
H3499	H4468	1
H3605	H2332	1
H5892	H4468	1
H5159	H8147	1
H7097	H8487	1
H7097	H6010	1
H3802	H2022	1
H3027	H2691	1
H1366	H0757	1
H1366	H3311	1
H1366	H8481	1
H0776	H6010	1
H1486	H4294	1
H1486	H1121	1
H1366	H1486	1
H7097	H2022	1
H3802	H4135	1
H3802	H6160	1
H4135	H6160	1
H3956	H4417	1
H7411	H5045	1
H2256	H1121	1
H2506	H1121	1
H6256	H7101	1
H0241	H2205	1
H0241	H5892	1
H5892	H4152	1
H4294	H8099	1
H8147	H7626	1
H5892	H1486	1
H3605	H6235	1
H4940	H3498	1
H5892	H1649	1
H3605	H0702	1
H8432	H0272	1
H4931	H4687	1
H4135	H0776	1
H5676	H1121	1
H8403	H4196	1
H0905	H4196	1
H1543	H5942	1
H1543	H8482	1
H1121	H7017	1
H3027	H1004	1
H6440	H1766	1
H4194	H8199	1
H8147	H6310	1
H1697	H5643	1
H5944	H4747	1
H2315	H4747	1
H4451	H1241	1
H4997	H2461	1
H3489	H0168	1
H1980	H5410	1
H6963	H2686	1
H6666	H6520	1
H7626	H5608	1
H2706	H3820	1
H8322	H5739	1
H2714	H3820	1
H4791	H7704	1
H1215	H3701	1
H5158	H6917	1
H5602	H0117	1
H1989	H6001	1
H6471	H4818	1
H2450	H8283	1
H7998	H7553	1
H6648	H7553	1
H6677	H7998	1
H2981	H0776	1
H1767	H0697	1
H3027	H3905	1
H0374	H7058	1
H0374	H4682	1
H7058	H4682	1
H8478	H0424	1
H7097	H4938	1
H6499	H7794	1
H6499	H8145	1
H7218	H4581	1
H6086	H0842	1
H1492	H6785	1
H4393	H5602	1
H6742	H3899	1
H6742	H8184	1
H3899	H8184	1
H4557	H2472	1
H8432	H3537	1
H5439	H3605	1
H7218	H8484	1
H4264	H6924	1
H8389	H1121	1
H8389	H4428	1
H4948	H5141	1
H3605	H0517	1
H4940	H0517	1
H3605	H4407	1
H0436	H4674	1
H2555	H7651	1
H6738	H2022	1
H1870	H0436	1
H1870	H6049	1
H0436	H6049	1
H6440	H1167	1
H8147	H7218	1
H6877	H1004	1
H7754	H6086	1
H0376	H4026	1
H0505	H0802	1
H1167	H5892	1
H1406	H4026	1
H6607	H4026	1
H0430	H6430	1
H1121	H2181	1
H8147	H2320	1
H7093	H8147	1
H7093	H2320	1
H0702	H3117	1
H2022	H6003	1
H4758	H4397	1
H4758	H0430	1
H4941	H5288	1
H3851	H4196	1
H3715	H0738	1
H4658	H0745	1
H5713	H1682	1
H7651	H4960	1
H5046	H2420	1
H7054	H6430	1
H3754	H2132	1
H2860	H8554	1
H3895	H2961	1
H7411	H3895	1
H3027	H6189	1
H5869	H7121	1
H3117	H6430	1
H1817	H5892	1
H6616	H5296	1
H3489	H0708	1
H2717	H0776	1
H5359	H0259	1
H8147	H5869	1
H8147	H8432	1
H5982	H8432	1
H3027	H0259	1
H0259	H1121	1
H6235	H3701	1
H6187	H0899	1
H6187	H4241	1
H4941	H6722	1
H1004	H5288	1
H6459	H0641	1
H3820	H3548	1
H5892	H2983	1
H5892	H5237	1
H3605	H4270	1
H1697	H5039	1
H6607	H0376	1
H6438	H3605	1
H0376	H0802	1
H0376	H7523	1
H3605	H5159	1
H7704	H5159	1
H3605	H5039	1
H8083	H6240	1
H8025	H2719	1
H4864	H6227	1
H5982	H6227	1
H3632	H5892	1
H5892	H4974	1
H3425	H6413	1
H0259	H0639	1
H4201	H1964	1
H6040	H0519	1
H2233	H0376	1
H7186	H7307	1
H6440	H1100	1
H1323	H1100	1
H7230	H7880	1
H8622	H3117	1
H0413	H1844	1
H7198	H2844	1
H7227	H1121	1
H4690	H0776	1
H7272	H2623	1
H7161	H4899	1
H3605	H0801	1
H0801	H1121	1
H7225	H4503	1
H2220	H1004	1
H2220	H0001	1
H6862	H4583	1
H3605	H4768	1
H4768	H1004	1
H0095	H3701	1
H0259	H3550	1
H5369	H0430	1
H4264	H5680	1
H3027	H0117	1
H8147	H3709	1
H4103	H4194	1
H7775	H5892	1
H4557	H5633	1
H6754	H5909	1
H6086	H5699	1
H5892	H6430	1
H3724	H6521	1
H2924	H2461	1
H2924	H0259	1
H0068	H0259	1
H8034	H4932	1
H6440	H4818	1
H3627	H7393	1
H0776	H3228	1
H7253	H8255	1
H7253	H3701	1
H8255	H3701	1
H4608	H5892	1
H1004	H7203	1
H6996	H7626	1
H4940	H7626	1
H7218	H7121	1
H7097	H5892	1
H8147	H3899	1
H1389	H0430	1
H1697	H4410	1
H3027	H4467	1
H4940	H4309	1
H4941	H4410	1
H3605	H3225	1
H5668	H8034	1
H1870	H3477	1
H8147	H8141	1
H4150	H3117	1
H4673	H6189	1
H0376	H4675	1
H2677	H4618	1
H6776	H7704	1
H2731	H0430	1
H1982	H1706	1
H3295	H1706	1
H8034	H1067	1
H8034	H8269	1
H0376	H1368	1
H8432	H6003	1
H4315	H4932	1
H6963	H6629	1
H6963	H1241	1
H7225	H2764	1
H4751	H4194	1
H1364	H6967	1
H7651	H1121	1
H3303	H5869	1
H2896	H7210	1
H0376	H8389	1
H7307	H7451	1
H3553	H5178	1
H4697	H5178	1
H3591	H5178	1
H5375	H6793	1
H1697	H6430	1
H1121	H0673	1
H0374	H7039	1
H6235	H2757	1
H6235	H2461	1
H2757	H2461	1
H3027	H8104	1
H8104	H3627	1
H4592	H6629	1
H7455	H3824	1
H4135	H0312	1
H3027	H0738	1
H3027	H1677	1
H6959	H5178	1
H2512	H0068	1
H0430	H4634	1
H6297	H4264	1
H6297	H6430	1
H2491	H6430	1
H3862	H5030	1
H0953	H1419	1
H0160	H5315	1
H4186	H7023	1
H4283	H2320	1
H4283	H8145	1
H2077	H4940	1
H1121	H4780	1
H1322	H6172	1
H1322	H0517	1
H3117	H8145	1
H4725	H2677	1
H0681	H5045	1
H3899	H6944	1
H3627	H5288	1
H3899	H2527	1
H2637	H7696	1
H2860	H4428	1
H3605	H0505	1
H5553	H4256	1
H6440	H6697	1
H6440	H3278	1
H6697	H3278	1
H3411	H4631	1
H1697	H0120	1
H4912	H6935	1
H2896	H7922	1
H7451	H4611	1
H5643	H2022	1
H5288	H0113	1
H6588	H0519	1
H6872	H2416	1
H8432	H3709	1
H8432	H7050	1
H3709	H7050	1
H4383	H3820	1
H4960	H4428	1
H7379	H2781	1
H7272	H5650	1
H5048	H6440	1
H0259	H7704	1
H5892	H7704	1
H5045	H3397	1
H5045	H7017	1
H4393	H6967	1
H6963	H8198	1
H5869	H6430	1
H6400	H1690	1
H5045	H3774	1
H3605	H1100	1
H5892	H3397	1
H5892	H7017	1
H5676	H6010	1
H1004	H6091	1
H1004	H6253	1
H1472	H1121	1
H1167	H6571	1
H1121	H1616	1
H1121	H6003	1
H1323	H6189	1
H7704	H8641	1
H2460	H1368	1
H8432	H4421	1
H0160	H0802	1
H7218	H7453	1
H6654	H7453	1
H0259	H6643	1
H0310	H2595	1
H7218	H0259	1
H3605	H1338	1
H7218	H3611	1
H5771	H0802	1
H4194	H5036	1
H6440	H5930	1
H6213	H7462	1
H4904	H6672	1
H3947	H2406	1
H8130	H5315	1
H0068	H7023	1
H3605	H1265	1
H5668	H0727	1
H5668	H0430	1
H0519	H5650	1
H1540	H0259	1
H1540	H7386	1
H0259	H7386	1
H8432	H3407	1
H7626	H0376	1
H5061	H1121	1
H5061	H0120	1
H8451	H0120	1
H5668	H1697	1
H4964	H0520	1
H8147	H2256	1
H4393	H2256	1
H4186	H1004	1
H8147	H7272	1
H2677	H2206	1
H1406	H1004	1
H1406	H4428	1
H7965	H5971	1
H7965	H4421	1
H4864	H4428	1
H4135	H4421	1
H4135	H2389	1
H6440	H2389	1
H0376	H6223	1
H3535	H0376	1
H3535	H7326	1
H2719	H1121	1
H5869	H8121	1
H5892	H4410	1
H5892	H4325	1
H4037	H1270	1
H0182	H7462	1
H0182	H1419	1
H0899	H0060	1
H5221	H0251	1
H5315	H0251	1
H8185	H1121	1
H5159	H0430	1
H6310	H8198	1
H2451	H4397	1
H0068	H4428	1
H1004	H4801	1
H3605	H3774	1
H3605	H6432	1
H3605	H1663	1
H2416	H0113	1
H4608	H2132	1
H4468	H0001	1
H1818	H1004	1
H6763	H2022	1
H7504	H3027	1
H0259	H6354	1
H3820	H0745	1
H6440	H0875	1
H4324	H4325	1
H3820	H0424	1
H8147	H8179	1
H1406	H8179	1
H4794	H7223	1
H5944	H8179	1
H5315	H0802	1
H5315	H6370	1
H3709	H6430	1
H5288	H1004	1
H6913	H0517	1
H1004	H4931	1
H0491	H2424	1
H8432	H4546	1
H1004	H1818	1
H3499	H0567	1
H2568	H1121	1
H6106	H3363	1
H4948	H7014	1
H0676	H3027	1
H4867	H4194	1
H2841	H4325	1
H0650	H3220	1
H4024	H3444	1
H4899	H0430	1
H5273	H2158	1
H8034	H1368	1
H7218	H7992	1
H1121	H0266	1
H2332	H6430	1
H0376	H4758	1
H3225	H5892	1
H5892	H2340	1
H5892	H3669	1
H7097	H8672	1
H6256	H4150	1
H2896	H8389	1
H6963	H7151	1
H3678	H4410	1
H8147	H6635	1
H7218	H2233	1
H8147	H5650	1
H0505	H5930	1
H3483	H3824	1
H8432	H3915	1
H7463	H4428	1
H3605	H5299	1
H1280	H5178	1
H3734	H5560	1
H3734	H7058	1
H4428	H5676	1
H7341	H3820	1
H2451	H3605	1
H2451	H1121	1
H2451	H6924	1
H7939	H5650	1
H3734	H2406	1
H3734	H8081	1
H3734	H3795	1
H1964	H1004	1
H6607	H8484	1
H7023	H5604	1
H6763	H1265	1
H7569	H2091	1
H6967	H3742	1
H8432	H6442	1
H3671	H8145	1
H6603	H4734	1
H6603	H3742	1
H6607	H1688	1
H8147	H8081	1
H4201	H6086	1
H4201	H8081	1
H8147	H1265	1
H1817	H1265	1
H8147	H7050	1
H2905	H1496	1
H2905	H5982	1
H5982	H0730	1
H0361	H5982	1
H0361	H3678	1
H0361	H4941	1
H0068	H6235	1
H0068	H8083	1
H1121	H0490	1
H3332	H5178	1
H6967	H8145	1
H4639	H7639	1
H4639	H8333	1
H7218	H7416	1
H5980	H0990	1
H5676	H7639	1
H0361	H1964	1
H0753	H4350	1
H4639	H4350	1
H4639	H4174	1
H0212	H5178	1
H5633	H5178	1
H5676	H0376	1
H4639	H3651	1
H0702	H0212	1
H3027	H0212	1
H6967	H0212	1
H4639	H4818	1
H6438	H4350	1
H6438	H0259	1
H4626	H0376	1
H1817	H6442	1
H3392	H0386	1
H5061	H3824	1
H0776	H7617	1
H8432	H1270	1
H1697	H4522	1
H4522	H5647	1
H8193	H5488	1
H0376	H0591	1
H3045	H3220	1
H8251	H5984	1
H8251	H1121	1
H2233	H4428	1
H8337	H2320	1
H0269	H0802	1
H1121	H6547	1
H6556	H5892	1
H3605	H5447	1
H5447	H1004	1
H6235	H7626	1
H2677	H1004	1
H5038	H0376	1
H5038	H0430	1
H5892	H5030	1
H5892	H2205	1
H1228	H1706	1
H5592	H1004	1
H3605	H4043	1
H1767	H0935	1
H3499	H3605	1
H8269	H4276	1
H4276	H7393	1
H0113	H2022	1
H4428	H6722	1
H4393	H7058	1
H3709	H7058	1
H4592	H8081	1
H1173	H1004	1
H0702	H2568	1
H5030	H0842	1
H1004	H5429	1
H6963	H1653	1
H1995	H1653	1
H5692	H7529	1
H3581	H0396	1
H6963	H1827	1
H6963	H1851	1
H6607	H4631	1
H8147	H2835	1
H2835	H5795	1
H0430	H6010	1
H4428	H1004	1
H4428	H2617	1
H7130	H4421	1
H0376	H2764	1
H3701	H4242	1
H1637	H6607	1
H1637	H8179	1
H1697	H0259	1
H1818	H4347	1
H2436	H7393	1
H3499	H6946	1
H1870	H0517	1
H4397	H4428	1
H0376	H1167	1
H0376	H8181	1
H1167	H8181	1
H0232	H5785	1
H5315	H2568	1
H8147	H2568	1
H7393	H0784	1
H5483	H0784	1
H0259	H1516	1
H5030	H0001	1
H5030	H0517	1
H3605	H4004	1
H5892	H4004	1
H3605	H2296	1
H3605	H2290	1
H2296	H2290	1
H0802	H5030	1
H0610	H8081	1
H5944	H7023	1
H3605	H2731	1
H4296	H0376	1
H4296	H0430	1
H0517	H5288	1
H1320	H3206	1
H1612	H7704	1
H4393	H0899	1
H5518	H5138	1
H6440	H3967	1
H6635	H4428	1
H6440	H5030	1
H1320	H5288	1
H1320	H6994	1
H4854	H6776	1
H8147	H2754	1
H8147	H0899	1
H8334	H0376	1
H5869	H5288	1
H7218	H2543	1
H7255	H6894	1
H1121	H7523	1
H6963	H0113	1
H6963	H5483	1
H6963	H2428	1
H7778	H5892	1
H8147	H7393	1
H8147	H5483	1
H5288	H0376	1
H5288	H0430	1
H8393	H7704	1
H4854	H0702	1
H4854	H1581	1
H2860	H1004	1
H1634	H4609	1
H2026	H0113	1
H3678	H0001	1
H7218	H0113	1
H0376	H0113	1
H1419	H5892	1
H7218	H4428	1
H8147	H6652	1
H7965	H4428	1
H7965	H1377	1
H1121	H1377	1
H5892	H1004	1
H5892	H1167	1
H4931	H4428	1
H6963	H7323	1
H8179	H7323	1
H3701	H6944	1
H3701	H5315	1
H5315	H6187	1
H2672	H0068	1
H5592	H3701	1
H3701	H0817	1
H3605	H2029	1
H0505	H3603	1
H1121	H1569	1
H1823	H4196	1
H0996	H4196	1
H0996	H1004	1
H5930	H4428	1
H5930	H3605	1
H5930	H0776	1
H1818	H5930	1
H4837	H0068	1
H3996	H4428	1
H8478	H6547	1
H3027	H2374	1
H3605	H2374	1
H5030	H3605	1
H5030	H2374	1
H6203	H0001	1
H8462	H3427	1
H6440	H6996	1
H6346	H6996	1
H0259	H5650	1
H0259	H0113	1
H0259	H6996	1
H0776	H3324	1
H2132	H3324	1
H4004	H1265	1
H4411	H7093	1
H5057	H5971	1
H3605	H5238	1
H6459	H0842	1
H4949	H1004	1
H1588	H1004	1
H1697	H4672	1
H1004	H6946	1
H1116	H8179	1
H1516	H1121	1
H4818	H8121	1
H8251	H6722	1
H8441	H1121	1
H3605	H3707	1
H1416	H3778	1
H1416	H1121	1
H0802	H4428	1
H3499	H1995	1
H5178	H3605	1
H5178	H3627	1
H5650	H3778	1
H0018	H1167	1
H3515	H5771	1
H4114	H2114	1
H7230	H2077	1
H5930	H0352	1
H2460	H4806	1
H1818	H3532	1
H4503	H7723	1
H4390	H4941	1
H2270	H1590	1
H7379	H0490	1
H3605	H0913	1
H5892	H6664	1
H3206	H5237	1
H5869	H1365	1
H3605	H8213	1
H3605	H7914	1
H7914	H2532	1
H4631	H6697	1
H4937	H3899	1
H4937	H4325	1
H2450	H2791	1
H7101	H5971	1
H5869	H3519	1
H1971	H6440	1
H1870	H0734	1
H1500	H6041	1
H6440	H6041	1
H6936	H1323	1
H8597	H5914	1
H1004	H5315	1
H5141	H0639	1
H4228	H8242	1
H6627	H1323	1
H3605	H4349	1
H4349	H2022	1
H5051	H0784	1
H5051	H3852	1
H7892	H1730	1
H7161	H1121	1
H1121	H8081	1
H3754	H6635	1
H0657	H4725	1
H6235	H6776	1
H6235	H3754	1
H6776	H3754	1
H4962	H7458	1
H6704	H6772	1
H1097	H2706	1
H5869	H1364	1
H2256	H7723	1
H5688	H5699	1
H6098	H6918	1
H3956	H0784	1
H8451	H6635	1
H0565	H6918	1
H7130	H2351	1
H5100	H3220	1
H4393	H3605	1
H0520	H5592	1
H6963	H7121	1
H8432	H2930	1
H8432	H8193	1
H7097	H8585	1
H7097	H1295	1
H7097	H5945	1
H8147	H0181	1
H2180	H0181	1
H2750	H1121	1
H0639	H1121	1
H5750	H8337	1
H5750	H2568	1
H6440	H8147	1
H7097	H2975	1
H5158	H1327	1
H3605	H5285	1
H3605	H5097	1
H8181	H7272	1
H8147	H6629	1
H0505	H1612	1
H3374	H8069	1
H3374	H7898	1
H4916	H7794	1
H4823	H7716	1
H2747	H0376	1
H4298	H3671	1
H4393	H7341	1
H7341	H0776	1
H3605	H4801	1
H4801	H0776	1
H2393	H3027	1
H0068	H5063	1
H6697	H4383	1
H1551	H1471	1
H5923	H5448	1
H4294	H7926	1
H3605	H5430	1
H6382	H3289	1
H0001	H5704	1
H8269	H7965	1
H0834	H5971	1
H1348	H6227	1
H1320	H2220	1
H2706	H0205	1
H7626	H0639	1
