# BHSA clause-level dependency (candidate #6, never built before 2026-08-15): dependent_ref depends on mother_ref via `rela`. Discourse structure, not a word-pair signal -- see build_hierarchy_relations.py.
dependent_ref	mother_ref	rela
Leviticus 17:15	Leviticus 17:15	Resu
Leviticus 17:15	Leviticus 17:15	Coor
Leviticus 17:15	Leviticus 17:15	Coor
Leviticus 17:15	Leviticus 17:15	Coor
Leviticus 18:1	Leviticus 18:1	Adju
Leviticus 18:3	Leviticus 18:3	Attr
Leviticus 18:3	Leviticus 18:3	Attr
Leviticus 18:4	Leviticus 18:4	Adju
Leviticus 18:5	Leviticus 18:5	Attr
Leviticus 18:5	Leviticus 18:5	Coor
Leviticus 18:6	Leviticus 18:6	Resu
Leviticus 18:6	Leviticus 18:6	Adju
Leviticus 18:9	Leviticus 18:9	Resu
Leviticus 18:10	Leviticus 18:10	Resu
Leviticus 18:11	Leviticus 18:11	Resu
Leviticus 18:17	Leviticus 18:17	Adju
Leviticus 18:18	Leviticus 18:18	Adju
Leviticus 18:18	Leviticus 18:18	Adju
Leviticus 18:19	Leviticus 18:19	Adju
Leviticus 18:20	Leviticus 18:20	Adju
Leviticus 18:21	Leviticus 18:21	Adju
Leviticus 18:23	Leviticus 18:23	Adju
Leviticus 18:23	Leviticus 18:23	Adju
Leviticus 18:24	Leviticus 18:24	Attr
Leviticus 18:26	Leviticus 18:26	Attr
Leviticus 18:27	Leviticus 18:27	Attr
Leviticus 18:28	Leviticus 18:28	Adju
Leviticus 18:28	Leviticus 18:28	Adju
Leviticus 18:28	Leviticus 18:28	Attr
Leviticus 18:29	Leviticus 18:29	RgRc
Leviticus 18:29	Leviticus 18:29	Resu
Leviticus 18:29	Leviticus 18:29	Attr
Leviticus 18:30	Leviticus 18:30	Adju
Leviticus 18:30	Leviticus 18:30	Attr
Leviticus 19:1	Leviticus 19:1	Adju
Leviticus 19:3	Leviticus 19:3	Resu
Leviticus 19:3	Leviticus 19:3	Coor
Leviticus 19:6	Leviticus 19:6	Subj
Leviticus 19:8	Leviticus 19:8	Subj
Leviticus 19:9	Leviticus 19:9	Adju
Leviticus 19:9	Leviticus 19:9	Adju
Leviticus 19:11	Leviticus 19:11	Adju
Leviticus 19:20	Leviticus 19:20	Attr
Leviticus 19:21	Leviticus 19:20	Resu
Leviticus 19:22	Leviticus 19:22	Attr
Leviticus 19:22	Leviticus 19:22	Attr
Leviticus 19:25	Leviticus 19:23	Adju
Leviticus 19:29	Leviticus 19:29	Adju
Leviticus 19:31	Leviticus 19:31	Adju
Leviticus 19:34	Leviticus 19:34	Attr
Leviticus 19:36	Leviticus 19:36	Attr
Leviticus 20:1	Leviticus 20:1	Adju
Leviticus 20:2	Leviticus 20:2	Attr
Leviticus 20:2	Leviticus 20:2	Attr
Leviticus 20:3	Leviticus 20:3	Adju
Leviticus 20:3	Leviticus 20:3	Coor
Leviticus 20:4	Leviticus 20:4	Adju
Leviticus 20:4	Leviticus 20:4	Adju
Leviticus 20:5	Leviticus 20:5	RgRc
Leviticus 20:5	Leviticus 20:5	Adju
Leviticus 20:6	Leviticus 20:6	Attr
Leviticus 20:6	Leviticus 20:6	Adju
Leviticus 20:6	Leviticus 20:6	Resu
Leviticus 20:6	Leviticus 20:6	Coor
Leviticus 20:8	Leviticus 20:8	Attr
Leviticus 20:9	Leviticus 20:9	Attr
Leviticus 20:10	Leviticus 20:10	Attr
Leviticus 20:10	Leviticus 20:10	Coor
Leviticus 20:10	Leviticus 20:10	Resu
Leviticus 20:11	Leviticus 20:11	Attr
Leviticus 20:12	Leviticus 20:12	Attr
Leviticus 20:12	Leviticus 20:12	Resu
Leviticus 20:13	Leviticus 20:13	Attr
Leviticus 20:13	Leviticus 20:13	Resu
Leviticus 20:14	Leviticus 20:14	Attr
Leviticus 20:14	Leviticus 20:14	Resu
Leviticus 20:15	Leviticus 20:15	Attr
Leviticus 20:16	Leviticus 20:16	Attr
Leviticus 20:16	Leviticus 20:16	Adju
Leviticus 20:16	Leviticus 20:16	Resu
Leviticus 20:17	Leviticus 20:17	Attr
Leviticus 20:17	Leviticus 20:17	Coor
Leviticus 20:17	Leviticus 20:17	Coor
Leviticus 20:17	Leviticus 20:17	Resu
Leviticus 20:18	Leviticus 20:18	Attr
Leviticus 20:18	Leviticus 20:18	Coor
Leviticus 20:18	Leviticus 20:18	Resu
Leviticus 20:20	Leviticus 20:20	Attr
Leviticus 20:20	Leviticus 20:20	Resu
Leviticus 20:21	Leviticus 20:21	Attr
Leviticus 20:21	Leviticus 20:21	Resu
Leviticus 20:22	Leviticus 20:22	Attr
Leviticus 20:22	Leviticus 20:22	Adju
Leviticus 20:23	Leviticus 20:23	Attr
Leviticus 20:24	Leviticus 20:24	Adju
Leviticus 20:24	Leviticus 20:24	Attr
Leviticus 20:25	Leviticus 20:25	RgRc
Leviticus 20:25	Leviticus 20:25	Attr
Leviticus 20:25	Leviticus 20:25	Adju
Leviticus 20:26	Leviticus 20:26	Adju
Leviticus 20:27	Leviticus 20:27	Resu
Leviticus 21:2	Leviticus 21:2	Attr
Leviticus 21:3	Leviticus 21:3	Attr
Leviticus 21:3	Leviticus 21:3	Attr
Leviticus 21:3	Leviticus 21:3	Resu
Leviticus 21:4	Leviticus 21:4	Adju
Leviticus 21:7	Leviticus 21:7	Attr
Leviticus 21:8	Leviticus 21:8	Attr
Leviticus 21:9	Leviticus 21:9	Adju
Leviticus 21:9	Leviticus 21:9	Resu
Leviticus 21:10	Leviticus 21:10	Attr
Leviticus 21:10	Leviticus 21:10	Attr
Leviticus 21:10	Leviticus 21:10	Coor
Leviticus 21:10	Leviticus 21:10	Adju
Leviticus 21:10	Leviticus 21:10	Resu
Leviticus 21:10	Leviticus 21:10	Coor
Leviticus 21:14	Leviticus 21:14	Resu
Leviticus 21:15	Leviticus 21:15	Attr
Leviticus 21:16	Leviticus 21:16	Adju
Leviticus 21:17	Leviticus 21:17	Adju
Leviticus 21:17	Leviticus 21:17	Attr
Leviticus 21:17	Leviticus 21:17	Adju
Leviticus 21:18	Leviticus 21:18	Attr
Leviticus 21:19	Leviticus 21:18	Coor
Leviticus 21:19	Leviticus 21:19	Attr
Leviticus 21:20	Leviticus 21:19	Coor
Leviticus 21:21	Leviticus 21:21	Attr
Leviticus 21:21	Leviticus 21:21	Adju
Leviticus 21:21	Leviticus 21:21	Adju
Leviticus 21:23	Leviticus 21:23	Attr
Leviticus 22:1	Leviticus 22:1	Adju
Leviticus 22:2	Leviticus 22:2	Attr
Leviticus 22:3	Leviticus 22:3	Attr
Leviticus 22:3	Leviticus 22:3	Attr
Leviticus 22:3	Leviticus 22:3	Coor
Leviticus 22:3	Leviticus 22:3	Resu
Leviticus 22:4	Leviticus 22:4	Coor
Leviticus 22:4	Leviticus 22:4	Adju
Leviticus 22:4	Leviticus 22:4	Subj
Leviticus 22:4	Leviticus 22:4	Attr
Leviticus 22:5	Leviticus 22:5	Attr
Leviticus 22:5	Leviticus 22:5	Attr
Leviticus 22:5	Leviticus 22:5	Attr
Leviticus 22:6	Leviticus 22:6	Attr
Leviticus 22:6	Leviticus 22:6	Resu
Leviticus 22:6	Leviticus 22:6	Coor
Leviticus 22:8	Leviticus 22:8	Adju
Leviticus 22:9	Leviticus 22:9	Attr
Leviticus 22:11	Leviticus 22:11	Resu
Leviticus 22:11	Leviticus 22:11	Coor
Leviticus 22:11	Leviticus 22:11	Resu
Leviticus 22:12	Leviticus 22:12	Resu
Leviticus 22:13	Leviticus 22:13	Coor
Leviticus 22:13	Leviticus 22:13	Coor
Leviticus 22:14	Leviticus 22:14	Resu
Leviticus 22:14	Leviticus 22:14	Coor
Leviticus 22:14	Leviticus 22:14	Coor
Leviticus 22:15	Leviticus 22:15	Attr
Leviticus 22:16	Leviticus 22:16	Adju
Leviticus 22:16	Leviticus 22:16	Attr
Leviticus 22:17	Leviticus 22:17	Adju
Leviticus 22:18	Leviticus 22:18	Attr
Leviticus 22:18	Leviticus 22:18	Attr
Leviticus 22:19	Leviticus 22:18	Resu
Leviticus 22:20	Leviticus 22:20	RgRc
Leviticus 22:21	Leviticus 22:21	Resu
Leviticus 22:21	Leviticus 22:21	Adju
Leviticus 22:21	Leviticus 22:21	Coor
Leviticus 22:22	Leviticus 22:22	Resu
Leviticus 22:22	Leviticus 22:22	Coor
Leviticus 22:23	Leviticus 22:23	Resu
Leviticus 22:26	Leviticus 22:26	Adju
Leviticus 22:27	Leviticus 22:27	Resu
Leviticus 22:28	Leviticus 22:28	Resu
Leviticus 22:32	Leviticus 22:32	Attr
Leviticus 22:33	Leviticus 22:32	Attr
Leviticus 22:33	Leviticus 22:33	Adju
Leviticus 23:1	Leviticus 23:1	Adju
Leviticus 23:2	Leviticus 23:2	Attr
Leviticus 23:2	Leviticus 23:2	Resu
Leviticus 23:4	Leviticus 23:4	Attr
Leviticus 23:9	Leviticus 23:9	Adju
Leviticus 23:10	Leviticus 23:10	Attr
Leviticus 23:12	Leviticus 23:12	RgRc
Leviticus 23:13	Leviticus 23:13	Attr
Leviticus 23:13	Leviticus 23:13	Coor
Leviticus 23:14	Leviticus 23:14	Adju
Leviticus 23:15	Leviticus 23:15	RgRc
Leviticus 23:22	Leviticus 23:22	Adju
Leviticus 23:22	Leviticus 23:22	Adju
Leviticus 23:23	Leviticus 23:23	Adju
Leviticus 23:24	Leviticus 23:24	Adju
Leviticus 23:26	Leviticus 23:26	Adju
Leviticus 23:28	Leviticus 23:28	Adju
Leviticus 23:29	Leviticus 23:29	Attr
Leviticus 23:29	Leviticus 23:29	Resu
Leviticus 23:30	Leviticus 23:30	Attr
Leviticus 23:30	Leviticus 23:30	Resu
Leviticus 23:33	Leviticus 23:33	Adju
Leviticus 23:34	Leviticus 23:34	Adju
Leviticus 23:37	Leviticus 23:37	Attr
Leviticus 23:37	Leviticus 23:37	Adju
Leviticus 23:38	Leviticus 23:38	Attr
Leviticus 23:39	Leviticus 23:39	Adju
Leviticus 23:43	Leviticus 23:43	Objc
Leviticus 23:43	Leviticus 23:43	Adju
Leviticus 24:1	Leviticus 24:1	Adju
Leviticus 24:2	Leviticus 24:2	Adju
Leviticus 24:6	Leviticus 24:6	Adju
Leviticus 24:7	Leviticus 24:7	Coor
Leviticus 24:12	Leviticus 24:12	Adju
Leviticus 24:13	Leviticus 24:13	Adju
Leviticus 24:15	Leviticus 24:15	Adju
Leviticus 24:15	Leviticus 24:15	Resu
Leviticus 24:16	Leviticus 24:16	Subj
Leviticus 24:16	Leviticus 24:16	Adju
Leviticus 24:17	Leviticus 24:17	Resu
Leviticus 24:18	Leviticus 24:18	Subj
Leviticus 24:19	Leviticus 24:19	Resu
Leviticus 24:19	Leviticus 24:19	Resu
Leviticus 24:20	Leviticus 24:20	Resu
Leviticus 24:21	Leviticus 24:21	Subj
Leviticus 24:21	Leviticus 24:21	Subj
Leviticus 24:23	Leviticus 24:23	Adju
Leviticus 25:1	Leviticus 25:1	Adju
Leviticus 25:2	Leviticus 25:2	Attr
Leviticus 25:6	Leviticus 25:6	Attr
Leviticus 25:7	Leviticus 25:7	Attr
Leviticus 25:7	Leviticus 25:7	Adju
Leviticus 25:10	Leviticus 25:10	Adju
Leviticus 25:10	Leviticus 25:10	Adju
Leviticus 25:13	Leviticus 25:13	Adju
Leviticus 25:14	Leviticus 25:14	Adju
Leviticus 25:17	Leviticus 25:17	Adju
Leviticus 25:22	Leviticus 25:22	Adju
Leviticus 25:25	Leviticus 25:25	Attr
Leviticus 25:26	Leviticus 25:26	Adju
Leviticus 25:26	Leviticus 25:26	Resu
Leviticus 25:26	Leviticus 25:26	Coor
Leviticus 25:27	Leviticus 25:27	Attr
Leviticus 25:28	Leviticus 25:28	RgRc
Leviticus 25:28	Leviticus 25:28	RgRc
Leviticus 25:29	Leviticus 25:29	Adju
Leviticus 25:29	Leviticus 25:29	Resu
Leviticus 25:29	Leviticus 25:29	Adju
Leviticus 25:30	Leviticus 25:30	Adju
Leviticus 25:30	Leviticus 25:30	Attr
Leviticus 25:30	Leviticus 25:30	Attr
Leviticus 25:30	Leviticus 25:30	Cmpl
Leviticus 25:31	Leviticus 25:31	Attr
Leviticus 25:32	Leviticus 25:32	Resu
Leviticus 25:33	Leviticus 25:33	Resu
Leviticus 25:35	Leviticus 25:35	Resu
Leviticus 25:38	Leviticus 25:38	Attr
Leviticus 25:38	Leviticus 25:38	Adju
Leviticus 25:38	Leviticus 25:38	Coor
Leviticus 25:42	Leviticus 25:42	Attr
Leviticus 25:44	Leviticus 25:44	Attr
Leviticus 25:44	Leviticus 25:44	Resu
Leviticus 25:44	Leviticus 25:44	Attr
Leviticus 25:44	Leviticus 25:44	Resu
Leviticus 25:45	Leviticus 25:45	Attr
Leviticus 25:45	Leviticus 25:45	Resu
Leviticus 25:45	Leviticus 25:45	Attr
Leviticus 25:45	Leviticus 25:45	Attr
Leviticus 25:46	Leviticus 25:46	Adju
Leviticus 25:46	Leviticus 25:46	Resu
Leviticus 25:48	Leviticus 25:48	Adju
Leviticus 25:50	Leviticus 25:50	Adju
Leviticus 25:55	Leviticus 25:55	Attr
Leviticus 26:1	Leviticus 26:1	Adju
Leviticus 26:13	Leviticus 26:13	Attr
Leviticus 26:13	Leviticus 26:13	Adju
Leviticus 26:15	Leviticus 26:15	Adju
Leviticus 26:15	Leviticus 26:15	Adju
Leviticus 26:16	Leviticus 26:16	Attr
Leviticus 26:16	Leviticus 26:16	Coor
Leviticus 26:17	Leviticus 26:17	Subj
Leviticus 26:18	Leviticus 26:18	Adju
Leviticus 26:21	Leviticus 26:21	Adju
Leviticus 26:25	Leviticus 26:25	Attr
Leviticus 26:26	Leviticus 26:26	Resu
Leviticus 26:32	Leviticus 26:32	Attr
Leviticus 26:34	Leviticus 26:34	RgRc
Leviticus 26:35	Leviticus 26:35	RgRc
Leviticus 26:35	Leviticus 26:35	Objc
Leviticus 26:35	Leviticus 26:35	Adju
Leviticus 26:36	Leviticus 26:36	Resu
Leviticus 26:37	Leviticus 26:37	Adju
Leviticus 26:39	Leviticus 26:39	Subj
Leviticus 26:40	Leviticus 26:40	Attr
Leviticus 26:40	Leviticus 26:40	Coor
Leviticus 26:41	Leviticus 26:40	Coor
Leviticus 26:41	Leviticus 26:41	Coor
Leviticus 26:43	Leviticus 26:43	Adju
Leviticus 26:43	Leviticus 26:43	Coor
Leviticus 26:44	Leviticus 26:44	Adju
Leviticus 26:44	Leviticus 26:44	Adju
Leviticus 26:44	Leviticus 26:44	Adju
Leviticus 26:45	Leviticus 26:45	Attr
Leviticus 26:45	Leviticus 26:45	Adju
Leviticus 26:46	Leviticus 26:46	Attr
Leviticus 27:1	Leviticus 27:1	Adju
Leviticus 27:2	Leviticus 27:2	Resu
Leviticus 27:2	Leviticus 27:2	Coor
Leviticus 27:5	Leviticus 27:5	Coor
Leviticus 27:7	Leviticus 27:7	Coor
Leviticus 27:8	Leviticus 27:8	RgRc
Leviticus 27:9	Leviticus 27:9	Attr
Leviticus 27:9	Leviticus 27:9	Resu
Leviticus 27:9	Leviticus 27:9	RgRc
Leviticus 27:11	Leviticus 27:11	Attr
Leviticus 27:11	Leviticus 27:11	Resu
Leviticus 27:14	Leviticus 27:14	Resu
Leviticus 27:14	Leviticus 27:14	Adju
Leviticus 27:18	Leviticus 27:18	Attr
Leviticus 27:19	Leviticus 27:19	Subj
Leviticus 27:21	Leviticus 27:21	Adju
Leviticus 27:22	Leviticus 27:22	Attr
Leviticus 27:24	Leviticus 27:24	Adju
Leviticus 27:24	Leviticus 27:24	Coor
Leviticus 27:26	Leviticus 27:26	Attr
Leviticus 27:26	Leviticus 27:26	Resu
Leviticus 27:28	Leviticus 27:28	Attr
Leviticus 27:28	Leviticus 27:28	RgRc
Leviticus 27:28	Leviticus 27:28	Resu
Leviticus 27:29	Leviticus 27:29	Attr
Leviticus 27:30	Leviticus 27:30	Resu
Leviticus 27:30	Leviticus 27:30	Coor
Leviticus 27:32	Leviticus 27:32	RgRc
Leviticus 27:32	Leviticus 27:32	Resu
Leviticus 27:34	Leviticus 27:34	Attr
Numbers 1:1	Numbers 1:1	Adju
Numbers 1:1	Numbers 1:1	Adju
Numbers 1:3	Numbers 1:3	RgRc
Numbers 1:3	Numbers 1:3	Resu
Numbers 1:4	Numbers 1:4	Resu
Numbers 1:5	Numbers 1:5	Attr
Numbers 1:10	Numbers 1:10	Resu
Numbers 1:10	Numbers 1:10	Coor
Numbers 1:17	Numbers 1:17	Attr
Numbers 1:19	Numbers 1:18	Adju
Numbers 1:22	Numbers 1:22	Resu
Numbers 1:24	Numbers 1:24	Resu
Numbers 1:26	Numbers 1:26	Resu
Numbers 1:28	Numbers 1:28	Resu
Numbers 1:30	Numbers 1:30	Resu
Numbers 1:32	Numbers 1:32	Resu
Numbers 1:32	Numbers 1:32	Resu
Numbers 1:34	Numbers 1:32	Coor
Numbers 1:34	Numbers 1:34	Resu
Numbers 1:36	Numbers 1:36	Resu
Numbers 1:38	Numbers 1:38	Resu
Numbers 1:40	Numbers 1:40	Resu
Numbers 1:42	Numbers 1:42	Resu
Numbers 1:44	Numbers 1:44	Attr
Numbers 1:45	Numbers 1:45	RgRc
Numbers 1:48	Numbers 1:48	Adju
Numbers 1:50	Numbers 1:50	RgRc
Numbers 1:51	Numbers 1:51	Adju
Numbers 1:51	Numbers 1:51	Adju
Numbers 1:51	Numbers 1:51	Attr
Numbers 1:52	Numbers 1:52	Adju
Numbers 1:52	Numbers 1:52	Coor
Numbers 1:54	Numbers 1:54	RgRc
Numbers 2:1	Numbers 2:1	Adju
Numbers 2:2	Numbers 2:2	Adju
Numbers 2:3	Numbers 2:3	PreC
Numbers 2:5	Numbers 2:5	PreC
Numbers 2:7	Numbers 2:5	Coor
Numbers 2:12	Numbers 2:12	PreC
Numbers 2:14	Numbers 2:12	Coor
Numbers 2:17	Numbers 2:17	Adju
Numbers 2:27	Numbers 2:27	PreC
Numbers 2:29	Numbers 2:27	Coor
Numbers 2:33	Numbers 2:33	Adju
Numbers 2:34	Numbers 2:34	RgRc
Numbers 3:1	Numbers 3:1	RgRc
Numbers 3:3	Numbers 3:3	Attr
Numbers 3:3	Numbers 3:3	Adju
Numbers 3:4	Numbers 3:4	Adju
Numbers 3:5	Numbers 3:5	Adju
Numbers 3:7	Numbers 3:7	Adju
Numbers 3:8	Numbers 3:8	Adju
Numbers 3:11	Numbers 3:11	Adju
Numbers 3:12	Numbers 3:12	Resu
Numbers 3:13	Numbers 3:13	RgRc
Numbers 3:14	Numbers 3:14	Adju
Numbers 3:15	Numbers 3:15	Resu
Numbers 3:16	Numbers 3:16	Adju
Numbers 3:19	Numbers 3:18	Coor
Numbers 3:20	Numbers 3:19	Coor
Numbers 3:20	Numbers 3:20	Resu
Numbers 3:21	Numbers 3:21	Resu
Numbers 3:22	Numbers 3:22	Resu
Numbers 3:26	Numbers 3:25	Coor
Numbers 3:26	Numbers 3:26	Attr
Numbers 3:27	Numbers 3:27	Resu
Numbers 3:31	Numbers 3:31	Attr
Numbers 3:33	Numbers 3:33	Resu
Numbers 3:38	Numbers 3:38	Subj
Numbers 3:38	Numbers 3:38	Attr
Numbers 3:39	Numbers 3:39	Attr
Numbers 3:42	Numbers 3:42	Adju
Numbers 3:44	Numbers 3:44	Adju
Numbers 3:46	Numbers 3:46	Attr
Numbers 3:47	Numbers 3:46	Resu
Numbers 3:48	Numbers 3:48	RgRc
Numbers 3:49	Numbers 3:49	Cmpl
Numbers 3:51	Numbers 3:51	Adju
Numbers 4:1	Numbers 4:1	Adju
Numbers 4:3	Numbers 4:3	RgRc
Numbers 4:3	Numbers 4:2	Adju
Numbers 4:5	Numbers 4:5	Adju
Numbers 4:9	Numbers 4:9	Attr
Numbers 4:12	Numbers 4:12	Attr
Numbers 4:14	Numbers 4:14	Attr
Numbers 4:15	Numbers 4:15	Adju
Numbers 4:15	Numbers 4:15	Adju
Numbers 4:15	Numbers 4:15	Adju
Numbers 4:16	Numbers 4:16	RgRc
Numbers 4:17	Numbers 4:17	Adju
Numbers 4:19	Numbers 4:19	Adju
Numbers 4:19	Numbers 4:19	Adju
Numbers 4:20	Numbers 4:20	Adju
Numbers 4:20	Numbers 4:20	Adju
Numbers 4:21	Numbers 4:21	Adju
Numbers 4:23	Numbers 4:23	RgRc
Numbers 4:23	Numbers 4:23	Adju
Numbers 4:23	Numbers 4:23	Adju
Numbers 4:24	Numbers 4:24	Adju
Numbers 4:24	Numbers 4:24	Coor
Numbers 4:25	Numbers 4:25	Attr
Numbers 4:26	Numbers 4:26	Attr
Numbers 4:26	Numbers 4:26	RgRc
Numbers 4:29	Numbers 4:29	Resu
Numbers 4:30	Numbers 4:30	RgRc
Numbers 4:30	Numbers 4:30	Adju
Numbers 4:35	Numbers 4:35	RgRc
Numbers 4:37	Numbers 4:37	RgRc
Numbers 4:37	Numbers 4:37	Attr
Numbers 4:39	Numbers 4:38	Spec
Numbers 4:39	Numbers 4:39	RgRc
Numbers 4:40	Numbers 4:38	Resu
Numbers 4:41	Numbers 4:41	RgRc
Numbers 4:41	Numbers 4:41	Attr
Numbers 4:43	Numbers 4:42	Spec
Numbers 4:43	Numbers 4:43	RgRc
Numbers 4:44	Numbers 4:42	Resu
Numbers 4:45	Numbers 4:45	Attr
Numbers 4:46	Numbers 4:46	Attr
Numbers 4:47	Numbers 4:47	RgRc
Numbers 4:47	Numbers 4:47	Adju
Numbers 4:48	Numbers 4:46	Resu
Numbers 4:49	Numbers 4:49	Adju
Numbers 4:49	Numbers 4:49	Attr
Numbers 5:1	Numbers 5:1	Adju
Numbers 5:2	Numbers 5:2	RgRc
Numbers 5:3	Numbers 5:3	Attr
Numbers 5:4	Numbers 5:4	Adju
Numbers 5:5	Numbers 5:5	Adju
Numbers 5:6	Numbers 5:6	Resu
Numbers 5:6	Numbers 5:6	Adju
Numbers 5:6	Numbers 5:6	Coor
Numbers 5:7	Numbers 5:7	Attr
Numbers 5:7	Numbers 5:7	Adju
Numbers 5:8	Numbers 5:8	Adju
Numbers 5:8	Numbers 5:8	Attr
Numbers 5:8	Numbers 5:8	Coor
Numbers 5:8	Numbers 5:8	Attr
Numbers 5:9	Numbers 5:9	Attr
Numbers 5:10	Numbers 5:10	Resu
Numbers 5:10	Numbers 5:10	Subj
Numbers 5:10	Numbers 5:10	Resu
Numbers 5:11	Numbers 5:11	Adju
Numbers 5:12	Numbers 5:12	Resu
Numbers 5:12	Numbers 5:12	Coor
Numbers 5:13	Numbers 5:12	Coor
Numbers 5:13	Numbers 5:13	Coor
Numbers 5:13	Numbers 5:13	Coor
Numbers 5:15	Numbers 5:15	Coor
Numbers 5:15	Numbers 5:15	Attr
Numbers 5:17	Numbers 5:17	Attr
Numbers 5:20	Numbers 5:20	Resu
Numbers 5:20	Numbers 5:20	Coor
Numbers 5:20	Numbers 5:20	Coor
Numbers 5:21	Numbers 5:21	Adju
Numbers 5:21	Numbers 5:21	Coor
Numbers 5:22	Numbers 5:22	Adju
Numbers 5:22	Numbers 5:22	Coor
Numbers 5:29	Numbers 5:29	Attr
Numbers 5:29	Numbers 5:29	Coor
Numbers 5:30	Numbers 5:29	Coor
Numbers 5:30	Numbers 5:30	Attr
Numbers 5:30	Numbers 5:30	Coor
Numbers 5:30	Numbers 5:30	Resu
Numbers 5:30	Numbers 5:30	Coor
Numbers 6:1	Numbers 6:1	Adju
Numbers 6:2	Numbers 6:2	Adju
Numbers 6:2	Numbers 6:2	Adju
Numbers 6:3	Numbers 6:2	Resu
Numbers 6:4	Numbers 6:4	RgRc
Numbers 6:5	Numbers 6:5	Adju
Numbers 6:5	Numbers 6:5	Attr
Numbers 6:6	Numbers 6:6	RgRc
Numbers 6:7	Numbers 6:7	Resu
Numbers 6:11	Numbers 6:11	Adju
Numbers 6:13	Numbers 6:13	RgRc
Numbers 6:15	Numbers 6:15	Attr
Numbers 6:15	Numbers 6:15	Attr
Numbers 6:18	Numbers 6:18	Attr
Numbers 6:19	Numbers 6:19	Adju
Numbers 6:21	Numbers 6:21	Attr
Numbers 6:21	Numbers 6:21	Adju
Numbers 6:21	Numbers 6:21	Attr
Numbers 6:22	Numbers 6:22	Adju
Numbers 6:23	Numbers 6:23	Adju
Numbers 7:1	Numbers 7:1	RgRc
Numbers 7:1	Numbers 7:1	Adju
Numbers 7:2	Numbers 7:2	PreC
Numbers 7:4	Numbers 7:4	Adju
Numbers 7:5	Numbers 7:5	Adju
Numbers 7:5	Numbers 7:5	Adju
Numbers 7:10	Numbers 7:10	RgRc
Numbers 7:12	Numbers 7:12	Subj
Numbers 7:13	Numbers 7:13	Attr
Numbers 7:13	Numbers 7:13	Attr
Numbers 7:13	Numbers 7:13	Attr
Numbers 7:14	Numbers 7:13	Coor
Numbers 7:14	Numbers 7:14	Attr
Numbers 7:15	Numbers 7:14	Coor
Numbers 7:16	Numbers 7:14	Coor
Numbers 7:17	Numbers 7:16	Coor
Numbers 7:19	Numbers 7:19	Attr
Numbers 7:19	Numbers 7:19	Attr
Numbers 7:19	Numbers 7:19	Attr
Numbers 7:20	Numbers 7:20	Attr
Numbers 7:21	Numbers 7:20	Coor
Numbers 7:23	Numbers 7:22	Coor
Numbers 7:25	Numbers 7:25	Attr
Numbers 7:25	Numbers 7:25	Attr
Numbers 7:25	Numbers 7:25	Attr
Numbers 7:26	Numbers 7:25	Coor
Numbers 7:26	Numbers 7:26	Attr
Numbers 7:27	Numbers 7:26	Coor
Numbers 7:28	Numbers 7:26	Coor
Numbers 7:29	Numbers 7:28	Coor
Numbers 7:31	Numbers 7:31	Attr
Numbers 7:31	Numbers 7:31	Attr
Numbers 7:31	Numbers 7:31	Attr
Numbers 7:32	Numbers 7:31	Coor
Numbers 7:32	Numbers 7:32	Attr
Numbers 7:33	Numbers 7:32	Coor
Numbers 7:34	Numbers 7:32	Coor
Numbers 7:35	Numbers 7:34	Coor
Numbers 7:37	Numbers 7:37	Attr
Numbers 7:37	Numbers 7:37	Attr
Numbers 7:37	Numbers 7:37	Attr
Numbers 7:38	Numbers 7:37	Coor
Numbers 7:38	Numbers 7:38	Attr
Numbers 7:39	Numbers 7:38	Coor
Numbers 7:40	Numbers 7:38	Coor
Numbers 7:41	Numbers 7:40	Coor
Numbers 7:43	Numbers 7:43	Attr
Numbers 7:43	Numbers 7:43	Attr
Numbers 7:43	Numbers 7:43	Attr
Numbers 7:44	Numbers 7:43	Coor
Numbers 7:44	Numbers 7:44	Attr
Numbers 7:45	Numbers 7:44	Coor
Numbers 7:46	Numbers 7:44	Coor
Numbers 7:47	Numbers 7:46	Coor
Numbers 7:49	Numbers 7:49	Attr
Numbers 7:49	Numbers 7:49	Attr
Numbers 7:49	Numbers 7:49	Attr
Numbers 7:50	Numbers 7:49	Coor
Numbers 7:50	Numbers 7:50	Attr
Numbers 7:51	Numbers 7:50	Coor
Numbers 7:52	Numbers 7:50	Coor
Numbers 7:53	Numbers 7:52	Coor
Numbers 7:55	Numbers 7:55	Attr
Numbers 7:55	Numbers 7:55	Attr
Numbers 7:55	Numbers 7:55	Attr
Numbers 7:56	Numbers 7:55	Coor
Numbers 7:56	Numbers 7:56	Attr
Numbers 7:57	Numbers 7:56	Coor
Numbers 7:58	Numbers 7:56	Coor
Numbers 7:59	Numbers 7:58	Coor
Numbers 7:61	Numbers 7:61	Attr
Numbers 7:61	Numbers 7:61	Attr
Numbers 7:61	Numbers 7:61	Attr
Numbers 7:62	Numbers 7:61	Coor
Numbers 7:62	Numbers 7:62	Attr
Numbers 7:63	Numbers 7:62	Coor
Numbers 7:64	Numbers 7:62	Coor
Numbers 7:65	Numbers 7:64	Coor
Numbers 7:67	Numbers 7:67	Attr
Numbers 7:67	Numbers 7:67	Attr
Numbers 7:67	Numbers 7:67	Attr
Numbers 7:68	Numbers 7:67	Coor
