# BHSA clause-level dependency (candidate #6, never built before 2026-08-15): dependent_ref depends on mother_ref via `rela`. Discourse structure, not a word-pair signal -- see build_hierarchy_relations.py.
dependent_ref	mother_ref	rela
Isaiah 42:5	Isaiah 42:5	Coor
Isaiah 42:5	Isaiah 42:5	Coor
Isaiah 42:5	Isaiah 42:5	Coor
Isaiah 42:5	Isaiah 42:5	Cmpl
Isaiah 42:7	Isaiah 42:6	Adju
Isaiah 42:7	Isaiah 42:7	Coor
Isaiah 42:9	Isaiah 42:9	Resu
Isaiah 42:10	Isaiah 42:10	Coor
Isaiah 42:11	Isaiah 42:11	Attr
Isaiah 42:16	Isaiah 42:16	Attr
Isaiah 42:16	Isaiah 42:16	Attr
Isaiah 42:16	Isaiah 42:16	Attr
Isaiah 42:16	Isaiah 42:16	Coor
Isaiah 42:17	Isaiah 42:17	Subj
Isaiah 42:17	Isaiah 42:17	Coor
Isaiah 42:18	Isaiah 42:18	ReVo
Isaiah 42:18	Isaiah 42:18	ReVo
Isaiah 42:18	Isaiah 42:18	Adju
Isaiah 42:19	Isaiah 42:19	Coor
Isaiah 42:19	Isaiah 42:19	Attr
Isaiah 42:19	Isaiah 42:19	Coor
Isaiah 42:24	Isaiah 42:24	Attr
Isaiah 42:24	Isaiah 42:24	Cmpl
Isaiah 43:7	Isaiah 43:7	RgRc
Isaiah 43:7	Isaiah 43:7	Coor
Isaiah 43:10	Isaiah 43:10	Coor
Isaiah 43:10	Isaiah 43:10	Attr
Isaiah 43:10	Isaiah 43:10	Objc
Isaiah 43:11	Isaiah 43:11	Resu
Isaiah 43:11	Isaiah 43:11	Coor
Isaiah 43:16	Isaiah 43:16	Attr
Isaiah 43:17	Isaiah 43:16	Coor
Isaiah 43:20	Isaiah 43:20	Adju
Isaiah 43:21	Isaiah 43:21	Attr
Isaiah 43:25	Isaiah 43:25	Resu
Isaiah 43:25	Isaiah 43:25	Attr
Isaiah 43:25	Isaiah 43:25	Coor
Isaiah 44:1	Isaiah 44:1	Coor
Isaiah 44:1	Isaiah 44:1	Attr
Isaiah 44:2	Isaiah 44:2	Attr
Isaiah 44:2	Isaiah 44:2	Coor
Isaiah 44:2	Isaiah 44:2	Attr
Isaiah 44:7	Isaiah 44:7	Adju
Isaiah 44:7	Isaiah 44:7	Coor
Isaiah 44:9	Isaiah 44:9	Resu
Isaiah 44:10	Isaiah 44:10	Adju
Isaiah 44:11	Isaiah 44:11	Resu
Isaiah 44:13	Isaiah 44:13	Adju
Isaiah 44:14	Isaiah 44:14	Adju
Isaiah 44:14	Isaiah 44:14	Coor
Isaiah 44:14	Isaiah 44:14	Coor
Isaiah 44:15	Isaiah 44:15	Adju
Isaiah 44:18	Isaiah 44:18	Adju
Isaiah 44:18	Isaiah 44:18	Coor
Isaiah 44:19	Isaiah 44:19	Adju
Isaiah 44:20	Isaiah 44:20	Attr
Isaiah 44:21	Isaiah 44:21	Coor
Isaiah 44:24	Isaiah 44:24	Attr
Isaiah 44:24	Isaiah 44:24	Coor
Isaiah 44:24	Isaiah 44:24	Coor
Isaiah 44:25	Isaiah 44:24	Coor
Isaiah 44:25	Isaiah 44:25	Coor
Isaiah 44:26	Isaiah 44:25	Coor
Isaiah 44:26	Isaiah 44:24	Attr
Isaiah 44:27	Isaiah 44:26	Coor
Isaiah 44:28	Isaiah 44:27	Coor
Isaiah 44:28	Isaiah 44:28	Coor
Isaiah 45:1	Isaiah 45:1	Attr
Isaiah 45:1	Isaiah 45:1	Adju
Isaiah 45:1	Isaiah 45:1	Coor
Isaiah 45:1	Isaiah 45:1	Coor
Isaiah 45:1	Isaiah 45:1	Coor
Isaiah 45:3	Isaiah 45:3	Objc
Isaiah 45:3	Isaiah 45:3	Attr
Isaiah 45:4	Isaiah 45:4	Resu
Isaiah 45:4	Isaiah 45:4	Coor
Isaiah 45:6	Isaiah 45:6	Objc
Isaiah 45:7	Isaiah 45:6	Attr
Isaiah 45:7	Isaiah 45:7	Coor
Isaiah 45:7	Isaiah 45:7	Coor
Isaiah 45:7	Isaiah 45:7	Coor
Isaiah 45:7	Isaiah 45:7	Attr
Isaiah 45:9	Isaiah 45:9	Subj
Isaiah 45:9	Isaiah 45:9	Resu
Isaiah 45:10	Isaiah 45:10	Subj
Isaiah 45:12	Isaiah 45:12	Resu
Isaiah 45:15	Isaiah 45:15	Attr
Isaiah 45:15	Isaiah 45:15	Coor
Isaiah 45:15	Isaiah 45:15	Attr
Isaiah 45:18	Isaiah 45:18	Attr
Isaiah 45:18	Isaiah 45:18	Attr
Isaiah 45:18	Isaiah 45:18	Coor
Isaiah 45:18	Isaiah 45:18	Adju
Isaiah 45:19	Isaiah 45:19	Attr
Isaiah 45:19	Isaiah 45:19	Coor
Isaiah 45:20	Isaiah 45:20	Subj
Isaiah 45:20	Isaiah 45:20	Coor
Isaiah 45:20	Isaiah 45:20	Attr
Isaiah 45:24	Isaiah 45:24	RgRc
Isaiah 46:2	Isaiah 46:2	Coor
Isaiah 46:2	Isaiah 46:2	Objc
Isaiah 46:3	Isaiah 46:3	Coor
Isaiah 46:3	Isaiah 46:3	Attr
Isaiah 46:3	Isaiah 46:3	Coor
Isaiah 46:4	Isaiah 46:3	Coor
Isaiah 46:4	Isaiah 46:4	Coor
Isaiah 46:6	Isaiah 46:6	Subj
Isaiah 46:6	Isaiah 46:6	Coor
Isaiah 46:10	Isaiah 46:9	Attr
Isaiah 46:10	Isaiah 46:10	Objc
Isaiah 46:10	Isaiah 46:10	Coor
Isaiah 46:11	Isaiah 46:10	Coor
Isaiah 46:12	Isaiah 46:12	Attr
Isaiah 47:4	Isaiah 47:4	Resu
Isaiah 47:4	Isaiah 47:4	Coor
Isaiah 47:8	Isaiah 47:8	Attr
Isaiah 47:8	Isaiah 47:8	Coor
Isaiah 47:10	Isaiah 47:10	Resu
Isaiah 47:11	Isaiah 47:11	Attr
Isaiah 47:11	Isaiah 47:11	Objc
Isaiah 47:11	Isaiah 47:11	Attr
Isaiah 47:11	Isaiah 47:11	Objc
Isaiah 47:11	Isaiah 47:11	Attr
Isaiah 47:12	Isaiah 47:12	Cmpl
Isaiah 47:12	Isaiah 47:12	Objc
Isaiah 47:13	Isaiah 47:13	Coor
Isaiah 47:13	Isaiah 47:13	Subj
Isaiah 47:13	Isaiah 47:13	Attr
Isaiah 47:13	Isaiah 47:13	Coor
Isaiah 47:13	Isaiah 47:13	Cmpl
Isaiah 47:14	Isaiah 47:14	Adju
Isaiah 47:14	Isaiah 47:14	Adju
Isaiah 47:15	Isaiah 47:15	Subj
Isaiah 47:15	Isaiah 47:15	Coor
Isaiah 47:15	Isaiah 47:15	Adju
Isaiah 48:1	Isaiah 48:1	Attr
Isaiah 48:1	Isaiah 48:1	Coor
Isaiah 48:1	Isaiah 48:1	Coor
Isaiah 48:1	Isaiah 48:1	Coor
Isaiah 48:4	Isaiah 48:3	Adju
Isaiah 48:4	Isaiah 48:4	Objc
Isaiah 48:4	Isaiah 48:4	Coor
Isaiah 48:4	Isaiah 48:4	Coor
Isaiah 48:5	Isaiah 48:5	Adju
Isaiah 48:6	Isaiah 48:6	Resu
Isaiah 48:8	Isaiah 48:8	Objc
Isaiah 48:8	Isaiah 48:8	Coor
Isaiah 48:8	Isaiah 48:8	Subj
Isaiah 48:9	Isaiah 48:9	Coor
Isaiah 48:9	Isaiah 48:9	Adju
Isaiah 48:11	Isaiah 48:11	Resu
Isaiah 48:12	Isaiah 48:12	Coor
Isaiah 48:14	Isaiah 48:14	Subj
Isaiah 48:15	Isaiah 48:15	Resu
Isaiah 48:16	Isaiah 48:16	RgRc
Isaiah 48:17	Isaiah 48:17	Attr
Isaiah 48:17	Isaiah 48:17	Adju
Isaiah 48:17	Isaiah 48:17	Coor
Isaiah 48:17	Isaiah 48:17	Attr
Isaiah 48:21	Isaiah 48:21	Attr
Isaiah 49:3	Isaiah 49:3	Coor
Isaiah 49:3	Isaiah 49:3	Attr
Isaiah 49:5	Isaiah 49:5	Attr
Isaiah 49:5	Isaiah 49:5	Adju
Isaiah 49:5	Isaiah 49:5	Coor
Isaiah 49:5	Isaiah 49:5	Coor
Isaiah 49:5	Isaiah 49:5	Coor
Isaiah 49:6	Isaiah 49:6	Adju
Isaiah 49:6	Isaiah 49:6	Adju
Isaiah 49:6	Isaiah 49:6	Coor
Isaiah 49:6	Isaiah 49:6	Adju
Isaiah 49:7	Isaiah 49:7	Attr
Isaiah 49:7	Isaiah 49:7	Adju
Isaiah 49:7	Isaiah 49:7	Attr
Isaiah 49:8	Isaiah 49:8	Adju
Isaiah 49:8	Isaiah 49:8	Coor
Isaiah 49:9	Isaiah 49:8	Adju
Isaiah 49:9	Isaiah 49:9	Coor
Isaiah 49:15	Isaiah 49:15	Adju
Isaiah 49:19	Isaiah 49:19	Resu
Isaiah 49:19	Isaiah 49:19	Coor
Isaiah 49:21	Isaiah 49:21	Resu
Isaiah 49:21	Isaiah 49:21	Resu
Isaiah 49:23	Isaiah 49:23	Adju
Isaiah 49:23	Isaiah 49:23	Objc
Isaiah 49:23	Isaiah 49:23	Attr
Isaiah 49:26	Isaiah 49:26	Objc
Isaiah 50:1	Isaiah 50:1	Attr
Isaiah 50:1	Isaiah 50:1	Attr
Isaiah 50:2	Isaiah 50:2	Adju
Isaiah 50:4	Isaiah 50:4	Adju
Isaiah 50:4	Isaiah 50:4	Adju
Isaiah 50:4	Isaiah 50:4	Adju
Isaiah 50:7	Isaiah 50:7	Objc
Isaiah 50:9	Isaiah 50:9	Attr
Isaiah 50:10	Isaiah 50:10	Coor
Isaiah 50:10	Isaiah 50:10	Attr
Isaiah 50:10	Isaiah 50:10	Coor
Isaiah 50:11	Isaiah 50:11	Attr
Isaiah 50:11	Isaiah 50:11	Coor
Isaiah 50:11	Isaiah 50:11	ReVo
Isaiah 50:11	Isaiah 50:11	Coor
Isaiah 50:11	Isaiah 50:11	Attr
Isaiah 51:1	Isaiah 51:1	Coor
Isaiah 51:1	Isaiah 51:1	Attr
Isaiah 51:1	Isaiah 51:1	Attr
Isaiah 51:2	Isaiah 51:2	Attr
Isaiah 51:7	Isaiah 51:7	Coor
Isaiah 51:7	Isaiah 51:7	Attr
Isaiah 51:9	Isaiah 51:9	Attr
Isaiah 51:9	Isaiah 51:9	Coor
Isaiah 51:10	Isaiah 51:10	Attr
Isaiah 51:10	Isaiah 51:10	Coor
Isaiah 51:10	Isaiah 51:10	Adju
Isaiah 51:12	Isaiah 51:12	Resu
Isaiah 51:12	Isaiah 51:12	Attr
Isaiah 51:12	Isaiah 51:12	Attr
Isaiah 51:12	Isaiah 51:12	Attr
Isaiah 51:13	Isaiah 51:13	Attr
Isaiah 51:13	Isaiah 51:13	Coor
Isaiah 51:13	Isaiah 51:13	Adju
Isaiah 51:13	Isaiah 51:13	Adju
Isaiah 51:14	Isaiah 51:14	Adju
Isaiah 51:15	Isaiah 51:15	Attr
Isaiah 51:15	Isaiah 51:15	Coor
Isaiah 51:15	Isaiah 51:15	Coor
Isaiah 51:16	Isaiah 51:16	Adju
Isaiah 51:16	Isaiah 51:16	Coor
Isaiah 51:16	Isaiah 51:16	Objc
Isaiah 51:17	Isaiah 51:17	Attr
Isaiah 51:17	Isaiah 51:17	ReVo
Isaiah 51:17	Isaiah 51:17	Coor
Isaiah 51:18	Isaiah 51:18	Subj
Isaiah 51:18	Isaiah 51:18	Attr
Isaiah 51:18	Isaiah 51:18	Subj
Isaiah 51:18	Isaiah 51:18	Attr
Isaiah 51:20	Isaiah 51:20	Attr
Isaiah 51:21	Isaiah 51:21	Coor
Isaiah 51:22	Isaiah 51:22	Attr
Isaiah 51:22	Isaiah 51:22	Resu
Isaiah 51:22	Isaiah 51:22	Adju
Isaiah 51:23	Isaiah 51:23	Attr
Isaiah 52:4	Isaiah 52:4	Adju
Isaiah 52:6	Isaiah 52:6	Objc
Isaiah 52:6	Isaiah 52:6	Attr
Isaiah 52:7	Isaiah 52:7	Attr
Isaiah 52:7	Isaiah 52:7	Coor
Isaiah 52:7	Isaiah 52:7	Coor
Isaiah 52:7	Isaiah 52:7	Coor
Isaiah 52:8	Isaiah 52:8	Cmpl
Isaiah 52:14	Isaiah 52:14	Resu
Isaiah 52:15	Isaiah 52:15	Objc
Isaiah 52:15	Isaiah 52:15	Objc
Isaiah 53:4	Isaiah 53:4	Resu
Isaiah 53:6	Isaiah 53:6	Adju
Isaiah 53:7	Isaiah 53:7	Attr
Isaiah 53:7	Isaiah 53:7	Attr
Isaiah 53:10	Isaiah 53:10	Adju
Isaiah 54:1	Isaiah 54:1	Attr
Isaiah 54:9	Isaiah 54:9	Attr
Isaiah 54:9	Isaiah 54:9	Adju
Isaiah 54:9	Isaiah 54:9	Adju
Isaiah 54:9	Isaiah 54:9	Coor
Isaiah 54:11	Isaiah 54:11	Attr
Isaiah 54:11	Isaiah 54:11	Coor
Isaiah 54:11	Isaiah 54:11	ReVo
Isaiah 54:16	Isaiah 54:16	Attr
Isaiah 54:16	Isaiah 54:16	Coor
Isaiah 54:16	Isaiah 54:16	Adju
Isaiah 54:17	Isaiah 54:17	Attr
Isaiah 54:17	Isaiah 54:17	Attr
Isaiah 55:2	Isaiah 55:2	Adju
Isaiah 55:5	Isaiah 55:5	Attr
Isaiah 55:5	Isaiah 55:5	Attr
Isaiah 55:6	Isaiah 55:6	Adju
Isaiah 55:6	Isaiah 55:6	Adju
Isaiah 55:7	Isaiah 55:7	Adju
Isaiah 55:10	Isaiah 55:10	Adju
Isaiah 55:10	Isaiah 55:10	Coor
Isaiah 55:10	Isaiah 55:10	Coor
Isaiah 55:10	Isaiah 55:10	Coor
Isaiah 55:10	Isaiah 55:10	Coor
Isaiah 55:10	Isaiah 55:10	Coor
Isaiah 55:10	Isaiah 55:10	Coor
Isaiah 55:11	Isaiah 55:11	Attr
Isaiah 55:11	Isaiah 55:11	Objc
Isaiah 55:11	Isaiah 55:11	Objc
Isaiah 55:13	Isaiah 55:13	Attr
Isaiah 56:1	Isaiah 56:1	Adju
Isaiah 56:1	Isaiah 56:1	Adju
Isaiah 56:2	Isaiah 56:2	Attr
Isaiah 56:2	Isaiah 56:2	Attr
Isaiah 56:2	Isaiah 56:2	Attr
Isaiah 56:2	Isaiah 56:2	Adju
Isaiah 56:2	Isaiah 56:2	Coor
Isaiah 56:2	Isaiah 56:2	Adju
Isaiah 56:3	Isaiah 56:3	Attr
Isaiah 56:3	Isaiah 56:3	Adju
Isaiah 56:4	Isaiah 56:4	Attr
Isaiah 56:4	Isaiah 56:4	Coor
Isaiah 56:4	Isaiah 56:4	Cmpl
Isaiah 56:4	Isaiah 56:4	Coor
Isaiah 56:5	Isaiah 56:5	Attr
Isaiah 56:5	Isaiah 56:5	Attr
Isaiah 56:6	Isaiah 56:6	Attr
Isaiah 56:6	Isaiah 56:6	Adju
Isaiah 56:6	Isaiah 56:6	Coor
Isaiah 56:6	Isaiah 56:6	Coor
Isaiah 56:6	Isaiah 56:6	RgRc
Isaiah 56:6	Isaiah 56:6	Adju
Isaiah 56:6	Isaiah 56:6	Coor
Isaiah 56:7	Isaiah 56:6	Resu
Isaiah 56:7	Isaiah 56:7	Coor
Isaiah 56:8	Isaiah 56:8	Attr
Isaiah 56:9	Isaiah 56:9	ReVo
Isaiah 56:9	Isaiah 56:9	Adju
Isaiah 56:9	Isaiah 56:9	Coor
Isaiah 56:10	Isaiah 56:10	Cmpl
Isaiah 56:10	Isaiah 56:10	Cmpl
Isaiah 56:11	Isaiah 56:11	Objc
Isaiah 56:12	Isaiah 56:12	Coor
Isaiah 57:1	Isaiah 57:1	Attr
Isaiah 57:1	Isaiah 57:1	Adju
Isaiah 57:2	Isaiah 57:2	Subj
Isaiah 57:5	Isaiah 57:4	Attr
Isaiah 57:5	Isaiah 57:5	Coor
Isaiah 57:6	Isaiah 57:6	Resu
Isaiah 57:7	Isaiah 57:7	Adju
Isaiah 57:13	Isaiah 57:13	Adju
Isaiah 57:13	Isaiah 57:13	Subj
Isaiah 57:15	Isaiah 57:15	Attr
Isaiah 57:15	Isaiah 57:15	Coor
Isaiah 57:15	Isaiah 57:15	Adju
Isaiah 57:15	Isaiah 57:15	Coor
Isaiah 57:16	Isaiah 57:16	Attr
Isaiah 57:19	Isaiah 57:18	PrAd
Isaiah 57:20	Isaiah 57:20	Attr
Isaiah 57:20	Isaiah 57:20	Objc
Isaiah 58:2	Isaiah 58:2	Attr
Isaiah 58:2	Isaiah 58:2	Coor
Isaiah 58:4	Isaiah 58:4	Coor
Isaiah 58:4	Isaiah 58:4	Adju
Isaiah 58:5	Isaiah 58:5	Attr
Isaiah 58:5	Isaiah 58:5	RgRc
Isaiah 58:6	Isaiah 58:6	Attr
Isaiah 58:9	Isaiah 58:9	Coor
Isaiah 58:9	Isaiah 58:9	Coor
Isaiah 58:11	Isaiah 58:11	Coor
Isaiah 58:11	Isaiah 58:11	Attr
Isaiah 58:12	Isaiah 58:12	Subj
Isaiah 58:12	Isaiah 58:12	Coor
Isaiah 58:12	Isaiah 58:12	Adju
Isaiah 58:13	Isaiah 58:13	Attr
Isaiah 58:13	Isaiah 58:13	Adju
Isaiah 58:13	Isaiah 58:13	Coor
Isaiah 58:13	Isaiah 58:13	Coor
Isaiah 59:1	Isaiah 59:1	Adju
Isaiah 59:1	Isaiah 59:1	Adju
Isaiah 59:2	Isaiah 59:2	Adju
Isaiah 59:5	Isaiah 59:5	Subj
Isaiah 59:5	Isaiah 59:5	Subj
Isaiah 59:7	Isaiah 59:7	Adju
Isaiah 59:8	Isaiah 59:8	RgRc
Isaiah 59:12	Isaiah 59:12	Resu
Isaiah 59:14	Isaiah 59:14	Cmpl
Isaiah 59:15	Isaiah 59:15	Subj
Isaiah 59:15	Isaiah 59:15	Objc
Isaiah 59:16	Isaiah 59:16	Objc
Isaiah 59:16	Isaiah 59:16	Resu
Isaiah 59:18	Isaiah 59:18	Coor
Isaiah 59:21	Isaiah 59:21	Resu
Isaiah 59:21	Isaiah 59:21	Attr
Isaiah 59:21	Isaiah 59:21	Attr
Isaiah 60:9	Isaiah 60:9	Adju
Isaiah 60:11	Isaiah 60:11	Adju
Isaiah 60:11	Isaiah 60:11	Coor
Isaiah 60:12	Isaiah 60:12	Attr
Isaiah 60:13	Isaiah 60:13	Adju
Isaiah 60:13	Isaiah 60:13	Coor
Isaiah 60:14	Isaiah 60:14	Adju
Isaiah 60:15	Isaiah 60:15	Coor
Isaiah 60:15	Isaiah 60:15	Resu
Isaiah 60:16	Isaiah 60:16	Objc
Isaiah 60:21	Isaiah 60:21	Resu
Isaiah 60:21	Isaiah 60:21	Adju
Isaiah 61:1	Isaiah 61:1	Adju
Isaiah 61:1	Isaiah 61:1	Adju
Isaiah 61:1	Isaiah 61:1	Coor
Isaiah 61:2	Isaiah 61:1	Coor
Isaiah 61:2	Isaiah 61:2	Coor
Isaiah 61:3	Isaiah 61:2	Coor
Isaiah 61:3	Isaiah 61:3	Cmpl
Isaiah 61:3	Isaiah 61:3	Subj
Isaiah 61:3	Isaiah 61:3	Adju
Isaiah 61:6	Isaiah 61:6	Subj
Isaiah 61:9	Isaiah 61:9	Objc
Isaiah 61:9	Isaiah 61:9	Attr
Isaiah 61:10	Isaiah 61:10	Attr
Isaiah 61:10	Isaiah 61:10	Attr
Isaiah 61:11	Isaiah 61:11	Attr
Isaiah 61:11	Isaiah 61:11	Attr
Isaiah 61:11	Isaiah 61:11	Resu
Isaiah 62:1	Isaiah 62:1	Attr
Isaiah 62:2	Isaiah 62:2	Attr
Isaiah 62:3	Isaiah 62:3	Coor
Isaiah 62:4	Isaiah 62:4	Subj
Isaiah 62:6	Isaiah 62:6	ReVo
Isaiah 62:7	Isaiah 62:6	Coor
Isaiah 62:7	Isaiah 62:7	Adju
Isaiah 62:7	Isaiah 62:7	Coor
Isaiah 62:8	Isaiah 62:8	Attr
Isaiah 62:9	Isaiah 62:9	Subj
Isaiah 62:9	Isaiah 62:9	Coor
Isaiah 62:9	Isaiah 62:9	Subj
Isaiah 62:12	Isaiah 62:12	Objc
Isaiah 62:12	Isaiah 62:12	Subj
Isaiah 62:12	Isaiah 62:12	Attr
Isaiah 63:1	Isaiah 63:1	Coor
Isaiah 63:1	Isaiah 63:1	Attr
Isaiah 63:1	Isaiah 63:1	Coor
Isaiah 63:1	Isaiah 63:1	Attr
Isaiah 63:1	Isaiah 63:1	Coor
Isaiah 63:1	Isaiah 63:1	Adju
Isaiah 63:2	Isaiah 63:2	Coor
Isaiah 63:2	Isaiah 63:2	PreC
Isaiah 63:5	Isaiah 63:5	Resu
Isaiah 63:7	Isaiah 63:7	RgRc
Isaiah 63:7	Isaiah 63:7	Coor
Isaiah 63:7	Isaiah 63:7	Attr
Isaiah 63:8	Isaiah 63:8	Coor
Isaiah 63:8	Isaiah 63:8	Attr
Isaiah 63:11	Isaiah 63:11	Subj
Isaiah 63:11	Isaiah 63:11	Subj
Isaiah 63:12	Isaiah 63:11	Coor
Isaiah 63:12	Isaiah 63:12	Coor
Isaiah 63:12	Isaiah 63:12	Adju
Isaiah 63:13	Isaiah 63:12	Coor
Isaiah 63:14	Isaiah 63:14	Attr
Isaiah 63:14	Isaiah 63:14	Adju
Isaiah 64:1	Isaiah 64:1	Adju
Isaiah 64:1	Isaiah 64:1	Coor
Isaiah 64:1	Isaiah 64:1	Adju
Isaiah 64:2	Isaiah 64:2	Adju
Isaiah 64:3	Isaiah 64:3	Attr
Isaiah 64:3	Isaiah 64:3	Adju
Isaiah 64:4	Isaiah 64:4	Attr
Isaiah 64:6	Isaiah 64:6	Coor
Isaiah 64:6	Isaiah 64:6	Adju
Isaiah 64:10	Isaiah 64:10	Attr
Isaiah 65:1	Isaiah 65:1	Adju
Isaiah 65:1	Isaiah 65:1	Adju
Isaiah 65:1	Isaiah 65:1	Coor
Isaiah 65:1	Isaiah 65:1	Attr
Isaiah 65:2	Isaiah 65:2	Attr
Isaiah 65:2	Isaiah 65:2	Attr
Isaiah 65:3	Isaiah 65:2	Coor
Isaiah 65:3	Isaiah 65:3	Attr
Isaiah 65:3	Isaiah 65:3	Coor
Isaiah 65:3	Isaiah 65:3	Coor
Isaiah 65:4	Isaiah 65:3	Coor
Isaiah 65:4	Isaiah 65:4	Coor
Isaiah 65:4	Isaiah 65:4	Coor
Isaiah 65:4	Isaiah 65:4	Coor
Isaiah 65:5	Isaiah 65:4	Coor
Isaiah 65:5	Isaiah 65:5	Attr
Isaiah 65:7	Isaiah 65:7	Attr
Isaiah 65:7	Isaiah 65:7	Coor
Isaiah 65:8	Isaiah 65:8	Coor
Isaiah 65:8	Isaiah 65:8	Resu
Isaiah 65:8	Isaiah 65:8	Adju
Isaiah 65:10	Isaiah 65:10	Attr
Isaiah 65:11	Isaiah 65:11	Attr
Isaiah 65:11	Isaiah 65:11	Coor
Isaiah 65:11	Isaiah 65:11	Coor
Isaiah 65:12	Isaiah 65:11	Resu
Isaiah 65:12	Isaiah 65:12	Coor
Isaiah 65:12	Isaiah 65:12	Coor
Isaiah 65:12	Isaiah 65:12	Cmpl
Isaiah 65:16	Isaiah 65:16	Subj
Isaiah 65:16	Isaiah 65:16	Subj
Isaiah 65:18	Isaiah 65:18	Objc
Isaiah 65:20	Isaiah 65:20	Attr
Isaiah 65:25	Isaiah 65:25	Resu
Isaiah 66:1	Isaiah 66:1	Attr
Isaiah 66:3	Isaiah 66:3	Subj
Isaiah 66:3	Isaiah 66:3	Subj
Isaiah 66:3	Isaiah 66:3	Subj
Isaiah 66:3	Isaiah 66:3	Subj
Isaiah 66:4	Isaiah 66:4	Coor
Isaiah 66:4	Isaiah 66:4	Cmpl
Isaiah 66:5	Isaiah 66:5	Attr
Isaiah 66:5	Isaiah 66:5	Coor
Isaiah 66:6	Isaiah 66:6	Attr
Isaiah 66:9	Isaiah 66:9	Coor
Isaiah 66:9	Isaiah 66:9	Coor
Isaiah 66:10	Isaiah 66:10	RgRc
Isaiah 66:13	Isaiah 66:13	Attr
Isaiah 66:13	Isaiah 66:13	Resu
Isaiah 66:15	Isaiah 66:15	Adju
Isaiah 66:17	Isaiah 66:17	Subj
Isaiah 66:17	Isaiah 66:17	Coor
Isaiah 66:17	Isaiah 66:17	Attr
Isaiah 66:18	Isaiah 66:18	Resu
Isaiah 66:18	Isaiah 66:18	Adju
Isaiah 66:18	Isaiah 66:18	Coor
Isaiah 66:18	Isaiah 66:18	Coor
Isaiah 66:19	Isaiah 66:19	Attr
Isaiah 66:19	Isaiah 66:19	Coor
Isaiah 66:20	Isaiah 66:20	Adju
Isaiah 66:22	Isaiah 66:22	Adju
Isaiah 66:22	Isaiah 66:22	Attr
Isaiah 66:22	Isaiah 66:22	Resu
Isaiah 66:23	Isaiah 66:23	Adju
Isaiah 66:24	Isaiah 66:24	Attr
Jeremiah 1:1	Jeremiah 1:1	Attr
Jeremiah 1:2	Jeremiah 1:1	Attr
Jeremiah 1:2	Jeremiah 1:2	Adju
Jeremiah 1:3	Jeremiah 1:3	Adju
Jeremiah 1:3	Jeremiah 1:3	Coor
Jeremiah 1:4	Jeremiah 1:4	Adju
Jeremiah 1:6	Jeremiah 1:6	ReVo
Jeremiah 1:6	Jeremiah 1:6	Objc
Jeremiah 1:7	Jeremiah 1:7	RgRc
Jeremiah 1:7	Jeremiah 1:7	RgRc
Jeremiah 1:8	Jeremiah 1:8	Adju
Jeremiah 1:10	Jeremiah 1:10	Adju
Jeremiah 1:10	Jeremiah 1:10	Coor
Jeremiah 1:10	Jeremiah 1:10	Coor
Jeremiah 1:10	Jeremiah 1:10	Coor
Jeremiah 1:10	Jeremiah 1:10	Coor
Jeremiah 1:10	Jeremiah 1:10	Coor
Jeremiah 1:11	Jeremiah 1:11	Adju
Jeremiah 1:12	Jeremiah 1:12	Adju
Jeremiah 1:12	Jeremiah 1:12	Adju
Jeremiah 1:13	Jeremiah 1:13	Adju
Jeremiah 1:15	Jeremiah 1:15	Adju
Jeremiah 1:16	Jeremiah 1:16	Attr
Jeremiah 1:16	Jeremiah 1:16	Coor
Jeremiah 1:17	Jeremiah 1:17	RgRc
Jeremiah 1:18	Jeremiah 1:18	Resu
Jeremiah 1:19	Jeremiah 1:18	Coor
Jeremiah 1:19	Jeremiah 1:19	Adju
Jeremiah 2:1	Jeremiah 2:1	Adju
Jeremiah 2:2	Jeremiah 2:2	Adju
Jeremiah 2:2	Jeremiah 2:2	Objc
Jeremiah 2:2	Jeremiah 2:2	Attr
Jeremiah 2:3	Jeremiah 2:3	Coor
Jeremiah 2:5	Jeremiah 2:5	Adju
Jeremiah 2:5	Jeremiah 2:5	Coor
Jeremiah 2:5	Jeremiah 2:5	Coor
Jeremiah 2:6	Jeremiah 2:5	Coor
Jeremiah 2:6	Jeremiah 2:6	Attr
Jeremiah 2:6	Jeremiah 2:6	Coor
Jeremiah 2:6	Jeremiah 2:6	Attr
Jeremiah 2:6	Jeremiah 2:6	Coor
Jeremiah 2:7	Jeremiah 2:7	Adju
Jeremiah 2:8	Jeremiah 2:8	Cmpl
Jeremiah 2:10	Jeremiah 2:10	Objc
Jeremiah 2:11	Jeremiah 2:11	Cmpl
Jeremiah 2:13	Jeremiah 2:13	Adju
Jeremiah 2:13	Jeremiah 2:13	Attr
Jeremiah 2:17	Jeremiah 2:17	Subj
Jeremiah 2:17	Jeremiah 2:17	RgRc
Jeremiah 2:18	Jeremiah 2:18	Adju
Jeremiah 2:18	Jeremiah 2:18	Adju
Jeremiah 2:19	Jeremiah 2:19	Coor
Jeremiah 2:19	Jeremiah 2:19	Objc
Jeremiah 2:19	Jeremiah 2:19	Coor
Jeremiah 2:19	Jeremiah 2:19	Subj
Jeremiah 2:19	Jeremiah 2:19	Coor
Jeremiah 2:20	Jeremiah 2:20	Coor
Jeremiah 2:20	Jeremiah 2:20	Attr
