# Louvain communities over the semantic_neighbors graph (BEREL+sense-split, xling-free clustering input). Canonical config: high+LLM-prior tiers, resolution=5.0 (median cluster size 23, ~45% same-domain agreement vs SDBH yardstick). NOT LLM-labeled yet — cluster_id is arbitrary, not a domain name. CC0 lineage. See build_domain_clusters.py.
lexeme	strong	cluster_id	cluster_size
hbo:1558#1	H1558	49	16
hbo:4569a#1	H4569	49	16
hbo:5668#1	H5668	49	16
hbo:5668#_nosense	H5668	49	16
hbo:5669	H5669	49	16
hbo:5674#1	H5674	49	16
hbo:5674#2	H5674	49	16
hbo:5674#3	H5674	49	16
hbo:5674#4	H5674	49	16
hbo:5674#5	H5674	49	16
hbo:5674a#1	H5674	49	16
hbo:5676#1	H5676	49	16
hbo:5678#1	H5678	49	16
hbo:5679	H5679	49	16
hbo:5680#1	H5680	49	16
hbo:5680#_nosense	H5680	49	16
hbo:0246	H0246	50	23
hbo:0612#1	H0612	50	23
hbo:0613	H0613	50	23
hbo:0615#1	H0615	50	23
hbo:0616	H0616	50	23
hbo:0631#1	H0631	50	23
hbo:0631#2	H0631	50	23
hbo:0631#_nosense	H0631	50	23
hbo:0632	H0632	50	23
hbo:0633	H0633	50	23
hbo:2131a	H2131	50	23
hbo:3729#1	H3729	50	23
hbo:4147	H4147	50	23
hbo:4562	H4562	50	23
hbo:4575	H4575	50	23
hbo:4776	H4776	50	23
hbo:6029	H6029	50	23
hbo:7194#1	H7194	50	23
hbo:7194#2	H7194	50	23
hbo:7194#_nosense	H7194	50	23
hbo:7195#1	H7195	50	23
hbo:7195#2	H7195	50	23
hbo:7196	H7196	50	23
hbo:0103#1	H0103	51	40
hbo:0614	H0614	51	40
hbo:0622#1	H0622	51	40
hbo:0622#2	H0622	51	40
hbo:0622#3	H0622	51	40
hbo:0622#4	H0622	51	40
hbo:0622#_nosense	H0622	51	40
hbo:0624	H0624	51	40
hbo:0625	H0625	51	40
hbo:0626	H0626	51	40
hbo:0627	H0627	51	40
hbo:0628	H0628	51	40
hbo:3219	H3219	51	40
hbo:3259#1	H3259	51	40
hbo:3259#2	H3259	51	40
hbo:3259#_nosense	H3259	51	40
hbo:3664#1	H3664	51	40
hbo:3950#1	H3950	51	40
hbo:3951	H3951	51	40
hbo:4151	H4151	51	40
hbo:4152	H4152	51	40
hbo:4721	H4721	51	40
hbo:5595#1	H5595	51	40
hbo:5712	H5712	51	40
hbo:6651	H6651	51	40
hbo:6652	H6652	51	40
hbo:6899	H6899	51	40
hbo:6908#1	H6908	51	40
hbo:6908#_nosense	H6908	51	40
hbo:6910	H6910	51	40
hbo:6950#1	H6950	51	40
hbo:6951#1	H6951	51	40
hbo:6952	H6952	51	40
hbo:6960#_nosense	H6960	51	40
hbo:7105a#1	H7105	51	40
hbo:7114#1	H7114	51	40
hbo:7114a#1	H7114	51	40
hbo:7115	H7115	51	40
hbo:7116#1	H7116	51	40
hbo:7197#1	H7197	51	40
hbo:0644#1	H0644	52	32
hbo:0644a#1	H0644	52	32
hbo:1216	H1216	52	32
hbo:1217#1	H1217	52	32
hbo:1310#1	H1310	52	32
hbo:1311	H1311	52	32
hbo:2471#1	H2471	52	32
hbo:3888#1	H3888	52	32
hbo:3899#1	H3899	52	32
hbo:3989	H3989	52	32
hbo:4018	H4018	52	32
hbo:4478#1	H4478	52	32
hbo:4580	H4580	52	32
hbo:4682#1	H4682	52	32
hbo:4682#2	H4682	52	32
hbo:5560#1	H5560	52	32
hbo:5692#1	H5692	52	32
hbo:5746	H5746	52	32
hbo:6182#1	H6182	52	32
hbo:6595#1	H6595	52	32
hbo:6595#2	H6595	52	32
hbo:6595#_nosense	H6595	52	32
hbo:6626	H6626	52	32
hbo:6740	H6740	52	32
hbo:6748	H6748	52	32
hbo:7058#1	H7058	52	32
hbo:7534	H7534	52	32
hbo:7541#1	H7541	52	32
hbo:7550#1	H7550	52	32
hbo:7570	H7570	52	32
hbo:7571	H7571	52	32
hbo:7958#1	H7958	52	32
hbo:0648	H0648	53	28
hbo:0651	H0651	53	28
hbo:0652#1	H0652	53	28
hbo:0653#1	H0653	53	28
hbo:2816	H2816	53	28
hbo:2821#1	H2821	53	28
hbo:2821#2	H2821	53	28
hbo:2821#3	H2821	53	28
hbo:2821#4	H2821	53	28
hbo:2822#1	H2822	53	28
hbo:2823	H2823	53	28
hbo:2825#1	H2825	53	28
hbo:3544#1	H3544	53	28
hbo:3915#1	H3915	53	28
hbo:3915a#1	H3915	53	28
hbo:3990	H3990	53	28
hbo:3991	H3991	53	28
hbo:4285#1	H4285	53	28
hbo:5939#1	H5939	53	28
hbo:6183	H6183	53	28
hbo:6201	H6201	53	28
hbo:6205#1	H6205	53	28
hbo:6757#1	H6757	53	28
hbo:6937	H6937	53	28
hbo:6940	H6940	53	28
hbo:8173#1	H8173	53	28
hbo:8173a#1	H8173	53	28
hbo:8191	H8191	53	28
hbo:0338	H0338	54	21
hbo:0344	H0344	54	21
hbo:0660	H0660	54	21
hbo:3880	H3880	54	21
hbo:3882#1	H3882	54	21
hbo:3914#1	H3914	54	21
hbo:4670#1	H4670	54	21
hbo:5175#1	H5175	54	21
hbo:5886a	H5886	54	21
hbo:6463	H6463	54	21
hbo:6620#1	H6620	54	21
hbo:7569	H7569	54	21
hbo:7572	H7572	54	21
hbo:7576	H7576	54	21
hbo:7577	H7577	54	21
hbo:7639#1	H7639	54	21
hbo:7730	H7730	54	21
hbo:7776#1	H7776	54	21
hbo:8565#1	H8565	54	21
hbo:8577#1	H8577	54	21
hbo:8577#2	H8577	54	21
hbo:0666	H0666	55	2
hbo:0668	H0668	55	2
hbo:0655	H0655	56	21
hbo:0685	H0685	56	21
hbo:0827#1	H0827	56	21
hbo:1869#1	H1869	56	21
hbo:1869#_nosense	H1869	56	21
hbo:1871	H1871	56	21
hbo:2073	H2073	56	21
hbo:2082	H2082	56	21
hbo:2671#1	H2671	56	21
hbo:3384#1	H3384	56	21
hbo:3384#2	H3384	56	21
hbo:4096	H4096	56	21
hbo:4173#1	H4173	56	21
hbo:4703	H4703	56	21
hbo:5459#1	H5459	56	21
hbo:6699#1	H6699	56	21
hbo:6805#1	H6805	56	21
hbo:6806#1	H6806	56	21
hbo:6807	H6807	56	21
hbo:7198#1	H7198	56	21
hbo:7199	H7199	56	21
hbo:0693#1	H0693	57	8
hbo:0695	H0695	57	8
hbo:0696	H0696	57	8
hbo:0698	H0698	57	8
hbo:0699#1	H0699	57	8
hbo:2247	H2247	57	8
hbo:2253	H2253	57	8
hbo:3993#1	H3993	57	8
hbo:0119#1	H0119	58	16
hbo:0231#1	H0231	58	16
hbo:0707#1	H0707	58	16
hbo:0708	H0708	58	16
hbo:0710	H0710	58	16
hbo:0713#1	H0713	58	16
hbo:3758#1	H3758	58	16
hbo:4459	H4459	58	16
hbo:4500#1	H4500	58	16
hbo:4545	H4545	58	16
hbo:4973	H4973	58	16
hbo:5259	H5259	58	16
hbo:8144#1	H8144	58	16
hbo:8438#1	H8438	58	16
hbo:8504#1	H8504	58	16
hbo:8529	H8529	58	16
hbo:0098#1	H0098	59	8
hbo:0099	H0099	59	8
hbo:0100#1	H0100	59	8
hbo:1572	H1572	59	8
hbo:1573#1	H1573	59	8
hbo:5488#1	H5488	59	8
hbo:7070#1	H7070	59	8
hbo:8392#1	H8392	59	8
hbo:1980#1	H1980	60	2
hbo:7323#1	H7323	60	2
hbo:0857#1	H0857	61	3
hbo:1980#_nosense	H1980	61	3
hbo:2978a	H2978	61	3
hbo:0734#1	H0734	62	11
hbo:1870#1	H1870	62	11
hbo:1870#_nosense	H1870	62	11
hbo:1979#1	H1979	62	11
hbo:4109#1	H4109	62	11
hbo:4546#1	H4546	62	11
hbo:4547	H4547	62	11
hbo:4570a#1	H4570	62	11
hbo:5410#1	H5410	62	11
hbo:5410a#1	H5410	62	11
hbo:5551	H5551	62	11
hbo:0691	H0691	63	3
hbo:0741	H0741	63	3
hbo:2025	H2025	63	3
hbo:0724#1	H0724	64	17
hbo:0748#1	H0748	64	17
hbo:0748#2	H0748	64	17
hbo:0748#_nosense	H0748	64	17
hbo:0750#1	H0750	64	17
hbo:0752#1	H0752	64	17
hbo:0753#1	H0753	64	17
hbo:4568	H4568	64	17
hbo:4800#1	H4800	64	17
hbo:5672#1	H5672	64	17
hbo:6967#1	H6967	64	17
hbo:7337#1	H7337	64	17
hbo:7337#2	H7337	64	17
hbo:7338	H7338	64	17
hbo:7339#1	H7339	64	17
hbo:7341#1	H7341	64	17
hbo:7342#1	H7342	64	17
hbo:0781#1	H0781	65	24
hbo:0781#_nosense	H0781	65	24
hbo:0802#1	H0802	65	24
hbo:0802#2	H0802	65	24
hbo:1323#1	H1323	65	24
hbo:1330#1	H1330	65	24
hbo:1331#1	H1331	65	24
hbo:2545#1	H2545	65	24
hbo:2859#1	H2859	65	24
hbo:2859a#1	H2859	65	24
hbo:2860#1	H2860	65	24
hbo:2861	H2861	65	24
hbo:3618#1	H3618	65	24
hbo:3623	H3623	65	24
hbo:3904#1	H3904	65	24
hbo:5271	H5271	65	24
hbo:5288#1	H5288	65	24
hbo:5290#1	H5290	65	24
hbo:5291#1	H5291	65	24
hbo:5934	H5934	65	24
hbo:5958	H5958	65	24
hbo:5959#1	H5959	65	24
hbo:5959#2	H5959	65	24
hbo:6370#1	H6370	65	24
hbo:0857#_nosense	H0857	66	15
hbo:0935#2	H0935	66	15
hbo:0935#3	H0935	66	15
hbo:5066#1	H5066	66	15
hbo:5066#2	H5066	66	15
hbo:5066#_nosense	H5066	66	15
hbo:7126#1	H7126	66	15
hbo:7126#2	H7126	66	15
hbo:7126#3	H7126	66	15
hbo:7126#_nosense	H7126	66	15
hbo:7128#1	H7128	66	15
hbo:7131#1	H7131	66	15
hbo:7132	H7132	66	15
hbo:7138#1	H7138	66	15
hbo:7138#_nosense	H7138	66	15
hbo:0952	H0952	67	15
hbo:0970#1	H0970	67	15
hbo:0972#1	H0972	67	15
hbo:0977#_nosense	H0977	67	15
hbo:0979	H0979	67	15
hbo:1249	H1249	67	15
hbo:1250	H1250	67	15
hbo:1252#1	H1252	67	15
hbo:1253	H1253	67	15
hbo:1257	H1257	67	15
hbo:1287	H1287	67	15
hbo:1305#1	H1305	67	15
hbo:4004	H4004	67	15
hbo:4005#1	H4005	67	15
hbo:4863#1	H4863	67	15
hbo:0517#1	H0517	68	16
hbo:0667	H0667	68	16
hbo:1121#1	H1121	68	16
hbo:1121#2	H1121	68	16
hbo:1121#3	H1121	68	16
hbo:1121#5	H1121	68	16
hbo:1121#6	H1121	68	16
hbo:1121#_nosense	H1121	68	16
hbo:1323#2	H1323	68	16
hbo:1323#_nosense	H1323	68	16
hbo:2233#1	H2233	68	16
hbo:2945#1	H2945	68	16
hbo:2952	H2952	68	16
hbo:5125	H5125	68	16
hbo:5209#1	H5209	68	16
hbo:5220#1	H5220	68	16
hbo:0811#1	H0811	69	22
hbo:1155	H1155	69	22
hbo:2149	H2149	69	22
hbo:2150	H2150	69	22
hbo:2151#1	H2151	69	22
hbo:2541	H2541	69	22
hbo:2548	H2548	69	22
hbo:2556	H2556	69	22
hbo:2557#1	H2557	69	22
hbo:2558#1	H2558	69	22
hbo:3196#1	H3196	69	22
hbo:4680#1	H4680	69	22
hbo:5433	H5433	69	22
hbo:5435	H5435	69	22
hbo:6025#1	H6025	69	22
hbo:7603#1	H7603	69	22
hbo:7910#1	H7910	69	22
hbo:7937#1	H7937	69	22
hbo:7937#2	H7937	69	22
hbo:7937#_nosense	H7937	69	22
hbo:7941#1	H7941	69	22
hbo:7943	H7943	69	22
hbo:0819#1	H0819	70	6
hbo:2399#1	H2399	70	6
hbo:2401#1	H2401	70	6
hbo:2403#_nosense	H2403	70	6
hbo:5771#1	H5771	70	6
hbo:6588#1	H6588	70	6
hbo:1254#1	H1254	71	16
hbo:1254#_nosense	H1254	71	16
hbo:1254b#1	H1254	71	16
hbo:1277#1	H1277	71	16
hbo:1278	H1278	71	16
hbo:3335#1	H3335	71	16
hbo:3335#_nosense	H3335	71	16
hbo:3335a#_nosense	H3335	71	16
hbo:3336#1	H3336	71	16
hbo:3338	H3338	71	16
hbo:4748	H4748	71	16
hbo:4749#1	H4749	71	16
hbo:6213#1	H6213	71	16
hbo:6213#2	H6213	71	16
hbo:6213#3	H6213	71	16
hbo:6213#_nosense	H6213	71	16
hbo:0821	H0821	72	20
hbo:1598#1	H1598	72	20
hbo:4307	H4307	72	20
hbo:4707	H4707	72	20
hbo:4929#1	H4929	72	20
hbo:4931#1	H4931	72	20
hbo:5201#1	H5201	72	20
hbo:5341#1	H5341	72	20
hbo:5341#2	H5341	72	20
hbo:5341#_nosense	H5341	72	20
hbo:6822#_nosense	H6822	72	20
hbo:7778#1	H7778	72	20
hbo:8104#1	H8104	72	20
hbo:8104#2	H8104	72	20
hbo:8104#3	H8104	72	20
hbo:8104#_nosense	H8104	72	20
hbo:8107	H8107	72	20
hbo:8108	H8108	72	20
hbo:8109	H8109	72	20
hbo:8245#_nosense	H8245	72	20
hbo:0214#1	H0214	73	15
hbo:0686	H0686	73	15
hbo:2314	H2314	73	15
hbo:2315#1	H2315	73	15
hbo:2315#_nosense	H2315	73	15
hbo:2352	H2352	73	15
hbo:2356	H2356	73	15
hbo:3276#_nosense	H3276	73	15
hbo:3957#1	H3957	73	15
hbo:4543#1	H4543	73	15
hbo:4631#1	H4631	73	15
hbo:5393#1	H5393	73	15
hbo:5532#1	H5532	73	15
hbo:6877#1	H6877	73	15
hbo:8372#1	H8372	73	15
hbo:0849	H0849	74	2
hbo:7712	H7712	74	2
hbo:0866	H0866	75	2
hbo:8566	H8566	75	2
hbo:0873	H0873	76	2
hbo:0888	H0888	76	2
hbo:0875#1	H0875	77	15
hbo:0875#_nosense	H0875	77	15
hbo:0953#1	H0953	77	15
hbo:0953#2	H0953	77	15
hbo:0953#_nosense	H0953	77	15
hbo:4002	H4002	77	15
hbo:4599#1	H4599	77	15
hbo:4726#1	H4726	77	15
hbo:5469	H5469	77	15
hbo:5470#1	H5470	77	15
hbo:6354#1	H6354	77	15
hbo:6356	H6356	77	15
hbo:7745	H7745	77	15
hbo:7845#1	H7845	77	15
hbo:7882	H7882	77	15
hbo:0913#1	H0913	78	19
hbo:1270#1	H1270	78	19
hbo:2091#1	H2091	78	19
hbo:3701#1	H3701	78	19
hbo:3701#2	H3701	78	19
hbo:5153	H5153	78	19
hbo:5154#1	H5154	78	19
hbo:5178#1	H5178	78	19
hbo:5178#2	H5178	78	19
hbo:5509#1	H5509	78	19
hbo:5777#1	H5777	78	19
hbo:6082#1	H6082	78	19
hbo:6823#1	H6823	78	19
hbo:6823#_nosense	H6823	78	19
hbo:6826#1	H6826	78	19
hbo:6844	H6844	78	19
hbo:6858	H6858	78	19
hbo:7192#1	H7192	78	19
hbo:7873	H7873	78	19
hbo:0914#1	H0914	79	10
hbo:0914#_nosense	H0914	79	10
hbo:0915	H0915	79	10
hbo:0916	H0916	79	10
hbo:3995	H3995	79	10
hbo:6395#1	H6395	79	10
hbo:6504#1	H6504	79	10
hbo:6507	H6507	79	10
hbo:6567	H6567	79	10
hbo:6575	H6575	79	10
hbo:0924	H0924	80	2
hbo:0927	H0927	80	2
hbo:1615	H1615	81	16
hbo:2416#1	H2416	81	16
hbo:2416#2	H2416	81	16
hbo:2417	H2417	81	16
hbo:2418	H2418	81	16
hbo:2421#1	H2421	81	16
hbo:2421#2	H2421	81	16
hbo:2421#_nosense	H2421	81	16
hbo:2422	H2422	81	16
hbo:2423	H2423	81	16
hbo:2424	H2424	81	16
hbo:3557#2	H3557	81	16
hbo:4241	H4241	81	16
hbo:7931#2	H7931	81	16
hbo:7932	H7932	81	16
hbo:7934#1	H7934	81	16
hbo:0248	H0248	82	28
hbo:0509	H0509	82	28
hbo:0676#1	H0676	82	28
hbo:0931#1	H0931	82	28
hbo:1916#1	H1916	82	28
hbo:2220#1	H2220	82	28
hbo:2651#1	H2651	82	28
hbo:3027#1	H3027	82	28
hbo:3027#_nosense	H3027	82	28
hbo:3028	H3028	82	28
hbo:3709#1	H3709	82	28
hbo:3711	H3711	82	28
hbo:3712	H3712	82	28
hbo:3802#1	H3802	82	28
hbo:4515	H4515	82	28
hbo:4731#1	H4731	82	28
hbo:4938a#1	H4938	82	28
hbo:5274a	H5274	82	28
hbo:5275#1	H5275	82	28
hbo:6117	H6117	82	28
hbo:6118#1	H6118	82	28
hbo:6119#1	H6119	82	28
hbo:6121	H6121	82	28
hbo:6122	H6122	82	28
hbo:7061#1	H7061	82	28
hbo:7062#1	H7062	82	28
hbo:7272#1	H7272	82	28
hbo:8571#1	H8571	82	28
hbo:0935#1	H0935	83	2
hbo:1980#7	H1980	83	2
hbo:0950	H0950	84	2
hbo:4003	H4003	84	2
hbo:0936	H0936	85	30
hbo:0937	H0937	85	30
hbo:0939	H0939	85	30
hbo:0954#1	H0954	85	30
hbo:0954#2	H0954	85	30
hbo:0954#3	H0954	85	30
hbo:0955#1	H0955	85	30
hbo:1317	H1317	85	30
hbo:1322#1	H1322	85	30
hbo:2659#_nosense	H2659	85	30
hbo:2781#1	H2781	85	30
hbo:3637#1	H3637	85	30
hbo:3637#_nosense	H3637	85	30
hbo:3639#1	H3639	85	30
hbo:3640	H3640	85	30
hbo:3932	H3932	85	30
hbo:3933#1	H3933	85	30
hbo:3934	H3934	85	30
hbo:4016	H4016	85	30
hbo:5007a#1	H5007	85	30
hbo:7034#1	H7034	85	30
hbo:7036#1	H7036	85	30
hbo:7046	H7046	85	30
hbo:7047#1	H7047	85	30
hbo:7048	H7048	85	30
hbo:7589#1	H7589	85	30
hbo:7590a	H7590	85	30
hbo:8292	H8292	85	30
hbo:8319	H8319	85	30
hbo:8322#1	H8322	85	30
hbo:0969	H0969	86	14
hbo:0971a	H0971	86	14
hbo:0974#1	H0974	86	14
hbo:0974#_nosense	H0974	86	14
hbo:0975	H0975	86	14
hbo:0976	H0976	86	14
hbo:2212#1	H2212	86	14
hbo:4715	H4715	86	14
hbo:5254#1	H5254	86	14
hbo:5254#_nosense	H5254	86	14
hbo:6884#1	H6884	86	14
hbo:6884#2	H6884	86	14
hbo:6884#_nosense	H6884	86	14
hbo:6885	H6885	86	14
hbo:0056#1	H0056	87	23
hbo:0056a#2	H0056	87	23
hbo:0057#1	H0057	87	23
hbo:0057#2	H0057	87	23
hbo:0060#1	H0060	87	23
hbo:1057#1	H1057	87	23
hbo:1058#1	H1058	87	23
hbo:1059	H1059	87	23
hbo:1065#1	H1065	87	23
hbo:1068	H1068	87	23
hbo:1830	H1830	87	23
hbo:1831	H1831	87	23
hbo:1832#1	H1832	87	23
hbo:3215#1	H3215	87	23
hbo:4553#1	H4553	87	23
hbo:4553#2	H4553	87	23
hbo:5091a	H5091	87	23
hbo:5092#1	H5092	87	23
hbo:5204	H5204	87	23
hbo:5594#1	H5594	87	23
hbo:6969	H6969	87	23
hbo:7013	H7013	87	23
hbo:7015	H7015	87	23
hbo:0688	H0688	88	34
hbo:1197#1	H1197	88	34
hbo:1197#2	H1197	88	34
hbo:1197a#1	H1197	88	34
hbo:1200	H1200	88	34
hbo:3341#1	H3341	88	34
hbo:3341#2	H3341	88	34
hbo:3344#1	H3344	88	34
hbo:3350	H3350	88	34
hbo:3554	H3554	88	34
hbo:3555	H3555	88	34
hbo:3742#1	H3742	88	34
hbo:3857#1	H3857	88	34
hbo:4168	H4168	88	34
hbo:4169	H4169	88	34
hbo:4348#1	H4348	88	34
hbo:4646	H4646	88	34
hbo:4647	H4647	88	34
hbo:4955	H4955	88	34
hbo:5301#1	H5301	88	34
hbo:5301#2	H5301	88	34
hbo:5635	H5635	88	34
hbo:6315#1	H6315	88	34
hbo:6315a#1	H6315	88	34
hbo:6368	H6368	88	34
hbo:6702	H6702	88	34
hbo:6919#1	H6919	88	34
hbo:6920	H6920	88	34
hbo:8247	H8247	88	34
hbo:8313#1	H8313	88	34
hbo:8313#_nosense	H8313	88	34
hbo:8314	H8314	88	34
hbo:8316#1	H8316	88	34
hbo:8598	H8598	88	34
hbo:1208	H1208	89	11
hbo:1210#1	H1210	89	11
hbo:1219#1	H1219	89	11
hbo:1219#2	H1219	89	11
hbo:1219b#1	H1219	89	11
hbo:1220	H1220	89	11
hbo:1223	H1223	89	11
hbo:1225	H1225	89	11
hbo:1226a	H1226	89	11
hbo:2168#1	H2168	89	11
hbo:4013	H4013	89	11
hbo:0957#1	H0957	90	22
hbo:0961#1	H0961	90	22
hbo:0962#1	H0962	90	22
hbo:1497#1	H1497	90	22
hbo:1498#1	H1498	90	22
hbo:1499	H1499	90	22
hbo:1500#1	H1500	90	22
hbo:1589#1	H1589	90	22
hbo:1589#2	H1589	90	22
hbo:1589#_nosense	H1589	90	22
hbo:1590#1	H1590	90	22
hbo:1590#2	H1590	90	22
hbo:1591	H1591	90	22
hbo:2414#1	H2414	90	22
hbo:2862	H2862	90	22
hbo:2863	H2863	90	22
hbo:4933#1	H4933	90	22
hbo:7997	H7997	90	22
hbo:7998#1	H7998	90	22
hbo:8154#1	H8154	90	22
hbo:8154#_nosense	H8154	90	22
hbo:8155#1	H8155	90	22
hbo:0918	H0918	91	37
hbo:0919#1	H0919	91	37
hbo:1233	H1233	91	37
hbo:1234#1	H1234	91	37
hbo:1234#2	H1234	91	37
hbo:1234#3	H1234	91	37
hbo:1234#4	H1234	91	37
hbo:1234#5	H1234	91	37
hbo:1234#_nosense	H1234	91	37
hbo:1235	H1235	91	37
hbo:1438#1	H1438	91	37
hbo:1518#1	H1518	91	37
hbo:4665	H4665	91	37
hbo:5365#1	H5365	91	37
hbo:5423#1	H5423	91	37
hbo:5423#2	H5423	91	37
hbo:5423#_nosense	H5423	91	37
hbo:6477	H6477	91	37
hbo:6484#1	H6484	91	37
hbo:6530#1	H6530	91	37
hbo:6544#1	H6544	91	37
hbo:6544#2	H6544	91	37
hbo:6546	H6546	91	37
hbo:6553#1	H6553	91	37
hbo:6555#1	H6555	91	37
hbo:6555#2	H6555	91	37
hbo:6555#_nosense	H6555	91	37
hbo:6556#1	H6556	91	37
hbo:6561#1	H6561	91	37
hbo:6562	H6562	91	37
hbo:6563	H6563	91	37
hbo:7167#1	H7167	91	37
hbo:7167#2	H7167	91	37
hbo:7167#_nosense	H7167	91	37
hbo:7168	H7168	91	37
hbo:8295	H8295	91	37
hbo:8296	H8296	91	37
hbo:0650#1	H0650	92	32
hbo:0650#2	H0650	92	32
hbo:0662#1	H0662	92	32
hbo:1206	H1206	92	32
hbo:1207#1	H1207	92	32
hbo:1236	H1236	92	32
hbo:1237#1	H1237	92	32
hbo:1516#1	H1516	92	32
hbo:1516a#1	H1516	92	32
hbo:2348#1	H2348	92	32
hbo:2646	H2646	92	32
hbo:2653	H2653	92	32
hbo:3220#1	H3220	92	32
hbo:3220#_nosense	H3220	92	32
hbo:3222	H3222	92	32
hbo:4325#1	H4325	92	32
hbo:4334#1	H4334	92	32
hbo:4492	H4492	92	32
hbo:4615	H4615	92	32
hbo:4688#1	H4688	92	32
hbo:5102	H5102	92	32
hbo:5104#1	H5104	92	32
hbo:5105	H5105	92	32
hbo:5158#1	H5158	92	32
hbo:6009	H6009	92	32
hbo:6010#1	H6010	92	32
hbo:6011	H6011	92	32
hbo:6012#1	H6012	92	32
hbo:6013#1	H6013	92	32
hbo:6683	H6683	92	32
hbo:7579#3	H7579	92	32
hbo:8415#1	H8415	92	32
hbo:1228#1	H1228	93	24
hbo:1238#1	H1238	93	24
hbo:2485#1	H2485	93	24
hbo:2573#1	H2573	93	24
hbo:2689#1	H2689	93	24
hbo:2690	H2690	93	24
hbo:3537#1	H3537	93	24
hbo:3539	H3539	93	24
hbo:3590	H3590	93	24
hbo:3658#1	H3658	93	24
hbo:4698	H4698	93	24
hbo:4700#_nosense	H4700	93	24
hbo:4997#1	H4997	93	24
hbo:5035a#_nosense	H5035	93	24
hbo:5689	H5689	93	24
hbo:5690	H5690	93	24
hbo:5691	H5691	93	24
hbo:5748#1	H5748	93	24
hbo:6750	H6750	93	24
hbo:6767c	H6767	93	24
hbo:6835#1	H6835	93	24
hbo:6838	H6838	93	24
hbo:8596#1	H8596	93	24
hbo:8608	H8608	93	24
hbo:0579#1	H0579	94	36
hbo:1245#1	H1245	94	36
hbo:1245#2	H1245	94	36
hbo:1246#1	H1246	94	36
hbo:1875#1	H1875	94	36
hbo:1875#2	H1875	94	36
hbo:1875#_nosense	H1875	94	36
hbo:2658#1	H2658	94	36
hbo:2658#2	H2658	94	36
hbo:2658#_nosense	H2658	94	36
hbo:2661a	H2661	94	36
hbo:2713#1	H2713	94	36
hbo:2713#_nosense	H2713	94	36
hbo:2714#1	H2714	94	36
hbo:2864#1	H2864	94	36
hbo:3738#1	H3738	94	36
hbo:3741	H3741	94	36
hbo:4097	H4097	94	36
hbo:4278	H4278	94	36
hbo:4290	H4290	94	36
hbo:4379	H4379	94	36
hbo:4380	H4380	94	36
hbo:4772	H4772	94	36
hbo:4862	H4862	94	36
hbo:7270#1	H7270	94	36
hbo:7270#2	H7270	94	36
hbo:7273#1	H7273	94	36
hbo:7592#_nosense	H7592	94	36
hbo:7593	H7593	94	36
hbo:7595	H7595	94	36
hbo:7596#1	H7596	94	36
hbo:8385a	H8385	94	36
hbo:8446#1	H8446	94	36
hbo:8446#2	H8446	94	36
hbo:8447	H8447	94	36
hbo:8448	H8448	94	36
hbo:0951	H0951	95	30
hbo:1165#1	H1165	95	30
hbo:1239#1	H1239	95	30
hbo:1241#1	H1241	95	30
hbo:1242#1	H1242	95	30
hbo:1242#2	H1242	95	30
hbo:1243	H1243	95	30
hbo:1244	H1244	95	30
hbo:4576	H4576	95	30
hbo:4770#1	H4770	95	30
hbo:4806#1	H4806	95	30
hbo:4806#2	H4806	95	30
hbo:5694	H5694	95	30
hbo:5695#1	H5695	95	30
hbo:5696#1	H5696	95	30
hbo:5697#1	H5697	95	30
hbo:5699#1	H5699	95	30
hbo:5737b	H5737	95	30
hbo:5739#1	H5739	95	30
hbo:6499#1	H6499	95	30
hbo:6510	H6510	95	30
hbo:6629#1	H6629	95	30
hbo:6776#1	H6776	95	30
hbo:7213	H7213	95	30
hbo:7214#1	H7214	95	30
hbo:7214#2	H7214	95	30
hbo:7215	H7215	95	30
hbo:7791	H7791	95	30
hbo:7794#1	H7794	95	30
hbo:8284	H8284	95	30
hbo:1272#1	H1272	96	12
hbo:1281	H1281	96	12
hbo:2622	H2622	96	12
hbo:4015	H4015	96	12
hbo:4268#1	H4268	96	12
hbo:4498#1	H4498	96	12
hbo:4499	H4499	96	12
hbo:4581#1	H4581	96	12
hbo:4869#1	H4869	96	12
hbo:5127#1	H5127	96	12
hbo:5756#1	H5756	96	12
hbo:6697#1	H6697	96	12
hbo:1288#1	H1288	97	13
hbo:1288#2	H1288	97	13
hbo:1288#_nosense	H1288	97	13
hbo:1290#1	H1290	97	13
hbo:1293#1	H1293	97	13
hbo:1295#1	H1295	97	13
hbo:3766#1	H3766	97	13
hbo:3766#_nosense	H3766	97	13
hbo:3767#1	H3767	97	13
hbo:6915#1	H6915	97	13
hbo:7812a#1	H7812	97	13
hbo:7816	H7816	97	13
hbo:7825	H7825	97	13
hbo:1947#1	H1947	98	20
hbo:1948	H1948	98	20
hbo:1960	H1960	98	20
hbo:1966	H1966	98	20
hbo:1974	H1974	98	20
hbo:1984a#1	H1984	98	20
hbo:1984a#2	H1984	98	20
hbo:1984a#_nosense	H1984	98	20
hbo:1984b#_nosense	H1984	98	20
hbo:2167#1	H2167	98	20
hbo:2167#_nosense	H2167	98	20
hbo:3034#1	H3034	98	20
hbo:3034#_nosense	H3034	98	20
hbo:3034a#1	H3034	98	20
hbo:4110	H4110	98	20
hbo:7623	H7623	98	20
hbo:7624	H7624	98	20
hbo:7696#1	H7696	98	20
