# Louvain communities over the semantic_neighbors graph (BEREL+sense-split, xling-free clustering input). Canonical config: high+LLM-prior tiers, resolution=5.0 (median cluster size 23, ~45% same-domain agreement vs SDBH yardstick). NOT LLM-labeled yet — cluster_id is arbitrary, not a domain name. CC0 lineage. See build_domain_clusters.py.
lexeme	strong	cluster_id	cluster_size
hbo:7650#_nosense	H7650	341	19
hbo:8381	H8381	341	19
hbo:1351	H1351	342	19
hbo:1352	H1352	342	19
hbo:2100#1	H2100	342	19
hbo:2100#2	H2100	342	19
hbo:2101	H2101	342	19
hbo:2610#1	H2610	342	19
hbo:2611	H2611	342	19
hbo:2612	H2612	342	19
hbo:2613	H2613	342	19
hbo:2930#1	H2930	342	19
hbo:2930#_nosense	H2930	342	19
hbo:2931	H2931	342	19
hbo:2932#1	H2932	342	19
hbo:4788	H4788	342	19
hbo:5074#1	H5074	342	19
hbo:5074#_nosense	H5074	342	19
hbo:5076	H5076	342	19
hbo:5079#1	H5079	342	19
hbo:5206	H5206	342	19
hbo:1980#5	H1980	343	12
hbo:4491	H4491	343	12
hbo:5090#1	H5090	343	12
hbo:5090#2	H5090	343	12
hbo:5090#3	H5090	343	12
hbo:5090#4	H5090	343	12
hbo:5090#_nosense	H5090	343	12
hbo:5095#1	H5095	343	12
hbo:5095#_nosense	H5095	343	12
hbo:5097	H5097	343	12
hbo:5148#1	H5148	343	12
hbo:5148#_nosense	H5148	343	12
hbo:1811	H1811	344	17
hbo:1812	H1812	344	17
hbo:3999#1	H3999	344	17
hbo:5042#1	H5042	344	17
hbo:5140#1	H5140	344	17
hbo:5140a#1	H5140	344	17
hbo:5188	H5188	344	17
hbo:5197#1	H5197	344	17
hbo:5197#2	H5197	344	17
hbo:5197#3	H5197	344	17
hbo:5198	H5198	344	17
hbo:7491#1	H7491	344	17
hbo:7857#1	H7857	344	17
hbo:7857#2	H7857	344	17
hbo:7857#_nosense	H7857	344	17
hbo:7858#1	H7858	344	17
hbo:8241	H8241	344	17
hbo:5214	H5214	345	2
hbo:5215	H5215	345	2
hbo:0184	H0184	346	15
hbo:0226#1	H0226	346	15
hbo:1713a	H1713	346	15
hbo:1714#1	H1714	346	15
hbo:2903#1	H2903	346	15
hbo:4159#1	H4159	346	15
hbo:4652	H4652	346	15
hbo:5251#1	H5251	346	15
hbo:5264	H5264	346	15
hbo:6381#_nosense	H6381	346	15
hbo:6382#1	H6382	346	15
hbo:6383	H6383	346	15
hbo:8379	H8379	346	15
hbo:8420#1	H8420	346	15
hbo:8427	H8427	346	15
hbo:1258	H1258	347	8
hbo:1261	H1261	347	8
hbo:2921#1	H2921	347	8
hbo:5348#1	H5348	347	8
hbo:5350	H5350	347	8
hbo:5351	H5351	347	8
hbo:6124#1	H6124	347	8
hbo:7947	H7947	347	8
hbo:5382	H5382	348	6
hbo:5388	H5388	348	6
hbo:7876	H7876	348	6
hbo:7911#1	H7911	348	6
hbo:7911#_nosense	H7911	348	6
hbo:7913	H7913	348	6
hbo:2229a	H2229	349	15
hbo:2230#1	H2230	349	15
hbo:2230#2	H2230	349	15
hbo:2231	H2231	349	15
hbo:2830	H2830	349	15
hbo:5395	H5395	349	15
hbo:5397#1	H5397	349	15
hbo:5397#2	H5397	349	15
hbo:5492#1	H5492	349	15
hbo:5590	H5590	349	15
hbo:5591#1	H5591	349	15
hbo:5591a#_nosense	H5591	349	15
hbo:7307#1	H7307	349	15
hbo:8185#1	H8185	349	15
hbo:8580a	H8580	349	15
hbo:3615#_nosense	H3615	350	11
hbo:3616	H3616	350	11
hbo:3617	H3617	350	11
hbo:3627#1	H3627	350	11
hbo:3631	H3631	350	11
hbo:3984#1	H3984	350	11
hbo:3984#_nosense	H3984	350	11
hbo:4357	H4357	350	11
hbo:5486	H5486	350	11
hbo:8502	H8502	350	11
hbo:8503#1	H8503	350	11
hbo:5408	H5408	351	2
hbo:5409#1	H5409	351	2
hbo:5430	H5430	352	2
hbo:5431	H5431	352	2
hbo:5440	H5440	353	3
hbo:5441	H5441	353	3
hbo:5442#1	H5442	353	3
hbo:3699	H3699	354	19
hbo:4132	H4132	354	19
hbo:4133#1	H4133	354	19
hbo:4371#1	H4371	354	19
hbo:4373	H4373	354	19
hbo:4522#1	H4522	354	19
hbo:4614	H4614	354	19
hbo:5187	H5187	354	19
hbo:5190	H5190	354	19
hbo:5191	H5191	354	19
hbo:5192	H5192	354	19
hbo:5445#1	H5445	354	19
hbo:5447	H5447	354	19
hbo:5448#1	H5448	354	19
hbo:5449#1	H5449	354	19
hbo:5450#1	H5450	354	19
hbo:5451	H5451	354	19
hbo:5923#1	H5923	354	19
hbo:6006#1	H6006	354	19
hbo:0330	H0330	355	17
hbo:0331#1	H0331	355	17
hbo:0331#2	H0331	355	17
hbo:2213#1	H2213	355	17
hbo:2223	H2223	355	17
hbo:4205	H4205	355	17
hbo:4525#1	H4525	355	17
hbo:4525a#1	H4525	355	17
hbo:4526#1	H4526	355	17
hbo:4526#2	H4526	355	17
hbo:5458a#1	H5458	355	17
hbo:5462#1	H5462	355	17
hbo:5462#_nosense	H5462	355	17
hbo:5474	H5474	355	17
hbo:5640#1	H5640	355	17
hbo:5640#2	H5640	355	17
hbo:7948#1	H7948	355	17
hbo:5487	H5487	356	2
hbo:5491	H5491	356	2
hbo:5500	H5500	357	2
hbo:5501	H5501	357	2
hbo:4534	H4534	358	7
hbo:5519	H5519	358	7
hbo:5520#1	H5520	358	7
hbo:5521#1	H5521	358	7
hbo:5521#2	H5521	358	7
hbo:5526#1	H5526	358	7
hbo:7900	H7900	358	7
hbo:2288#1	H2288	359	10
hbo:5357#1	H5357	359	10
hbo:5366	H5366	359	10
hbo:5585a#1	H5585	359	10
hbo:5586	H5586	359	10
hbo:5587	H5587	359	10
hbo:5588	H5588	359	10
hbo:5589	H5589	359	10
hbo:5634	H5634	359	10
hbo:8312	H8312	359	10
hbo:3803a#1	H3803	360	10
hbo:3804	H3804	360	10
hbo:3805#1	H3805	360	10
hbo:4021#1	H4021	360	10
hbo:4701#1	H4701	360	10
hbo:5849#1	H5849	360	10
hbo:5850#1	H5850	360	10
hbo:6287#1	H6287	360	10
hbo:6797#1	H6797	360	10
hbo:6802	H6802	360	10
hbo:4303#1	H4303	361	9
hbo:4574	H4574	361	9
hbo:5719	H5719	361	9
hbo:5727	H5727	361	9
hbo:5730	H5730	361	9
hbo:6026#1	H6026	361	9
hbo:6027	H6027	361	9
hbo:6028	H6028	361	9
hbo:8588#1	H8588	361	9
hbo:5791	H5791	362	2
hbo:5792	H5792	362	2
hbo:3272	H3272	363	2
hbo:5843	H5843	363	2
hbo:5913	H5913	364	2
hbo:5914	H5914	364	2
hbo:5928	H5928	365	4
hbo:5943	H5943	365	4
hbo:5946	H5946	365	4
hbo:5952	H5952	365	4
hbo:4606	H4606	366	2
hbo:5954	H5954	366	2
hbo:3126	H3126	367	9
hbo:3127#1	H3127	367	9
hbo:3242	H3242	367	9
hbo:3243#1	H3243	367	9
hbo:3243#2	H3243	367	9
hbo:3243a#1	H3243	367	9
hbo:5763#1	H5763	367	9
hbo:5764	H5764	367	9
hbo:5768#1	H5768	367	9
hbo:1715#1	H1715	368	12
hbo:2132#1	H2132	368	12
hbo:3323	H3323	368	12
hbo:3854	H3854	368	12
hbo:5107	H5107	368	12
hbo:5108	H5108	368	12
hbo:6529#1	H6529	368	12
hbo:7105#1	H7105	368	12
hbo:8256#1	H8256	368	12
hbo:8393#1	H8393	368	12
hbo:8492#1	H8492	368	12
hbo:8570#1	H8570	368	12
hbo:6101	H6101	369	4
hbo:6102#1	H6102	369	4
hbo:6103a	H6103	369	4
hbo:6104	H6104	369	4
hbo:2480	H2480	370	4
hbo:6127	H6127	370	4
hbo:6128	H6128	370	4
hbo:6129	H6129	370	4
hbo:0590#1	H0590	371	17
hbo:0591#1	H0591	371	17
hbo:1545	H1545	371	17
hbo:1563	H1563	371	17
hbo:1564	H1564	371	17
hbo:1565#1	H1565	371	17
hbo:2259#1	H2259	371	17
hbo:4408	H4408	371	17
hbo:4414a	H4414	371	17
hbo:4417#1	H4417	371	17
hbo:4418	H4418	371	17
hbo:4419#1	H4419	371	17
hbo:4420#1	H4420	371	17
hbo:6131#1	H6131	371	17
hbo:6133	H6133	371	17
hbo:6135#1	H6135	371	17
hbo:6716#1	H6716	371	17
hbo:6132	H6132	372	2
hbo:6136	H6136	372	2
hbo:1098#1	H1098	373	20
hbo:1101#1	H1101	373	20
hbo:3653	H3653	373	20
hbo:3654	H3654	373	20
hbo:3657	H3657	373	20
hbo:4469	H4469	373	20
hbo:4537	H4537	373	20
hbo:4538	H4538	373	20
hbo:4554#1	H4554	373	20
hbo:4671#1	H4671	373	20
hbo:4963	H4963	373	20
hbo:6154#1	H6154	373	20
hbo:6154a#1	H6154	373	20
hbo:6157#1	H6157	373	20
hbo:7179#1	H7179	373	20
hbo:7642	H7642	373	20
hbo:8359#1	H8359	373	20
hbo:8397	H8397	373	20
hbo:8400	H8400	373	20
hbo:8401#1	H8401	373	20
hbo:6149	H6149	374	2
hbo:6156	H6156	374	2
hbo:2034	H2034	375	22
hbo:2035	H2035	375	22
hbo:2040#1	H2040	375	22
hbo:2040#2	H2040	375	22
hbo:2040#_nosense	H2040	375	22
hbo:2041	H2041	375	22
hbo:4889#1	H4889	375	22
hbo:4892	H4892	375	22
hbo:4893	H4893	375	22
hbo:5422#1	H5422	375	22
hbo:5422#2	H5422	375	22
hbo:5422#_nosense	H5422	375	22
hbo:5428#1	H5428	375	22
hbo:5428#_nosense	H5428	375	22
hbo:6176	H6176	375	22
hbo:6185#1	H6185	375	22
hbo:6199	H6199	375	22
hbo:6209#1	H6209	375	22
hbo:7843#1	H7843	375	22
hbo:7843#2	H7843	375	22
hbo:7843#3	H7843	375	22
hbo:7843#_nosense	H7843	375	22
hbo:6219	H6219	376	5
hbo:6245a	H6245	376	5
hbo:6247	H6247	376	5
hbo:6248	H6248	376	5
hbo:6250	H6250	376	5
hbo:6254	H6254	377	2
hbo:6255	H6255	377	2
hbo:0167#1	H0167	378	14
hbo:1980#6	H1980	378	14
hbo:1980#9	H1980	378	14
hbo:4550#1	H4550	378	14
hbo:4551a	H4551	378	14
hbo:5265#1	H5265	378	14
hbo:5265#2	H5265	378	14
hbo:5265#3	H5265	378	14
hbo:5265#_nosense	H5265	378	14
hbo:6266	H6266	378	14
hbo:6267	H6267	378	14
hbo:6275#1	H6275	378	14
hbo:6276	H6276	378	14
hbo:6277#1	H6277	378	14
hbo:6280	H6280	379	2
hbo:6283	H6283	379	2
hbo:6348	H6348	380	3
hbo:6349	H6349	380	3
hbo:6350	H6350	380	3
hbo:1060#1	H1060	381	15
hbo:1061#1	H1061	381	15
hbo:1062#1	H1062	381	15
hbo:1063#1	H1063	381	15
hbo:1067#1	H1067	381	15
hbo:1069	H1069	381	15
hbo:1070	H1070	381	15
hbo:1072	H1072	381	15
hbo:4643#1	H4643	381	15
hbo:6218#1	H6218	381	15
hbo:6237#1	H6237	381	15
hbo:6358	H6358	381	15
hbo:6362	H6362	381	15
hbo:6363#1	H6363	381	15
hbo:7698#1	H7698	381	15
hbo:6378#1	H6378	382	2
hbo:6379	H6379	382	2
hbo:6386	H6386	383	3
hbo:6387	H6387	383	3
hbo:6392	H6392	383	3
hbo:6399	H6399	384	2
hbo:6402	H6402	384	2
hbo:3717#1	H3717	385	6
hbo:6470#1	H6470	385	6
hbo:6471#1	H6471	385	6
hbo:6472#1	H6472	385	6
hbo:7308	H7308	385	6
hbo:7382	H7382	385	6
hbo:6478	H6478	386	2
hbo:6479	H6479	386	2
hbo:4668#1	H4668	387	23
hbo:4669	H4669	387	23
hbo:5425a#1	H5425	387	23
hbo:6473#1	H6473	387	23
hbo:6475#1	H6475	387	23
hbo:6491#1	H6491	387	23
hbo:6493	H6493	387	23
hbo:6495	H6495	387	23
hbo:6584#1	H6584	387	23
hbo:6584#2	H6584	387	23
hbo:6584#_nosense	H6584	387	23
hbo:6605#1	H6605	387	23
hbo:6605#2	H6605	387	23
hbo:6605#3	H6605	387	23
hbo:6605#_nosense	H6605	387	23
hbo:6605a#1	H6605	387	23
hbo:6607#1	H6607	387	23
hbo:6608	H6608	387	23
hbo:6609	H6609	387	23
hbo:6610	H6610	387	23
hbo:8025#1	H8025	387	23
hbo:8025#2	H8025	387	23
hbo:8025#3	H8025	387	23
hbo:6497	H6497	388	2
hbo:6498	H6498	388	2
hbo:6519	H6519	389	3
hbo:6520	H6520	389	3
hbo:6521#1	H6521	389	3
hbo:1876	H1876	390	18
hbo:5132	H5132	390	18
hbo:5213	H5213	390	18
hbo:5328	H5328	390	18
hbo:5340a#1	H5340	390	18
hbo:5342#1	H5342	390	18
hbo:6524#1	H6524	390	18
hbo:6524#2	H6524	390	18
hbo:6525#1	H6525	390	18
hbo:6526	H6526	390	18
hbo:6692#1	H6692	390	18
hbo:6731#1	H6731	390	18
hbo:6733	H6733	390	18
hbo:6779#1	H6779	390	18
hbo:6780#1	H6780	390	18
hbo:7679	H7679	390	18
hbo:7685	H7685	390	18
hbo:7689	H7689	390	18
hbo:6527	H6527	391	2
hbo:6528	H6528	391	2
hbo:6590	H6590	392	2
hbo:6591	H6591	392	2
hbo:0905#1	H0905	393	17
hbo:0905#2	H0905	393	17
hbo:0905#_nosense	H0905	393	17
hbo:0905a#1	H0905	393	17
hbo:0906	H0906	393	17
hbo:0907	H0907	393	17
hbo:0909	H0909	393	17
hbo:0910#1	H0910	393	17
hbo:0948#1	H0948	393	17
hbo:3173#1	H3173	393	17
hbo:6593#1	H6593	393	17
hbo:6641	H6641	393	17
hbo:6648#1	H6648	393	17
hbo:6785#1	H6785	393	17
hbo:7553#1	H7553	393	17
hbo:7893	H7893	393	17
hbo:8336a	H8336	393	17
hbo:1882#1	H1882	394	16
hbo:1882#_nosense	H1882	394	16
hbo:2706#1	H2706	394	16
hbo:2708#1	H2708	394	16
hbo:2939	H2939	394	16
hbo:2942	H2942	394	16
hbo:4687#1	H4687	394	16
hbo:4941#1	H4941	394	16
hbo:4941#_nosense	H4941	394	16
hbo:6599	H6599	394	16
hbo:6600	H6600	394	16
hbo:6673#1	H6673	394	16
hbo:6966	H6966	394	16
hbo:7010	H7010	394	16
hbo:7011	H7011	394	16
hbo:8451#1	H8451	394	16
hbo:6627	H6627	395	3
hbo:6674	H6674	395	3
hbo:6675	H6675	395	3
hbo:6634	H6634	396	2
hbo:6640	H6640	396	2
hbo:6638	H6638	397	2
hbo:6639	H6639	397	2
hbo:6658	H6658	398	2
hbo:6660	H6660	398	2
hbo:3353#1	H3353	399	14
hbo:3369#1	H3369	399	14
hbo:4170#1	H4170	399	14
hbo:4679#1	H4679	399	14
hbo:4685	H4685	399	14
hbo:4686a	H4686	399	14
hbo:5367#1	H5367	399	14
hbo:6341#1	H6341	399	14
hbo:6351	H6351	399	14
hbo:6679#1	H6679	399	14
hbo:6679#_nosense	H6679	399	14
hbo:6718#1	H6718	399	14
hbo:6719	H6719	399	14
hbo:6720#1	H6720	399	14
hbo:1793	H1793	400	13
hbo:4618	H4618	400	13
hbo:6031#1	H6031	400	13
hbo:6031#2	H6031	400	13
hbo:6031#_nosense	H6031	400	13
hbo:6035#1	H6035	400	13
hbo:6038#1	H6038	400	13
hbo:6039	H6039	400	13
hbo:6040#1	H6040	400	13
hbo:6531#1	H6531	400	13
hbo:6684#1	H6684	400	13
hbo:6685#_nosense	H6685	400	13
hbo:8589	H8589	400	13
hbo:6703	H6703	401	5
hbo:6705	H6705	401	5
hbo:6706#1	H6706	401	5
hbo:6707	H6707	401	5
hbo:6710	H6710	401	5
hbo:6713	H6713	402	2
hbo:6715	H6715	402	2
hbo:0567#1	H0567	403	9
hbo:1622#1	H1622	403	9
hbo:2340#1	H2340	403	9
hbo:2850#1	H2850	403	9
hbo:2983#1	H2983	403	9
hbo:3669#1	H3669	403	9
hbo:6522#1	H6522	403	9
hbo:6722#1	H6722	403	9
hbo:6876#1	H6876	403	9
hbo:6745	H6745	404	2
hbo:6746	H6746	404	2
hbo:6794	H6794	405	2
hbo:6804	H6804	405	2
hbo:6894	H6894	406	2
hbo:6898	H6898	406	2
hbo:2590	H2590	407	5
hbo:6900#1	H6900	407	5
hbo:6912#1	H6912	407	5
hbo:6912#_nosense	H6912	407	5
hbo:6913#1	H6913	407	5
hbo:6972	H6972	408	3
hbo:7019#1	H7019	408	3
hbo:7019#2	H7019	408	3
hbo:6991	H6991	409	2
hbo:6993	H6993	409	2
hbo:0003	H0003	410	13
hbo:0024#1	H0024	410	13
hbo:5150	H5150	410	13
hbo:5162#1	H5162	410	13
hbo:5162#2	H5162	410	13
hbo:5162#_nosense	H5162	410	13
hbo:5164	H5164	410	13
hbo:5165	H5165	410	13
hbo:6866	H6866	410	13
hbo:6867	H6867	410	13
hbo:7033#1	H7033	410	13
hbo:7039#1	H7039	410	13
hbo:8575	H8575	410	13
hbo:7088	H7088	411	3
hbo:7089	H7089	411	3
hbo:7090	H7090	411	3
hbo:7108	H7108	412	2
hbo:7109	H7109	412	2
hbo:7127	H7127	413	2
hbo:7129	H7129	413	2
hbo:2053#1	H2053	414	5
hbo:3924#1	H3924	414	5
hbo:7164	H7164	414	5
hbo:7165#1	H7165	414	5
hbo:7166	H7166	414	5
hbo:7169	H7169	415	2
hbo:7171	H7171	415	2
hbo:4750	H4750	416	2
hbo:7180	H7180	416	2
hbo:4765	H4765	417	2
hbo:7234	H7234	417	2
hbo:1425#1	H1425	418	20
hbo:1824#1	H1824	418	20
hbo:2436#1	H2436	418	20
hbo:2673#1	H2673	418	20
hbo:2673#_nosense	H2673	418	20
hbo:2676#1	H2676	418	20
hbo:2677#1	H2677	418	20
hbo:2677#_nosense	H2677	418	20
hbo:2678	H2678	418	20
hbo:4275	H4275	418	20
hbo:4276#1	H4276	418	20
hbo:4578	H4578	418	20
hbo:4579	H4579	418	20
hbo:7130#1	H7130	418	20
hbo:7130#_nosense	H7130	418	20
hbo:7206#1	H7206	418	20
hbo:8432#1	H8432	418	20
hbo:8432#_nosense	H8432	418	20
hbo:8484#1	H8484	418	20
hbo:8484#_nosense	H8484	418	20
hbo:7251#1	H7251	419	7
hbo:7253#1	H7253	419	7
hbo:7255	H7255	419	7
hbo:7256#1	H7256	419	7
hbo:7970	H7970	419	7
hbo:8027#1	H8027	419	7
hbo:8029#1	H8029	419	7
hbo:7265	H7265	420	2
hbo:7266	H7266	420	2
hbo:7283	H7283	421	2
hbo:7285	H7285	421	2
hbo:4062	H4062	422	4
hbo:7292	H7292	422	4
hbo:7295	H7295	422	4
hbo:7296	H7296	422	4
hbo:2010	H2010	423	10
hbo:4494#1	H4494	423	10
hbo:4496#1	H4496	423	10
hbo:5118	H5118	423	10
hbo:5183a	H5183	423	10
hbo:5185	H5185	423	10
hbo:5207#1	H5207	423	10
hbo:7306a#1	H7306	423	10
hbo:7381#1	H7381	423	10
hbo:7381#2	H7381	423	10
hbo:3892#1	H3892	424	13
hbo:3893	H3893	424	13
hbo:4945#1	H4945	424	13
hbo:7298#1	H7298	424	13
hbo:7301	H7301	424	13
hbo:7302	H7302	424	13
hbo:7310	H7310	424	13
hbo:7351	H7351	424	13
hbo:7377	H7377	424	13
hbo:8248#1	H8248	424	13
hbo:8248#_nosense	H8248	424	13
hbo:8250	H8250	424	13
hbo:8268	H8268	424	13
hbo:7313	H7313	425	2
hbo:7314	H7314	425	2
hbo:7329	H7329	426	4
hbo:7330	H7330	426	4
hbo:7332	H7332	426	4
hbo:7334	H7334	426	4
hbo:2134#1	H2134	427	22
hbo:2135#1	H2135	427	22
hbo:2137	H2137	427	22
hbo:2141#1	H2141	427	22
hbo:2889#1	H2889	427	22
hbo:2889#_nosense	H2889	427	22
hbo:2891#1	H2891	427	22
hbo:2891#2	H2891	427	22
hbo:2891#_nosense	H2891	427	22
hbo:2892	H2892	427	22
hbo:2893#1	H2893	427	22
hbo:3526#1	H3526	427	22
hbo:5352#1	H5352	427	22
hbo:5352#2	H5352	427	22
hbo:5352#3	H5352	427	22
hbo:5352#4	H5352	427	22
hbo:5352#_nosense	H5352	427	22
hbo:5355#1	H5355	427	22
hbo:5356#1	H5356	427	22
hbo:7364#1	H7364	427	22
hbo:7366	H7366	427	22
hbo:7367	H7367	427	22
hbo:7372	H7372	428	2
hbo:7373	H7373	428	2
hbo:7325a	H7325	429	2
hbo:7388	H7388	429	2
hbo:7405	H7405	430	3
hbo:7406	H7406	430	3
hbo:7407	H7407	430	3
hbo:2261	H2261	431	9
hbo:7416#1	H7416	431	9
hbo:7799#1	H7799	431	9
hbo:7799#2	H7799	431	9
hbo:8490	H8490	431	9
hbo:8558	H8558	431	9
hbo:8560	H8560	431	9
hbo:8561#_nosense	H8561	431	9
hbo:8564	H8564	431	9
hbo:7447a	H7447	432	2
hbo:7450	H7450	432	2
hbo:7470a	H7470	433	2
hbo:7476	H7476	433	2
hbo:4833	H4833	434	2
hbo:7515	H7515	434	2
hbo:4836	H4836	435	2
hbo:7527	H7527	435	2
hbo:2525	H2525	436	19
hbo:2527#1	H2527	436	19
hbo:2535#1	H2535	436	19
hbo:2552	H2552	436	19
hbo:2553#1	H2553	436	19
hbo:3391	H3391	436	19
hbo:3394#1	H3394	436	19
hbo:3556#1	H3556	436	19
hbo:5645#1	H5645	436	19
hbo:5743	H5743	436	19
hbo:6051#1	H6051	436	19
hbo:6053	H6053	436	19
hbo:7549#1	H7549	436	19
hbo:7834#1	H7834	436	19
hbo:8064#1	H8064	436	19
hbo:8064#2	H8064	436	19
hbo:8064#_nosense	H8064	436	19
hbo:8065#_nosense	H8065	436	19
hbo:8121#1	H8121	436	19
hbo:7573	H7573	437	2
hbo:7574	H7574	437	2
hbo:1949#1	H1949	438	17
hbo:1993#1	H1993	438	17
hbo:1993#2	H1993	438	17
hbo:1995#1	H1995	438	17
hbo:1998	H1998	438	17
hbo:5098	H5098	438	17
hbo:5099	H5099	438	17
hbo:5100	H5100	438	17
hbo:7580#1	H7580	438	17
hbo:7581#1	H7581	438	17
hbo:7582	H7582	438	17
hbo:7588#1	H7588	438	17
hbo:7591	H7591	438	17
hbo:7612	H7612	438	17
hbo:8228	H8228	438	17
hbo:8229#1	H8229	438	17
hbo:8663	H8663	438	17
hbo:4865#1	H4865	439	4
hbo:7660	H7660	439	4
hbo:7661	H7661	439	4
hbo:8665	H8665	439	4
hbo:0816#1	H0816	440	25
hbo:0818#1	H0818	440	25
hbo:2398#1	H2398	440	25
hbo:2398#2	H2398	440	25
hbo:2398#_nosense	H2398	440	25
hbo:2400#1	H2400	440	25
hbo:3971a#1	H3971	440	25
hbo:4849	H4849	440	25
hbo:4870	H4870	440	25
hbo:7561#1	H7561	440	25
hbo:7561#2	H7561	440	25
hbo:7561#_nosense	H7561	440	25
hbo:7563#1	H7563	440	25
hbo:7563#_nosense	H7563	440	25
hbo:7683	H7683	440	25
hbo:7684#1	H7684	440	25
hbo:7686#1	H7686	440	25
hbo:7686#2	H7686	440	25
hbo:7686#3	H7686	440	25
hbo:7691	H7691	440	25
hbo:8442	H8442	440	25
hbo:8582#1	H8582	440	25
hbo:8582#2	H8582	440	25
hbo:8582#3	H8582	440	25
hbo:8582#_nosense	H8582	440	25
hbo:4881	H4881	441	2
hbo:7753	H7753	441	2
hbo:7788	H7788	442	2
hbo:8670	H8670	442	2
hbo:7787	H7787	443	2
hbo:7795	H7795	443	2
hbo:7811	H7811	444	2
hbo:7813	H7813	444	2
hbo:2076#_nosense	H2076	445	13
hbo:2873	H2873	445	13
hbo:2874	H2874	445	13
hbo:2876#1	H2876	445	13
hbo:2878#1	H2878	445	13
hbo:2879	H2879	445	13
hbo:4293	H4293	445	13
hbo:6202	H6202	445	13
hbo:7819#1	H7819	445	13
hbo:7819#2	H7819	445	13
hbo:7819#_nosense	H7819	445	13
hbo:7820#_nosense	H7820	445	13
hbo:7821	H7821	445	13
hbo:7828	H7828	446	2
hbo:7829	H7829	446	2
hbo:7750	H7750	447	2
hbo:7846	H7846	447	2
hbo:1086#1	H1086	448	11
hbo:1086#2	H1086	448	11
hbo:1087#1	H1087	448	11
hbo:1094	H1094	448	11
hbo:1100#1	H1100	448	11
hbo:1100#2	H1100	448	11
hbo:3486	H3486	448	11
hbo:7853	H7853	448	11
hbo:7854#1	H7854	448	11
hbo:7855	H7855	448	11
hbo:8399	H8399	448	11
hbo:7874	H7874	449	2
hbo:7875	H7875	449	2
hbo:7899	H7899	450	2
hbo:7905	H7905	450	2
hbo:1478#1	H1478	451	29
hbo:2026#1	H2026	451	29
hbo:2026#2	H2026	451	29
hbo:2026#_nosense	H2026	451	29
hbo:2027#1	H2027	451	29
hbo:2028#1	H2028	451	29
hbo:4191#1	H4191	451	29
hbo:4191#2	H4191	451	29
hbo:4191#_nosense	H4191	451	29
hbo:4194#1	H4194	451	29
hbo:4463	H4463	451	29
hbo:4773	H4773	451	29
hbo:5221#_nosense	H5221	451	29
hbo:5619#1	H5619	451	29
hbo:5619#_nosense	H5619	451	29
hbo:7275#1	H7275	451	29
hbo:7275#_nosense	H7275	451	29
hbo:7277	H7277	451	29
hbo:7523#1	H7523	451	29
hbo:7523#2	H7523	451	29
hbo:7524	H7524	451	29
hbo:7908	H7908	451	29
hbo:7909#1	H7909	451	29
hbo:7921#1	H7921	451	29
hbo:7921#2	H7921	451	29
hbo:7921#3	H7921	451	29
hbo:7921#_nosense	H7921	451	29
hbo:7923	H7923	451	29
hbo:8546	H8546	451	29
hbo:7953	H7953	452	2
hbo:7988	H7988	452	2
hbo:7954	H7954	453	2
hbo:7963	H7963	453	2
hbo:4430	H4430	454	9
hbo:4433	H4433	454	9
hbo:4437#1	H4437	454	9
hbo:4437#2	H4437	454	9
hbo:4437#_nosense	H4437	454	9
hbo:7981	H7981	454	9
hbo:7984	H7984	454	9
hbo:7985#1	H7985	454	9
hbo:7990	H7990	454	9
hbo:1576#1	H1576	455	20
hbo:1578	H1578	455	20
hbo:1580#1	H1580	455	20
hbo:1580#_nosense	H1580	455	20
hbo:5358#1	H5358	455	20
hbo:5358#2	H5358	455	20
hbo:5359#1	H5359	455	20
hbo:5360#1	H5360	455	20
hbo:7965#1	H7965	455	20
hbo:7966	H7966	455	20
hbo:7999#1	H7999	455	20
hbo:7999#2	H7999	455	20
hbo:7999#3	H7999	455	20
hbo:7999#4	H7999	455	20
hbo:7999#_nosense	H7999	455	20
hbo:8003	H8003	455	20
hbo:8005	H8005	455	20
hbo:8011	H8011	455	20
hbo:8021	H8021	455	20
hbo:8408	H8408	455	20
hbo:8000	H8000	456	2
hbo:8001	H8001	456	2
hbo:1633	H1633	457	7
hbo:1634#1	H1634	457	7
hbo:1635	H1635	457	7
hbo:4593a	H4593	457	7
hbo:4594	H4594	457	7
hbo:4803#1	H4803	457	7
hbo:8063	H8063	457	7
hbo:8102	H8102	458	2
hbo:8103	H8103	458	2
hbo:8182	H8182	459	2
hbo:8186a	H8186	459	2
hbo:8209	H8209	460	3
hbo:8232	H8232	460	3
hbo:8238	H8238	460	3
hbo:0922#1	H0922	461	29
hbo:1891	H1891	461	29
hbo:1892	H1892	461	29
hbo:2046	H2046	461	29
hbo:2342a#_nosense	H2342	461	29
hbo:3332#1	H3332	461	29
hbo:3332#2	H3332	461	29
hbo:3332#_nosense	H3332	461	29
hbo:3333	H3333	461	29
hbo:4165	H4165	461	29
hbo:4166	H4166	461	29
hbo:5064#1	H5064	461	29
hbo:5258#1	H5258	461	29
hbo:5260	H5260	461	29
hbo:5261	H5261	461	29
hbo:5413#1	H5413	461	29
hbo:5413#2	H5413	461	29
hbo:6168#2	H6168	461	29
hbo:7324a#1	H7324	461	29
hbo:7324a#2	H7324	461	29
hbo:7385#1	H7385	461	29
hbo:7386#1	H7386	461	29
hbo:8210#1	H8210	461	29
