# BDB (public domain, 1906) etymological root-groups, via OpenScriptures/HebrewLexicon (CC-BY-4.0, pinned 21c9add1). Words sharing root_id are etymologically related — validated at 50.6% SDBH-domain agreement (2026-08), see build_bdb_roots.py and domain-replacement-roadmap.md. NOT Louw-Nida/SDBH derived — independent free source.
root_id	strong	xlit	gloss	pos
gap	H3803	kātar	surround	V
gap	H3804	keter	crown	N
gap	H3805	kōteret	capital	N
gar	H3806	kātaš	pound	V
gar	H4389	maktēš	Maktesh	N
gar	H4388	maktēš	mortar	N
gas	H3807	kātat	beat	V
gas	H3795	kātît	beaten	A
gas	H4386	mĕkittâ	the crushed	N
gbb	H3811	lāʾâ	be weary	V
gbb	H4972	mattĕlāʾâ	weariness	N
gbb	H8513	tĕlāʾâ	weariness	N
gbe	H4397	malʾāk	messenger	N
gbe	H4399	mĕlāʾkâ	occupation	N
gbe	H4400	malʾākût	message	N
gbr	H3820	lēb	inner man	N
gbr	H3820	lēb qāmāy	Leb Qamay	Np
gbr	H3823	libbēb	make cakes	V
gbr	H3824	lēbāb	inner man	N
gbr	H3823	lābab	encourage	V
gbr	H3834	lĕbibâ	cakes	N
gbr	H3826	libbâ	heart	N
gcb	H3835	lābēn	be white	V
gcb	H3835	lāban	make brick	V
gcb	H3836	lābān	white	A
gcb	H3843	lĕbēnâ	brick	N
gcb	H3840	lĕbēnâ	brick	N
gcb	H3842	lĕbānâ	moon	N
gcb	H3828	lĕbōnâ	frankincense	N
gcb	H3839	libneh	poplar	N
gcb	H3844	lĕbānôn	Lebanon	Np
gcb	H4404	malbēn	brick-mould	N
gcr	H3847	lābēš	put on	V
gcr	H3830	lĕbûš	garment	N
gcr	H4403	malbûš	raiment	N
gcr	H8516	tilbōšet	raiment	N
gcw	H3827	labbâ	flame	N
gcw	H3851	lahab	flame	N
gcw	H3852	lehābâ	flame	N
gcw	H7957	šalhebet	flame	N
gde	H3857	lāhaṭ	blaze up	V
gde	H3858	lahaṭ	flame	N
gdj	H3863	lû	if	C
gdj	H3884	lûlēʾ	if not	C
gdp	H3880	liwyâ	wreath	N
gdp	H3882	liwyātān	serpent	N
gdp	H3914	lōyâ	wreath	N
gdr	H3868	lûz	turn aside	V
gdr	H3869	lûz	almond-tree	N
gdr	H3891	lāzût	deviation	N
gdz	H3874	lûṭ	wrap closely	V
gdz	H3814	lāʾṭ	secrecy	N
gdz	H3875	lôṭ	envelope	N
gdz	H3909	lāṭ	secrecy	N
gej	H3885	lûn	murmur	V
gej	H8519	tĕlunnâ	murmuring	N
gek	H3885	lûn	lodge	V
gek	H4411	mālôn	lodging-place	N
gek	H4412	mĕlûnâ	lodge	N
gel	H3886	lûaʿ	swallow	V
gel	H3930	lōaʿ	throat	N
gem	H3886	lûaʿ	talk wildly	V
gem	H3216	yālaʿ	talk wildly	V
geu	H3893	lēaḥ	moisture	N
geu	H3892	laḥ	moist	A
gfa	H3898	lāḥam	use as food	V
gfa	H3899	leḥem	bread	N
gfb	H3898	lāḥam	fight	V
gfb	H3894	lĕḥûm	intestines	N
gfb	H3901	lāḥem	then	N
gfb	H4421	milḥāmâ	battle	N
gff	H3905	lāḥaṣ	squeeze	V
gff	H3906	laḥaṣ	oppression	N
gfh	H3907	lāḥaš	whisper	V
gfh	H3908	laḥaš	a whispering	N
gfr	H3887	lîṣ	scorn	V
gfr	H3944	lāṣôn	scorning	N
gfr	H3945	lāṣaṣ	scorn	V
gfr	H4426	mĕlîṣâ	satire	N
gfy	H3920	lākad	capture	V
gfy	H3921	leked	a taking	N
gfy	H4434	malkōdet	a catching instrument	N
ggc	H3925	lāmad	exercise in	V
ggc	H3928	limmud	taught	A
ggc	H4451	malmēd	ox-goad	N
ggc	H8527	talmîd	scholar	N
ggk	H3932	lāʿag	mock	V
ggk	H3933	laʿag	mocking	N
ggk	H3934	lāʿēg	mocking	A
ggz	H3947	lāqaḥ	take	V
ggz	H3948	leqaḥ	learning	N
ggz	H4455	malqôaḥ	booty	N
ggz	H4455	malqôaḥ	jaw	N
ggz	H4457	melqāḥayim	tongs	N
ggz	H4727	miqqāḥ	a taking	N
ggz	H4728	maqqāḥâ	ware	N
ghc	H3950	lāqaṭ	pick	V
ghc	H3219	yalqûṭ	receptacle	N
ghc	H3951	leqeṭ	gleaning	N
ghg	H3954	leqeš	after-growth	N
ghg	H3953	lāqaš	take the aftermath	V
ghg	H4456	malqôš	latter-rain	N
ghq	H3956	lāšôn	tongue	N
ghq	H3960	lāšan	use the tongue	V
ghz	H3967	mēʾâ	hundred	N
ghz	H3968	mēʾâ	Meah	N
gir	H3985	māʾēn	refuse	V
gir	H3987	mēʾēn	refractory	A
gir	H3986	māʾēn	refusing	A
git	H3988	māʾas	reject	V
git	H3973	māʾôs	refuse	N
gke	H4022	meged	excellence	N
gke	H4030	migdānâ	choice thing	N
gln	H4058	mādad	measure	V
gln	H4055	mad	measure	N
gln	H4059	mādad	measure	V
gln	H4060	middâ	measure	N
gln	H4067	mādôn	measure	N
gln	H4461	mēmad	measurement	N
gnr	H4116	māhar	hasten	V
gnr	H4106	māhîr	quick	A
gnr	H4118	mahēr	quickly	D
gnr	H4118	mahēr	hastening	A
gnr	H4120	mĕhērâ	haste	N
gnv	H4116	māhar	acquire by paying purchase-price	V
gnv	H4117	māhar	acquire by paying purchase-price	V
gnv	H4119	mōhar	purchase-price	N
gob	H4124	môʾāb	Moab	Np
gob	H4125	môʾābî	Moabitish	A
goj	H4131	môṭ	totter	V
goj	H4132	môṭ	shaking	N
goj	H4133	môṭâ	pole	N
gon	H4135	mûl	circumcise	V
gon	H4139	mûlâ	circumcision	N
gpy	H4171	mûr	change	V
gpy	H8545	tĕmûrâ	exchange	N
gqs	H4191	mût	die	V
gqs	H4194	māwet	death	N
gqs	H4463	māmôt	death	N
gqs	H8546	tĕmûtâ	death	N
gsl	H4229	māḥâ	strike	V
gsl	H4239	mĕḥî	the stroke of his battering ram	N
gsw	H4220	mēaḥ	fatling	N
gsw	H4221	mōaḥ	marrow	N
gsw	H4229	māḥâ	full of marrow	V
guf	H4272	māḥaṣ	smite through	V
guf	H4273	maḥaṣ	severe wound	N
gum	H4242	mĕḥîr	price	N
gum	H4279	māḥār	to-morrow	N
gum	H4283	moḥŏrāt	the morrow	N
gvn	H4306	māṭar	rain	N
gvn	H4305	māṭar	rain	V
gwj	H4327	mîn	kind	N
gwj	H8544	tĕmûnâ	likeness	N
gwn	H4330	mîṣ	squeezing	N
gwn	H4160	mēṣ	squeezer	N
gyi	H4376	mākar	sell	V
gyi	H4377	meker	merchandise	N
gyi	H4465	mimkār	sale	N
gyi	H4466	mimkeret	sale	N
gyx	H4390	mālēʾ	be full	V
gyx	H4393	mĕlōʾ	fulness	N
gyx	H4394	milluʾ	setting	N
gyx	H4392	mālēʾ	full	A
gyx	H4395	mĕlēʾâ	fulness	N
gyx	H4396	milluʾâ	setting	N
gyx	H4402	millēʾt	setting	N
gzu	H4414	mālaḥ	tear away	V
gzu	H4418	melaḥ	rag	N
gzv	H4408	mallûaḥ	mallow	N
gzv	H4417	melaḥ	salt	N
gzv	H4419	mallāḥ	mariner	N
gzv	H4414	mālaḥ	salt	V
gzv	H4420	mĕlēḥâ	saltness	N
gzz	H4422	mālaṭ	slip away	V
gzz	H4423	meleṭ	mortar	N
haj	H4410	mĕlûkâ	kingship	N
haj	H4428	melek	king	N
haj	H4427	mālak	be king	V
haj	H4432	mōlek	Molech. Compare	Np
haj	H4436	malkâ	queen	N
haj	H4438	malkût	royalty	N
haj	H4442	malkî-ṣedeq	Melchizedek	Np
haj	H4446	mĕleket	queen	N
haj	H4467	mamlākâ	kingdom	N
haj	H4468	mamlākût	kingdom	N
hay	H4448	mālal	rub	V
hay	H4425	mĕlîlâ	ear	N
haz	H4135	mālal	circumcise	V
haz	H5243	nāmal	circumcise	V
hbb	H4448	mālal	speak	V
hbb	H4405	millâ	word	N
hcm	H4487	mānâ	count	V
hcm	H4488	māneh	maneh	N
hcm	H4490	mānâ	part	N
hcm	H4489	mōneh	counted number	N
hcm	H4497	mānôn	thankless one	N
hcm	H4507	mĕnî	number	Np
hcm	H4521	mĕnāt	portion	N
hel	H4537	māsak	mix	V
hel	H4469	mimsāk	mixed drink	N
hel	H4538	mesek	mixture	N
hex	H4549	māsas	dissolve	V
hex	H4523	mās	despairing	A
hex	H4531	massâ	despair	N
hex	H8557	temes	melting	N
hfw	H4571	māʿad	slip	V
hfw	H4154	mûʿedet	slip	N
hfw	H5976	ʿāmad	slip	V
hge	H4578	mēʿeh	internal organs	N
hge	H4579	māʿâ	grain	N
hgr	H4591	māʿaṭ	be small	V
hgr	H4592	mĕʿaṭ	a little	A
hhe	H4603	māʿal	act unfaithfully	V
hhe	H4598	mĕʿîl	robe	N
hhe	H4604	maʿal	unfaithful	N
hlc	H4696	mēṣaḥ	brow	N
hlc	H4697	miṣḥâ	greave	N
hlt	H4693	māṣôr	besieged places	Np
hlt	H4714	miṣrayim	Egypt	Np
hnc	H4743	māqaq	decay	V
hnc	H4716	maq	decay	N
hnp	H4760	murʾâ	crop	N
hnp	H4806	mĕrîʾ	fatling	N
hoj	H4775	mārad	rebel	V
hoj	H4777	mered	rebellion	N
hoj	H4780	mardût	rebellion	N
hoq	H4784	mārâ	be contentious	V
hoq	H4805	mĕrî	rebellion	N
hpj	H4803	māraṭ	make smooth	V
hpj	H4153	môʿadyâ	Moadiah. Compare	Np
hpj	H4593	māʿōṭ	make smooth	N
hqr	H4838	māraq	scour	V
hqr	H4795	mārûq	a scraping	N
hqr	H8562	tamrûq	scouring	N
hqx	H4843	mārar	be bitter	V
hqx	H4470	memer	bitterness	N
hqx	H4472	mamrôr	bitter thing	N
hqx	H4751	mar	bitter	A
hqx	H4753	mōr	myrrh	N
hqx	H4786	mōrâ	bitterness of spirit	N
hqx	H4787	morrâ	bitterness	N
hqx	H4814	mĕrîrût	bitterness	N
hqx	H4815	mĕrîrî	bitter	A
hqx	H4844	mārōr	bitter thing	N
hqx	H4845	mĕrērâ	gall	N
hqx	H4846	mĕrōrâ	bitter thing	N
hqx	H8563	tamrûr	bitterness	N
hsr	H4886	māšaḥ	smear	V
hsr	H4473	mimšaḥ	cherub of expansion	N
hsr	H4888	mišḥâ	unction	N
hsr	H4888	māšĕḥâ	consecrated portion	N
hsr	H4899	māšîaḥ	anointed	N
htj	H4900	māšak	draw	V
htj	H4901	mešek	a drawing	N
htj	H4189	mōšeket	cord	N
htu	H4910	māšal	rule	V
htu	H4474	mimšāl	dominion	N
htu	H4475	memšālâ	rule	N
htu	H4915	mōšel	dominion	N
htv	H4911	māšal	represent	V
htv	H4914	mĕšōl	by-word	N
htv	H4911	māšal	use a proverb	V
htv	H4912	māšāl	proverb	N
htv	H4915	mōšel	likeness	N
hvj	H4476	mimšāq	possession	N
hvj	H4943	mešeq	acquisition	N
hwd	H4964	meteg	bridle	N
hwd	H4965	meteg hāʾammâ	Metheg-ammah	N
hwi	H4969	mātaḥ	spread out	V
hwi	H0572	ʾamtaḥat	sack	N
hwz	H4985	mātōq	become sweet	V
hwz	H4477	mamtaqqîm	sweetness	N
hwz	H4966	mātôq	sweet	A
hwz	H4986	meteq	sweetness	N
hwz	H4988	mātōq	become sweet	V
hwz	H4987	mōteq	sweetness	N
hxn	H4998	nāʾâ	be comely	V
hxn	H5000	nāʾweh	comely	A
hxr	H5002	nĕʾum	utterance	N
hxr	H5001	nāʾam	utter a prophecy	V
hxt	H5003	nāʾap	commit adultery	V
hxt	H5004	niʾup	adultery	N
hxt	H5005	naʾăpûp	adultery	N
hxv	H5006	nāʾaṣ	contemn	V
hxv	H5007	nĕʾāṣâ	contempt	N
hxv	H5007	neʾāṣâ	contempt	N
hxy	H5008	nāʾaq	groan	V
hxy	H5009	nĕʾāqâ	groan	N
hyd	H5012	nābāʾ	prophesy	V
hyd	H5016	nĕbûʾâ	prophecy	N
hyd	H5030	nābîʾ	spokesman	N
hyd	H5031	nĕbîʾâ	prophetess	N
hyq	H5027	nābaṭ	look	V
hyq	H4007	mabbāṭ	expectation	N
hyx	H5034	nābēl	sink down	V
hyx	H5038	nĕbēlâ	carcass	N
hyy	H5034	nābal	be senseless	V
hyy	H5036	nābāl	foolish	A
hyy	H5039	nĕbālâ	senselessness	N
hyy	H5040	nablût	immodesty	N
hzg	H5042	nābaʿ	flow	V
hzg	H4002	mabbûaʿ	spring	N
hzl	H5046	nāgad	be conspicuous	V
hzl	H5048	neged	what is conspicuous	R
hzl	H5057	nāgîd	leader	N
hzm	H5050	nāgah	shine	V
hzm	H5051	nōgah	brightness	N
hzm	H5054	nĕgōhâ	brightness	N
hzr	H5055	nāgaḥ	push	V
hzr	H5056	naggāḥ	addicted to goring	A
hzv	H5059	nāgan	touch	V
hzv	H4485	mangînâ	mocking	N
hzv	H5058	nĕgînâ	music	N
hzx	H5060	nāgaʿ	touch	V
hzx	H5061	negaʿ	stroke	N
hzz	H5062	nāgap	strike	V
hzz	H4046	maggēpâ	blow	N
hzz	H5063	negep	blow	N
iaf	H5068	nādab	incite	V
iaf	H5071	nĕdābâ	voluntariness	N
iaf	H5081	nādîb	inclined	A
iaf	H5082	nĕdîbâ	nobility	N
iaj	H5074	nādad	retreat	V
iaj	H5079	niddâ	impurity	N
iaj	H5076	nĕdûd	tossing	N
iaj	H5206	nîdâ	removal	N
iaq	H5080	nādaḥ	impel	V
iaq	H4065	maddûaḥ	a thing to draw aside	N
iax	H5087	nādar	vow	V
iax	H5088	neder	vow	N
iaz	H5090	nāhag	drive	V
iaz	H4491	minhāg	driving	N
ibb	H5091	nāhâ	wail	V
ibb	H5092	nĕhî	wailing	N
ibb	H5093	nihyâ	lamentation	N
ibb	H5204	nî	wailing	N
ibe	H5095	nāhal	lead	V
ibe	H5097	nahălōl	pasture	N
ibi	H5098	nāham	growl	V
ibi	H5099	naham	growling	N
ibi	H5100	nĕhāmâ	growling	N
ibl	H5102	nāhar	flow	V
ibl	H5104	nāhār	stream	N
ibm	H5102	nāhar	shine	V
ibm	H4492	minhārâ	channel	N
ibm	H5105	nĕhārâ	light	N
ibp	H5106	nûʾ	hinder	V
ibp	H8569	tĕnûʾâ	opposition	N
ibr	H5107	nûb	bear fruit	V
ibr	H5108	nôb	fruit	N
ibr	H5108	nîb	fruit	N
ibr	H8570	tĕnûbâ	fruit	N
ibv	H5110	nûd	move to and fro	V
ibv	H4493	mānôd	a shaking	N
ibv	H5112	nôd	wandering	N
ibv	H5205	nîd	quivering motion	N
icc	H5116	nāweh	dwelling	A
icc	H5116	nāweh	abode of shepherd	N
icc	H5115	nāwâ	dwell	V
icc	H4999	nāwâ	pasture	N
icf	H5117	nûaḥ	rest	V
icf	H2010	hănāḥâ	a giving of rest	N
icf	H3240	yānaḥ	rest	V
icf	H4494	mānôaḥ	resting-place	N
icf	H4496	mĕnûḥâ	resting-place	N
icf	H5118	nûaḥ	resting-place	N
icf	H5146	nōaḥ	Noah	Np
icf	H5183	naḥat	quietness	N
icf	H5207	nîḥōaḥ	a quieting	N
icj	H5123	nûm	be drowsy	V
icj	H5124	nûmâ	somnolence	N
icj	H8572	tĕnûmâ	slumber	N
icl	H5125	nûn	propagate	V
icl	H5209	nîn	offspring	N
icn	H5127	nûs	flee	V
icn	H4498	mānôs	flight	N
icn	H4499	mĕnûsâ	flight	N
icn	H5211	nîs	flee	N
ico	H5128	nûaʿ	quiver	V
ico	H4517	mĕnaʿănēaʿ	rattle	N
icr	H5130	nûp	move to and fro	V
icr	H5299	nāpâ	sieve	N
icr	H8573	tĕnûpâ	a swinging	N
ict	H5131	nôp	elevation	N
ict	H5299	nāpâ	height	N
ict	H5316	nepet	height	N
icw	H4501	mĕnôrâ	lampstand	N
icw	H5216	nîr	lamp	N
icw	H5216	nēr	lamp	N
idh	H5144	nāzar	dedicate	V
idh	H4502	minzār	consecrated	N
idh	H5139	nāzîr	one consecrated	N
idh	H5145	nēzer	consecration	N
idh	H5144	nāzar	be a Nazarite	V
idy	H5155	nĕḥîlâ	flute	N
idy	H5157	nāḥal	get as a possession	V
idy	H5159	naḥălâ	possession	N
ied	H5162	nāḥam	be sorry	V
ied	H5150	niḥûm	consoled	N
ied	H5164	nōḥam	sorrow	N
ied	H5165	neḥāmâ	comfort	N
ied	H8575	tanḥûm	consolation	N
iel	H5156	nāḥîr	nostril	N
iel	H5170	naḥar	a snorting	N
iel	H5170	naḥărâ	snorting	N
iep	H5172	nāḥaš	practice divination	V
iep	H5173	naḥaš	divination	N
ieu	H5153	nāḥûš	of bronze	A
ieu	H5154	nĕḥûšâ	copper	N
ieu	H5178	nĕḥōšet	copper	N
ifd	H5181	nāḥēt	go down	V
ifd	H5183	naḥat	descent	N
ifd	H5185	nāḥēt	descending	A
iff	H5186	nāṭâ	stretch out	V
iff	H4296	miṭṭâ	couch	N
iff	H4294	maṭṭeh	branch	N
iff	H4295	maṭṭâ	downwards	D
iff	H4297	muṭṭeh	that which is perverted	N
iff	H4298	muṭṭâ	spreading	N
ifl	H5190	nāṭal	lift	V
ifl	H5187	nāṭîl	laden	A
ifl	H5192	nēṭel	burden	N
ifn	H5193	nāṭaʿ	plant	V
ifn	H4302	maṭṭāʿ	place	N
ifn	H5195	nāṭîaʿ	plant	N
ifn	H5194	neṭaʿ	plantation	N
ifp	H5197	nāṭap	drop	V
ifp	H5188	nĕṭîpâ	drop	N
ifp	H5198	nāṭāp	drop	N
ifp	H5198	nāṭāp	gum	N
ifu	H5201	nāṭar	keep	V
ifu	H4307	maṭṭārâ	guard	N
ifv	H5203	nāṭaš	leave	V
ifv	H5189	nĕṭîšâ	twig	N
igj	H5214	nîr	break up	V
igj	H5215	nîr	the tillable	N
igm	H5217	nākāʾ	smite	V
igm	H5218	nākēʾ	a stricken spirit	A
igm	H5218	nākāʾ	stricken	A
igm	H5219	nĕkōʾt	a spice	N
igt	H5221	nākâ	smite	V
igt	H4347	makkâ	blow	N
igt	H5222	nēkeh	smitten ones	A
igt	H5223	nākēh	smitten	A
igt	H3559	nākôn	blow	N
iha	H5226	nēkaḥ	front	D
iha	H5228	nākōaḥ	straight	A
iha	H5227	nōkaḥ	front	D
iha	H5229	nĕkōḥâ	straight	A
ihd	H5230	nākal	be crafty	V
ihd	H3596	kîlay	knave	N
ihd	H5231	nēkel	wiliness	N
ihi	H5234	nākar	regard	V
ihi	H1971	hakkārâ	look	N
ihi	H4378	makkār	acquaintance	N
ihj	H5236	nēkār	that which is foreign	N
ihj	H5235	neker	misfortune	N
ihj	H5234	nākar	act as foreign	V
ihj	H5237	nokrî	foreign	A
ihm	H5239	nālâ	complete	V
ihm	H4512	minleh	gain	N
iib	H5254	nāsâ	test	V
iib	H4531	massâ	test	N
iig	H5259	nāsak	weave	V
iig	H4541	massēkâ	woven stuff	N
iig	H4545	masseket	web	N
iih	H5258	nāsak	pour out	V
iih	H4541	massēkâ	molten metal	N
iih	H5257	nāsîk	libation	N
iih	H5262	nesek	drink-offering	N
iii	H5258	nāsak	set	V
iii	H5257	nāsîk	prince	N
iik	H5264	nāsas	be high	V
iik	H5251	nēs	standard	N
iil	H5265	nāsaʿ	pull out	V
iil	H4550	massaʿ	pulling up	N
iil	H4551	massāʿ	quarry	N
iix	H5274	nāʿal	bar	V
iix	H4514	manʿûl	bolt	N
iix	H4515	minʿāl	bolt	N
iix	H5275	naʿal	sandal	N
iix	H5274	nāʿal	furnish with sandals	V
iiz	H5276	nāʿēm	be pleasant	V
iiz	H4516	manʿammîm	delicacies	N
iiz	H5273	nāʿîm	pleasant	A
iiz	H5278	nōʿam	delightfulness	N
iiz	H5282	naʿămān	pleasantness	N
ijp	H5287	nāʿar	shake	V
ijp	H5289	naʿar	shaking	N
ijp	H5296	nĕʿōret	tow	N
ijr	H5271	nĕʿûrôt	youth	N
ijr	H5271	nĕʿûrîm	youth	N
ijr	H5288	naʿar	boy	N
ijr	H5290	nōʿar	youth	N
ijr	H5291	naʿărâ	girl	N
ike	H5301	nāpaḥ	breathe	V
ike	H4646	mappāḥ	breathing out	N
ike	H4647	mappuaḥ	bellows	N
ike	H8598	tappûaḥ	apple-tree	N
ikk	H5307	nāpal	fall	V
ikk	H4651	mappāl	refuse	N
ikk	H4654	mappēlâ	fallen	N
ikk	H4654	mappālâ	ruin	N
ikk	H4658	mappelet	carcass	N
ikk	H5309	nēpel	untimely birth	N
iko	H5310	nāpaṣ	shatter	V
iko	H4661	mappēṣ	war-club	N
iko	H4660	mappāṣ	shattering	N
iko	H5311	nepeṣ	driving storm	N
iks	H5315	nepeš	soul	N
iks	H5314	nāpaš	take breath	V
ild	H5324	nāṣab	take one’s stand	V
ild	H4673	maṣṣāb	standing-place	N
ild	H4674	muṣṣāb	palisade	N
ild	H4675	miṣṣābâ	guard	N
ild	H4676	maṣṣēbâ	pillar	N
ild	H4678	maṣṣebet	pillar	N
ild	H5325	niṣṣāb	fixed	N
ild	H5333	nĕṣîb	pillar	N
ilg	H5132	nāṣâ	fly	V
ilg	H5133	nôṣâ	plumage	N
ilh	H5327	nāṣâ	struggle	V
ilh	H4683	maṣṣâ	strife	N
ilh	H4695	maṣṣût	quarrel	N
ilk	H5329	nāṣaḥ	be pre-eminent	V
ilk	H5331	nēṣaḥ	eminence	N
ilq	H5337	nāṣal	strip	V
ilq	H2020	haṣṣālâ	deliverance	N
ils	H5340	nāṣaṣ	shine	V
ils	H5213	nîṣôṣ	spark	N
ils	H5322	nēṣ	flower	N
ils	H5328	niṣṣâ	blossom	N
ils	H5339	niṣṣān	blossom	N
ils	H5132	nāṣaṣ	bloom	V
ilw	H5341	nāṣar	watch	V
ilw	H5336	nṣyr	preserved	A
ima	H5344	nāqab	pierce	V
ima	H4717	maqqābâ	hammer	N
ima	H4718	maqqebet	hammer	N
ima	H4718	maqqebet	hole	N
ima	H5345	neqeb	bezel	N
ima	H5347	nĕqēbâ	female	N
imf	H5348	nāqōd	speckled	A
imf	H5351	nĕquddâ	point	N
imf	H5350	niqqûd	what is crumbled	N
imi	H5352	nāqâ	be empty	V
imi	H4518	mĕnaqqîyâ	sacrificial bowl	N
imi	H5355	nāqî	clean	A
imi	H5355	nāqîʾ	innocent	A
imi	H5356	niqqāyôn	innocency	N
imq	H5358	nāqam	avenge	V
imq	H5359	nāqām	vengeance	N
imq	H5360	nĕqāmâ	vengeance	N
imu	H5362	nāqap	go around	V
imu	H5364	niqpâ	encircling rope	N
imv	H5362	nāqap	strike off	V
imv	H5363	nōqep	striking off	N
imz	H5365	nāqar	bore	V
imz	H5366	nĕqārâ	hole	N
inj	H5378	nāšāʾ	lend on interest	V
inj	H4855	maššāʾ	lending on interest	N
inj	H4859	maššāʾâ	loan	N
ink	H5377	nāšāʾ	beguile	V
ink	H4860	maššāʾôn	guile	N
ink	H4876	maššûʾâ	deceptions	N
inm	H5375	nāśāʾ	lift	V
inm	H4853	maśśāʾ	load	N
inm	H4853	maśśāʾ	utterance	N
inm	H4856	maśśōʾ	lifting up	N
inm	H4858	maśśāʾâ	the uplifted	N
inm	H4864	maśʾēt	uprising	N
inm	H4984	mitnaśśēʾ	lift	N
inm	H5379	niśśēʾt	lift	N
inm	H5385	nĕśûʾâ	what is borne about	N
inm	H5387	nāśîʾ	rising mist	N
inm	H5387	nāśîʾ	one lifted up	N
inm	H7613	śĕʾēt	exaltation	N
inm	H7721	śôʾ	lift	V
inm	H7863	śîʾ	loftiness	N
inr	H5383	nāšâ	lend	V
inr	H4874	maššeh	loan	N
inr	H5386	nĕšî	debt	N
ins	H5382	nāšâ	forget	V
ins	H5388	nĕšîyâ	forgetfulness	N
ins	H7876	šāyâ	the Rock which begat thee thou forgattest	V
ioa	H5391	nāšak	bite	V
ioa	H5392	nešek	interest	N
ioa	H5391	nāšak	pay	V
ioe	H5395	nāšam	pant	V
ioe	H5397	nĕšāmâ	breath	N
ioe	H8580	tinšemet	hard breather	N
ioh	H5398	nāšap	blow	V
ioh	H3244	yanšûp	strident	N
ioh	H5399	nešep	twilight	N
ioj	H5401	nāšaq	handle	V
ioj	H5402	nešeq	equipment	N
iok	H5401	nāšaq	kiss	V
iok	H5390	nĕšîqâ	kiss	N
ior	H5408	nātaḥ	cut up	V
ior	H5409	nētaḥ	piece	N
iov	H5413	nātak	pour forth	V
iov	H2046	hittûk	a melting	N
iow	H5414	nātan	give	V
iow	H4976	mattān	gift	N
iow	H4979	mattānâ	gift	N
iow	H4991	mattat	gift	N
iow	H5411	nĕtînîm	Nethinim	N
ipf	H5423	nātaq	pull	V
ipf	H5424	neteq	scab	N
ipn	H5431	sāʾan	tread	V
ipn	H5430	sĕʾôn	sandal	N
ips	H5433	sābāʾ	imbibe	V
ips	H5433	sābāʾ	drunkards	V
ips	H5435	sōbeʾ	drink	N
ipv	H5437	sābab	turn about	V
ipv	H4141	mûsāb	encompassing	N
ipv	H4142	mûsabbâ	turn about	A
ipv	H4524	mēsab	that which surrounds	N
ipv	H5252	nĕsibbâ	turn	N
ipv	H5438	sibbâ	turn of affairs	N
ipv	H5439	sābîb	circuit	N
iqa	H5440	sābak	interweave	V
iqa	H5442	sĕbak	thicket	N
iqa	H5441	sĕbōk	in the thicket of trees	N
iqe	H5445	sābal	bear a heavy load	V
iqe	H5447	sēbel	load	N
iqe	H5449	sabbāl	burden-bearer	N
iqe	H5448	sōbel	burden	N
iqe	H5450	siblâ	burden	N
iqe	H5451	sibbōlet	ear of wheat	N
iqr	H5462	sāgar	shut	V
iqr	H4525	masgēr	locksmith	N
iqr	H4526	misgeret	border	N
iqr	H5458	sĕgôr	enclosure	N
iqr	H5474	sûgar	cage	N
iqz	H4528	misdĕrôn	porch	N
iqz	H5468	sēder	arrangement	N
iqz	H7713	śĕdērâ	row	N
irc	H5469	sahar	roundness	N
irc	H5470	sōhar	roundness	N
ire	H5253	sûg	move away	V
ire	H5472	sûg	move away	V
ire	H5509	sîg	a moving back	N
ire	H7734	śûg	move away	V
ire	H7873	śîg	a moving back	N
irf	H5473	sûg	fence about	V
irf	H7735	śûg	fence about	V
irl	H4533	masweh	veil	N
irl	H5497	sût	vesture	N
irq	H5526	sûk	hedge	V
irq	H4534	mĕsûkâ	hedge	N
irr	H5480	sûk	pour	V
irr	H0610	ʾāsûk	flask	N
irr	H3251	yāsak	pour	V
irt	H5483	sûs	horse	N
irt	H5484	sûsâ	mare	N
isa	H5486	sûp	come to an end	V
isa	H5490	sôp	end	N
isa	H5492	sûpâ	storm-wind	N
isd	H5493	sûr	turn aside	V
isd	H3249	yswr	departing	A
isd	H5494	sûr	turn aside	N
isd	H5627	sārâ	turning aside	N
isi	H5498	sāḥab	drag	V
isi	H5499	sĕḥābâ	rag	N
isk	H5500	sāḥâ	scrape	V
isk	H5501	sĕḥî	offscouring	N
isq	H5503	sāḥar	go around	V
isq	H4536	misḥār	merchandise	N
isq	H5504	saḥar	traffic	N
isq	H5505	sāḥar	traffic	N
isq	H5506	sĕḥōrâ	merchandise	N
isq	H5507	sōḥērâ	buckler	N
isq	H5508	sōḥeret	tile	N
ito	H5526	sākak	weave together	V
ito	H5519	sak	throng	N
ito	H5520	sōk	thicket	N
ito	H5521	sukkâ	thicket	N
ito	H5523	sukkôt	Succoth	Np
ito	H5526	sōkēk	protector	N
itp	H5526	sākak	overshadow	V
itp	H4329	mûsāk	covered	N
itp	H4539	māsāk	covering	N
itp	H4540	mĕsukâ	that with which one is covered	N
itt	H5528	sākal	be foolish	V
itt	H5529	sekel	folly	N
itt	H5530	sākāl	fool	N
itt	H5531	siklût	folly	N
itt	H5531	siklût	folly	N
itz	H5532	sākan	be of use	V
itz	H4543	miskĕnôt	supply	N
iuq	H5545	sālaḥ	forgive	V
iuq	H5546	sallāḥ	ready to forgive	A
iuq	H5547	sĕlîḥâ	forgiveness	N
iuu	H5549	sālal	lift up	V
