# OT-in-NT quotations via LXX Strong's overlap (IDF-weighted); shoresh lxx.build_quotations
# ot_ref is Masoretic/English numbering; vrs=lxx? marks a boundary Psalm left in LXX numbering (needs V1 verse-map)
nt_ref	ot_ref	confidence	vrs	n_shared	score	shared_strongs
ACT 7:38	NUM 3:14	high	mt	3	0.459	G2048,2980,4614
ACT 7:38	LEV 25:1	med	mt	3	0.443	G2980,3735,4614
ACT 7:38	EXO 19:2	med	mt	3	0.394	G2048,3735,4614
ACT 7:39	PRO 4:3	high	mt	3	0.501	G1096,3962,5255
ACT 7:40	EXO 32:23	high	mt	8	0.731	G0125,1096,1806,2316,3004,3475,4160,4313
ACT 7:40	EXO 6:26	high	mt	6	0.575	G0002,0125,1093,1806,2316,3475
ACT 7:40	EXO 32:1	high	mt	9	0.574	G0002,0125,1096,1806,2316,3004,3475,4160,4313
ACT 7:41	PSA 113:12	med	lxx?	3	0.446	G1497,2041,5495
ACT 7:41	PSA 135:15	med	mt	3	0.446	G1497,2041,5495
ACT 7:41	JER 7:22	med	mt	3	0.409	G0321,2250,2378
ACT 7:42	AMO 5:25	high	mt	7	0.634	G2048,2094,2378,2474,3624,4374,4968
ACT 7:42	1ES 5:48	med	mt	3	0.389	G0976,2316,4374
ACT 7:43	AMO 5:26	high	mt	8	0.877	G0353,0798,2316,3434,4160,4481,4633,5179
ACT 7:44	EXO 25:40	high	mt	3	0.508	G3708,4160,5179
ACT 7:44	LEV 1:1	high	mt	4	0.487	G2980,3142,3475,4633
ACT 7:44	2CH 1:3	med	mt	6	0.396	G1510,2048,3142,3475,4160,4633
ACT 7:46	PSA 132:5	high	mt	4	0.647	G2147,2316,2384,4638
ACT 7:46	GEN 6:8	med	mt	3	0.414	G2147,2316,5485
ACT 7:49	ISA 66:1	high	mt	11	0.922	G1093,2362,2663,2962,3004,3618,3624,3772,4228,5117,5286
ACT 7:49	LAM 2:1	high	mt	5	0.508	G1093,2962,3772,4228,5286
ACT 7:49	PSA 99:5	high	mt	3	0.481	G2962,4228,5286
ACT 7:50	JOB 12:9	high	mt	3	0.71	G3956,4160,5495
ACT 7:51	EZK 44:9	med	mt	3	0.304	G0040,0564,2588
ACT 7:52	2MA 10:22	high	mt	3	0.482	G0615,1096,4273
ACT 7:55	ODA 12:9	med	mt	3	0.341	G0816,3708,3772
ACT 7:55	PSA 63:3	med	mt	3	0.322	G0040,1391,3708
ACT 7:56	DAN 8:15	med	mt	3	0.34	G0444,2334,2476
ACT 7:56	PSA 33:13	med	mt	4	0.339	G0444,3708,3772,5207
ACT 7:57	2SA 19:5	med	mt	3	0.415	G2896,3173,5456
ACT 7:57	JER 31:3	med	mt	3	0.359	G2896,3173,5456
ACT 7:59	JOS 7:25	high	mt	3	0.495	G2424,2962,3036
ACT 7:59	JOS 4:15	med	mt	3	0.411	G2424,2962,3004
ACT 7:59	JOS 20:1	med	mt	3	0.38	G2424,2962,3004
ACT 7:60	2SA 19:5	high	mt	4	0.458	G2896,3004,3173,5456
ACT 7:60	PSA 142:2	med	mt	3	0.409	G2896,2962,5456
ACT 7:60	PSA 77:2	med	mt	3	0.397	G2896,2962,5456
ACT 8:1	2MA 1:1	med	mt	3	0.301	G2414,2449,5561
ACT 8:7	ISA 36:13	med	mt	3	0.317	G0994,3173,5456
ACT 8:7	2KI 18:28	med	mt	3	0.301	G0994,3173,5456
ACT 8:9	2CH 15:6	med	mt	3	0.319	G1484,1839,4172
ACT 8:9	1MA 3:10	med	mt	3	0.306	G1484,3173,4540
ACT 8:10	DEU 25:13	high	mt	3	0.595	G1510,3173,3398
ACT 8:10	JER 49:8	high	mt	5	0.528	G1411,2564,3173,3398,3956
ACT 8:10	JOB 3:19	med	mt	3	0.428	G1510,3173,3398
ACT 8:14	BAR 1:21	med	mt	4	0.311	G0191,0649,2316,3056
ACT 8:14	JER 9:19	med	mt	4	0.301	G0191,1209,2316,3056
ACT 8:16	JOS 6:27	med	mt	4	0.319	G1510,2424,2962,3686
ACT 8:17	NUM 27:18	high	mt	4	0.579	G2007,2983,4151,5495
ACT 8:17	EXO 29:15	high	mt	3	0.482	G2007,2983,5495
ACT 8:17	EXO 29:19	high	mt	3	0.458	G2007,2983,5495
ACT 8:18	1MA 14:32	med	mt	3	0.307	G1325,4613,5536
ACT 8:19	NUM 27:18	high	mt	5	0.495	G2007,2983,3004,4151,5495
ACT 8:19	4MA 5:15	med	mt	3	0.372	G1849,2983,3004
ACT 8:19	EXO 29:15	med	mt	3	0.369	G2007,2983,5495
ACT 8:20	ISA 52:3	med	mt	3	0.405	G0694,1431,3004
ACT 8:20	WIS 7:14	med	mt	4	0.335	G1431,1510,2316,2932
ACT 8:20	1CH 21:24	med	mt	3	0.32	G0694,1431,1510
ACT 8:21	DEU 14:27	high	mt	3	0.566	G1510,2819,3310
ACT 8:21	DEU 10:9	high	mt	3	0.537	G1510,2819,3310
ACT 8:21	WIS 5:5	med	mt	3	0.444	G1510,2316,2819
ACT 8:22	JOL 2:13	med	mt	4	0.361	G2549,2588,2962,3340
ACT 8:22	ODA 12:7	med	mt	3	0.346	G2549,2962,3340
ACT 8:23	DEU 29:17	med	mt	3	0.369	G1510,4088,5521
ACT 8:24	DEU 3:23	high	mt	3	0.474	G1189,2962,3004
ACT 8:24	EZK 2:4	med	mt	3	0.362	G2046,2962,3004
ACT 8:24	GEN 43:20	med	mt	3	0.354	G1189,2962,3004
ACT 8:25	PSA 68:12	med	mt	3	0.335	G2097,2962,4183
ACT 8:25	NUM 15:22	med	mt	3	0.301	G1263,2962,2980
ACT 8:26	2KI 1:15	med	mt	5	0.396	G0032,0450,2597,2962,2980
ACT 8:26	JDG 13:11	med	mt	5	0.364	G0032,0450,1510,2980,4198
ACT 8:26	ZEP 2:4	med	mt	3	0.344	G1048,1510,3314
ACT 8:27	EST 1:12	med	mt	3	0.375	G0938,2064,2135
ACT 8:30	ISA 39:3	med	mt	3	0.323	G2268,3004,4396
ACT 8:32	ISA 53:7	high	mt	8	0.786	G0071,0286,0455,0880,2751,4263,4750,4967
ACT 8:32	PSA 39:10	med	mt	3	0.31	G0455,1510,4750
ACT 8:33	ISA 53:8	high	mt	7	0.84	G0142,1074,1093,1334,2222,2920,5014
ACT 9:4	1SA 19:6	high	mt	4	0.485	G0191,3004,4549,5456
ACT 9:4	JER 49:13	high	mt	4	0.468	G0191,1093,3004,5456
ACT 9:4	DAN 10:9	high	mt	4	0.457	G0191,1093,4098,5456
ACT 9:5	JOS 4:15	high	mt	3	0.647	G2424,2962,3004
ACT 9:5	JOS 20:1	high	mt	3	0.597	G2424,2962,3004
ACT 9:5	EZK 35:6	high	mt	3	0.502	G1377,2962,3004
ACT 9:6	LEV 4:2	high	mt	3	0.526	G1163,2980,4160
ACT 9:6	1SA 21:1	high	mt	3	0.466	G0450,1525,4172
ACT 9:6	2SA 17:6	med	mt	3	0.37	G1525,2980,4160
ACT 9:8	EZK 37:12	med	mt	3	0.302	G0455,1093,1521
ACT 9:9	JDG 19:4	high	mt	4	0.513	G2250,4095,5140,5315
ACT 9:9	1CH 12:40	high	mt	4	0.494	G1510,2250,4095,5140
ACT 9:9	TOB 12:19	med	mt	3	0.438	G2250,4095,5315
ACT 9:10	ISA 30:10	med	mt	3	0.403	G3004,3705,3708
ACT 9:10	AMO 5:27	med	mt	4	0.393	G1154,2962,3004,3686
ACT 9:11	1MA 3:1	med	mt	3	0.428	G0450,2455,2564
ACT 9:11	JER 36:7	med	mt	3	0.35	G2212,2962,4336
ACT 9:12	DAN 1:7	high	mt	3	0.574	G0367,2007,3686
ACT 9:13	NEH 7:2	med	mt	4	0.443	G0367,0435,2419,4183
ACT 9:13	PRO 35:20	med	mt	3	0.426	G0435,2556,4183
ACT 9:14	JOB 5:8	high	mt	3	0.452	G1210,1941,3956
ACT 9:14	DEU 28:10	med	mt	3	0.334	G1941,3686,3956
ACT 9:15	2KI 18:14	med	mt	3	0.307	G0935,0941,3004
ACT 9:17	NUM 27:18	med	mt	6	0.357	G2007,2424,2962,3004,4151,5495
ACT 9:17	GEN 32:2	med	mt	4	0.333	G0308,0565,3598,3708
ACT 9:20	JOS 9:27	med	mt	3	0.381	G2316,2424,4864
ACT 9:21	JOB 5:8	med	mt	3	0.333	G1210,1941,3956
ACT 9:26	2SA 20:2	med	mt	3	0.362	G2419,2853,3956
ACT 9:27	JOS 20:1	med	mt	3	0.32	G2424,2962,2980
ACT 9:27	JOS 6:27	med	mt	3	0.311	G2424,2962,3686
ACT 9:28	JER 17:19	high	mt	4	0.455	G1531,1607,2419,2962
ACT 9:28	EZK 20:29	med	mt	3	0.378	G1510,1531,3686
ACT 9:31	1MA 12:9	med	mt	3	0.405	G0040,2192,3874
ACT 9:31	SIR 16:2	med	mt	3	0.305	G2962,4129,5401
ACT 9:32	TOB 2:1	med	mt	3	0.303	G0040,1096,2718
ACT 9:35	1CH 5:16	med	mt	3	0.44	G2730,3956,4565
ACT 9:36	TOB 4:11	med	mt	4	0.339	G0018,1510,1654,4160
ACT 9:36	SIR 16:14	med	mt	3	0.332	G1654,2041,4160
ACT 9:37	2KI 4:11	med	mt	3	0.426	G1096,2250,5253
ACT 9:37	1SA 25:38	med	mt	3	0.321	G0599,1096,2250
ACT 9:39	JOS 11:5	med	mt	3	0.32	G3854,3956,4905
ACT 9:40	1KI 8:54	med	mt	3	0.365	G0450,1119,4336
ACT 9:40	PSA 17:11	med	mt	3	0.321	G1544,3788,5087
ACT 9:40	1KI 8:29	med	mt	3	0.314	G0455,3788,4336
ACT 9:42	TOB 2:14	med	mt	3	0.37	G1110,2962,4100
ACT 9:43	1MA 13:11	high	mt	3	0.703	G2425,2445,3306
ACT 10:2	TOB 1:16	high	mt	3	0.471	G1654,4160,4183
ACT 10:2	SIR 43:33	med	mt	3	0.415	G2152,3956,4160
ACT 10:2	TOB 4:8	med	mt	3	0.366	G1654,4160,5399
ACT 10:3	ISA 30:10	med	mt	3	0.369	G3004,3705,3708
ACT 10:10	1SA 14:15	med	mt	3	0.342	G1096,1611,2309
ACT 10:11	GEN 1:1	med	mt	3	0.391	G0746,1093,3772
ACT 10:11	DAN 7:2	med	mt	4	0.353	G2334,3173,3772,5064
ACT 10:12	JOB 35:11	high	mt	4	0.765	G1093,3772,4071,5074
ACT 10:12	JOB 12:7	high	mt	3	0.584	G3772,4071,5074
ACT 10:12	PSA 148:10	high	mt	3	0.521	G2062,3956,4071
ACT 10:13	1KI 19:21	med	mt	3	0.423	G0450,2380,5315
ACT 10:13	1SA 28:23	med	mt	3	0.377	G0450,5315,5456
ACT 10:14	EZK 4:13	high	mt	4	0.547	G0169,2962,3004,5315
ACT 10:14	JDG 13:4	high	mt	3	0.462	G0169,3956,5315
ACT 10:14	HOS 9:3	high	mt	3	0.458	G0169,2962,5315
ACT 10:16	2KI 2:11	med	mt	3	0.354	G0353,1096,3772
ACT 10:17	DAN 8:2	med	mt	3	0.309	G1510,3705,3708
ACT 10:19	ISA 30:10	med	mt	3	0.402	G3004,3705,3708
ACT 10:21	PSA 139:8	med	mt	3	0.439	G1510,2597,3918
ACT 10:25	2KI 4:37	high	mt	4	0.635	G1525,4098,4228,4352
ACT 10:25	PSA 132:7	high	mt	3	0.487	G1525,4228,4352
ACT 10:25	2SA 14:4	high	mt	3	0.481	G1525,4098,4352
ACT 10:26	EZK 38:14	med	mt	3	0.396	G0444,1453,3004
ACT 10:26	2KI 4:31	med	mt	3	0.39	G1453,1510,3004
ACT 10:26	ODA 5:19	med	mt	3	0.388	G0450,1453,1510
ACT 10:28	3MA 5:20	med	mt	3	0.306	G0111,2453,5346
ACT 10:30	ZEC 7:1	med	mt	3	0.311	G1510,1766,5067
ACT 10:31	PSA 61:2	med	mt	3	0.413	G1522,2316,4335
ACT 10:33	1SA 9:6	med	mt	4	0.368	G2316,3854,3918,3956
ACT 10:33	2MA 5:24	med	mt	3	0.33	G3956,3992,4367
ACT 10:33	EST 3:2	med	mt	3	0.327	G3956,4160,4367
ACT 10:34	PSA 39:10	high	mt	3	0.609	G0455,1510,4750
ACT 10:34	PRO 31:8	med	mt	3	0.428	G0455,2316,4750
ACT 10:34	PSA 5:10	med	mt	4	0.382	G0225,0455,1510,4750
ACT 10:35	JOB 33:26	med	mt	3	0.428	G1184,1343,1510
ACT 10:36	PSA 128:6	med	mt	3	0.373	G1515,2474,5207
ACT 10:36	PSA 28:8	med	mt	3	0.371	G1510,2962,5547
ACT 10:36	EZR 5:7	med	mt	3	0.362	G0649,1515,3956
ACT 10:39	EZK 15:3	med	mt	4	0.423	G2910,3586,3956,4160
ACT 10:39	EST 8:7	med	mt	4	0.356	G2453,2910,3586,3956
ACT 10:40	ISA 2:2	med	mt	3	0.389	G1717,2250,2316
ACT 10:40	GEN 1:13	med	mt	3	0.387	G1096,2250,5154
ACT 10:40	GEN 31:5	med	mt	3	0.352	G2250,2316,5154
ACT 10:41	EXO 18:12	med	mt	3	0.318	G2316,3956,4906
ACT 10:42	PSA 50:7	med	mt	4	0.379	G1263,1510,2316,2992
ACT 10:42	DAN 3:4	med	mt	3	0.359	G2784,2992,3853
ACT 10:43	SUS 1:41	high	mt	3	0.474	G3140,3956,4100
ACT 10:44	2SA 23:2	med	mt	3	0.441	G2980,3056,4151
ACT 10:44	JER 51:16	med	mt	3	0.43	G0191,2980,3056
ACT 10:44	JER 10:1	med	mt	3	0.42	G0191,2980,3056
ACT 10:46	2SA 7:22	high	mt	3	0.525	G0191,2316,3170
ACT 10:46	PSA 62:12	high	mt	3	0.493	G0191,2316,2980
ACT 10:46	JER 7:13	high	mt	3	0.46	G0191,0611,2980
ACT 10:48	JDT 12:7	med	mt	3	0.317	G0907,2250,4367
ACT 11:1	JER 7:2	high	mt	3	0.622	G0191,2449,3056
ACT 11:1	JER 7:27	med	mt	4	0.439	G0191,1209,1484,3056
ACT 11:1	DEU 33:3	med	mt	3	0.409	G1209,1510,3056
ACT 11:6	JOB 35:11	high	mt	4	0.585	G1093,3772,4071,5074
ACT 11:6	PSA 148:10	high	mt	3	0.523	G2062,2342,4071
ACT 11:6	GEN 1:24	high	mt	4	0.469	G1093,2062,2342,5074
ACT 11:7	1SA 28:23	med	mt	4	0.432	G0191,0450,5315,5456
ACT 11:7	JER 49:13	med	mt	3	0.422	G0191,3004,5456
ACT 11:7	1KI 19:21	med	mt	3	0.398	G0450,2380,5315
ACT 11:8	2CH 23:19	med	mt	3	0.378	G0169,1525,2962
ACT 11:8	EZK 4:13	med	mt	3	0.342	G0169,2962,3004
ACT 11:11	ZEC 1:10	med	mt	3	0.377	G0435,1510,2186
ACT 11:12	EZK 3:24	med	mt	4	0.333	G1525,2064,3624,4151
ACT 11:12	EZK 33:30	med	mt	3	0.314	G0080,3004,4905
ACT 11:13	1MA 15:28	med	mt	3	0.37	G0649,2445,3004
ACT 11:13	2KI 14:8	med	mt	4	0.347	G0032,0649,3004,3708
ACT 11:13	JOB 5:1	med	mt	3	0.318	G0032,1941,3708
ACT 11:14	1KI 16:12	high	mt	3	0.609	G2980,3624,4487
ACT 11:17	NUM 11:28	med	mt	3	0.343	G2424,2962,2967
ACT 11:18	1MA 5:63	med	mt	3	0.335	G0191,1392,1484
ACT 11:21	DEU 33:6	med	mt	3	0.402	G0706,1510,4183
ACT 11:22	JER 35:7	med	mt	3	0.439	G0191,3056,3775
ACT 11:22	1SA 8:21	med	mt	3	0.36	G0191,3056,3775
ACT 11:22	EZK 3:10	med	mt	3	0.356	G0191,3056,3775
ACT 11:24	RUT 1:21	med	mt	3	0.322	G2425,2962,4134
ACT 11:24	JOB 32:18	med	mt	3	0.317	G1510,4134,4151
ACT 11:28	2MA 2:22	med	mt	4	0.356	G1096,3195,3625,3650
ACT 11:28	1MA 9:24	med	mt	3	0.345	G1096,3042,3173
ACT 11:28	ODA 7:45	med	mt	3	0.328	G1510,3625,3650
ACT 11:30	2KI 10:5	high	mt	3	0.475	G0649,4160,4245
ACT 12:1	2CH 29:23	med	mt	3	0.371	G0935,1577,5495
ACT 12:3	NEH 13:23	med	mt	3	0.345	G2250,2453,3708
ACT 12:3	EXO 13:7	med	mt	4	0.342	G0106,1510,2250,3708
ACT 12:4	1MA 12:34	med	mt	4	0.326	G1014,3860,5087,5442
ACT 12:5	JOB 35:10	med	mt	3	0.446	G1510,2316,5438
ACT 12:5	PSA 90:1	med	mt	3	0.36	G1096,2316,4335
ACT 12:8	EZK 16:10	high	mt	3	0.496	G2224,4016,5265
ACT 12:8	ZEC 3:5	med	mt	3	0.326	G0032,2440,4016
ACT 12:9	DEU 28:34	high	mt	3	0.46	G0991,1510,3705
ACT 12:9	PRO 16:25	med	mt	3	0.314	G0991,1380,1510
ACT 12:10	1CH 26:16	med	mt	3	0.307	G1208,4439,5438
ACT 12:11	HAG 1:13	med	mt	4	0.373	G0032,2962,2992,3004
ACT 12:11	2KI 18:35	med	mt	4	0.343	G1807,2962,3956,5495
ACT 12:11	JER 1:8	med	mt	3	0.302	G1807,2962,3004
ACT 12:15	HAG 1:13	med	mt	3	0.417	G0032,1510,3004
ACT 12:15	ZEC 4:4	med	mt	3	0.305	G0032,1510,3004
ACT 12:18	JDG 11:35	med	mt	3	0.339	G1096,1510,5017
ACT 12:20	1CH 22:4	med	mt	3	0.402	G1510,4606,5183
ACT 13:2	LEV 20:26	med	mt	3	0.402	G0040,0873,2962
ACT 13:2	EZK 45:4	med	mt	4	0.377	G0040,0873,2962,3008
ACT 13:5	2MA 9:17	high	mt	3	0.463	G2316,2453,2605
ACT 13:5	2MA 8:36	med	mt	3	0.305	G2192,2453,2605
ACT 13:7	2KI 22:18	high	mt	4	0.494	G0191,1934,2316,3056
ACT 13:7	JOB 34:34	med	mt	3	0.384	G0191,0435,4908
ACT 13:10	EZK 33:17	med	mt	4	0.357	G2117,2962,3598,5207
ACT 13:10	JDG 5:6	med	mt	3	0.347	G1294,3598,5207
ACT 13:10	PSA 58:2	med	mt	3	0.341	G1343,2117,5207
ACT 13:11	ISA 29:18	med	mt	3	0.333	G0991,4655,5185
ACT 13:11	EXO 4:11	med	mt	3	0.3	G0991,2962,5185
ACT 13:12	PSA 27:13	med	mt	3	0.329	G2962,3708,4100
ACT 13:14	EZR 8:32	med	mt	3	0.395	G2064,2250,2523
ACT 13:14	1MA 9:43	med	mt	3	0.316	G2064,2250,4521
ACT 13:15	JOB 21:2	high	mt	3	0.497	G1510,3056,3874
ACT 13:15	NEH 8:8	med	mt	3	0.415	G0320,2992,3551
ACT 13:15	HAG 1:3	med	mt	3	0.329	G3004,3056,4396
ACT 13:16	2CH 10:15	med	mt	5	0.332	G0191,0450,2316,3004,5495
ACT 13:17	DEU 9:29	high	mt	6	0.537	G0125,1023,1093,1806,2992,5308
ACT 13:17	BAR 2:11	high	mt	8	0.454	G0125,1023,1093,1806,2316,2474,2992,5308
ACT 13:17	DAN 9:15	med	mt	6	0.443	G0125,1023,1806,2316,2992,5308
ACT 13:20	2CH 18:5	med	mt	3	0.366	G1325,4396,5071
ACT 13:21	1SA 10:21	high	mt	6	0.67	G0435,0958,2797,4549,5207,5443
ACT 13:21	1SA 14:51	high	mt	3	0.592	G2797,4549,5207
ACT 13:21	1SA 9:1	high	mt	4	0.571	G0435,0958,2797,5207
ACT 13:22	1SA 16:22	med	mt	4	0.33	G1138,2147,2421,3004
ACT 13:22	1KI 5:22	med	mt	4	0.321	G2307,3004,3956,4160
ACT 13:22	4MA 18:16	med	mt	3	0.311	G2307,3004,4160
ACT 13:23	ISA 45:15	med	mt	3	0.441	G2316,2474,4990
ACT 13:25	JOS 5:15	med	mt	5	0.438	G1510,3004,3089,4228,5266
ACT 13:25	EXO 3:5	med	mt	4	0.407	G1510,3089,4228,5266
ACT 13:26	1MA 12:21	med	mt	3	0.431	G0011,0080,1085
ACT 13:26	1ES 8:47	med	mt	3	0.395	G0080,0435,5207
ACT 13:27	JER 13:13	med	mt	5	0.342	G2419,2730,3956,4137,4396
ACT 13:27	2KI 23:2	med	mt	5	0.322	G0314,2419,2730,3956,4396
ACT 13:27	JER 43:14	med	mt	3	0.308	G0314,0758,3956
ACT 13:29	EZR 6:11	med	mt	4	0.313	G2507,3586,3956,5087
ACT 13:33	JOS 6:12	med	mt	3	0.319	G0450,1208,2424
ACT 13:34	PSA 16:10	med	mt	3	0.409	G1312,1325,3741
ACT 13:35	PSA 16:10	high	mt	4	0.681	G1312,1325,3708,3741
ACT 13:38	2MA 9:17	med	mt	3	0.37	G1510,2605,3956
ACT 13:41	HAB 1:5	high	mt	9	0.903	G0853,1555,2038,2041,2250,2296,2707,3708,4100
ACT 13:41	SIR 42:15	med	mt	3	0.418	G1555,2041,3708
ACT 13:41	EXO 20:9	med	mt	3	0.384	G2038,2041,2250
ACT 13:43	WIS 3:9	med	mt	3	0.349	G3982,4357,5485
ACT 13:44	1MA 9:43	high	mt	3	0.498	G0191,2064,4521
ACT 13:44	NEH 4:2	high	mt	3	0.494	G2064,3956,4863
ACT 13:44	JDG 20:11	med	mt	3	0.411	G3956,4172,4863
ACT 13:47	ISA 49:6	high	mt	7	0.533	G1093,1484,1510,2078,4991,5087,5457
ACT 13:47	PSA 44:5	high	mt	3	0.466	G1510,1781,4991
ACT 13:47	ISA 45:22	med	mt	3	0.348	G1093,1510,2078
ACT 13:48	JER 25:8	med	mt	3	0.43	G2962,3056,4100
ACT 13:48	1MA 10:25	med	mt	3	0.324	G1484,3056,5463
ACT 13:48	1MA 5:63	med	mt	3	0.324	G0191,1392,1484
ACT 14:2	1MA 11:30	med	mt	3	0.307	G0080,1484,2453
ACT 14:3	PSA 105:27	med	mt	3	0.397	G3056,4592,5059
ACT 14:3	DEU 6:22	med	mt	4	0.317	G1325,2962,4592,5059
ACT 14:5	LEV 20:2	med	mt	3	0.316	G0758,1484,3036
ACT 14:9	PSA 113:13	med	lxx?	3	0.326	G2192,2980,3708
ACT 14:9	PSA 135:16	med	mt	3	0.326	G2192,2980,3708
ACT 14:11	PSA 28:1	high	mt	3	0.463	G2316,2597,3666
ACT 14:11	2KI 9:32	med	mt	3	0.356	G1869,2597,3708
ACT 14:15	1ES 4:2	med	mt	5	0.395	G0435,0444,1093,2281,3956
ACT 14:15	4MA 12:13	med	mt	3	0.371	G0444,1510,3663
ACT 14:20	1SA 21:1	high	mt	3	0.497	G0450,1525,4172
ACT 14:20	2KI 6:15	high	mt	4	0.472	G0450,1831,2944,4172
ACT 14:20	SNG 3:2	med	mt	3	0.417	G0450,2944,4172
ACT 14:22	PSA 77:3	med	mt	4	0.311	G2316,2347,3870,5590
ACT 14:25	JER 22:1	high	mt	3	0.683	G2597,2980,3056
ACT 14:26	WIS 8:4	med	mt	3	0.38	G1510,2041,2316
ACT 14:27	2SA 10:17	med	mt	3	0.336	G0312,3854,4863
ACT 15:4	3MA 1:9	med	mt	4	0.335	G2316,2414,3854,4160
ACT 15:6	2CH 10:6	high	mt	3	0.467	G3056,4245,4863
ACT 15:7	ECC 3:15	med	mt	3	0.382	G1096,2214,2316
ACT 15:7	JER 25:8	med	mt	3	0.326	G3004,3056,4100
ACT 15:11	GEN 47:25	med	mt	3	0.408	G2962,4982,5485
ACT 15:11	JOS 10:40	med	mt	4	0.379	G2424,2962,4982,5158
ACT 15:11	JOS 8:27	med	mt	3	0.336	G2424,2962,5158
ACT 15:12	JER 39:20	med	mt	3	0.439	G4160,4592,5059
ACT 15:12	DEU 11:3	med	mt	4	0.4	G3956,4160,4592,5059
ACT 15:13	JDG 18:14	med	mt	3	0.42	G0080,0435,0611
ACT 15:14	1MA 3:26	high	mt	3	0.556	G1484,1834,3686
ACT 15:15	2CH 26:22	med	mt	3	0.34	G1125,3056,4396
ACT 15:15	2CH 13:22	med	mt	3	0.314	G1125,3056,4396
ACT 15:16	AMO 9:11	high	mt	4	0.486	G0456,1138,4098,4633
ACT 15:17	AMO 9:12	high	mt	10	0.983	G0444,1484,1567,1941,2645,2962,3004,3686,3956,4160
ACT 15:17	LAM 3:55	high	mt	3	0.532	G1941,2962,3686
ACT 15:17	DEU 28:10	high	mt	5	0.493	G1484,1941,2962,3686,3956
ACT 15:21	EXO 35:20	med	mt	3	0.312	G3475,3956,4864
ACT 15:21	NUM 16:3	med	mt	4	0.303	G2192,3475,3956,4864
ACT 15:21	NUM 15:33	med	mt	4	0.301	G3475,3956,4521,4864
ACT 15:22	1MA 13:8	med	mt	3	0.302	G0080,2233,2455
ACT 15:23	1MA 11:30	med	mt	3	0.319	G0080,1484,5463
ACT 15:26	JOS 6:27	high	mt	3	0.478	G2424,2962,3686
ACT 15:26	JOS 2:24	high	mt	3	0.471	G2424,2962,3860
ACT 15:27	2SA 11:18	high	mt	3	0.66	G0518,0649,3056
ACT 15:27	1MA 5:38	med	mt	3	0.445	G0518,0649,2455
ACT 15:32	1CH 7:22	med	mt	3	0.346	G0080,3870,4183
ACT 15:32	1MA 5:53	med	mt	3	0.336	G1510,2455,3870
ACT 15:35	PSA 68:12	med	mt	3	0.403	G2097,2962,4183
ACT 15:36	EZK 3:16	med	mt	4	0.321	G2250,2962,3004,3056
ACT 15:36	1ES 8:12	med	mt	3	0.315	G1980,2192,2962
ACT 15:40	1MA 12:45	med	mt	3	0.432	G1951,3860,5485
ACT 15:40	1MA 10:74	med	mt	3	0.376	G0080,1831,1951
ACT 15:40	DEU 21:10	med	mt	3	0.368	G1831,2962,3860
ACT 16:1	NEH 13:23	med	mt	3	0.305	G1135,2453,3708
ACT 16:3	2MA 13:18	med	mt	3	0.38	G2453,2983,5117
ACT 16:3	2MA 11:2	med	mt	3	0.333	G0537,1672,2453
ACT 16:3	2MA 4:36	med	mt	3	0.301	G1672,2453,5117
ACT 16:6	2SA 23:2	med	mt	3	0.333	G2980,3056,4151
ACT 16:9	GEN 46:2	med	mt	3	0.408	G1510,3571,3705
ACT 16:9	PSA 86:17	med	mt	3	0.314	G0997,3708,3870
ACT 16:9	ISA 30:10	med	mt	3	0.309	G3004,3705,3708
ACT 16:12	JER 42:7	med	mt	3	0.386	G1304,1510,2250
ACT 16:12	DEU 14:27	med	mt	3	0.359	G1510,3310,4172
ACT 16:12	LEV 14:8	med	mt	3	0.338	G1304,1510,2250
ACT 16:13	JOB 6:29	med	mt	3	0.416	G1510,2523,4905
ACT 16:13	1MA 15:10	med	mt	3	0.303	G1510,1831,4905
ACT 16:14	JER 51:16	med	mt	4	0.303	G0191,2962,2980,3686
ACT 16:15	PSA 135:14	med	mt	3	0.345	G2919,2962,3870
ACT 16:15	JER 2:9	med	mt	3	0.308	G2919,2962,3004
ACT 16:17	2MA 9:17	med	mt	3	0.382	G1510,2316,2605
ACT 16:17	PSA 88:2	med	mt	3	0.374	G2316,2896,4991
ACT 16:17	PSA 57:3	med	mt	3	0.332	G2316,2896,5310
ACT 16:21	2MA 8:36	med	mt	3	0.32	G1510,2605,4514
ACT 16:28	1ES 9:10	high	mt	4	0.594	G0537,3173,5455,5456
ACT 16:28	JER 39:23	med	mt	3	0.343	G0537,2556,5456
ACT 16:30	JER 46:18	med	mt	3	0.38	G2962,4982,5346
ACT 16:30	JER 49:11	med	mt	3	0.364	G2962,4982,5346
ACT 16:30	LEV 4:2	med	mt	3	0.349	G1163,2962,4160
ACT 16:31	JER 25:8	high	mt	3	0.61	G2962,3004,4100
ACT 16:31	JOS 4:15	high	mt	3	0.541	G2424,2962,3004
ACT 16:31	JOS 20:1	high	mt	3	0.5	G2424,2962,3004
ACT 16:32	EXO 20:1	high	mt	3	0.582	G2980,3056,3956
ACT 16:32	EST 4:9	high	mt	3	0.539	G2980,3056,3956
ACT 16:35	NEH 6:8	med	mt	3	0.347	G0649,1096,3004
ACT 16:36	2SA 11:18	med	mt	3	0.327	G0518,0649,3056
ACT 16:38	DEU 13:12	med	mt	3	0.348	G0191,4487,5399
