# OT-in-NT quotations via LXX Strong's overlap (IDF-weighted); shoresh lxx.build_quotations
# ot_ref is Masoretic/English numbering; vrs=lxx? marks a boundary Psalm left in LXX numbering (needs V1 verse-map)
nt_ref	ot_ref	confidence	vrs	n_shared	score	shared_strongs
LUK 6:26	JER 33:11	high	mt	3	0.495	G0444,3956,5578
LUK 6:26	JER 6:13	high	mt	3	0.493	G3956,4160,5578
LUK 6:30	1CH 29:14	med	mt	3	0.35	G1325,3956,4674
LUK 6:31	EST 6:6	high	mt	3	0.723	G0444,2309,4160
LUK 6:33	NUM 10:32	high	mt	3	0.637	G0015,1510,4160
LUK 6:33	SIR 12:1	med	mt	3	0.367	G1510,4160,5485
LUK 6:39	ISA 47:11	med	mt	3	0.441	G0999,1410,1706
LUK 6:41	GEN 45:12	med	mt	3	0.312	G0080,0991,3788
LUK 6:43	EZK 17:8	high	mt	4	0.466	G1510,2570,2590,4160
LUK 6:45	ECC 2:15	med	mt	3	0.399	G2588,2980,4051
LUK 6:46	HOS 2:18	high	mt	3	0.7	G2564,2962,3004
LUK 6:46	EZK 38:21	high	mt	3	0.456	G2564,2962,3004
LUK 6:46	EXO 10:16	high	mt	3	0.45	G2564,2962,3004
LUK 6:47	ISA 62:7	high	mt	3	0.5	G1510,3664,4160
LUK 6:47	1CH 17:20	high	mt	4	0.485	G0191,1510,3664,3956
LUK 6:47	EZK 5:9	high	mt	3	0.46	G3664,3956,4160
LUK 6:49	ISA 25:2	med	mt	3	0.356	G2310,3618,4098
LUK 6:49	ISA 62:7	med	mt	4	0.343	G1093,1510,3664,4160
LUK 7:1	NEH 11:24	med	mt	3	0.378	G2992,3956,4487
LUK 7:1	1KI 13:33	med	mt	3	0.35	G2992,4137,4487
LUK 7:3	EXO 3:13	med	mt	3	0.382	G0649,2064,2065
LUK 7:3	NEH 2:19	med	mt	3	0.345	G0191,1401,2064
LUK 7:3	JER 45:27	med	mt	3	0.326	G0191,2064,2065
LUK 7:4	JOS 9:8	med	mt	3	0.385	G1510,2424,3854
LUK 7:4	4MA 17:8	med	mt	3	0.345	G0514,1510,3004
LUK 7:7	JER 17:15	med	mt	3	0.449	G2064,3004,3056
LUK 7:7	NUM 22:16	med	mt	3	0.369	G0515,2064,3004
LUK 7:8	1MA 11:27	med	mt	3	0.304	G0243,2192,4160
LUK 7:11	2SA 15:12	med	mt	5	0.368	G1096,2564,4172,4183,4198
LUK 7:11	TOB 1:3	med	mt	3	0.353	G4183,4198,4848
LUK 7:11	JDG 1:26	med	mt	3	0.328	G2564,4172,4198
LUK 7:13	JER 22:18	high	mt	3	0.51	G2799,2962,3004
LUK 7:16	EZK 39:13	med	mt	4	0.431	G1392,2992,3004,3956
LUK 7:16	MAL 1:6	med	mt	3	0.341	G1392,3004,5401
LUK 7:16	SIR 43:28	med	mt	3	0.341	G1392,3173,3956
LUK 7:17	JER 7:2	high	mt	3	0.498	G2449,3056,3956
LUK 7:20	1MA 16:19	med	mt	3	0.352	G0649,2491,3854
LUK 7:20	2SA 14:29	med	mt	3	0.316	G0649,2064,3854
LUK 7:22	ISA 42:18	high	mt	5	0.523	G0191,0308,2974,3708,5185
LUK 7:22	ISA 35:5	med	mt	3	0.345	G0191,2974,5185
LUK 7:24	1MA 9:36	med	mt	3	0.388	G0565,1831,2491
LUK 7:27	2KI 14:8	high	mt	4	0.528	G0032,0649,3708,4383
LUK 7:27	EXO 23:20	med	mt	4	0.427	G0032,0649,3598,4383
LUK 7:27	JDG 6:22	med	mt	4	0.386	G0032,1510,3708,4383
LUK 7:28	JOB 25:4	high	mt	3	0.548	G1084,1135,1510
LUK 7:28	JOB 15:14	med	mt	3	0.449	G1084,1135,1510
LUK 7:28	JOB 11:2	med	mt	4	0.441	G1084,1135,1510,3004
LUK 7:33	PRO 9:5	med	mt	4	0.446	G0740,2064,3631,4095
LUK 7:33	DEU 32:38	med	mt	3	0.365	G2068,3631,4095
LUK 7:33	ODA 2:38	med	mt	3	0.365	G2068,3631,4095
LUK 7:34	JOB 1:18	med	mt	5	0.309	G2064,2068,3004,4095,5207
LUK 7:36	JDG 18:15	med	mt	3	0.385	G1525,2065,3624
LUK 7:39	SUS 1:54	high	mt	3	0.471	G1510,3708,4217
LUK 7:39	PSA 74:9	med	mt	4	0.343	G1097,1510,3708,4396
LUK 7:41	2KI 4:1	med	mt	3	0.323	G1157,1510,1520
LUK 7:42	ISA 57:8	med	mt	3	0.339	G0025,2192,4119
LUK 7:47	ECC 5:11	med	mt	3	0.397	G0863,3641,4183
LUK 7:49	1ES 4:7	med	mt	3	0.32	G0863,1510,3004
LUK 7:49	NUM 15:25	med	mt	3	0.317	G0266,0863,1510
LUK 8:1	JOS 13:30	high	mt	4	0.471	G0932,1096,2968,4172
LUK 8:2	TOB 6:8	med	mt	4	0.364	G1135,1140,4151,4190
LUK 8:5	1KI 16:4	med	mt	3	0.382	G2719,3772,4071
LUK 8:8	PSA 113:14	med	lxx?	3	0.382	G0191,2192,3775
LUK 8:10	ISA 6:9	med	mt	3	0.382	G0191,0991,4920
LUK 8:10	ECC 1:17	med	mt	3	0.314	G1097,1325,3850
LUK 8:15	2SA 15:3	med	mt	4	0.358	G0018,0191,1510,3056
LUK 8:15	JER 22:29	med	mt	3	0.317	G0191,1093,3056
LUK 8:16	EXO 35:14	high	mt	3	0.48	G3087,4632,5457
LUK 8:16	ZEC 4:2	med	mt	3	0.44	G0991,3087,3088
LUK 8:16	2CH 4:20	med	mt	3	0.411	G3087,3088,5457
LUK 8:18	JOB 31:35	high	mt	3	0.471	G0191,1325,2192
LUK 8:18	NUM 7:9	med	mt	3	0.404	G0142,1325,2192
LUK 8:20	1MA 13:28	high	mt	3	0.469	G0080,2476,3384
LUK 8:20	JDG 14:2	high	mt	3	0.469	G0518,3384,3708
LUK 8:20	1SA 19:3	med	mt	3	0.402	G0518,2476,3708
LUK 8:21	EXO 19:8	high	mt	5	0.492	G0191,0611,2316,3056,4160
LUK 8:21	SIR 11:8	high	mt	3	0.49	G0191,0611,3056
LUK 8:21	2KI 18:36	high	mt	3	0.489	G0611,3004,3056
LUK 8:28	SIR 50:16	med	mt	5	0.42	G0349,3173,5207,5310,5456
LUK 8:28	1MA 2:27	med	mt	4	0.336	G0349,3004,3173,5456
LUK 8:28	1SA 4:5	med	mt	3	0.332	G0349,3173,5456
LUK 8:30	JOS 6:27	med	mt	3	0.42	G1510,2424,3686
LUK 8:30	ZEC 4:4	med	mt	3	0.395	G1510,1905,3004
LUK 8:30	JDG 1:1	med	mt	3	0.357	G1905,2424,3004
LUK 8:34	1SA 19:3	med	mt	3	0.418	G0068,0518,3708
LUK 8:34	GEN 39:13	med	mt	3	0.321	G1096,3708,5343
LUK 8:35	1KI 13:14	med	mt	4	0.434	G0444,2064,2147,2521
LUK 8:35	BEL 1:40	med	mt	3	0.308	G1831,2521,3708
LUK 8:35	GEN 44:28	med	mt	3	0.307	G1096,1831,3708
LUK 8:39	JOS 2:23	high	mt	3	0.462	G1334,2424,5290
LUK 8:40	JOS 2:23	med	mt	3	0.316	G2424,3956,5290
LUK 8:41	EZK 3:24	med	mt	4	0.337	G1525,2064,3624,4228
LUK 8:41	2KI 4:37	med	mt	3	0.324	G1525,4098,4228
LUK 8:42	TOB 6:11	med	mt	3	0.304	G1510,2364,3439
LUK 8:43	LEV 15:19	med	mt	4	0.388	G0129,1135,1510,4511
LUK 8:43	LEV 15:25	med	mt	4	0.387	G0129,1135,1510,4511
LUK 8:43	LEV 20:18	med	mt	3	0.341	G0129,1135,4511
LUK 8:44	LEV 15:19	med	mt	3	0.36	G0129,0680,4511
LUK 8:47	LEV 5:3	med	mt	3	0.313	G0680,2990,3956
LUK 8:51	1ES 4:21	med	mt	3	0.377	G0863,3384,3962
LUK 8:51	EXO 12:23	med	mt	3	0.327	G0863,1525,3614
LUK 8:52	JER 22:18	high	mt	3	0.552	G2799,2875,3004
LUK 8:52	JER 41:5	high	mt	3	0.536	G0599,2799,2875
LUK 8:52	1MA 9:20	med	mt	3	0.398	G2799,2875,3956
LUK 8:55	1KI 11:18	med	mt	3	0.333	G0450,1299,1325
LUK 8:55	ECC 12:7	med	mt	3	0.301	G1325,1994,4151
LUK 9:2	TOB 12:14	med	mt	3	0.433	G0649,2316,2390
LUK 9:2	ISA 61:1	med	mt	3	0.389	G0649,2390,2784
LUK 9:4	JDG 19:23	med	mt	3	0.411	G1525,1831,3614
LUK 9:7	GEN 23:8	med	mt	3	0.337	G0191,3004,3498
LUK 9:8	SIR 48:1	med	mt	3	0.432	G0450,2243,4396
LUK 9:13	LJE 1:24	med	mt	3	0.341	G0059,1510,3956
LUK 9:16	1SA 21:7	med	mt	4	0.315	G0740,1325,2983,3908
LUK 9:18	ZEC 4:4	med	mt	3	0.343	G1510,1905,3004
LUK 9:18	2SA 2:1	med	mt	3	0.315	G1096,1905,3004
LUK 9:19	SIR 48:1	med	mt	3	0.393	G0450,2243,4396
LUK 9:20	2SA 1:16	high	mt	3	0.606	G0611,3004,5547
LUK 9:24	AMO 2:14	med	mt	3	0.413	G0622,4982,5590
LUK 9:26	PRO 5:7	med	mt	3	0.404	G1699,3056,5207
LUK 9:26	TOB 12:15	med	mt	3	0.337	G0032,0040,1391
LUK 9:26	PRO 8:4	med	mt	3	0.333	G0444,1699,5207
LUK 9:27	TOB 7:12	med	mt	4	0.387	G1089,1510,2316,2476
LUK 9:27	2SA 3:35	med	mt	4	0.375	G1089,1510,2316,3004
LUK 9:27	JDG 13:22	med	mt	3	0.36	G2288,2316,3708
LUK 9:28	1MA 9:38	high	mt	3	0.486	G0305,2491,3735
LUK 9:28	GEN 31:23	med	mt	3	0.386	G2250,3735,3880
LUK 9:30	EXO 34:35	high	mt	3	0.482	G3475,3708,4814
LUK 9:33	1KI 5:30	med	mt	3	0.329	G1988,4160,5140
LUK 9:34	EXO 40:35	high	mt	3	0.624	G1525,1982,3507
LUK 9:34	2SA 6:9	med	mt	3	0.346	G1525,3004,5399
LUK 9:35	EZK 33:32	med	mt	3	0.446	G0191,1096,5456
LUK 9:35	BAR 2:5	med	mt	3	0.419	G0191,1096,5456
LUK 9:35	ISA 6:8	med	mt	4	0.41	G0191,1510,3004,5456
LUK 9:36	JOS 10:17	med	mt	3	0.358	G0518,2147,2424
LUK 9:38	PSA 25:16	med	mt	3	0.422	G1510,1914,3439
LUK 9:38	NUM 12:13	med	mt	3	0.392	G0994,1189,3004
LUK 9:39	DAN 8:7	med	mt	3	0.376	G3708,4682,4937
LUK 9:41	JOS 3:9	med	mt	3	0.309	G2424,4317,5207
LUK 9:43	JER 40:9	med	mt	3	0.347	G3168,3956,4160
LUK 9:43	1ES 4:40	med	mt	3	0.345	G2316,3168,3956
LUK 9:44	EZK 3:10	med	mt	4	0.421	G0444,3056,3775,5207
LUK 9:44	EZK 23:9	med	mt	3	0.393	G3860,5207,5495
LUK 9:44	1KI 16:1	med	mt	3	0.342	G3056,5207,5495
LUK 9:48	DEU 25:13	high	mt	3	0.486	G1510,3173,3398
LUK 9:48	GEN 42:32	med	mt	3	0.393	G1510,3398,5225
LUK 9:48	JOB 3:19	med	mt	3	0.35	G1510,3173,3398
LUK 9:50	JOS 7:2	med	mt	3	0.434	G1510,2424,3004
LUK 9:52	EXO 23:20	med	mt	4	0.401	G0032,0649,2090,4383
LUK 9:54	2MA 2:10	high	mt	5	0.461	G0355,2597,2962,3772,4442
LUK 9:54	LAM 3:50	med	mt	3	0.357	G2962,3708,3772
LUK 9:54	2KI 1:10	med	mt	3	0.329	G2597,3772,4442
LUK 9:58	1KI 21:10	med	mt	3	0.315	G0258,3004,5207
LUK 9:59	GEN 15:15	med	mt	3	0.347	G0565,2290,3962
LUK 9:60	GEN 23:8	med	mt	3	0.379	G2290,3004,3498
LUK 9:60	TOB 2:8	med	mt	3	0.365	G2290,3004,3498
LUK 9:61	JER 20:2	med	mt	3	0.356	G0657,2962,3624
LUK 9:61	EZK 29:16	med	mt	3	0.319	G0190,2962,3624
LUK 10:1	1MA 12:2	med	mt	3	0.413	G0649,2087,5117
LUK 10:1	2MA 3:18	med	mt	3	0.396	G2064,3195,5117
LUK 10:1	2MA 2:8	med	mt	3	0.345	G0322,2962,5117
LUK 10:2	DEU 3:23	med	mt	3	0.417	G1189,2962,3004
LUK 10:2	GEN 43:20	med	mt	3	0.311	G1189,2962,3004
LUK 10:2	NUM 12:13	med	mt	3	0.308	G1189,2962,3004
LUK 10:5	PSS 8:18	med	mt	3	0.407	G1515,1525,3624
LUK 10:5	JDG 18:15	med	mt	3	0.404	G1515,1525,3624
LUK 10:5	JER 16:5	med	mt	3	0.399	G1515,1525,3004
LUK 10:9	JER 23:23	high	mt	3	0.467	G1448,2316,3004
LUK 10:10	EST 6:11	med	mt	3	0.369	G3004,4113,4172
LUK 10:10	EST 6:9	med	mt	3	0.366	G3004,4113,4172
LUK 10:12	EZK 16:56	high	mt	3	0.474	G1510,2250,4670
LUK 10:14	JDT 2:28	high	mt	3	0.473	G1510,4605,5184
LUK 10:15	PSA 139:8	high	mt	3	0.63	G0086,2597,3772
LUK 10:15	JOB 7:9	high	mt	3	0.59	G0086,2597,3772
LUK 10:22	JOS 21:44	med	mt	4	0.378	G3762,3860,3956,3962
LUK 10:22	1MA 3:34	med	mt	3	0.35	G1014,3860,3956
LUK 10:22	1CH 2:52	med	mt	3	0.345	G1510,3962,5207
LUK 10:24	2SA 14:24	med	mt	3	0.438	G0935,0991,3708
LUK 10:24	1SA 9:9	med	mt	3	0.405	G0991,3004,4396
LUK 10:24	ISA 6:9	med	mt	3	0.375	G0191,0991,3708
LUK 10:26	2CH 34:24	high	mt	3	0.524	G0314,1125,3004
LUK 10:26	AMO 4:5	high	mt	3	0.463	G0314,3004,3551
LUK 10:27	DEU 6:5	high	mt	6	0.488	G0025,2316,2588,2962,3650,5590
LUK 10:27	DEU 30:6	med	mt	6	0.436	G0025,2316,2588,2962,3650,5590
LUK 10:27	PSA 18:2	med	mt	3	0.387	G0025,2479,2962
LUK 10:28	EZK 20:3	high	mt	3	0.494	G0611,2198,3004
LUK 10:29	JOB 33:32	high	mt	3	0.462	G1344,1510,2309
LUK 10:29	EZK 21:18	med	mt	3	0.339	G1344,1510,3004
LUK 10:32	JDG 17:9	med	mt	3	0.326	G2064,3019,5117
LUK 10:38	NUM 32:42	med	mt	3	0.411	G2968,3686,4198
LUK 10:39	GEN 26:9	med	mt	3	0.301	G0079,1510,2564
LUK 10:42	SIR 11:23	high	mt	3	0.471	G0018,1510,5532
LUK 10:42	PSA 16:2	med	mt	3	0.413	G0018,1510,5532
LUK 11:1	JOB 37:19	high	mt	3	0.521	G1321,3004,3973
LUK 11:1	ISA 37:15	med	mt	3	0.352	G2962,3004,4336
LUK 11:1	JER 50:1	med	mt	4	0.344	G1096,2962,3004,3973
LUK 11:2	PSS 8:22	med	mt	3	0.374	G0037,3686,3962
LUK 11:4	DEU 15:2	med	mt	3	0.386	G0863,3784,3956
LUK 11:4	PSA 85:3	med	mt	3	0.33	G0266,0863,3956
LUK 11:9	SNG 5:6	med	mt	3	0.335	G0455,2147,2212
LUK 11:10	SNG 5:6	med	mt	3	0.336	G0455,2147,2212
LUK 11:13	2CH 31:14	med	mt	3	0.307	G0040,1325,1390
LUK 11:17	2SA 6:19	med	mt	3	0.309	G1266,3624,3956
LUK 11:24	ISA 41:12	med	mt	3	0.375	G0444,2147,2212
LUK 11:24	GEN 8:9	med	mt	3	0.35	G0372,2147,5290
LUK 11:24	PSA 103:16	med	mt	3	0.323	G1330,4151,5117
LUK 11:26	JOB 23:8	med	mt	3	0.391	G2078,4198,4413
LUK 11:26	DAN 11:29	med	mt	3	0.383	G1525,2078,4413
LUK 11:26	ECC 1:11	med	mt	3	0.319	G1096,2078,4413
LUK 11:27	LAM 2:20	med	mt	4	0.374	G1135,2337,2836,3149
LUK 11:28	JER 41:4	med	mt	3	0.434	G0191,3004,3056
LUK 11:28	ECC 12:13	med	mt	4	0.422	G0191,2316,3056,5442
LUK 11:29	EZK 23:46	med	mt	3	0.331	G1325,3004,3793
LUK 11:29	EXO 31:13	med	mt	4	0.32	G1074,1510,3004,4592
LUK 11:30	PSA 90:1	med	mt	3	0.383	G0444,1074,1096
LUK 11:30	EXO 31:13	med	mt	4	0.382	G1074,1510,4592,5207
LUK 11:30	GEN 9:12	med	mt	3	0.35	G1074,1510,4592
LUK 11:31	2CH 9:3	med	mt	3	0.34	G0938,3708,4678
LUK 11:33	ZEC 4:2	high	mt	3	0.487	G0991,3087,3088
LUK 11:35	AMO 5:18	high	mt	3	0.453	G1510,4655,5457
LUK 11:36	NUM 8:2	med	mt	3	0.382	G3088,3313,5461
LUK 11:41	JOB 34:13	high	mt	3	0.596	G1510,1751,3956
LUK 11:41	4MA 1:25	high	mt	3	0.461	G1510,1751,3956
LUK 11:41	PRO 14:23	med	mt	3	0.43	G1510,1751,3956
LUK 11:42	GEN 28:22	med	mt	3	0.3	G0586,2316,3956
LUK 11:49	BAR 1:21	med	mt	3	0.391	G0649,2316,4396
LUK 11:49	2KI 22:15	med	mt	3	0.341	G0649,2316,3004
LUK 11:50	LAM 4:13	med	mt	3	0.338	G0129,1632,4396
LUK 11:50	JDT 8:21	med	mt	3	0.31	G0129,1567,3956
LUK 12:1	ZEC 12:3	med	mt	3	0.307	G1510,1996,2662
LUK 12:2	WIS 7:21	med	mt	3	0.361	G1097,1510,2927
LUK 12:3	JER 35:7	med	mt	3	0.309	G0191,3004,3775
LUK 12:5	DAN 5:16	med	mt	3	0.37	G1849,2192,5263
LUK 12:8	WIS 18:13	med	mt	4	0.449	G2316,3670,3956,5207
LUK 12:10	2KI 19:6	high	mt	3	0.494	G0987,2046,3056
LUK 12:10	2SA 16:10	med	mt	3	0.356	G0863,2046,5207
LUK 12:10	2KI 19:4	med	mt	3	0.331	G0987,3056,3956
LUK 12:15	1SA 2:36	med	mt	3	0.345	G1510,3004,4052
LUK 12:16	EZK 12:22	high	mt	3	0.462	G0444,3004,3850
LUK 12:16	EZK 18:2	med	mt	3	0.419	G0444,3004,3850
LUK 12:18	2CH 2:4	med	mt	3	0.339	G3173,3618,3956
LUK 12:19	1ES 9:54	med	mt	4	0.427	G2165,2192,4095,5315
LUK 12:19	ECC 2:24	med	mt	4	0.341	G0018,4095,5315,5590
LUK 12:19	1ES 9:51	med	mt	3	0.33	G2192,4095,5315
LUK 12:20	WIS 15:8	med	mt	3	0.358	G0523,2316,5590
LUK 12:20	SIR 20:22	med	mt	3	0.325	G0878,1510,5590
LUK 12:32	1KI 8:40	med	mt	3	0.346	G1325,3962,5399
LUK 12:35	2KI 1:8	high	mt	3	0.457	G1510,3751,4024
LUK 12:35	JER 1:17	med	mt	3	0.415	G1510,3751,4024
LUK 12:35	EXO 12:11	med	mt	3	0.398	G1510,3751,4024
LUK 12:39	PSS 17:27	med	mt	3	0.316	G0863,1097,1492
LUK 12:40	PRO 14:12	med	mt	3	0.4	G0444,1380,2064
LUK 12:41	EZK 21:5	high	mt	3	0.908	G2962,3004,3850
LUK 12:41	EZK 18:3	high	mt	3	0.772	G2962,3004,3850
LUK 12:41	EZK 16:44	high	mt	3	0.666	G3004,3850,3956
LUK 12:42	1KI 18:3	med	mt	3	0.38	G1510,2962,3623
LUK 12:43	PSS 18:6	high	mt	4	0.528	G2064,2962,3107,4160
LUK 12:43	1SA 29:8	high	mt	5	0.502	G1401,2064,2147,2962,4160
LUK 12:43	NEH 2:19	med	mt	3	0.443	G1401,2064,4160
LUK 12:44	GEN 39:5	high	mt	3	0.49	G2525,3956,5225
LUK 12:46	1SA 28:2	med	mt	4	0.313	G1097,1401,2250,5087
LUK 12:49	JOL 2:3	med	mt	3	0.336	G0381,1093,4442
LUK 12:51	EZK 48:29	high	mt	3	0.512	G1093,1267,3004
LUK 12:51	1SA 20:21	med	mt	3	0.315	G1515,3004,3854
LUK 12:53	MIC 7:6	high	mt	6	0.639	G2364,3384,3565,3962,3994,5207
LUK 12:53	TOB 11:17	med	mt	4	0.342	G2364,3384,3565,3962
LUK 12:53	LEV 21:2	med	mt	4	0.331	G2364,3384,3962,5207
LUK 13:4	2MA 10:22	med	mt	3	0.309	G0615,1096,4444
LUK 13:6	PRO 34:18	high	mt	3	0.51	G2590,4808,5452
LUK 13:6	PSA 107:37	med	mt	3	0.41	G0290,2590,5452
LUK 13:6	AMO 9:14	med	mt	3	0.34	G0290,2590,5452
LUK 13:11	JOB 10:15	med	mt	3	0.362	G0352,1410,1510
LUK 13:15	ISA 1:3	med	mt	4	0.414	G1016,2962,3688,5336
LUK 13:18	PSA 86:8	high	mt	3	0.517	G1510,2316,3664
LUK 13:18	EZK 31:8	high	mt	3	0.499	G2316,3664,3666
LUK 13:19	PSA 104:12	med	mt	3	0.37	G2681,3772,4071
LUK 13:19	EZK 31:6	med	mt	3	0.3	G2798,3772,4071
LUK 13:23	1MA 9:9	high	mt	3	0.591	G3004,3641,4982
LUK 13:23	1SA 14:6	med	mt	3	0.424	G2962,3641,4982
LUK 13:25	JDG 19:22	med	mt	4	0.37	G2374,2925,2962,3004
LUK 13:25	2KI 4:33	med	mt	3	0.368	G0608,2374,2962
LUK 13:25	SNG 5:2	med	mt	3	0.349	G0455,2374,2925
LUK 13:27	2SA 14:32	med	mt	4	0.376	G0093,1492,1510,3004
LUK 13:27	PSS 17:27	med	mt	4	0.305	G0093,1492,1510,3956
LUK 13:28	EXO 4:5	med	mt	5	0.409	G0011,2316,2384,2464,3708
LUK 13:28	EXO 6:3	med	mt	6	0.401	G0011,1510,2316,2384,2464,3708
LUK 13:28	GEN 21:10	med	mt	3	0.376	G0011,1544,2464
LUK 13:29	2CH 4:4	high	mt	4	0.532	G0395,1005,1424,3558
LUK 13:29	1CH 26:17	high	mt	3	0.49	G0395,1005,3558
LUK 13:29	PSA 107:3	med	mt	3	0.444	G0395,1005,1424
LUK 13:30	JOB 8:7	high	mt	3	0.729	G1510,2078,4413
LUK 13:30	JOB 23:8	high	mt	3	0.723	G1510,2078,4413
LUK 13:30	DAN 11:29	high	mt	3	0.671	G1510,2078,4413
LUK 13:31	1KI 18:14	high	mt	3	0.516	G0615,3004,4198
LUK 13:34	1KI 18:20	med	mt	3	0.384	G0649,1996,4396
LUK 13:35	PSA 118:26	high	mt	5	0.652	G2064,2127,2962,3624,3686
LUK 13:35	PSA 113:2	med	mt	3	0.412	G2127,2962,3686
LUK 13:35	EZK 39:8	med	mt	3	0.359	G2240,2962,3004
LUK 14:1	EXO 16:25	med	mt	3	0.394	G1510,4521,5315
LUK 14:1	1KI 13:19	med	mt	3	0.339	G0740,3624,5315
LUK 14:1	JER 48:1	med	mt	4	0.329	G0740,1096,2064,5315
LUK 14:2	JOB 36:25	high	mt	3	0.737	G0444,1510,3708
LUK 14:2	ECC 6:1	high	mt	3	0.478	G0444,1510,3708
LUK 14:9	JER 19:6	med	mt	3	0.315	G2064,2564,5117
LUK 14:11	ISA 2:17	high	mt	3	0.605	G3956,5013,5312
LUK 14:18	GEN 44:19	med	mt	3	0.342	G2065,2192,3004
LUK 14:18	1SA 19:3	med	mt	4	0.327	G0068,1831,2192,3708
LUK 14:18	JER 43:17	med	mt	3	0.302	G2065,3004,3956
LUK 14:19	GEN 44:19	med	mt	3	0.324	G2065,2192,3004
LUK 14:19	1KI 19:21	med	mt	3	0.315	G1016,2201,4198
LUK 14:21	DEU 15:21	med	mt	3	0.32	G2962,5185,5560
LUK 14:21	2SA 5:6	med	mt	3	0.307	G3004,5185,5560
LUK 14:22	JER 2:14	high	mt	3	0.498	G1096,1401,1510
LUK 14:22	1MA 5:49	high	mt	3	0.45	G1510,2004,5117
LUK 14:22	1ES 6:18	med	mt	3	0.396	G2004,2962,5117
LUK 14:23	EZK 18:29	med	mt	4	0.303	G2962,3004,3598,3624
LUK 14:24	HOS 2:18	med	mt	3	0.365	G0435,2564,3004
LUK 14:25	2CH 20:15	med	mt	3	0.315	G3004,3793,4183
LUK 14:26	GEN 20:12	high	mt	5	0.625	G0079,1135,1510,3384,3962
LUK 14:26	EZK 16:45	high	mt	6	0.583	G0079,0080,1510,3384,3962,5043
LUK 14:26	1CH 4:19	high	mt	3	0.524	G0079,1135,3962
LUK 14:31	2CH 17:18	high	mt	3	0.46	G1415,4171,5505
LUK 14:32	1SA 25:5	med	mt	3	0.424	G0649,1515,2065
LUK 14:32	1CH 18:10	med	mt	4	0.358	G0649,1510,1515,2065
LUK 14:32	JER 44:17	med	mt	3	0.333	G0649,1510,2065
LUK 14:33	LJE 1:44	med	mt	3	0.377	G1510,3956,5225
LUK 14:33	SIR 17:30	med	mt	3	0.37	G1410,1510,3956
LUK 14:35	PSA 113:14	high	lxx?	3	0.455	G0191,2192,3775
LUK 14:35	JER 32:33	med	mt	3	0.37	G1093,1510,2874
LUK 15:1	AMO 9:10	high	mt	3	0.54	G0268,1448,3956
LUK 15:4	GEN 18:31	high	mt	3	0.511	G0622,2147,2192
LUK 15:4	ISA 24:12	high	mt	3	0.483	G0622,2048,2641
LUK 15:4	NUM 26:65	med	mt	3	0.399	G1520,2048,2641
LUK 15:6	JER 6:21	med	mt	3	0.305	G0622,1069,3004
LUK 15:7	AMO 7:3	med	mt	3	0.439	G1510,3004,3340
LUK 15:7	ODA 12:8	med	mt	3	0.434	G0268,1342,3341
LUK 15:7	SIR 15:12	med	mt	3	0.423	G0268,2192,5532
LUK 15:8	GEN 18:31	med	mt	3	0.346	G0622,2147,2192
LUK 15:8	ISA 13:16	med	mt	3	0.342	G1135,2192,3614
LUK 15:8	ECC 7:28	med	mt	4	0.318	G1135,1520,2147,2212
LUK 15:10	AMO 7:6	high	mt	3	0.604	G1096,3004,3340
LUK 15:11	NUM 27:18	high	mt	4	0.509	G0444,2192,3004,5207
LUK 15:14	1MA 9:24	high	mt	3	0.477	G1096,3042,5561
LUK 15:17	AMO 8:11	med	mt	3	0.328	G0740,2064,3042
LUK 15:17	GEN 41:54	med	mt	3	0.304	G0740,2064,3042
LUK 15:20	TOB 11:13	high	mt	3	0.458	G1968,3708,5137
LUK 15:20	JDG 13:10	med	mt	3	0.33	G2064,3708,5143
LUK 15:20	GEN 46:29	med	mt	4	0.329	G1968,3708,3962,5137
LUK 15:21	JOB 33:27	high	mt	3	0.633	G0264,0514,3004
LUK 15:21	4MA 17:8	med	mt	3	0.429	G0514,1510,3004
LUK 15:21	4MA 4:12	med	mt	3	0.425	G0264,0514,3004
LUK 15:22	LEV 6:4	med	mt	3	0.37	G1627,1746,4749
LUK 15:22	GEN 41:42	med	mt	4	0.337	G1146,1746,4749,5495
LUK 15:22	1MA 6:15	med	mt	3	0.305	G1146,1325,4749
LUK 15:23	DEU 27:7	med	mt	3	0.403	G2165,2380,5315
LUK 15:23	2CH 15:11	med	mt	3	0.37	G2380,3448,5342
LUK 15:23	ISA 22:13	med	mt	3	0.311	G2380,3448,5315
LUK 15:24	SIR 17:28	med	mt	3	0.432	G0622,1510,3498
LUK 15:25	ODA 10:8	med	mt	3	0.35	G0068,1448,3614
LUK 15:25	ISA 5:8	med	mt	3	0.35	G0068,1448,3614
LUK 15:27	EXO 4:18	med	mt	3	0.318	G0080,3004,5198
LUK 15:28	GEN 37:35	med	mt	3	0.372	G2309,3870,3962
LUK 15:29	2KI 18:36	med	mt	3	0.402	G0611,1785,3004
LUK 15:29	PSA 90:15	med	mt	3	0.301	G2094,2165,3708
LUK 15:30	JER 26:21	med	mt	3	0.399	G2064,3448,4618
LUK 15:31	1KI 21:4	high	mt	4	0.633	G1510,1699,3956,4674
LUK 15:31	1KI 21:3	high	mt	4	0.579	G1510,1699,3004,5043
LUK 15:31	GEN 31:43	med	mt	4	0.425	G1510,1699,3956,5043
LUK 15:32	SIR 17:28	med	mt	4	0.39	G0622,1510,2198,3498
