strong	tw_article	category	is_kt	lemma	n
H7561	bible/kt/guilt	kt	1	רָשַׁע	1
H7561	bible/kt/justice	kt	1	רָשַׁע	1
H7561	bible/other/punish	other	0	רָשַׁע	1
H7561	bible/other/wrong	other	0	רָשַׁע	1
H7562	bible/kt/evil	kt	1	רֶשַׁע	9
H7563	bible/kt/evil	kt	1	רָשָׁע	198
H7563	bible/kt/guilt	kt	1	רָשָׁע	3
H7564	bible/kt/evil	kt	1	רִשְׁעָה	5
H7565	bible/other/plague	other	0	רֶשֶׁף	1
H7576	bible/other/enslave	other	1	רָתַק	1
H7580	bible/kt/call-speakloudly	kt	1	שָׁאַג	1
H7582	bible/other/devastated	other	0	שָׁאָה	1
H7585	bible/kt/hades	kt	1	שְׁאוֹל	41
H7586	bible/names/saul	names	0	שָׁאוּל	401
H7588	bible/other/horror	other	0	שָׁאוֹן	1
H7588	bible/kt/call-speakloudly	kt	1	שָׁאוֹן	1
H7592	bible/other/inquire	other	0	שָׁאַל	19
H7592	bible/other/beg-formoney	other	0	שָׁאַל	1
H7592	bible/other/beg	other	0	שָׁאַל	1
H7600	bible/other/arrogant	other	0	שַׁאֲנָן	2
H7602	bible/other/trample	other	0	שָׁאַף	3
H7602	bible/other/lust	other	0	שָׁאַף	1
H7603	bible/other/yeast	other	0	שְׂאֹר	3
H7604	bible/other/forsaken	other	0	שָׁאַר	6
H7604	bible/kt/remnant	kt	1	שָׁאַר	1
H7605	bible/kt/remnant	kt	1	שְׁאָר	2
H7611	bible/kt/remnant	kt	1	שְׁאֵרִית	51
H7612	bible/other/desolate	other	0	שֵׁאת	1
H7613	bible/kt/majesty	kt	1	שְׂאֵת	2
H7614	bible/names/sheba	names	0	שְׁבָא	11
H7617	bible/other/captive	other	0	שָׁבָה	29
H7617	bible/other/seize	other	0	שָׁבָה	2
H7620	bible/other/biblicaltimeweek	other	0	שָׁבוּעַ	4
H7620	bible/kt/pentecost	kt	1	שָׁבוּעַ	3
H7621	bible/other/oath	other	0	שְׁבוּעָה	19
H7622	bible/other/captive	other	0	שְׁבוּת	24
H7622	bible/other/prosper	other	0	שְׁבוּת	4
H7623	bible/other/praise	other	0	שָׁבַח	1
H7623	bible/kt/glory	kt	1	שָׁבַח	1
H7623	bible/other/declare	other	0	שָׁבַח	1
H7623	bible/kt/exalt	kt	1	שָׁבַח	1
H7625	bible/other/tribe	other	0	שְׁבַט	1
H7626	bible/other/tribe	other	0	שֵׁבֶט	143
H7626	bible/other/rod	other	0	שֵׁבֶט	17
H7626	bible/other/scepter	other	0	שֵׁבֶט	3
H7626	bible/other/spear	other	0	שֵׁבֶט	1
H7626	bible/other/staff	other	0	שֵׁבֶט	1
H7628	bible/other/captive	other	0	שְׁבִי	34
H7633	bible/other/captive	other	0	שִׁבְיָה	7
H7637	bible/other/age-timeperiod	other	0	שְׁבִיעִי	1
H7639	bible/other/snare	other	0	שְׂבָכָה	1
H7641	bible/other/grain	other	0	שִׁבֹּל	12
H7641	bible/other/flood	other	0	שִׁבֹּל	2
H7650	bible/other/oath	other	0	שָׁבַע	172
H7650	bible/kt/promise	kt	1	שָׁבַע	1
H7651	bible/other/age-timeperiod	other	0	שֶׁבַע	1
H7652	bible/names/sheba	names	0	שֶׁבַע	8
H7662	bible/other/forsaken	other	0	שְׁבַק	1
H7663	bible/kt/hope	kt	1	שָׂבַר	2
H7664	bible/kt/hope	kt	1	שֵׂבֶר	2
H7667	bible/other/destroyer	other	0	שֶׁבֶר	4
H7667	bible/other/interpret	other	0	שֶׁבֶר	1
H7667	bible/other/ruin	other	0	שֶׁבֶר	1
H7668	bible/other/grain	other	0	שֶׁבֶר	9
H7676	bible/kt/sabbath	kt	1	שַׁבָּת	111
H7677	bible/kt/sabbath	kt	1	שַׁבָּתוֹן	1
H7682	bible/kt/save	kt	1	שָׂגַב	1
H7682	bible/kt/exalt	kt	1	שָׂגַב	1
H7686	bible/other/tremble	other	0	שָׁגָה	4
H7694	bible/other/queen	other	0	שֵׁגָל	2
H7700	bible/kt/demon	kt	1	שֵׁד	2
H7701	bible/other/destroyer	other	0	שֹׁד	5
H7703	bible/other/waste	other	0	שָׁדַד	38
H7703	bible/other/destroyer	other	0	שָׁדַד	6
H7703	bible/other/thief	other	0	שָׁדַד	1
H7703	bible/other/devastated	other	0	שָׁדַד	1
H7704	bible/other/earth	other	0	שָׂדֶה	1
H7704	bible/other/watch	other	0	שָׂדֶה	1
H7706	bible/kt/almighty	kt	1	שַׁדַּי	44
H7706	bible/kt/shaddai	kt	1	שַׁדַּי	3
H7709	bible/other/vineyard	other	0	שְׁדֵמָה	1
H7716	bible/other/sheep	other	0	שֶׂה	19
H7716	bible/kt/lamb	kt	1	שֶׂה	9
H7716	bible/other/flock	other	0	שֶׂה	2
H7722	bible/other/destroyer	other	0	שׁוֹא	3
H7722	bible/other/waste	other	0	שׁוֹא	2
H7722	bible/other/devastated	other	0	שׁוֹא	2
H7722	bible/other/ruin	other	0	שׁוֹא	1
H7723	bible/other/vain	other	0	שָׁוְא	4
H7723	bible/other/falsewitness	other	0	שָׁוְא	1
H7723	bible/other/grainoffering	other	0	שָׁוְא	1
H7725	bible/kt/restore	kt	1	שׁוּב	304
H7725	bible/kt/repent	kt	1	שׁוּב	4
H7725	bible/other/reject	other	1	שׁוּב	1
H7736	bible/other/waste	other	0	שׁוּד	1
H7737	bible/other/profit	other	0	שָׁוָה	1
H7742	bible/other/meditate	other	0	שׂוּחַ	1
H7743	bible/other/bow	other	0	שׁוּחַ	1
H7745	bible/other/pit	other	0	שׁוּחָה	2
H7750	bible/kt/transgression	kt	1	שׂוּט	1
H7760	bible/kt/appoint	kt	1	שׂוּם	114
H7760	bible/other/ordain	other	0	שׂוּם	3
H7760	bible/other/dedicate	other	1	שׂוּם	3
H7760	bible/other/bear	other	0	שׂוּם	1
H7760	bible/other/commit	other	0	שׂוּם	1
H7768	bible/other/cry	other	0	שָׁוַע	12
H7768	bible/kt/call-tosummon	kt	1	שָׁוַע	2
H7768	bible/kt/call-speakloudly	kt	1	שָׁוַע	1
H7769	bible/other/cry	other	0	שׁוּעַ	1
H7773	bible/other/cry	other	0	שֶׁוַע	1
H7775	bible/other/cry	other	0	שַׁוְעָה	8
H7775	bible/other/plead	other	0	שַׁוְעָה	1
H7777	bible/names/saul	names	0	שׁוּעָל	1
H7778	bible/other/gate	other	0	שׁוֹעֵר	28
H7782	bible/other/horn	other	0	שׁוֹפָר	43
H7782	bible/other/trumpet	other	0	שׁוֹפָר	26
H7786	bible/other/ruler	other	0	שׂוּר	1
H7790	bible/other/adversary	other	1	שׁוּר	1
H7794	bible/other/cow	other	0	שׁוֹר	56
H7794	bible/other/flock	other	0	שׁוֹר	1
H7797	bible/other/joy	other	0	שׂוּשׂ	14
H7797	bible/other/festival	other	0	שׂוּשׂ	1
H7797	bible/other/exult	other	0	שׂוּשׂ	1
H7810	bible/other/bribe	other	0	שַׁחַד	14
H7812	bible/kt/worship	kt	1	שָׁחָה	65
H7812	bible/other/bow	other	1	שָׁחָה	56
H7812	bible/other/prostrate	other	1	שָׁחָה	39
H7816	bible/other/pit	other	0	שְׁחוּת	1
H7817	bible/other/bow	other	0	שָׁחַח	7
H7819	bible/other/slaughter	other	0	שָׁחַט	55
H7825	bible/other/destroyer	other	0	שְׁחִית	1
H7825	bible/other/pit	other	0	שְׁחִית	1
H7826	bible/other/lion	other	0	שַׁחַל	5
H7830	bible/other/proud	other	0	שַׁחַץ	2
H7832	bible/other/festival	other	0	שָׂחַק	3
H7834	bible/kt/heaven	kt	1	שַׁחַק	6
H7836	bible/other/seek	other	0	שָׁחַר	9
H7843	bible/other/destroyer	other	0	שָׁחַת	54
H7843	bible/other/corrupt	other	0	שָׁחַת	13
H7843	bible/other/ruin	other	0	שָׁחַת	3
H7843	bible/other/blemish	other	0	שָׁחַת	1
H7845	bible/other/pit	other	0	שַׁחַת	15
H7845	bible/other/tomb	other	0	שַׁחַת	1
H7848	bible/other/acacia	other	0	שִׁטָּה	1
H7852	bible/other/persecute	other	0	שָׂטַם	1
H7853	bible/other/adversary	other	0	שָׂטַן	1
H7854	bible/other/adversary	other	0	שָׂטָן	20
H7858	bible/other/flood	other	0	שֶׁטֶף	3
H7860	bible/other/ruler	other	0	שֹׁטֵר	4
H7868	bible/other/elder	other	0	שִׂיב	5
H7869	bible/other/age	other	0	שֵׂיב	1
H7870	bible/other/captive	other	1	שִׁיבָה	1
H7872	bible/other/age	other	0	שֵׂיבָה	3
H7878	bible/other/meditate	other	0	שִׂיחַ	10
H7878	bible/other/cry	other	1	שִׂיחַ	1
H7879	bible/kt/lament	kt	1	שִׂיחַ	2
H7879	bible/other/meditate	other	0	שִׂיחַ	1
H7881	bible/other/meditate	other	0	שִׂיחָה	2
H7882	bible/other/pit	other	0	שִׁיחָה	2
H7886	bible/names/shiloh	names	0	שִׁילֹה	1
H7887	bible/names/shiloh	names	0	שִׁילֹה	27
H7896	bible/kt/appoint	kt	1	שִׁית	1
H7901	bible/other/deceive	other	0	שָׁכַב	3
H7910	bible/other/drunk	other	0	שִׁכּוֹר	11
H7916	bible/other/servant	other	0	שָׂכִיר	1
H7919	bible/other/understand	other	0	שָׂכַל	14
H7919	bible/kt/wise	kt	1	שָׂכַל	9
H7919	bible/other/prosper	other	0	שָׂכַל	4
H7919	bible/other/instruct	other	0	שָׂכַל	2
H7919	bible/other/prudent	other	0	שָׂכַל	1
H7919	bible/other/meditate	other	1	שָׂכַל	1
H7921	bible/other/barren	other	0	שָׁכֹל	1
H7922	bible/other/understand	other	0	שֶׂכֶל	12
H7922	bible/other/interpret	other	0	שֶׂכֶל	1
H7927	bible/names/shechem	names	0	שְׁכֶם	56
H7928	bible/names/shechem	names	0	שֶׁכֶם	1
H7931	bible/kt/save	kt	1	שָׁכַן	1
H7934	bible/other/neighbor	other	0	שָׁכֵן	11
H7937	bible/other/drunk	other	0	שָׁכַר	10
H7939	bible/other/reward	other	0	שָׂכָר	2
H7941	bible/other/strongdrink	other	0	שֵׁכָר	5
H7949	bible/other/snow	other	0	שָׁלַג	1
H7950	bible/other/snow	other	0	שֶׁלֶג	14
H7951	bible/other/prosper	other	0	שָׁלָה	3
H7952	bible/other/deceive	other	0	שָׁלָה	1
H7962	bible/other/prosper	other	0	שַׁלְוָה	1
H7965	bible/other/peace	other	0	שָׁלוֹם	199
H7965	bible/other/prosper	other	0	שָׁלוֹם	2
H7965	bible/other/companion	other	0	שָׁלוֹם	2
H7971	bible/names/absalom	names	0	שָׁלַח	1
H7980	bible/other/ruler	other	0	שָׁלַט	3
H7982	bible/other/shield	other	0	שֶׁלֶט	3
H7989	bible/other/ruler	other	0	שַׁלִּיט	1
H7990	bible/other/lawful	other	0	שַׁלִּיט	7
H7990	bible/other/ruler	other	0	שַׁלִּיט	2
H7990	bible/kt/authority	kt	1	שַׁלִּיט	1
H7992	bible/other/age-timeperiod	other	0	שְׁלִישִׁי	2
H7992	bible/other/biblicaltimeday	other	0	שְׁלִישִׁי	1
H7993	bible/other/castout	other	0	שָׁלַךְ	5
H7997	bible/other/plunder	other	0	שָׁלַל	3
H7998	bible/other/plunder	other	0	שָׁלָל	38
H7999	bible/other/peace	other	0	שָׁלַם	9
H7999	bible/kt/fulfill	kt	1	שָׁלַם	6
H7999	bible/other/reward	other	0	שָׁלַם	5
H7999	bible/kt/restore	kt	1	שָׁלַם	4
H7999	bible/other/perfect	other	0	שָׁלַם	3
H7999	bible/other/watch	other	0	שָׁלַם	1
H8000	bible/other/perfect	other	0	שְׁלַם	1
H8001	bible/other/peace	other	0	שְׁלָם	3
H8002	bible/other/peaceoffering	other	0	שֶׁלֶם	23
H8002	bible/other/sacrifice	other	0	שֶׁלֶם	3
H8002	bible/other/peace	other	0	שֶׁלֶם	3
H8003	bible/other/perfect	other	0	שָׁלֵם	4
H8003	bible/other/peace	other	0	שָׁלֵם	1
H8010	bible/names/solomon	names	0	שְׁלֹמֹה	292
H8027	bible/other/biblicaltimeday	other	0	שָׁלַשׁ	1
H8032	bible/other/biblicaltimeday	other	0	שִׁלְשׁוֹם	11
H8032	bible/other/age-timeperiod	other	0	שִׁלְשׁוֹם	2
H8033	bible/other/captive	other	0	שָׁם	2
H8033	bible/other/devour	other	0	שָׁם	2
H8033	bible/other/assembly	other	0	שָׁם	1
H8034	bible/kt/houseofgod	kt	1	שֵׁם	4
H8034	bible/kt/call-speakloudly	kt	1	שֵׁם	3
H8034	bible/other/renown	other	0	שֵׁם	1
H8034	bible/kt/temple	kt	1	שֵׁם	1
H8035	bible/names/shem	names	0	שֵׁם	17
H8045	bible/other/destroyer	other	0	שָׁמַד	67
H8047	bible/other/horror	other	0	שַׁמָּה	2
H8047	bible/other/desolate	other	0	שַׁמָּה	2
H8047	bible/other/waste	other	0	שַׁמָּה	1
H8047	bible/other/ruin	other	0	שַׁמָּה	1
H8050	bible/names/samuel	names	0	שְׁמוּאֵל	140
H8052	bible/other/report	other	0	שְׁמוּעָה	7
H8052	bible/kt/goodnews	kt	1	שְׁמוּעָה	1
H8056	bible/other/joy	other	0	שָׂמַח	172
H8057	bible/other/joy	other	0	שִׂמְחָה	88
H8058	bible/other/stumble	other	0	שָׁמַט	1
H8064	bible/kt/heaven	kt	1	שָׁמַיִם	404
H8064	bible/kt/yahwehofhosts	kt	1	שָׁמַיִם	1
H8064	bible/kt/spirit	kt	1	שָׁמַיִם	1
H8065	bible/kt/heaven	kt	1	שָׁמַיִן	31
H8074	bible/other/desolate	other	0	שָׁמֵם	7
H8074	bible/other/devastated	other	0	שָׁמֵם	2
H8076	bible/other/desolate	other	0	שָׁמֵם	3
H8077	bible/other/desolate	other	0	שְׁמָמָה	53
H8077	bible/other/ruin	other	0	שְׁמָמָה	4
H8081	bible/other/oil	other	0	שֶׁמֶן	84
H8081	bible/other/olive	other	0	שֶׁמֶן	33
H8081	bible/kt/good	kt	1	שֶׁמֶן	1
H8083	bible/names/seth	names	0	שְׁמֹנֶה	1
H8085	bible/other/understand	other	0	שָׁמַע	3
H8085	bible/other/declare	other	0	שָׁמַע	2
H8085	bible/other/ordinance	other	0	שָׁמַע	1
H8088	bible/other/report	other	0	שֵׁמַע	4
H8089	bible/other/report	other	0	שֹׁמַע	3
H8095	bible/names/simeon	names	0	שִׁמְעוֹן	23
H8096	bible/names/shimei	names	0	שִׁמְעִי	23
H8099	bible/names/simeon	names	0	שִׁמְעֹנִי	1
H8103	bible/other/mock	other	0	שִׁמְצָה	1
H8104	bible/other/watch	other	0	שָׁמַר	222
H8104	bible/other/overseer	other	0	שָׁמַר	14
H8104	bible/other/gate	other	0	שָׁמַר	1
H8104	bible/other/biblicaltimewatch	other	0	שָׁמַר	1
H8104	bible/kt/save	kt	1	שָׁמַר	1
H8108	bible/other/watch	other	0	שׇׁמְרָה	1
H8111	bible/names/samaria	names	0	שֹׁמְרוֹן	98
H8115	bible/names/samaria	names	0	שׇׁמְרַיִן	2
H8115	bible/other/peace	other	0	שְׁלָם	1
H8118	bible/names/samaria	names	0	שֹׁמרֹנִי	1
H8123	bible/names/samson	names	0	שִׁמְשׁוֹן	38
H8130	bible/other/adversary	other	0	שָׂנֵא	2
H8130	bible/other/detestable	other	1	שָׂנֵא	1
H8138	bible/other/perverse	other	0	שָׁנָה	1
H8140	bible/other/biblicaltimeyear	other	0	שְׁנָה	5
H8141	bible/other/biblicaltimeyear	other	0	שָׁנָה	466
H8141	bible/other/age	other	0	שָׁנָה	1
H8141	bible/other/biblicaltimeday	other	0	שָׁנָה	1
H8145	bible/other/age-timeperiod	other	0	שֵׁנִי	3
H8147	bible/other/age-timeperiod	other	0	שְׁנַיִם	1
H8147	bible/other/biblicaltimeday	other	0	שְׁנַיִם	1
H8149	bible/names/mounthermon	names	1	שְׁנִיר	1
H8151	bible/other/gird	other	0	שָׁנַס	1
H8152	bible/names/shinar	names	0	שִׁנְעָר	7
H8154	bible/other/plunder	other	0	שָׁסָה	3
H8155	bible/other/plunder	other	0	שָׁסַס	3
H8156	bible/other/disperse	other	0	שָׁסַע	1
H8165	bible/names/seir	names	0	שֵׂעִיר	15
H8173	bible/other/delight	other	0	שָׁעַע	3
H8175	bible/kt/fear	kt	1	שָׂעַר	1
H8178	bible/other/horror	other	0	שַׂעַר	1
H8179	bible/other/gate	other	0	שַׁעַר	361
H8184	bible/other/barley	other	0	שְׂעֹרָה	28
H8191	bible/other/delight	other	0	שַׁעְשֻׁעַ	7
H8193	bible/other/deceive	other	0	שָׂפָה	1
H8198	bible/other/servant	other	0	שִׁפְחָה	56
H8198	bible/other/enslave	other	0	שִׁפְחָה	1
H8199	bible/kt/judge	kt	1	שָׁפַט	105
H8199	bible/other/judgeposition	other	1	שָׁפַט	33
H8199	bible/other/ruler	other	0	שָׁפַט	2
H8199	bible/other/magistrate	other	0	שָׁפַט	1
H8199	bible/kt/condemn	kt	1	שָׁפַט	1
H8200	bible/other/magistrate	other	0	שְׁפַט	1
H8201	bible/kt/judge	kt	1	שֶׁפֶט	4
H8213	bible/other/shame	other	1	שָׁפֵל	1
H8216	bible/kt/humble	kt	1	שֶׁפֶל	1
H8217	bible/other/lowly	other	0	שָׁפָל	4
H8217	bible/kt/humble	kt	1	שָׁפָל	1
H8217	bible/other/shame	other	0	שָׁפָל	1
H8240	bible/other/sheep	other	0	שָׁפָת	1
H8242	bible/other/sackcloth	other	0	שַׂק	39
H8244	bible/kt/bond	kt	1	שָׂקַד	1
H8245	bible/other/watch	other	0	שָׁקַד	9
H8248	bible/other/servant	other	0	שָׁקָה	1
H8248	bible/other/quench	other	0	שָׁקָה	1
H8251	bible/kt/abomination	kt	1	שִׁקּוּץ	7
H8262	bible/other/detestable	other	0	שָׁקַץ	2
H8266	bible/other/deceive	other	0	שָׁקַר	1
H8267	bible/other/deceive	other	0	שֶׁקֶר	35
H8267	bible/other/falsewitness	other	0	שֶׁקֶר	2
H8267	bible/other/wrong	other	0	שֶׁקֶר	1
H8269	bible/other/prince	other	0	שַׂר	192
H8269	bible/other/ruler	other	0	שַׂר	76
H8269	bible/other/commander	other	0	שַׂר	67
H8269	bible/other/chief	other	0	שַׂר	53
H8269	bible/kt/lord	kt	1	שַׂר	5
H8269	bible/other/overseer	other	0	שַׂר	1
H8275	bible/other/scepter	other	0	שַׁרְבִיט	4
H8282	bible/other/prince	other	0	שָׂרָה	3
H8283	bible/names/sarah	names	0	שָׂרָה	37
H8289	bible/names/sharon	names	0	שָׁרוֹן	1
H8292	bible/other/flute	other	0	שְׁרוּקָה	1
H8297	bible/names/sarah	names	0	שָׂרַי	16
H8300	bible/kt/remnant	kt	1	שָׂרִיד	4
H8302	bible/other/armor	other	0	שִׁרְיוֹן	4
H8302	bible/other/breastplate	other	0	שִׁרְיוֹן	1
H8303	bible/names/mounthermon	names	1	שִׁרְיוֹן	1
H8307	bible/other/hard-unyielding	other	0	שְׁרִירוּת	1
H8321	bible/other/vine	other	0	שֹׂרֵק	1
H8323	bible/kt/lord	kt	1	שָׂרַר	4
H8323	bible/other/ruler	other	0	שָׂרַר	2
H8324	bible/other/adversary	other	0	שָׁרַר	4
H8334	bible/other/servant	other	1	שָׁרַת	61
H8334	bible/kt/minister	kt	1	שָׁרַת	7
H8342	bible/other/joy	other	0	שָׂשׂוֹן	18
H8352	bible/names/seth	names	0	שֵׁת	8
H8354	bible/other/drunk	other	0	שָׁתָה	4
H8356	bible/other/foundation	other	0	שָׁתָה	1
H8362	bible/other/sow	other	0	שָׁתַל	1
H8371	bible/kt/appoint	kt	1	שָׁתַת	1
H8378	bible/other/lust	other	0	תַּאֲוָה	4
H8381	bible/kt/curse	kt	1	תַּאֲלָה	1
H8382	bible/other/bear	other	0	תָּאַם	2
H8384	bible/other/fig	other	0	תְּאֵן	30
H8386	bible/other/mourn	other	0	תַּאֲנִיָּה	1
H8387	bible/names/shiloh	names	0	תַּאֲנַת שִׁלֹה	2
H8392	bible/kt/ark	kt	1	תֵּבָה	26
H8393	bible/other/bear	other	0	תְּבוּאָה	8
H8393	bible/other/harvest	other	0	תְּבוּאָה	6
H8394	bible/other/understand	other	0	תָּבוּן	33
H8398	bible/kt/world	kt	1	תֵּבֵל	22
H8401	bible/other/devour	other	0	תֶּבֶן	2
H8403	bible/other/likeness	other	0	תַּבְנִית	6
H8414	bible/other/waste	other	0	תֹּהוּ	2
H8414	bible/other/barren	other	0	תֹּהוּ	1
H8415	bible/other/fountain	other	0	תְּהוֹם	1
H8416	bible/other/praise	other	0	תְּהִלָּה	54
H8417	bible/kt/foolish	kt	1	תׇּהֳלָה	1
H8419	bible/other/perverse	other	0	תַּהְפֻּכָה	10
H8422	bible/names/tubal	names	0	תּוּבַל	1
H8423	bible/names/tubal	names	0	תּוּבַל קַיִן	2
H8424	bible/other/mourn	other	1	תּוּגָה	1
H8426	bible/kt/confess	kt	1	תּוֹדָה	10
H8426	bible/other/sacrifice	other	0	תּוֹדָה	3
H8426	bible/other/praise	other	0	תּוֹדָה	2
H8428	bible/other/mourn	other	1	תָּוָה	1
H8431	bible/kt/hope	kt	1	תּוֹחֶלֶת	6
H8433	bible/other/rebuke	other	0	תּוֹכֵחָה	16
H8433	bible/other/punish	other	0	תּוֹכֵחָה	2
H8435	bible/other/generation-lifetime	other	0	תּוֹלְדָה	27
H8435	bible/other/generation-groupofdescendants	other	0	תּוֹלְדָה	1
H8437	bible/other/torment	other	0	תּוֹלָל	1
H8441	bible/kt/abomination	kt	1	תּוֹעֵבַה	69
H8446	bible/other/seek	other	0	תּוּר	2
H8449	bible/other/dove	other	0	תּוֹר	3
H8450	bible/other/cow	other	0	תּוֹר	3
H8451	bible/kt/lawofmoses	kt	1	תּוֹרָה	169
H8451	bible/other/doctrine	other	0	תּוֹרָה	19
H8451	bible/other/law	other	1	תּוֹרָה	14
H8451	bible/other/instruct	other	1	תּוֹרָה	6
H8452	bible/other/law	other	1	תּוֹרָה	1
H8453	bible/other/foreigner	other	0	תּוֹשָׁב	2
H8454	bible/kt/wise	kt	1	תּוּשִׁיָּה	3
H8454	bible/other/prudent	other	0	תּוּשִׁיָּה	2
H8454	bible/other/understand	other	0	תּוּשִׁיָּה	1
H8455	bible/other/staff	other	0	תּוֹתָח	1
H8458	bible/other/counselor	other	0	תַּחְבֻּלָה	1
H8467	bible/kt/grace	kt	1	תְּחִנָּה	11
H8467	bible/kt/favor	kt	1	תְּחִנָּה	4
H8467	bible/other/plead	other	0	תְּחִנָּה	2
H8467	bible/kt/mercy	kt	1	תְּחִנָּה	1
H8469	bible/other/plead	other	0	תַּחֲנוּן	7
H8478	bible/other/subject	other	0	תַּחַת	1
H8486	bible/kt/spirit	kt	1	תֵּימָן	1
H8490	bible/other/pillar	other	0	תִּימָרָה	2
H8492	bible/other/wine	other	0	תִּירוֹשׁ	30
H8495	bible/other/goat	other	0	תַּיִשׁ	2
H8505	bible/other/dedicate	other	0	תָּכַן	1
H8509	bible/other/robe	other	0	תַּכְרִיךְ	1
H8513	bible/other/trouble	other	0	תְּלָאָה	4
H8518	bible/other/hang	other	0	תָּלָה	27
H8535	bible/kt/blameless	kt	1	תָּם	7
H8535	bible/kt/innocent	kt	1	תָּם	2
H8535	bible/other/perfect	other	0	תָּם	2
H8535	bible/other/integrity	other	0	תָּם	1
H8537	bible/other/integrity	other	0	תֹּם	15
H8537	bible/kt/blameless	kt	1	תֹּם	1
H8538	bible/other/integrity	other	0	תֻּמָּה	5
H8544	bible/other/likeness	other	0	תְּמוּנָה	1
