strong	tw_article	category	is_kt	lemma	n
H1193	bible/names/tamar	names	0	בַּעַל תָּמָר	1
H1197	bible/other/consume	other	0	בָּעַר	1
H1197	bible/other/dung	other	0	בָּעַר	1
H1198	bible/kt/foolish	kt	1	בַּעַר	1
H1201	bible/names/baasha	names	0	בַּעְשָׁא	28
H1204	bible/other/terror	other	0	בָּעַת	7
H1204	bible/kt/fear	kt	1	בָּעַת	2
H1214	bible/other/thief	other	0	בָּצַע	1
H1214	bible/kt/fulfill	kt	1	בָּצַע	1
H1215	bible/other/profit	other	0	בֶּצַע	3
H1215	bible/kt/justice	kt	1	בֶּצַע	2
H1215	bible/other/plunder	other	0	בֶּצַע	1
H1215	bible/other/perverse	other	0	בֶּצַע	1
H1215	bible/kt/righteous	kt	1	בֶּצַע	1
H1219	bible/other/stronghold	other	0	בָּצַר	2
H1219	bible/other/grape	other	0	בָּצַר	1
H1220	bible/other/gold	other	0	בֶּצֶר	2
H1222	bible/other/gold	other	0	בְּצַר	1
H1238	bible/other/plunder	other	0	בָּקַק	1
H1239	bible/other/seek	other	0	בָּקַר	1
H1239	bible/other/inquire	other	0	בָּקַר	1
H1240	bible/other/seek	other	0	בְּקַר	4
H1240	bible/other/inquire	other	0	בְּקַר	1
H1241	bible/other/cow	other	0	בָּקָר	118
H1241	bible/other/flock	other	0	בָּקָר	13
H1241	bible/other/livestock	other	0	בָּקָר	1
H1245	bible/other/seek	other	0	בָּקַשׁ	220
H1245	bible/other/beg-formoney	other	0	בָּקַשׁ	1
H1245	bible/other/plead	other	0	בָּקַשׁ	1
H1248	bible/other/family	other	1	בַּר	3
H1249	bible/kt/purify	kt	1	בַּר	5
H1250	bible/other/grain	other	0	בָּר	9
H1250	bible/other/wheat	other	0	בָּר	3
H1254	bible/other/creation	other	0	בָּרָא	20
H1259	bible/other/hail	other	0	בָּרָד	26
H1262	bible/kt/elect	kt	1	בָּרָה	1
H1262	bible/other/servant	other	0	בָּרָה	1
H1263	bible/names/baruch	names	0	בָּרוּךְ	26
H1265	bible/other/cypress	other	0	בְּרוֹשׁ	9
H1270	bible/other/iron	other	0	בַּרְזֶל	38
H1280	bible/other/gate	other	0	בְּרִיחַ	1
H1285	bible/kt/covenant	kt	1	בְּרִית	248
H1285	bible/kt/arkofthecovenant	kt	1	בְּרִית	31
H1288	bible/kt/bless	kt	1	בָּרַךְ	313
H1288	bible/kt/god	kt	1	בָּרַךְ	1
H1288	bible/other/bow	other	0	בָּרַךְ	1
H1293	bible/kt/bless	kt	1	בְּרָכָה	65
H1305	bible/kt/purify	kt	1	בָּרַר	4
H1309	bible/kt/goodnews	kt	1	בְּשׂוֹרָה	2
H1309	bible/other/reward	other	0	בְּשׂוֹרָה	1
H1316	bible/names/bashan	names	0	בָּשָׁן	58
H1319	bible/other/declare	other	0	בָּשַׂר	5
H1319	bible/kt/goodnews	kt	1	בָּשַׂר	3
H1319	bible/other/receive	other	0	בָּשַׂר	1
H1319	bible/kt/good	kt	1	בָּשַׂר	1
H1320	bible/other/livestock	other	0	בָּשָׂר	1
H1320	bible/kt/holy	kt	1	בָּשָׂר	1
H1322	bible/other/shame	other	0	בֹּשֶׁת	14
H1328	bible/names/bethuel	names	0	בְּתוּאֵל	10
H1330	bible/other/virgin	other	0	בְּתוּלָה	41
H1331	bible/other/virgin	other	0	בְּתוּלִים	7
H1339	bible/names/bathsheba	names	0	בַּת־שֶׁבַע	20
H1343	bible/other/proud	other	0	גֵּאֶה	6
H1344	bible/other/proud	other	0	גֵּאָה	1
H1346	bible/other/proud	other	0	גַּאֲוָה	7
H1346	bible/kt/majesty	kt	1	גַּאֲוָה	3
H1346	bible/other/arrogant	other	0	גַּאֲוָה	1
H1347	bible/kt/majesty	kt	1	גָּאוֹן	5
H1347	bible/other/proud	other	0	גָּאוֹן	5
H1347	bible/other/proud-positivesense	other	0	גָּאוֹן	1
H1347	bible/other/arrogant	other	0	גָּאוֹן	1
H1348	bible/other/proud	other	0	גֵּאוּת	1
H1348	bible/kt/majesty	kt	1	גֵּאוּת	1
H1349	bible/other/proud	other	0	גַּאֲיוֹן	1
H1350	bible/kt/redeem	kt	1	גָּאַל	94
H1350	bible/other/kin	other	0	גָּאַל	10
H1350	bible/other/avenge	other	1	גָּאַל	6
H1350	bible/kt/ransom	kt	1	גָּאַל	1
H1351	bible/other/defile	other	0	גָּאַל	5
H1351	bible/other/desecrate	other	0	גָּאַל	2
H1352	bible/other/defile	other	0	גֹּאֶל	1
H1353	bible/kt/redeem	kt	1	גְּאֻלָּה	14
H1353	bible/kt/birthright	kt	1	גְּאֻלָּה	1
H1361	bible/kt/exalt	kt	1	גָּבַהּ	1
H1361	bible/other/haughty	other	0	גָּבַהּ	1
H1362	bible/other/haughty	other	0	גָּבָהּ	1
H1364	bible/other/haughty	other	0	גָּבֹהַּ	2
H1364	bible/other/proud	other	0	גָּבֹהַּ	1
H1368	bible/other/mighty	other	0	גִּבּוֹר	108
H1368	bible/other/warrior	other	0	גִּבּוֹר	33
H1369	bible/other/mighty	other	0	גְּבוּרָה	27
H1376	bible/kt/lord	kt	1	גְּבִיר	2
H1377	bible/other/queen	other	0	גְּבִירָה	3
H1387	bible/names/gibeah	names	0	גֶּבַע	1
H1389	bible/names/gibeah	names	0	גִּבְעָה	3
H1390	bible/names/gibeah	names	0	גִּבְעָה	36
H1391	bible/names/gibeon	names	0	גִּבְעוֹן	26
H1393	bible/names/gibeon	names	0	גִּבְעֹנִי	8
H1394	bible/names/gibeah	names	0	גִּבְעַת	1
H1396	bible/other/mighty	other	1	גָּבַר	4
H1397	bible/other/warrior	other	0	גֶּבֶר	2
H1403	bible/names/gabriel	names	0	גַּבְרִיאֵל	2
H1410	bible/names/gad	names	0	גָּד	59
H1416	bible/other/thief	other	0	גְּדוּד	1
H1419	bible/kt/highpriest	kt	1	גָּדוֹל	9
H1419	bible/names/thegreatsea	names	0	גָּדוֹל	5
H1419	bible/other/noble	other	0	גָּדוֹל	1
H1420	bible/kt/majesty	kt	1	גְּדוּלָה	2
H1421	bible/other/slander	other	0	גִּדּוּף	1
H1423	bible/other/goat	other	0	גְּדִי	13
H1425	bible/names/gad	names	0	גָּדִי	8
H1429	bible/other/goat	other	0	גְּדִיָּה	1
H1430	bible/other/grain	other	0	גָּדִישׁ	1
H1430	bible/other/bury	other	0	גָּדִישׁ	1
H1431	bible/other/proud	other	0	גָּדַל	33
H1431	bible/kt/exalt	kt	1	גָּדַל	2
H1431	bible/other/praise	other	0	גָּדַל	2
H1431	bible/other/mighty	other	0	גָּדַל	1
H1439	bible/names/gideon	names	0	גִּדְעוֹן	38
H1442	bible/kt/blasphemy	kt	1	גָּדַף	1
H1442	bible/other/slander	other	0	גָּדַף	1
H1457	bible/other/bow	other	0	גָּהַר	1
H1462	bible/other/locust	other	0	גּוֹב	2
H1466	bible/other/proud	other	0	גֵּוָה	1
H1471	bible/other/nation	other	0	גּוֹי	544
H1473	bible/other/exile	other	0	גּוֹלָה	18
H1473	bible/other/captive	other	0	גּוֹלָה	12
H1478	bible/kt/perish	kt	1	גָּוַע	1
H1481	bible/other/foreigner	other	0	גּוּר	20
H1481	bible/kt/fear	kt	1	גּוּר	5
H1481	bible/other/terror	other	0	גּוּר	2
H1481	bible/other/assembly	other	0	גּוּר	2
H1486	bible/other/lots	other	0	גּוֹרָל	61
H1486	bible/names/lot	names	0	גּוֹרָל	1
H1496	bible/kt/stone	kt	1	גָּזִית	5
H1497	bible/other/thief	other	0	גָּזַל	7
H1497	bible/other/seize	other	0	גָּזַל	5
H1498	bible/other/thief	other	0	גָּזֵל	1
H1501	bible/other/locust	other	0	גָּזָם	3
H1504	bible/other/decree	other	0	גָּזַר	4
H1523	bible/other/joy	other	0	גִּיל	27
H1523	bible/other/exult	other	0	גִּיל	3
H1524	bible/other/joy	other	0	גִּיל	2
H1530	bible/other/fountain	other	0	גַּל	1
H1537	bible/names/gilgal	names	0	גִּלְגָּל	43
H1540	bible/other/exile	other	0	גָּלָה	96
H1541	bible/other/captive	other	0	גְּלָה	4
H1541	bible/other/exile	other	0	גְּלָה	2
H1543	bible/other/fountain	other	0	גֻּלָּה	6
H1544	bible/kt/falsegod	kt	1	גִּלּוּל	7
H1546	bible/other/exile	other	0	גָּלוּת	3
H1546	bible/other/captive	other	0	גָּלוּת	1
H1547	bible/other/captive	other	0	גָּלוּת	3
H1547	bible/other/exile	other	0	גָּלוּת	1
H1550	bible/other/rod	other	0	גָּלִיל	1
H1551	bible/names/galilee	names	0	גָּלִיל	4
H1555	bible/names/goliath	names	0	גׇּלְיַת	6
H1561	bible/other/dung	other	0	גֵּלֶל	2
H1565	bible/other/barren	other	0	גַּלְמוּד	2
H1568	bible/names/gilead	names	0	גִּלְעָד	93
H1568	bible/names/ramoth	names	0	גִּלְעָד	10
H1569	bible/names/gilead	names	0	גִּלְעָדִי	11
H1571	bible/other/age	other	0	גַּם	1
H1571	bible/other/mourn	other	0	גַּם	1
H1576	bible/other/reward	other	0	גְּמוּל	1
H1578	bible/other/reward	other	0	גְּמוּלָה	1
H1580	bible/other/reward	other	0	גָּמַל	5
H1580	bible/kt/fulfill	kt	1	גָּמַל	1
H1581	bible/other/camel	other	0	גָּמָל	47
H1585	bible/other/peace	other	0	גְּמַר	1
H1588	bible/names/eden	names	0	גַּן	1
H1589	bible/other/bear-carryburden	other	0	גָּנַב	2
H1589	bible/other/enslave	other	0	גָּנַב	1
H1589	bible/other/thief	other	0	גָּנַב	1
H1590	bible/other/thief	other	0	גַּנָּב	8
H1605	bible/other/rebuke	other	0	גָּעַר	11
H1606	bible/other/rebuke	other	0	גְּעָרָה	9
H1612	bible/other/vine	other	0	גֶּפֶן	45
H1612	bible/other/grape	other	0	גֶּפֶן	1
H1614	bible/other/sulfur	other	0	גׇּפְרִית	2
H1616	bible/other/foreigner	other	0	גֵּר	39
H1616	bible/other/refuge	other	0	גֵּר	1
H1622	bible/names/girgashites	names	0	גִּרְגָּשִׁי	7
H1631	bible/other/ax	other	0	גַּרְזֶן	2
H1637	bible/other/thresh	other	0	גֹּרֶן	30
H1642	bible/names/gerar	names	0	גְּרָר	10
H1644	bible/other/castout	other	0	גָּרַשׁ	11
H1644	bible/other/possess	other	0	גָּרַשׁ	2
H1650	bible/names/geshur	names	0	גְּשׁוּר	9
H1651	bible/names/geshur	names	0	גְּשׁוּרִי	6
H1657	bible/names/goshen	names	0	גֹּשֶׁן	15
H1660	bible/other/winepress	other	0	גַּת	4
H1661	bible/names/gath	names	0	גַּת	23
H1662	bible/names/gath	names	0	גַּת־הַחֵפֶר	1
H1663	bible/names/gath	names	0	גִּתִּי	8
H1669	bible/other/mourn	other	0	דָּאַב	1
H1670	bible/kt/fear	kt	1	דְּאָבָה	1
H1671	bible/other/mourn	other	0	דְּאָבוֹן	1
H1677	bible/other/bearanimal	other	0	דֹּב	8
H1681	bible/other/report	other	0	דִּבָּה	2
H1681	bible/kt/evil	kt	1	דִּבָּה	1
H1684	bible/other/sacrifice	other	0	דְּבַח	1
H1685	bible/other/sacrifice	other	0	דְּבַח	1
H1687	bible/kt/sanctuary	kt	1	דְּבִיר	12
H1690	bible/other/fig	other	0	דְּבֵלָה	2
H1692	bible/other/overtake	other	1	דָּבַק	1
H1696	bible/other/report	other	0	דָבַר	2
H1696	bible/other/deceive	other	0	דָבַר	1
H1696	bible/other/declare	other	0	דָבַר	1
H1697	bible/kt/wordofgod	kt	1	דָּבָר	87
H1697	bible/other/decree	other	0	דָּבָר	7
H1697	bible/other/tencommandments	other	1	דָּבָר	2
H1697	bible/other/chaff	other	1	דָּבָר	1
H1698	bible/other/plague	other	0	דֶּבֶר	10
H1706	bible/other/honey	other	0	דְּבַשׁ	51
H1715	bible/other/grain	other	0	דָּגָן	39
H1722	bible/other/gold	other	0	דְּהַב	23
H1730	bible/kt/beloved	kt	1	דּוֹד	33
H1730	bible/kt/love	kt	1	דּוֹד	6
H1732	bible/names/david	names	0	דָּוִד	948
H1732	bible/names/cityofdavid	names	0	דָּוִד	24
H1732	bible/names/houseofdavid	names	0	דָּוִד	9
H1741	bible/other/suffer	other	0	דְּוַי	1
H1755	bible/other/generation-lifetime	other	0	דּוֹר	132
H1755	bible/other/generation-character	other	0	דּוֹר	11
H1755	bible/other/generation-groupofdescendants	other	0	דּוֹר	10
H1755	bible/other/generation-peoplewholiveinsametimeperiod	other	0	דּוֹר	6
H1755	bible/other/descendant	other	0	דּוֹר	2
H1758	bible/other/thresh	other	0	דּוּשׁ	3
H1758	bible/other/trample	other	0	דּוּשׁ	1
H1760	bible/other/disperse	other	0	דָּחָה	1
H1762	bible/other/stumble	other	0	דְּחִי	2
H1768	bible/kt/lawofmoses	kt	1	דִּי	3
H1777	bible/kt/judge	kt	1	דִּין	8
H1777	bible/other/plead	other	0	דִּין	1
H1778	bible/kt/judge	kt	1	דִּין	1
H1779	bible/kt/judge	kt	1	דִּין	7
H1779	bible/other/confirm	other	0	דִּין	1
H1780	bible/kt/judge	kt	1	דִּין	3
H1781	bible/other/judgeposition	other	1	דַּיָּן	2
H1782	bible/other/judgeposition	other	0	דַּיָּן	1
H1784	bible/other/judgeposition	other	0	דִּינַי	1
H1785	bible/other/siege	other	0	דָּיֵק	1
H1798	bible/other/sheep	other	0	דְּכַר	3
H1800	bible/other/lowly	other	0	דַּל	16
H1807	bible/names/delilah	names	0	דְּלִילָה	6
H1817	bible/other/gate	other	0	דֶּלֶת	23
H1818	bible/other/bloodshed	other	0	דָּם	17
H1820	bible/other/destroyer	other	0	דָּמָה	4
H1823	bible/other/likeness	other	0	דְּמוּת	2
H1825	bible/other/likeness	other	0	דִּמְיוֹן	1
H1828	bible/other/dung	other	0	דֹּמֶן	2
H1832	bible/other/mourn	other	0	דִּמְעָה	4
H1834	bible/names/damascus	names	0	דַּמֶּשֶׂק	18
H1835	bible/names/dan	names	0	דָּן	44
H1840	bible/names/daniel	names	0	דָנִיֵּאל	2
H1842	bible/names/dan	names	0	דָּן יַעַן	2
H1843	bible/other/know	other	0	דֵּעַ	5
H1844	bible/other/know	other	0	דֵּעָה	3
H1847	bible/other/know	other	0	דַּעַת	61
H1847	bible/other/doctrine	other	0	דַּעַת	2
H1847	bible/other/understand	other	0	דַּעַת	1
H1848	bible/other/slander	other	0	דׇּפִי	1
H1863	bible/other/thorn	other	0	דַּרְדַּר	1
H1867	bible/names/darius	names	0	דָּֽרְיָוֵשׁ	5
H1868	bible/names/darius	names	0	דָּֽרְיָוֵשׁ	15
H1869	bible/other/trample	other	0	דָּרַךְ	2
H1869	bible/other/bow	other	0	דָּרַךְ	1
H1870	bible/other/wrong	other	1	דֶּרֶךְ	1
H1875	bible/other/seek	other	0	דָּרַשׁ	131
H1875	bible/other/inquire	other	0	דָּרַשׁ	13
H1875	bible/other/avenge	other	0	דָּרַשׁ	1
H1875	bible/kt/love	kt	1	דָּרַשׁ	1
H1877	bible/other/sow	other	0	דֶּשֶׁא	1
H1878	bible/kt/anoint	kt	1	דָּשֵׁן	1
H1881	bible/other/law	other	0	דָּת	20
H1881	bible/kt/lawofmoses	kt	1	דָּת	1
H1882	bible/kt/lawofmoses	kt	1	דָּת	5
H1882	bible/other/law	other	0	דָּת	3
H1891	bible/kt/hope	kt	1	הָבַל	1
H1892	bible/other/vain	other	0	הֶבֶל	6
H1892	bible/kt/falsegod	kt	1	הֶבֶל	1
H1893	bible/names/abel	names	0	הֶבֶל	8
H1897	bible/other/meditate	other	0	הָגָה	7
H1900	bible/other/meditate	other	0	הָגוּת	1
H1902	bible/other/meditate	other	0	הִגָּיוֹן	1
H1904	bible/names/hagar	names	0	הָגָר	12
H1915	bible/other/trample	other	0	הָדַךְ	1
H1916	bible/other/footstool	other	0	הֲדֹם	2
H1919	bible/names/esther	names	0	הֲדַסָּה	1
H1921	bible/kt/honor	kt	1	הָדַר	2
H1921	bible/kt/favor	kt	1	הָדַר	1
H1926	bible/kt/majesty	kt	1	הָדָר	11
H1926	bible/other/splendor	other	0	הָדָר	4
H1926	bible/kt/honor	kt	1	הָדָר	1
H1927	bible/other/splendor	other	0	הֲדָרָה	1
H1927	bible/kt/majesty	kt	1	הֲדָרָה	1
H1931	bible/kt/righteous	kt	1	הוּא	1
H1935	bible/other/splendor	other	0	הוֹד	8
H1935	bible/kt/majesty	kt	1	הוֹד	3
H1935	bible/kt/glory	kt	1	הוֹד	2
H1942	bible/other/trouble	other	0	הַוָּה	6
H1942	bible/other/destroyer	other	0	הַוָּה	4
H1942	bible/other/lust	other	0	הַוָּה	2
H1942	bible/kt/iniquity	kt	1	הַוָּה	1
H1945	bible/kt/woe	kt	1	הוֹי	8
H1954	bible/names/hoshea	names	0	הוֹשֵׁעַ	15
H1954	bible/names/joshua	names	0	הוֹשֵׁעַ	1
H1961	bible/other/labor	other	0	הָיָה	1
H1961	bible/kt/houseofgod	kt	1	הָיָה	1
H1962	bible/other/trouble	other	0	הַיָּה	1
H1964	bible/kt/temple	kt	1	הֵיכָל	57
H1964	bible/other/palace	other	0	הֵיכָל	7
H1965	bible/kt/temple	kt	1	הֵיכַל	8
H1965	bible/other/palace	other	0	הֵיכַל	5
H1970	bible/other/wrong	other	0	הָכַר	1
H1974	bible/other/sacrifice	other	0	הִלּוּל	1
H1983	bible/other/ordinance	other	0	הֲלָךְ	3
H1984	bible/other/praise	other	0	הָלַל	74
H1984	bible/other/proud	other	0	הָלַל	8
H1984	bible/other/proud-positivesense	other	0	הָלַל	3
H1984	bible/other/arrogant	other	0	הָלַל	2
H1984	bible/other/gird	other	0	הָלַל	1
H1984	bible/kt/foolish	kt	1	הָלַל	1
H1984	bible/other/exult	other	0	הָלַל	1
H1984	bible/other/festival	other	0	הָלַל	1
H1984	bible/other/mock	other	0	הָלַל	1
H1993	bible/kt/call-speakloudly	kt	1	הָמָה	2
H2000	bible/other/destroyer	other	0	הָמַם	1
H2015	bible/other/destroyer	other	0	הָפַךְ	1
H2019	bible/other/perverse	other	0	הֲפַכְפַּךְ	1
H2020	bible/other/deliverer	other	0	הַצָּלָה	1
H2022	bible/kt/zion	kt	1	הַר	7
H2022	bible/names/mounthermon	names	0	הַר	6
H2022	bible/names/seir	names	0	הַר	4
H2022	bible/names/carmel	names	0	הַר	4
H2022	bible/names/sinai	names	0	הַר	2
H2026	bible/other/slain	other	0	הָרַג	94
H2026	bible/other/slaughter	other	0	הָרַג	7
H2027	bible/other/slaughter	other	0	הֶרֶג	2
H2029	bible/other/conceive	other	0	הָרָה	29
H2030	bible/other/conceive	other	0	הָרֶה	5
H2032	bible/other/conceive	other	0	הֵרוֹן	1
H2039	bible/names/haran	names	0	הָרָן	7
H2040	bible/other/destroyer	other	0	הָרַס	2
H2048	bible/other/deceive	other	0	הָתַל	6
H2048	bible/other/mock	other	0	הָתַל	1
H2049	bible/other/mock	other	0	הָתֹל	1
H2054	bible/kt/guilt	kt	1	וָזָר	1
H2060	bible/names/vashti	names	0	וַשְׁתִּי	10
H2061	bible/other/wolf	other	0	זְאֵב	1
H2074	bible/names/zebulun	names	0	זְבוּלוּן	22
H2076	bible/other/sacrifice	other	0	זָבַח	112
H2076	bible/other/slain	other	0	זָבַח	1
H2076	bible/other/slaughter	other	0	זָבַח	1
H2077	bible/other/sacrifice	other	0	זֶבַח	123
H2077	bible/other/peaceoffering	other	0	זֶבַח	1
H2082	bible/kt/honor	kt	1	זָבַל	1
H2086	bible/other/arrogant	other	0	זֵד	7
H2086	bible/other/proud	other	0	זֵד	4
H2087	bible/other/arrogant	other	0	זָדוֹן	3
H2087	bible/other/proud	other	0	זָדוֹן	1
H2091	bible/other/gold	other	0	זָהָב	385
H2094	bible/other/admonish	other	0	זָהַר	2
H2102	bible/other/proud	other	0	זוּד	5
H2102	bible/other/arrogant	other	0	זוּד	2
H2106	bible/other/pillar	other	0	זָוִית	1
H2111	bible/other/tremble	other	0	זוּעַ	2
H2114	bible/other/foreigner	other	0	זוּר	2
H2121	bible/other/rage	other	0	זֵידוֹן	1
H2123	bible/other/creature	other	0	זִיז	2
H2132	bible/other/olive	other	0	זַיִת	31
H2132	bible/names/mountofolives	names	0	זַיִת	1
H2134	bible/kt/purify	kt	1	זַךְ	7
H2135	bible/kt/purify	kt	1	זָכָה	5
H2135	bible/kt/blameless	kt	1	זָכָה	1
H2141	bible/kt/purify	kt	1	זָכַךְ	1
H2142	bible/other/mind	other	1	זָכַר	1
H2142	bible/kt/call-tosummon	kt	1	זָכַר	1
H2146	bible/other/memorialoffering	other	0	זִכְרוֹן	4
H2148	bible/names/zechariahot	names	0	זְכַרְיָה	43
H2152	bible/other/rage	other	0	זַלְעָפָה	1
H2153	bible/names/zilpah	names	0	זִלְפָּה	7
H2154	bible/kt/evil	kt	1	זִמָּה	4
H2156	bible/other/vine	other	0	זְמוֹרָה	1
H2158	bible/kt/psalm	kt	1	זָמִיר	1
H2163	bible/kt/appoint	kt	1	זָמַן	3
H2165	bible/kt/appoint	kt	1	זְמָן	2
H2167	bible/other/praise	other	0	זָמַר	14
H2169	bible/other/sheep	other	0	זֶמֶר	1
H2181	bible/other/prostitute	other	0	זָנָה	65
H2181	bible/other/commit	other	0	זָנָה	1
H2181	bible/other/fornication	other	0	זָנָה	1
H2181	bible/kt/faithless	kt	1	זָנָה	1
H2183	bible/other/prostitute	other	0	זָנוּן	2
H2185	bible/other/prostitute	other	0	זֹנוֹת	2
H2186	bible/other/reject	other	0	זָנַח	12
H2189	bible/other/horror	other	0	זַעֲוָה	1
H2194	bible/kt/curse	kt	1	זָעַם	1
H2195	bible/kt/wrath	kt	1	זַעַם	1
H2196	bible/other/rage	other	0	זָעַף	1
H2197	bible/other/rage	other	0	זַעַף	2
H2199	bible/other/cry	other	0	זָעַק	44
H2199	bible/kt/call-tosummon	kt	1	זָעַק	7
H2199	bible/other/assembly	other	0	זָעַק	2
H2199	bible/other/declare	other	0	זָעַק	1
H2201	bible/other/cry	other	0	זַעַק	7
H2204	bible/other/age	other	0	זָקֵן	18
H2205	bible/other/elder	other	0	זָקֵן	129
H2205	bible/other/age	other	0	זָקֵן	19
H2209	bible/other/age	other	0	זִקְנָה	4
H2216	bible/names/zerubbabel	names	0	זְרֻבָּבֶל	21
H2217	bible/names/zerubbabel	names	0	זְרֻבָּבֶל	1
H2219	bible/other/winnow	other	0	זָרָה	15
H2219	bible/other/disperse	other	0	זָרָה	5
H2229	bible/other/flood	other	0	זָרַם	1
H2232	bible/other/sow	other	0	זָרַע	15
H2232	bible/other/seed	other	0	זָרַע	4
H2233	bible/other/seed	other	0	זֶרַע	187
H2233	bible/other/descendant	other	0	זֶרַע	19
H2245	bible/kt/love	kt	1	חָבַב	1
H2251	bible/other/thresh	other	0	חָבַט	1
H2254	bible/other/pledge	other	0	חָבַל	8
H2254	bible/other/destroyer	other	0	חָבַל	2
H2254	bible/kt/bond	kt	1	חָבַל	2
H2254	bible/other/corrupt	other	0	חָבַל	1
H2254	bible/other/labor	other	0	חָבַל	1
H2254	bible/other/labor-birthing	other	0	חָבַל	1
H2255	bible/other/destroyer	other	0	חֲבַל	1
H2256	bible/other/labor-birthing	other	0	חֶבֶל	1
H2265	bible/names/habakkuk	names	0	חֲבַקּוּק	2
H2270	bible/other/companion	other	0	חָבֵר	5
H2275	bible/names/hebron	names	0	חֶבְרוֹן	49
H2278	bible/other/companion	other	0	חֲבֶרֶת	1
H2280	bible/kt/bond	kt	1	חָבַשׁ	3
H2280	bible/other/governor	other	0	חָבַשׁ	1
H2280	bible/other/gird	other	0	חָבַשׁ	1
H2282	bible/other/feast	other	0	חַג	30
H2282	bible/other/festival	other	0	חַג	22
H2282	bible/kt/pentecost	kt	1	חַג	3
H2282	bible/other/sacrifice	other	0	חַג	1
H2287	bible/other/festival	other	0	חָגַג	6
H2289	bible/other/gird	other	0	חָגוֹר	1
H2290	bible/other/gird	other	0	חֲגוֹר	4
H2292	bible/names/haggai	names	0	חַגַּי	11
H2296	bible/other/gird	other	0	חָגַר	28
H2296	bible/kt/bond	kt	1	חָגַר	1
H2296	bible/other/tremble	other	0	חָגַר	1
H2296	bible/other/proud	other	0	חָגַר	1
H2302	bible/other/joy	other	0	חָדָה	3
H2304	bible/other/joy	other	0	חֶדְוָה	1
H2305	bible/other/joy	other	0	חֶדְוָה	1
H2308	bible/other/forsaken	other	0	חָדַל	1
H2312	bible/other/thorn	other	0	חֵדֶק	1
H2318	bible/kt/restore	kt	1	חָדַשׁ	1
H2320	bible/other/biblicaltimemonth	other	0	חֹדֶשׁ	118
H2320	bible/other/newmoon	other	0	חֹדֶשׁ	16
H2320	bible/other/biblicaltimeday	other	0	חֹדֶשׁ	1
H2331	bible/other/declare	other	0	חָוָה	3
H2331	bible/other/report	other	0	חָוָה	1
H2332	bible/names/eve	names	0	חַוָּה	2
H2336	bible/other/thorn	other	0	חוֹחַ	3
H2340	bible/names/hivite	names	0	חִוִּי	25
H2342	bible/other/tremble	other	0	חוּל	8
H2342	bible/other/endure	other	0	חוּל	2
H2342	bible/other/seize	other	0	חוּל	1
H2342	bible/kt/fear	kt	1	חוּל	1
H2342	bible/other/deer	other	0	חוּל	1
H2347	bible/other/trouble	other	0	חוּס	2
H2347	bible/kt/compassion	kt	1	חוּס	1
H2351	bible/other/earth	other	0	חוּץ	1
H2368	bible/other/seal	other	0	חוֹתָם	6
H2374	bible/kt/prophet	kt	1	חֹזֶה	2
H2377	bible/other/vision	other	0	חָזוֹן	8
H2384	bible/other/vision	other	0	חִזָּיוֹן	8
H2386	bible/other/pig	other	0	חֲזִיר	2
H2388	bible/other/seize	other	0	חָזַק	13
H2388	bible/other/mighty	other	0	חָזַק	4
H2388	bible/other/encourage	other	0	חָזַק	2
H2388	bible/other/hard-unyielding	other	0	חָזַק	1
H2388	bible/other/courage	other	0	חָזַק	1
H2389	bible/other/mighty	other	0	חָזָק	17
H2394	bible/other/mighty	other	0	חׇזְקָה	1
H2396	bible/names/hezekiah	names	0	חִזְקִיָּה	49
H2398	bible/kt/sin	kt	1	חָטָא	214
H2398	bible/kt/purify	kt	1	חָטָא	2
H2398	bible/other/commit	other	0	חָטָא	1
H2398	bible/other/wrong	other	0	חָטָא	1
H2399	bible/kt/sin	kt	1	חֵטְא	17
H2399	bible/other/sacrifice	other	0	חֵטְא	1
H2400	bible/kt/sin	kt	1	חַטָּא	11
H2401	bible/kt/sin	kt	1	חֲטָאָה	7
H2401	bible/other/sacrifice	other	0	חֲטָאָה	1
H2403	bible/kt/sin	kt	1	חַטָּאָה	191
H2403	bible/other/sinoffering	other	0	חַטָּאָה	5
H2403	bible/kt/purify	kt	1	חַטָּאָה	3
H2406	bible/other/wheat	other	0	חִטָּה	28
H2409	bible/other/sinoffering	other	0	חֲטָּיָא	1
H2414	bible/other/seize	other	0	חָטַף	2
H2414	bible/other/captive	other	0	חָטַף	1
H2415	bible/other/rod	other	0	חֹטֵר	1
H2416	bible/other/beast	other	0	חַי	13
H2416	bible/other/livestock	other	0	חַי	2
H2416	bible/other/creature	other	0	חַי	2
H2416	bible/other/flock	other	0	חַי	1
H2421	bible/kt/restore	kt	1	חָיָה	2
H2428	bible/other/prosper	other	0	חַיִל	93
H2428	bible/other/courage	other	0	חַיִל	7
H2428	bible/other/mighty	other	0	חַיִל	5
H2428	bible/other/possess	other	0	חַיִל	1
H2449	bible/kt/wise	kt	1	חָכַם	21
H2450	bible/kt/wise	kt	1	חָכָם	76
H2450	bible/other/wisemen	other	0	חָכָם	44
H2450	bible/other/shrewd	other	0	חָכָם	2
H2451	bible/kt/wise	kt	1	חׇכְמָה	87
H2452	bible/kt/wise	kt	1	חׇכְמָה	2
H2454	bible/kt/wise	kt	1	חׇכְמוֹת	5
H2459	bible/other/devour	other	0	חֶלֶב	1
H2465	bible/kt/world	kt	1	חֶלֶד	2
