hebrew_strong	greek_strong	count
H5221	G5180	9
H5234	G1921	12
H5236	G0245	5
H5236	G0241	4
H5236	G5207	4
H5237	G0245	15
H5237	G1510	6
H5251	G4592	4
H5254	G3985	5
H5258	G4689	3
H5262	G2378	21
H5262	G3631	3
H5262	G4689	3
H5262	G1510	3
H5265	G0522	65
H5265	G1808	26
H5265	G4198	3
H5265	G5207	3
H5271	G3503	8
H5275	G5266	7
H5275	G4228	3
H5281	G2036	4
H5283	G73358	3
H5288	G3808	37
H5288	G2036	11
H5288	G1510	9
H5288	G3813	5
H5291	G3933	5
H5291	G3816	4
H5291	G2877	4
H5291	G1135	3
H5307	G4098	73
H5307	G1968	14
H5307	G4383	13
H5307	G1093	13
H5315	G5590	176
H5315	G3956	22
H5315	G2962	19
H5315	G1510	17
H5321	G3508	23
H5321	G5207	5
H5321	G2194	3
H5321	G1520	3
H5324	G2476	8
H5324	G5495	3
H5324	G3956	3
H5324	G2186	3
H5327	G3164	3
H5329	G5056	3
H5331	G0622	3
H5337	G4506	20
H5337	G5495	19
H5337	G1807	14
H5337	G2962	10
H5341	G4172	3
H5347	G2338	5
H5347	G1323	3
H5352	G1510	5
H5352	G0121	3
H5352	G1093	3
H5355	G0121	8
H5355	G1342	3
H5358	G1556	5
H5358	G5590	3
H5360	G1557	8
H5362	G2944	3
H5369	G4549	3
H5371	G3004	3
H5375	G0142	52
H5375	G2983	51
H5375	G0353	23
H5375	G2962	13
H5377	G1478	3
H5381	G2638	7
H5381	G2147	3
H5381	G5495	3
H5387	G0758	26
H5387	G1510	6
H5387	G4864	5
H5387	G3956	5
H5391	G1143	5
H5391	G3789	4
H5397	G2962	3
H5401	G2705	7
H5401	G5368	6
H5404	G0105	9
H5409	G3196	3
H5410	G5147	9
H5411	G3956	3
H5414	G1325	446
H5414	G2962	52
H5414	G5495	41
H5414	G3860	38
H5415	G1325	3
H5416	G3481	16
H5416	G2036	6
H5416	G4396	5
H5417	G3482	7
H5418	G3814	3
H5422	G2507	4
H5422	G2379	4
H5422	G0896	4
H5422	G4383	3
H5423	G71281	3
H5424	G1192	3
H5437	G2944	15
H5437	G0654	10
H5437	G1994	9
H5437	G4022	6
H5439	G2945	76
H5439	G3956	14
H5439	G4083	13
H5439	G3624	10
H5456	G4352	4
H5457	G4352	3
H5462	G2808	7
H5462	G0608	5
H5462	G2409	5
H5462	G2250	4
H5467	G4670	12
H5467	G0935	5
H5467	G1116	4
H5483	G2462	36
H5483	G2992	4
H5483	G0716	4
H5483	G2281	3
H5488	G2281	7
H5488	G2063	5
H5493	G0868	27
H5493	G4014	18
H5493	G2962	13
H5493	G1578	11
H5496	G0538	3
H5503	G1713	4
H5503	G1710	4
H5511	G0935	8
H5511	G2730	4
H5512	G2048	3
H5514	G4614	19
H5518	G3956	4
H5518	G2907	3
H5521	G4633	10
H5521	G4634	4
H5523	G0435	3
H5532	G2036	3
H5542	G2316	5
H5545	G1510	10
H5545	G0863	8
H5545	G2962	3
H5553	G4073	11
H5553	G2962	3
H5560	G2378	20
H5560	G4585	6
H5560	G1637	5
H5560	G4160	3
H5564	G2007	12
H5564	G0002	3
H5564	G4741	3
H5572	G0942	4
H5576	G0935	5
H5579	G4419	3
H5585	G4073	3
H5592	G2563	3
H5594	G2875	5
H5595	G4369	3
H5601	G4552	6
H5608	G1334	11
H5608	G1122	11
H5608	G0705	5
H5608	G1834	4
H5612	G0975	29
H5612	G2474	15
H5612	G0935	11
H5612	G2448	7
H5619	G2962	3
H5631	G2135	9
H5631	G0935	6
H5633	G0246	5
H5633	G0758	4
H5641	G2928	8
H5641	G4383	4
H5641	G2962	4
H5641	G1510	3
H5643	G3956	3
H5645	G3509	5
H5645	G5204	3
H5647	G1398	33
H5647	G3000	20
H5647	G2038	13
H5647	G2316	11
H5648	G4160	6
H5648	G1096	3
H5650	G3816	84
H5650	G1401	59
H5650	G2962	25
H5650	G1510	20
H5651	G72476	3
H5654	G3624	9
H5654	G3956	6
H5654	G5207	5
H5654	G2167	4
H5656	G3142	13
H5656	G2041	12
H5656	G3009	8
H5656	G4633	7
H5662	G5207	5
H5663	G2962	4
H5665	G0935	4
H5665	G2545	4
H5665	G0165	4
H5668	G5590	3
H5668	G0622	3
H5674	G3928	37
H5674	G1224	31
H5674	G1330	26
H5674	G3956	18
H5675	G4215	4
H5676	G2446	18
H5676	G0395	5
H5676	G2281	4
H5676	G4198	3
H5677	G1443	3
H5677	G5601	3
H5678	G3709	4
H5680	G1445	8
H5680	G1401	3
H5682	G3735	3
H5688	G2218	3
H5689	G2007	3
H5695	G3448	4
H5695	G2316	3
H5697	G5327	3
H5699	G1016	3
H5699	G3624	3
H5700	G0935	4
H5700	G2474	3
H5703	G0165	5
H5703	G0622	3
H5704	G2250	59
H5704	G2962	43
H5704	G0165	36
H5704	G1510	31
H5705	G2250	3
H5707	G3144	16
H5707	G1510	4
H5707	G5571	4
H5712	G4864	39
H5712	G3956	11
H5712	G2474	10
H5712	G2962	7
H5713	G3142	3
H5715	G3142	10
H5715	G1097	3
H5716	G2889	3
H5718	G5207	6
H5720	G5207	3
H5731	G3857	3
H5732	G2540	4
H5739	G4168	6
H5739	G4166	3
H5744	G5601	7
H5747	G0935	6
H5747	G0932	3
H5749	G1263	7
H5749	G3004	3
H5750	G1510	33
H5750	G2980	15
H5750	G2962	15
H5750	G4369	13
H5766	G0094	6
H5766	G0093	6
H5766	G4160	4
H5766	G0599	3
H5767	G0094	3
H5768	G3516	3
H5769	G0165	83
H5769	G0166	31
H5769	G2316	13
H5769	G2962	13
H5771	G0266	29
H5771	G0093	17
H5771	G1510	7
H5771	G0458	6
H5774	G4072	6
H5775	G3956	7
H5775	G3772	7
H5775	G73943	5
H5775	G4071	5
H5782	G1825	18
H5782	G1453	4
H5782	G2962	3
H5785	G1192	21
H5785	G2409	9
H5785	G5191	6
H5785	G2618	4
H5787	G5185	7
H5787	G2316	3
H5795	G1520	21
H5795	G0266	5
H5795	G1510	4
H5795	G4263	4
H5797	G2479	5
H5797	G2962	5
H5797	G3956	3
H5798	G5207	3
H5800	G1459	39
H5800	G2641	12
H5800	G2962	9
H5800	G2316	8
H5801	G0058	4
H5803	G5207	3
H5804	G1048	4
H5813	G5207	7
H5816	G5207	6
H5818	G3604	7
H5818	G5207	3
H5820	G5207	3
H5826	G0997	8
H5826	G2474	4
H5826	G2729	3
H5830	G0450	3
H5830	G1122	3
H5833	G0996	7
H5835	G2435	4
H5838	G5207	18
H5838	G2448	6
H5838	G2409	3
H5838	G0367	3
H5840	G5207	4
H5850	G4735	11
H5854	G2255	3
H5857	G0435	5
H5857	G1510	3
H5857	G2281	3
H5859	G3508	3
H5861	G4071	4
H5867	G5207	6
H5869	G3788	145
H5869	G2962	51
H5869	G4190	33
H5869	G4160	22
H5872	G1510	4
H5881	G5207	4
H5883	G4077	4
H5891	G3099	3
H5892	G4172	288
H5892	G3956	28
H5892	G1510	26
H5892	G2730	19
H5907	G5207	3
H5915	G1135	4
H5918	G5207	5
H5921	G2962	179
H5921	G1093	156
H5921	G3956	128
H5921	G2474	109
H5923	G2218	8
H5923	G3962	5
H5923	G5606	3
H5927	G0305	202
H5927	G2962	24
H5927	G0399	20
H5927	G0321	19
H5929	G5444	3
H5930	G3646	63
H5930	G2378	25
H5930	G2962	23
H5930	G3956	11
H5939	G1831	3
H5941	G2242	12
H5941	G2409	3
H5941	G2036	3
H5944	G2036	3
H5945	G2962	5
H5945	G5310	4
H5945	G1102	3
H5956	G75092	3
H5957	G0165	4
H5963	G3924	3
H5971	G2992	428
H5971	G3956	81
H5971	G1484	45
H5971	G2474	44
H5973	G1510	41
H5973	G2962	36
H5973	G2474	33
H5973	G3962	28
H5975	G2476	143
H5975	G1510	11
H5975	G2962	10
H5975	G3936	10
H5977	G4714	4
H5978	G1510	4
H5978	G4160	3
H5982	G4769	31
H5982	G5140	4
H5982	G5552	4
H5982	G3319	4
H5983	G5207	34
H5983	G2419	5
H5983	G1510	3
H5983	G4198	3
H5988	G5207	4
H5989	G5207	8
H5992	G0284	10
H5992	G5207	3
H5996	G5207	4
H5998	G2246	3
H5999	G3449	11
H5999	G4192	7
H5999	G2246	4
H5999	G3956	3
H6002	G3099	3
H6010	G3924	4
H6010	G74704	4
H6010	G0252	3
H6010	G5327	3
H6013	G0901	4
H6017	G1116	6
H6018	G5207	3
H6019	G5207	6
H6025	G4718	7
H6030	G0611	113
H6030	G5274	24
H6030	G2962	9
H6030	G1873	8
H6031	G5013	12
H6031	G0189	3
H6031	G2559	3
H6032	G0611	6
H6032	G0935	3
H6034	G5207	4
H6035	G5011	4
H6040	G4432	5
H6040	G5014	3
H6041	G4434	8
H6041	G1510	3
H6051	G3507	28
H6051	G2250	7
H6051	G2572	3
H6051	G2474	3
H6061	G5207	4
H6064	G2210	3
H6068	G5207	3
H6069	G5207	3
H6071	G3631	3
H6083	G1093	20
H6083	G5522	11
H6083	G1510	4
H6083	G0565	3
H6084	G3962	4
H6086	G3586	69
H6086	G3956	12
H6086	G1510	8
H6086	G3037	7
H6098	G1012	27
H6098	G2962	5
H6098	G4245	3
H6098	G1699	3
H6099	G3173	6
H6099	G2478	5
H6099	G1484	3
H6100	G3924	3
H6106	G3747	31
H6106	G2250	8
H6106	G4561	5
H6106	G1510	3
H6113	G4912	4
H6113	G0740	3
H6113	G2992	3
H6124	G4164	3
H6135	G4723	6
H6137	G4651	4
H6140	G1294	3
H6147	G2262	3
H6153	G2073	47
H6153	G1096	6
H6153	G1510	6
H6153	G2378	5
H6154	G1192	3
H6158	G2876	6
H6160	G1424	6
H6160	G2446	5
H6160	G2410	4
H6160	G2048	3
H6166	G2730	3
H6172	G0808	20
H6172	G0152	6
H6172	G0601	4
H6172	G0602	3
H6174	G1131	8
H6177	G1510	4
H6186	G5207	5
H6186	G2409	4
H6186	G4171	3
H6187	G5092	5
H6187	G1510	4
H6187	G1323	4
H6187	G0040	3
H6189	G0564	8
H6189	G3162	3
H6190	G0203	5
H6203	G3577	4
H6203	G1510	4
H6203	G2190	3
H6206	G5399	3
H6210	G2825	3
H6212	G5528	5
H6212	G1008	3
H6213	G4160	857
H6213	G2962	84
H6213	G2474	43
H6213	G3956	43
H6214	G0080	4
H6215	G2269	35
H6215	G2036	7
H6215	G0080	4
H6215	G5207	3
H6218	G1182	6
H6222	G5207	3
H6223	G4145	6
H6224	G1182	8
H6224	G3376	4
H6227	G2586	4
H6231	G2616	3
H6235	G5552	15
H6235	G5505	8
H6235	G4083	7
H6235	G2094	5
H6237	G0586	3
H6238	G4148	3
H6239	G4149	6
H6240	G0080	27
H6240	G2094	22
H6240	G5065	14
H6240	G3376	13
H6241	G1182	19
H6241	G1520	6
H6241	G4585	4
H6241	G1637	3
H6242	G5207	22
H6242	G5505	21
H6242	G2094	17
H6242	G1510	15
H6249	G1734	6
H6252	G2730	3
H6256	G2540	81
H6256	G5610	13
H6256	G1096	12
H6256	G3956	8
H6258	G2962	26
H6258	G5207	11
H6258	G3004	11
H6258	G0191	10
H6260	G5207	9
H6271	G2289	3
H6274	G5207	4
H6279	G2172	3
H6279	G1873	3
H6285	G0395	14
H6285	G1005	7
H6285	G2281	7
H6285	G3047	3
H6286	G1392	5
H6288	G3956	3
H6290	G2048	4
H6293	G0528	4
H6293	G4876	4
H6293	G2409	3
H6295	G5207	3
H6297	G2966	3
H6297	G3498	3
H6299	G3084	9
H6301	G5207	4
H6301	G1059	4
H6305	G5207	4
H6307	G3318	6
H6307	G4947	4
H6307	G1135	3
H6310	G4750	72
H6310	G2962	28
H6310	G3956	13
H6310	G1510	9
H6311	G1520	7
H6311	G4083	7
H6311	G1510	4
H6311	G2036	4
H6319	G4172	3
H6327	G1289	15
H6327	G2474	3
H6327	G2992	3
H6327	G3735	3
H6343	G5401	12
H6343	G5156	3
H6343	G2962	3
H6355	G5207	9
H6363	G3956	5
H6363	G4416	3
H6370	G5207	3
H6370	G3624	3
H6372	G5207	7
H6380	G5207	4
H6381	G4160	4
H6381	G2962	3
H6381	G1510	3
H6381	G2992	3
H6396	G1802	3
H6399	G4352	3
H6412	G1510	3
H6413	G1510	3
H6418	G4066	3
H6419	G4336	18
H6419	G2962	6
H6419	G5117	5
H6419	G2172	4
H6430	G0246	93
H6430	G2474	8
H6430	G5495	6
H6430	G2036	6
H6435	G4160	6
H6435	G0599	5
H6435	G2962	4
H6435	G2036	4
H6437	G1914	16
H6437	G1994	15
H6437	G2048	4
H6437	G3624	4
H6438	G1137	6
H6438	G4439	3
H6439	G5323	4
H6440	G4383	214
H6440	G2962	160
H6440	G1093	57
H6440	G1510	55
H6442	G2082	10
H6442	G0833	3
H6446	G4164	3
H6453	G3957	11
H6453	G2962	5
H6453	G2380	5
H6453	G2250	3
H6458	G4109	3
H6459	G3956	4
H6459	G1504	3
H6459	G2316	3
H6466	G2038	4
H6467	G2041	4
H6471	G2962	6
H6471	G1510	4
H6471	G5140	4
H6471	G2540	3
H6476	G1093	3
H6482	G3468	3
H6485	G1980	35
H6485	G5443	13
H6485	G3956	12
H6485	G1411	12
H6486	G1984	3
H6491	G1272	3
H6491	G0455	3
H6491	G2962	3
H6496	G1985	3
H6499	G3448	52
H6499	G2962	7
H6499	G0266	5
H6499	G1520	4
H6509	G0837	5
H6509	G4129	4
H6509	G1093	3
H6510	G1151	5
H6510	G1016	4
H6510	G1491	3
H6522	G5478	8
H6523	G4604	5
H6529	G2590	31
H6529	G2836	6
H6529	G1093	6
H6529	G2068	3
H6531	G3449	3
H6532	G2665	8
H6532	G3142	3
H6536	G0169	6
H6539	G0935	7
H6539	G0932	3
H6540	G0935	3
H6541	G0169	6
H6541	G1510	3
H6547	G5328	87
H6547	G2036	18
H6547	G1510	8
H6547	G0125	8
H6549	G5328	5
H6551	G5207	5
H6555	G2962	5
H6556	G5117	3
H6557	G5329	6
H6560	G2250	4
H6561	G4014	3
H6565	G1242	6
H6566	G5495	8
H6566	G1614	3
H6566	G1911	3
H6566	G4420	3
H6571	G2460	13
H6571	G0716	6
H6571	G2462	3
H6571	G4183	3
H6578	G2166	4
H6581	G1192	7
H6581	G0860	3
H6583	G5207	6
H6584	G1562	12
H6586	G0114	6
H6586	G2250	3
H6586	G0764	3
H6588	G0458	7
H6588	G0763	5
H6588	G1510	3
H6588	G0266	3
H6591	G1213	3
H6601	G0538	4
H6601	G2036	4
H6601	G4105	3
H6605	G0455	34
H6605	G4750	4
H6605	G1093	4
H6605	G3089	3
H6607	G3142	24
H6607	G2374	21
H6607	G4633	8
H6607	G4439	8
H6622	G4793	6
H6629	G4263	62
H6629	G4168	11
H6629	G3956	8
H6629	G2934	7
H6635	G1411	49
H6635	G3841	45
H6635	G2962	28
H6635	G4519	23
H6643	G1093	3
H6649	G5207	3
H6659	G4524	13
H6659	G5207	12
H6659	G2409	7
H6662	G1342	41
H6662	G1510	7
H6662	G0765	4
H6662	G2962	4
H6663	G1342	10
H6663	G1344	6
H6663	G1510	5
H6664	G1342	11
H6664	G1343	11
H6664	G2962	4
H6664	G2218	3
H6666	G1343	40
H6666	G2962	7
H6666	G4160	7
H6666	G2917	5
H6667	G5207	3
H6667	G0897	3
H6672	G3314	6
H6673	G2347	5
H6677	G5137	12
H6679	G2340	4
H6680	G1781	114
H6680	G2962	40
H6680	G3475	36
H6680	G4929	18
H6684	G3522	6
H6684	G2250	4
H6685	G3521	7
H6686	G5207	5
H6696	G4172	3
H6696	G2474	3
H6696	G4540	3
H6697	G4073	9
H6697	G2316	7
H6697	G1510	3
H6701	G5207	7
H6711	G1070	4
H6717	G1401	3
H6718	G2339	4
H6720	G1979	4
H6721	G4605	5
H6726	G4622	25
H6726	G2364	8
H6726	G2419	5
H6726	G2240	5
H6731	G0438	3
H6738	G4639	6
H6743	G2137	8
H6743	G2962	3
H6743	G5495	3
H6743	G3598	3
H6755	G4352	3
H6757	G4639	3
H6757	G2288	3
H6763	G1208	4
H6763	G4125	3
H6765	G2364	5
H6770	G1372	3
H6772	G1373	4
H6779	G0393	5
H6779	G2962	3
H6790	G2048	3
H6793	G2375	3
H6817	G0994	10
H6817	G2896	5
H6817	G2962	3
H6817	G0310	3
H6818	G2906	5
H6822	G4649	7
H6822	G3708	3
H6823	G5553	10
H6823	G4023	4
H6823	G5470	3
H6828	G1005	41
H6828	G2281	5
H6828	G0395	5
H6828	G4172	4
H6833	G2198	7
H6833	G3732	4
H6833	G3956	3
H6860	G4442	3
H6862	G2190	7
H6862	G4728	6
H6862	G2346	6
H6862	G5227	5
H6865	G5184	9
H6865	G2962	3
H6869	G2347	14
H6869	G1510	3
H6869	G4982	3
H6872	G0694	3
H6879	G3015	4
H6879	G5510	3
H6883	G3014	11
H6883	G1510	8
H6884	G4448	3
H6887	G2346	3
H6895	G2672	4
H6900	G5028	3
H6903	G0935	3
H6908	G4863	28
H6908	G4867	11
H6908	G3956	9
H6908	G1523	5
H6912	G2290	39
H6912	G3962	7
H6912	G5028	6
H6912	G3498	5
H6913	G3962	5
H6913	G5028	5
H6913	G3419	4
H6913	G2474	4
H6914	G3418	4
H6914	G1939	3
H6915	G4352	4
H6915	G2955	3
H6918	G0040	24
H6918	G2474	15
H6918	G2316	10
H6918	G2962	6
H6921	G2281	11
H6921	G0395	9
H6921	G1005	3
H6922	G0040	4
H6924	G0395	16
H6924	G0746	6
H6924	G2281	3
H6924	G4172	3
H6925	G0935	6
H6934	G2424	3
H6939	G2748	5
H6942	G0037	58
H6942	G2962	8
H6942	G0048	7
H6942	G1510	7
H6944	G0040	140
H6944	G1510	28
H6944	G2962	20
H6944	G5207	11
H6947	G3928	3
H6948	G4204	3
H6950	G4863	4
H6950	G1138	3
H6951	G1577	23
H6951	G3956	15
H6951	G2962	8
H6951	G4864	4
H6955	G5207	11
H6955	G3017	3
H6956	G1218	5
H6956	G5207	3
H6957	G1680	6
H6963	G5456	144
H6963	G2962	22
H6963	G0191	11
H6963	G3173	10
H6965	G0450	175
H6965	G2476	32
H6965	G1453	12
H6965	G1817	10
H6966	G2476	4
H6966	G1504	4
H6966	G4352	3
H6967	G5311	7
H6967	G3319	3
H6967	G4769	3
H6967	G4083	3
H6969	G2354	4
H6975	G0173	7
H6982	G1385	3
H6989	G5207	3
H6996	G3398	19
H6996	G3501	9
H6996	G1510	9
H6996	G3173	3
H6999	G2379	16
H6999	G2370	10
H6999	G2962	9
H6999	G0399	8
H7004	G2368	27
H7014	G2535	5
H7014	G2036	3
H7015	G2355	9
H7023	G5109	18
H7023	G3624	5
H7023	G3614	3
H7027	G2797	7
H7036	G0819	7
H7043	G2672	10
H7043	G3962	5
H7043	G1510	3
H7045	G2671	3
H7061	G1405	3
H7064	G3555	5
H7065	G2206	9
H7068	G2205	5
H7069	G2932	21
H7069	G0444	3
H7070	G2563	8
H7070	G1510	5
H7070	G3087	5
H7070	G4083	4
H7073	G5207	5
H7073	G2232	3
H7086	G1435	10
H7093	G1096	11
H7093	G1510	4
H7093	G2540	3
H7093	G4930	3
H7097	G1093	7
H7097	G0206	6
H7097	G1096	5
H7097	G3925	4
H7098	G3313	4
H7105	G2326	7
H7105	G1510	3
H7105	G2915	3
H7107	G3710	6
H7107	G2962	4
H7107	G3947	4
H7110	G2372	3
H7114	G2325	8
H7114	G2326	3
H7121	G2564	153
H7121	G3686	43
H7121	G1941	22
H7121	G2962	18
H7122	G4876	3
H7125	G4877	19
H7125	G0935	4
H7125	G5207	4
H7125	G2474	3
H7126	G4317	46
H7126	G4374	36
H7126	G4334	17
H7126	G2962	15
H7130	G2992	11
H7130	G2836	10
H7130	G1093	10
H7130	G1510	7
H7133	G1435	29
H7133	G5207	11
H7133	G2962	6
H7133	G3956	3
H7136	G2316	3
H7138	G1448	8
H7138	G2250	6
H7138	G1510	4
H7138	G2962	4
H7139	G3587	3
H7141	G2879	9
H7141	G5207	5
H7147	G4198	3
H7151	G4172	10
H7153	G1510	7
H7153	G4172	3
H7157	G4172	11
H7157	G3962	4
H7157	G0435	3
H7158	G1121	8
H7161	G2768	15
H7161	G2379	4
H7161	G1510	3
H7162	G2768	5
H7167	G71281	11
H7167	G2440	5
H7167	G2962	3
H7167	G2776	3
H7175	G4769	12
H7175	G3313	5
H7175	G1520	4
H7175	G4633	4
H7181	G0191	6
H7181	G4337	3
H7185	G4645	3
H7185	G3962	3
H7186	G4642	7
H7186	G1510	4
H7193	G3013	3
H7194	G4962	8
H7194	G2007	3
H7195	G4886	3
H7197	G4863	3
H7198	G5115	18
H7198	G0956	3
H7200	G3708	407
H7200	G3788	35
H7200	G1510	25
H7200	G1166	22
H7203	G0991	3
H7205	G4502	22
H7205	G5207	17
H7205	G3925	3
H7205	G2446	3
H7206	G4502	8
H7211	G5207	4
H7217	G2776	3
H7218	G2776	86
H7218	G0758	36
H7218	G3735	13
H7218	G3965	13
H7223	G4413	35
H7223	G2250	6
H7223	G0746	6
H7223	G3376	5
H7225	G0536	5
H7225	G1510	4
H7227	G4183	86
H7227	G1484	13
H7227	G2992	10
H7227	G2250	10
H7230	G4128	28
H7230	G4183	12
H7230	G3956	6
H7230	G1510	4
H7233	G3461	6
H7235	G4129	43
H7235	G4183	22
H7235	G1096	6
H7235	G1093	5
H7243	G5067	18
H7243	G2250	4
H7247	G1093	3
H7253	G3313	3
H7257	G0373	3
H7259	G4479	12
H7262	G3056	4
H7262	G2036	3
H7262	G1478	3
H7262	G2962	3
H7264	G4579	3
H7267	G3709	3
H7270	G2685	3
H7270	G1510	3
H7270	G2684	3
H7271	G4228	3
H7272	G4228	53
H7272	G2962	5
H7272	G2036	4
H7272	G5495	4
H7275	G3036	4
H7275	G3037	3
H7275	G4864	3
H7287	G3449	4
H7291	G1377	29
H7291	G2614	12
H7291	G5207	5
H7291	G2638	5
H7307	G4151	77
H7307	G2962	18
H7307	G1510	13
H7307	G0417	8
H7311	G5312	17
H7311	G3956	6
H7311	G0851	6
H7311	G2962	5
H7323	G5143	17
H7323	G0935	4
H7323	G4370	3
H7326	G3993	3
H7327	G4503	4
H7327	G2036	3
H7328	G3466	3
H7337	G4115	3
H7339	G4116	9
H7339	G4172	3
H7339	G3956	3
H7341	G4083	23
H7341	G4114	5
H7341	G3372	4
H7341	G2255	4
H7346	G4497	14
H7346	G0935	4
H7346	G5207	3
H7346	G0936	3
H7350	G1510	6
H7350	G1093	4
H7350	G2962	3
H7350	G0444	3
H7354	G4478	14
H7354	G5207	5
H7354	G2384	3
H7355	G3627	5
H7355	G1653	3
H7356	G3388	3
H7356	G3628	3
H7358	G3388	6
H7358	G1272	3
H7358	G2836	3
H7364	G5204	10
H7364	G3068	9
H7364	G3538	7
H7364	G1510	7
H7378	G2919	9
H7378	G3164	5
H7378	G3058	3
H7378	G2962	3
H7379	G2920	12
H7381	G2962	18
H7381	G3744	13
H7381	G2175	8
H7387	G2756	8
H7390	G0527	4
H7392	G1910	7
H7392	G0307	4
H7392	G1913	4
H7392	G4198	4
H7393	G0716	25
H7393	G2462	9
H7393	G2460	8
H7393	G3956	4
H7399	G3956	3
H7402	G1713	6
H7414	G4471	6
H7416	G3956	3
H7429	G2662	3
H7430	G3956	5
H7430	G2062	4
H7431	G3956	5
H7433	G0305	3
H7442	G2165	8
H7451	G4190	58
H7451	G2556	45
H7451	G4160	39
H7451	G2962	27
H7453	G5384	7
H7453	G1538	6
H7453	G2962	5
H7453	G1510	5
H7455	G4189	3
H7455	G4190	3
H7456	G3983	3
H7458	G3042	28
H7458	G1093	6
H7458	G1096	5
H7458	G4931	3
H7462	G4166	23
H7462	G1006	11
H7462	G4263	10
H7462	G4165	9
H7467	G5207	3
H7469	G4151	6
H7474	G2570	4
H7484	G5207	4
H7488	G3586	4
H7489	G4190	9
H7489	G2559	5
H7489	G2554	4
H7489	G4160	4
H7493	G4579	3
H7494	G4578	4
H7495	G2390	17
H7495	G1994	3
H7497	G74704	3
H7503	G5495	4
H7503	G0447	3
H7509	G0758	3
H7521	G2106	4
H7521	G1209	4
H7521	G2962	3
H7521	G4327	3
H7522	G1184	9
H7522	G1510	4
H7523	G5407	11
H7523	G2289	3
H7523	G2288	3
H7523	G0873	3
H7526	G0935	4
H7531	G0833	3
H7535	G3956	5
H7535	G2962	5
H7535	G1510	3
H7535	G1093	3
H7549	G4733	6
H7561	G0765	3
H7561	G0091	3
H7563	G0765	35
H7563	G1342	8
H7563	G3598	7
H7563	G0459	7
H7568	G1350	4
H7579	G5204	3
H7585	G0086	20
H7586	G4549	96
H7586	G2036	36
H7586	G5207	19
H7586	G3624	8
H7592	G2065	20
H7592	G1905	19
H7592	G0154	18
H7592	G0935	7
H7596	G1510	3
H7604	G2641	20
H7604	G5275	8
H7604	G1093	5
H7604	G1510	4
H7605	G2641	4
H7605	G2645	3
H7606	G2645	3
H7607	G3609	3
H7611	G2645	7
H7611	G3956	3
H7611	G3004	3
H7614	G5207	4
H7614	G0938	4
H7614	G1713	3
H7617	G0162	6
H7617	G0163	4
H7617	G1093	4
H7617	G1994	3
H7620	G1859	3
H7620	G2962	3
H7621	G3727	5
H7621	G2962	3
H7622	G2962	3
H7622	G0161	3
H7624	G0134	3
H7626	G5443	35
H7626	G2474	13
H7626	G3956	10
H7626	G4464	6
H7628	G0161	17
H7633	G0161	4
H7637	G1442	34
H7637	G2250	19
H7637	G3376	8
H7637	G2094	5
H7646	G1705	11
H7646	G3956	3
H7646	G5526	3
H7650	G3660	41
H7650	G3726	13
H7650	G3962	13
H7650	G2962	9
H7651	G2250	48
H7651	G2094	27
H7651	G2962	10
H7651	G5207	10
H7652	G5207	3
H7657	G4134	10
H7657	G2094	9
H7657	G0435	4
H7657	G5207	4
H7665	G4937	31
H7665	G2962	4
H7665	G2250	3
H7665	G0125	3
H7666	G1033	6
H7667	G4938	6
H7673	G2664	7
H7673	G2647	3
H7676	G4521	35
H7676	G2250	8
H7676	G3956	4
H7676	G1442	3
H7677	G0372	4
H7677	G4521	3
H7684	G2962	3
H7699	G3149	9
H7701	G5004	3
H7703	G5003	8
H7703	G4160	3
H7704	G0068	65
H7704	G1510	10
H7704	G1093	8
H7704	G3956	5
H7706	G3841	9
H7706	G2962	6
H7706	G2316	4
H7706	G2425	3
H7707	G5207	5
H7716	G4263	16
H7716	G3688	3
H7718	G3037	4
H7723	G3152	8
H7723	G5571	4
H7723	G2962	4
H7723	G2756	3
H7725	G1994	130
H7725	G0654	84
H7725	G2962	38
H7725	G0390	28
H7732	G5207	4
H7747	G3004	3
H7752	G4651	4
H7760	G5087	82
H7760	G2007	22
H7760	G4160	16
H7760	G2962	15
H7761	G5087	5
H7761	G1106	3
H7768	G2896	3
H7776	G0258	3
H7778	G5207	5
H7778	G4439	4
H7778	G0103	3
H7782	G4536	16
H7782	G4537	5
H7782	G3956	3
H7794	G3448	14
H7794	G1016	6
H7794	G5022	4
H7794	G1510	4
H7799	G2918	7
H7800	G4172	6
H7810	G1435	11
H7812	G4352	42
H7812	G1093	10
H7812	G2962	10
H7812	G2316	9
H7814	G1096	3
H7814	G1071	3
H7817	G5013	4
H7819	G4969	29
H7819	G2380	9
H7819	G2962	5
H7819	G3646	3
H7822	G1668	3
H7832	G3815	3
H7832	G2606	3
H7834	G3509	3
H7843	G1311	10
H7843	G2962	7
H7843	G2704	5
H7843	G1093	5
H7845	G2288	3
H7848	G3586	4
H7848	G5553	4
H7854	G1228	8
H7854	G2962	5
H7860	G2923	4
H7860	G1122	3
H7872	G0086	3
H7887	G2962	3
H7888	G5207	3
H7891	G0103	17
H7891	G2962	5
H7891	G1250	4
H7891	G2419	3
H7892	G5603	22
H7892	G2962	4
H7892	G5207	3
H7892	G3956	3
H7895	G0305	3
H7896	G3788	3
H7896	G1911	3
H7896	G5087	3
H7901	G2837	74
H7901	G2518	10
H7901	G1510	8
H7901	G3962	5
H7902	G4690	5
H7911	G1950	24
