# Verb argument-slot filler profiles, recovered from BHSA syntax (via Context-Fabric
# annotation, cached in resources/occurrences/hbo.db + hbo_syntax.db -- no corpus mount
# needed). slot in {Subj, Objc, Cmpl, PreC}. count: occurrences across the OT.
# Raw material for the text-anchored yardstick -- see
# internal-docs/text-anchored-semantics-plan.md. Not SDBH-derived.
verb_strong	slot	filler_strong	count
H5414	Subj	H8394	1
H5414	Subj	H8401	1
H5414	Subj	H8415	1
H5414	Subj	H8660	1
H5420	Objc	H5410	1
H5421	Subj	H0745	1
H5421	Subj	H3715	1
H5421	Subj	H6963	1
H5421	Subj	H7581	1
H5421	Subj	H7826	1
H5421	Subj	H8127	1
H5422	Objc	H0068	1
H5422	Objc	H0842	1
H5422	Objc	H2532	1
H5422	Objc	H3715	1
H5422	Objc	H4676	1
H5422	Objc	H5439	1
H5422	Objc	H5892	1
H5422	Objc	H6083	1
H5422	Objc	H6086	1
H5422	Objc	H6946	1
H5422	Objc	H7411	1
H5422	Objc	H8179	1
H5422	Subj	H0001	1
H5422	Subj	H1167	1
H5422	Subj	H3600	1
H5422	Subj	H4196	1
H5422	Subj	H4428	1
H5422	Subj	H5892	1
H5422	Subj	H6697	1
H5422	Subj	H8574	1
H5423	Cmpl	H0168	1
H5423	Cmpl	H2724	1
H5423	Objc	H3499	1
H5423	Objc	H3605	1
H5423	Objc	H4133	1
H5423	Objc	H7699	1
H5423	Objc	H8330	1
H5423	Subj	H2154	1
H5423	Subj	H2256	1
H5423	Subj	H2339	1
H5423	Subj	H3548	1
H5423	Subj	H3709	1
H5423	Subj	H4009	1
H5423	Subj	H4340	1
H5423	Subj	H5275	1
H5423	Subj	H5296	1
H5423	Subj	H6616	1
H5423	Subj	H7272	1
H5423	Subj	H7451	1
H5423	Subj	H8027	1
H5423	Subj	H8288	1
H5425	Cmpl	H0776	1
H5425	Cmpl	H4725	1
H5425	Objc	H0092	1
H5425	Objc	H1471	1
H5425	Objc	H1870	1
H5425	Objc	H3027	1
H5425	Objc	H4133	1
H5425	Objc	H6074	1
H5428	Cmpl	H2896	1
H5428	Cmpl	H7130	1
H5428	Cmpl	H8432	1
H5428	Objc	H0842	1
H5428	Objc	H1004	1
H5428	Objc	H1471	1
H5428	Objc	H5892	1
H5428	Subj	H2114	1
H5428	Subj	H4325	1
H5428	Subj	H4438	1
H5428	Subj	H5140	1
H5428	Subj	H7119	1
H5435	Objc	H7941	1
H5437	Cmpl	H0001	1
H5437	Cmpl	H1121	1
H5437	Cmpl	H1870	1
H5437	Cmpl	H3646	1
H5437	Cmpl	H4057	1
H5437	Cmpl	H4135	1
H5437	Cmpl	H4217	1
H5437	Cmpl	H4546	1
H5437	Cmpl	H4908	1
H5437	Cmpl	H5048	1
H5437	Cmpl	H5158	1
H5437	Cmpl	H5315	1
H5437	Cmpl	H5488	1
H5437	Cmpl	H6285	1
H5437	Cmpl	H6440	1
H5437	Cmpl	H6828	1
H5437	Cmpl	H7307	1
H5437	Cmpl	H7339	1
H5437	Cmpl	H7704	1
H5437	Objc	H1280	1
H5437	Objc	H1397	1
H5437	Objc	H1697	1
H5437	Objc	H1817	1
H5437	Objc	H2346	1
H5437	Objc	H2435	1
H5437	Objc	H3605	1
H5437	Objc	H3993	1
H5437	Objc	H3996	1
H5437	Objc	H4026	1
H5437	Objc	H4196	1
H5437	Objc	H4410	1
H5437	Objc	H4438	1
H5437	Objc	H5869	1
H5437	Objc	H5971	1
H5437	Objc	H5982	1
H5437	Objc	H7676	1
H5437	Objc	H8145	1
H5437	Subj	H0485	1
H5437	Subj	H0727	1
H5437	Subj	H0776	1
H5437	Subj	H1004	1
H5437	Subj	H1100	1
H5437	Subj	H1817	1
H5437	Subj	H2205	1
H5437	Subj	H2339	1
H5437	Subj	H3225	1
H5437	Subj	H3563	1
H5437	Subj	H3627	1
H5437	Subj	H3820	1
H5437	Subj	H4410	1
H5437	Subj	H5347	1
H5437	Subj	H5375	1
H5437	Subj	H5594	1
H5437	Subj	H5699	1
H5437	Subj	H6235	1
H5437	Subj	H6240	1
H5437	Subj	H7051	1
H5437	Subj	H7097	1
H5437	Subj	H7227	1
H5437	Subj	H8147	1
H5445	Subj	H2284	1
H5462	Cmpl	H0113	1
H5462	Cmpl	H0310	1
H5462	Cmpl	H0341	1
H5462	Cmpl	H0376	1
H5462	Cmpl	H1004	1
H5462	Cmpl	H1259	1
H5462	Cmpl	H1698	1
H5462	Cmpl	H2719	1
H5462	Cmpl	H3851	1
H5462	Cmpl	H4525	1
H5462	Cmpl	H7358	1
H5462	Cmpl	H8147	1
H5462	Cmpl	H8432	1
H5462	Cmpl	H8478	1
H5462	Objc	H0001	1
H5462	Objc	H0341	1
H5462	Objc	H0361	1
H5462	Objc	H0745	1
H5462	Objc	H0759	1
H5462	Objc	H0990	1
H5462	Objc	H1165	1
H5462	Objc	H1320	1
H5462	Objc	H1964	1
H5462	Objc	H2346	1
H5462	Objc	H4393	1
H5462	Objc	H5650	1
H5462	Objc	H5944	1
H5462	Objc	H5971	1
H5462	Objc	H6433	1
H5462	Objc	H6556	1
H5462	Objc	H7358	1
H5462	Objc	H7523	1
H5462	Objc	H8300	1
H5462	Subj	H0430	1
H5462	Subj	H1004	1
H5462	Subj	H1167	1
H5462	Subj	H1817	1
H5462	Subj	H2460	1
H5462	Subj	H3605	1
H5462	Subj	H4057	1
H5462	Subj	H5045	1
H5462	Subj	H5892	1
H5462	Subj	H7783	1
H5480	Objc	H0341	1
H5493	Cmpl	H0127	1
H5493	Cmpl	H0214	1
H5493	Cmpl	H0376	1
H5493	Cmpl	H0430	1
H5493	Cmpl	H0561	1
H5493	Cmpl	H2706	1
H5493	Cmpl	H2822	1
H5493	Cmpl	H2983	1
H5493	Cmpl	H3548	1
H5493	Cmpl	H3820	1
H5493	Cmpl	H3824	1
H5493	Cmpl	H3878	1
H5493	Cmpl	H4295	1
H5493	Cmpl	H4428	1
H5493	Cmpl	H5048	1
H5493	Cmpl	H5237	1
H5493	Cmpl	H5447	1
H5493	Cmpl	H5656	1
H5493	Cmpl	H5944	1
H5493	Cmpl	H7563	1
H5493	Objc	H0047	1
H5493	Objc	H0120	1
H5493	Objc	H0178	1
H5493	Objc	H0212	1
H5493	Objc	H0241	1
H5493	Objc	H0491	1
H5493	Objc	H0639	1
H5493	Objc	H0666	1
H5493	Objc	H0842	1
H5493	Objc	H0913	1
H5493	Objc	H1004	1
H5493	Objc	H1121	1
H5493	Objc	H1346	1
H5493	Objc	H1367	1
H5493	Objc	H1995	1
H5493	Objc	H2183	1
H5493	Objc	H2483	1
H5493	Objc	H2553	1
H5493	Objc	H2555	1
H5493	Objc	H2708	1
H5493	Objc	H3049	1
H5493	Objc	H3196	1
H5493	Objc	H3595	1
H5493	Objc	H3707	1
H5493	Objc	H3709	1
H5493	Objc	H3824	1
H5493	Objc	H4133	1
H5493	Objc	H4194	1
H5493	Objc	H4245	1
H5493	Objc	H4372	1
H5493	Objc	H4428	1
H5493	Objc	H4533	1
H5493	Objc	H4598	1
H5493	Objc	H4611	1
H5493	Objc	H4639	1
H5493	Objc	H4676	1
H5493	Objc	H4701	1
H5493	Objc	H4760	1
H5493	Objc	H4818	1
H5493	Objc	H4881	1
H5493	Objc	H5061	1
H5493	Objc	H5175	1
H5493	Objc	H5566	1
H5493	Objc	H5914	1
H5493	Objc	H5930	1
H5493	Objc	H5947	1
H5493	Objc	H6124	1
H5493	Objc	H6143	1
H5493	Objc	H6190	1
H5493	Objc	H6310	1
H5493	Objc	H6440	1
H5493	Objc	H6662	1
H5493	Objc	H6666	1
H5493	Objc	H6809	1
H5493	Objc	H6854	1
H5493	Objc	H7455	1
H5493	Objc	H7626	1
H5493	Objc	H7628	1
H5493	Objc	H7636	1
H5493	Objc	H7701	1
H5493	Objc	H7720	1
H5493	Objc	H7892	1
H5493	Objc	H7926	1
H5493	Objc	H8034	1
H5493	Objc	H8071	1
H5493	Objc	H8242	1
H5493	Objc	H8267	1
H5493	Objc	H8392	1
H5493	Objc	H8495	1
H5493	Objc	H8538	1
H5493	Objc	H8548	1
H5493	Objc	H8597	1
H5493	Objc	H8605	1
H5493	Subj	H0200	1
H5493	Subj	H0376	1
H5493	Subj	H0413	1
H5493	Subj	H0430	1
H5493	Subj	H1121	1
H5493	Subj	H2617	1
H5493	Subj	H2719	1
H5493	Subj	H3027	1
H5493	Subj	H3605	1
H5493	Subj	H3775	1
H5493	Subj	H3820	1
H5493	Subj	H4194	1
H5493	Subj	H4751	1
H5493	Subj	H4798	1
H5493	Subj	H5061	1
H5493	Subj	H5435	1
H5493	Subj	H5628	1
H5493	Subj	H5771	1
H5493	Subj	H5923	1
H5493	Subj	H5982	1
H5493	Subj	H6141	1
H5493	Subj	H6547	1
H5493	Subj	H6738	1
H5493	Subj	H6854	1
H5493	Subj	H7017	1
H5493	Subj	H7451	1
H5493	Subj	H8548	1
H5498	Cmpl	H5158	1
H5500	Objc	H6083	1
H5502	Subj	H0047	1
H5503	Cmpl	H0776	1
H5503	Objc	H0776	1
H5503	Subj	H3548	1
H5503	Subj	H3820	1
H5503	Subj	H5030	1
H5526	Cmpl	H0084	1
H5526	Cmpl	H0639	1
H5526	Cmpl	H0905	1
H5526	Cmpl	H1157	1
H5526	Cmpl	H5715	1
H5526	Cmpl	H6051	1
H5526	Cmpl	H7218	1
H5526	Objc	H3220	1
H5526	Objc	H3709	1
H5526	Objc	H6532	1
H5526	Objc	H7272	1
H5526	Subj	H0433	1
H5526	Subj	H3742	1
H5528	Objc	H6098	1
H5532	Cmpl	H0413	1
H5532	Objc	H1870	1
H5532	Objc	H3605	1
H5534	Cmpl	H0113	1
H5534	Cmpl	H3027	1
H5534	Cmpl	H7186	1
H5534	Subj	H0699	1
H5534	Subj	H1696	1
H5534	Subj	H4599	1
H5534	Subj	H6310	1
H5534	Subj	H8064	1
H5534	Subj	H8267	1
H5534	Subj	H8415	1
H5545	Cmpl	H0259	1
H5545	Cmpl	H1121	1
H5545	Cmpl	H1616	1
H5545	Cmpl	H5713	1
H5549	Objc	H0343	1
H5549	Objc	H0734	1
H5549	Objc	H1870	1
H5549	Objc	H4546	1
H5557	Objc	H0386	1
H5557	Objc	H1870	1
H5557	Subj	H0120	1
H5557	Subj	H0200	1
H5557	Subj	H7564	1
H5559	Cmpl	H0996	1
H5559	Cmpl	H8064	1
H5559	Subj	H0317	1
H5559	Subj	H2191	1
H5559	Subj	H4904	1
H5559	Subj	H7161	1
H5564	Cmpl	H0430	1
H5564	Cmpl	H1697	1
H5564	Cmpl	H2416	1
H5564	Cmpl	H3878	1
H5564	Cmpl	H4428	1
H5564	Cmpl	H5930	1
H5564	Cmpl	H7023	1
H5564	Objc	H8147	1
H5564	Subj	H2205	1
H5564	Subj	H2534	1
H5564	Subj	H3605	1
H5564	Subj	H3878	1
H5564	Subj	H4428	1
H5564	Subj	H5713	1
H5564	Subj	H5971	1
H5564	Subj	H8085	1
H5582	Cmpl	H3899	1
H5582	Cmpl	H6595	1
H5582	Objc	H0376	1
H5582	Objc	H3678	1
H5594	Cmpl	H1167	1
H5594	Cmpl	H6440	1
H5594	Objc	H1419	1
H5594	Objc	H3515	1
H5594	Objc	H3966	1
H5594	Objc	H4553	1
H5594	Subj	H0776	1
H5595	Cmpl	H0639	1
H5595	Cmpl	H2740	1
H5595	Cmpl	H3027	1
H5595	Cmpl	H5771	1
H5595	Cmpl	H5892	1
H5595	Cmpl	H7563	1
H5595	Objc	H2206	1
H5595	Objc	H6662	1
H5595	Objc	H6770	1
H5595	Objc	H7462	1
H5595	Subj	H0929	1
H5595	Subj	H4428	1
H5595	Subj	H5775	1
H5595	Subj	H7302	1
H5596	Cmpl	H1004	1
H5596	Cmpl	H5159	1
H5603	Cmpl	H0730	1
H5603	Objc	H1004	1
H5603	Objc	H1356	1
H5603	Objc	H7713	1
H5605	Cmpl	H0430	1
H5605	Cmpl	H1004	1
H5606	Subj	H1870	1
H5606	Subj	H3605	1
H5606	Subj	H5674	1
H5608	Cmpl	H0001	1
H5608	Cmpl	H0157	1
H5608	Cmpl	H0241	1
H5608	Cmpl	H0314	1
H5608	Cmpl	H0802	1
H5608	Cmpl	H1471	1
H5608	Cmpl	H2491	1
H5608	Cmpl	H2706	1
H5608	Cmpl	H2859	1
H5608	Cmpl	H2893	1
H5608	Cmpl	H3117	1
H5608	Cmpl	H3605	1
H5608	Cmpl	H4283	1
H5608	Cmpl	H5971	1
H5608	Cmpl	H7676	1
H5608	Objc	H0430	1
H5608	Objc	H1004	1
H5608	Objc	H1121	1
H5608	Objc	H1419	1
H5608	Objc	H1616	1
H5608	Objc	H1870	1
H5608	Objc	H2568	1
H5608	Objc	H2706	1
H5608	Objc	H3392	1
H5608	Objc	H3556	1
H5608	Objc	H3878	1
H5608	Objc	H4026	1
H5608	Objc	H4399	1
H5608	Objc	H5449	1
H5608	Objc	H5971	1
H5608	Objc	H6239	1
H5608	Objc	H6310	1
H5608	Objc	H6467	1
H5608	Objc	H6666	1
H5608	Objc	H7230	1
H5608	Objc	H7676	1
H5608	Objc	H7834	1
H5608	Objc	H8083	1
H5608	Objc	H8141	1
H5608	Objc	H8441	1
H5608	Subj	H1709	1
H5608	Subj	H2617	1
H5608	Subj	H3220	1
H5608	Subj	H5030	1
H5608	Subj	H5650	1
H5608	Subj	H5971	1
H5608	Subj	H6310	1
H5608	Subj	H6547	1
H5608	Subj	H6635	1
H5608	Subj	H8064	1
H5608	Subj	H8248	1
H5608	Subj	H8269	1
H5619	Cmpl	H5980	1
H5619	Objc	H3605	1
H5619	Objc	H4428	1
H5619	Objc	H5650	1
H5628	Cmpl	H0268	1
H5628	Cmpl	H4908	1
H5628	Subj	H2677	1
H5628	Subj	H3407	1
H5640	Objc	H1697	1
H5640	Objc	H2377	1
H5640	Objc	H4161	1
H5640	Objc	H5158	1
H5640	Objc	H5869	1
H5640	Objc	H5945	1
H5641	Cmpl	H0639	1
H5641	Cmpl	H2399	1
H5641	Cmpl	H3117	1
H5641	Cmpl	H3639	1
H5641	Cmpl	H4565	1
H5641	Cmpl	H5048	1
H5641	Cmpl	H5158	1
H5641	Cmpl	H5650	1
H5641	Cmpl	H5775	1
H5641	Cmpl	H5892	1
H5641	Cmpl	H7536	1
H5641	Cmpl	H8064	1
H5641	Cmpl	H8267	1
H5641	Objc	H4687	1
H5641	Objc	H5080	1
H5641	Objc	H5999	1
H5641	Objc	H6098	1
H5641	Subj	H0001	1
H5641	Subj	H0120	1
H5641	Subj	H0205	1
H5641	Subj	H0376	1
H5641	Subj	H0585	1
H5641	Subj	H0998	1
H5641	Subj	H5164	1
H5647	Cmpl	H0001	1
H5647	Cmpl	H0312	1
H5647	Cmpl	H0430	1
H5647	Cmpl	H0505	1
H5647	Cmpl	H1060	1
H5647	Cmpl	H1167	1
H5647	Cmpl	H1419	1
H5647	Cmpl	H1722	1
H5647	Cmpl	H2077	1
H5647	Cmpl	H3605	1
H5647	Cmpl	H3824	1
H5647	Cmpl	H5656	1
H5647	Cmpl	H5680	1
H5647	Cmpl	H5930	1
H5647	Cmpl	H5978	1
H5647	Cmpl	H6253	1
H5647	Cmpl	H6440	1
H5647	Cmpl	H6924	1
H5647	Cmpl	H7453	1
H5647	Cmpl	H7704	1
H5647	Cmpl	H7794	1
H5647	Cmpl	H8002	1
H5647	Cmpl	H8057	1
H5647	Objc	H0120	1
H5647	Objc	H0341	1
H5647	Objc	H0376	1
H5647	Objc	H0424	1
H5647	Objc	H0778	1
H5647	Objc	H1004	1
H5647	Objc	H1471	1
H5647	Objc	H2114	1
H5647	Objc	H2248	1
H5647	Objc	H2428	1
H5647	Objc	H2598	1
H5647	Objc	H3027	1
H5647	Objc	H3605	1
H5647	Objc	H3778	1
H5647	Objc	H3899	1
H5647	Objc	H4639	1
H5647	Objc	H4854	1
H5647	Objc	H5122	1
H5647	Objc	H5650	1
H5647	Objc	H6430	1
H5647	Objc	H6754	1
H5647	Objc	H6810	1
H5647	Objc	H7227	1
H5647	Objc	H7960	1
H5647	Objc	H8065	1
H5647	Subj	H0376	1
H5647	Subj	H0424	1
H5647	Subj	H0520	1
H5647	Subj	H0776	1
H5647	Subj	H2114	1
H5647	Subj	H3548	1
H5647	Subj	H3674	1
H5647	Subj	H3961	1
H5647	Subj	H5104	1
H5647	Subj	H5650	1
H5647	Subj	H5676	1
H5647	Subj	H5942	1
H5647	Subj	H6346	1
H5647	Subj	H7607	1
H5647	Subj	H8074	1
H5670	Objc	H0734	1
H5670	Objc	H1471	1
H5670	Objc	H5667	1
H5670	Objc	H7227	1
H5674	Cmpl	H0113	1
H5674	Cmpl	H0272	1
H5674	Cmpl	H0339	1
H5674	Cmpl	H0376	1
H5674	Cmpl	H0436	1
H5674	Cmpl	H0727	1
H5674	Cmpl	H0757	1
H5674	Cmpl	H1295	1
H5674	Cmpl	H1323	1
H5674	Cmpl	H1335	1
H5674	Cmpl	H1368	1
H5674	Cmpl	H1471	1
H5674	Cmpl	H1506	1
H5674	Cmpl	H1661	1
H5674	Cmpl	H1688	1
H5674	Cmpl	H1731	1
H5674	Cmpl	H2091	1
H5674	Cmpl	H2206	1
H5674	Cmpl	H2428	1
H5674	Cmpl	H2724	1
H5674	Cmpl	H2898	1
H5674	Cmpl	H3004	1
H5674	Cmpl	H3027	1
H5674	Cmpl	H3064	1
H5674	Cmpl	H3228	1
H5674	Cmpl	H3754	1
H5674	Cmpl	H4057	1
H5674	Cmpl	H4135	1
H5674	Cmpl	H4404	1
H5674	Cmpl	H4421	1
H5674	Cmpl	H4438	1
H5674	Cmpl	H4467	1
H5674	Cmpl	H4487	1
H5674	Cmpl	H4569	1
H5674	Cmpl	H4899	1
H5674	Cmpl	H5045	1
H5674	Cmpl	H5048	1
H5674	Cmpl	H5051	1
H5674	Cmpl	H5104	1
H5674	Cmpl	H5159	1
H5674	Cmpl	H5676	1
H5674	Cmpl	H5869	1
H5674	Cmpl	H6102	1
H5674	Cmpl	H6189	1
H5674	Cmpl	H6256	1
H5674	Cmpl	H6588	1
H5674	Cmpl	H6629	1
H5674	Cmpl	H6677	1
H5674	Cmpl	H6924	1
H5674	Cmpl	H7101	1
H5674	Cmpl	H7272	1
H5674	Cmpl	H7569	1
H5674	Cmpl	H7845	1
H5674	Cmpl	H7974	1
H5674	Objc	H0001	1
H5674	Objc	H0091	1
H5674	Objc	H0155	1
H5674	Objc	H0341	1
H5674	Objc	H0430	1
H5674	Objc	H0734	1
H5674	Objc	H1320	1
H5674	Objc	H2416	1
H5674	Objc	H2781	1
H5674	Objc	H2898	1
H5674	Objc	H2932	1
H5674	Objc	H3220	1
H5674	Objc	H3571	1
H5674	Objc	H4150	1
H5674	Objc	H4284	1
H5674	Objc	H4324	1
H5674	Objc	H4467	1
H5674	Objc	H4569	1
H5674	Objc	H4676	1
H5674	Objc	H4687	1
H5674	Objc	H4708	1
H5674	Objc	H5030	1
H5674	Objc	H5676	1
H5674	Objc	H5869	1
H5674	Objc	H5971	1
H5674	Objc	H6456	1
H5674	Objc	H6944	1
H5674	Objc	H6946	1
H5674	Objc	H7218	1
H5674	Objc	H7225	1
H5674	Objc	H7651	1
H5674	Objc	H8179	1
H5674	Objc	H8251	1
H5674	Objc	H8593	1
H5674	Objc	H8643	1
H5674	Subj	H0060	1
H5674	Subj	H0113	1
H5674	Subj	H0259	1
H5674	Subj	H0430	1
H5674	Subj	H0505	1
H5674	Subj	H0702	1
H5674	Subj	H0727	1
H5674	Subj	H0929	1
H5674	Subj	H1068	1
H5674	Subj	H1350	1
H5674	Subj	H1663	1
H5674	Subj	H1698	1
H5674	Subj	H1818	1
H5674	Subj	H1942	1
H5674	Subj	H2121	1
H5674	Subj	H2195	1
H5674	Subj	H2230	1
H5674	Subj	H2320	1
H5674	Subj	H2740	1
H5674	Subj	H2945	1
H5674	Subj	H3018	1
H5674	Subj	H3444	1
H5674	Subj	H3519	1
H5674	Subj	H3548	1
H5674	Subj	H3563	1
H5674	Subj	H3709	1
H5674	Subj	H3824	1
H5674	Subj	H3967	1
H5674	Subj	H4060	1
H5674	Subj	H4084	1
H5674	Subj	H4503	1
H5674	Subj	H4906	1
H5674	Subj	H4941	1
H5674	Subj	H5065	1
H5674	Subj	H5158	1
H5674	Subj	H5288	1
H5674	Subj	H5492	1
H5674	Subj	H5504	1
H5674	Subj	H5553	1
H5674	Subj	H5638	1
H5674	Subj	H5645	1
H5674	Subj	H5679	1
H5674	Subj	H5680	1
H5674	Subj	H5771	1
H5674	Subj	H6310	1
H5674	Subj	H6332	1
H5674	Subj	H6505	1
H5674	Subj	H6629	1
H5674	Subj	H6672	1
H5674	Subj	H7105	1
H5674	Subj	H7227	1
H5674	Subj	H7440	1
H5674	Subj	H7462	1
H5674	Subj	H7626	1
H5674	Subj	H7794	1
H5674	Subj	H7860	1
H5674	Subj	H8337	1
H5674	Subj	H8593	1
H5674	Subj	H8605	1
H5701	Cmpl	H0034	1
H5701	Subj	H5315	1
H5743	Cmpl	H0639	1
H5743	Objc	H1323	1
H5749	Cmpl	H0001	1
H5749	Cmpl	H0802	1
H5749	Cmpl	H1004	1
H5749	Cmpl	H1167	1
H5749	Cmpl	H5971	1
H5749	Cmpl	H7307	1
H5749	Objc	H0490	1
H5749	Objc	H1121	1
H5749	Objc	H3490	1
H5749	Objc	H3548	1
H5749	Subj	H0376	1
H5749	Subj	H4397	1
H5756	Cmpl	H1942	1
H5756	Cmpl	H4581	1
H5756	Cmpl	H6547	1
H5756	Cmpl	H7130	1
H5756	Objc	H3605	1
H5756	Objc	H4735	1
H5756	Subj	H3427	1
H5774	Cmpl	H0776	1
H5774	Cmpl	H6430	1
H5774	Cmpl	H6440	1
H5774	Cmpl	H7549	1
H5774	Objc	H5869	1
H5774	Subj	H0259	1
H5774	Subj	H3519	1
H5774	Subj	H5315	1
H5774	Subj	H5775	1
H5774	Subj	H8314	1
H5779	Objc	H6098	1
H5781	Subj	H5699	1
H5782	Cmpl	H1121	1
H5782	Cmpl	H1397	1
H5782	Cmpl	H2610	1
H5782	Cmpl	H4217	1
H5782	Cmpl	H4428	1
H5782	Cmpl	H4583	1
H5782	Cmpl	H5045	1
H5782	Cmpl	H5997	1
H5782	Cmpl	H6440	1
H5782	Cmpl	H6828	1
H5782	Cmpl	H6944	1
H5782	Objc	H0241	1
H5782	Objc	H0776	1
H5782	Objc	H1368	1
H5782	Objc	H1369	1
H5782	Objc	H1419	1
H5782	Objc	H2201	1
H5782	Objc	H2534	1
H5782	Objc	H3548	1
H5782	Objc	H3581	1
H5782	Objc	H3824	1
H5782	Objc	H3882	1
H5782	Objc	H4438	1
H5782	Objc	H5971	1
H5782	Objc	H6163	1
H5782	Objc	H6260	1
H5782	Objc	H6346	1
H5782	Objc	H6430	1
H5782	Objc	H7064	1
H5782	Objc	H7068	1
H5782	Objc	H7611	1
H5782	Objc	H7668	1
H5782	Objc	H7837	1
H5782	Subj	H4428	1
H5782	Subj	H5355	1
H5782	Subj	H5591	1
H5782	Subj	H6635	1
H5782	Subj	H7227	1
H5782	Subj	H8135	1
H5786	Objc	H2450	1
H5786	Objc	H6493	1
H5800	Cmpl	H0113	1
H5800	Cmpl	H0251	1
H5800	Cmpl	H0312	1
H5800	Cmpl	H0727	1
H5800	Cmpl	H1285	1
H5800	Cmpl	H2416	1
H5800	Cmpl	H3605	1
H5800	Cmpl	H4191	1
H5800	Cmpl	H4264	1
H5800	Cmpl	H6951	1
H5800	Cmpl	H8269	1
H5800	Objc	H0168	1
H5800	Objc	H0251	1
H5800	Objc	H0272	1
H5800	Objc	H0376	1
H5800	Objc	H0571	1
H5800	Objc	H0802	1
H5800	Objc	H0961	1
H5800	Objc	H1000	1
H5800	Objc	H1800	1
H5800	Objc	H1870	1
H5800	Objc	H1875	1
H5800	Objc	H2428	1
H5800	Objc	H2534	1
H5800	Objc	H2543	1
H5800	Objc	H2623	1
H5800	Objc	H2708	1
H5800	Objc	H2945	1
H5800	Objc	H3018	1
H5800	Objc	H3374	1
H5800	Objc	H3490	1
H5800	Objc	H3519	1
H5800	Objc	H3878	1
H5800	Objc	H4054	1
H5800	Objc	H4138	1
H5800	Objc	H4735	1
H5800	Objc	H4855	1
H5800	Objc	H4941	1
H5800	Objc	H5159	1
H5800	Objc	H5315	1
H5800	Objc	H5483	1
H5800	Objc	H5520	1
H5800	Objc	H5650	1
H5800	Objc	H6057	1
H5800	Objc	H6091	1
H5800	Objc	H6235	1
H5800	Objc	H6370	1
H5800	Objc	H6440	1
H5800	Objc	H6629	1
H5800	Objc	H7633	1
H5800	Objc	H7880	1
H5800	Objc	H8330	1
H5800	Objc	H8457	1
H5800	Subj	H0001	1
H5800	Subj	H0127	1
H5800	Subj	H0376	1
H5800	Subj	H0430	1
H5800	Subj	H1004	1
H5800	Subj	H1995	1
H5800	Subj	H2502	1
H5800	Subj	H3878	1
H5800	Subj	H7563	1
H5800	Subj	H7950	1
H5800	Subj	H8416	1
H5810	Cmpl	H2450	1
H5810	Cmpl	H6440	1
H5810	Objc	H5869	1
H5810	Objc	H6440	1
H5810	Objc	H8415	1
H5810	Subj	H2451	1
H5810	Subj	H7563	1
H5826	Cmpl	H0310	1
H5826	Cmpl	H0341	1
H5826	Cmpl	H1121	1
H5826	Cmpl	H1416	1
H5826	Cmpl	H3581	1
H5826	Cmpl	H4889	1
H5826	Objc	H3878	1
H5826	Subj	H0430	1
H5826	Subj	H1121	1
H5844	Objc	H0776	1
H5844	Objc	H0899	1
H5844	Objc	H0955	1
H5844	Objc	H1293	1
H5844	Objc	H1322	1
H5844	Objc	H2781	1
H5844	Objc	H3639	1
H5844	Objc	H7068	1
H5844	Subj	H3605	1
H5848	Cmpl	H3225	1
H5848	Objc	H1247	1
H5848	Subj	H2555	1
H5848	Subj	H3243	1
H5848	Subj	H3820	1
H5848	Subj	H5921	1
H5848	Subj	H6010	1
H5848	Subj	H6440	1
H5848	Subj	H6629	1
H5848	Subj	H7896	1
H5849	Objc	H2896	1
H5849	Objc	H8141	1
H5849	Subj	H0517	1
H5916	Objc	H0776	1
H5916	Subj	H0001	1
H5916	Subj	H3511	1
H5921	Cmpl	H3605	1
H5921	Cmpl	H3820	1
H5921	Subj	H1323	1
H5921	Subj	H2623	1
H5921	Subj	H3605	1
H5921	Subj	H3629	1
H5921	Subj	H3820	1
H5921	Subj	H6189	1
H5921	Subj	H7563	1
H5921	Subj	H7704	1
H5927	Cmpl	H0068	1
H5927	Cmpl	H0127	1
H5927	Cmpl	H0168	1
H5927	Cmpl	H0251	1
H5927	Cmpl	H0376	1
H5927	Cmpl	H0567	1
H5927	Cmpl	H0650	1
H5927	Cmpl	H1364	1
H5927	Cmpl	H1366	1
H5927	Cmpl	H1419	1
H5927	Cmpl	H1471	1
H5927	Cmpl	H1486	1
H5927	Cmpl	H1494	1
H5927	Cmpl	H1516	1
H5927	Cmpl	H1530	1
H5927	Cmpl	H1681	1
H5927	Cmpl	H1697	1
H5927	Cmpl	H1706	1
H5927	Cmpl	H2100	1
H5927	Cmpl	H2205	1
H5927	Cmpl	H2340	1
H5927	Cmpl	H2461	1
H5927	Cmpl	H2474	1
H5927	Cmpl	H2850	1
H5927	Cmpl	H2964	1
H5927	Cmpl	H3117	1
H5927	Cmpl	H3293	1
H5927	Cmpl	H3548	1
H5927	Cmpl	H3710	1
H5927	Cmpl	H3742	1
H5927	Cmpl	H3851	1
H5927	Cmpl	H3956	1
H5927	Cmpl	H4057	1
H5927	Cmpl	H4135	1
H5927	Cmpl	H4264	1
H5927	Cmpl	H4501	1
H5927	Cmpl	H4546	1
H5927	Cmpl	H4557	1
H5927	Cmpl	H4670	1
H5927	Cmpl	H4740	1
H5927	Cmpl	H4904	1
H5927	Cmpl	H4940	1
H5927	Cmpl	H4975	1
