# source=MACULA Quotation and Speaker Data, (c) 2023 by Clear Bible, Inc, CC-BY-4.0, https://github.com/Clear-Bible/speaker-quotations/
# anchor=verse range (START/END VS → BBCCCVVV); consensus (Clear-Aligned-Projections)
speaker	alt_speaker	start_bbcccvvv	end_bbcccvvv	quote_type	delivery	divine
God		3023024	3023025	Implicit		Y
God		3023027	3023032	Implicit		Y
God		3023034	3023043	Implicit		Y
God		3024002	3024009	Implicit		Y
God		3024014	3024022	Implicit		Y
God		3025002	3026045	Implicit		Y
God		3027002	3027033	Implicit		Y
God		4001002	4001015	Implicit		Y
God		4001049	4001053	Implicit		Y
God		4002002	4002031	Implicit		Y
God		4003006	4003010	Implicit		Y
God		4003012	4003013	Implicit		Y
God		4003015	4003015	Implicit		Y
God		4003040	4003041	Implicit		Y
God		4003045	4003048	Implicit		Y
God		4004002	4004016	Implicit		Y
God		4004018	4004020	Implicit		Y
God		4004022	4004033	Implicit		Y
God		4005002	4005003	Implicit		Y
God		4005006	4005010	Implicit		Y
God		4005012	4005019	Implicit		Y
God		4005020	4005020	Normal		Y
God		4005021	4005021	Normal		Y
God		4005022	4005022	Normal		Y
God		4005023	4005031	Implicit		Y
God		4006002	4006021	Implicit		Y
God		4006023	4006027	Implicit		Y
God		4007005	4007005	Implicit		Y
God		4007011	4007011	Normal		Y
God		4008002	4008002	Normal		Y
God		4008006	4008019	Normal		Y
God		4008024	4008026	Normal		Y
God		4009002	4009003	Normal		Y
Israelites, some		4009007	4009007	Normal		
Moses		4009008	4009008	Normal		
God		4009010	4009014	Normal		Y
God		4010002	4010010	Normal		Y
Moses		4010029	4010029	Normal		
Hobab, Moses brother-in-law		4010030	4010030	Normal		
Moses		4010031	4010032	Normal		
Moses		4010035	4010036	Normal		
Israelites		4011004	4011006	Normal	wailing	
Moses		4011011	4011015	Normal		
God		4011016	4011020	Normal		Y
Moses		4011021	4011022	Normal		
God		4011023	4011023	Normal		Y
young man		4011027	4011027	Normal	excited	
Joshua		4011028	4011028	Normal		
Moses		4011029	4011029	Normal		
Miriam		4012002	4012002	Normal		
God		4012004	4012004	Normal		Y
God		4012006	4012008	Normal		Y
Aaron		4012011	4012012	Normal		
Moses		4012013	4012013	Normal		
God		4012014	4012014	Normal		Y
God		4013002	4013002	Normal		Y
Moses		4013017	4013020	Normal		
explorers, ten		4013027	4013029	Normal		
Caleb		4013030	4013030	Normal		
explorers, ten		4013031	4013033	Normal		
Israelite community		4014002	4014004	Normal	grumbling	
Caleb		4014007	4014009	Normal		
God		4014011	4014012	Normal		Y
Moses		4014013	4014019	Normal		
God		4014020	4014025	Normal		Y
God		4014027	4014035	Normal		Y
Israelite community		4014040	4014040	Normal	mourning	
Moses		4014041	4014043	Normal		
God		4015002	4015016	Implicit		Y
God		4015018	4015031	Implicit		Y
God		4015035	4015035	Normal		Y
God		4015038	4015041	Normal		Y
Korah		4016003	4016003	Normal	arrogantly	
Moses		4016005	4016011	Normal		
Dathan		4016012	4016014	Normal		
Moses		4016015	4016017	Normal		
God		4016021	4016021	Normal		Y
Moses		4016022	4016022	Normal		
God		4016024	4016024	Normal		Y
Moses		4016026	4016026	Normal		
Moses		4016028	4016030	Normal		
Israelites		4016034	4016034	Normal	frightened	
God		4016037	4016038	Normal		Y
Israelites		4016041	4016041	Normal	grumbling	
God		4016045	4016045	Normal		Y
Moses		4016046	4016046	Normal		
God		4017002	4017005	Normal		Y
God		4017010	4017010	Normal		Y
Israelites		4017012	4017013	Normal		
God		4018001	4018024	Normal		Y
God		4018026	4018032	Normal		Y
God		4019002	4019022	Normal		Y
Israelites		4020003	4020005	Normal	quarreling	
God		4020008	4020008	Normal		Y
Moses		4020010	4020010	Normal		
God		4020012	4020012	Normal		Y
messengers Moses sent to king of Edom		4020014	4020017	Normal		
Edom		4020018	4020018	Normal		
messengers Moses sent to king of Edom		4020019	4020019	Normal		
Edom		4020020	4020020	Normal		
God		4020024	4020026	Normal		Y
Israelites		4021002	4021002	Normal		
Israelites		4021005	4021005	Normal		
Israelites		4021007	4021007	Normal		
God		4021008	4021008	Normal		Y
Book of the Wars of Yahweh		4021014	4021015	Normal		
God		4021016	4021016	Normal		Y
Israel		4021017	4021018	Normal	singing	
messengers Israel sent to Amorite king Sihon		4021022	4021022	Normal		
poets		4021027	4021030	Normal		
God		4021034	4021034	Normal		Y
Moabites		4022004	4022004	Normal		
Balak		4022005	4022006	Normal		
Balaam		4022008	4022008	Normal		
God		4022009	4022009	Normal		Y
Balaam		4022010	4022011	Normal		
God		4022012	4022012	Normal		Y
Balaam		4022013	4022013	Normal		
Moabite officials		4022014	4022014	Normal		
Moabite officials, more distinguished		4022016	4022017	Normal		
Balaam		4022018	4022019	Normal		
God		4022020	4022020	Normal		Y
donkey (female)		4022028	4022028	Normal		
Balaam		4022029	4022029	Normal		
Balaam		4022030	4022030	Normal		
donkey (female)		4022030	4022030	Normal		
Jesus		4022032	4022033	Normal		Y
Balaam		4022034	4022034	Normal		
Jesus		4022035	4022035	Normal		Y
Balak		4022037	4022037	Normal		
Balaam		4022038	4022038	Normal		
Balaam		4023001	4023001	Normal		
Balaam		4023003	4023004	Normal		
God		4023005	4023005	Normal		Y
Balaam		4023007	4023010	Normal		
Balak		4023011	4023011	Normal		
Balaam		4023012	4023012	Normal		
Balak		4023013	4023013	Normal		
Balaam		4023015	4023015	Normal		
God		4023016	4023016	Normal		Y
Balak		4023017	4023017	Normal		
Balaam		4023018	4023024	Normal		
Balak		4023025	4023025	Normal		
Balaam		4023026	4023026	Normal		
Balak		4023027	4023027	Normal		
Balaam		4023029	4023029	Normal		
Balaam		4024003	4024009	Normal		
Balak		4024010	4024011	Normal		
Balaam		4024012	4024024	Normal		
God		4025004	4025004	Normal		Y
Moses		4025005	4025005	Normal		
God		4025011	4025013	Normal		Y
God		4025017	4025018	Normal		Y
God		4026002	4026002	Normal		Y
Moses		4026004	4026004	Normal		
God		4026053	4026056	Normal		Y
narrator-NUM		4026065	4026065	Quotation		
daughters of Zelophehad		4027003	4027004	Normal		
God		4027007	4027014	Normal		Y
Moses		4027016	4027017	Normal		
God		4027018	4027021	Normal		Y
God		4028002	4029039	Implicit		Y
Moses		4030001	4030015	Normal		
God		4031002	4031002	Normal		Y
Moses		4031003	4031004	Normal		
Moses		4031015	4031020	Normal		
Eleazar the priest, son of Aaron		4031021	4031024	Normal		
God		4031026	4031030	Normal		Y
Israelite army commanding officers		4031049	4031050	Normal		
Gadites		4032003	4032005	Normal		
Moses		4032006	4032015	Normal		
Gadites		4032016	4032019	Normal		
Moses		4032020	4032024	Normal		
Gadites		4032025	4032027	Normal		
Moses		4032029	4032030	Normal		
Gadites		4032031	4032032	Normal		
God		4033051	4033056	Normal		Y
God		4034002	4034012	Normal		Y
Moses		4034013	4034015	Normal		
God		4034017	4034028	Normal		Y
God		4035002	4035008	Normal		Y
God		4035010	4035034	Normal		Y
family heads of Gilead		4036002	4036004	Normal		
Moses		4036005	4036009	Normal		
Moses		5001006	5001006	Implicit		
Moses		5001007	5001007	Implicit		
Moses		5001008	5001008	Implicit		
Moses		5001009	5001025	Implicit		
Moses		5001026	5001035	Implicit		
Moses		5001036	5001036	Implicit		
Moses		5001037	5001037	Implicit		
Moses		5001038	5001038	Implicit		
Moses		5001039	5001039	Implicit		
Moses		5001040	5001040	Implicit		
Moses		5001041	5001041	Implicit		
Moses		5001042	5001042	Implicit		
Moses		5001043	5002003	Implicit		
Moses		5002004	5002004	Implicit		
Moses		5002005	5002005	Implicit		
Moses		5002006	5002006	Implicit		
Moses		5002007	5002009	Implicit		
Moses		5002013	5002013	Implicit		
Moses		5002014	5002018	Implicit		
Moses		5002019	5002019	Implicit		
Moses		5002024	5002024	Implicit		
Moses		5002025	5002025	Implicit		
Moses		5002026	5002031	Implicit		
Moses		5002032	5003001	Implicit		
God		5003002	5003002	Quotation		Y
Moses		5003002	5003008	Implicit		
Moses		5003010	5003010	Implicit		
Moses		5003012	5003013	Implicit		
Moses		5003015	5003026	Implicit		
Moses		5003027	5003027	Implicit		
Moses		5003028	5003028	Implicit		
Moses		5003029	5004006	Implicit		
Moses		5004007	5004040	Implicit		
Moses		5005001	5005006	Normal		
Moses		5005007	5005007	Implicit		
Moses		5005008	5005008	Implicit		
Moses		5005009	5005009	Implicit		
Moses		5005010	5005010	Implicit		
Moses		5005011	5005011	Implicit		
Moses		5005012	5005012	Implicit		
Moses		5005013	5005013	Implicit		
Moses		5005014	5005014	Implicit		
Moses		5005015	5005015	Implicit		
Moses		5005016	5005016	Implicit		
Moses		5005017	5005017	Implicit		
Moses		5005018	5005018	Implicit		
Moses		5005019	5005019	Implicit		
Moses		5005020	5005020	Implicit		
Moses		5005021	5005021	Implicit		
Moses		5005022	5005024	Implicit		
Moses		5005025	5005025	Implicit		
Moses		5005026	5005026	Implicit		
Moses		5005027	5005027	Implicit		
God		5005028	5005028	Quotation		Y
Moses		5005028	5005028	Implicit		
Moses		5005029	5005029	Implicit		
Moses		5005030	5005030	Implicit		
Moses		5005031	5005031	Implicit		
Moses		5005032	5006020	Implicit		
Moses		5006021	5006021	Implicit		
Moses		5006022	5006022	Implicit		
Moses		5006023	5006023	Implicit		
Moses		5006024	5006024	Implicit		
Moses		5006025	5006025	Implicit		
Moses		5007001	5007017	Implicit		
Moses		5007018	5008017	Implicit		
Moses		5008018	5009002	Implicit		
Moses		5009003	5009004	Implicit		
Moses		5009005	5009012	Implicit		
Moses		5009013	5009013	Implicit		
Moses		5009014	5009014	Implicit		
Moses		5009015	5009023	Implicit		
Moses		5009024	5010011	Implicit		
Moses		5010012	5012020	Implicit		
Moses		5012021	5012030	Implicit		
Moses		5012031	5013002	Implicit		
Moses		5013003	5013006	Implicit		
Moses		5013007	5013013	Implicit		
Moses		5013014	5015009	Implicit		
Moses		5015010	5017014	Implicit		
Moses		5017015	5017016	Implicit		
Moses		5017017	5018016	Implicit		
Moses		5018017	5018017	Implicit		
Moses		5018018	5018018	Implicit		
Moses		5018019	5018019	Implicit		
Moses		5018020	5018020	Implicit		
Moses		5018021	5018021	Implicit		
Moses		5018022	5020003	Implicit		
Moses		5020004	5020004	Implicit		
Moses		5020005	5020005	Implicit		
Moses		5020006	5020006	Implicit		
Moses		5020007	5020007	Implicit		
Moses		5020008	5020008	Implicit		
Moses		5020009	5021007	Implicit		
Moses		5021008	5021008	Implicit		
Moses		5021009	5021020	Implicit		
Moses		5021021	5022014	Implicit		
Moses		5022015	5022016	Implicit		
Moses		5022017	5022017	Implicit		
Moses		5022018	5025007	Implicit		
Moses		5025008	5025008	Implicit		
Moses		5025009	5025009	Implicit		
Moses		5025010	5025010	Implicit		
Moses		5025011	5026003	Implicit		
Moses		5026004	5026005	Implicit		
Moses		5026006	5026006	Implicit		
Moses		5026007	5026007	Implicit		
Moses		5026008	5026008	Implicit		
Moses		5026009	5026009	Implicit		
Moses		5026010	5026010	Implicit		
Moses		5026011	5026013	Implicit		
Moses		5026014	5026014	Implicit		
Moses		5026015	5026015	Implicit		
Moses		5026016	5026019	Implicit		
Moses		5027001	5027008	Normal		
Moses		5027009	5027010	Normal		
Moses		5027012	5028068	Implicit		
Moses		5029002	5030020	Implicit		
Moses		5031002	5031008	Implicit		
Moses		5031010	5031013	Implicit		
God		5031014	5031014	Normal		Y
God		5031016	5031021	Normal		Y
God		5031023	5031023	Normal		Y
Moses		5031026	5031029	Implicit		
God		5032020	5032020	Quotation		Y
Moses		5032021	5032021	Implicit		
Moses		5032022	5032022	Implicit		
Moses		5032023	5032023	Implicit		
Moses		5032024	5032024	Implicit		
Moses		5032025	5032025	Implicit		
Moses		5032026	5032026	Implicit		
Moses		5032027	5032027	Implicit		
God		5032034	5032034	Quotation		Y
Moses		5032035	5032035	Implicit		
God		5032037	5032037	Quotation		Y
Moses		5032038	5032038	Implicit		
Moses		5032039	5032039	Implicit		
Moses		5032040	5032040	Implicit		
Moses		5032041	5032041	Implicit		
Moses		5032042	5032042	Implicit		
Moses		5032046	5032047	Normal		
God		5032049	5032052	Implicit		Y
Moses		5033002	5033029	Normal		
God		5034004	5034004	Normal		Y
God		6001002	6001009	Implicit		Y
Joshua		6001011	6001011	Normal		
Joshua		6001013	6001015	Normal		
Reubenites		6001016	6001018	Normal		
Joshua		6002001	6002001	Normal		
messenger to king of Jericho		6002002	6002002	Normal		
king of Jericho		6002003	6002003	Normal		
Rahab		6002004	6002005	Normal		
Rahab		6002009	6002013	Normal		
Israelite spies from Joshua, two men		6002014	6002014	Normal		
Rahab		6002016	6002016	Normal		
Israelite spies from Joshua, two men		6002017	6002020	Normal		
Rahab		6002021	6002021	Normal		
Israelite spies from Joshua, two men		6002024	6002024	Normal		
Israelite officers		6003003	6003004	Normal		
Joshua		6003005	6003006	Normal		
God		6003007	6003008	Normal		Y
Joshua		6003009	6003013	Normal		
God		6004002	6004003	Normal		Y
Joshua		6004005	6004007	Normal		
God		6004016	6004016	Normal		Y
Joshua		6004017	6004017	Normal		
Joshua		6004021	6004024	Normal		
God		6005002	6005002	Normal		Y
God		6005009	6005009	Normal		Y
Joshua		6005013	6005013	Normal		
Joshua		6005014	6005014	Normal		
commander of Yahweh's army		6005014	6005014	Normal		
commander of Yahweh's army		6005015	6005015	Normal		
God		6006002	6006005	Normal		Y
Joshua		6006006	6006007	Normal		
Joshua		6006010	6006010	Normal		
Joshua		6006016	6006019	Normal		
Joshua		6006022	6006022	Normal		
Joshua		6006026	6006026	Normal		
Joshua		6007002	6007002	Normal		
Israelite spies Joshua sent to Ai		6007003	6007003	Normal		
Joshua		6007007	6007009	Normal		
God		6007010	6007015	Normal		Y
Joshua		6007019	6007019	Normal		
Achan		6007020	6007021	Normal		
Joshua		6007025	6007025	Normal		
God		6008001	6008002	Normal		Y
Joshua		6008004	6008008	Normal		
God		6008018	6008018	Normal		Y
Gibeonites		6009006	6009006	Normal		
Israel, men of		6009007	6009007	Normal		
Gibeonites		6009008	6009008	Normal		
Joshua		6009008	6009008	Normal		
Gibeonites		6009009	6009013	Normal		
Israel, leaders of		6009019	6009021	Normal		
Joshua		6009022	6009023	Normal		
Gibeonites		6009024	6009025	Normal		
Adoni-Zedek, king of Jerusalem		6010004	6010004	Normal		
Gibeonites		6010006	6010006	Normal		
God		6010008	6010008	Normal		Y
Joshua		6010012	6010012	Normal		
Joshua		6010018	6010019	Normal		
Joshua		6010022	6010022	Normal		
Joshua		6010024	6010025	Normal		
God		6011006	6011006	Normal		Y
God		6013001	6013007	Normal		Y
Caleb		6014006	6014012	Normal		
Caleb		6015016	6015016	Normal		
Caleb		6015018	6015018	Normal		
Achsah, Caleb's daughter		6015019	6015019	Normal		
daughters of Zelophehad		6017004	6017004	Normal		
Joseph, people of		6017014	6017014	Normal		
Joshua		6017015	6017015	Normal		
Joseph, people of		6017016	6017016	Normal		
Joshua		6017017	6017018	Normal		
Joshua		6018003	6018008	Normal		
God		6020002	6020006	Normal		Y
Levites, family heads of		6021002	6021002	Normal		
Joshua		6022002	6022005	Normal		
Joshua		6022008	6022008	Normal		
Phineas the priest		6022016	6022020	Normal		
Reubenites		6022022	6022029	Normal		
Phineas the priest		6022031	6022031	Normal		
Joshua (old)		6023002	6023016	Normal		
Joshua (old)		6024002	6024002	Normal		
Joshua (old)		6024003	6024003	Normal		
Joshua (old)		6024004	6024004	Normal		
Joshua (old)		6024005	6024005	Normal		
Joshua (old)		6024006	6024006	Normal		
Joshua (old)		6024007	6024007	Normal		
Joshua (old)		6024008	6024008	Normal		
Joshua (old)		6024009	6024009	Normal		
Joshua (old)		6024010	6024010	Normal		
Joshua (old)		6024011	6024011	Normal		
Joshua (old)		6024012	6024012	Normal		
Joshua (old)		6024013	6024013	Normal		
Joshua (old)		6024014	6024015	Normal		
Israelites		6024016	6024018	Normal		
Joshua (old)		6024019	6024020	Normal		
Israelites		6024021	6024021	Normal		
Israelites		6024022	6024022	Normal		
Joshua (old)		6024022	6024022	Normal		
Joshua (old)		6024023	6024023	Normal		
Israelites		6024024	6024024	Normal		
Joshua (old)		6024027	6024027	Normal		
Israelites		7001001	7001001	Normal		
God		7001002	7001002	Normal		Y
Judah, men of		7001003	7001003	Normal		
Adoni-Bezek		7001007	7001007	Normal		
Caleb		7001012	7001012	Normal		
Caleb		7001014	7001014	Normal		
Achsah, Caleb's daughter		7001015	7001015	Normal		
Israelite spies from house of Joseph		7001024	7001024	Normal		
Jesus		7002001	7002003	Normal		Y
God		7002020	7002022	Normal		Y
Eglon, king of Moab		7003019	7003019	Normal		
Ehud, Israelite deliverer		7003019	7003020	Normal		
servants of Eglon, king of Moab		7003024	7003024	Normal		
Ehud, Israelite deliverer		7003028	7003028	Normal		
Deborah		7004006	7004007	Normal		
Barak		7004008	7004008	Normal		
Deborah		7004009	7004009	Normal		
Deborah		7004014	7004014	Normal		
Jael		7004018	7004018	Normal		
Sisera		7004019	7004020	Normal		
Jael		7004022	7004022	Normal		
Deborah		7005002	7005031	Implicit	singing	
prophet of Yahweh sent to Israel	God	7006008	7006008	Normal		
prophet of Yahweh sent to Israel	God	7006009	7006009	Normal		
prophet of Yahweh sent to Israel	God	7006010	7006010	Normal		
Jesus		7006012	7006012	Normal		Y
Gideon (Jerubbaal)		7006013	7006013	Normal		
God		7006014	7006014	Normal		Y
Gideon (Jerubbaal)		7006015	7006015	Normal		
God		7006016	7006016	Normal		Y
Gideon (Jerubbaal)		7006017	7006017	Normal		
Gideon (Jerubbaal)		7006018	7006018	Normal		
God		7006018	7006018	Normal		Y
Jesus		7006020	7006020	Normal		Y
Gideon (Jerubbaal)		7006022	7006022	Normal		
God		7006023	7006023	Normal		Y
God		7006025	7006026	Normal		Y
person who informed townsmen of Ophrah		7006029	7006029	Normal		
townsmen of Ophrah		7006029	7006029	Normal		
townsmen of Ophrah		7006030	7006030	Normal		
Joash, father of Gideon (Jerubbaal)		7006031	7006031	Normal		
Joash, father of Gideon (Jerubbaal)		7006032	7006032	Normal		
Gideon (Jerubbaal)		7006036	7006037	Normal		
Gideon (Jerubbaal)		7006039	7006039	Normal		
God		7007002	7007005	Normal		Y
God		7007007	7007007	Normal		Y
God		7007009	7007011	Normal		Y
Midianite soldier who had a dream		7007013	7007013	Normal		
Midianite soldier who interprets dream		7007014	7007014	Normal		
Gideon (Jerubbaal)		7007015	7007015	Normal		
Gideon (Jerubbaal)		7007017	7007018	Normal		
Israelite fighting men		7007020	7007020	Normal		
Gideon (Jerubbaal)		7007024	7007024	Normal		
Ephraimites		7008001	7008001	Normal	critical	
Gideon (Jerubbaal)		7008002	7008003	Normal		
Gideon (Jerubbaal)		7008005	7008005	Normal		
officials of Succoth		7008006	7008006	Normal	mocking	
Gideon (Jerubbaal)		7008007	7008007	Normal		
Gideon (Jerubbaal)		7008009	7008009	Normal		
Gideon (Jerubbaal)		7008015	7008015	Normal		
Gideon (Jerubbaal)		7008018	7008018	Normal		
Zebah		7008018	7008018	Normal		
Gideon (Jerubbaal)		7008019	7008020	Normal		
Zebah		7008021	7008021	Normal		
Israelites		7008022	7008022	Normal		
Gideon (Jerubbaal)		7008023	7008024	Normal		
Israelites		7008025	7008025	Normal		
Abimelech, son of Gideon (Jerubbaal)		7009002	7009002	Normal		
citizens of Shechem		7009003	7009003	Normal		
Jotham, son of Gideon (Jerubbaal)		7009007	7009020	Normal		
Gaal, son of Ebed		7009028	7009029	Normal		
Zebul, governor of Shechem		7009031	7009033	Normal		
Gaal, son of Ebed		7009036	7009036	Normal		
Zebul, governor of Shechem		7009036	7009036	Normal		
Gaal, son of Ebed		7009037	7009037	Normal		
Zebul, governor of Shechem		7009038	7009038	Normal		
Abimelech, son of Gideon (Jerubbaal)		7009048	7009048	Normal		
Abimelech, son of Gideon (Jerubbaal)		7009054	7009054	Normal		
Israelites		7010010	7010010	Normal		
God		7010011	7010014	Normal		Y
Israelites		7010015	7010015	Normal		
Gilead, leaders of		7010018	7010018	Normal		
Jephthah's half-brothers		7011002	7011002	Normal		
Gilead, elders of		7011006	7011006	Normal		
Jephthah		7011007	7011007	Normal		
Gilead, elders of		7011008	7011008	Normal		
Jephthah		7011009	7011009	Normal		
Gilead, elders of		7011010	7011010	Normal		
messengers from Jephthah		7011012	7011012	Normal		
king of the Ammonites		7011013	7011013	Normal		
messengers from Jephthah		7011015	7011027	Normal		
Jephthah		7011030	7011031	Normal		
Jephthah		7011035	7011035	Normal		
Jephthah's daughter		7011036	7011037	Normal		
Jephthah		7011038	7011038	Normal		
Ephraimites		7012001	7012001	Normal		
Jephthah		7012002	7012003	Normal		
Ephraimites		7012004	7012004	Quotation		
Ephraimites		7012005	7012005	Normal		
Gilead, men of		7012005	7012005	Normal		
Ephraimites		7012006	7012006	Normal		
Gilead, men of		7012006	7012006	Normal		
Jesus		7013003	7013005	Normal		Y
Manoah's wife, mother of Samson		7013006	7013007	Normal		
Manoah, father of Samson		7013008	7013008	Normal		
Manoah's wife, mother of Samson		7013010	7013010	Normal		
Jesus		7013011	7013011	Normal		Y
Manoah, father of Samson		7013011	7013012	Normal		
Jesus		7013013	7013014	Normal		Y
Manoah, father of Samson		7013015	7013015	Normal		
Jesus		7013016	7013016	Normal		Y
Manoah, father of Samson		7013017	7013017	Normal		
Jesus		7013018	7013018	Normal		Y
Manoah, father of Samson		7013022	7013022	Normal		
Manoah's wife, mother of Samson		7013023	7013023	Normal		
Samson		7014002	7014002	Normal		
Manoah, father of Samson		7014003	7014003	Normal		
Samson		7014003	7014003	Normal		
Samson		7014012	7014012	Normal		
Samson		7014013	7014014	Normal		
Samson's 30 Philistine companions		7014013	7014013	Normal		
Samson's 30 Philistine companions		7014015	7014015	Normal		
Samson		7014016	7014016	Normal		
Samson's Philistine wife		7014016	7014016	Normal		
Samson		7014018	7014018	Normal		
Samson's 30 Philistine companions		7014018	7014018	Normal		
Samson		7015001	7015001	Normal		
Samson's father-in-law		7015002	7015002	Normal		
Samson		7015003	7015003	Normal		
