# source=MACULA Quotation and Speaker Data, (c) 2023 by Clear Bible, Inc, CC-BY-4.0, https://github.com/Clear-Bible/speaker-quotations/
# anchor=verse range (START/END VS → BBCCCVVV); consensus (Clear-Aligned-Projections)
speaker	alt_speaker	start_bbcccvvv	end_bbcccvvv	quote_type	delivery	divine
God		24038017	24038018	Normal		Y
Jeremiah		24038017	24038017	Normal		
Zedekiah, king of Judah		24038019	24038019	Normal		
Jeremiah		24038020	24038021	Normal		
Jeremiah		24038022	24038022	Implicit		
Jeremiah		24038023	24038023	Implicit		
Zedekiah, king of Judah		24038024	24038025	Normal		
Zedekiah, king of Judah		24038026	24038026	Normal		
Nebuchadnezzar, king of Babylon		24039012	24039012	Normal		
God		24039016	24039016	Normal		Y
God		24039017	24039018	Normal		Y
Nebuzaradan		24040002	24040005	Normal		
Gedaliah, governor of Judah		24040009	24040010	Normal		
Johanan		24040014	24040014	Normal		
Johanan		24040015	24040015	Normal		
Gedaliah, governor of Judah		24040016	24040016	Normal		
Ishmael, son of Nethaniah (murderer)		24041006	24041006	Normal		
men in mourning, ten of eighty		24041008	24041008	Normal		
Johanan		24042002	24042003	Normal		
Jeremiah		24042004	24042004	Normal		
Johanan		24042005	24042006	Normal		
Jeremiah	God	24042009	24042011	Normal		
God		24042012	24042012	Quotation		Y
God		24042013	24042013	Quotation		Y
God		24042014	24042014	Quotation		Y
God		24042015	24042016	Normal		Y
Jeremiah		24042015	24042015	Normal		
God		24042017	24042017	Quotation		Y
Jeremiah		24042017	24042018	Normal		
Jeremiah		24042019	24042020	Normal		
Jeremiah		24042021	24042022	Normal		
Azariah, son of Hoshaiah		24043002	24043003	Normal		
God		24043009	24043010	Implicit		Y
God	Jeremiah	24043011	24043011	Implicit		Y
God	Jeremiah	24043012	24043012	Implicit		Y
God	Jeremiah	24043013	24043013	Implicit		Y
God		24044002	24044003	Normal		Y
Jeremiah		24044002	24044002	Normal		
God		24044004	24044004	Normal		Y
God		24044005	24044005	Normal		Y
God		24044006	24044006	Normal		Y
God		24044007	24044008	Normal		Y
God		24044009	24044009	Normal		Y
God		24044010	24044010	Normal		Y
God		24044011	24044012	Normal		Y
God		24044013	24044013	Normal		Y
God		24044014	24044014	Normal		Y
idolaters from Judah (men)		24044016	24044018	Implicit		
idolaters from Judah (women)		24044019	24044019	Normal		
Jeremiah		24044021	24044025	Implicit		
Jeremiah		24044026	24044026	Normal		
Jeremiah		24044027	24044027	Normal		
Jeremiah		24044028	24044028	Normal		
Jeremiah		24044029	24044029	Normal		
Jeremiah		24044030	24044030	Normal		
Jeremiah		24045002	24045002	Normal		
God	Jeremiah	24045003	24045003	Implicit		Y
God	Jeremiah	24045004	24045004	Normal		Y
God		24045005	24045005	Normal		Y
God	Jeremiah	24046003	24046003	Implicit		Y
God	Jeremiah	24046004	24046004	Implicit		Y
God		24046005	24046007	Normal		Y
Jeremiah	God	24046008	24046008	Normal		
God		24046014	24046014	Normal		Y
Egyptians	Jeremiah	24046016	24046019	Hypothetical		
Jeremiah	God	24046016	24046016	Normal		
God	Jeremiah	24046020	24046020	Implicit		Y
God	Jeremiah	24046021	24046021	Implicit		Y
God	Jeremiah	24046022	24046022	Implicit		Y
God	Jeremiah	24046023	24046024	Normal		Y
God	Jeremiah	24046025	24046027	Normal		Y
God	Jeremiah	24046028	24046028	Implicit		Y
God		24047002	24048002	Normal		Y
God		24048003	24048014	Implicit		Y
God		24048015	24048017	Normal		Y
God		24048018	24048019	Implicit		Y
God		24048020	24049014	Implicit		Y
God	Jeremiah	24049015	24049033	Implicit		Y
God		24049035	24049039	Normal		Y
Jeremiah		24049035	24049035	Normal		
God	Jeremiah	24050002	24050003	Normal		Y
God		24050004	24050005	Normal		Y
God	Jeremiah	24050006	24050006	Implicit		Y
God		24050007	24050007	Normal		Y
God	Jeremiah	24050008	24050008	Implicit		Y
God	Jeremiah	24050009	24050009	Implicit		Y
God	Jeremiah	24050010	24050011	Normal		Y
God	Jeremiah	24050012	24050012	Implicit		Y
God	Jeremiah	24050013	24050013	Implicit		Y
God	Jeremiah	24050014	24050014	Implicit		Y
God	Jeremiah	24050015	24050015	Implicit		Y
God	Jeremiah	24050016	24050016	Implicit		Y
God	Jeremiah	24050017	24050017	Implicit		Y
God	Jeremiah	24050018	24050019	Normal		Y
God	Jeremiah	24050020	24050022	Normal		Y
God	Jeremiah	24050023	24050023	Implicit		Y
God	Jeremiah	24050024	24050024	Implicit		Y
God	Jeremiah	24050030	24050032	Normal		Y
God		24050033	24050033	Normal		Y
God	Jeremiah	24050035	24050036	Normal		Y
God	Jeremiah	24050037	24050037	Implicit		Y
God	Jeremiah	24050038	24050038	Implicit		Y
God	Jeremiah	24050039	24050039	Implicit		Y
God	Jeremiah	24050040	24050041	Normal		Y
God	Jeremiah	24050042	24050042	Implicit		Y
God	Jeremiah	24050043	24050043	Implicit		Y
God	Jeremiah	24050044	24050044	Implicit		Y
God		24051001	24051004	Normal		Y
God		24051014	24051014	Normal		Y
God		24051020	24051026	Implicit		Y
God		24051033	24051033	Normal		Y
Jerusalem (personified)	God	24051034	24051034	Hypothetical		
God	Jeremiah	24051035	24051037	Normal		Y
Jerusalem (personified)		24051035	24051035	Hypothetical		
God	Jeremiah	24051038	24051038	Implicit		Y
God		24051039	24051044	Normal		Y
God		24051047	24051048	Implicit		Y
God		24051052	24051053	Normal		Y
God		24051057	24051058	Normal		Y
Jeremiah		24051061	24051061	Normal		
Jeremiah		24051062	24051064	Normal		
Seraiah		24051062	24051062	Hypothetical		
children of Zion (Jerusalem)		25002012	25002012	Hypothetical		
passers by		25002015	25002015	Hypothetical		
enemies of God		25002016	25002016	Hypothetical		
God		25003057	25003057	Quotation		Y
men		25004015	25004015	Quotation		
nations		25004015	25004015	Quotation		
God		26002001	26002001	Normal		Y
God		26002003	26002008	Normal		Y
God		26003001	26003001	Normal		Y
God		26003003	26003011	Normal		Y
God		26003017	26003022	Implicit		Y
God	Holy Spirit, the/God	26003024	26003025	Normal		Y
God	Holy Spirit, the	26004001	26004001	Implicit		Y
God	Holy Spirit, the	26004002	26004002	Implicit		Y
God	Holy Spirit, the	26004003	26004003	Implicit		Y
God	Holy Spirit, the	26004004	26004004	Implicit		Y
God	Holy Spirit, the	26004005	26004005	Implicit		Y
God	Holy Spirit, the	26004006	26004006	Implicit		Y
God	Holy Spirit, the	26004007	26004007	Implicit		Y
God	Holy Spirit, the	26004008	26004008	Implicit		Y
God	Holy Spirit, the	26004009	26004009	Implicit		Y
God	Holy Spirit, the	26004010	26004010	Implicit		Y
God	Holy Spirit, the	26004011	26004011	Implicit		Y
God	Holy Spirit, the	26004012	26004012	Implicit		Y
God		26004013	26004013	Normal		Y
God		26004015	26005017	Normal		Y
God	Ezekiel	26006002	26006003	Implicit		Y
God	Ezekiel	26006003	26006004	Normal		Y
God	Ezekiel	26006005	26006005	Implicit		Y
God	Ezekiel	26006006	26006006	Implicit		Y
God	Ezekiel	26006007	26006007	Implicit		Y
God	Ezekiel	26006008	26006008	Implicit		Y
God	Ezekiel	26006009	26006009	Implicit		Y
God	Ezekiel	26006010	26006010	Implicit		Y
God	Ezekiel	26006011	26006012	Normal		Y
God	Ezekiel	26006013	26006013	Implicit		Y
God	Ezekiel	26006014	26006014	Implicit		Y
God	Ezekiel	26007002	26007002	Implicit		Y
God		26007003	26007027	Implicit		Y
Jesus		26008005	26008005	Normal		Y
Jesus		26008006	26008006	Normal		Y
Jesus		26008008	26008008	Normal		Y
Jesus		26008009	26008009	Normal		Y
Jesus		26008012	26008012	Normal		Y
Jesus		26008013	26008013	Normal		Y
Jesus		26008015	26008015	Normal		Y
Jesus		26008017	26008017	Normal		Y
God	Holy Spirit, the	26008018	26008018	Implicit		Y
Jesus		26009001	26009001	Normal	loud voice	Y
God		26009004	26009007	Normal		Y
God		26009009	26009010	Normal		Y
man in linen with writing kit (in vision)		26009011	26009011	Normal		
God		26010002	26010002	Normal		Y
God		26010006	26010006	Normal		Y
God		26011002	26011002	Normal		Y
God	Holy Spirit, the	26011003	26011003	Implicit		Y
God	Holy Spirit, the	26011004	26011004	Implicit		Y
God		26011005	26011005	Normal		Y
God	Holy Spirit, the	26011006	26011006	Implicit		Y
God		26011007	26011012	Normal		Y
God		26011015	26011021	Implicit		Y
God		26012002	26012006	Implicit		Y
God		26012009	26012009	Normal		Y
God		26012010	26012010	Normal		Y
God		26012011	26012011	Normal		Y
God		26012012	26012012	Normal		Y
God		26012013	26012016	Implicit		Y
God		26012018	26012019	Implicit		Y
God	Ezekiel	26012020	26012020	Implicit		Y
God		26012022	26012023	Implicit		Y
God	Ezekiel	26012024	26012024	Implicit		Y
God		26012025	26012025	Normal		Y
God		26012027	26012027	Normal		Y
God		26012028	26012028	Normal		Y
God		26013002	26013003	Normal		Y
God	Ezekiel	26013004	26013004	Implicit		Y
God	Ezekiel	26013005	26013005	Implicit		Y
God	Ezekiel	26013006	26013006	Implicit		Y
God	Ezekiel	26013007	26013007	Implicit		Y
God		26013008	26013008	Normal		Y
God	Ezekiel	26013009	26013009	Implicit		Y
God	Ezekiel	26013010	26013010	Implicit		Y
God	Ezekiel	26013011	26013011	Implicit		Y
God	Ezekiel	26013012	26013013	Implicit		Y
God	Ezekiel	26013013	26013014	Normal		Y
God	Ezekiel	26013015	26013015	Implicit		Y
God		26013016	26013016	Normal		Y
God		26013017	26013018	Implicit		Y
God	Ezekiel	26013019	26013019	Implicit		Y
God	Ezekiel	26013020	26013021	Normal		Y
God	Ezekiel	26013022	26013022	Implicit		Y
God	Ezekiel	26013023	26013023	Implicit		Y
God		26014003	26014004	Implicit		Y
God	Ezekiel	26014005	26014005	Implicit		Y
God		26014006	26014006	Normal		Y
God	Ezekiel	26014007	26014007	Implicit		Y
God	Ezekiel	26014008	26014008	Implicit		Y
God	Ezekiel	26014009	26014009	Implicit		Y
God	Ezekiel	26014010	26014010	Implicit		Y
God		26014011	26014011	Normal		Y
God		26014013	26014023	Implicit		Y
God		26015002	26015008	Implicit		Y
God		26016002	26016003	Implicit		Y
God	Ezekiel	26016004	26016004	Implicit		Y
God	Ezekiel	26016005	26016005	Implicit		Y
God	Ezekiel	26016006	26016006	Implicit		Y
God	Ezekiel	26016007	26016007	Implicit		Y
God	Ezekiel	26016008	26016009	Normal		Y
God	Ezekiel	26016010	26016010	Implicit		Y
God	Ezekiel	26016011	26016011	Implicit		Y
God	Ezekiel	26016012	26016012	Implicit		Y
God	Ezekiel	26016013	26016013	Implicit		Y
God	Ezekiel	26016014	26016015	Normal		Y
God	Ezekiel	26016016	26016016	Implicit		Y
God	Ezekiel	26016017	26016017	Implicit		Y
God	Ezekiel	26016018	26016018	Implicit		Y
God	Ezekiel	26016019	26016020	Normal		Y
God	Ezekiel	26016021	26016021	Implicit		Y
God	Ezekiel	26016022	26016022	Implicit		Y
God	Ezekiel	26016023	26016024	Normal		Y
God	Ezekiel	26016025	26016025	Implicit		Y
God	Ezekiel	26016026	26016026	Implicit		Y
God	Ezekiel	26016027	26016027	Implicit		Y
God	Ezekiel	26016028	26016028	Implicit		Y
God	Ezekiel	26016029	26016029	Implicit		Y
God	Ezekiel	26016030	26016031	Normal		Y
God	Ezekiel	26016032	26016032	Implicit		Y
God	Ezekiel	26016033	26016033	Implicit		Y
God	Ezekiel	26016034	26016034	Implicit		Y
God	Ezekiel	26016036	26016037	Normal		Y
God	Ezekiel	26016038	26016038	Implicit		Y
God	Ezekiel	26016039	26016039	Implicit		Y
God	Ezekiel	26016040	26016040	Implicit		Y
God	Ezekiel	26016041	26016041	Implicit		Y
God	Ezekiel	26016042	26016042	Implicit		Y
God	Ezekiel	26016043	26016044	Normal		Y
God	Ezekiel	26016045	26016045	Implicit		Y
God		26016046	26016046	Implicit		Y
God	Ezekiel	26016047	26016049	Implicit		Y
God	Ezekiel	26016050	26016050	Implicit		Y
God	Ezekiel	26016051	26016051	Implicit		Y
God	Ezekiel	26016052	26016052	Implicit		Y
God	Ezekiel	26016053	26016053	Implicit		Y
God	Ezekiel	26016054	26016054	Implicit		Y
God	Ezekiel	26016055	26016055	Implicit		Y
God	Ezekiel	26016056	26016056	Implicit		Y
God	Ezekiel	26016057	26016057	Implicit		Y
God	Ezekiel	26016058	26016060	Normal		Y
God	Ezekiel	26016061	26016061	Implicit		Y
God	Ezekiel	26016062	26016062	Implicit		Y
God		26016063	26016063	Normal		Y
God		26017002	26017003	Implicit		Y
God		26017004	26017009	Implicit		Y
God		26017010	26017010	Implicit		Y
God		26017012	26017012	Normal		Y
God	Ezekiel	26017013	26017013	Implicit		Y
God	Ezekiel	26017014	26017014	Implicit		Y
God	Ezekiel	26017015	26017015	Implicit		Y
God		26017016	26017024	Normal		Y
God		26018002	26018002	Implicit		Y
God		26018003	26018019	Normal		Y
God		26018020	26018025	Implicit		Y
God		26018026	26018029	Normal		Y
God	Ezekiel	26018030	26019002	Normal		Y
God	Ezekiel	26019003	26019003	Implicit	lament	Y
God	Ezekiel	26019004	26019004	Implicit	lament	Y
God	Ezekiel	26019005	26019005	Implicit	lament	Y
God	Ezekiel	26019006	26019006	Implicit	lament	Y
God	Ezekiel	26019007	26019007	Implicit	lament	Y
God	Ezekiel	26019008	26019008	Implicit	lament	Y
God	Ezekiel	26019009	26019009	Implicit	lament	Y
God	Ezekiel	26019010	26019010	Implicit	lament	Y
God	Ezekiel	26019011	26019011	Implicit	lament	Y
God	Ezekiel	26019012	26019012	Implicit	lament	Y
God	Ezekiel	26019013	26019013	Implicit	lament	Y
God	Ezekiel	26020003	26020004	Normal		Y
God	Ezekiel	26020005	26020006	Normal		Y
God	Ezekiel	26020007	26020008	Implicit		Y
God	Ezekiel	26020009	26020009	Implicit		Y
God	Ezekiel	26020010	26020010	Implicit		Y
God	Ezekiel	26020011	26020011	Implicit		Y
God	Ezekiel	26020012	26020013	Implicit		Y
God	Ezekiel	26020014	26020014	Implicit		Y
God	Ezekiel	26020015	26020015	Implicit		Y
God	Ezekiel	26020016	26020016	Implicit		Y
God	Ezekiel	26020017	26020018	Implicit		Y
God	Ezekiel	26020019	26020019	Implicit		Y
God	Ezekiel	26020020	26020021	Implicit		Y
God	Ezekiel	26020022	26020023	Implicit		Y
God	Ezekiel	26020024	26020024	Implicit		Y
God	Ezekiel	26020025	26020025	Implicit		Y
God	Ezekiel	26020026	26020026	Implicit		Y
God	Ezekiel	26020027	26020028	Normal		Y
God	Ezekiel	26020029	26020029	Implicit		Y
God		26020030	26020032	Normal		Y
God	Ezekiel	26020033	26020034	Normal		Y
God	Ezekiel	26020035	26020035	Implicit		Y
God	Ezekiel	26020036	26020037	Normal		Y
God	Ezekiel	26020038	26020038	Implicit		Y
God	Ezekiel	26020039	26020041	Normal		Y
God	Ezekiel	26020042	26020042	Implicit		Y
God	Ezekiel	26020043	26020043	Implicit		Y
God		26020044	26020044	Normal		Y
God		26020046	26020047	Implicit		Y
God		26020048	26020048	Normal		Y
Israel		26020049	26020049	Hypothetical		
God	Ezekiel	26021002	26021004	Implicit		Y
God	Ezekiel	26021005	26021005	Implicit		Y
God		26021006	26021007	Implicit		Y
God		26021009	26021009	Normal		Y
God	Ezekiel	26021010	26021010	Implicit		Y
God	Ezekiel	26021011	26021011	Implicit		Y
God	Ezekiel	26021012	26021012	Implicit		Y
God		26021013	26021017	Normal		Y
God	Ezekiel	26021019	26021025	Implicit		Y
God	Ezekiel	26021026	26021027	Normal		Y
God		26021028	26021028	Normal		Y
God	Ezekiel	26021029	26021029	Implicit		Y
God	Ezekiel	26021030	26021030	Implicit		Y
God	Ezekiel	26021031	26021031	Implicit		Y
God	Ezekiel	26021032	26021032	Implicit		Y
God		26022002	26022003	Implicit		Y
God	Ezekiel	26022004	26022004	Implicit		Y
God	Ezekiel	26022005	26022005	Implicit		Y
God	Ezekiel	26022006	26022006	Implicit		Y
God	Ezekiel	26022007	26022007	Implicit		Y
God	Ezekiel	26022008	26022008	Implicit		Y
God	Ezekiel	26022009	26022009	Implicit		Y
God	Ezekiel	26022010	26022010	Implicit		Y
God	Ezekiel	26022011	26022011	Implicit		Y
God		26022012	26022016	Normal		Y
God	Ezekiel	26022018	26022020	Implicit		Y
God	Ezekiel	26022021	26022021	Implicit		Y
God	Ezekiel	26022022	26022022	Implicit		Y
God	Ezekiel	26022024	26022024	Normal		Y
God	Ezekiel	26022025	26022025	Implicit		Y
God	Ezekiel	26022026	26022026	Implicit		Y
God	Ezekiel	26022027	26022027	Implicit		Y
God	Ezekiel	26022028	26022028	Implicit		Y
God	Ezekiel	26022029	26022029	Implicit		Y
God	Ezekiel	26022030	26022030	Implicit		Y
God		26022031	26022031	Normal		Y
God	Ezekiel	26023002	26023023	Implicit		Y
God	Ezekiel	26023024	26023024	Implicit		Y
God	Ezekiel	26023025	26023025	Implicit		Y
God	Ezekiel	26023026	26023026	Implicit		Y
God	Ezekiel	26023027	26023027	Implicit		Y
God	Ezekiel	26023028	26023029	Normal		Y
God	Ezekiel	26023030	26023030	Implicit		Y
God	Ezekiel	26023031	26023031	Implicit		Y
God	Ezekiel	26023032	26023033	Normal		Y
God		26023034	26023049	Normal		Y
God		26024002	26024003	Implicit		Y
God	Ezekiel	26024004	26024004	Implicit		Y
God	Ezekiel	26024005	26024005	Implicit		Y
God	Ezekiel	26024006	26024006	Normal		Y
God	Ezekiel	26024007	26024007	Implicit		Y
God	Ezekiel	26024008	26024008	Implicit		Y
God	Ezekiel	26024009	26024009	Normal		Y
God	Ezekiel	26024010	26024010	Implicit		Y
God	Ezekiel	26024011	26024011	Implicit		Y
God	Ezekiel	26024012	26024012	Implicit		Y
God	Ezekiel	26024013	26024013	Implicit		Y
God		26024014	26024014	Normal		Y
God		26024016	26024017	Implicit		Y
people		26024019	26024019	Normal		
Ezekiel		26024020	26024021	Quotation		
God		26024021	26024022	Quotation		Y
God		26024023	26024023	Quotation		Y
God		26024024	26024024	Quotation		Y
God		26024025	26024027	Implicit		Y
God		26025002	26025003	Implicit		Y
God	Ezekiel	26025004	26025004	Implicit		Y
God	Ezekiel	26025005	26025005	Implicit		Y
God	Ezekiel	26025006	26025007	Normal		Y
God	Ezekiel	26025008	26025009	Normal		Y
Moabites		26025008	26025008	Hypothetical		
God	Ezekiel	26025010	26025010	Implicit		Y
God	Ezekiel	26025011	26025011	Implicit		Y
God	Ezekiel	26025012	26025017	Normal		Y
God		26026002	26026002	Normal		Y
God	Ezekiel	26026003	26026004	Normal		Y
God	Ezekiel	26026005	26026006	Normal		Y
God	Ezekiel	26026007	26026007	Normal		Y
God	Ezekiel	26026008	26026008	Implicit		Y
God	Ezekiel	26026009	26026009	Implicit		Y
God	Ezekiel	26026010	26026010	Implicit		Y
God	Ezekiel	26026011	26026011	Implicit		Y
God	Ezekiel	26026012	26026012	Implicit		Y
God	Ezekiel	26026013	26026013	Implicit		Y
God	Ezekiel	26026014	26026015	Normal		Y
God	Ezekiel	26026016	26026016	Implicit		Y
God		26026017	26026017	Normal	prophecy	Y
God		26026018	26026018	Implicit	lament	Y
God	Ezekiel	26026019	26026019	Normal	prophecy	Y
God	Ezekiel	26026020	26026020	Implicit	prophecy	Y
God		26026021	26026021	Normal	prophecy	Y
God		26027002	26027003	Implicit	commanding	Y
God	Ezekiel	26027003	26027004	Normal	lament	Y
God	Ezekiel	26027005	26027005	Implicit	lament	Y
God	Ezekiel	26027006	26027006	Implicit	lament	Y
God	Ezekiel	26027007	26027007	Implicit	lament	Y
God	Ezekiel	26027008	26027008	Implicit	lament	Y
God	Ezekiel	26027009	26027009	Implicit	lament	Y
God	Ezekiel	26027010	26027010	Implicit	lament	Y
God	Ezekiel	26027011	26027011	Implicit	lament	Y
God	Ezekiel	26027012	26027012	Implicit	lament	Y
God	Ezekiel	26027013	26027013	Implicit	lament	Y
God	Ezekiel	26027014	26027014	Implicit	lament	Y
God	Ezekiel	26027015	26027015	Implicit	lament	Y
God	Ezekiel	26027016	26027016	Implicit	lament	Y
God	Ezekiel	26027017	26027017	Implicit	lament	Y
God	Ezekiel	26027018	26027018	Implicit	lament	Y
God	Ezekiel	26027019	26027019	Implicit	lament	Y
God	Ezekiel	26027020	26027020	Implicit	lament	Y
God	Ezekiel	26027021	26027021	Implicit	lament	Y
God	Ezekiel	26027022	26027022	Implicit	lament	Y
God	Ezekiel	26027023	26027023	Implicit	lament	Y
God	Ezekiel	26027024	26027024	Implicit	lament	Y
God	Ezekiel	26027025	26027025	Implicit	lament	Y
God	Ezekiel	26027026	26027026	Implicit	lament	Y
God	Ezekiel	26027027	26027027	Implicit	lament	Y
God	Ezekiel	26027028	26027028	Implicit	lament	Y
God	Ezekiel	26027029	26027029	Implicit	lament	Y
God	Ezekiel	26027030	26027030	Implicit	lament	Y
God	Ezekiel	26027031	26027031	Implicit	lament	Y
God		26027032	26027032	Normal	lament	Y
God		26027033	26027033	Implicit	lament	Y
God		26027034	26027034	Implicit	lament	Y
God		26027035	26027035	Implicit	lament	Y
God		26027036	26027036	Implicit	lament	Y
God		26028002	26028002	Normal		Y
God	Ezekiel	26028003	26028003	Implicit		Y
God	Ezekiel	26028004	26028004	Implicit		Y
God	Ezekiel	26028005	26028006	Implicit		Y
God	Ezekiel	26028006	26028007	Normal		Y
God	Ezekiel	26028008	26028008	Implicit		Y
God	Ezekiel	26028009	26028009	Implicit		Y
God		26028010	26028010	Normal		Y
God	Ezekiel	26028012	26028013	Normal	lament	Y
God		26028012	26028012	Normal	commanding	Y
God	Ezekiel	26028014	26028014	Implicit	lament	Y
God	Ezekiel	26028015	26028015	Implicit	lament	Y
God	Ezekiel	26028016	26028016	Implicit	lament	Y
God	Ezekiel	26028017	26028017	Implicit	lament	Y
God	Ezekiel	26028018	26028018	Implicit	lament	Y
God	Ezekiel	26028019	26028019	Implicit	lament	Y
God		26028021	26028021	Implicit		Y
Ezekiel		26028022	26028022	Normal		
God	Ezekiel	26028022	26028023	Normal		Y
God	Ezekiel	26028024	26028025	Implicit		Y
God	Ezekiel	26028025	26028026	Normal		Y
God		26029002	26029003	Implicit		Y
God	Ezekiel	26029004	26029004	Implicit		Y
God	Ezekiel	26029005	26029005	Implicit		Y
God	Ezekiel	26029006	26029006	Implicit		Y
God	Ezekiel	26029007	26029008	Implicit		Y
God	Ezekiel	26029008	26029009	Normal		Y
God	Ezekiel	26029010	26029010	Implicit		Y
God	Ezekiel	26029011	26029011	Implicit		Y
God	Ezekiel	26029012	26029013	Implicit		Y
God	Ezekiel	26029013	26029014	Normal		Y
God	Ezekiel	26029015	26029015	Implicit		Y
God	Ezekiel	26029016	26029016	Implicit		Y
God		26029018	26029018	Implicit		Y
God	Ezekiel	26029019	26029020	Normal		Y
God	Ezekiel	26029021	26029021	Implicit		Y
God	Ezekiel	26030002	26030002	Normal		Y
God	Ezekiel	26030003	26030003	Implicit		Y
God	Ezekiel	26030004	26030004	Implicit		Y
God	Ezekiel	26030005	26030005	Implicit		Y
God	Ezekiel	26030006	26030007	Normal		Y
God	Ezekiel	26030008	26030008	Implicit		Y
God	Ezekiel	26030009	26030010	Implicit		Y
God	Ezekiel	26030010	26030011	Normal		Y
God	Ezekiel	26030012	26030013	Implicit		Y
God	Ezekiel	26030013	26030014	Normal		Y
God	Ezekiel	26030015	26030015	Implicit		Y
God	Ezekiel	26030016	26030016	Implicit		Y
God	Ezekiel	26030017	26030017	Implicit		Y
God	Ezekiel	26030018	26030018	Implicit		Y
God	Ezekiel	26030019	26030019	Implicit		Y
God		26030021	26030021	Implicit		Y
God	Ezekiel	26030022	26030023	Normal		Y
God	Ezekiel	26030024	26030024	Implicit		Y
God	Ezekiel	26030025	26030025	Implicit		Y
God	Ezekiel	26030026	26030026	Implicit		Y
God	Ezekiel	26031002	26031002	Implicit		Y
God	Ezekiel	26031003	26031003	Implicit		Y
God	Ezekiel	26031004	26031004	Implicit		Y
God	Ezekiel	26031005	26031005	Implicit		Y
God	Ezekiel	26031006	26031006	Implicit		Y
God	Ezekiel	26031007	26031007	Implicit		Y
God	Ezekiel	26031008	26031008	Implicit		Y
God	Ezekiel	26031009	26031010	Implicit		Y
God	Ezekiel	26031010	26031011	Normal		Y
God	Ezekiel	26031012	26031012	Implicit		Y
God	Ezekiel	26031013	26031013	Implicit		Y
God	Ezekiel	26031014	26031015	Implicit		Y
God	Ezekiel	26031015	26031016	Normal		Y
God	Ezekiel	26031017	26031017	Implicit		Y
God		26031018	26031018	Normal		Y
God		26032002	26032002	Normal	instructions to Ezekiel	Y
God	Ezekiel	26032003	26032004	Normal	lament	Y
God	Ezekiel	26032005	26032005	Implicit	lament	Y
God	Ezekiel	26032006	26032006	Implicit	lament	Y
God	Ezekiel	26032007	26032007	Implicit	lament	Y
God		26032008	26032010	Normal	lament	Y
God	Ezekiel	26032011	26032012	Normal	lament	Y
God	Ezekiel	26032013	26032013	Implicit	lament	Y
God	Ezekiel	26032014	26032015	Normal	lament	Y
God		26032016	26032016	Normal	lament	Y
God	Ezekiel	26032018	26032019	Implicit		Y
God	Ezekiel	26032020	26032020	Implicit		Y
God	Ezekiel	26032021	26032021	Implicit		Y
God	Ezekiel	26032022	26032022	Implicit		Y
God	Ezekiel	26032023	26032023	Implicit		Y
God	Ezekiel	26032024	26032024	Implicit		Y
God	Ezekiel	26032025	26032025	Implicit		Y
God	Ezekiel	26032026	26032026	Implicit		Y
God	Ezekiel	26032027	26032027	Implicit		Y
God	Ezekiel	26032028	26032028	Implicit		Y
God	Ezekiel	26032029	26032029	Implicit		Y
God	Ezekiel	26032030	26032030	Implicit		Y
God		26032031	26032032	Normal		Y
God	Ezekiel	26033002	26033002	Implicit		Y
God	Ezekiel	26033003	26033003	Implicit		Y
God	Ezekiel	26033004	26033004	Implicit		Y
God	Ezekiel	26033005	26033005	Implicit		Y
God	Ezekiel	26033006	26033006	Implicit		Y
God	Ezekiel	26033007	26033010	Implicit		Y
God	Ezekiel	26033011	26033011	Normal		Y
God	Ezekiel	26033012	26033012	Normal		Y
God		26033013	26033017	Implicit		Y
God		26033018	26033020	Implicit		Y
God		26033024	26033024	Normal		Y
God		26033025	26033025	Normal		Y
God	Ezekiel	26033026	26033026	Implicit		Y
God		26033027	26033027	Normal		Y
God	Ezekiel	26033028	26033028	Implicit		Y
God	Ezekiel	26033029	26033029	Implicit		Y
God		26033030	26033033	Implicit		Y
God		26034002	26034002	Normal		Y
God	Ezekiel	26034003	26034003	Implicit		Y
God	Ezekiel	26034004	26034004	Implicit		Y
God	Ezekiel	26034005	26034005	Implicit		Y
God	Ezekiel	26034006	26034008	Implicit		Y
God	Ezekiel	26034010	26034012	Normal		Y
God	Ezekiel	26034013	26034013	Implicit		Y
God	Ezekiel	26034014	26034014	Implicit		Y
God	Ezekiel	26034015	26034018	Normal		Y
God	Ezekiel	26034019	26034020	Implicit		Y
God	Ezekiel	26034020	26034021	Normal		Y
God	Ezekiel	26034022	26034022	Implicit		Y
God	Ezekiel	26034023	26034023	Implicit		Y
God	Ezekiel	26034024	26034024	Implicit		Y
God	Ezekiel	26034025	26034025	Implicit		Y
God	Ezekiel	26034026	26034026	Implicit		Y
God	Ezekiel	26034027	26034027	Implicit		Y
God	Ezekiel	26034028	26034028	Implicit		Y
God	Ezekiel	26034029	26034029	Implicit		Y
God		26034030	26034031	Normal		Y
God		26035002	26035003	Implicit		Y
God	Ezekiel	26035004	26035004	Implicit		Y
God	Ezekiel	26035005	26035005	Implicit		Y
God	Ezekiel	26035006	26035007	Normal		Y
God	Ezekiel	26035008	26035008	Implicit		Y
God	Ezekiel	26035009	26035009	Implicit		Y
God		26035010	26035010	Normal		Y
God		26035011	26035011	Normal		Y
God	Ezekiel	26035012	26035012	Implicit		Y
God	Ezekiel	26035013	26035014	Implicit		Y
God	Ezekiel	26035014	26035015	Normal		Y
Ezekiel		26036001	26036002	Normal		
