lex,default
>KN,肯定地，無疑地；真是，確實；必定；誠然
>KP/,壓力；勢力
>KR/,農夫，耕種田地的人
>KZB/,虛假的東西；騙人的東西；靠不住的東西
>KZJB/,亞革悉，《思》阿革齊布
>KZR/,殘忍，殘暴不仁；兇猛；惡毒
>KZRJ/,殘忍，殘酷，殘暴；兇猛；嚴厲
>KZRJWT/,殘忍，殘酷
>L<D/,以列，《現》以利，《思》厄拉得
>L<DH/,以拉大，《思》厄拉達
>L<FH/,以利亞薩，《思》厄拉撒
>L<WZJ/,伊利烏賽，《思》厄路齊
>L<ZR/,以利亞撒，《思》厄肋阿匝爾
>L>/,以拉，《思》厄拉
>LD<H/,以勒大，《思》厄耳達阿
>LDD/,伊利達，《思》厄耳達得
>LGBJC/,冰雹
>LH,這些；那些
>LH/,篤耨香樹；橡樹；大樹
>LH=/,起誓，發誓，立誓；發咒，詛咒
>LH==/,篤耨香樹；橡樹
>LH===/,篤耨香樹；橡樹；大樹
>LHJM/,神，神明
>LJ<M/,以連，《思》厄里安
>LJ<ZR/,以利以謝，《思》厄里厄則爾
>LJ>B/,以利押，《思》厄里雅布
>LJ>L/,以利業，《現》以列，《思》厄里耳
>LJ>TH/,以利亞他，《思》厄里雅達
>LJC</,以利沙，《思》厄里叟
>LJCB</,以利沙巴，《思》厄里舍巴
>LJCH/,以利沙，《思》厄里沙
>LJCJB/,以利亞實，《思》厄里雅史布
>LJCM</,以利沙瑪，《思》厄里沙瑪
>LJCPV/,以利沙法，《思》厄里沙法特
>LJCW</,以利書亞，《思》厄里叔亞
>LJD</,以利雅大，《思》厄肋雅達，厄里雅達
>LJDD/,以利達，《思》厄里達得
>LJH/,肥尾巴
>LJH=/,以利亞，《思》厄里亞
>LJHW=/,以利戶，《思》厄里胡
>LJL/,神像；偶像；虛無的神明
>LJMLK/,以利米勒，《思》厄里默肋客
>LJPL/,以利法勒，《思》厄里法耳
>LJPLHW/,以利斐利戶，《思》厄里斐路
>LJPZ/,以利法，《思》厄里法次
>LJQ>/,以利加，《思》厄里卡
>LJQJM/,以利亞敬，《思》厄里雅金
>LJSP/,以利雅薩，《思》厄肋雅撒夫，厄里雅撒夫
>LJXB>/,以利雅哈巴，《思》厄里雅巴
>LJXRP/,以利何烈，《思》厄里曷勒夫
>LJYWR/,以利蓿，《思》厄里族爾
>LLJ,有禍了！哀哉！多麼慘！
>LM/,啞；不能開口，不能說話；不會說
>LM=/,靜默，緘默，默然；無聲
>LMGJM/,杜松；檀香木
>LMH/,禾捆，麥捆
>LMLK/,亞拉米勒，《思》阿拉默肋客
>LMN/,守寡，寡居，喪夫
>LMN=/,丟棄，遺棄
>LMNH/,寡婦，守寡
>LMNJ/,某人，某某；某處，某地
>LMNWT/,守寡，寡居，喪夫
>LMWDD/,亞摩答，《思》阿耳摩達得
>LN<M/,伊利拿安，《思》厄耳納罕
>LNJ/,以倫人，以倫族
>LNTN/,以利拿單，《思》厄耳納堂
>LP<L/,以利巴力，《思》厄耳帕耳
>LQCJ/,伊勒歌斯人；來自伊勒歌斯的，《思》厄耳科士人
>LQNH/,以利加拿
>LQWM/,無人敢抵抗
>LSR/,以拉撒，《思》厄拉撒爾
>LTQ>/,伊利提基，《思》厄耳特刻
>LTQN/,伊勒提君，《思》厄耳特孔
>LTWLD/,伊勒多臘，《思》厄耳托拉得
>LW,除非；若非；只要；即使；雖然
>LWC/,亞錄，《思》阿路士
>LWH/,神，神明
>LWL/,以祿月
>LWN/,橡樹
>LWN==/,以倫，《思》厄隆
>LWP/,領袖；族長
>LWP=/,領袖；族長
>LXNN/,伊勒哈難，《思》厄耳哈難
>LX[,邪惡；腐敗；污穢
>LY[,（用說話）滋擾；（用說話）煩擾；催迫；糾纏
>LZBD/,以利薩巴，《思》厄耳匝巴得
>M/,母親，娘
>MC/,黃昏，傍晚
>MH/,女奴；女僕，使女，婢女；宮女
>MH=/,肘
>MH===/,肘
>MH====/,肘
>MJ/,亞米，《思》阿米
>MJR/,樹枝，枝子；下層樹叢
>MJY/,強大；有能力；大能
>MLL/,虛弱，軟弱；悲慘
>MLL=/,軟弱；衰殘；衰竭；暈眩
>ML[,枯竭；枯萎；衰殘；衰弱；衰敗；敗落
>MM/,亞曼，《思》阿曼
>MN,阿們；肯定！
>MN/,忠誠，忠信，忠實；可靠，可信賴，值得信任
>MN=/,忠誠，忠信，信實；可靠，值得信任
>MNH/,門柱
>MNH==/,協議；約
>MNH===/,協議；約
>MNM=,果真？確實？真的嗎？
>MNWN/,暗嫩，《思》阿默農
>MN[,堅固，穩固，牢固
>MR/,話語，言語
>MR=/,言語，講話，言論；命令；承諾，應許
>MR==/,話語，言語
>MR===/,音麥，《思》依默爾
>MRH/,言語；談話；命令；承諾，應許
>MRJ/,亞摩利人，《思》阿摩黎人
>MRJ=/,音利，《思》依默黎
>MRPL/,暗拉非，《思》阿默辣斐耳
>MR[,說；吩咐；思想；呼叫，召喚；曉諭
>MT/,忠誠；誠實；可靠，值得信任；誠懇；真的
>MTJ/,亞米太，《思》阿米泰
>MTXT/,袋子，口袋
>MWNH/,穩定；穩住
>MWY/,亞摩斯，《思》阿摩茲
>MY/,力量；能力
>MY=/,有斑點或斑紋的
>MYH/,力量；能力
>MYJ/,暗西，《思》阿默漆
>MYJH/,亞瑪謝，《思》阿瑪責雅
>MY[,強壯；強大，強盛
>N,哪裡？何處？甚麼地方？
>N>,求你，懇求你，求求你
>NC/,人，世人
>NJ,我
>NJ/,船隊，船隻
>NJ<M/,阿尼安，《思》阿尼罕
>NJH/,船
>NJH=/,哀慟；哀號，哭號
>NK/,準繩，鉛垂線
>NN[,埋怨，發怨言
>NPH/,鷺，鷺鷥，蒼鷺
>NP[,向……發怒；動怒；惹……發怒；激怒
>NQ[,歎息；呻吟，唉哼；哀哭；尖叫
>NTH,你
>NWC/,（自然）人；某人；（不論性別的）人
>NXH/,歎息，唉哼；呻吟；哀告；口出怨言
>NXRT/,亞拿哈拉，《思》阿納哈辣特
>NX[,哀嘆，哀鳴，悲歎；歎息；呻吟
>P</,一文不值，沒有價值；虛無
>P<H/,毒蛇，蝮蛇，虺蛇
>PD/,細麻布的圍裙；細麻布以弗得
>PD=/,細麻布的圍裙；細麻布以弗得
>PDH/,覆蓋層；鍍層
>PDN/,王室的帳幕；王家的帳棚
>PD[,繫在（某人）腰間；束（某人的）腰
>PH/,烘烤
>PH[,烘烤
>PJL/,遲的，晚的
>PJM/,亞遍，《思》阿帕殷
>PJQ/,乾河牀，山谷；水道，水溝，河道；溪水
>PJQ=/,乾河牀，山谷；水道，水溝，河道；溪水
>PJX/,亞斐亞，《思》阿非亞
>PL/,漆黑，全然黑暗
>PL=/,漆黑，黑暗，幽暗；死蔭；黑夜
>PLH/,漆黑，黑暗，幽暗，濃密的黑暗；沉沉的黑夜
>PLL/,以弗拉，《思》厄弗拉耳
>PN/,合時；合適的時機
>PP[,包圍，環繞；纏繞；掩蓋
>PQH/,亞非加，《思》阿費克
>PQ[,抑制自己；強忍；壓住
>PR/,灰
>PR=/,帶子；布；頭巾
>PRJM/,以法蓮，《思》厄弗辣因
>PRJWN/,轎子；車子
>PRTJ/,以法他人；來自以法他的，《思》厄弗辣大人
>PRX/,雛鳥，小鳥
>PS[,用盡，用完，用光，花盡，花光
>PS_DMJM/,以弗‧大憫，《思》厄斐斯達明
>PW,這樣；現在；如此；就；那麼
>QDX/,寶石；珠寶
>QW/,野生山羊，野山羊
>R>/,亞拉，《思》阿辣
>R>L/,大能的勇士；勇猛的戰士；英雄；豪傑
>R>LJ/,亞列利，《思》阿勒里
>R>LJ=/,亞列利，《思》阿勒里
>RB/,埋伏；陷阱；陰謀；謀害
>RB</,四
>RB=/,躲藏處；隱密處；洞穴
>RB==/,亞拉，《思》阿辣布
>RBH/,蝗蟲
>RBH=/,開口；洞孔；窗戶；水閘
>RBH==/,大的
>RBJ/,亞巴人，《思》阿辣布人
>RBWT/,亞魯泊，《思》阿魯波特
>RB[,埋伏，潛伏；設下伏兵
>RCT/,要求；求
>RD/,亞勒，《思》阿爾得，阿爾德
>RDJ/,亞勒人，亞勒族，《思》阿爾德家族
>RDJ=/,亞勒人，亞勒族，《思》阿爾德家族
>RDWN/,押墩，《思》阿爾冬
>RF[,聘定；訂婚
>RG/,梭子
>RGB/,亞珥歌伯，《思》阿爾哥布
>RGWN/,紫紅色；朱紅色紗線；深紅色的毛線
>RGZ/,櫃；箱子；匣子；袋子
>RG[,編織
>RH[,摘取，採摘；收集
>RJ>L/,大能的勇士；勇猛的戰士
>RJ>L=/,大能的勇士；勇猛的戰士
>RJ>L==/,大能的勇士；勇猛的戰士
>RJDT>/,亞利大他，《思》阿黎大達
>RJSJ/,亞利賽，《思》阿黎賽
>RJWK/,亞略，《思》阿黎約客
>RK/,長
>RK=/,長度
>RK==/,長；冗長
>RK===/,以力，《思》厄勒客
>RKJ/,亞基人，《思》阿爾基人
>RK[,長的；加長，增加長度
>RM/,亞蘭·瑪迦，《現》敘利亞人的瑪迦，《思》瑪阿加的阿蘭
>RMJ/,亞蘭人，敘利亞人，《思》阿蘭人
>RMJ=/,亞蘭人，敘利亞人，《思》阿蘭人
>RMNJ/,亞摩尼，《思》阿爾摩尼
>RMWN/,城堡；內院；衛所；堡壘；宮殿
>RN=/,亞蘭，《思》阿郎
>RNBT/,兔子
>RNN/,亞珥難，《思》阿爾難
>RNWN/,亞嫩河，《思》阿爾農河
>RPD/,亞珥拔，《思》阿帕得，阿爾帕得
>RPKCD/,亞法撒，《思》阿帕革沙得
>RRV/,亞拉臘，《思》阿辣辣特
>RR[,咒詛，詛咒；發出詛咒；咒罵；怒罵；懲罰
>RTXCFT>/,亞達薛西，《思》阿塔薛西斯
>RWD=/,亞發，《思》阿爾瓦得
>RWDJ/,亞瓦底人，亞發的居民，《思》阿爾瓦得人
>RWDJ=/,亞羅底，《思》阿洛狄
>RWDJ==/,亞羅底，《思》阿洛狄
>RWH/,棚，廄
>RWKH/,修理，修補；修造；整修
>RWMH/,亞魯瑪，《思》阿魯瑪
>RWN/,箱子；櫃子；棺材
>RWNH/,亞勞拿，《思》敖爾難
>RX/,小徑；路；道
>RX=/,旅行
>RXH/,旅行隊；商隊；結伴的客旅
>RXH=/,日常的生活費用；日常需用的食物；一份
>RX[,旅行
>RY/,地；地區；天下；地上；世上
>RY>/,亞雜，《思》阿爾匝
>RZ/,香柏樹，香柏木
>RZH/,香柏木部件；香柏木板
>S>/,亞撒，《思》阿撒
>SJP/,收取；收割
>SJR/,囚犯，被囚的人；被捆鎖的人；俘虜，被擄的人
>SM/,穀倉，糧倉；倉房，倉庫
>SNH/,押拿，《思》阿斯納
>SNT/,亞西納，《思》阿斯納特
>SP/,採集；收割
>SP==/,亞薩，《思》阿撒夫
>SPH/,聚集
>SPH=/,收集
>SPSP/,烏合之眾；流氓；閒雜人；外族人
>SPT>/,亞斯帕他，《思》阿斯帕達
>SP[,集合，聚集，結集；相聚，聚會；聯合
>SR[,繫牢，拴住；捆綁
>STR/,以斯帖，《思》艾斯德爾
>SWK/,橄欖油瓶子
>SWN/,意外；傷害
>SWR/,皮條，皮帶子；繩，索
>T,鶴嘴鋤；鋤頭；犂頭
>T/,鶴嘴鋤；鋤頭；犂頭
>T==,鶴嘴鋤；鋤頭；犂頭
>TB<L/,謁巴力，《思》厄特巴耳
>TH[,來，前來；回來；出來
>TJ/,以太，《思》依泰
>TM,以倘，《思》厄堂
>TM/,以倘，《思》厄堂
>TMWL/,鶴嘴鋤；鋤頭；犂頭
>TN,鶴嘴鋤；鋤頭；犂頭
>TNH,鶴嘴鋤；鋤頭；犂頭
>TNH/,禮物；賞賜；酬報
>TNJ/,伊特尼，《思》厄特尼
>TNN/,禮物；賞賜；賞金
>TNN=/,鶴嘴鋤；鋤頭；犂頭
>TRJM/,亞他林，《思》阿塔陵
>VD/,荊棘；枸杞；樹莓；有刺灌木
>VM[,格子狀的；窗櫺，窗格
>VR/,「右手閉合」＝習慣用左手，慣用左手的，左手便利
>VR=/,亞特，《思》阿特爾
>VWN/,亞麻布；線織的布；麻織的布；牀單
>W,（只 X）或（Y）；若……若不然……；……或……
>W>L/,烏益，《思》約厄耳
>WB/,皮袋，皮囊
>WB=/,皮袋，皮囊
>WBJL/,阿比勒，《思》敖彼耳
>WD/,木柴，木頭
>WH/,渴望，渴求，想要；慾望；性慾
>WH[,渴求，渴想，渴望；貪圖；慾望
>WJ,有禍了，禍哉；完了；糟了，慘了，哀哉
>WJ/,以未，《思》厄威
>WJH,有禍了，禍哉；多麼慘哪，多麼不幸啊
>WJL/,愚妄，愚昧，愚蠢；無知
>WJL_MRDK/,以未‧米羅達，《思》厄威耳默洛達客
>WL/,公羊，公綿羊
>WLJ,或者；也許，說不定；萬一；假如
>WLJ/,愚昧；壞
>WLJ=/,或者；也許，說不定；萬一；假如
>WLT/,愚昧，愚蠢，愚妄；愚拙；無知
>WMR/,阿抹，《思》敖瑪爾
>WNM/,阿南，《思》敖南
>WNN/,俄南，《思》敖難
>WNW/,阿挪，《思》敖諾
>WPJR/,阿斐，《思》敖非爾
>WPJR=/,阿斐，《思》敖非爾
>WPN/,輪子，碌
>WPZ/,烏法，《思》敖非爾
>WR/,光，亮光，光明
>WRJ/,烏利，《思》烏黎
>WRJ>L/,烏列，《思》烏黎耳
>WRJH/,烏利亞，《思》烏黎雅
>WR[,發光，發亮；光亮，明亮，光明
>WT/,標誌；旗幟，旗號，標幟
>WT[,同意，贊成；答應，應允
>WYR/,財富，財寶，財產，寶物
>WY[,急忙，急速；急躁；衝動
>WZJ/,烏賽，《思》烏齋
>WZL/,烏薩，《思》烏匝耳
>X,兄弟，哥哥，弟弟；同父異母兄弟
>X/,兄弟，哥哥，弟弟；同父異母兄弟
>X=/,豺；咆哮的動物
>X==/,兄弟，哥哥，弟弟；同父異母兄弟
>XBN/,亞辦，《思》阿赫班
>XCTRJ/,哈轄斯他利，《思》阿哈市塔黎
>XCTRN/,王的，王室的，皇家的，御用的
>XCWRWC/,亞哈隨魯，薛西斯，《思》薛西斯
>XD/,一
>XJ/,以希，《思》厄希
>XJ<ZR/,亞希以謝，《思》阿希厄則爾
>XJ=/,亞希，《思》阿希
>XJ>M/,亞希暗，《思》阿希揚，阿希楊
>XJCR/,亞希煞，《思》阿希沙爾
>XJCXR/,亞希沙哈，《思》希沙哈爾
>XJH/,亞希亞，《思》阿希雅
>XJHWD/,亞希忽，《思》阿希胡得
>XJLWD/,亞希律，《思》阿希路得
>XJM<Y/,亞希瑪斯，《思》阿希瑪茲
>XJMLK/,亞希米勒，《思》阿希默肋客
>XJMN/,亞希幔，《思》阿希曼
>XJMWT/,亞希摩，《思》阿希摩特
>XJN/,亞現，《思》阿希楊
>XJN<M/,亞希暖，《思》阿希諾罕
>XJNDB/,亞希拿達，《思》阿希納達布
>XJQM/,亞希甘，《思》阿希甘
>XJR</,亞希拉，《思》阿希辣
>XJRM/,亞希蘭，《思》阿希蘭
>XJRMJ/,亞希蘭族，《思》阿希蘭家族
>XJSMK/,亞希撒抹，《思》阿希撒瑪客
>XJTPL/,亞希多弗，《思》阿希托費耳
>XJVWB/,亞希突，《思》阿希突布
>XJW/,亞希約，《思》阿希約
>XJXD/,亞希忽，《思》阿希胡得
>XLB/,亞黑拉，《思》阿赫拉布
>XLJ,希望……，但願……；巴不得，多麼盼望
>XLMH/,紫晶（？）；碧玉（？）
>XMT>/,亞馬他，《思》厄克巴塔納
>XR/,後面，後邊；之後
>XR=/,另一；別的；其他
>XR==/,另一；別的；其他
>XRJT/,最遠處；海極；西方的海極
>XRNJT,後退，倒退；往後
>XRWN/,在後頭，在後面
>XRX/,亞哈拉，《思》阿希蘭
>XRXL/,亞哈黑，《思》阿哈勒爾
>XR[,遲延，耽延，耽誤；遲緩；太慢
>XSBJ/,亞哈拜，《思》阿哈斯拜
>XW/,草；蘆葦，蘆荻；燈心草
>XWD/,以忽，《思》厄胡得
>XWH=/,聲明，宣言；言語；辯論，申辯
>XWMJ/,亞戶買，《思》阿胡買
>XWR/,背面；內；後頭；反面
>XWT/,姊妹，姊姊，妹妹；同父異母的姊妹
>XWX/,亞何亞，《思》阿曷亞
>XWXJ/,亞何亞人，《現》亞合人，《思》阿曷亞人
>XZ=/,亞哈斯，《思》阿哈次
>XZH/,財產；產業；田產，地業
>XZJ/,亞哈賽，《思》阿赫齋
>XZJH/,亞哈謝，《思》阿哈齊雅
>XZM/,亞戶撒，《思》阿胡倉
>XZT/,亞戶撒，《思》阿胡倉
>Y<DH/,臂鐲；手鐲
>YB</,手指，指頭；手段，所做的
>YBWN/,以斯本，《思》厄茲朋
>YJL/,最遠之處；地角；遙遠的角落
>YJL=/,最遠之處；地角；遙遠的角落
>YJL==/,手臂的關節；手腕；手肘；腋窩
>YL/,旁邊；靠近；接近；附近
>YL=/,亞悉，《思》阿責耳
>YL==/,取去部分；保留，留下；留出；分出來
>YLJHW/,亞薩利雅，《思》阿匝里雅
>YL[,取去部分；保留，留下；留出；分出來
>YM/,阿鮮，《思》敖曾
>YR/,以察，《思》厄責爾
>Z,那時，當時；然後，後來；有一天；同一時期
>ZBJ/,伊斯拜，《思》厄次拜
>ZJ,那時；……的時候
>ZKRH/,作為代表的部分；作為紀念的部分
>ZL/,以色磐石；「離開」磐石
>ZL[,離去；往，去，到
>ZN/,耳朵
>ZN=/,用具，器物；設備，裝備；器械
>ZNJ/,阿斯尼，《思》敖次尼
>ZNJ=/,阿斯尼，《思》敖次尼
>ZNJH/,亞散尼，《思》阿匝尼雅
>ZNWT_TBWR/,亞斯納‧他泊，《思》阿次諾特大博爾
>ZN[,聽，側耳，留心聽，垂聽
>ZN_C>RH/,烏羨‧舍伊拉，《思》烏曾舍厄辣
>ZQJM/,鎖鏈，鏈子；腳鐐
>ZRX/,本地人，本國出生；同胞；國民
>ZRXJ/,以斯拉人，《思》則辣黑人
>ZR[,束（腰）；繫上
>ZWB/,牛膝草
>ZWR/,腰布，腰帶，帶子
B<C>/,巴沙，《思》巴厄沙
B<CTRH/,比‧施提拉，《思》阿市塔洛特
B<D/,通道；入口；進入
B<FJH/,巴西雅，瑪西雅，《思》巴阿色雅
B<H[,使……沸騰
B<JR/,牲畜，牲口，家畜
B<L/,主；主人；所有者；丈夫
B<L=/,管轄；統治
B<L==/,主；主人；所有者；丈夫
B<LJD</,比利雅大，《思》貝里雅達
B<LJH/,比亞利雅，《思》貝阿里雅
B<LJS/,巴利斯，《思》巴里斯
B<LJ_JHWDH/,巴拉‧猶大，《現》猶大的巴拉，《思》猶大巴阿拉
B<LT/,巴拉，《思》巴拉特
B<LT_B>R/,巴拉‧比珥，《思》巴阿拉特貝爾
B<LWT/,比亞綠，《思》貝阿羅特
B<L_BRJT/,巴力‧比利土，《思》巴耳貝黎特
B<L_CLCH/,巴力‧沙利沙，《思》巴耳沙里沙
B<L_GD/,巴力‧迦得，《思》巴耳加得
B<L_HMWN/,巴力‧哈們，《思》巴耳哈孟
B<L_M<WN/,巴力‧免，《思》巴耳默紅
B<L_P<WR/,巴力‧毗珥，《思》巴耳培敖爾，巴耳培敖耳
B<L_PRYJM/,巴力‧毗拉心，《思》巴耳培辣親
B<L_TMR/,巴力‧他瑪，《思》巴耳塔瑪爾
B<L_XNN/,巴勒‧哈南，《思》巴耳哈南
B<L_XRMWN/,巴力‧黑們，《思》巴耳赫爾孟
B<L_XYWR/,巴力‧夏瑣，《思》巴耳哈祚爾
B<N/,比穩，《思》貝紅
B<N>/,巴拿，《思》巴阿納
B<NH/,巴拿，《思》巴阿納
B<R/,愚昧，愚蠢；愚頑；粗俗
B<R>/,巴拉，《思》巴辣
B<RH/,焚燒，燒
B<R[,燃燒，焚燒；燒毀；燒滅
B<TH/,驚惶，驚慌
B<T[,折磨；使驚懼
B<V[,踢
B<WR/,比珥，《思》貝敖爾
B<Z/,波阿斯，《思》波阿次
B>C/,發臭；臭氣上升；臭氣撲鼻；惡臭
B>CH/,腐爛的水果；臭草；惡草；惡臭的草
B>C[,發臭；腥臭
B>H/,門口；進口
B>R/,井；飲水處；泉源
B>R=/,井；飲水處；泉源
B>R>/,比拉，《思》貝厄辣
B>RH/,備拉，《思》貝厄辣
B>RJ/,比利，《思》貝厄黎
B>RTJ/,比錄人，比錄的，《思》貝厄洛特人
B>RT_BNJ_J<QN/,比羅比尼‧亞干，《思》貝洛特貝乃雅干
B>RWT/,比錄，《思》貝洛特
B>R[,解釋；講解；清楚地寫；明明地寫
BBH/,瞳孔；眼中的瞳人；心愛的寶貝
BBJ/,比拜，《思》貝拜
BBL/,巴別，巴比倫，《思》巴貝耳，巴比倫
BCL/,煮好的
BCLM/,比施蘭，《思》彼舍藍
BCL[,煮
BCN/,巴珊，《思》巴商
BCNH/,蒙羞
BCS[,徵稅
BCT/,蒙羞；羞愧，慚愧；羞辱；丟臉
BD/,麻布；麻紗
BD=/,麻布；麻紗
BD>[,選擇；捏造；編造；私自所定
BDD/,獨自；隔離；分開；孤立的；孤獨的
BDD=/,比達，《思》貝達得
BDJH/,比底雅，《思》貝狄雅
BDL/,角；片；小部件
BDLX/,樹脂；樹膠
BDL[,分開；分別；隔開；割斷
BDN/,比但，《現》巴拉，《思》巴辣克
BDQ/,破壞之處；損壞；破裂；裂縫
BDQR/,畢甲，《思》彼德卡
BFMT/,巴實抹，《思》巴色瑪特
BFR/,肉
BFWR/,比梭溪，《思》貝索爾河
BGD/,布；毯子；遮蓋物
BGD=/,布；毯子；遮蓋物
BGDWT/,詭詐；背叛
BGT>/,比革他，《思》彼革達
BGTN/,辟探，《思》彼革堂
BGWD/,奸詐；不貞；背叛
BGWJ/,比革瓦伊，《思》彼革外
BHJR/,亮光；光亮
BHLH/,痛苦；驚慌，驚惶，驚恐；驚嚇
BHL[,趕快；急速；心急；急躁；急忙；突然
BHMH/,走獸
BHMWT/,巨獸；大象；河馬
BHN/,大拇指；大腳趾
BHQ/,白斑病；白癜風
BHRT/,斑點
BHV/,斑岩（？）；大理石（？）
BHW/,空虛；荒涼；荒地
BHWN/,大拇指；大腳趾
BJ,求；懇求；請
BJN/,在（兩個或以上地點）中間；在（兩個或以上地點）之中
BJNH/,認識；明辨是非；明白事理
BJRH/,堡壘；營寨；城堡
BJT/,伯·哈干，《思》貝特干
BJTN/,宮；王宮
BJT_<NT/,伯‧亞納，《思》貝特阿納特
BJT_<NWT/,伯‧亞諾，《思》貝特阿諾特
BJT_<QD/,伯·艾克特，《現》營，《思》貝特厄刻得
BJT_<ZMWT/,伯‧亞斯瑪弗，《思》貝特阿次瑪委特
BJT_>L/,伯特利，《思》貝特耳
BJT_>RB>L/,伯‧亞比勒，《思》貝特阿爾貝耳
BJT_>WN/,伯‧亞文，《思》貝特阿文，貝特曷龍
BJT_BR>J/,伯‧比利，《思》貝特彼黎
BJT_BRH/,伯‧巴拉，《思》貝特巴辣
BJT_C>N/,伯‧善，《思》貝特商
BJT_CMC/,伯‧示麥，《思》貝特舍默士
BJT_DBLTJM/,伯‧低比拉太音，《思》貝特狄貝拉塔因
BJT_DGWN/,伯‧大袞，《思》貝特達貢
BJT_GMWL/,伯‧迦末，《思》貝特加慕耳
