lex,default
GMLJ/,Guemalli
GMLJ>L/,Gamliel
GML[,sevrer
GMR/,Gomer
GMR=/,Gomer
GMRJH/,Guemarya
GMWL/,actions
GMWL=/,Gamoul
GMWLH/,"actes, agissements"
GMZW/,Guimzo
GN/,jardin
GNB/,voleur
GNBH/,vol
GNBT/,Guenoubath
GNB[,voler
GNH/,jardin
GNN[,défendre
GNTWN/,Guinnetôn
GNZ/,trésor
GNZK/,trésor
GP/,corps
GP=/,corps
GPN/,vigne
GPR/,"cyprès, cèdre"
GPRJT/,soufre
GR/,étranger
GR<[,tondre
GR=/,craie
GR>/,Guéra
GRB/,infection de peau
GRB=/,Gareb
GRC/,rendement
GRCH/,expropriation
GRCM/,Guershom
GRCNJ/,Guershonite
GRCWN/,Guershôn
GRC[,balloter
GRD[,se gratter
GRF/,grain pilé
GRGCJ/,Guirgashite
GRGR/,olive
GRH[,provoquer
GRM/,os
GRMJ/,Garmite
GRM[,ronger
GRN/,aire de battage
GRP[,balayer
GRR/,Guerar
GRR[,entraîner
GRS[,concasser
GRWN/,gorge
GRWT/,Guérouth Kimham
GRZJM/,Garizim
GRZN/,"hache, pioche"
GRZ[,entraîner
GTJ/,Guittite
GTJM/,Guittaïm
GTJT/,guittith
GTR/,Guètèr
GT_RMWN/,Gath-Rimmôn
GW/,dos
GW<[,"expirer, rendre son dernier souffle, périr"
GW=/,jeter derrière (son) dos
GW==/,dos
GWC/,croûte
GWD[,assaillir
GWG/,Gog
GWH/,fier
GWH=/,fier
GWJH/,"corps, cadavre, carcasse"
GWLH/,"exil, captivité"
GWLN/,Golân
GWMY/,fosse
GWNJ/,Gouni
GWNJ=/,Gouni
GWPH/,cadavre
GWP[,fermer
GWR/,immigrer
GWR==[,immigrer
GWRL/,sort
GWR[,immigrer
GWZL/,oisillon
GWZN/,Gozân
GWZ[,amener
GXM/,Gaham
GXR/,Gahar
GXWN/,ventre
GZ/,tonte
GZ</,tronc
GZBR/,trésorier
GZH/,toison
GZJT/,pierre taillée
GZL/,vol
GZL=/,vol
GZLH/,objet volé
GZL[,s'emparer de
GZM/,sauterelle
GZM=/,Gazzam
GZR/,moitié
GZR=/,moitié
GZRH/,séparé
GZRH=/,espace ouvert
GZWNJ/,Guizonite
GZZ/,Gazez
GZZ[,tondre
H>,vois
H>=,vois
H>X,Ha ha !
HBR[,diviser > analyser
HCM/,Hashem
HCM<WT/,"nouvelles, rapport, rumeur"
HD/,cris de joie
HDD/,Hadad
HDD<ZR/,Hadadèzèr
HDH[,mettre (sa main)
HDJ/,Hiddaï
HDK[,piétiner
HDM/,marchepied
HDP[,pousser
HDR/,majesté
HDR=/,"gloire, splendeur"
HDR==/,majesté
HDRH/,majesté
HDR[,"magnifique, glorieux"
HDS/,myrte
HDSH/,Hadassa
HDW/,Inde
HDWRM/,Hadoram
HGH/,"grondement, murmure, soupir"
HGH[,retirer
HGJG/,murmure
HGJWN/,méditation
HGR/,Hagar
HGRJ/,Hagrite
HGRJ=/,Hagrite
HGWT/,méditation
HH,ah!
HJ/,malheur
HJ>,eux
HJDD/,hourra
HJK,comment ?
HJKL/,palais
HJLL/,"étoile du matin, du berger"
HJMM/,Hémam
HJMN/,Hémân
HJN/,hîn
HKRH/,partialité
HKR[,maltraiter
HL>H,en avant (dans le temps)
HL>[,être éloigné
HLJK/,pas
HLJKH/,aller
HLK/,coulée
HLK[,aller
HLL/,Hillel
HLL[,"faire briller, irradier"
HLM,ici
HLMWT/,"marteau, maillet"
HLM[,frapper
HLWLJM/,louange
HM,eux
HM/,Ham
HMH,eux
HMH/,mugir
HMH[,mugir
HMJH/,son
HMLH/,rugissement
HMM[,lancer en panique
HMN/,Haman
HMN=/,Haman
HMS/,broussailles
HMWN,mugir
HMWN/,mugir
HMWNH/,Hamona
HN</,Héna
HNH=,elles
HNH==,elles
HNM/,vallée (des fils) de Hinnom
HNXH/,remise (d'impôts)
HPGH/,arrêt
HPKH/,renverser
HPKPK/,être tortueux dans son comportement
HPK[,se tourner
HR/,montagne
HR=/,Hor
HR>/,Hara
HR>L/,foyer de l'autel
HRG/,massacre
HRGH/,carnage
HRG[,massacrer
HRH/,concevoir
HRH[,concevoir
HRJSH/,destruction
HRM/,Horam
HRMWN/,Harmôn
HRN/,Harân
HRRJ/,Hararite
HRS/,destruction
HRS[,être en ruine
HRWRJ/,de Haror
HSH[,être silencieux
HTK/,Hatak
HTT[,menacer
HTWK/,fusion
HW,hélas!
HWC</,Hosée
HWC<JH/,Hoshaya
HWCM</,Hoshama
HWDWH/,Hodva
HWDWJH/,Hodawya
HWH/,désastre
HWH=/,désir
HWH==/,désir
HWHM/,Hoham
HWJ,hélas !
HWLLH/,folie
HWLLWT/,folie
HWMM/,Homam
HWM[,trembler
HWN[,considérer comme facile
HWTJR/,Hotir
HYLH/,délivrance
HYN/,équipé
HZH[,murmurer dans son sommeil
J<BY/,Yaébets
J<D[,être fixé
J<FJ>L/,Yaasiel
J<H/,pelle
J<H[,balayer
J<J>L/,Yeïel
J<KN/,Yakân
J<LH/,éterle
J<LH=/,éterle
J<LM/,Yaelam
J<N/,parce que
J<N=/,autruche
J<NH/,hibou grand-duc
J<NJ/,Yaénaï
J<P/,épuisé
J<P=/,vol
J<QB/,Jacob
J<QBH/,Yaaqova
J<QN/,Yaaqân
J<R/,forêt
J<R=/,forêt
J<R==/,forêt
J<RCJH/,Yaarèshya
J<RH==/,Yaara
J<W>L/,Yeouel
J<WC/,Yeoush
J<WY/,Yeouts
J<Y[,"planifier, comploter, concevoir, avoir un but."
J<ZJ>L/,Yaaziel
J<ZJHW/,Yaaziya
J<ZR/,Yaezer
J<Z[,être arrogant
J>B[,désirer
J>C[,renoncer à
J>H[,convenir
J>JR/,Yaïr
J>R/,fleuve Nil
J>R=/,fleuve Nil
J>TRJ/,Yeatraï
J>ZNJH/,Yaazanya
JBB[,regarder
JBC/,sécher
JBCH/,terre sèche
JBCT/,terre sèche
JBC[,sécher
JBFM/,Yivsam
JBJN/,Yavîn
JBL<M/,Yibléam
JBLT/,verrue
JBM/,beau-frère
JBMT/,belle-sœur
JBM[,s'acquiter de l'obligation de donner un héritier à son frère
JBN>L/,Yavneël
JBNH/,Yavné
JBNJH/,Yivneya
JBNJH=/,Yivniya
JBQ/,Yabboq
JBRKJHW/,Yevèrèkya
JBWL/,récolte
JBWS/,Jébus
JBWSJ/,Jébusite
JBXR/,Yivhar
JC<J/,Yishéi
JC<[,remporter la victoire
JCB<M/,s'asseoir
JCB>B/,Yèshèvéav
JCBJ/,Yashouvite
JCBJ=/,Yashouvite
JCBJ_LXM/,Yashouvi-Lèhem
JCBQ/,Yishbaq
JCBQCH/,Yoshbeqasha
JCBX/,Yishbah
JCB[,s'asseoir
JCC/,"âgé, décrépi"
JCJ/,Jessé
JCJC/,âgé
JCJCJ/,Yeshishaï
JCJMN/,désert
JCJMWN/,désert
JCM<>L/,Ismaël
JCM<>LJ/,Ismaélite
JCM>/,Yishma
JCMRJ/,Yishmeraï
JCM[,être déserté
JCN/,dormir
JCN=/,vieux
JCN==/,dormir
JCN=[,dormir
JCNH/,Yeshana
JCN[,dormir
JCPH/,jaspe
JCPH=/,Yishpa
JCPN/,Yishpân
JCR/,droit
JCR=/,"droiture, honnêteté, sincérité, intégrité"
JCR==/,Yésher
JCRH/,"droiture, honnêteté, sincérité, intégrité"
JCRWN/,Yeshouroun
JCR[,redresser
JCV[,maintenir
JCW</,Yéshoua
JCW<=/,Yéshoua
JCW<H/,succès
JCWB/,Yashouv
JCWH/,Yishwa
JCWJ/,Ishwi
JCWJ=/,Ishwi
JCWXJH/,Yeshohaya
JCX/,vide
JD/,main
JD</,Yada
JD<JH/,Yedaya
JD<NJ/,esprit des morts
JD<[,apprendre
JD>LH/,Yidéala
JDBC/,Yidbash
JDDWT/,aimée
JDD[,lancer
JDH=[,confesser le nom (de Dieu)
JDH[,confesser le nom (de Dieu)
JDJ<>L/,Yediaël
JDJDH/,Yedida
JDJDJH/,Yedidya
JDJH/,Yedaya
JDLP/,Yidlaf
JDW</,Yaddoua
JDWN/,Yadôn
JDWTWN/,Yedoutoun
JDWTWN=/,Yedoutoun
JFFKR/,Issakar
JFJM>L/,Yesimiel
JFR>L/,Israël
JFR>LH/,Yesaréla
JFR>LJ/,Israélite
JG</,fatigué
JG<=/,ce pour quoi on a travaillé
JG<H/,"lassant, épuisant"
JG<[,"devenir lassant, s'épuiser, se fatiguer, peiner"
JG>L/,Yiguéal
JGB/,champs
JGBHH/,Yogbeha
JGDLJHW/,Yigdalyahou
JGJ</,"peine, labeur, dur travail"
JGJ<=/,"las, épuisé, usé"
JGLJ/,Yogli
JGR/,Yegar-Sahadouta
JGR[,craindre
JGWN/,chagrin
JGWR=/,Yagour
JH/,Yah
JHB/,fardeau
JHB[,donner
JHDJ/,Yahdaï
JHJR/,présomptueux
JHLL>L/,Yehallèlel
JHLM/,diamant ?
JHW<DH/,Yoadda
JHW>/,Jéhu
JHW>C/,Yoash
JHW>XZ/,Yoakhaz
JHWC</,Josué
JHWCB</,Yoshèva
JHWCPV/,Yehoshaphat
JHWDH/,Juda
JHWDJT/,Judith
JHWH/,YHWH
JHWJD</,Yoyada
JHWJKJN/,Yoyakîn
JHWJQJM/,Yoyaqim
JHWJRJB/,Yoyariv
JHWKL/,Yehoukal
JHWNDB/,Yonadav
JHWRM/,Yoram
JHWSP/,Joseph
JHWXNN/,Yohanân
JHWYDQ/,Yotsadaq
JHWZBD/,Yozavad
JHY/,Yahats
JJN/,vin
JKJN/,Yakîn
JKJNJ/,Yakinite
JKL[,être en mesure de
JKX[,régler les conflits
JLD/,enfant
JLDH/,fille
JLDWT/,jeunesse
JLJD/,descendant de
JLL/,hurlement
JLLH/,gémissement
JLPT/,gale
JLQ/,criquet
JLQWV/,"sac (de berger), gibecière, besace"
JLWD/,né
JLWN/,Yalôn
JM/,mer des Joncs
JMJMH/,Yemima
JMJN/,côté droit
JMJN=/,côté droit
JMJNJ/,Yaminite
JMJNJ=/,Yaminite
JML>/,Yimla
JMLK/,Yamlek
JMM/,mules
JMN</,Imna
JMNH/,Imna
JMNJ/,droite
JMN[,aller à droite
JMRH/,Yimra
JMR[,se vanter
JMW>L/,Yemouel
JNCWP/,chouette hulotte
JNH[,opprimer
JNJQH/,pousse
JNQ[,téter
JNWM/,Yanoum
JNWX/,Yanoah
JP<H/,splendeur
JP<[,briller
JPDJH/,Yifdeya
JPH/,beau
JPJ/,beauté
JPJ</,Yafia
JPJ<=/,Yafia
JPLV/,Yafleth
JPLVJ/,Yaflétite
JPNH/,Yefounnè
JPT/,Japhet
JPTX/,Yiftah
JPTX=/,Yiftah
JPTX_>L/,vallée de Yiftah-El
JPW/,Jaffa (Joppé)
JPX/,expirer
JQ<[,être disloqué
JQB/,pressoir de Zeëv
JQBY>L/,Yeqavtseël
JQCN/,Yoqshân
JQC[,attraper
JQD<M/,Yoqdéam
JQH/,Yaqé
JQHH/,hommage
JQJM/,Yaqim
JQM<M=/,Yeqaméam
JQMJH/,Yeqamya
JQN<M/,Yoqnéam
JQR/,précieux
JQR=/,préciosité
JQT>L/,Yoqteél
JQVN/,Yoqtân
JQWD/,brûler
JQWM/,créatures
JQWTJ>L/,Yeqoutiel
JQY[,se réveiller
JR<[,frémir
JR>/,redouter
JR>H/,crainte
JR>JJH/,Yiriya
JR>WN/,Yiréôn
JR>[,redouter
JRB/,Yarev
JRB<L/,Yeroubbaal
JRB<M/,Jéroboam
JRBCT/,Yeroubbèsheth
JRCH/,possession (de quelqu'un d'autre)
JRCH=/,possession (de quelqu'un d'autre)
JRC[,hériter
JRD/,Yèred
JRDN/,Jourdain
JRD[,descendre
JRJ<H/,"toile (de tente), tenture"
JRJ<WT/,Yerioth
JRJ>L/,Yeriel
JRJBJ/,Yerivaï
JRJXW/,Jéricho
JRK/,cuisse
JRKH/,arrière
JRMJ/,Yerémaï
JRMJH/,Yirmeyahou
JRMWT/,Yarmouth
JRMWT=/,Yarmouth
JRP>L/,Yirpeél
JRQ/,verdure
JRQ<M/,Yorqéam
JRQ=/,cracher
JRQRQ/,verdâtre
JRQWN/,pâleur
JRQWN=/,Mé-Yarqôn
JRQ[,cracher
JRV[,prendre le droit chemin (pour quelque chose)
JRW>L/,Yerouel
JRWCLM/,Jérusalem
JRWQ/,verdure
JRWX/,Yaroah
JRX</,Yarha
JRX=/,lune
JRXM/,Yeroham
JRXM>L/,Yerahmeél
JRXM>LJ/,Yerahmeélite
JSD/,début
JSKH/,Yiska
JSK[,être frotté
JSMKJHW/,Ismakya
JSP[,être ajouté
JSR[,discipliner
JSWD/,fondement
JSWDH/,fondement
JTD/,"piquet, crochet"
JTJR/,Yattir
JTLH/,Yitla
JTMH/,Yitma
JTNJ>L/,Yatniel
JTNN/,Itân
JTR/,"subsistant, reste, vestige, survécu"
JTR<M/,Yitréam
JTR=/,"subsistant, reste, vestige, survécu"
JTR==/,"subsistant, reste, vestige, survécu"
JTR===/,Yattir
JTRH/,possession
JTRJ/,Yitrite
JTRN/,Yitrân
JTRT/,membrane (du foie)
JTRW/,Jéthro
JTRWN/,avantage
JTR[,rester
JTT/,Yeteth
JTWM/,orphelin
JVBH/,Yotva
JVBTH/,Yotvata
JVB[,"soigner, orner, améliorer"
JVWR/,Yetour
JW<>LH/,Yoéla
JW<C/,Yoash
JW<D/,Yoed
JW<ZR/,Yoèzèr
JW>B/,Joab
JW>X/,Yoa
JWB/,Yov
JWBB/,Yovav
JWBB=/,Yovav
JWBL/,corne de bélier
JWCBJH/,Yoshivya
JWCB_XSD/,Youshav-Hèded
JWCH/,Yosha
JWCWJH/,Yoshavya
JWKBD/,Yokébed
JWM/,jour
JWMM,par jour
JWN/,boue
JWN=/,Yavân
JWNH/,pigeon
JWNJ/,Yavanite
JWNQ/,rejeton
JWNQT/,rejeton
JWQJM/,Yoqim
JWRH/,archer
JWRJ/,Yoraï
JWSPJH/,Yosifya
JWTM/,Yotam
JWTR/,restant
JWVH/,Youtta
JWX>/,Yoha
JXDJ>L/,Yahdiel
JXDJHW/,Yèhdeya
JXDW/,Yahdo
JXD[,s'unir
JXF/,livre de généalogie
JXJ>L/,Yehiel
JXJ>LJ/,Yehiéli
JXJD/,unique
JXJH/,Yehiya
JXJL/,en attendant
JXL>L/,Yahleël
JXL>LJ/,Yahleélite
JXMJ/,Yahmaï
JXMWR/,daim
JXM[,être en chaleur
JXP/,pieds-nus
JXT/,Yahath
JXY>L/,Yahtseël
JXY>LJ/,Yahtseélite
JXZJ>L/,Yahaziel
JXZJH/,Yahzeya
JXZQ>L/,Yehezqel
JXZQJH/,Yehizqiya
JXZRH/,Yahzéra
JY<[,étendre (comme lit)
JY>[,sortir
JYB[,se tenir
JYG[,placer
JYHRJ/,Yitseharite
JYQH/,"couler, fondre"
JYQ[,couler
JYR/,ce qui est formé
JYR=/,ce qui est formé
JYT[,incendier
JYXQ/,Isaac
JZ</,transpiration
JZJH/,Yizziya
JZJZ/,Yaziz
JZLJ>H/,Yizlia
JZR<>L=/,Yizréel
JZR<>LJ/,Yizreélite
JZRX/,Izrahite
JZRXJH/,Izrahya
K<S/,"s'irriter, être en colère"
K<S[,"s'irriter, être en colère"
K>B/,blessure
K>B[,être blessé
KBC/,marchepied
KBCN/,"fournaise, fourneau"
KBC[,être soumis
KBD/,lourd
KBD=/,lourd
KBD==/,poids
KBDT/,lourdeur
KBD[,être lourd
KBF/,agneau
KBFH/,agnelle
KBH[,être éteint
KBJR/,puissant
KBL/,entraves
KBR/,Kevar
KBR=/,Kevar
KBS[,se laver
KBWD/,"honneur, pouvoir, dignité"
KBWDH/,grandeur
KBWL/,Kaboul
KBWN/,Kabbôn
KCJL/,hache
KCLWN/,échouer
KCL[,trébucher
KCP/,sorcellerie
KCP=/,enchanteur
KCP[,pratiquer la magie
KCRWN/,succès
KCR[,"être juste, approprié"
KD/,jarre
KDKD/,rubis
KDRL<MR/,Kedor-Laomèr
KFB/,agneau
KFBH/,jeune brebis
KFD/,Kèsed
KFDJ/,Chaldéens
KFDJM/,Chaldéens
KFH[,"devenir gros, gras"
KHH/,(son) courage fait défaut
KHH=/,affaiblissement
KHN/,prêtre
KHNH/,sacerdoce
KHN[,exercer la prêtrise
KJCWR/,quenouille
KJD/,calamité
KJDWD/,étincelle
KJDWN/,javelot
KJDWR/,attaque
KJLJ/,escroc
KJLP/,pied-de-biche
KJMH/,Pléiades
KJR/,"four, fournaise"
KJS/,bourse
KJWN/,Kiyyoun
KJWR/,chaudron
KKH,ainsi
KKR/,miche
KL>/,prison
KL>B/,Kiléav
KL>JM/,deux sortes (de chose)
KL>[,"emprisonner, enfermer"
KLB/,chien
KLB=/,Caleb
KLBJ/,Calébite
KLH/,belle-fille
KLH=/,être terminé
KLH==/,faible
KLJ/,objet
KLJH/,"rognon, rein"
KLJL/,"être parfait, en entier, complètement"
KLJWN/,destruction complète
KLKL/,Kalkol
KLL/,Kelal
KLMD/,Kilmad
KLMH/,honte
KLMWT/,honte
KLM[,avoir honte
KLNH/,Kalné
KLWBJ/,Kelouvaï
KMHM/,Kimham
KMH[,languir (après quelqu'un)
KMN/,cumin
KMR[,être brûlant
KMS[,conserver > garder (à l'esprit)
KMW,"feu, fournaise (du jugement de Dieu)"
KMWC/,Kemosh
KN,position
KN/,position
KN<H/,chargement
KN<N/,Canaan
KN<NH/,Kenaana
KN<NJ/,Canaan
KN<NJ=/,Canaan
KN<[,s'humilier
KN=/,position
KN==/,position
KNH/,branche
KNNJ/,Kenani
KNNJH/,Kenanya
KNP/,aile
KNRT/,Kinnèreth
KNS[,se réunir
KNT/,collègue
KNWR/,petite lyre
KP/,"paume, main"
KP=/,rocher
KPC[,faire reculer
KPH/,branche de palmiers
KPJRH/,Kefira
KPJS/,ouvrage en stuc
KPL/,double
KPL[,plier en deux
KPN/,faim
KPP[,s'incliner
KPR==/,village
KPRJM/,expiation
KPRT/,couvercle (de l'arche de l'alliance)
KPR[,recouvrir
KPTRJ/,Kaftorites
KPTWR/,bouton
KPWR/,cuvette
KPWR=/,cuvette
KR/,agneau
KR<JM/,os des jambes
KR<[,s'effondrer
KR=/,kor
KR==/,agneau
KR===/,agneau
KRBL[,être habillé
KRCN>/,Karshena
KRF/,estomac
KRH/,festin
KRJ/,Karite
KRJT/,Kerith
KRJTWT/,divorce
KRKB/,rebord
KRKMJC/,Karkemish
KRKRH/,dromadaire
KRKS/,Karkas
KRM/,vigne
KRM=/,vigneron
KRMJ/,Karmi
KRMJ=/,Karmi
KRMJL/,cramoisi
KRML/,grain nouveau
KRML=/,grain nouveau
KRML==/,grain nouveau
KRMLJ/,de Karmel
KRN/,Kerân
KRPS/,coton
KRR[,danser
KRSM[,ravager
KRTJ/,Kerétite
KRT[,couper
KRWB/,chérubin
KRWB=/,chérubin
KS>=/,pleine lune
KSH[,couvrir
KSJLWT/,"folie, sottise"
KSL/,"rein, flanc, lombe"
KSL=/,"rein, flanc, lombe"
KSLH/,confiance
KSLT_TBR/,Kisloth-Tabor
KSLW/,Kislev
KSLWN/,Kesalôn
KSLWN=/,Kislôn
KSLXJM/,"Kaslouhim, Kaslouhites"
KSMT/,"épeautre, amidon"
KSM[,couper
KSP/,argent
KSPJ>/,Kasifya
KSP[,désirer
KSS[,faire un calcul
KST/,bandelette
KSWJ/,couverture
KSWLT/,Kesouloth
KSWT/,preuve d'innocence
KSX[,couper
KTBT/,tatouage
KTB[,écrire
KTC[,marteler
KTJ/,Kittim
KTJT/,pressé
KTL/,mur
KTLJC/,Kitlish
KTM/,or
KTNT/,tunique
KTP/,épaule
KTR/,"couronne, diadème"
KTRT/,chapiteau
KTR[,attendre
KTT[,écraser
KWB/,Kouv
KWB</,casque
KWC/,Koush
KWC=/,Koush
KWCJ/,Koushite
KWCN/,Koushân
KWCN_RC<TJM/,Koushân-Rishéatayim
KWCRH/,sécurité
KWH/,être roussi
KWH[,être roussi
KWJH/,brûlure
KWKB/,étoile
KWL[,retenir
KWMZ/,pendentif
KWN/,galettes sacrées
KWN=/,être en place
KWN[,être en place
KWR/,"creuset, fourneaux"
KWS/,coupe
KWS=/,coupe
KWT/,Kouth
KX/,force
KX=/,force
KXC/,maigreur
KXC=/,mensonge
KXC[,"maigrir, s'émacier."
KXD[,être caché
KXL[,se maquiller
KZB/,"mensonge, fausseté"
KZB>/,Kozéva
KZBJ/,Kozbi
KZB[,mentir
KZJB/,Keziv
L</,gorge
L<B[,se moquer
L<DH/,Laada
L<DN/,Ladân
L<G/,raillerie
L<G=/,moqueur
L<NH/,armoise
L<V[,laisser engloutir (de grandes quantités de nourriture)
L<Z[,parler une langue étrangère
L>,pas
L>H/,Léa
L>L/,Laël
L>M/,peuplade
L>MJM/,Leoummim
L>_<MJ/,Lo-Ammi
L>_DBR/,pas
L>_RXMH/,Lo-Rouhama
LB/,cœur
LB>WT/,Levaoth
LBB/,cœur
LBC[,"habillé, paré"
LBH/,flamme
LBH=/,cœur
LBN=[,blanchir
LBNH/,brique
LBNH=/,encens
LBNH==/,peuplier blanc
LBNH====/,Livna
LBNJ/,Livni
LBNJ=/,Livni
LBNWN/,Liban
LBV[,échouer
LBWC/,"vêtements, habits, robes"
LC</,Lèsha
LCD/,gâteau
LCKH/,pièce
LCM/,hyacinthe
LCM=/,hyacinthe
LCWN/,langue
LD/,Lod
LG/,log
LHB/,flamme
LHBH/,flamme
LHBJM/,Lehavim
LHD/,Lahad
LHG/,étude
LHM[,gourmandises
LHQH/,groupe
LHV/,flamme
LHVJM/,eux
LHV[,brûler
LJC/,Laïsha
LJC=/,Laïsha
LJC==/,Laïsha
LJH/,"couronne, torsade"
LJL/,nuit
LJLH/,nuit
LJLJT/,hulotte
LJY[,insolent
LKD/,capture
LKD[,attraper
LKH/,Léka
LKJC/,Lakish
LL>T/,"boucle, lacet"
LMD/,apprendre
LMD[,apprendre
LMK/,Lamek
LMW>L/,Lemouel
LPJD/,torche
LPJDWT/,Lappidoth
LPT[,toucher
LQC/,semis tardif
LQQ[,lapper
LQV/,glanage
LQV[,cueillir
LQWM/,Laqqoum
LQX/,enseignement
LQXJ/,Liqhi
LQX[,s'enflammer
LTK/,létek
LV/,tranquillement
LV=/,ladanum
LV>H/,lézard
LVC[,marteler
LVWCJM/,Letoushim
LWBJ/,Lybien
LWC[,pétrir
LWD/,Loud
LWDJM/,Loudim
LWH=[,rejoindre
LWH[,rejoindre
LWJ/,Lévi
LWJ=/,Lévi
LWJH/,"couronne, guirlande"
LWJTN/,léviathan
LWL/,escalier en colimaçon
LWVN/,Lotân
LWX/,"plaque, planche"
LWXC/,Lohesh
LWXJT/,Louhith
LX/,vigueur
LX=/,frais
LXC/,chuchotant
LXJ/,mâchoire
LXJ=/,mâchoire
LXJ_R>J/,Béer-Lahaï- Roï
LXK[,lapper
LXM/,pain
LXM=/,"combattant, combat"
LXM=[,manger
LXMJ/,Lahmi
LXMJ=/,Lahmi
LXMS/,Lahmas
LXM[,manger
LXWM/,chair
LXY/,oppression
LXY[,se serrer
LYWN/,raillerie
LZ,ceci
LZH,ceci
LZWT/,déviance
M<BH/,moule
M<DJ/,Maadaï
M<DJH/,Maadya
M<DN/,gourmandises
M<DR/,"houe, binette"
M<FH/,acte
M<FJ/,Massaï
M<FR/,un dixième
M<GL/,trace
M<GL=/,trace
M<J=/,Maaï
M<JL/,"robe, manteau, pèlerine"
M<JN/,source
M<KTJ/,Maakatite
M<K[,tripoter
M<L==/,soulèvement
M<LH/,Gour
M<LH=/,monter
M<LL/,contrat
M<MD/,bureau
M<MSH/,lourde pierre
M<NH/,lieu d'habitation
M<NH=/,réponse
M<NH==/,sillon
M<NH===/,réponse
M<QH/,parapet
M<R/,espace vide
M<RH/,grotte
M<RH=/,espace ouvert
M<RH==/,grotte
M<RH===/,grotte
M<RK/,plans
M<RKT/,rangée
M<RT/,Maarath
M<RYH/,terreur
M<V/,peu
M<VH/,habit
M<VH=/,habit
M<V[,devenir rare
M<WG/,"quelque chose de cuit, de cuisiné"
M<WK/,Maok
M<WN/,lieu d'habitation
M<WNJ/,Meounim
M<WNTJ/,Meonotaï
M<WP/,noirceur
M<WR/,nudité
M<WZ/,"forteresse, refuge"
M<Y/,Maats
M<YBH/,douleur
M<YD/,"hache, herminette, ciseau"
M<YWR/,maîtrise de soi
M<ZJH/,Maazyahou
M>BWS/,grenier
M>H/,cent
M>H=/,cent
M>KL/,nourriture
M>KLT/,couteau
M>KLT=/,nourriture
M>MY/,effort
M>N[,refuser
M>PH/,= une chose cuite (au four)
M>PL/,obscurité
M>PLJH/,obscurité
M>RB/,embuscade
M>RH/,maudire
M>R[,blesser
M>S=[,rejeter
M>S[,rejeter
M>WM/,imperfection
M>WMH/,quelque chose
M>WR/,luminaire
M>WRH/,trou
M>ZNJM/,balance
MBDLH/,"mis à part, réservé"
MBFM/,Mivsam
MBLJGJT/,grimace
MBNH/,ensemble
MBNJ/,Mevounnaï
MBRX/,fugitif
MBV/,espoir
MBV>/,"expression, parole impétueuse"
MBVX/,confiance
MBW</,fontaine
MBW>/,venue
MBWKH/,désarroi
MBWL/,"inondation, déluge"
MBWQH/,vide
MBWSH/,piétinement
MBXR/,être choisi
MBXR=/,être choisi
MBXWR/,être choisi
MC/,Mash
MC<J/,lavage
MC<M/,Mishéam
MC<NH/,"bâton, sceptre"
MC<NT/,"bâton, sceptre"
MC<WL/,chemin
MC>/,dette
MC>=/,Mésha
MC>B/,point d'eau
MC>H/,emprunt
MC>L/,Mishéal
MC>LH/,requête
MC>RT/,bol à pétrir
MC>WN/,tromperie
MCBR/,déferlante
MCBT/,fin
MCBYWT/,fixé
MCC[,sentir
MCGH/,erreur
MCH/,prêt
MCH=/,Moïse
MCJ/,étoffe précieuse
MCJX/,oint
MCJZB>L/,Meshézavéel
MCKB/,repos
MCKN/,"résidence, maison"
MCK[,être élancé
MCL/,dicton
MCL=/,ressemblance
MCL==/,ressemblance
MCL===/,dicton
MCLM/,Meshoullam
MCLMJT/,Meshillémith
MCLMT/,Meshoullèmeth
MCLMWT/,Meshillémoth
MCLXT/,décharge
MCL[,être comme
MCM<T/,sujets
MCMH/,désolation
MCMN/,fertile
MCMNH/,Mishmanna
MCMR/,détention
MCMRT/,garder
MCNH/,double
MCPTJM/,"bergerie, parc (à moutons)"
MCPV/,procès
MCPXH/,genre
MCPXT/,genre
MCQ/,héritier
MCQ</,eau limpide
MCQ=/,se précipiter sur
MCQD/,en forme d'amande
MCQH/,rafraîchissement
MCQL/,poids
MCQLT/,fil à plomb
MCQWL/,peser
MCQWP/,linteau
MCR<J/,Mishraïte
MCRH/,jus
MCTH/,boire
MCVR/,fonctionnaire
MCVWX/,terrain de séchage
MCWBB/,Meshovav
MCWBH/,défection
MCWGH/,erreur
MCWV/,rame
MCXJT/,destruction
MCXR/,aube
MCXT/,arme de destruction
MCX[,oindre
MD/,vêtement
MD</,connaissance
MD<=/,connaissance
MDBR/,steppe
MDBR=/,steppe
MDCH/,"ce qui est battu, foulé"
MDD[,mesurer
MDHBH/,audace
MDJ/,Madaï
MDJ=/,Madaï
MDJN==/,Middîn
MDJNH/,district
MDJNJ/,Madianite
MDKH/,mortier
MDMN/,Madmén
MDMNH==/,Madmanna
MDMNH===/,Madmanna
MDQRH/,poignarder
MDRC/,récit
MDRGH/,falaise
MDRK/,empreinte
MDW/,vêtement
MDW<,pourquoi ?
MDWH/,maladie
MDWRH/,tas
MDXH/,pousser
MDXPH/,rapidement
MF>==/,partialité
MF>H/,s'élevant (fumée)
MF>T/,porter la responsabilité
MFGB/,forteresse
MFKJL/,maskil
MFKJT/,image en pierre
MFKRT/,récompense
MFPX/,croûtes
MFRH/,gouverner
MFRPWT_MJM/,Misrefoth-Maïm
MFRQH/,Masréqa
MFRT/,poêle
