lex,default
XRBH/,terre sèche
XRBWN/,sécheresse
XRBWN>/,Harvona
XRB[,sécher
XRC/,artisan
XRC=/,être sourd
XRC===/,artisan
XRC====/,artisan
XRC=====/,artisan
XRC======/,artisan
XRC>/,Harsha
XRCT/,"graver (une pierre), sculpter (le bois)"
XRC[,graver (la pierre)
XRD/,tremblant
XRDH/,tremblement > choc
XRDH=/,tremblement > choc
XRDJ/,Harodite
XRD[,frémir
XRF/,"pot en terre cuite, vase d'argile"
XRGL/,sauterelle
XRG[,trembler
XRH=[,se consumer
XRHJH/,Harhaya
XRH[,se consumer
XRJ=/,être fâcher
XRJC/,"labour, labourage"
XRJCJ/,(vent) brûlant
XRJP/,Harif
XRJV/,"bourse, sac (à main)"
XRJY/,fromage
XRJY=/,fromage
XRM/,senne (ou seine)
XRM=/,senne (ou seine)
XRM==/,Harim
XRM===/,Horem
XRM=[,"(quelqu'un avec un) manque, défiguré (oreille, nez ou lèvre)"
XRMC/,faucille
XRMH/,Horma
XRMWN/,Hermon
XRM[,"(quelqu'un avec un) manque, défiguré (oreille, nez ou lèvre)"
XRN/,Harân
XRN=/,Harân
XRNJ/,Horonite
XRNPR/,Harnèfèr
XRP/,"automne, hiver"
XRP=/,"automne, hiver"
XRP==/,Haref
XRP=[,"défier, insulter, reprocher, outrager, blasphémer"
XRPH/,"honte, mépris, déshonneur"
XRP[,"défier, insulter, reprocher, outrager, blasphémer"
XRQ[,grincer des dents
XRS/,gale
XRS=/,gale
XRT/,Hèreth
XRT[,graver
XRV/,"burin, moule"
XRVM/,"mage, magicien"
XRWL/,mauvaise herbe
XRWMP/,Haroumaf
XRWN/,flétri
XRXR/,canicule
XRXS/,Harhas
XRXWR/,Harhour
XRYN/,pépin (du raisin)
XRY[,parler contre
XR_HGDGD/,Hor-Hagguidgad
XSD/,"loyauté, fidélité, bonté"
XSD=/,"loyauté, fidélité, bonté"
XSD==/,"loyauté, fidélité, bonté"
XSDJH/,Hasadya
XSH/,Hosa
XSH=/,Hosa
XSH[,se réfugier
XSJD/,"(personne) fidèle, loyale, pieuse"
XSJDH/,cigogne
XSJL/,jeune criquet
XSJN/,puissant
XSL[,dévorer
XSM[,museler
XSN/,fort
XSN=/,trésor
XSPS[,être floconneux
XSR/,manquer
XSR=/,manque
XSR==/,manque
XSRH/,Hasra
XSRWN/,manque
XSR[,manquer
XSWT/,se réfugier
XT/,brisé
XT=/,brisé
XT==/,Heth
XTH/,terreur
XTJ/,Hittite
XTJT/,terreur
XTK[,déterminer
XTLH/,lange
XTLN/,Hètlôn
XTL[,envelopper de tissu
XTMT/,sceau
XTM[,sceller
XTN/,"marié, époux"
XTNH/,"mariage, noces"
XTN[,"faire un mariage endogame, faire une union matrimoniale"
XTP/,voleur
XTR[,creuser
XTT[,éclater
XTWL/,bandage
XV>/,culpabilité
XV>=/,"coupable de, être responsable de"
XV>H/,culpabilité
XVB=[,couper
XVB[,couper
XVH/,blé
XVJL/,Hattil
XVJP>/,Hatifa
XVJV>/,Hatita
XVM[,se retenir
XVP[,saisir
XVR/,rejeton
XVWC/,Hattoush
XWBH/,Hova
XWC=[,venir vite
XWCH/,Housha
XWCJ/,Houshaï
XWCJM/,Houshim
XWCJM=/,Houshim
XWC[,venir vite
XWD[,proposer une devinette
XWG/,"sphère (céleste), horizon, voûte, dôme, coupole"
XWH/,campement
XWH=/,campement
XWH[,s'incliner
XWJ/,Hivvite
XWJLH/,Hawila
XWL/,sable
XWL==/,attendre
XWL[,attendre
XWM/,sombre
XWMH/,mur
XWP/,littoral
XWPM/,Houfam
XWPMJ/,Houfamite
XWRJ=/,Houri
XWRJ==/,Houraï
XWRM/,Houram
XWRN/,Hawrân
XWS[,prendre en pitié
XWTM/,"sceau, cachet"
XWV/,fil
XWY/,dehors
XX/,crochet
XY/,flèche
XYB[,tailler
XYH[,être divisé
XYJ/,moitié (d'un objet ou d'une substance)
XYJ=/,moitié (d'un objet ou d'une substance)
XYR/,"village, campement"
XYRMWT/,Hatsarmaweth
XYRWN/,Hetsrôn
XYRWN=/,Hetsrôn
XYRWNJ/,Hetsronite
XYRWT/,Hatséroth
XYR_<JNN/,Hatsar-Einân
XYR_<JNWN/,Hatsar-Einôn
XYR_>DR/,Hatsar-Addar
XYR_CW<L/,Hatsar-Shoual
XYR_GDH/,Hatsar-Gadda
XYR_SWSH/,Hatsar-Soussa
XYR_SWSJM/,Hatsar-Sousim
XYWR/,Hatsor
XYWR_XDTH/,Hatsor-Hadatta
XYWT/,moitié (du temps)
XYY/,gravier
XYYN_TMR/,Hatsetsôn-Tamar
XYYRH/,trompette
XYY[,marcher en rangs
XZ>L/,Hazaël
XZH/,poitrine
XZH=/,voyant
XZH[,voir
XZJ>L/,Haziel
XZJH/,Hazaya
XZJR/,porc
XZJR=/,Hézir
XZJZ/,nuage orageux
XZQ/,"fort, puissant"
XZQ=/,"force, puissance"
XZQ==/,"fort, puissant, renforcer"
XZQ===/,force
XZQH/,réparer
XZQH=/,"force, puissance, pouvoir"
XZQJ/,Hizqi
XZQJH/,Ézékias
XZQ[,être fort
XZW/,Hazo
XZWN/,rêve
XZWT/,voyant
Y<D/,pas
Y<DH/,brassard
Y<D[,faire un pas
Y<H[,se prosterner
Y<JP/,voile
Y<JR/,petit
Y<JR=/,petit
Y<JRH/,petit
Y<N/,"Tsoân, Tanis"
Y<NNJM/,Tsaanannim
Y<QH/,cri d'alarme
Y<Q[,rassembler les gens
Y<R/,Tsoar
Y>H/,pioche
Y>H=/,excrément
Y>N/,troupeau
Y>NN/,Tsaanân
YB/,char
YB</,étoffe teinte
YB<JM/,Tseboïm
YB<WN/,Tsibéôn
YB=/,char
YB>/,travail
YB>=/,travail
YB>JM/,Tseboïm
YBH/,enflé
YBH[,enfler
YBJ>/,Tsibia
YBJH/,gazelle
YBR/,tas
YBT/,"gerbes, javelles"
YBV[,passer
YBW</,tacheté
YD/,côté
YD=/,côté
YDD/,Tsedad
YDH=[,se mettre en attente
YDH[,se mettre en attente
YDJH/,se tenir à l'affût
YDJM/,Tsiddim
YDJQ/,"juste, droit, innocent"
YDQ/,juste
YDQH/,justice
YDQJH/,Sédécias
YDQ[,être juste
YDWQ/,Tsadoq
YHB/,jaunâtre
YJ/,navire
YJ<R/,Tsior
YJ=/,navire
YJB>/,Tsiba
YJD/,chasse
YJD=/,chasse
YJD==/,chasseur
YJDH/,provisions
YJDNJ/,Sidonien
YJDWN/,Sidon
YJH/,sécheresse
YJNQ/,"collier de fer, les fers, carcan"
YJR/,image
YJR=/,image
YJR==/,image
YJR===/,image
YJR[,se déguiser en ambassadeur
YJWN=/,"indicateur, repère, signe"
YJWN==/,Sion
YJX>/,Tsiha
YJY/,fleur
YJY=/,fleur
YJYH/,fleur
YJYT/,frange
YL/,ombre
YL<=/,côte
YLH/,Tsilla
YLJ/,rôti (viande)
YLJL/,miche (de pain)
YLL[,projeter de l'ombre
YLM/,image
YLMN</,Tsalmounna
YLMNH/,Tsalmona
YLMWN/,Tsalmôn
YLMWN=/,Tsalmôn
YLMWT/,ténèbres profondes
YLP/,Tsalaph
YLPXD/,Tselophhad
YLQ/,Tséleq
YLTJ/,Tsiltaï
YLXJT/,"bol, écuelle, plat"
YLX[,"se précipiter (sur), venir (sur)"
YLYX/,Tseltsah
YM>/,avoir soif
YM>=/,avoir soif
YM>H/,soif
YM>WN/,terre altérée
YM>[,avoir soif
YMD/,paire (d'animaux)
YMD[,être ceint
YMH/,voile
YMJD/,bracelet
YMJD=/,bracelet
YMJM/,assoiffé
YMQ[,se dessécher
YMR/,laine
YMRJ/,Tsemarites
YMRJM/,Tsemaraïm
YMRT/,cîme d'un arbre
YMTT/,déchéance (du droit de rachat)
YMT[,"disparaître, dissiper"
YMX/,"croissance, pousse, végétation"
YMX[,"germer, pousser (plantes)"
YN/,épine
YN=/,Tsîn
YN>/,troupeau
YNH/,froid
YNH=/,froid
YNH==/,froid
YNJNJM/,piqûres
YNM/,"stérile, asséchée"
YNN/,Tsenân
YNPH/,turban
YNP[,rouler
YNWR/,tunnel d'eau
YNX[,descendre
YNYNT/,vase
YP</,cobra
YPD[,se dessécher
YPH/,"surveiller, guetter"
YPJH/,"surveiller, espérer"
YPJR/,bouc
YPJRH/,"couronne, diadème"
YPJT/,"étoffe, tapis"
YPJWN/,Tsiphiôn
YPJXT/,gâteau
YPNJH/,Tsephania
YPNT_P<NX/,Tsaphnath-Panéah
YPN[,se cacher
YPP[,"pépier, gazouiller"
YPRD</,(fléau des) grenouilles
YPRH/,Tsippora
YPRN/,ongle
YPR[,(re)tourner
YPT/,chapiteau
YPT=/,Tsephath
YPWJ/,"couverture, revêtement"
YPWN/,Mont Zaphon
YPWN==/,Tsephôn
YPWR/,moineau
YPXT/,jarre
YPYPH/,saule
YQLG/,Tsiqlag
YR<H/,frelon
YR<H=/,Tsorea
YR<T/,être atteint d'une maladie de la peau
YR<[,être atteint d'une maladie de la peau
YR=====/,Tser
YRB/,être brûlé
YRB[,être brûlé
YRDH/,Tseréda
YRH/,"angoisse, anxiété, souffrance"
YRH=/,"angoisse, anxiété, souffrance"
YRJ=/,Tyrien
YRJ==/,storax
YRJX/,"cave, voûte"
YRK/,le besoin
YRPJ/,orfèvre
YRPT/,Sarepta
YRP[,tester
YRRH/,Tseréra
YRT/,Tséréth
YRTN/,Tsartân
YRT_HCXR/,Tséreth-Hachahar
YRW<H/,Tseroua
YRWJH/,Tserouya
YRWR/,sac
YRWR=/,sac
YRWR==/,sac
YRX[,crier
YW/,ordre
YW<R/,Tsouar
YWB>/,Tsoba
YWH[,"ordonner, commander"
YWLH/,profondeur
YWM[,jeûner
YWP/,couler
YWP=/,couler
YWPX/,Tsophah
YWP[,couler
YWQ[,harceler
YWR/,roche
YWR=/,roche
YWR==/,roche
YWR=[,barricader
YWRH/,plan
YWRJ>L/,Touriel
YWRJCDJ/,Tsourishaddaï
YWR[,barricader
YWT[,être la proie des flammes
YWXH/,crier
YWX[,"pleurer, crier"
YWY=[,fleurir
YWY[,fleurir
YX/,blanc lumineux
YXH/,sec (avec la soif)
YXH[,sec (avec la soif)
YXJX/,surface nue
YXJXH/,terre nue
YXNH/,mauvaise odeur
YXQ/,rire
YXQ[,rire
YXR/,"blanc, beige"
YXR=/,Tsohar
YXYXH/,"terre nue, lieu aride"
Z<H/,transpiration
Z<JR/,petit
Z<K[,s'éteindre
Z<M/,"colère, fureur, courroux"
Z<M[,"exprimer sa colère, passer sa colère"
Z<P/,rage
Z<P=/,furieux
Z<P[,être furieux
Z<QH/,cri d'alarme
Z<Q[,crier
Z<WN/,Zaavân
Z>B/,loup
Z>B=/,loup
ZBD=/,Zavad
ZBDJ/,Zavdi
ZBDJ>L/,Zavdiel
ZBD[,faire un cadeau précieux
ZBJ/,Zabbaï
ZBJN>/,Zevina
ZBWB/,mouche
ZBWD/,Zavoud
ZBWLN/,Zabulon
ZBWLNJ/,Zabulonite
ZBX/,sacrifice
ZBX=/,sacrifice
ZBX[,"abattre, tuer"
ZD/,présomptueux
ZDWN/,présomption
ZG/,peau (de raisin)
ZH=,cette
ZHB/,or
ZHM/,"rejeter, trouver répugnant"
ZHR/,"luminosité, brillance, splendeur, éclat"
ZHR[,"briller, être brillant, resplendir"
ZJ</,Zia
ZJDWN/,écumant
ZJD[,bouillir
ZJN>/,Zina
ZJP/,Zif
ZJP=/,Zif
ZJPH/,Zifa
ZJPJ/,Zifite
ZJQH/,"chaînes, fers"
ZJT/,olivier
ZJTN/,Zétân
ZJZ/,créatures des champs
ZJZ=/,créatures des champs
ZJZ>/,Ziza
ZJZH/,Ziza
ZK/,pur
ZKH[,être juste
ZKK[,être propre
ZKR/,remémoration
ZKR=/,"mâle, homme"
ZKR==/,remémoration
ZKRJ/,Zikri
ZKRWN/,souvenir
ZKWKJT/,verre
ZKWR=/,homme
ZKWR==/,Zakkour
ZL<PH/,échauffement
ZLL[,être un glouton
ZLPH/,Zilpa
ZMH/,plan
ZMH=/,plan
ZMJR/,"chant, chanson"
ZMJR=/,"chant, chanson"
ZMJRH/,Zemira
ZMM[,planifier
ZMR/,mouflon
ZMRJ/,Zimri
ZMRJ=/,Zimri
ZMRN/,Zimram
ZMR[,chanter la louange
ZMWRH/,sarment
ZMZMJM/,Zamzoummites
ZN/,espèce
ZNB/,queue
ZNB[,attaquer l'arrière
ZNQ[,s'élancer
ZNWNJM/,prostitution
ZNWT/,prostitution
ZNWX/,Zanoah
ZNWX=/,Zanoah
ZNX=[,"être infect, empester"
ZNX[,"être infect, empester"
ZPT/,bitume
ZQN/,"vieux, âgé"
ZQN=/,barbe
ZQN==/,vieillesse
ZQNH/,vieillesse
ZQNJM/,vieux jours
ZQN[,"être vieux, devenir vieux"
ZQQ[,raffiné
ZR</,semence
ZR<[,"semer, répandre, planter"
ZR=/,moulure
ZR>/,dégoût
ZRBBL/,Zorobabel
ZRB[,fondre
ZRC/,Zèresh
ZRD/,Zèred
ZRM/,"orage, trombe d'eau"
ZRMH/,émission (de sperme)
ZRQ=[,disperser
ZRQ[,disperser
ZRT/,empan
ZRW</,bras
ZRW<=/,semence
ZRXJ/,Zarhite
ZRXJH/,Zerahya
ZRX[,se lever
ZRZJP/,arroser
ZRZJR/,"coq, poulet"
ZTM/,Zétam
ZTR/,Zétar
ZTW>/,Zattou
ZW/,Ziw
ZW<H/,(objet de) terreur
ZWB[,couler
ZWJT/,"coin, angle"
ZWLH/,sauf
ZWL[,prélever
ZWR=[,extraire
ZWXT/,Zoheth
ZWZJ/,Zouzim
ZXLT/,serpent
ZXL[,ramper
ZXX[,glisser
ZZ>/,Zaza
