strong	sense	gloss	count	share
H5027	9	consider	2	0.029
H5027	8	look down	2	0.029
H5029	1	prophets	4	1.0
H5030	1	prophet	315	1.0
H5031	1	prophetess	6	1.0
H5033	1	springs	1	1.0
H5034	1	wither	19	0.76
H5034	2	lose heart	4	0.16
H5034	3	wear out	2	0.08
H5035	1	harps	34	0.895
H5035	2	skin	4	0.105
H5036	1	fool	13	0.722
H5036	2	foolish	5	0.278
H5038	1	carcass	48	1.0
H5039	1	disgraceful thing	13	1.0
H5040	1	lewdness	1	1.0
H5042	1	pour out	8	0.727
H5043	1	lampstand	1	1.0
H5045	1	south	65	1.0
H5046	1	told	278	0.751
H5046	2	declare	73	0.197
H5046	3	explain	9	0.024
H5046	4	denounce	4	0.011
H5046	5	messenger	3	0.008
H5046	6	prove	2	0.005
H5047	1	flowing	1	1.0
H5048	1	suitable	2	0.667
H5050	1	shine	4	0.667
H5050	2	lightens	2	0.333
H5051	1	brightness	17	0.895
H5051	2	dawn	2	0.105
H5053	1	light	1	1.0
H5054	1	brightness	1	1.0
H5055	1	gores	11	1.0
H5056	1	goring	2	1.0
H5057	1	ruler	34	0.791
H5057	2	chief officer	9	0.209
H5058	1	stringed instruments	10	0.714
H5058	2	mock ~ insong	4	0.286
H5059	1	play	12	0.8
H5059	2	musician	3	0.2
H5060	1	touches	100	0.667
H5060	2	reached	14	0.093
H5060	3	struck	9	0.06
H5060	4	came	8	0.053
H5060	5	close	6	0.04
H5060	6	made a pretense of being beaten	3	0.02
H5060	8	arrived	3	0.02
H5060	7	happens	3	0.02
H5060	9	brought down	2	0.013
H5061	1	disease	71	0.91
H5061	2	assault	3	0.038
H5061	4	blows	2	0.026
H5061	3	wounds	2	0.026
H5062	1	defeated	25	0.51
H5062	2	strike	20	0.408
H5062	3	hit	2	0.041
H5062	4	stumble	2	0.041
H5063	1	plague	6	0.857
H5064	1	dragged off	4	0.4
H5064	2	given over	3	0.3
H5065	1	taskmasters	15	0.652
H5065	2	exact	3	0.13
H5065	3	oppressed	3	0.13
H5065	4	hard pressed	2	0.087
H5066	1	came near	56	0.448
H5066	2	brought	19	0.152
H5066	3	draw near	10	0.08
H5066	4	present	9	0.072
H5066	5	come near	7	0.056
H5066	6	bring	7	0.056
H5066	7	come	4	0.032
H5066	8	go ~ near	3	0.024
H5066	10	come forward	2	0.016
H5066	11	approach	2	0.016
H5066	9	overtake	2	0.016
H5067	1	heap	6	1.0
H5068	1	moved	12	0.706
H5068	2	offer themselves willingly	5	0.294
H5069	1	freely offered	3	0.75
H5071	1	freewill offering	22	0.846
H5071	2	freely	3	0.115
H5073	1	layers	2	1.0
H5074	1	fled	22	0.815
H5074	2	chased	2	0.074
H5075	1	fled	1	1.0
H5076	1	tossing	1	1.0
H5077	2	exclude	1	0.5
H5078	1	gifts	1	1.0
H5079	2	menstruation	9	0.31
H5079	1	menstruation	9	0.31
H5079	3	impurity	7	0.241
H5079	4	unclean	4	0.138
H5080	1	driven	44	0.815
H5080	2	turn	9	0.167
H5081	1	princes	24	0.96
H5082	1	noble things	3	0.75
H5083	1	gifts	1	1.0
H5084	1	sheath	1	1.0
H5085	1	body	1	1.0
H5086	1	driven	9	1.0
H5087	1	made	31	1.0
H5088	1	vow	60	1.0
H5089	1	eminent	1	1.0
H5090	1	led	15	0.484
H5090	2	drove	10	0.323
H5090	3	drove away	3	0.097
H5090	4	brought away	2	0.065
H5091	1	wail	3	1.0
H5092	1	wailing	7	1.0
H5094	1	enlightenment	3	1.0
H5095	1	guide	6	0.6
H5095	2	move along	3	0.3
H5097	1	water holes	1	1.0
H5098	1	roaring	3	0.6
H5098	2	groan	2	0.4
H5099	1	roaring	2	1.0
H5100	1	anguish	2	1.0
H5101	1	bray	2	1.0
H5102	1	radiant	6	1.0
H5103	1	river	15	1.0
H5104	1	river	111	0.933
H5104	2	floods	8	0.067
H5105	1	light	1	1.0
H5106	1	forbids	4	0.5
H5106	2	discourage	2	0.25
H5107	1	increase	2	0.5
H5108	1	praise	2	1.0
H5110	1	mourn	10	0.4
H5110	2	wander	5	0.2
H5110	3	shake	4	0.16
H5110	4	flee	3	0.12
H5110	5	wanderer	2	0.08
H5111	1	flee	1	1.0
H5112	1	wanderings	1	1.0
H5115	1	praise	2	1.0
H5116	1	habitation	16	0.471
H5116	2	pasture	16	0.471
H5116	3	house	2	0.059
H5117	1	rest	38	0.268
H5117	2	given ~ rest	24	0.169
H5117	3	placed	22	0.155
H5117	4	leave	18	0.127
H5117	5	put	8	0.056
H5117	6	set	8	0.056
H5117	8	allowed	4	0.028
H5117	7	at rest	4	0.028
H5117	11	lowered	3	0.021
H5117	9	leave ~ alone	3	0.021
H5117	10	set	3	0.021
H5117	12	put aside	2	0.014
H5117	13	hurl ~ down	2	0.014
H5118	1	resting place	1	1.0
H5120	1	shake	1	1.0
H5122	1	ruins	3	1.0
H5123	1	slumber	5	0.833
H5124	1	drowsiness	1	1.0
H5125	1	increase	1	1.0
H5127	1	fled	157	0.987
H5128	1	shake	13	0.325
H5128	2	wander	10	0.25
H5128	4	sway	4	0.1
H5128	3	staggered	4	0.1
H5128	5	trembled	3	0.075
H5128	7	fugitive	2	0.05
H5128	8	moving	2	0.05
H5128	6	wander	2	0.05
H5130	1	wave	26	0.703
H5130	2	use	8	0.216
H5130	3	shake	3	0.081
H5131	1	elevation	1	1.0
H5132	1	became fugitives	1	1.0
H5133	1	plumage	4	1.0
H5135	1	fire	17	1.0
H5136	1	sick	1	1.0
H5137	1	sprinkle	24	1.0
H5138	1	stew	6	1.0
H5139	1	nazirite	12	0.75
H5139	2	prince	2	0.125
H5139	3	untended vines	2	0.125
H5140	1	flow	12	0.75
H5140	2	pour down	2	0.125
H5141	1	ring	17	1.0
H5142	1	reduced	3	0.75
H5143	1	damage	1	1.0
H5144	1	keep ~ separate	10	1.0
H5145	1	separation	13	0.52
H5145	2	crown	11	0.44
H5148	1	lead	37	0.949
H5148	2	stationed	2	0.051
H5150	1	comfort	2	0.667
H5153	1	bronze	1	1.0
H5154	1	bronze	10	1.0
H5155	1	flutes	1	1.0
H5156	1	nostrils	1	1.0
H5157	1	inherit	40	0.678
H5157	2	apportion ~ forinheritance	5	0.085
H5157	3	have ~ inheritance	3	0.051
H5157	6	take ~ as ~ possession	2	0.034
H5157	7	apportion the inheritance	2	0.034
H5157	4	received ~ inheritance	2	0.034
H5157	5	leave ~ foran inheritance	2	0.034
H5158	1	valley	52	0.374
H5158	2	river	42	0.302
H5158	3	wadi	42	0.302
H5158	4	torrents	3	0.022
H5159	1	inheritance	222	1.0
H5162	1	comfort	66	0.611
H5162	2	relent	41	0.38
H5164	1	compassion	1	1.0
H5165	1	consolation	2	1.0
H5169	1	urgent	1	1.0
H5170	1	snorting	2	1.0
H5172	1	divination	6	0.545
H5172	2	divine	5	0.455
H5173	1	sorcery	2	1.0
H5174	1	bronze	9	1.0
H5175	1	serpent	31	1.0
H5178	1	bronze	132	0.943
H5178	2	bronze shackles	8	0.057
H5181	1	bend	2	0.2
H5181	3	descend	2	0.2
H5181	2	come down	2	0.2
H5182	1	put	3	0.5
H5182	2	coming down	2	0.333
H5183	1	rest	7	1.0
H5185	1	going down	1	1.0
H5186	1	stretched out	80	0.374
H5186	2	incline	35	0.164
H5186	3	turn aside	19	0.089
H5186	4	pitched	13	0.061
H5186	5	deprive	13	0.061
H5186	6	turn	9	0.042
H5186	7	stretch out	7	0.033
H5186	9	bowed	6	0.028
H5186	8	turned ~ away	6	0.028
H5186	10	extend	5	0.023
H5186	11	lengthen	4	0.019
H5186	13	took ~ aside	3	0.014
H5186	12	spread	3	0.014
H5186	14	let down	2	0.009
H5186	15	went over	2	0.009
H5187	1	weigh out	1	1.0
H5188	1	pendants	2	1.0
H5189	1	branches	2	0.667
H5190	1	lifted ~ up	2	0.5
H5191	1	lifted	2	1.0
H5192	1	weighty	1	1.0
H5193	1	plant	57	0.983
H5194	1	plant	4	1.0
H5195	1	plants	1	1.0
H5197	1	drip	10	0.556
H5197	2	preach	8	0.444
H5198	1	stacte	2	1.0
H5201	1	angry	4	0.444
H5201	2	keeper	4	0.444
H5202	1	kept	1	1.0
H5203	1	abandoned	20	0.5
H5203	2	left	10	0.25
H5203	3	spread out	5	0.125
H5204	1	wailing	1	1.0
H5205	1	solace	1	1.0
H5206	1	unclean	1	1.0
H5207	1	pleasing	43	1.0
H5208	1	pleasing	2	1.0
H5209	1	offspring	3	1.0
H5213	1	spark	1	1.0
H5214	1	break up	2	1.0
H5215	1	fallow ground	3	1.0
H5216	1	lamps	49	1.0
H5217	1	whipped out	1	1.0
H5218	1	broken	4	1.0
H5219	1	aromatic gum	2	1.0
H5220	1	posterity	3	1.0
H5221	1	struck	335	0.67
H5221	2	killed	136	0.272
H5221	3	beaten	13	0.026
H5221	4	inflicted	4	0.008
H5221	5	blows	3	0.006
H5221	7	slayer	2	0.004
H5221	6	kill	2	0.004
H5221	8	defeat	2	0.004
H5222	1	smiters	1	1.0
H5223	1	crippled	2	0.667
H5228	1	right	4	1.0
H5229	1	uprightness	4	1.0
H5230	1	plotted	4	1.0
H5231	1	trickery	1	1.0
H5232	1	treasury	2	1.0
H5233	1	possessions	5	1.0
H5234	1	recognized	21	0.429
H5234	2	acknowledge	7	0.143
H5234	3	pretended to be a stranger	4	0.082
H5234	4	show partiality	4	0.082
H5234	5	examine	3	0.061
H5234	6	take notice of	2	0.041
H5234	7	regards	2	0.041
H5235	1	disaster	2	1.0
H5236	1	foreign	36	1.0
H5237	1	foreign	23	0.511
H5237	2	foreigner	22	0.489
H5238	1	treasure	2	1.0
H5239	1	stop	1	1.0
H5240	1	despised	1	1.0
H5244	1	ant	2	1.0
H5245	1	leopard	1	1.0
H5246	1	leopard	6	1.0
H5251	1	signal	17	0.81
H5251	2	pole	2	0.095
H5252	1	turn of events	1	1.0
H5254	1	test	32	0.889
H5254	3	attempted	2	0.056
H5254	2	venture	2	0.056
H5255	1	plucked	3	0.75
H5256	1	pulled	1	1.0
H5257	1	princes	5	0.833
H5258	1	poured out	22	0.88
H5258	2	casts	2	0.08
H5259	1	spread	1	1.0
H5260	1	present	1	1.0
H5261	1	drink offerings	1	1.0
H5262	1	drink offering	64	1.0
H5263	1	sick	1	1.0
H5264	2	flee	1	0.5
H5265	1	set out	125	0.856
H5265	2	left	6	0.041
H5265	3	pulled up	3	0.021
H5265	5	pulled ~ up	2	0.014
H5265	4	quarried	2	0.014
H5265	6	uprooted	2	0.014
H5265	7	wander	2	0.014
H5271	1	youth	47	1.0
H5273	1	pleasant	11	0.846
H5273	2	pleasantness	2	0.154
H5274	1	locked	6	0.75
H5274	2	gave ~ sandals	2	0.25
H5275	1	sandals	22	1.0
H5276	1	pleasant	8	1.0
H5278	1	favor	7	1.0
H5282	1	pleasant	1	1.0
H5285	1	thornbushes	2	1.0
H5286	1	growl	1	1.0
H5287	1	shook out	4	0.364
H5287	2	shaken off	3	0.273
H5287	4	swept	2	0.182
H5287	3	shake ~ free	2	0.182
H5288	1	boy	80	0.333
H5288	2	young men	70	0.292
H5288	3	servant	58	0.242
H5288	4	young	16	0.067
H5288	5	youth	15	0.062
H5290	1	youth	4	1.0
H5291	1	girl	43	0.683
H5291	2	maids	14	0.222
H5291	3	young	4	0.063
H5291	4	girl’s	2	0.032
H5296	1	fiber	2	1.0
H5299	1	naphoth	4	1.0
H5301	1	blow	5	0.417
H5301	2	breathed	3	0.25
H5301	3	boiling	2	0.167
H5303	1	nephilim	3	1.0
H5306	1	turquoise	4	1.0
H5307	1	fall	350	0.806
H5307	2	cast	24	0.055
H5307	3	failed	8	0.018
H5307	4	fell down	7	0.016
H5307	5	lying	6	0.014
H5307	7	waste away	5	0.012
H5307	6	extinguish	5	0.012
H5307	8	presenting	4	0.009
H5307	9	fell	3	0.007
H5307	10	deserters	3	0.007
H5307	11	caused ~ tofall	2	0.005
H5307	17	got down	2	0.005
H5307	12	confined	2	0.005
H5307	14	knocks out	2	0.005
H5307	13	void	2	0.005
H5307	15	inferior	2	0.005
H5307	16	throw down	2	0.005
H5308	1	fall down	6	0.545
H5308	2	fell	5	0.455
H5309	1	stillborn child	3	1.0
H5310	1	smash	20	0.952
H5311	1	cloudburst	1	1.0
H5312	1	taken	5	0.455
H5312	2	come out	4	0.364
H5312	3	issued	2	0.182
H5313	1	cost	2	1.0
H5314	1	refreshed	3	1.0
H5315	1	soul	436	0.578
H5315	2	life	179	0.237
H5315	3	soul	25	0.033
H5315	4	self of	23	0.031
H5315	5	self of	15	0.02
H5315	6	desire	14	0.019
H5315	8	creature	13	0.017
H5315	7	corpse	13	0.017
H5315	9	self of	8	0.011
H5315	10	fatally	6	0.008
H5315	12	mind	4	0.005
H5315	11	wants	4	0.005
H5315	13	breath	3	0.004
H5315	15	anyone	2	0.003
H5315	14	persons	2	0.003
H5315	16	neck	2	0.003
H5316	1	naphath	1	1.0
H5317	1	honey	5	1.0
H5319	1	wrestlings	1	1.0
H5322	1	hawk	5	1.0
H5323	1	fly	1	1.0
H5324	1	standing	39	0.52
H5324	2	set up	11	0.147
H5324	3	set	9	0.12
H5324	4	officers	7	0.093
H5324	5	in charge	3	0.04
H5324	7	pillar	2	0.027
H5324	6	firmly fixed	2	0.027
H5325	1	handle	1	1.0
H5326	1	strength	1	1.0
H5327	1	fighting	13	0.929
H5328	1	blossoms	2	1.0
H5329	1	director	64	0.985
H5330	1	distinguished	1	1.0
H5331	1	forever	31	0.721
H5331	2	forever	7	0.163
H5331	4	victory	2	0.047
H5331	3	limit	2	0.047
H5332	1	juice	2	1.0
H5333	1	garrisons	9	0.818
H5337	1	deliver	195	0.915
H5337	2	rescue	5	0.023
H5337	3	taken away	3	0.014
H5337	6	plunder	2	0.009
H5337	7	escaped	2	0.009
H5337	4	defended	2	0.009
H5337	5	took	2	0.009
H5338	1	deliver	3	1.0
H5340	1	in bloom	3	0.75
H5341	1	keep	31	0.492
H5341	2	preserve	22	0.349
H5341	3	ones watching	4	0.063
H5341	4	besieged	3	0.048
H5341	5	wily	2	0.032
H5342	1	branch	4	1.0
H5343	1	pure	1	1.0
H5344	1	designated	7	0.368
H5344	2	pierce	5	0.263
H5344	3	blasphemes	3	0.158
H5345	1	mountings	1	1.0
H5347	1	female	22	1.0
H5348	1	speckled	9	1.0
H5349	1	sheep breeder	2	1.0
H5350	1	crumbled	2	0.667
H5351	1	studded	1	1.0
H5352	1	go unpunished	17	0.386
H5352	2	leave ~ unpunished	8	0.182
H5352	3	leave unpunished	6	0.136
H5352	4	let go unpunished	4	0.091
H5352	5	free	3	0.068
H5352	6	innocent	3	0.068
H5352	7	free of liability	2	0.045
H5355	1	innocent	37	0.86
H5355	2	free	4	0.093
H5356	1	innocence	5	1.0
H5357	1	clefts	3	1.0
H5358	1	avenge	32	0.914
H5358	2	punished	3	0.086
H5359	1	vengeance	13	0.765
H5359	2	revenge	4	0.235
H5360	1	vengeance	25	0.926
H5360	2	vengeance of	2	0.074
H5361	1	turned away ~ indisgust	3	1.0
H5362	1	surround	10	0.526
H5362	2	destroyed	4	0.211
H5362	3	run ~ course	2	0.105
H5362	4	go around	2	0.105
H5363	1	beaten	2	1.0
H5364	1	rope	1	1.0
H5365	1	gouge out	3	0.5
H5365	2	pecked out	2	0.333
H5366	1	cleft	2	1.0
H5367	2	ensnared	2	0.4
H5367	1	lay snares	2	0.4
H5368	1	ones knocking	1	1.0
H5372	1	whisperer	4	1.0
H5373	1	nard	3	1.0
H5375	1	lifted up	160	0.244
H5375	2	carry	110	0.168
H5375	3	bear	80	0.122
H5375	4	take	45	0.069
H5375	5	took up	36	0.055
H5375	6	forgive	26	0.04
H5375	7	bearer	24	0.037
H5375	8	brought	21	0.032
H5375	9	grant	17	0.026
H5375	10	carried away	12	0.018
H5375	11	take ~ away	11	0.017
H5375	12	exalted	11	0.017
H5375	13	raise	9	0.014
H5375	15	take!	5	0.008
H5375	14	lift up	5	0.008
H5375	16	stirred	4	0.006
H5375	19	being regarded of	4	0.006
H5375	20	lifted ~ up	4	0.006
H5375	17	won	4	0.006
H5375	18	cry out	4	0.006
H5375	29	accept	3	0.005
H5375	30	put	3	0.005
H5375	22	carry	3	0.005
H5375	31	take up	3	0.005
H5375	33	wear	3	0.005
H5375	25	pick up	3	0.005
H5375	24	carried off	3	0.005
H5375	23	assisted	3	0.005
H5375	21	yield	3	0.005
H5375	28	bore	3	0.005
H5375	27	lofty	3	0.005
H5375	26	ones longing	3	0.005
H5375	32	lift	3	0.005
H5375	40	support	2	0.003
H5375	36	accepted	2	0.003
H5375	39	anything	2	0.003
H5375	38	uttered	2	0.003
H5375	37	advanced	2	0.003
H5375	34	bear ~ up	2	0.003
H5375	35	carries ~ away	2	0.003
H5376	2	risen	1	0.333
H5377	1	deceive	14	1.0
H5378	1	creditor	6	0.353
H5378	2	lent	6	0.353
H5378	3	given	2	0.118
H5378	4	exacting	2	0.118
H5380	1	blow	2	0.667
H5381	1	overtake	34	0.68
H5381	2	she can afford	9	0.18
H5381	3	prospers	3	0.06
H5381	4	reached	2	0.04
H5382	1	forget	7	1.0
H5384	1	sciatic nerve	2	1.0
H5385	1	carry	1	1.0
H5386	1	debt	1	1.0
H5387	1	leader	134	1.0
H5388	1	forgetfulness	1	1.0
H5389	1	wives	1	1.0
H5390	1	kisses	2	1.0
H5391	1	bites	15	0.938
H5392	1	interest	12	1.0
H5393	1	quarters	3	1.0
H5394	1	drives out	3	0.429
H5394	2	remove	2	0.286
H5395	1	gasp	1	1.0
H5396	1	life	1	1.0
H5397	1	breath	24	1.0
H5398	1	blew	2	1.0
H5399	1	twilight	10	0.833
H5399	2	dawn	2	0.167
H5400	1	kindled	2	0.667
H5401	1	kissed	33	0.943
H5401	2	submit	2	0.057
H5402	1	weapons	8	0.8
H5403	1	eagles’	2	1.0
H5404	1	eagle	26	1.0
H5405	1	dry up	3	1.0
H5406	1	letter	2	1.0
H5407	1	letter	3	1.0
H5408	1	cut	5	0.556
H5408	2	cut ~ inpieces	4	0.444
H5409	1	pieces	13	1.0
H5410	1	paths	25	0.962
H5411	1	temple servants	17	1.0
H5412	1	temple servants	1	1.0
H5413	1	poured out	14	0.667
H5413	2	melted	7	0.333
H5414	1	give	1277	0.635
H5414	2	put	204	0.101
H5414	3	make	152	0.076
H5414	4	set	86	0.043
H5414	5	give	33	0.016
H5414	7	allow	24	0.012
H5414	6	utters	24	0.012
H5414	9	he would give	20	0.01
H5414	8	grant	20	0.01
H5414	10	place	13	0.006
H5414	11	appointed	12	0.006
H5414	13	lay	10	0.005
H5414	12	punish	10	0.005
H5414	14	sent	9	0.004
H5414	15	laid	8	0.004
H5414	17	turned	7	0.003
H5414	16	appoint	7	0.003
H5414	18	hand over	7	0.003
H5414	19	show	6	0.003
H5414	21	placed	6	0.003
H5414	22	bring	6	0.003
H5414	20	spread	6	0.003
H5414	23	pay	5	0.002
H5414	24	give up	5	0.002
H5414	25	cast	4	0.002
H5414	26	ascribed	4	0.002
H5414	27	lays	4	0.002
H5414	32	bestowed	3	0.001
H5414	28	inserted	3	0.001
H5414	31	put on	3	0.001
H5414	33	given ~ over	3	0.001
H5414	30	put	3	0.001
H5414	29	come	3	0.001
H5414	35	put out	2	0.001
H5414	37	hang up	2	0.001
H5414	36	execute	2	0.001
H5414	38	impose	2	0.001
H5414	34	lift	2	0.001
H5415	1	gives	4	0.571
H5415	2	provide	2	0.286
H5420	1	break up	1	1.0
H5421	1	broken	1	1.0
H5422	1	broke down	40	0.952
H5423	1	broken	14	0.519
H5423	2	drawn away	4	0.148
H5423	3	torn	3	0.111
H5423	4	drag ~ off	2	0.074
H5424	1	itch	14	1.0
H5425	1	hopping	5	0.625
H5425	2	makes	2	0.25
H5426	1	strip off	1	1.0
H5427	1	soda	2	1.0
H5428	1	uproot	20	0.952
H5429	1	seahs	9	1.0
H5430	1	boot	1	1.0
H5431	1	warrior	1	1.0
H5432	1	banishing	1	1.0
H5433	1	drunkard	5	0.833
H5435	1	wine	3	1.0
H5437	1	surrounded	46	0.286
H5437	2	turned	30	0.186
H5437	3	go around	20	0.124
H5437	4	go about	15	0.093
H5437	6	transferred	6	0.037
H5437	5	moved	6	0.037
H5437	7	turned away	5	0.031
H5437	8	changed	5	0.031
H5437	10	turned	5	0.031
H5437	9	turn	5	0.031
H5437	11	go	3	0.019
H5437	12	made ~ march	2	0.012
H5437	13	removed	2	0.012
H5437	14	turning	2	0.012
H5438	1	turn of events	1	1.0
H5440	1	intertwined	2	1.0
H5441	1	thicket	2	1.0
H5442	1	thickets	3	1.0
H5443	1	trigon	4	1.0
H5445	1	bear	8	0.889
H5446	1	retained	1	1.0
H5447	1	loads	2	0.667
H5448	1	burden	3	1.0
H5449	1	bear burdens	5	1.0
H5450	1	forced labor	6	1.0
H5451	1	sibboleth	1	1.0
H5452	1	attempt	1	1.0
H5456	1	bows down	4	1.0
H5457	1	worship	12	1.0
H5458	1	pure	10	1.0
H5459	1	treasured possession	8	1.0
H5460	1	prefects	5	1.0
H5461	1	officials	17	1.0
H5462	1	shut	32	0.386
H5462	2	confine	22	0.265
H5462	3	surrender	21	0.253
H5462	4	closed	6	0.072
H5462	5	closed up	2	0.024
H5463	1	shut	1	1.0
H5464	1	rainy	1	1.0
H5465	1	stocks	2	1.0
H5466	1	linen garments	4	1.0
H5468	1	order	1	1.0
H5469	1	rounded	1	1.0
H5470	1	prison	8	1.0
H5472	1	may they be turned	11	0.458
H5472	2	turned	6	0.25
H5472	3	move	5	0.208
H5473	1	encircled	1	1.0
H5474	1	cage	1	1.0
H5475	1	council	11	0.524
H5475	2	friendship	7	0.333
H5475	3	secret plots	2	0.095
H5478	1	refuse	1	1.0
H5480	1	anoint	12	1.0
H5481	1	drum	3	1.0
H5483	1	horses	139	1.0
H5484	1	mare	1	1.0
H5486	1	sweep away	4	0.571
H5486	2	bring ~ toan end	2	0.286
H5487	2	bring ~ toan end	1	0.5
H5488	1	red	24	0.857
H5488	2	reeds	3	0.107
H5490	1	end	4	0.8
H5491	1	end	5	1.0
H5492	1	whirlwind	15	1.0
H5493	1	remove	123	0.411
H5493	2	depart	79	0.264
H5493	3	turn aside	47	0.157
H5493	4	removed	9	0.03
H5493	5	turn away	8	0.027
H5493	6	turned	7	0.023
H5493	7	depart	5	0.017
H5493	8	remove	4	0.013
H5493	10	put away	3	0.01
H5493	9	away	3	0.01
H5493	12	turn aside	2	0.007
H5493	11	turn aside	2	0.007
H5494	1	put away	1	0.333
H5496	1	urged	10	0.556
H5496	2	incited	6	0.333
H5496	3	drew ~ away	2	0.111
H5497	1	robes	1	1.0
H5498	1	dragged away	5	1.0
H5499	1	rags	2	1.0
H5500	1	scrape	1	1.0
H5501	1	scum	1	1.0
H5502	2	driving	1	0.5
H5503	1	merchants	16	0.762
H5503	2	trade	4	0.19
H5504	1	merchandise	6	0.857
H5506	1	markets	1	1.0
H5507	1	buckler	1	1.0
H5508	1	precious stones	1	1.0
H5509	1	dross	8	1.0
H5518	1	pot	31	0.912
H5518	2	basin of	3	0.088
H5519	1	throng	1	1.0
H5520	2	thicket	2	0.5
H5520	1	shelter	2	0.5
H5521	1	booths	25	0.806
H5521	2	canopy	3	0.097
H5521	3	shelter	2	0.065
H5526	1	cover	19	0.864
H5526	2	hedged in	2	0.091
H5528	1	foolishly	8	1.0
H5529	1	folly	1	1.0
H5530	1	fool	5	0.714
H5530	2	stupid	2	0.286
H5531	1	folly	7	1.0
H5532	1	attendant	6	0.5
H5532	2	make habit	3	0.25
H5532	3	agree	2	0.167
H5533	1	endangered	2	1.0
H5534	1	closed	3	1.0
H5535	1	silent	1	1.0
H5536	1	basket	15	1.0
H5537	1	worth ~ weight	1	1.0
H5539	1	exult	1	1.0
H5541	1	valued	4	1.0
H5544	1	thorns	2	1.0
H5545	1	forgive	46	1.0
H5546	1	forgiving	1	1.0
H5547	1	forgiveness	3	1.0
H5549	1	build up	8	0.667
H5550	1	siege ramp	11	1.0
H5551	1	stairway	1	1.0
H5552	1	branches	1	1.0
H5553	1	rock	58	1.0
H5556	1	bald locust	1	1.0
H5557	1	overthrows	7	1.0
H5558	1	crookedness	2	1.0
H5559	1	came up	4	0.444
H5559	2	taken up	3	0.333
H5560	1	fine flour	53	1.0
H5561	1	fragrant	14	0.875
H5561	2	fragrant spices	2	0.125
H5563	1	blossom	3	1.0
H5564	1	lay	23	0.479
H5564	2	upholds	10	0.208
H5564	3	leaned	6	0.125
H5564	4	sustained	3	0.062
H5564	5	established	2	0.042
H5566	1	idol	5	1.0
H5567	1	plots	1	1.0
H5568	1	bristled	1	0.5
H5569	1	bristling	1	1.0
H5572	1	bush	6	1.0
H5575	1	blindness	3	1.0
H5577	1	fruit	1	1.0
H5579	1	fins	5	1.0
H5580	1	worm	1	1.0
H5582	1	supported	7	0.583
H5582	2	refresh	4	0.333
H5583	1	helping	1	1.0
H5584	1	raging	1	1.0
H5585	1	cleft	6	1.0
H5586	1	lop off	1	1.0
H5587	1	opinions	3	1.0
H5588	1	double-minded	1	1.0
H5589	1	boughs	2	1.0
H5590	1	storm-tossed	3	0.429
H5590	2	tempestuous	2	0.286
H5591	1	storm	18	0.75
H5591	2	stormy	6	0.25
H5592	1	threshold	31	0.969
H5594	1	mourn	30	1.0
H5595	1	swept away	14	0.824
H5596	1	sharing	2	0.333
H5597	1	scab	2	1.0
H5599	1	aftergrowth	5	1.0
H5600	1	ship	1	1.0
H5601	1	sapphire	11	1.0
H5602	1	bowl	2	1.0
H5603	1	covered	5	0.833
H5604	1	ceiling	1	1.0
H5605	1	be a doorkeeper	1	1.0
H5606	1	claps	6	0.6
H5606	2	strikes	4	0.4
H5607	1	scoffing	1	1.0
H5608	1	secretary	117	0.731
H5608	2	count	37	0.231
H5608	5	declare	2	0.013
H5608	4	kept count	2	0.013
H5608	3	talk	2	0.013
H5609	1	books	4	0.8
H5610	1	census	1	1.0
H5612	1	book	138	0.742
H5612	2	letters	33	0.177
H5612	3	deed	9	0.048
H5612	4	writing	3	0.016
H5612	5	literature	2	0.011
H5613	1	scribe	6	1.0
H5615	1	number	1	1.0
H5619	1	stone	18	0.818
H5619	3	pelted	2	0.091
H5619	2	cleared ~ ofstones	2	0.091
H5620	1	sullen	3	1.0
H5621	1	briers	1	1.0
H5622	1	robes	2	1.0
H5627	1	rebellion	8	1.0
H5628	1	hang	4	0.571
H5628	2	spreading	2	0.286
H5629	1	part	1	1.0
H5630	1	armor	2	1.0
H5631	1	eunuchs	42	1.0
H5632	1	administrators	5	1.0
H5633	1	rulers	22	1.0
H5634	1	boughs	1	1.0
H5635	1	burns	1	1.0
H5636	1	brier	1	1.0
H5637	1	stubborn	17	1.0
H5638	1	winter	1	1.0
H5640	1	stopped up	9	0.643
H5640	2	seal up	3	0.214
H5640	3	secret	2	0.143
H5641	1	hide	81	1.0
H5642	1	destroyed	2	1.0
H5643	1	secret	18	0.5
H5643	2	covert	9	0.25
H5643	3	hiding place	5	0.139
H5643	4	veil	2	0.056
H5645	1	clouds	29	0.935
H5645	2	dense	2	0.065
H5646	1	canopy	3	1.0
H5647	1	serve	237	0.823
H5647	2	do	18	0.062
H5647	3	work	17	0.059
H5647	4	work	6	0.021
H5647	6	work	3	0.01
H5647	5	servant	3	0.01
H5647	7	holding as slaves	2	0.007
H5647	8	make ~ serve	2	0.007
H5648	1	done	14	0.5
H5648	2	made	7	0.25
H5648	3	stirred up	3	0.107
H5648	4	torn limb from limb	2	0.071
H5649	1	servants	7	1.0
H5650	1	servant	786	0.983
H5650	2	slavery	14	0.018
H5652	1	deeds	1	1.0
H5656	1	service	142	0.979
H5656	2	job	2	0.014
H5657	1	servants	2	1.0
H5659	1	bondage	3	1.0
H5666	1	thicker	2	0.667
H5667	1	pledge	4	1.0
H5668	1	sake	25	0.543
