strong	sense	gloss	count	share
G2231	1	reign	1	1.0
G2232	1	governor	19	0.95
G2233	1	I esteemed [it	17	0.63
G2233	2	leading	6	0.222
G2233	3	esteem	2	0.074
G2235	1	already	2	1.0
G2237	1	pleasures	5	1.0
G2238	1	mint	2	1.0
G2239	1	morals	1	1.0
G2240	1	will come	25	1.0
G2241	1	Eli	2	1.0
G2243	1	Elijah	1	1.0
G2244	1	stature	3	0.375
G2244	3	age	3	0.375
G2244	2	lifespan	2	0.25
G2245	1	how great	2	0.667
G2246	1	sun	32	1.0
G2247	1	nails	2	1.0
G2250	1	day	369	0.963
G2250	2	day	10	0.026
G2250	3	day	4	0.01
G2253	1	half dead	1	1.0
G2255	1	half	4	1.0
G2256	1	half an hour	1	1.0
G2261	3	gentle	1	0.5
G2263	1	tranquil	1	1.0
G2270	1	they were silent	2	0.4
G2271	1	quiet	2	0.5
G2272	1	quiet	2	1.0
G2274	1	you were inferior	3	1.0
G2275	1	failure	2	1.0
G2276	1	worse	1	0.5
G2278	1	sounding	1	1.0
G2279	1	roaring	2	0.5
G2281	1	sea	88	1.0
G2282	1	cherishes	2	1.0
G2284	1	were astonished	3	1.0
G2285	1	astonishment	2	0.667
G2286	1	deadly	1	1.0
G2287	1	deadly	1	1.0
G2288	1	death	117	0.983
G2288	2	in death	2	0.017
G2289	1	will put to death	10	0.909
G2290	1	bury	9	1.0
G2292	1	being confident	3	0.5
G2292	2	am bold	2	0.333
G2293	1	Take courage	7	1.0
G2294	1	courage	1	1.0
G2295	1	wonder	2	1.0
G2296	1	marveled	37	0.86
G2296	2	wondered	4	0.093
G2297	1	wonders	1	1.0
G2298	1	marvelous	6	1.0
G2299	1	goddess	1	1.0
G2300	1	having seen	15	0.652
G2300	2	see	6	0.261
G2300	3	be seen	2	0.087
G2301	1	being made a spectacle	1	1.0
G2302	1	theatre	2	0.667
G2303	1	brimstone	7	1.0
G2304	1	Divine Being	3	1.0
G2305	1	divinity	1	1.0
G2306	1	brimstone	1	1.0
G2307	1	will	56	0.918
G2307	2	will	3	0.049
G2308	1	will	1	1.0
G2309	1	desiring	153	0.754
G2309	2	will	19	0.094
G2309	3	I wish	9	0.044
G2309	4	I desire	7	0.034
G2309	5	He desired	5	0.025
G2309	6	I am willing	3	0.015
G2309	7	they desired	2	0.01
G2310	1	foundation	15	1.0
G2311	1	being founded	3	0.6
G2312	1	taught by God	1	1.0
G2314	1	fighting against God	1	1.0
G2315	1	God-breathed	1	1.0
G2316	1	God	996	1.0
G2317	1	fear of God	1	1.0
G2318	1	God-fearing	1	1.0
G2319	1	hateful to God	1	1.0
G2320	1	Deity	1	1.0
G2322	1	healing	3	0.75
G2323	1	He healed	39	0.951
G2324	1	servant	1	1.0
G2325	1	reaping	20	0.952
G2326	1	harvest	13	1.0
G2327	1	harvesters	2	1.0
G2328	1	warming himself	4	0.667
G2329	1	heat	1	1.0
G2330	1	summer	3	1.0
G2331	1	the Thessalonians	3	1.0
G2334	1	see	46	0.836
G2334	3	looking on	4	0.073
G2334	2	He was watching	4	0.073
G2335	1	spectacle	1	1.0
G2336	1	sheath	1	1.0
G2337	1	nursing infants	5	1.0
G2338	1	female	5	1.0
G2339	1	trap	1	1.0
G2340	1	catch	1	1.0
G2341	1	I fought wild beasts	1	1.0
G2342	1	beast	40	0.909
G2342	3	wild animals	2	0.045
G2342	2	beast	2	0.045
G2343	1	store up	5	0.625
G2343	2	treasuring up	2	0.25
G2344	1	treasure	17	1.0
G2345	1	you should touch	3	1.0
G2346	1	being oppressed	7	0.7
G2347	1	tribulation	26	0.578
G2347	2	tribulation	16	0.356
G2347	3	tribulation	2	0.044
G2348	1	having been dead	9	1.0
G2349	1	mortal	6	1.0
G2350	2	making a commotion	1	0.25
G2351	2	uproar	3	0.5
G2351	1	riot	2	0.333
G2352	1	oppressed	1	1.0
G2353	1	livestock	1	1.0
G2354	2	we sang a dirge	2	0.5
G2354	1	lamenting for	2	0.5
G2356	1	religion	3	0.75
G2357	1	religious	1	1.0
G2358	1	leading in triumph	1	0.5
G2359	1	hair	15	1.0
G2360	1	be alarmed	2	0.667
G2361	1	great drops	1	1.0
G2362	1	throne	59	1.0
G2364	1	daughter	26	1.0
G2365	1	little daughter	2	1.0
G2366	1	storm	1	1.0
G2367	1	citron	1	1.0
G2368	1	incense	6	1.0
G2369	1	altar of incense	1	1.0
G2370	1	burn incense	1	1.0
G2371	1	furiously angry	1	1.0
G2372	1	wrath	10	0.556
G2372	2	anger	4	0.222
G2372	3	with anger	2	0.111
G2372	4	wrath	2	0.111
G2373	1	was enraged	1	1.0
G2374	1	door	36	0.923
G2374	2	door	3	0.077
G2375	1	shield	1	1.0
G2376	1	window	2	1.0
G2377	1	doorkeeper	4	1.0
G2378	1	sacrifice	28	1.0
G2379	1	altar	23	1.0
G2380	1	they were to sacrifice	8	0.571
G2380	2	kill	3	0.214
G2380	3	sacrifice	2	0.143
G2381	1	Thomas	1	1.0
G2382	1	breastplates	5	1.0
G2386	1	healing	3	1.0
G2390	1	heal	24	1.0
G2392	2	cures	1	0.5
G2393	1	jasper	4	1.0
G2394	1	Jason	1	1.0
G2395	1	a physician	5	0.833
G2397	1	appearance	1	1.0
G2398	1	own	77	0.706
G2398	2	private	14	0.128
G2398	3	own	5	0.046
G2398	4	due	4	0.037
G2398	5	own	3	0.028
G2398	6	own	2	0.018
G2399	2	ordinary	2	0.5
G2399	1	uninstructed ones	2	0.5
G2402	1	sweat	1	1.0
G2405	1	priesthood	2	1.0
G2406	1	priesthood	2	1.0
G2407	1	fulfilling the priestly service	1	1.0
G2409	1	priest	31	1.0
G2411	1	temple	70	1.0
G2412	1	reverent	1	1.0
G2413	1	temple	1	1.0
G2416	1	do you rob temples	1	1.0
G2417	1	temple plunderers	1	1.0
G2418	1	administering the sacred service	1	1.0
G2419	1	Jerusalem	3	1.0
G2420	1	priesthood	3	1.0
G2423	1	Jechoniah	2	1.0
G2424	1	Jesus	19	0.95
G2425	1	many	12	0.3
G2425	2	worthy	4	0.1
G2425	4	large	4	0.1
G2425	5	long	4	0.1
G2425	6	sufficient	3	0.075
G2425	3	long	3	0.075
G2425	8	many	2	0.05
G2425	7	sufficient	2	0.05
G2426	1	sufficiency	1	1.0
G2427	2	has made competent	1	0.5
G2428	1	supplications	1	1.0
G2429	1	moisture	1	1.0
G2431	1	cheerful	1	1.0
G2432	1	cheerfulness	1	1.0
G2433	2	be merciful	1	0.5
G2434	1	propitiation	2	1.0
G2435	1	propitiation	1	0.5
G2436	1	Far be it	1	0.5
G2438	1	strap	4	1.0
G2439	1	clothed	2	1.0
G2440	1	garments	54	0.915
G2440	2	clothing	3	0.051
G2440	3	cloak	2	0.034
G2441	1	clothing	3	1.0
G2442	1	yearning over	1	1.0
G2443	1	that	8	0.667
G2443	2	that	4	0.333
G2447	1	venom	2	0.667
G2449	1	Judea	1	1.0
G2450	1	Judaize	1	1.0
G2451	1	Jewish	1	1.0
G2453	1	Jews	179	0.947
G2453	2	Jews	9	0.048
G2455	1	Judas	31	0.775
G2455	2	Judah	8	0.2
G2460	1	horsemen	2	1.0
G2461	1	cavalry [was	1	1.0
G2462	1	horses	17	1.0
G2463	1	rainbow	2	1.0
G2464	1	Isaac	2	1.0
G2465	1	like [the] angels	1	1.0
G2470	1	equal	3	0.429
G2470	3	alike	2	0.286
G2470	2	same amount	2	0.286
G2471	1	equality	2	0.667
G2472	1	equally precious	1	1.0
G2473	1	like-minded	1	1.0
G2474	1	Israel	5	1.0
G2476	1	standing	119	0.799
G2476	2	having stopped	7	0.047
G2476	3	stopped	5	0.034
G2476	5	He set	4	0.027
G2476	4	may be strengthened	3	0.02
G2476	7	they put forward	2	0.013
G2476	6	having stood up	2	0.013
G2476	8	uphold	2	0.013
G2477	1	make acquaintance with	1	1.0
G2478	1	strong	24	0.857
G2478	2	mighty	2	0.071
G2479	1	strength	9	0.9
G2480	1	they were able	11	0.423
G2480	2	was able	6	0.231
G2480	3	he prevailed	2	0.077
G2483	1	Italian	1	1.0
G2484	1	Ituraea	1	1.0
G2485	1	small fish	2	1.0
G2486	1	fish	19	1.0
G2487	1	steps	3	1.0
G2491	1	John	1	1.0
G2501	1	Joseph	2	1.0
G2503	1	iota	1	1.0
G2504	1	and I	2	1.0
G2506	1	demolition	2	0.667
G2507	1	take down	4	0.444
G2507	2	having destroyed	2	0.222
G2508	1	He prunes	1	1.0
G2510	1	fastened	1	1.0
G2511	1	cleanse	26	0.867
G2511	2	you cleanse	3	0.1
G2512	1	purification	4	0.571
G2512	2	cleansing	3	0.429
G2513	1	clean	11	0.44
G2513	2	pure	10	0.4
G2513	3	clear	3	0.12
G2514	1	purification	1	1.0
G2515	1	seats	3	1.0
G2516	1	sitting	7	1.0
G2518	1	sleeping	21	1.0
G2519	1	instructors	2	1.0
G2520	2	it is fit	1	0.5
G2521	1	sitting	88	0.989
G2522	1	daily	1	1.0
G2523	1	sit	19	0.442
G2523	2	having sat down	17	0.395
G2523	3	have sat down	4	0.093
G2524	1	they let down	4	1.0
G2525	1	appointed	14	0.667
G2525	2	were made	4	0.19
G2528	1	being armed	1	1.0
G2529	1	are clearly seen	1	1.0
G2531	2	just as	1	1.0
G2532	1	and	131	0.851
G2532	2	and	15	0.097
G2532	3	and	3	0.019
G2532	6	and	3	0.019
G2533	1	Caiaphas	1	1.0
G2537	1	new	37	0.949
G2537	2	new	2	0.051
G2538	1	newness	2	1.0
G2540	1	time	69	0.831
G2540	2	seasons	5	0.06
G2540	3	season	4	0.048
G2540	4	occasion	2	0.024
G2541	1	Caesar	1	1.0
G2545	1	burning	9	0.75
G2545	2	do they light	2	0.167
G2549	1	malice	6	0.545
G2549	2	trouble	3	0.273
G2549	3	wickedness	2	0.182
G2550	1	maliciousness	1	1.0
G2551	1	speaking evil of	4	1.0
G2552	1	suffering evils	1	1.0
G2553	1	I suffer hardship	2	0.667
G2554	1	do evil	4	1.0
G2555	1	evildoers	3	1.0
G2556	1	evil	38	0.776
G2556	3	evil	4	0.082
G2556	4	evil	3	0.061
G2556	2	evils	3	0.061
G2557	1	criminals	4	1.0
G2558	1	being mistreated	1	1.0
G2559	1	mistreat	3	0.5
G2559	2	will mistreat [it	2	0.333
G2561	1	oppression	1	1.0
G2562	1	straw	1	1.0
G2563	1	reed	9	0.818
G2564	1	called	125	0.862
G2564	2	having been invited	18	0.124
G2564	3	having called	2	0.014
G2565	1	cultivated olive tree	1	1.0
G2567	1	teachers of what is good	1	1.0
G2569	1	in] well-doing	1	1.0
G2570	1	good	87	0.888
G2570	2	better	8	0.082
G2570	3	right	2	0.02
G2571	1	veil	4	1.0
G2572	1	was being swamped	5	0.625
G2572	2	concealed	2	0.25
G2573	1	well	1	1.0
G2574	1	camel	6	1.0
G2575	1	furnace	4	1.0
G2576	1	they have closed	2	1.0
G2577	2	you shall grow weary	1	0.5
G2578	1	have bowed	4	1.0
G2581	1	Zealot	2	1.0
G2583	1	area	3	0.75
G2585	1	peddling	1	1.0
G2586	1	smoke	13	1.0
G2588	1	heart	150	0.993
G2589	1	knower of the hearts	2	1.0
G2590	1	fruit	64	0.985
G2592	1	brings forth fruit	8	1.0
G2593	1	fruitful	1	1.0
G2594	1	he persevered	1	1.0
G2595	1	splinter	6	1.0
G2596	1	aside	7	0.636
G2596	2	by	3	0.273
G2597	1	descending	45	0.57
G2597	2	He went down	14	0.177
G2597	3	descending	13	0.165
G2597	4	went down	3	0.038
G2597	5	I have come down	2	0.025
G2598	1	being struck down	1	0.5
G2599	1	did burden	1	1.0
G2600	1	descent	1	1.0
G2602	1	foundation	10	1.0
G2603	1	let disqualify	1	1.0
G2604	1	proclaimer	1	1.0
G2605	1	preach	18	1.0
G2606	1	they were laughing at	3	1.0
G2607	1	condemned	2	1.0
G2608	1	He will break	4	1.0
G2609	1	brought down	6	0.667
G2609	2	we landed	2	0.222
G2610	1	conquered	1	1.0
G2611	1	he bound up	1	1.0
G2612	1	evident	1	1.0
G2613	1	you would have condemned	5	1.0
G2614	1	went after	1	1.0
G2615	1	enslaves	2	1.0
G2616	1	being oppressed	2	1.0
G2617	1	will be put to shame	4	0.308
G2617	3	dishonors	3	0.231
G2617	2	I was put to shame	3	0.231
G2617	4	He might shame	2	0.154
G2618	1	He will burn up	9	0.75
G2618	2	is consumed	3	0.25
G2619	1	covers her head	3	1.0
G2620	1	boast over	4	0.8
G2621	1	was lying	6	0.5
G2621	2	reclining	4	0.333
G2622	1	broke	2	1.0
G2623	1	locked up	1	1.0
G2624	1	He gave as an inheritance	1	1.0
G2625	1	He reclined	2	0.4
G2625	2	Make sit down	2	0.4
G2626	1	having been deluged	1	1.0
G2627	1	flood	4	1.0
G2628	1	Having followed	1	0.5
G2629	1	cutting	1	1.0
G2630	1	throw over	1	1.0
G2631	1	condemnation	3	1.0
G2632	1	will condemn	17	1.0
G2633	1	condemnation [was	2	1.0
G2634	1	exercise lordship over	3	0.75
G2635	1	speak against	5	1.0
G2636	1	slander	2	1.0
G2637	1	slanderers	1	1.0
G2638	1	having been caught	4	0.267
G2638	5	overcame	2	0.133
G2638	4	might overtake	2	0.133
G2638	3	having understood	2	0.133
G2639	1	let be enrolled	1	1.0
G2640	1	remnant	1	1.0
G2641	1	having left	19	0.792
G2641	2	leave behind	2	0.083
G2642	1	will stone	1	1.0
G2643	1	reconciliation	4	1.0
G2644	1	we were reconciled	6	1.0
G2645	1	remnant	1	1.0
G2646	1	guest room	2	0.667
G2647	1	destroy	8	0.5
G2647	5	abolish	2	0.125
G2647	2	will be thrown down	2	0.125
G2647	4	they might lodge	2	0.125
G2647	3	it will be overthrown	2	0.125
G2648	1	Observe	1	1.0
G2649	1	do witness against	3	1.0
G2650	1	staying	2	1.0
G2652	1	curse	1	1.0
G2653	1	curse	1	1.0
G2654	1	consuming	1	1.0
G2655	1	I did burden	3	1.0
G2656	1	they beckoned	1	1.0
G2657	1	Consider	6	0.429
G2657	2	behold [it	4	0.286
G2657	3	notice	2	0.143
G2658	1	we arrived	8	0.615
G2658	2	attain	2	0.154
G2658	3	are arrived	2	0.154
G2659	1	stupor	1	1.0
G2660	1	they were pierced	1	1.0
G2661	1	having been considered worthy	3	1.0
G2662	1	be trampled upon	3	0.75
G2663	1	rest	8	1.0
G2664	1	rested	2	0.5
G2665	1	veil	6	1.0
G2666	1	Has been swallowed up	3	0.429
G2666	2	swallowing	2	0.286
G2667	1	fell	2	0.667
G2668	1	they sailed down	1	1.0
G2669	1	being oppressed	2	1.0
G2670	1	sink	1	0.5
G2671	1	curse	6	1.0
G2672	1	You cursed	3	1.0
G2673	2	will nullify	5	0.185
G2673	1	they will be done away	5	0.185
G2673	3	He shall have annulled	5	0.185
G2673	4	she is cleared	2	0.074
G2673	5	will destroy	2	0.074
G2673	6	is fading away	2	0.074
G2674	1	numbered	1	1.0
G2675	1	You have prepared for yourself	4	0.333
G2675	3	mending	2	0.167
G2675	2	Be perfected	2	0.167
G2676	1	perfection	1	1.0
G2677	1	perfecting	1	1.0
G2678	1	Having made a sign	4	1.0
G2679	1	they have torn down	1	1.0
G2680	1	will prepare	7	0.636
G2680	2	having built	2	0.182
G2680	3	is built	2	0.182
G2681	1	perch	3	0.75
G2682	1	nests	2	1.0
G2683	1	overshadowing	1	1.0
G2684	1	spy out	1	1.0
G2685	1	spies	1	1.0
G2686	1	having dealt treacherously with	1	1.0
G2687	2	Having calmed	1	0.5
G2688	1	behavior	1	1.0
G2690	1	He overturned	2	0.667
G2691	1	they might grow wanton against	1	1.0
G2692	1	subversion	2	1.0
G2693	1	they were strewn	1	1.0
G2695	1	slay	1	1.0
G2696	1	having been sealed	1	1.0
G2697	1	possession	1	0.5
G2698	1	laid	3	1.0
G2699	1	false circumcision	1	1.0
G2701	1	ran down	1	1.0
G2702	1	overpowered	1	0.25
G2703	2	they fled	1	1.0
G2704	1	being depraved	1	1.0
G2705	1	kissed	6	1.0
G2706	1	he will despise	7	0.778
G2707	1	scoffers	1	1.0
G2708	1	poured [it	1	0.5
G2709	1	under the earth	1	1.0
G2710	1	using [it] as their own	2	1.0
G2711	1	cool	1	1.0
G2712	1	utterly idolatrous	1	1.0
G2715	1	exercise authority over	2	1.0
G2716	1	produces	9	0.409
G2716	2	working	8	0.364
G2716	3	working out	2	0.091
G2716	4	has accomplished	2	0.091
G2718	1	came down	6	0.4
G2718	2	having gone down	5	0.333
G2718	3	having landed	3	0.2
G2719	1	devour	9	0.643
G2719	2	devoured	3	0.214
G2719	3	eat	2	0.143
G2720	1	may direct	3	1.0
G2721	1	rose up against	1	1.0
G2722	1	we were bound	4	0.25
G2722	2	were detaining	3	0.188
G2722	3	keep [it	2	0.125
G2722	4	possessing	2	0.125
G2722	5	is restraining	2	0.125
G2723	1	accuse	22	0.957
G2724	1	accusation	3	1.0
G2725	1	accusers	5	1.0
G2726	1	gloom	1	1.0
G2727	1	being instructed	4	0.5
G2727	2	you were instructed	2	0.25
G2727	3	They have been informed	2	0.25
G2728	1	have corroded	1	1.0
G2729	1	will prevail against	1	0.333
G2730	1	dwelling	30	0.698
G2730	2	they dwell	5	0.116
G2730	3	inhabiting	4	0.093
G2730	5	he dwelt	2	0.047
G2730	4	dwelling	2	0.047
G2731	1	dwelling	1	1.0
G2732	1	habitation	2	1.0
G2733	1	habitation	1	1.0
G2734	1	beholding as in a mirror	1	1.0
G2736	1	down	1	1.0
G2737	1	lower	1	1.0
G2738	1	scorching heat	2	1.0
G2739	1	they were scorched	4	1.0
G2740	1	burning	1	1.0
G2741	1	burning with heat	2	1.0
G2742	1	scorching heat	1	0.333
G2743	1	having been seared	1	1.0
G2744	1	boast	34	1.0
G2745	1	boasting	11	1.0
G2746	1	boasting	11	1.0
G2747	1	Cenchrea	1	1.0
G2749	1	lying	13	0.565
G2749	2	is applied	3	0.13
G2749	3	is appointed	2	0.087
G2749	4	had been set [there	2	0.087
G2750	1	with linen strips	1	1.0
G2751	1	let her be shorn	2	0.5
G2752	1	loud command	1	1.0
G2753	1	he commanded	18	0.72
G2753	2	commanded	6	0.24
G2754	1	vain conceit	1	1.0
G2755	1	boastful	1	1.0
G2756	1	vain	8	0.5
G2756	2	empty-handed	4	0.25
G2756	3	with empty	2	0.125
G2757	1	empty babblings	2	1.0
G2758	1	has been made void	2	0.4
G2758	2	will make void	2	0.4
G2759	1	sting	3	0.75
G2760	1	centurion	3	1.0
G2762	1	stroke of a letter	2	1.0
G2763	1	potter	3	1.0
G2764	1	potter	1	1.0
G2765	1	pitcher	2	1.0
G2766	1	tiles	1	1.0
G2767	1	having been mixed	3	1.0
G2768	1	horns	11	1.0
G2770	1	have I gained	7	0.467
G2770	2	I might win	4	0.267
G2770	3	he gains	2	0.133
G2771	1	gain	3	1.0
G2772	1	coins	1	1.0
G2773	1	money changers	1	1.0
G2774	1	sum	1	0.5
G2775	1	they struck on the head	1	1.0
G2776	1	head	73	1.0
G2777	1	scroll	1	1.0
G2778	1	tribute	4	1.0
G2779	1	garden	5	1.0
G2780	1	gardener	1	1.0
G2782	1	preaching	7	1.0
G2783	1	herald	3	1.0
G2784	1	proclaim	52	0.881
G2784	2	they were proclaiming [it	6	0.102
G2785	1	great fish	1	1.0
G2787	1	ark	6	1.0
G2788	1	harp	4	1.0
G2789	1	being harped	1	0.5
G2790	1	harpists	2	1.0
G2792	1	cinnamon	1	1.0
G2793	1	were in danger	3	0.75
G2794	1	in perils	9	1.0
G2795	2	wagging	2	0.286
G2795	1	move	2	0.286
G2798	1	branches	11	1.0
G2799	1	weeping	37	1.0
G2800	1	breaking	2	1.0
G2801	1	fragments	7	0.778
G2801	2	fragments	2	0.222
G2805	1	weeping	9	1.0
G2806	1	having broken	14	1.0
G2807	1	key	6	1.0
G2808	1	shut	12	0.75
G2808	2	having shut	2	0.125
G2809	1	thefts	1	1.0
G2811	1	credit [is it	1	1.0
G2812	1	thief	16	1.0
G2813	1	steal	13	1.0
G2814	1	branch	4	1.0
G2816	1	will inherit	18	1.0
G2817	1	inheritance	14	1.0
G2818	1	heir	15	1.0
G2819	1	lots	5	0.5
G2819	2	share	3	0.3
G2820	1	we have obtained an inheritance	1	1.0
G2821	1	calling	11	1.0
G2822	1	called	10	1.0
G2823	1	furnace	2	1.0
G2824	1	regions	3	1.0
G2825	1	bed	8	1.0
G2826	1	mat	2	1.0
G2827	1	He might lay	2	0.286
G2827	2	bowing	2	0.286
G2828	1	groups	1	1.0
G2829	1	thefts	2	1.0
G2830	2	raging	1	0.5
G2831	1	being tossed by waves	1	1.0
G2833	1	having an itching	1	1.0
G2835	1	kodranten	2	1.0
G2836	1	womb	10	0.5
G2836	2	stomach	6	0.3
G2836	3	belly	4	0.2
G2837	1	having fallen asleep	12	0.667
G2837	2	sleeping	5	0.278
G2838	1	rest	1	1.0
G2839	1	common	7	0.5
G2839	2	unclean	5	0.357
G2839	3	ordinary	2	0.143
G2840	1	defiles	12	0.857
G2840	2	call common	2	0.143
G2841	1	have shared in	6	0.75
G2842	1	fellowship	11	0.611
G2842	2	participation	5	0.278
G2843	1	ready to share	1	1.0
G2844	1	partakers	4	0.4
G2844	2	fellow partakers	4	0.4
G2844	3	partners	2	0.2
G2845	1	bed	2	0.5
G2846	1	bedchamber	1	1.0
G2847	1	scarlet	6	1.0
G2848	1	a grain	5	0.714
G2848	2	grain	2	0.286
G2849	1	they might punish	1	0.5
G2850	1	flattery	1	1.0
G2851	1	punishment	2	1.0
G2852	1	struck	2	0.4
G2852	2	are buffeted	2	0.4
G2853	1	being joined	5	0.417
G2853	3	having clung	2	0.167
G2853	2	join	2	0.167
G2854	1	eye-salve	1	1.0
G2855	1	money changers	3	1.0
G2856	1	had been shortened	4	1.0
G2859	1	bosom	4	0.667
G2860	1	swim	1	1.0
G2861	1	pool	3	1.0
G2862	1	colony	1	1.0
G2863	1	he has long hair	2	1.0
G2864	1	long hair	1	1.0
G2865	1	will be repaid [for	6	0.545
G2865	2	would have received	3	0.273
G2867	1	having been whitewashed	2	1.0
G2868	1	dust	5	1.0
G2869	1	ceased	3	1.0
G2870	1	lamentation	1	1.0
G2871	1	slaughter	1	1.0
G2872	1	toiled	17	0.773
G2872	3	toiling	2	0.091
G2872	2	having toiled	2	0.091
G2873	1	labor	12	0.706
G2873	2	trouble	5	0.294
G2874	1	manure	2	1.0
G2875	1	will wail	6	0.75
G2875	2	were cutting down	2	0.25
G2876	1	ravens	1	1.0
G2877	1	girl	5	0.833
G2878	1	treasury	2	1.0
G2880	1	Having been filled	1	0.5
G2884	1	cors	1	1.0
G2885	1	having been adorned	6	0.667
G2885	2	put in order	2	0.222
G2886	1	worldly	1	0.5
G2887	1	respectable	1	0.5
G2888	1	cosmic powers	1	1.0
G2889	1	world	181	0.995
G2891	1	koum	1	1.0
G2892	1	guard	3	1.0
G2893	1	they began to lighten	1	1.0
G2894	1	hand-baskets	6	1.0
G2895	1	mat	10	0.909
G2896	1	crying out	52	0.945
G2896	2	crying out	2	0.036
G2898	1	a Skull	4	1.0
G2899	1	fringe	5	1.0
G2900	1	mighty	1	1.0
G2901	1	was strengthened	3	0.75
G2902	1	having seized	18	0.383
G2902	2	holding	15	0.319
G2902	3	having taken hold	5	0.106
G2902	5	we should hold firmly	3	0.064
G2902	4	will he take hold of	2	0.043
G2903	1	most excellent	4	1.0
G2904	1	dominion	5	0.455
G2904	2	might	3	0.273
G2905	1	They cried out	9	1.0
G2906	1	crying	4	0.667
G2906	2	cry	2	0.333
G2907	1	meat	2	1.0
G2908	1	better	5	1.0
G2909	1	better	13	0.929
G2910	1	having hanged [Him	6	0.857
G2911	1	steep bank	3	1.0
G2915	1	barley	1	1.0
G2916	1	barley	2	1.0
G2917	1	judgment	22	0.88
G2917	2	judgment	2	0.08
G2918	1	lilies	2	1.0
G2919	1	judge	91	0.827
G2919	2	you must judge	8	0.073
G2919	3	judge	3	0.027
G2919	4	judges	3	0.027
G2919	5	having condemned [Him	2	0.018
G2920	1	judgment	42	0.933
G2920	2	justice	3	0.067
G2922	1	cases	2	0.667
G2923	1	judge	14	1.0
G2924	1	able to judge	1	1.0
G2925	1	knock	9	1.0
G2926	1	secret	1	1.0
G2927	1	secret	11	0.611
G2927	2	hidden	6	0.333
G2928	1	hid	18	1.0
G2929	1	being clear as crystal	1	1.0
G2930	1	crystal	2	1.0
G2932	1	take along	4	0.571
G2933	1	possessions	4	1.0
G2934	1	beast	3	0.75
G2935	1	owners	1	1.0
G2936	1	created	13	0.867
G2936	2	having created [it	2	0.133
G2937	1	creation	15	0.789
G2937	2	created thing	3	0.158
G2938	1	creature	4	1.0
G2939	1	Creator	1	1.0
G2940	1	cunning	1	1.0
G2941	1	administrating	1	1.0
G2942	1	pilot	1	0.5
G2944	1	being encircled	4	0.8
G2946	1	rolling place	1	1.0
G2947	1	he began rolling around	1	1.0
G2948	1	crippled	4	1.0
G2949	1	waves	4	1.0
G2950	1	cymbal	1	1.0
G2951	1	cummin	1	1.0
G2952	1	dogs	3	1.0
G2953	1	Cypriot	3	1.0
G2955	1	having stooped down	2	0.667
G2956	1	Cyrene	1	1.0
G2959	1	lady	2	1.0
G2960	1	Lord’s	2	1.0
G2961	1	rules over	5	0.714
G2961	2	He might rule over	2	0.286
G2962	1	Lord	628	0.906
G2962	2	master	48	0.069
G2962	3	Sir	10	0.014
G2962	4	master	6	0.009
G2963	1	dominion	2	0.5
G2963	2	authority	2	0.5
G2964	1	confirm	1	0.5
G2965	1	dogs	5	1.0
G2966	1	bodies	1	1.0
G2967	1	do forbid	7	0.333
G2967	3	do hinder	5	0.238
G2967	2	forbid	4	0.19
G2967	4	withhold	3	0.143
G2968	1	village	27	1.0
G2969	1	towns	1	1.0
G2970	1	in reveling	3	1.0
G2971	1	gnat	1	1.0
G2974	1	mute	9	0.643
G2974	2	deaf	5	0.357
G2975	1	was allotted	2	0.5
G2978	1	storm	2	0.667
G2979	1	kick	1	1.0
G2980	1	speaking	270	0.925
G2980	2	you should say	14	0.048
G2980	3	it will be told	8	0.027
G2981	1	speech	2	0.667
G2983	1	receive	130	0.514
G2983	2	having taken	96	0.379
G2983	3	you gathered	10	0.04
G2983	4	seized	3	0.012
G2983	6	having taken	2	0.008
G2983	7	having taken	2	0.008
G2983	5	you people receive	2	0.008
G2985	1	lamps	7	0.778
G2985	2	lamps	2	0.222
G2986	1	bright	5	0.556
G2986	2	splendid	2	0.222
G2987	1	brightness	1	1.0
G2989	1	shone	6	0.857
G2990	1	be hidden	5	0.833
G2991	1	cut in a rock	1	1.0
G2992	1	people	140	0.993
G2993	1	Laodicea	1	1.0
G2995	1	throat	1	1.0
G2997	1	he burst open	1	1.0
G2998	1	he had cut	2	1.0
G2999	1	service	3	0.6
G2999	2	worship	2	0.4
G3000	1	serve	18	0.9
G3000	2	worshiping	2	0.1
G3001	1	garden plants	3	0.75
G3003	1	legions	3	1.0
G3004	1	saying	1822	0.882
G3004	2	I say	127	0.061
G3004	3	called	66	0.032
G3004	4	I speak	36	0.017
G3004	5	is to say	6	0.003
G3004	6	you say	5	0.002
G3004	7	we should call	2	0.001
G3005	1	remnant	1	1.0
G3006	1	smooth	1	1.0
G3007	1	lacking	6	1.0
G3008	1	As were ministering	3	1.0
G3009	1	service	3	0.5
G3009	2	service	2	0.333
G3010	1	ministering	1	1.0
G3011	1	minister	4	0.8
G3012	1	towel	2	1.0
G3013	1	scales	1	1.0
G3014	1	leprosy	4	1.0
G3015	1	leper	8	1.0
G3016	1	lepta	2	0.667
G3020	1	Levitical	1	1.0
G3021	2	whiten	1	0.5
G3022	1	white	25	1.0
G3023	1	lions	9	1.0
G3024	1	forgetfulness	1	1.0
G3025	1	winepress	4	0.8
G3026	1	folly	1	1.0
G3027	1	robbers	15	1.0
G3028	1	receiving	1	1.0
G3030	1	frankincense	2	1.0
