# multi-word expressions (M1): target phrase -> original lexeme(s); lang=arb; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
الديانة اليهودية	G2454	grc:2454	fertility	1.0	4	eflomal;gloss
الذهب الخالص	H2091	hbo:2091	fertility	1.0	3	eflomal
الرب لجدعون	H3068	hbo:3068	fertility	1.0	2	eflomal
الربح الحرام	H1215	hbo:1215	fertility	1.0	2	eflomal
الساحات العامة	G0058	grc:58	fertility	1.0	5	eflomal
الساعة التاسعة	G5610	grc:5610	fertility	1.0	5	eflomal
الساعة عشرة	G5610	grc:5610	fertility	1.0	3	eflomal
السافكة الدماء	H1818	hbo:1818	fertility	1.0	2	eflomal
السبت ومطالع	H7676	hbo:7676	fertility	1.0	2	eflomal
الشفاه الناطقة	H8193	hbo:8193	fertility	1.0	2	eflomal
الشهادة المختصة	G3141	grc:3141	fertility	1.0	2	eflomal
الشهر يهوياكين	H2320	hbo:2320	fertility	1.0	2	eflomal
الشهوات الجسدية	G1939	grc:1939	fertility	1.0	2	eflomal
الشيء المصاب	H5061	hbo:5061	fertility	1.0	2	eflomal
الضرائب لنفقات الوالي	H6346	hbo:6346	fertility	1.0	2	eflomal
الضريبة فرضها	H4864	hbo:4864	fertility	1.0	2	eflomal
الطريق بثيابهم	G3598	grc:3598	fertility	1.0	3	eflomal
العريس بينهم	G3566	grc:3566	fertility	1.0	2	eflomal
العشائر المنحدرة	H4940	hbo:4940	fertility	1.0	2	eflomal
العشائر نسل	H4940	hbo:4940	fertility	1.0	2	eflomal
الغرف الداخلية	G5009	grc:5009	fertility	1.0	4	eflomal;gloss
القائد الأشوري	H7262	hbo:7262	fertility	1.0	3	eflomal
القصبة المرضوضة	H7070	hbo:7070	fertility	1.0	4	eflomal;gloss
القصر وشبنة	H7644	hbo:7644	fertility	1.0	6	eflomal
الكائن ينادي	G2226	grc:2226	fertility	1.0	3	eflomal
الكائنات الأربعة	G5064	grc:5064	fertility	1.0	3	eflomal
الكاهن الأعلى	G0749	grc:749	fertility	1.0	2	eflomal
المجد الواجب	H3519	hbo:3519	fertility	1.0	2	eflomal
المحارب الجبار	H1368	hbo:1368	fertility	1.0	2	eflomal
