# multi-word expressions (M1): target phrase -> original lexeme(s); lang=ind; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
percayalah kepada	G4100	grc:4100	fertility	1.0	6	gloss
perempuan bernama	H0269	hbo:0269	fertility	1.0	3	eflomal
perempuan bersalin	H3205	hbo:3205	fertility	1.0	3	eflomal
perempuan lainnya	H1323	hbo:1323	fertility	1.0	2	eflomal
perempuan mandul	H6135	hbo:6135	fertility	1.0	2	eflomal
perempuan melahirkan	H3205	hbo:3205	fertility	1.0	2	eflomal
perempuan sedang menggiling	G0229	grc:229	fertility	1.0	2	gloss
pergi hambanya	G0589	grc:589	fertility	1.0	2	eflomal
pergi ke rumah	G1525	grc:1525	fertility	1.0	2	eflomal
pergi menyerang	H5927	hbo:5927	fertility	1.0	2	eflomal
perhatikanlah hai	H7181	hbo:7181	fertility	1.0	2	eflomal
perhiasan emas	G5553	grc:5553	fertility	1.0	3	eflomal
peringatilah hari raya	H2282	hbo:2282	fertility	1.0	2	eflomal
perintah supaya	G2753	grc:2753	fertility	1.0	5	eflomal;gloss
perjamuan kudus	G0740	grc:740	fertility	1.0	2	eflomal
perjanjian allah	G1860	grc:1860	fertility	1.0	2	gloss
perjanjian baru	G1242	grc:1242	fertility	1.0	2	eflomal
perjanjian baru antara	G1242	grc:1242	fertility	1.0	2	eflomal
perjanjian buat	H1285	hbo:1285	fertility	1.0	2	eflomal
perjanjian damai	H7999,H1285	hbo:7999,hbo:1285	phrasal	1.0	12	eflomal;gloss
perjanjian damai dengan	H1285	hbo:1285	fertility	1.0	2	eflomal
perjanjian dengan	H1285	hbo:1285	fertility	1.0	9	eflomal
perkemahan pasukan	H4264	hbo:4264	fertility	1.0	5	eflomal
perkemahan tentara	H4264	hbo:4264	fertility	1.0	2	eflomal
perkumpulan nabi	H5030	hbo:5030	fertility	1.0	9	eflomal
permata bening	H8658	hbo:8658	fertility	1.0	2	eflomal
permukaan bumi	H0776	hbo:0776	fertility	1.0	3	eflomal
permulaan ibu	G0746	grc:746	fertility	1.0	2	eflomal
pernah lakukan	G4160	grc:4160	fertility	1.0	3	eflomal
pernah mati	G3498	grc:3498	fertility	1.0	2	eflomal
pernah melupakan	H2142	hbo:2142	fertility	1.0	3	eflomal
pernah padam	G0762	grc:762	fertility	1.0	6	eflomal;gloss
pernah puas	H7646	hbo:7646	fertility	1.0	3	eflomal
persegi empat	H7251	hbo:7251	fertility	1.0	3	eflomal
persekongkolan melawan	H7194	hbo:7194	fertility	1.0	3	gloss
persembahan curahan	H5262	hbo:5262	fertility	1.0	11	eflomal
persembahan curahannya	H5262	hbo:5262	fertility	1.0	7	eflomal;gloss
persembahan dupa	H6999	hbo:6999	fertility	1.0	2	eflomal
persembahan gandum ganduman	H4503	hbo:4503	fertility	1.0	44	eflomal
persembahan gandum ganduman berupa	H4503	hbo:4503	fertility	1.0	4	eflomal
persembahan gandum gandumanmu	H4503	hbo:4503	fertility	1.0	2	gloss
persembahan gandum gandumannya	H4503	hbo:4503	fertility	1.0	9	eflomal;gloss
persembahan kepada	H8641	hbo:8641	fertility	1.0	3	eflomal
persembahan khusus	H8641	hbo:8641	fertility	1.0	4	eflomal
persembahan kudus	H6944	hbo:6944	fertility	1.0	4	eflomal
persembahan perpuluhan	H4643	hbo:4643	fertility	1.0	5	eflomal
persembahan perpuluhan hasil	H4643	hbo:4643	fertility	1.0	2	eflomal
persembahan suci	H6944	hbo:6944	fertility	1.0	3	eflomal
persembahkanlah kurban	H2076	hbo:2076	fertility	1.0	2	gloss
pertama kalinya	G4412	grc:4412	fertility	1.0	2	eflomal
pertama tama	G4412	grc:4412	fertility	1.0	5	eflomal
pertempuran melawan filistin	H4421	hbo:4421	fertility	1.0	2	eflomal
pertempuran meluas	H4421	hbo:4421	fertility	1.0	2	eflomal
pertempuran selesai	H7725	hbo:7725	fertility	1.0	2	eflomal
pertemuan jemaat	G1577	grc:1577	fertility	1.0	2	eflomal
pertemuan yahudi	G4864	grc:4864	fertility	1.0	2	eflomal
pertolongan roh	G4151	grc:4151	fertility	1.0	3	eflomal
pertumpahan darah	H1818	hbo:1818	fertility	1.0	3	eflomal
perunggu huram	H5178	hbo:5178	fertility	1.0	2	eflomal
perwakilan suku	H7626	hbo:7626	fertility	1.0	2	eflomal
perwira hadadeser	H1909	hbo:1909	fertility	1.0	2	eflomal
pesan allah	G4395	grc:4395	fertility	1.0	5	eflomal;gloss
pesan mengenai	H1697	hbo:1697	fertility	1.0	2	eflomal
pesan pesan	H1697	hbo:1697	fertility	1.0	5	eflomal
petani petani	G1092	grc:1092	fertility	1.0	2	eflomal
petrus menyangkal	G0720	grc:720	fertility	1.0	2	gloss
petrus menyangkalnya	G0720	grc:720	fertility	1.0	6	eflomal;gloss
petrus pergi	G1831	grc:1831	fertility	1.0	2	eflomal
petugas keamanan	G4465	grc:4465	fertility	1.0	4	eflomal;gloss
pijaran tembaga	G5474	grc:5474	fertility	1.0	2	gloss
pilihan allah	G1588	grc:1588	fertility	1.0	2	eflomal
pimpinan roh	G4151	grc:4151	fertility	1.0	2	eflomal
pimpinan roh kudus	G4151	grc:4151	fertility	1.0	2	eflomal
pinggir sungai	H0260	hbo:0260	fertility	1.0	4	eflomal;gloss
pintu ganda	H1817	hbo:1817	fertility	1.0	2	eflomal
pintu gerbang utara	H8179	hbo:8179	fertility	1.0	2	eflomal
pintu kekasihku	H1730	hbo:1730	fertility	1.0	2	eflomal
pintu pintu gerbangnya	H8179	hbo:8179	fertility	1.0	5	eflomal
pipimu buah delima	H7416	hbo:7416	fertility	1.0	2	eflomal
pohon aramu	H8384	hbo:8384	fertility	1.0	2	gloss
pohon arasnya	H0730	hbo:0730	fertility	1.0	2	gloss
pohon balsam	H1057	hbo:1057	fertility	1.0	3	eflomal
pohon besar	H0436,H0424,H0437	hbo:0436,hbo:0424,hbo:0437	phrasal	1.0	16	eflomal;gloss
pohon buah	H6086	hbo:6086	fertility	1.0	2	eflomal
pohon kurma	H8558	hbo:8558	fertility	1.0	2	eflomal
pohon palem	H8561	hbo:8561	fertility	1.0	13	eflomal;gloss
pondok pondok	H5521	hbo:5521	fertility	1.0	3	eflomal
pontius pilatus	G4091	grc:4091	fertility	1.0	2	eflomal
porak poranda	H8257	hbo:8257	fertility	1.0	2	gloss
prajuritnya kabur	H5127	hbo:5127	fertility	1.0	2	eflomal
pribadi raja	H4428	hbo:4428	fertility	1.0	2	eflomal
provinsi asia	G0773	grc:773	fertility	1.0	8	eflomal
provinsi kilikia	G2791	grc:2791	fertility	1.0	5	eflomal
provinsi siria	G4947	grc:4947	fertility	1.0	2	eflomal
pulang rumah	H1004	hbo:1004	fertility	1.0	2	eflomal
pulau malta	G3520	grc:3520	fertility	1.0	2	eflomal
pulau pulau	H0339	hbo:0339	fertility	1.0	5	eflomal
pulau siprus	G2954	grc:2954	fertility	1.0	4	eflomal
puluh empat pemimpin	G4245	grc:4245	fertility	1.0	2	eflomal
puluh tujuh	H6613	hbo:6613	fertility	1.0	4	eflomal;gloss
pun biarkan hidup	H8300	hbo:8300	fertility	1.0	2	eflomal
putih salju	H7950	hbo:7950	fertility	1.0	2	eflomal
putri herodiana	G2877	grc:2877	fertility	1.0	4	eflomal;gloss
putri putri	H1323	hbo:1323	fertility	1.0	6	eflomal
raba ibukota	H7237	hbo:7237	fertility	1.0	2	eflomal
racun kalajengking	G4651	grc:4651	fertility	1.0	2	eflomal
ragu ragu	G1252	grc:1252	fertility	1.0	4	eflomal
raja ahasweros	H4428	hbo:4428	fertility	1.0	2	eflomal
raja asa	H0609	hbo:0609	fertility	1.0	5	eflomal
raja memerintah	H4428	hbo:4428	fertility	1.0	5	eflomal
raja pilihan	H4899	hbo:4899	fertility	1.0	2	eflomal
raja rajamu	H4428	hbo:4428	fertility	1.0	4	eflomal;gloss
raja rajanya	H4428	hbo:4428	fertility	1.0	9	eflomal;gloss
raja romawi	G2541	grc:2541	fertility	1.0	13	eflomal;gloss
raja salomo	H4428	hbo:4428	fertility	1.0	4	eflomal
raja sihon	H5511	hbo:5511	fertility	1.0	11	eflomal
raja tertinggi romawi	G2541	grc:2541	fertility	1.0	2	eflomal
raja tuanku	H4428	hbo:4428	fertility	1.0	2	eflomal
raja yoas	H4428	hbo:4428	fertility	1.0	2	eflomal
raja yosia	H4428	hbo:4428	fertility	1.0	3	eflomal
raksasa anakim	H6062	hbo:6062	fertility	1.0	5	eflomal
rama bernama	H7484	hbo:7484	fertility	1.0	2	eflomal
rambutnya dipotong	H4177	hbo:4177	fertility	1.0	2	eflomal
ramot gilead	H7433	hbo:7433	fertility	1.0	32	eflomal;gloss
rangka rangka	H7175	hbo:7175	fertility	1.0	5	eflomal
rangkaian bunga	H3914	hbo:3914	fertility	1.0	5	eflomal;gloss
rangkaian tirai	H7050	hbo:7050a	fertility	1.0	2	eflomal
rantai tembaga	H5178	hbo:5178	fertility	1.0	3	eflomal
ranting rantingnya	H6509	hbo:6509	fertility	1.0	2	eflomal
rasa bersalah	G4893	grc:4893	fertility	1.0	2	gloss
rasa hormat	H3374	hbo:3374	fertility	1.0	2	eflomal
rasa takut	G3954,G5401	grc:3954,grc:5401	phrasal	1.0	10	eflomal;gloss
rasanya tetaplah	G3306	grc:3306	fertility	1.0	2	eflomal
ratus nabi	H5030	hbo:5030	fertility	1.0	2	eflomal
raungan singa	H3715	hbo:3715	fertility	1.0	2	eflomal
raya pondok	H2282	hbo:2282	fertility	1.0	2	eflomal
rayakanlah paskah	H6453	hbo:6453	fertility	1.0	5	eflomal;gloss
rehabeam bernama naama	H5279	hbo:5279	fertility	1.0	3	eflomal
rehabeam membahas masalah	H7346	hbo:7346	fertility	1.0	2	eflomal
rehabeam rehabeam	H7346	hbo:7346	fertility	1.0	2	eflomal
rempah rempah	H1314	hbo:1314	fertility	1.0	13	eflomal;gloss
rempah rempah harum	G0759	grc:759	fertility	1.0	2	eflomal
rencana jahat	H7451	hbo:7451b	fertility	1.0	3	eflomal
rencana nya	G4286	grc:4286	fertility	1.0	4	eflomal;gloss
reruntuhan terbengkalai	H2723	hbo:2723	fertility	1.0	2	eflomal
rindu bertemu	G1971	grc:1971	fertility	1.0	2	eflomal
ringankanlah beban	H5923	hbo:5923	fertility	1.0	2	eflomal
roda melintang	H0212	hbo:0212	fertility	1.0	2	eflomal
roda roda samping	H0212	hbo:0212	fertility	1.0	2	eflomal
roh jahat	G1140,G4151	grc:1140,grc:4151	phrasal	1.0	11	eflomal;gloss
roh roh jahat	G1140	grc:1140	fertility	1.0	8	eflomal;gloss
rohmu ingin	G4289	grc:4289	fertility	1.0	4	eflomal;gloss
rombongan berangkat	H5265	hbo:5265	fertility	1.0	2	eflomal
rombongan penafsir bintang	G3097	grc:3097	fertility	1.0	2	eflomal
roti tebal	H2471	hbo:2471	fertility	1.0	2	eflomal
roti tidak beragi	H4682	hbo:4682	fertility	1.0	17	eflomal
ruang kosong	H7549	hbo:7549	fertility	1.0	4	eflomal;gloss
ruang ruang rumah	H1004	hbo:1004	fertility	1.0	2	eflomal
rumah allah	G2411,G3485	grc:2411,grc:3485	phrasal	1.0	95	eflomal;gloss
rumah allah membangunnya	G3485	grc:3485	fertility	1.0	2	eflomal
rumah allahmu	H0426	hbo:0426	fertility	1.0	2	gloss
rumah ibadah	H1004	hbo:1004	fertility	1.0	6	eflomal
rumah keluarga	H1004	hbo:1004	fertility	1.0	2	eflomal
rumah pertemuan	G0752,G4864	grc:752,grc:4864	phrasal	1.0	28	eflomal;gloss
rumah pertemuan yahudi	G4864	grc:4864	fertility	1.0	5	eflomal
rumah rumah pertemuan yahudi	G4864	grc:4864	fertility	1.0	2	eflomal
rumah rumahmu	H1004	hbo:1004	fertility	1.0	2	eflomal
rumah tangganya	H1004	hbo:1004	fertility	1.0	3	eflomal
rumput berduri	G0173	grc:173	fertility	1.0	5	eflomal
rumput hijau	H1877	hbo:1877	fertility	1.0	2	eflomal
rusa betina	H0365	hbo:0365	fertility	1.0	4	eflomal;gloss
rusa kijang	H6643	hbo:6643a	fertility	1.0	3	eflomal
rusa rusa betina	H0355	hbo:0355	fertility	1.0	2	eflomal
saat melihat	H7200	hbo:7200	fertility	1.0	2	eflomal
sabar mendengarkan	G0430	grc:430	fertility	1.0	3	gloss
sahabat sahabat	G5384	grc:5384	fertility	1.0	2	eflomal
sahabat sahabatnya	G5384	grc:5384	fertility	1.0	4	eflomal;gloss
sahabat yang terkasih	G0027	grc:27	fertility	1.0	2	eflomal
sakit ayan	G4583	grc:4583	fertility	1.0	2	gloss
sakit keras	G0770	grc:770	fertility	1.0	2	eflomal
sakit parah	H2470	hbo:2470	fertility	1.0	5	eflomal
saksi mata	G3144	grc:3144	fertility	1.0	6	eflomal
salah satu	G1520	grc:1520	fertility	1.0	34	eflomal
salah seorang	G1520	grc:1520	fertility	1.0	11	eflomal
salam kepada	G0782	grc:782	fertility	1.0	18	eflomal
salam untukmu	G0782	grc:782	fertility	1.0	2	eflomal
saling mengasihi kasih	G0026	grc:26	fertility	1.0	2	eflomal
salmaneser asyur	H0804	hbo:0804	fertility	1.0	2	eflomal
salomo salomo	H8010	hbo:8010	fertility	1.0	2	eflomal
sama berusaha menjaring	H7469	hbo:7469	fertility	1.0	5	eflomal
sama sekali	G3762	grc:3762	fertility	1.0	2	eflomal
samai adalah	H8060	hbo:8060	fertility	1.0	3	eflomal
samaria ibukota	H8111	hbo:8111	fertility	1.0	3	eflomal
sambil berkata	G3004	grc:3004	fertility	1.0	8	eflomal
sambil berteriak teriak	G2896	grc:2896	fertility	1.0	4	eflomal
sambil memuji muji	G1392	grc:1392	fertility	1.0	2	eflomal
sambil meratap	H1058	hbo:1058	fertility	1.0	2	eflomal
sampai puas	H7937	hbo:7937	fertility	1.0	4	eflomal;gloss
sampaikan salam	G0782	grc:782	fertility	1.0	2	eflomal
sampaikan salam kepada	G0782	grc:782	fertility	1.0	4	eflomal
samping kanan	H3225	hbo:3225	fertility	1.0	2	eflomal
samuel samuel	H8050	hbo:8050	fertility	1.0	3	eflomal
sana mempersembahkan	H2076	hbo:2076	fertility	1.0	2	eflomal
sanak saudara	H0251	hbo:0251	fertility	1.0	5	eflomal
sanak saudaramu	H0251	hbo:0251	fertility	1.0	3	eflomal
sanak saudaranya	H0251	hbo:0251	fertility	1.0	8	eflomal
sang anak	G5207	grc:5207	fertility	1.0	22	eflomal
sang anak domba	G0721	grc:721	fertility	1.0	3	eflomal
sang kudus allah	H6918	hbo:6918	fertility	1.0	11	eflomal
sang mahakudus	H6918	hbo:6918	fertility	1.0	4	eflomal
sang mahakudus allah	H6918	hbo:6918	fertility	1.0	3	eflomal
sang penguasa	H0136	hbo:0136	fertility	1.0	37	eflomal
sangat gembira	G5463	grc:5463	fertility	1.0	2	eflomal
sangat heran	G2296	grc:2296	fertility	1.0	5	eflomal
sangat keras	H1419	hbo:1419	fertility	1.0	2	eflomal
sangat ketakutan	H3372	hbo:3372	fertility	1.0	2	eflomal
sangat sedih	G4036	grc:4036	fertility	1.0	6	eflomal;gloss
sangat setia	G4103	grc:4103	fertility	1.0	2	eflomal
sangat tinggi	G5308	grc:5308	fertility	1.0	2	eflomal
sangat tua	H2204,H7872	hbo:2204,hbo:7872	phrasal	1.0	10	eflomal;gloss
sanggup menahan kantuk	G2480	grc:2480	fertility	1.0	2	eflomal
sanherib membubarkan	H5576	hbo:5576	fertility	1.0	2	eflomal
sapi milik	H7794	hbo:7794	fertility	1.0	3	eflomal
sapi sapinya	H1241	hbo:1241	fertility	1.0	2	eflomal
satu koin uang perak	G1220	grc:1220	fertility	1.0	4	eflomal;gloss
satu mempunyai	G1520	grc:1520	fertility	1.0	2	eflomal
satu satu	G1520	grc:1520	fertility	1.0	3	eflomal
saudara kandung	H0251	hbo:0251	fertility	1.0	2	eflomal
saudara kita	G0080	grc:80	fertility	1.0	2	eflomal
saudara laki laki	H0251	hbo:0251	fertility	1.0	7	eflomal
saudara perempuan makir	H0269	hbo:0269	fertility	1.0	2	eflomal
saudara saudara seiman	G0080	grc:80	fertility	1.0	3	eflomal
saudara saudara sesama	H0251	hbo:0251	fertility	1.0	2	eflomal
saudara saudaraku	H0251	hbo:0251	fertility	1.0	11	eflomal;gloss
saudara saudari seimanmu	G0080	grc:80	fertility	1.0	8	eflomal;gloss
saudara saudariku	G0080	grc:80	fertility	1.0	12	eflomal;gloss
saudara saudarimu	G0080	grc:80	fertility	1.0	5	eflomal;gloss
saudara saudarinya	G0080	grc:80	fertility	1.0	6	eflomal;gloss
saudara sebangsanya	H0251	hbo:0251	fertility	1.0	3	eflomal
saudara seiman	G0080	grc:80	fertility	1.0	21	eflomal
saudara seimanmu	G0080	grc:80	fertility	1.0	13	eflomal;gloss
saudara seimannya	G0080	grc:80	fertility	1.0	6	eflomal;gloss
saudara terdekat	H1350	hbo:1350	fertility	1.0	4	eflomal
saudaramu seiman	G0080	grc:80	fertility	1.0	2	gloss
saya bersukacita	G5463	grc:5463	fertility	1.0	3	eflomal
saya ditahan	H3414	hbo:3414a	fertility	1.0	5	eflomal
saya kasihi	G0027	grc:27	fertility	1.0	10	eflomal
saya tulis	G1125	grc:1125	fertility	1.0	5	eflomal
saya tuliskan	G1125	grc:1125	fertility	1.0	3	eflomal
saya yakin	G3982	grc:3982	fertility	1.0	6	eflomal
saya yeremia	H3414	hbo:3414a	fertility	1.0	2	eflomal
sayap sayap	H3671	hbo:3671	fertility	1.0	4	eflomal
sayap sayapnya	H3671	hbo:3671	fertility	1.0	4	eflomal;gloss
sayapnya lebar	H3671	hbo:3671	fertility	1.0	2	eflomal
seba bikri	H1075	hbo:1075	fertility	1.0	2	eflomal
sebagai kurban dibakar habis	H5930	hbo:5930	fertility	1.0	3	eflomal
sebagai raja	H4427	hbo:4427	fertility	1.0	2	eflomal
sebagai rasul	G0652	grc:652	fertility	1.0	5	eflomal
sebagai warisan	H5159	hbo:5159	fertility	1.0	2	eflomal
sebagian pasukan bersembunyi	H0693	hbo:0693	fertility	1.0	2	eflomal
sebanyak bintang	H3556	hbo:3556	fertility	1.0	3	gloss
sebatang pohon ara	G4808	grc:4808	fertility	1.0	2	eflomal
sebelah kiri	G2176	grc:2176	fertility	1.0	8	eflomal
sebelah selatan	H3225,H5045,H8486	hbo:3225,hbo:5045,hbo:8486	phrasal	1.0	22	eflomal;gloss
sebelah timur	H6926,H4217,H5676,H6924	hbo:6926,hbo:4217,hbo:5676,hbo:6924	phrasal	1.0	55	eflomal;gloss
sebelah utara	H6828	hbo:6828	fertility	1.0	20	eflomal
sebelum penciptaan	G0746	grc:746	fertility	1.0	2	eflomal
seberang kota yeriko	H3405	hbo:3405	fertility	1.0	2	gloss
sebidang tanah	H7704	hbo:7704	fertility	1.0	2	eflomal
sebuah batu	H0068	hbo:0068	fertility	1.0	10	eflomal
sebuah gua	H4631	hbo:4631	fertility	1.0	4	eflomal
sebuah kamar	H2315	hbo:2315	fertility	1.0	2	eflomal
sebuah kapal	G4143	grc:4143	fertility	1.0	2	eflomal
sebuah kereta	H5699	hbo:5699	fertility	1.0	3	eflomal
sebuah kitab	H5612	hbo:5612	fertility	1.0	7	eflomal
sebuah mezbah	H4196	hbo:4196	fertility	1.0	14	eflomal
sebuah pengingat	H5707	hbo:5707	fertility	1.0	2	eflomal
sebuah roti	G0740	grc:740	fertility	1.0	2	eflomal
sebuah sumur	H0875	hbo:0875	fertility	1.0	2	eflomal
sebut raja	G0935	grc:935	fertility	1.0	2	eflomal
secercah cahaya	H0216	hbo:0216	fertility	1.0	2	eflomal
sedang duduk	G2521	grc:2521	fertility	1.0	16	eflomal
sedang haid	H5079	hbo:5079	fertility	1.0	3	eflomal
sedang tidur	G2518	grc:2518	fertility	1.0	5	eflomal
sedang tidur nyenyak	G2518	grc:2518	fertility	1.0	2	eflomal
sedemikian memberkati	H5668	hbo:5668	fertility	1.0	2	eflomal
seekor binatang	G2342	grc:2342	fertility	1.0	2	eflomal
seekor burung tekukur	H8449	hbo:8449	fertility	1.0	2	gloss
seekor domba jantan	H3532,H0352	hbo:3532,hbo:0352	phrasal	1.0	25	eflomal;gloss
seekor keledai muda	G4454	grc:4454	fertility	1.0	4	eflomal
seekor unta	G2574	grc:2574	fertility	1.0	3	gloss
segala bangsa	G1484	grc:1484	fertility	1.0	2	eflomal
segala isinya	H4393	hbo:4393	fertility	1.0	7	eflomal;gloss
segar bugar	H5934	hbo:5934	fertility	1.0	2	eflomal
segelintir umat	H7611	hbo:7611	fertility	1.0	2	eflomal
segera kembali	G2064	grc:2064	fertility	1.0	2	eflomal
segerombolan orang	G3793	grc:3793	fertility	1.0	2	eflomal
sehari hari	H5656	hbo:5656	fertility	1.0	13	eflomal;gloss
sehat gemuk	H1277	hbo:1277	fertility	1.0	2	eflomal
sehat memerlukan	G5532	grc:5532	fertility	1.0	2	eflomal
sejak awal	H5271	hbo:5271	fertility	1.0	8	eflomal;gloss
sejak dahulu kala	H5769	hbo:5769	fertility	1.0	2	eflomal
sejak dulu	H5271	hbo:5271	fertility	1.0	3	eflomal
sejak kecil	H5271	hbo:5271	fertility	1.0	2	eflomal
sejumlah uang	G0694	grc:694	fertility	1.0	2	eflomal
sekeras batu	H0068	hbo:0068	fertility	1.0	2	eflomal
sekop abu	H3257	hbo:3257	fertility	1.0	2	eflomal
sekretaris kerajaan	H5608	hbo:5608a	fertility	1.0	5	eflomal
sekretaris negara	H5608	hbo:5608a	fertility	1.0	3	eflomal
sekretaris raja	H5608	hbo:5608a	fertility	1.0	4	gloss
sekuat tenaga	H3581	hbo:3581	fertility	1.0	4	eflomal
selama beberapa hari	G2250	grc:2250	fertility	1.0	3	eflomal
selama bulan	G3376	grc:3376	fertility	1.0	4	eflomal
selama masa	H3117	hbo:3117	fertility	1.0	7	eflomal
selama seribu	G5507	grc:5507	fertility	1.0	2	eflomal
selamanya lamanya	H5769	hbo:5769	fertility	1.0	6	eflomal;gloss
semakin banyak	H7235	hbo:7235	fertility	1.0	2	eflomal
semakin dewasa	G0837	grc:837	fertility	1.0	2	eflomal
semasa hidupnya menimbulkan ketakutan	H2851	hbo:2851	fertility	1.0	3	eflomal
sembelihan lainnya	H2077	hbo:2077	fertility	1.0	2	eflomal
sembilan pagi	G5154	grc:5154	fertility	1.0	2	eflomal
sempat melihat	H7200	hbo:7200	fertility	1.0	2	eflomal
senantiasa hidup tenang	G1515	grc:1515	fertility	1.0	3	eflomal
senantiasa hidup tenang menikmati	G1515	grc:1515	fertility	1.0	6	eflomal
seorang budak	G1401	grc:1401	fertility	1.0	5	eflomal
seorang farisi	G5330	grc:5330	fertility	1.0	5	gloss
seorang laki	H0376	hbo:0376	fertility	1.0	3	eflomal
seorang prajurit	H0376	hbo:0376	fertility	1.0	2	eflomal
seorang tentara	H0376	hbo:0376	fertility	1.0	2	eflomal
sepanjang malam	H3885	hbo:3885a	fertility	1.0	7	eflomal;gloss
sepasang sayap	H3671	hbo:3671	fertility	1.0	2	eflomal
sepatah kata	H1697	hbo:1697	fertility	1.0	3	eflomal
sepatah kata pun	H1697	hbo:1697	fertility	1.0	2	eflomal
seperti biji	G4687	grc:4687	fertility	1.0	2	eflomal
seperti terjangan banjir besar	H7857	hbo:7857	fertility	1.0	2	eflomal
sepi begini	G2047	grc:2047	fertility	1.0	4	eflomal;gloss
sepotong kayu	H6086	hbo:6086	fertility	1.0	2	eflomal
sepotong roti	H3899	hbo:3899	fertility	1.0	3	eflomal
sepuluh tanduk	G2768	grc:2768	fertility	1.0	4	gloss
serangga bersayap	H5775	hbo:5775	fertility	1.0	10	eflomal;gloss
serbuk dupa atasnya	H3828	hbo:3828	fertility	1.0	2	eflomal
seru mengatakan pesan	H5012	hbo:5012	fertility	1.0	2	eflomal
seruanku ya allah	H5329	hbo:5329	fertility	1.0	2	eflomal
seseorang melapor	H5046	hbo:5046	fertility	1.0	2	eflomal
seseorang memberitahu	H5046	hbo:5046	fertility	1.0	2	eflomal
sesosok malaikat	G0032	grc:32	fertility	1.0	2	eflomal
sesuai ajaran benar	G0225	grc:225	fertility	1.0	2	eflomal
sesudah kematian	G3498	grc:3498	fertility	1.0	3	gloss
setan setan berulang kali memohon	G3870	grc:3870	fertility	1.0	2	eflomal
setelah keluar	H3318	hbo:3318	fertility	1.0	2	eflomal
setia menaati	H8104	hbo:8104	fertility	1.0	3	eflomal
setia mengasihi	H2617	hbo:2617	fertility	1.0	13	eflomal
setia mengasihiku	H2617	hbo:2617	fertility	1.0	9	eflomal;gloss
setiap kali	H1767	hbo:1767	fertility	1.0	5	eflomal
setiap takut	H3373	hbo:3373	fertility	1.0	3	eflomal
setinggi leher	H6677	hbo:6677	fertility	1.0	2	eflomal
setinggi meter	H0520	hbo:0520	fertility	1.0	2	eflomal
seumur hidupku	H3117	hbo:3117	fertility	1.0	2	eflomal
siap sedia	G2092	grc:2092	fertility	1.0	3	eflomal
siapa pun tidak	G3762	grc:3762	fertility	1.0	3	eflomal
sidang pemimpin	H2205	hbo:2205	fertility	1.0	2	eflomal
simei simei	H8096	hbo:8096	fertility	1.0	2	eflomal
simon disebut	G4613	grc:4613	fertility	1.0	3	eflomal
sinar kemuliaan	G1391	grc:1391	fertility	1.0	3	eflomal
sini negeri	H0776	hbo:0776	fertility	1.0	2	eflomal
sion bukit	H2022	hbo:2022	fertility	1.0	2	eflomal
sirip sekaligus	H5579	hbo:5579	fertility	1.0	4	eflomal;gloss
sisa orang	H7611	hbo:7611	fertility	1.0	3	eflomal
sisa sisa	H7605,H7611	hbo:7605,hbo:7611	phrasal	1.0	7	eflomal;gloss
sisi mezbah	H4196	hbo:4196	fertility	1.0	3	eflomal
sore hari	H6153	hbo:6153	fertility	1.0	3	eflomal
sotoh rumah	H1406	hbo:1406	fertility	1.0	5	eflomal
sotoh rumahnya	H1406	hbo:1406	fertility	1.0	2	gloss
suara keramaian	H6963	hbo:6963	fertility	1.0	2	eflomal
suatu bangsa	H1471	hbo:1471	fertility	1.0	4	eflomal
suatu hari sabat	G4521	grc:4521	fertility	1.0	2	eflomal
suatu penglihatan	G3705	grc:3705	fertility	1.0	2	eflomal
suatu rumah	G3614	grc:3614	fertility	1.0	2	eflomal
suatu tanda	H0226	hbo:0226	fertility	1.0	4	eflomal
sudah mati	G3498	grc:3498	fertility	1.0	10	eflomal
sudah menjadikannya	G4160	grc:4160	fertility	1.0	3	eflomal
sudah sangat tua	H2204	hbo:2204	fertility	1.0	12	eflomal;gloss
sudah siap	G2092	grc:2092	fertility	1.0	2	eflomal
sudah terlalu tua	H2204	hbo:2204	fertility	1.0	5	eflomal;gloss
sudah tua	H2204	hbo:2204	fertility	1.0	10	eflomal;gloss
sujud hadapan	G4352	grc:4352	fertility	1.0	3	eflomal
sujud menyembahku	G4352	grc:4352	fertility	1.0	2	gloss
suka bergosip	H7400	hbo:7400	fertility	1.0	2	gloss
suka berkelahi	G3943	grc:3943	fertility	1.0	4	eflomal;gloss
suka bertengkar	H4079	hbo:4079	fertility	1.0	2	eflomal
suka duduk	G4411	grc:4411	fertility	1.0	2	eflomal
suka memfitnah	H7400	hbo:7400	fertility	1.0	2	gloss
sukacita kegirangan	H8342	hbo:8342	fertility	1.0	2	eflomal
suku asyer	H0836	hbo:0836	fertility	1.0	6	eflomal
suku bangsa	G1484	grc:1484	fertility	1.0	4	eflomal
suku benyamin	H1144	hbo:1144	fertility	1.0	32	eflomal
suku gad	H1410	hbo:1410	fertility	1.0	2	eflomal
suku israel	H3478	hbo:3478	fertility	1.0	4	eflomal
suku lewi bertugas	H3881	hbo:3881	fertility	1.0	2	eflomal
suku simeon	H8095	hbo:8095	fertility	1.0	3	eflomal
suku yehuda	H3063	hbo:3063	fertility	1.0	16	eflomal
