# Hebrew Strong's pairs with highly similar per-book occurrence profiles — a free
# approximation of SDBH's `ctx` (contextual/situational) domain axis, NOT the `core`
# (concept/synonymy) axis every other signal in this pipeline targets. Derived entirely
# from public-domain WLC occurrence counts. Validated 2026-08 at 45.6% SDBH ctx-agreement
# vs. 13.81% random baseline. NOT wired into build_semantic_neighbors.py — see
# build_genre_context_pairs.py's docstring for why.
strong_a	strong_b	cosine
	H6440	0.9844
	H4480	0.9842
	H3605	0.9832
	H5921	0.9732
	H3117	0.9681
	H3027	0.9668
	H0935	0.9659
	H1961	0.9651
	H3318	0.9625
	H0413	0.9555
	H5414	0.9468
	H1931	0.9413
	H0853	0.94
	H5704	0.9394
	H1696	0.9326
	H5971	0.9307
	H7725	0.9304
	H6213	0.9288
	H0834	0.927
	H7200	0.9257
	H3651	0.9255
	H5869	0.9254
	H3772	0.9252
	H1992	0.9236
	H5927	0.9222
	H3068	0.9163
	H1285	0.9153
	H5375	0.9127
	H3427	0.9124
	H7760	0.9111
H0001	H8141	0.9004
H0003	H7690	0.9386
H0003	H4448	0.9061
H0003	H2445	0.9045
H0003	H3961	0.9045
H0003	H5135	0.9045
H0003	H1113	0.9045
H0003	H0317	0.9045
H0003	H0321	0.9045
H0003	H7985	0.9045
H0003	H6922	0.9045
H0011	H2714	0.967
H0011	H4985	0.9574
H0011	H0652	0.9418
H0011	H8615	0.9349
H0011	H0433	0.9292
H0011	H1846	0.9284
H0011	H6757	0.9281
H0011	H6275	0.9206
H0011	H2441	0.9113
H0011	H8503	0.9091
H0011	H8535	0.9045
H0011	H8454	0.9027
H0024	H7603	0.9909
H0024	H5572	0.9668
H0024	H8438	0.9337
H0024	H2805	0.9295
H0024	H7848	0.9255
H0024	H2833	0.9253
H0024	H7794	0.923
H0024	H3547	0.9209
H0024	H8144	0.9198
H0024	H3727	0.9145
H0024	H7067	0.9037
H0024	H3871	0.9035
H0026	H1555	0.9996
H0026	H3902	0.9974
H0026	H3129	0.9872
H0026	H7586	0.9871
H0026	H0293	0.981
H0026	H0288	0.981
H0026	H2595	0.9702
H0026	H6430	0.969
H0026	H3448	0.9677
H0026	H6860	0.9533
H0026	H3003	0.9079
H0027	H0460	1.0
H0027	H4371	1.0
H0027	H1441	1.0
H0027	H6686	1.0
H0027	H5996	1.0
H0027	H6701	1.0
H0027	H6295	1.0
H0027	H5918	1.0
H0027	H6301	1.0
H0027	H0299	1.0
H0027	H5881	1.0
H0027	H6302	1.0
H0027	H1109	0.9972
H0027	H1714	0.9971
H0027	H2023	0.9959
H0027	H7086	0.9912
H0027	H4084	0.9864
H0027	H1885	0.9847
H0027	H6241	0.9826
H0027	H0048	0.9774
H0027	H6914	0.9701
H0027	H6465	0.9701
H0027	H6834	0.9623
H0027	H5262	0.9575
H0027	H2583	0.9559
H0027	H5106	0.9487
H0027	H1101	0.9417
H0027	H4455	0.9285
H0027	H4219	0.9267
H0029	H3665	0.9204
H0029	H4762	0.9133
H0029	H5449	0.9055
H0030	H4276	0.9415
H0030	H5656	0.92
H0030	H1538	0.9027
H0030	H6019	0.9014
H0034	H6041	0.9373
H0034	H2603	0.9328
H0034	H8150	0.9295
H0034	H6664	0.9242
H0034	H6862	0.9232
H0034	H5797	0.9232
H0034	H7834	0.9223
H0034	H5641	0.9216
H0034	H2143	0.919
H0034	H5643	0.9175
H0034	H6341	0.9145
H0034	H8415	0.9135
H0038	H0049	1.0
H0038	H5022	0.9878
H0038	H0590	0.9864
H0038	H1201	0.9819
H0038	H5696	0.9806
H0038	H7172	0.9608
H0038	H6018	0.9608
H0038	H4350	0.9506
H0038	H3805	0.9449
H0038	H8656	0.9206
H0038	H0138	0.9177
H0038	H0348	0.9062
H0038	H2294	0.9045
H0038	H0281	0.9017
H0040	H0329	0.9676
H0040	H7926	0.9417
H0040	H1683	0.9084
H0041	H0285	0.9255
H0041	H1533	0.9255
H0041	H3761	0.917
H0041	H1732	0.9032
H0041	H7027	0.9006
H0044	H6274	0.9478
H0044	H6553	0.9467
H0044	H5658	0.9358
H0046	H1348	0.9625
H0046	H8173	0.96
H0046	H3816	0.954
H0046	H0972	0.9428
H0046	H2682	0.9354
H0046	H2825	0.9286
H0046	H3335	0.9183
H0046	H2795	0.912
H0046	H4924	0.9117
H0046	H7817	0.9117
H0046	H6168	0.9071
H0046	H1254	0.9043
H0047	H1826	0.9245
H0047	H4565	0.9172
H0047	H0954	0.9145
H0047	H1832	0.9082
H0048	H1885	0.9925
H0048	H2023	0.9844
H0048	H2698	0.9823
H0048	H1109	0.9792
H0048	H6914	0.9778
H0048	H0468	0.9774
H0048	H4371	0.9774
H0048	H6301	0.9774
H0048	H1583	0.9774
H0048	H5106	0.9658
H0048	H4219	0.9284
H0048	H7131	0.9209
H0048	H5682	0.9209
H0048	H6260	0.9019
H0049	H5022	0.9878
H0049	H0590	0.9864
H0049	H1201	0.9819
H0049	H5696	0.9806
H0049	H7172	0.9608
H0049	H6018	0.9608
H0049	H4350	0.9506
H0049	H3805	0.9449
H0049	H8656	0.9206
H0049	H0138	0.9177
H0049	H0348	0.9062
H0049	H2294	0.9045
H0049	H0281	0.9017
H0050	H3449	0.9989
H0050	H2069	0.9762
H0050	H0501	0.9718
H0050	H3166	0.9718
H0050	H8060	0.9701
H0050	H0682	0.9701
H0050	H3936	0.9701
H0050	H8092	0.9701
H0050	H3043	0.9701
H0050	H3469	0.9701
H0050	H1647	0.9658
H0050	H8019	0.9625
H0050	H5820	0.9625
H0050	H1231	0.9507
H0050	H3713	0.9452
H0050	H2228	0.9417
H0050	H0461	0.9412
H0050	H5798	0.9148
H0050	H2066	0.9037
H0050	H4317	0.9006
H0052	H0074	0.996
H0052	H1262	0.9894
H0052	H1075	0.9417
H0052	H6717	0.9417
H0052	H4648	0.9417
H0052	H0728	0.9417
H0052	H0550	0.939
H0052	H0302	0.936
H0052	H2365	0.9353
H0052	H0863	0.9345
H0073	H4888	0.9792
H0073	H4394	0.9755
H0073	H6532	0.9715
H0073	H3727	0.9689
H0073	H4701	0.9628
H0073	H2557	0.9537
H0073	H8438	0.9314
H0073	H6016	0.9242
H0073	H8144	0.921
H0073	H7603	0.9174
H0073	H2889	0.9106
H0073	H4370	0.9015
H0074	H1262	0.9952
H0074	H0550	0.961
H0074	H2365	0.9609
H0074	H0728	0.9606
H0074	H1075	0.9606
H0074	H6717	0.9606
H0074	H4648	0.9606
H0074	H0302	0.9594
H0074	H0863	0.9584
H0085	H3327	0.9972
H0085	H8392	0.9962
H0085	H3876	0.9957
H0085	H0087	0.9946
H0085	H2845	0.9945
H0085	H5146	0.9943
H0085	H2153	0.994
H0085	H8297	0.994
H0085	H6124	0.994
H0085	H5348	0.994
H0085	H3130	0.993
H0085	H6711	0.992
H0085	H6820	0.9773
H0085	H7666	0.974
H0085	H0485	0.9716
H0085	H6718	0.9704
H0085	H3290	0.962
H0085	H2472	0.9597
H0085	H1581	0.9595
H0085	H2752	0.9594
H0085	H0875	0.9531
H0085	H1657	0.952
H0085	H7431	0.9513
H0085	H6509	0.9507
H0085	H4033	0.9478
H0085	H2492	0.9457
H0085	H8352	0.9448
H0085	H7430	0.9402
H0085	H5467	0.9381
H0085	H8198	0.922
H0085	H8248	0.9208
H0085	H2029	0.9202
H0085	H0126	0.9149
H0085	H6636	0.9149
H0087	H6623	0.9997
H0087	H6124	0.9997
H0087	H1783	0.9997
H0087	H2153	0.9997
H0087	H5470	0.9997
H0087	H8297	0.9997
H0087	H6307	0.9997
H0087	H4375	0.9997
H0087	H6622	0.9997
H0087	H4471	0.9997
H0087	H2845	0.9981
H0087	H5146	0.9975
H0087	H5152	0.9969
H0087	H3929	0.9964
H0087	H3130	0.9923
H0087	H6215	0.9915
H0087	H3327	0.9882
H0087	H6718	0.9712
H0087	H0875	0.9505
H0090	H2584	0.9899
H0090	H2652	0.9899
H0090	H5941	0.9895
H0090	H8050	0.9895
H0090	H0397	0.9845
H0090	H4634	0.9842
H0090	H1712	0.9819
H0090	H7084	0.9751
H0090	H1673	0.9707
H0090	H7586	0.9613
H0090	H5909	0.9333
H0091	H2060	1.0
H0091	H0635	1.0
H0091	H6332	1.0
H0091	H2001	0.9998
H0091	H4782	0.9997
H0091	H0325	0.9988
H0091	H0144	0.9923
H0091	H1246	0.9899
H0091	H4436	0.9695
H0091	H4082	0.9578
H0091	H3366	0.9578
H0091	H1002	0.9325
H0091	H3064	0.9321
H0091	H4960	0.9167
H0098	H2795	0.9339
H0098	H5034	0.9339
H0098	H3335	0.9033
H0100	H8414	0.9208
H0100	H2191	0.9152
H0102	H0170	1.0
H0102	H0172	1.0
H0102	H6788	1.0
H0102	H8457	1.0
H0102	H5361	1.0
H0102	H2851	1.0
H0102	H1463	0.9959
H0102	H6921	0.9929
H0102	H8372	0.9918
H0102	H4058	0.9905
H0102	H1147	0.9899
H0102	H1508	0.9899
H0102	H4805	0.9866
H0102	H2435	0.9864
H0102	H6288	0.9864
H0102	H2094	0.9827
H0102	H1864	0.9827
H0102	H6442	0.9814
H0102	H4181	0.9802
H0102	H4658	0.9733
H0102	H6706	0.9701
H0102	H2259	0.9701
H0102	H0212	0.9695
H0102	H1823	0.9684
H0102	H4923	0.9623
H0102	H8602	0.9623
H0102	H7553	0.9562
H0102	H8422	0.9449
H0102	H8201	0.9449
H0102	H2864	0.9449
H0102	H6311	0.9447
H0102	H0361	0.9432
H0102	H1500	0.9428
H0102	H8636	0.9428
H0102	H1785	0.9428
H0102	H6181	0.9428
H0102	H7253	0.9285
H0102	H2458	0.9285
H0102	H7016	0.9167
H0102	H4670	0.9129
H0102	H2902	0.9113
H0102	H0374	0.9087
H0102	H0402	0.9054
H0102	H7426	0.9045
H0107	H7645	0.9045
H0107	H3111	0.9045
H0107	H5571	0.9045
H0113	H5650	0.9068
H0113	H4994	0.9029
H0116	H7662	0.9999
H0116	H1297	0.9999
H0116	H1722	0.9993
H0116	H1933	0.9978
H0116	H8532	0.9976
H0116	H8065	0.9967
H0116	H0383	0.9948
H0116	H5312	0.9923
H0116	H5020	0.9918
H0116	H1768	0.9916
H0116	H0479	0.9894
H0116	H5559	0.9859
H0116	H8624	0.9718
H0116	H2298	0.9608
H0116	H7989	0.9337
H0117	H2781	0.903
H0117	H0954	0.9002
H0117	H3119	0.9
H0119	H7098	0.9552
H0119	H7848	0.9534
H0119	H6472	0.9487
H0119	H2053	0.9487
H0119	H0171	0.9487
H0119	H7165	0.9487
H0119	H4225	0.9487
H0119	H3924	0.9487
H0119	H2213	0.9487
H0119	H5450	0.9487
H0119	H7757	0.9404
H0125	H0934	1.0
H0125	H6581	1.0
H0125	H4348	1.0
H0125	H3849	1.0
H0125	H4134	1.0
H0125	H7147	1.0
H0125	H5424	1.0
H0125	H5997	0.9959
H0125	H5061	0.994
H0125	H8359	0.9939
H0125	H6883	0.9895
H0125	H8263	0.9879
H0125	H6187	0.9872
H0125	H0234	0.9864
H0125	H8318	0.9831
H0125	H0931	0.9733
H0125	H4465	0.9707
H0125	H3481	0.9701
H0125	H3104	0.9679
H0125	H2893	0.9631
H0125	H6154	0.9594
H0125	H1353	0.9487
H0125	H4432	0.9285
H0126	H6636	1.0
H0126	H2752	0.9351
H0126	H3876	0.9221
H0126	H6215	0.9203
H0126	H6820	0.9199
H0126	H3327	0.9192
H0126	H7666	0.9177
H0126	H2153	0.9045
H0126	H8297	0.9045
H0134	H7175	0.9987
H0134	H7165	0.9966
H0134	H0171	0.9966
H0134	H4225	0.9966
H0134	H8246	0.9966
H0134	H6472	0.9966
H0134	H3924	0.9966
H0134	H5450	0.9966
H0134	H2213	0.9966
H0134	H2053	0.9966
H0134	H0713	0.9866
H0134	H8504	0.9855
H0134	H8438	0.9747
H0134	H8144	0.9735
H0134	H5561	0.9683
H0134	H7050	0.9628
H0134	H4539	0.9557
H0134	H3547	0.9548
H0134	H6363	0.954
H0134	H4501	0.9105
H0134	H1280	0.9022
H0134	H8401	0.9014
H0136	H6928	0.9872
H0136	H4383	0.9673
H0136	H3308	0.9626
H0136	H4058	0.961
H0136	H6288	0.9599
H0136	H1823	0.9574
H0136	H4923	0.9543
H0136	H6921	0.95
H0136	H3639	0.9444
H0136	H1534	0.9442
H0136	H4911	0.9325
H0136	H4720	0.9303
H0136	H6864	0.9219
H0136	H8210	0.9175
H0136	H5766	0.9163
H0138	H2294	0.9684
H0138	H6018	0.9368
H0138	H0281	0.9309
H0138	H5022	0.9064
H0138	H0590	0.9052
H0138	H1201	0.9011
H0144	H0325	0.9954
H0144	H2060	0.9923
H0144	H0635	0.9923
H0144	H6332	0.9923
H0144	H2001	0.9921
H0144	H4782	0.992
H0144	H1246	0.9823
H0144	H4082	0.9778
H0144	H4436	0.9716
H0144	H3366	0.9504
H0144	H1002	0.9369
H0144	H4960	0.9324
H0144	H1882	0.9191
H0154	H0794	0.9843
H0154	H6947	0.9806
H0154	H3383	0.9148
H0154	H5747	0.9089
H0154	H2768	0.9062
H0154	H1316	0.9008
H0157	H8130	0.9252
H0164	H1839	0.9927
H0164	H1807	0.9923
H0164	H1439	0.9923
H0164	H1492	0.9923
H0164	H8123	0.9923
H0164	H4495	0.9923
H0164	H1603	0.9923
H0164	H3316	0.991
H0164	H3378	0.9894
H0164	H6759	0.9882
H0164	H6084	0.9443
H0164	H4318	0.9424
H0164	H8025	0.9034
H0168	H4150	0.936
H0168	H0175	0.9307
H0168	H5514	0.9215
H0168	H7004	0.908
H0168	H4872	0.9061
H0170	H8457	1.0
H0170	H6788	1.0
H0170	H0172	1.0
H0170	H2851	1.0
H0170	H5361	1.0
H0170	H1463	0.9959
H0170	H6921	0.9929
H0170	H8372	0.9918
H0170	H4058	0.9905
H0170	H1147	0.9899
H0170	H1508	0.9899
H0170	H4805	0.9866
H0170	H2435	0.9864
H0170	H6288	0.9864
H0170	H2094	0.9827
H0170	H1864	0.9827
H0170	H6442	0.9814
H0170	H4181	0.9802
H0170	H4658	0.9733
H0170	H6706	0.9701
H0170	H2259	0.9701
H0170	H0212	0.9695
H0170	H1823	0.9684
H0170	H4923	0.9623
H0170	H8602	0.9623
H0170	H7553	0.9562
H0170	H2864	0.9449
H0170	H8636	0.9428
H0170	H1785	0.9428
H0170	H6181	0.9428
H0170	H2458	0.9285
H0170	H7016	0.9167
H0170	H4670	0.9129
H0170	H2902	0.9113
H0170	H0402	0.9054
H0171	H5450	1.0
H0171	H3503	1.0
H0171	H2213	1.0
H0171	H8246	1.0
H0171	H7806	1.0
H0171	H3924	1.0
H0171	H4225	1.0
H0171	H7165	1.0
H0171	H2053	1.0
H0171	H6472	1.0
H0171	H7175	0.9989
H0171	H7848	0.9985
H0171	H2833	0.9962
H0171	H3730	0.9961
H0171	H3407	0.9959
H0171	H2805	0.9899
H0171	H2885	0.988
H0171	H4345	0.9864
H0171	H5572	0.9806
H0171	H6395	0.9701
H0171	H3717	0.9701
H0171	H6157	0.9615
H0171	H1212	0.9608
H0171	H7050	0.9532
H0171	H0641	0.9331
H0171	H2392	0.9045
H0172	H8457	1.0
H0172	H6788	1.0
H0172	H2851	1.0
H0172	H5361	1.0
H0172	H1463	0.9959
H0172	H6921	0.9929
H0172	H8372	0.9918
H0172	H4058	0.9905
H0172	H1147	0.9899
H0172	H1508	0.9899
H0172	H4805	0.9866
H0172	H2435	0.9864
H0172	H6288	0.9864
H0172	H2094	0.9827
H0172	H1864	0.9827
H0172	H6442	0.9814
H0172	H4181	0.9802
H0172	H4658	0.9733
H0172	H6706	0.9701
H0172	H2259	0.9701
H0172	H1823	0.9684
H0172	H4923	0.9623
H0172	H8602	0.9623
H0172	H7553	0.9562
H0172	H2864	0.9449
H0172	H0361	0.9432
H0172	H1785	0.9428
H0172	H6181	0.9428
H0172	H7253	0.9285
H0172	H2458	0.9285
H0172	H7016	0.9167
H0172	H4670	0.9129
H0172	H2902	0.9113
H0172	H0374	0.9087
H0172	H0402	0.9054
H0173	H0583	0.9997
H0173	H2039	0.9997
H0173	H3929	0.9991
H0173	H7018	0.9985
H0173	H4968	0.9985
H0173	H2845	0.9979
H0173	H3315	0.9971
H0173	H1090	0.9971
H0173	H5152	0.9949
H0173	H0672	0.9947
H0173	H1328	0.9935
H0173	H4111	0.9798
H0173	H1581	0.9556
H0173	H2752	0.9535
H0173	H8352	0.9449
H0175	H5514	0.9689
H0175	H3725	0.9638
H0175	H4872	0.9555
H0175	H4150	0.9444
H0175	H4276	0.9411
H0175	H7004	0.9329
H0175	H7550	0.932
H0175	H5736	0.9315
H0175	H4682	0.9177
H0175	H7637	0.9022
H0176	H3722	0.9668
H0176	H7785	0.9637
H0176	H2100	0.9631
H0176	H2373	0.9604
H0176	H2471	0.9602
H0176	H0801	0.9587
H0176	H1626	0.9545
H0176	H7902	0.9521
H0176	H5785	0.9495
H0176	H2460	0.9473
H0176	H7126	0.9458
H0176	H7364	0.9325
H0176	H3971	0.9228
H0176	H2881	0.9167
H0178	H3049	0.9051
H0185	H4689	0.9272
H0185	H8059	0.9177
H0185	H0781	0.9035
H0188	H5297	0.9155
H0188	H4133	0.9045
H0191	H0200	0.9859
H0191	H7389	0.9851
H0191	H6102	0.9851
H0191	H7176	0.9808
H0191	H3948	0.9797
H0191	H8419	0.9791
H0191	H6175	0.9737
H0191	H4148	0.9734
H0191	H4288	0.9648
H0191	H2743	0.9622
H0191	H8394	0.9596
H0191	H7326	0.9585
H0191	H1847	0.9548
H0191	H7036	0.9513
H0191	H7279	0.9397
H0191	H8572	0.938
H0191	H3686	0.9309
H0191	H6089	0.9278
H0191	H5557	0.9278
H0191	H4270	0.916
H0191	H2449	0.9145
H0191	H6038	0.9067
H0191	H5317	0.9067
H0191	H4617	0.9051
H0199	H8489	0.9427
H0199	H1204	0.9007
H0200	H7389	0.9962
H0200	H6102	0.9962
H0200	H8419	0.9901
H0200	H7326	0.9734
H0200	H7176	0.9665
H0200	H6175	0.9595
H0200	H3948	0.9572
H0200	H4288	0.952
H0200	H4148	0.9474
H0200	H2743	0.9438
H0200	H3686	0.9374
H0200	H6089	0.9341
H0200	H7279	0.9341
H0200	H8394	0.9339
H0200	H4270	0.9303
H0200	H6038	0.9273
H0200	H5317	0.9273
H0200	H8572	0.9273
H0200	H2449	0.9198
H0200	H7036	0.9181
H0200	H5557	0.9142
H0200	H6141	0.9077
H0205	H7491	0.976
H0205	H7834	0.9677
H0205	H2135	0.9547
H0205	H6467	0.9536
H0205	H0238	0.9534
H0205	H6041	0.9491
H0205	H7482	0.9471
H0205	H5086	0.9454
H0205	H5332	0.9448
H0205	H7293	0.9395
H0205	H1343	0.9391
H0205	H3956	0.9316
H0205	H5641	0.9304
H0205	H7845	0.924
H0205	H6341	0.9116
H0205	H5081	0.9066
H0205	H7368	0.9033
H0205	H5643	0.9033
H0207	H2407	1.0
H0207	H2929	1.0
H0207	H0475	0.9903
H0207	H6126	0.9847
H0207	H1137	0.9811
H0207	H4918	0.9763
H0207	H2811	0.967
H0207	H4409	0.967
H0207	H2828	0.967
H0207	H4441	0.9661
H0207	H2815	0.9507
H0207	H3048	0.9439
H0207	H2605	0.9437
H0207	H6305	0.9211
H0209	H8646	0.9787
H0209	H4435	0.9745
H0209	H7956	0.9667
H0209	H2585	0.9535
H0209	H3667	0.9532
H0209	H6147	0.9478
H0209	H3130	0.9402
H0209	H7467	0.9355
H0209	H2752	0.9355
H0209	H0875	0.9319
H0209	H3211	0.9005
H0212	H6442	0.9895
H0212	H0361	0.983
H0212	H8372	0.9825
H0212	H2435	0.9818
H0212	H4058	0.9698
H0212	H6788	0.9695
H0212	H2851	0.9695
H0212	H5361	0.9695
H0212	H7341	0.9362
H0212	H3282	0.9329
H0212	H8481	0.922
H0212	H4060	0.9193
H0215	H5148	0.9336
H0215	H3225	0.9209
H0215	H7896	0.9129
H0215	H3884	0.9076
H0215	H2617	0.9037
H0215	H8668	0.9017
H0216	H2822	0.9593
H0216	H3882	0.9521
H0216	H3511	0.9494
H0216	H6083	0.9291
H0216	H7449	0.927
H0216	H5645	0.9233
H0216	H5050	0.9227
H0216	H6211	0.9106
H0221	H1212	0.9096
H0223	H0550	0.9688
H0223	H2365	0.9686
H0223	H0728	0.9686
H0223	H6717	0.9686
H0223	H1075	0.9686
H0223	H4648	0.9686
H0223	H0302	0.9671
H0223	H0863	0.9661
H0223	H0886	0.9577
H0223	H1262	0.9498
H0223	H1271	0.9379
H0223	H1196	0.9278
H0231	H0801	0.9631
H0231	H2471	0.9608
H0231	H3722	0.9591
H0231	H3526	0.957
H0231	H2373	0.9557
H0231	H8453	0.9508
H0231	H5137	0.9502
H0231	H0249	0.9468
H0231	H2460	0.9403
H0231	H7126	0.9401
H0231	H8573	0.939
H0231	H4744	0.9381
H0231	H7785	0.9348
H0232	H1959	0.9798
H0232	H8205	0.9558
H0232	H6808	0.9544
H0232	H7280	0.9477
H0232	H0894	0.9436
H0232	H2865	0.9434
H0232	H3778	0.9407
H0232	H8048	0.9383
H0232	H5310	0.9338
H0232	H5116	0.9323
H0232	H5297	0.9262
H0232	H7611	0.9252
H0232	H4133	0.925
H0232	H1865	0.9234
H0232	H3341	0.9157
H0232	H1155	0.9105
H0234	H3526	0.9866
H0234	H4134	0.9864
H0234	H5424	0.9864
H0234	H0934	0.9864
H0234	H7147	0.9864
H0234	H6581	0.9864
H0234	H3849	0.9864
H0234	H4348	0.9864
H0234	H5997	0.9823
H0234	H5137	0.9761
H0234	H2373	0.9759
H0234	H0801	0.9757
H0234	H0817	0.9756
H0234	H2893	0.9698
H0234	H2460	0.9665
H0234	H8453	0.9628
H0234	H2930	0.9585
H0234	H8181	0.9547
H0235	H1837	0.9278
H0235	H3488	0.927
H0235	H3705	0.9265
H0235	H0424	0.9244
H0235	H8421	0.9235
H0235	H6538	0.9106
H0235	H3061	0.9104
H0238	H5332	0.9642
H0238	H7293	0.9616
H0238	H6041	0.9575
H0238	H8398	0.9567
H0238	H6664	0.9535
H0238	H6862	0.9477
H0238	H5641	0.9472
H0238	H0585	0.9462
H0238	H2363	0.946
H0238	H6960	0.9437
H0238	H7482	0.9435
H0238	H6697	0.939
H0238	H7834	0.9339
H0238	H0247	0.9313
H0238	H5209	0.9238
H0238	H1809	0.923
H0238	H5086	0.9221
H0238	H5643	0.9102
H0238	H3882	0.9094
H0241	H6963	0.9271
H0241	H0369	0.9261
H0241	H3588	0.9203
H0241	H7489	0.9076
H0241	H8085	0.9059
H0241	H0408	0.9051
H0241	H5186	0.9024
H0241	H3808	0.9013
H0247	H7293	0.9571
H0247	H0585	0.9532
H0247	H3882	0.9428
H0247	H5332	0.9423
H0247	H6960	0.9376
H0247	H8398	0.9317
H0247	H5641	0.9217
H0247	H4791	0.9214
H0247	H3162	0.9166
H0247	H2158	0.9027
H0249	H8573	0.9738
H0249	H7126	0.9588
H0249	H2471	0.9549
H0249	H4744	0.9455
H0249	H3722	0.9446
H0249	H7550	0.9401
H0249	H0801	0.9363
H0249	H8081	0.9312
H0249	H2373	0.9301
H0249	H8002	0.9301
H0249	H3725	0.9233
H0249	H4150	0.9086
H0251	H3205	0.9462
H0251	H1062	0.9334
H0251	H0775	0.9117
H0251	H0687	0.9096
H0251	H7956	0.9055
H0251	H3382	0.9052
H0251	H3877	0.9041
H0251	H3459	0.9036
H0251	H2341	0.9014
H0256	H3379	0.9912
H0256	H0348	0.9672
H0256	H7639	0.9597
H0256	H3805	0.943
H0256	H4350	0.9333
H0256	H8664	0.9311
H0256	H5028	0.9163
H0256	H5022	0.9116
H0259	H2568	0.938
H0259	H4605	0.9244
H0266	H2843	1.0
H0266	H3505	1.0
H0266	H0283	0.9923
H0266	H5896	0.9806
H0266	H5654	0.968
H0266	H1909	0.9538
H0266	H2586	0.9509
H0266	H1734	0.9245
H0266	H1057	0.9245
H0266	H8583	0.9231
H0266	H6069	0.9199
H0266	H1617	0.9078
H0266	H0467	0.9058
H0268	H6960	0.9463
H0268	H7440	0.9454
H0268	H8398	0.9392
H0268	H1627	0.9325
H0268	H7442	0.9319
H0268	H3519	0.9229
H0268	H5332	0.9175
H0268	H4791	0.9173
H0268	H0585	0.9165
H0268	H6726	0.9158
H0268	H2142	0.9072
H0271	H7195	0.9493
H0271	H3059	0.9251
H0271	H6492	0.9098
H0271	H1470	0.9088
H0271	H7425	0.9059
H0271	H6271	0.905
H0271	H3141	0.9011
H0274	H6492	0.9925
H0274	H2371	0.991
H0274	H3141	0.9887
H0274	H3059	0.9878
H0274	H4505	0.9864
H0274	H3060	0.9864
H0274	H1522	0.9864
H0274	H0477	0.9849
H0274	H3058	0.9847
H0274	H0919	0.9569
H0274	H5283	0.9516
H0274	H5429	0.9477
H0274	H6271	0.9429
H0274	H5250	0.9418
H0274	H3078	0.9418
H0274	H2396	0.9365
H0274	H2070	0.93
H0274	H0359	0.9113
H0274	H7195	0.9106
H0281	H6018	0.9674
H0281	H2174	0.9351
H0281	H2294	0.9243
H0281	H1908	0.9157
H0281	H1201	0.9055
H0281	H5022	0.9047
H0281	H5696	0.9018
H0281	H3158	0.9017
H0283	H3505	0.9923
H0283	H2843	0.9923
H0283	H5654	0.9905
H0283	H5896	0.9487
H0283	H6069	0.9439
H0283	H2586	0.9333
H0283	H5820	0.9297
H0283	H0467	0.9129
H0283	H1909	0.9103
H0285	H0511	0.975
H0285	H7027	0.9688
H0286	H5416	0.9764
H0286	H6432	0.9456
H0286	H2294	0.9045
H0288	H3448	0.9851
H0288	H1555	0.9845
H0288	H7586	0.9794
H0288	H1712	0.9777
H0288	H8050	0.976
H0288	H4634	0.9732
H0288	H3902	0.9687
H0288	H7084	0.9664
H0288	H2652	0.9639
H0288	H6430	0.9638
H0288	H1673	0.9609
H0288	H3129	0.9585
H0288	H2595	0.9359
H0288	H6860	0.9322
H0288	H0293	0.929
H0288	H5036	0.9285
H0288	H2128	0.9092
H0290	H3097	0.9933
H0290	H0886	0.9866
H0290	H6021	0.9823
H0290	H1663	0.9816
H0290	H1650	0.9783
H0290	H0863	0.9771
H0290	H0302	0.9748
H0290	H6214	0.9741
H0290	H2365	0.9741
H0290	H6870	0.9704
H0290	H0757	0.962
H0290	H8583	0.9477
H0290	H6678	0.9471
H0290	H6432	0.9321
H0290	H5988	0.9132
H0293	H3902	0.9869
H0293	H3129	0.9842
H0293	H2595	0.9779
H0293	H1555	0.9773
H0293	H7586	0.9642
H0293	H6430	0.9398
H0293	H6860	0.9331
H0293	H1533	0.9305
H0295	H6765	0.9916
H0295	H5989	0.9875
H0295	H1109	0.9815
H0295	H6301	0.9806
H0295	H0299	0.9806
H0295	H4371	0.9806
H0295	H0460	0.9806
H0295	H5918	0.9806
H0295	H6295	0.9806
H0295	H5996	0.9806
H0295	H4813	0.9663
H0295	H1648	0.9594
H0295	H0499	0.9477
H0295	H4244	0.9461
H0295	H1649	0.9344
H0295	H5177	0.9081
H0295	H4931	0.9064
H0296	H5018	0.9963
H0296	H5418	0.9946
H0296	H7143	0.9922
H0296	H8612	0.9887
H0296	H3079	0.9853
H0296	H0894	0.9818
H0296	H5663	0.981
H0296	H5374	0.981
H0296	H4446	0.981
H0296	H1263	0.9728
H0296	H1828	0.9683
H0296	H5428	0.9632
H0296	H8048	0.9588
H0296	H8322	0.9524
H0296	H4878	0.9521
H0296	H5498	0.9517
H0296	H3778	0.9425
H0296	H1436	0.9249
H0296	H2876	0.924
H0296	H3341	0.923
H0296	H7247	0.9096
H0296	H6578	0.9086
H0299	H0468	1.0
H0299	H7707	1.0
H0299	H8017	1.0
H0299	H6701	1.0
H0299	H6686	1.0
H0299	H2497	1.0
H0299	H1583	1.0
H0299	H6301	1.0
H0299	H1441	1.0
H0299	H5996	1.0
H0299	H6295	1.0
H0299	H5918	1.0
H0299	H0460	1.0
H0299	H4371	1.0
H0299	H5881	1.0
H0299	H6302	1.0
H0299	H1111	0.9991
